TimesH,Frame,NoMissing,114,114,125,125,150,150,172,172,173,173,175,175,199,199,207,207,325,325,568,568,572,572,777,777,877,877,1010,1010,1152,1152,1179,1179,1285,1285
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.0,0.0,,201.324,138.05700000000002,62.955,137.441,127.337,122.37799999999999,93.117,111.921,236.2,111.97399999999999,216.045,113.31299999999999,99.751,116.704,210.15599999999998,101.59899999999999,183.273,149.898,,,,,,,,,,,,,,,,
0.25,1.0,,201.442,138.101,62.996,137.369,127.14399999999999,122.383,92.992,111.986,236.079,111.819,216.002,113.648,99.819,116.524,210.095,101.56200000000001,183.446,149.83,,,,,,,,,,,,,,,,
0.5,2.0,,201.482,138.125,62.994,137.441,126.803,122.601,93.116,111.861,236.043,111.78200000000001,215.977,113.676,99.87200000000001,116.446,210.137,101.45100000000001,183.554,149.855,,,,,,,,,,,,,,,,
0.75,3.0,,201.426,138.111,62.983999999999995,137.41299999999998,126.655,122.68799999999999,93.333,112.37299999999999,236.106,111.82,216.106,113.58200000000001,99.859,116.55799999999999,210.044,101.38799999999999,183.78900000000002,149.792,237.893,157.468,224.798,131.84,,,,,,,,,,,,
1.0,4.0,,201.479,138.17,62.928999999999995,137.371,126.625,122.75200000000001,93.61,112.334,236.143,111.875,216.032,113.76700000000001,99.944,116.458,210.04,101.384,,,238.104,157.486,229.18400000000003,134.464,,,,,,,,,,,,
1.25,5.0,,201.334,138.033,62.897,137.35299999999998,126.579,122.789,93.23,111.946,236.12099999999998,111.92200000000001,216.108,113.70299999999999,99.97200000000001,116.434,210.135,101.405,184.52700000000002,150.738,238.155,157.612,229.122,134.434,,,,,,,,,,,,
1.5,6.0,,201.282,137.996,62.903,137.30100000000002,126.63600000000001,122.67200000000001,93.101,112.05799999999999,236.08599999999998,112.014,216.135,113.554,99.87299999999999,116.441,210.179,101.43700000000001,184.862,151.214,238.138,157.466,229.13400000000001,134.157,,,,,,,,,,,,
1.75,7.0,,201.422,137.96,63.016999999999996,137.305,126.553,122.78,93.48100000000001,111.932,235.94400000000002,112.12799999999999,216.065,113.59200000000001,99.93700000000001,116.439,210.234,101.484,184.797,150.681,238.076,157.40200000000002,229.144,134.125,,,,,,,,,,,,
2.0,8.0,,201.399,137.975,62.946000000000005,137.22799999999998,126.396,122.99,93.652,112.041,235.987,112.21799999999999,216.071,113.37299999999999,99.84700000000001,116.484,210.27,101.387,185.0,151.0,238.253,157.606,229.168,133.95600000000002,,,,,,,,,,,,
2.25,9.0,,201.38299999999998,137.936,62.903999999999996,137.241,126.53200000000001,122.895,93.61,112.28299999999999,236.054,112.163,216.13400000000001,113.323,99.78399999999999,116.462,210.271,101.40100000000001,184.69799999999998,150.813,238.135,157.207,229.00400000000002,133.85399999999998,,,,,,,,,,,,
2.5,10.0,,201.16299999999998,137.829,62.842,137.18200000000002,126.678,122.796,93.456,112.459,236.00900000000001,112.14,216.301,113.54799999999999,99.758,116.399,210.347,101.39299999999999,184.497,150.509,238.423,157.265,228.89700000000002,133.625,,,,,,,,,,,,
2.75,11.0,,201.27700000000002,137.83,62.833999999999996,137.15200000000002,126.728,122.806,93.55799999999999,112.135,235.877,112.081,216.18,113.50399999999999,99.77799999999999,116.395,210.843,101.509,184.601,150.707,238.00599999999997,157.168,229.215,133.514,,,,,,,,,,,,
3.0,12.0,,201.345,137.947,62.848,137.202,126.787,122.663,93.69,112.13799999999999,235.935,112.095,216.27900000000002,113.61399999999999,99.76,116.395,210.97400000000002,101.537,184.63099999999997,150.585,,,228.817,133.754,,,,,,,,,,,,
3.25,13.0,,201.218,137.829,62.786,137.22,126.611,122.97,93.704,112.374,235.845,112.0,216.09099999999998,113.52600000000001,99.805,116.325,210.963,101.665,184.826,150.793,,,228.96,133.832,,,,,,,,,,,,
3.5,14.0,,201.113,137.80100000000002,62.831,137.153,126.73899999999999,122.906,93.679,112.38799999999999,235.83,112.09,216.028,113.551,99.694,116.35700000000001,210.679,101.68,184.88299999999998,150.901,,,228.78099999999998,134.22299999999998,,,,,,,,,,,,
3.75,15.0,,201.24200000000002,137.817,62.843999999999994,137.055,126.666,123.066,93.755,112.419,235.87099999999998,112.087,215.958,113.486,99.637,116.399,210.5,101.762,184.919,151.108,237.851,156.901,228.747,134.094,,,,,,,,,,,,
4.0,16.0,,201.352,137.808,62.748999999999995,136.89600000000002,126.49,123.13,93.62799999999999,112.34899999999999,235.81400000000002,112.064,215.83900000000003,113.385,99.63600000000001,116.37899999999999,210.565,101.83200000000001,185.162,151.371,238.03400000000002,157.05,228.477,133.78,,,,,,,,,,,,
4.25,17.0,,201.296,137.773,62.799,136.90200000000002,126.78399999999999,122.90299999999999,93.55799999999999,112.295,235.86599999999999,112.133,215.859,113.384,99.581,116.38,210.614,102.01799999999999,185.354,151.356,238.139,156.937,228.08,133.444,,,,,,,,,,,,
4.5,18.0,,201.199,137.805,62.727,136.851,126.669,123.015,93.484,112.087,235.93400000000003,112.19200000000001,215.84599999999998,113.415,99.54700000000001,116.486,210.90200000000002,101.83200000000001,185.18400000000003,151.221,238.35299999999998,156.95,227.977,133.44,201.298,176.40599999999998,,,,,,,,,,
4.75,19.0,,201.208,137.765,62.699,136.738,126.75200000000001,122.984,93.564,112.413,235.96200000000002,112.17,215.834,113.42299999999999,99.542,116.406,210.532,101.62799999999999,184.903,151.539,237.935,157.084,227.7,133.386,200.465,176.43400000000003,,,,,,,,,,
5.0,20.0,,201.12099999999998,137.672,62.677,136.657,126.67,122.90799999999999,93.624,112.245,235.942,112.131,215.84099999999998,113.462,99.59700000000001,116.368,210.785,101.469,184.88299999999998,151.40200000000002,237.296,156.798,227.435,133.385,200.5,176.512,,,,,,,,,,
5.25,21.0,,201.137,137.814,62.535,136.55,126.65299999999999,123.014,93.56,112.226,235.91299999999998,112.06,215.822,113.29899999999999,99.55,116.353,210.99900000000002,101.12700000000001,184.813,151.591,237.093,156.63,226.827,133.60399999999998,200.37400000000002,176.472,,,,,,,,,,
5.5,22.0,,201.013,137.726,62.42,136.363,126.585,122.889,93.615,112.176,235.907,112.118,211.845,116.15299999999999,99.57600000000001,116.322,211.171,100.98100000000001,184.898,151.289,237.878,156.893,226.63299999999998,133.502,202.21200000000002,176.17700000000002,,,,,,,,,,
5.75,23.0,,201.065,137.86,62.43600000000001,136.375,126.488,122.98700000000001,93.64,112.103,235.94099999999997,112.059,,,99.571,116.285,211.05700000000002,100.805,184.764,151.263,237.722,157.106,226.644,133.56,201.395,176.407,,,,,,,,,,
6.0,24.0,,200.953,137.90200000000002,62.233999999999995,136.092,126.36,122.97399999999999,93.626,112.115,235.94299999999998,112.094,,,99.55,116.265,211.083,100.97200000000001,184.63099999999997,151.121,237.79,157.435,226.732,133.628,200.797,176.513,,,,,,,,,,
6.25,25.0,,200.93099999999998,137.993,62.02,135.908,126.34899999999999,123.01100000000001,93.645,112.14,235.922,112.079,,,99.62,116.22,211.419,100.64399999999999,184.61599999999999,151.164,237.862,157.329,226.761,133.73,200.956,176.554,,,,,,,,,,
6.5,26.0,,201.013,137.92600000000002,61.966,135.861,126.235,123.18299999999999,93.678,112.086,235.92700000000002,112.132,,,99.53200000000001,116.229,211.907,99.863,184.52900000000002,151.041,238.109,157.063,226.831,133.722,204.829,174.602,,,,,,,,,,
6.75,27.0,,200.86599999999999,137.892,61.983999999999995,135.921,126.28299999999999,123.15700000000001,93.725,112.124,235.926,112.069,,,99.45299999999999,116.22399999999999,211.668,100.12299999999999,184.614,151.135,238.149,157.265,226.71099999999998,133.586,204.91400000000002,174.51,239.96200000000002,152.497,,,,,,,,
7.0,28.0,,200.55200000000002,138.077,61.931000000000004,135.835,126.257,123.09700000000001,93.66799999999999,112.381,235.887,112.036,,,99.45299999999999,116.20700000000001,211.67,100.23200000000001,184.959,151.115,238.25900000000001,157.085,226.55900000000003,133.555,204.97299999999998,174.55,239.66400000000002,153.34799999999998,,,,,,,,
7.25,29.0,,200.13400000000001,138.137,61.876000000000005,135.844,126.18299999999999,123.273,93.693,112.65299999999999,235.86599999999999,111.973,,,99.47200000000001,116.179,211.864,100.499,184.928,150.899,238.37,157.19899999999998,226.493,133.605,204.952,174.46099999999998,239.872,152.891,,,,,,,,
7.5,30.0,,200.247,138.01,61.847,135.877,126.11200000000001,123.215,93.589,112.781,235.827,111.971,,,99.416,116.119,211.792,100.669,184.937,150.786,238.361,157.433,226.482,133.472,204.96200000000002,174.487,239.80599999999998,152.80100000000002,,,,,,,,
7.75,31.0,,199.93200000000002,138.10399999999998,61.68899999999999,135.893,126.09,123.26899999999999,93.64200000000001,112.785,235.822,111.927,215.505,121.705,99.37200000000001,116.14200000000001,211.743,100.70200000000001,184.916,150.77200000000002,238.53400000000002,157.529,226.42,133.556,204.89700000000002,174.43599999999998,239.731,152.95,,,,,,,,
8.0,32.0,,199.56900000000002,138.111,61.542,135.735,126.15299999999999,123.266,93.677,112.773,235.892,111.961,215.56,121.665,99.34200000000001,116.148,211.91299999999998,99.963,185.043,150.796,238.565,157.918,226.206,133.908,204.928,174.532,239.859,152.672,,,,,,,,
8.25,33.0,,199.403,138.126,61.519,135.754,126.131,123.31,93.704,112.772,235.94400000000002,111.977,215.269,122.125,99.405,116.105,211.899,99.415,185.016,150.65200000000002,238.63,157.708,226.24200000000002,133.941,204.755,174.56400000000002,239.765,152.564,,,,,,,,
8.5,34.0,,199.312,138.22,61.448,135.539,126.035,123.417,93.755,112.676,235.96900000000002,111.98899999999999,215.709,121.602,99.365,116.03200000000001,212.018,100.516,185.00099999999998,150.547,238.455,157.69299999999998,226.21200000000002,133.975,204.74599999999998,174.515,239.52599999999998,153.312,,,,,,,,
8.75,35.0,,199.27200000000002,138.32399999999998,61.408,135.407,125.921,123.493,93.774,112.66,235.993,112.029,215.791,121.68299999999999,99.345,116.055,212.19,99.81200000000001,184.984,150.447,238.153,157.969,226.29,134.075,204.87599999999998,174.50900000000001,239.768,153.012,,,,,,,,
9.0,36.0,,199.6,138.304,61.365,135.32,125.855,123.553,93.87799999999999,112.993,235.97400000000002,112.01100000000001,215.877,121.585,99.353,116.073,212.451,100.023,184.99200000000002,150.422,238.097,158.185,226.342,134.02100000000002,204.84900000000002,174.56900000000002,240.015,153.118,,,,,,,,
9.25,37.0,,199.305,138.37,61.282,135.22,125.926,123.537,93.9,113.085,235.982,112.04299999999999,215.889,121.62799999999999,99.32600000000001,116.07700000000001,212.355,100.275,184.938,150.36,238.14,157.905,226.292,134.10399999999998,204.795,174.648,241.822,147.51,,,,,,,,
9.5,38.0,,198.88,138.57,61.208,135.154,125.985,123.49,93.84200000000001,113.051,235.997,112.038,216.03400000000002,121.602,99.291,116.079,212.24,100.76799999999999,184.97400000000002,150.389,238.153,157.85299999999998,226.359,134.189,204.768,174.667,241.595,147.334,,,,,,,,
9.75,39.0,,198.0,139.0,61.213,135.135,125.999,123.458,93.89399999999999,113.166,236.002,112.046,215.97,121.51899999999999,99.26700000000001,116.088,212.362,100.59200000000001,185.00099999999998,150.43200000000002,238.50400000000002,158.119,226.247,134.388,204.778,174.62099999999998,241.517,147.95,,,,,,,,
10.0,40.0,,198.0,139.0,61.235,134.998,125.96799999999999,123.456,93.711,113.19200000000001,236.03400000000002,112.00399999999999,215.953,121.62,99.311,116.06,212.551,100.645,185.063,150.566,238.40400000000002,158.024,226.33900000000003,134.179,204.733,174.662,241.519,148.217,217.83900000000003,155.019,,,,,,
10.25,41.0,,198.718,138.50799999999998,61.243,134.972,125.913,123.471,93.743,113.19200000000001,236.071,111.98100000000001,216.083,121.406,99.29899999999999,116.03299999999999,212.429,100.486,185.111,150.613,238.31400000000002,158.141,226.125,134.44899999999998,204.666,174.74599999999998,241.609,148.404,217.886,155.072,,,,,,
10.5,42.0,,198.579,138.531,61.202,135.08100000000002,125.88799999999999,123.43799999999999,93.75200000000001,113.145,236.111,111.99,216.05700000000002,121.397,99.301,115.932,212.386,99.991,185.063,150.609,238.301,158.44299999999998,225.982,134.326,204.697,174.71900000000002,241.706,148.314,217.775,155.22899999999998,,,,,,
10.75,43.0,,198.0,139.0,61.153999999999996,134.965,125.883,123.445,93.666,113.04799999999999,236.172,111.99,215.928,121.523,99.29299999999999,115.935,212.524,100.075,185.07,150.53,238.25400000000002,158.445,226.122,134.26,204.705,174.80599999999998,241.579,147.83,217.918,155.108,,,,,,
11.0,44.0,,198.138,138.658,61.132,134.967,125.844,123.476,93.60700000000001,113.071,236.18,111.991,215.915,121.49600000000001,99.32700000000001,116.00200000000001,212.813,99.863,185.08700000000002,150.542,238.31099999999998,158.257,226.081,134.24,204.83,174.774,241.847,147.85299999999998,218.00099999999998,155.287,,,,,,
11.25,45.0,,198.34400000000002,138.619,61.089,134.9,125.77799999999999,123.521,93.43,113.1,236.21099999999998,111.97200000000001,215.958,121.35700000000001,99.31200000000001,116.023,212.9,99.876,185.327,150.69299999999998,238.245,158.303,226.231,134.134,204.773,174.84099999999998,242.033,148.161,217.46200000000002,155.681,,,,,,
11.5,46.0,,198.588,138.555,61.125,134.83,125.8,123.411,93.46700000000001,112.87700000000001,236.233,111.993,215.97799999999998,121.309,99.274,116.05799999999999,212.81099999999998,100.089,185.334,150.776,238.37400000000002,158.539,226.25,134.084,204.80599999999998,174.822,242.003,147.891,217.519,155.50799999999998,,,,,,
11.75,47.0,,198.0,139.0,61.18,134.75799999999998,125.848,123.49799999999999,93.41,112.899,236.236,111.96799999999999,215.99200000000002,121.24,99.289,116.088,212.731,100.363,185.389,150.773,238.387,158.556,226.266,134.013,204.796,174.773,241.64,147.569,217.696,155.439,,,,,,
12.0,48.0,,198.525,138.547,61.217,134.765,125.801,123.439,93.469,112.785,236.18599999999998,111.945,215.912,121.318,99.333,116.064,212.80900000000003,100.08,185.368,150.78,238.472,158.644,226.138,134.105,204.692,174.774,241.861,147.916,217.321,155.351,,,,,,
12.25,49.0,,198.358,138.585,61.217,134.739,125.73700000000001,123.541,93.39200000000001,112.904,236.18400000000003,111.925,215.979,121.257,99.304,116.031,212.63299999999998,100.119,185.378,150.803,238.3,158.869,226.112,134.089,204.61700000000002,174.847,241.64,147.998,217.639,155.21200000000002,,,,,,
