TimesH,Frame,NoMissing,5,5,19,19,20,20,26,26,41,41,50,50,54,54,63,63,64,64,69,69,73,73,79,79,85,85,95,95,99,99,114,114,134,134,136,136,137,137,140,140,143,143,144,144,159,159,165,165,173,173,174,174,191,191,194,194,205,205,208,208,211,211,212,212,213,213,225,225,227,227,235,235,252,252,254,254,269,269,284,284,288,288,316,316,321,321,324,324,336,336,358,358,359,359,372,372,401,401,402,402,409,409,414,414,417,417,424,424,428,428,434,434,441,441,446,446,465,465,470,470,481,481,482,482,496,496,523,523,535,535,545,545,554,554,564,564,573,573,591,591,651,651,696,696,746,746,861,861,964,964,1035,1035,1071,1071,1129,1129,1179,1179
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
247.75,991.0,,115.906,41.273999999999994,73.832,40.442,283.005,45.302,305.95,44.015,77.855,30.945999999999998,242.74099999999999,25.348000000000003,57.207,28.522,100.431,36.264,262.064,33.159,61.985,34.888000000000005,233.795,35.9,233.667,64.23100000000001,290.025,56.993,239.805,68.179,278.01,65.17399999999999,218.981,53.31100000000001,259.123,54.739,289.395,80.995,109.825,87.18299999999999,262.693,85.969,306.887,85.447,210.30599999999998,84.33,216.255,94.051,78.005,88.905,87.617,74.642,232.827,73.25399999999999,193.74200000000002,81.882,131.451,85.02,255.274,105.04,147.066,108.488,91.95700000000001,104.964,115.23,103.83200000000001,59.635,106.963,177.28400000000002,116.74799999999999,73.873,107.40799999999999,199.75,111.333,126.605,93.414,59.518,94.538,203.99200000000002,100.249,232.707,128.035,116.085,137.38,78.656,113.355,7.778,124.806,216.452,124.602,105.01700000000001,147.113,231.641,152.57299999999998,239.392,150.153,245.418,137.02700000000002,207.705,169.16299999999998,219.56,168.15200000000002,5.425,169.623,287.631,172.21200000000002,89.40100000000001,174.74599999999998,243.764,170.356,204.993,157.921,67.363,160.509,292.32099999999997,156.754,212.72299999999998,166.083,78.548,19.232,262.376,192.101,72.205,188.738,234.088,188.57,73.192,23.616999999999997,236.674,23.912,256.099,177.213,77.625,171.50099999999998,27.51,182.28,197.47,181.672,173.519,73.64699999999999,282.285,31.165,270.119,54.871,93.369,179.96599999999998,297.649,47.626999999999995,104.59200000000001,54.592,48.855,28.974,101.29899999999999,107.666,236.24200000000002,50.172,204.243,70.76899999999999,98.336,83.90299999999999
248.0,992.0,,115.92399999999999,41.308,73.914,40.394,283.04200000000003,45.333999999999996,305.89099999999996,44.097,77.934,30.964000000000002,242.76,25.375999999999998,57.145,28.476,100.485,36.213,262.156,33.168,61.956,34.925,233.423,35.769,233.726,64.237,290.033,56.965,239.84400000000002,68.161,278.156,65.28,219.013,53.342,259.20599999999996,54.771,289.362,81.055,109.845,87.223,262.63,85.976,306.754,85.54899999999999,210.141,84.359,216.171,94.12,78.045,88.89200000000001,87.65799999999999,74.61399999999999,232.80599999999998,73.155,193.667,81.88600000000001,131.48,84.986,255.347,105.064,147.126,108.506,91.965,104.921,115.321,103.861,59.63,106.915,177.331,116.712,73.91,107.36399999999999,199.78099999999998,111.38,126.676,93.37700000000001,59.347,94.48299999999999,203.956,100.367,232.71200000000002,127.962,116.163,137.298,78.817,113.212,7.6770000000000005,124.75200000000001,216.0,125.0,105.069,147.061,231.658,152.644,239.43200000000002,150.121,245.25799999999998,137.04,207.59900000000002,169.15200000000002,219.588,168.19299999999998,5.311,169.493,287.601,172.324,89.36,174.718,243.827,170.442,204.993,157.958,67.358,160.475,292.251,156.842,212.713,166.18599999999998,78.464,19.116,262.431,192.106,72.059,188.548,234.11599999999999,188.574,73.178,23.604,236.731,23.912,256.094,177.172,77.518,171.482,27.491,182.333,197.43900000000002,181.69,173.455,73.665,282.311,31.173000000000002,270.187,54.821999999999996,93.42200000000001,179.96599999999998,297.707,47.626000000000005,104.986,54.508,48.821999999999996,28.965999999999998,101.329,107.594,236.207,50.173,204.218,70.814,98.30799999999999,83.976
248.25,993.0,,116.09700000000001,41.355,73.85,40.492,283.027,45.395,306.01099999999997,44.193999999999996,77.926,30.938000000000002,242.983,25.432,57.066,28.493000000000002,100.426,36.129,262.144,33.175,61.965,34.937,233.31099999999998,35.789,233.803,64.214,290.051,56.95399999999999,239.852,68.13600000000001,278.142,65.281,219.067,53.349,259.171,54.81,289.347,81.044,109.94200000000001,87.37899999999999,262.535,85.927,306.77099999999996,85.53299999999999,210.095,84.34700000000001,216.108,94.28200000000001,78.117,88.822,87.74700000000001,74.679,232.78900000000002,73.166,193.642,81.869,131.455,85.02799999999999,255.335,105.101,147.215,108.51100000000001,91.87100000000001,104.928,115.41,103.87299999999999,59.68,107.021,177.235,116.794,73.89699999999999,107.296,199.64700000000002,111.43,126.665,93.383,59.426,94.48200000000001,203.99099999999999,100.36399999999999,232.71599999999998,127.89,116.257,137.306,78.821,113.196,7.563,124.75,216.46200000000002,124.70700000000001,105.087,147.166,231.64700000000002,152.715,239.612,149.94799999999998,245.252,136.98,207.72299999999998,169.125,219.489,168.046,5.546,169.537,287.555,172.261,89.365,174.703,243.987,170.502,205.09,158.078,67.418,160.52200000000002,292.275,156.839,212.67,166.287,78.465,19.15,262.612,191.926,72.111,188.657,234.125,188.59900000000002,73.217,23.638,236.69,23.962,256.056,177.15099999999998,77.546,171.553,27.533,182.391,197.505,181.675,173.02700000000002,73.39,282.29900000000004,31.125999999999998,270.296,54.806000000000004,93.449,179.953,297.803,47.619,104.90100000000001,54.345,48.841,28.906,101.271,107.58,236.188,50.137,204.199,70.788,98.34299999999999,83.931
248.5,994.0,,116.08200000000001,41.302,73.765,40.582,283.05400000000003,45.403,305.897,44.321000000000005,77.803,30.889,242.892,25.48,57.016000000000005,28.355999999999998,100.473,36.245,262.11,33.181,62.001000000000005,34.923,233.065,35.731,233.922,64.17399999999999,289.997,56.974,239.78599999999997,68.148,278.204,65.414,218.957,53.265,259.248,54.809,289.319,81.015,109.973,87.375,262.58299999999997,85.969,306.863,85.494,210.114,84.29899999999999,216.078,94.37200000000001,78.081,88.859,87.91,74.515,232.829,73.139,193.645,81.89399999999999,131.408,85.081,255.3,105.14299999999999,147.227,108.51100000000001,91.85,104.965,115.405,103.911,59.714,106.965,177.233,116.735,73.812,107.288,199.483,111.375,126.661,93.381,59.31399999999999,94.473,203.987,100.279,232.696,127.82700000000001,116.265,137.279,78.889,113.08200000000001,7.587999999999999,124.74799999999999,216.31599999999997,124.756,105.064,147.14700000000002,231.576,152.66899999999998,239.718,149.917,245.368,137.17600000000002,207.61599999999999,169.08700000000002,219.578,168.139,5.454,169.50900000000001,287.577,172.357,89.384,174.67,243.888,170.375,205.11,158.039,67.38,160.47899999999998,292.255,156.83700000000002,212.64700000000002,166.2,78.586,19.295,262.54900000000004,192.108,72.148,188.604,234.09599999999998,188.65200000000002,73.21300000000001,23.609,236.653,23.944000000000003,256.073,177.127,77.616,171.648,27.444000000000003,182.386,197.524,181.47799999999998,172.812,73.308,282.323,31.151,270.31,54.81100000000001,93.459,179.96099999999998,297.85900000000004,47.626000000000005,104.85,54.57899999999999,48.798,28.884,101.3,107.565,236.261,50.159,204.104,70.7,98.345,83.97
248.75,995.0,,116.04899999999999,41.321000000000005,73.672,40.622,283.003,45.443000000000005,305.883,44.36600000000001,77.793,30.848000000000003,242.83,25.441,56.994,28.305,100.46,36.119,262.105,33.203,61.961999999999996,34.959,233.24,35.76,233.99099999999999,64.23100000000001,290.108,57.033,239.851,68.141,278.223,65.47399999999999,218.875,53.222,259.211,54.793,289.315,81.007,109.946,87.385,262.59,85.90700000000001,306.759,85.56700000000001,210.359,84.257,215.921,94.275,78.109,88.836,87.934,74.512,232.80200000000002,73.11,193.637,81.95200000000001,131.421,85.08200000000001,255.308,105.148,147.30100000000002,108.49,92.073,104.84100000000001,115.61,103.90700000000001,59.74,106.985,177.24099999999999,116.70100000000001,73.817,107.16799999999999,199.43599999999998,111.4,126.587,93.384,59.286,94.369,204.054,100.219,232.75400000000002,127.70100000000001,116.324,137.368,78.88600000000001,113.137,7.662000000000001,124.741,216.456,124.81200000000001,105.069,147.124,231.56400000000002,152.606,239.75400000000002,149.88,245.389,137.218,207.52700000000002,169.06099999999998,219.463,168.09599999999998,5.425,169.649,287.556,172.38299999999998,89.32,174.648,243.953,170.408,204.972,157.945,67.398,160.496,292.264,156.82299999999998,212.62900000000002,166.195,78.69,19.386,262.559,192.127,72.035,188.482,234.16400000000002,188.831,73.298,23.613000000000003,236.642,23.929000000000002,256.09,177.236,77.656,171.658,27.513,182.4,197.50900000000001,181.588,172.967,73.35,282.195,31.086,270.397,54.817,93.506,179.959,297.858,47.648999999999994,104.94,54.536,48.794,28.909000000000002,101.18299999999999,107.648,236.3,50.147,204.08700000000002,70.711,98.4,84.012
249.0,996.0,,115.95200000000001,41.32899999999999,73.773,40.566,283.019,45.442,305.845,44.494,78.039,30.845,242.998,25.48,56.908,28.205,100.55799999999999,36.158,262.097,33.133,62.034,34.864000000000004,233.268,35.777,233.93900000000002,64.263,290.117,57.078,239.94400000000002,68.138,278.353,65.541,218.81799999999998,53.213,259.214,54.768,289.328,80.993,109.913,87.323,262.514,85.9,306.686,85.61399999999999,210.388,84.22399999999999,215.877,94.265,78.083,88.911,87.946,74.661,232.81799999999998,73.163,193.576,81.98100000000001,131.368,85.00299999999999,255.422,105.14,147.361,108.527,92.001,104.80799999999999,115.664,103.87899999999999,59.816,106.936,177.24,116.678,73.87899999999999,107.244,199.55700000000002,111.40899999999999,126.551,93.40799999999999,59.293,94.367,204.10299999999998,100.199,232.81,127.615,116.29,137.455,78.854,113.139,7.59,124.71600000000001,216.525,124.667,105.1,147.076,231.57,152.55,239.796,149.83100000000002,245.305,137.30200000000002,207.612,169.045,219.55599999999998,168.15,5.481,169.762,287.637,172.313,89.381,174.65,244.074,170.525,204.938,157.873,67.369,160.597,292.339,156.779,212.604,166.17700000000002,78.722,19.394000000000002,262.53700000000003,192.15,72.07,188.497,234.06900000000002,188.766,73.298,23.628,236.62900000000002,23.936,256.159,177.21900000000002,77.781,171.81,27.533,182.3,197.44,181.43599999999998,172.89700000000002,73.381,282.2,31.084,270.493,54.839,93.65100000000001,179.953,298.03700000000003,47.44,105.22200000000001,54.577,48.75,28.932,101.171,107.64,236.34,50.146,204.084,70.67399999999999,98.446,83.932
249.25,997.0,,115.9,41.273,73.929,40.516,283.004,45.441,305.778,44.211999999999996,78.069,30.756999999999998,242.91099999999997,25.447,56.915,28.188000000000002,100.47200000000001,35.762,262.187,33.012,62.032,34.868,233.44799999999998,35.803000000000004,233.977,64.331,290.171,57.053000000000004,239.947,68.17,278.513,65.9,218.83700000000002,53.235,259.233,54.797,289.374,80.949,109.906,87.40299999999999,262.47900000000004,85.98100000000001,306.698,85.601,210.30900000000003,84.31700000000001,215.94299999999998,94.29700000000001,77.94,89.07799999999999,87.971,74.779,232.815,73.187,193.46900000000002,82.094,131.317,85.04899999999999,255.433,105.116,147.384,108.494,91.973,104.914,115.777,103.863,59.818000000000005,106.896,177.22,116.693,73.78,107.235,199.47099999999998,111.48200000000001,126.59200000000001,93.417,59.367,94.419,204.15200000000002,100.195,232.77200000000002,127.586,116.285,137.375,78.92699999999999,113.071,7.718999999999999,124.71600000000001,216.43400000000003,124.655,105.141,147.157,231.548,152.532,239.74,149.80700000000002,245.321,137.35399999999998,207.59099999999998,169.03799999999998,219.403,167.99599999999998,5.507000000000001,169.653,287.596,172.24599999999998,89.38600000000001,174.61,244.175,170.58900000000003,205.044,157.903,67.324,160.768,292.43,156.67600000000002,212.738,165.88400000000001,78.663,19.33,262.529,192.27,72.084,188.446,234.042,188.967,73.298,23.58,236.64700000000002,23.93,256.37,177.21400000000003,77.497,171.543,27.615,182.274,197.382,181.32,172.769,73.51899999999999,282.157,31.124000000000002,270.394,54.836000000000006,93.699,179.968,298.074,47.413999999999994,105.102,54.521,48.791000000000004,28.955,101.095,107.728,236.291,50.122,204.081,70.652,98.486,83.87899999999999
249.5,998.0,,115.848,41.256,74.116,40.423,282.902,45.449,305.788,44.41,78.025,30.756999999999998,242.959,25.455,57.01,28.198,100.47200000000001,35.915,262.12,33.037,62.026,34.913000000000004,233.451,35.813,233.957,64.388,290.191,57.034,239.92700000000002,68.146,278.527,65.949,218.856,53.236999999999995,259.236,54.799,289.399,80.942,109.863,87.336,262.533,85.89200000000001,306.64,85.616,210.234,84.352,215.993,94.32,77.868,89.226,88.024,74.798,232.78,73.19,193.44299999999998,82.135,131.35299999999998,85.04,255.453,105.116,147.375,108.53,91.994,104.925,115.775,103.911,59.869,106.965,177.22299999999998,116.706,73.828,107.223,199.56,111.446,126.652,93.387,59.70399999999999,94.53,204.18400000000003,100.13799999999999,232.86,127.50299999999999,116.345,137.452,78.825,113.22,7.761,124.69,216.46099999999998,124.66,105.148,147.194,231.551,152.56799999999998,239.80200000000002,149.82399999999998,245.532,137.159,207.593,169.037,219.34599999999998,168.01,5.52,169.63400000000001,287.464,172.33700000000002,89.49,174.63400000000001,244.22400000000002,170.62900000000002,204.953,157.928,67.329,160.77100000000002,292.45599999999996,156.57299999999998,212.558,166.13,78.602,19.287,262.437,192.291,72.023,188.433,234.295,189.074,73.367,23.608,236.68200000000002,23.883000000000003,256.23,177.105,77.368,171.625,27.668000000000003,182.28099999999998,197.363,181.253,172.696,73.459,282.16700000000003,31.128,270.471,54.784,93.73899999999999,179.953,297.957,47.526,105.48100000000001,54.528,48.787,28.963,101.098,107.686,236.30900000000003,50.185,204.09599999999998,70.673,98.51,83.902
249.75,999.0,,115.795,41.188,73.968,40.466,282.893,45.53,305.883,44.43,78.03399999999999,30.756,243.179,25.486,57.006,28.155,100.58,35.931,262.05,32.982,62.108000000000004,34.958,233.673,35.907,233.956,64.439,290.173,57.033,239.891,68.125,278.39799999999997,65.895,218.86700000000002,53.238,259.29900000000004,54.809,289.377,80.984,109.848,87.285,262.628,85.844,306.60400000000004,85.611,210.235,84.456,216.005,94.412,77.774,89.352,88.07700000000001,74.825,232.706,73.285,193.446,82.113,131.347,84.96600000000001,255.502,105.07,147.44299999999998,108.53200000000001,92.14299999999999,104.891,115.87100000000001,103.94200000000001,59.843,106.904,177.21,116.648,73.83800000000001,107.345,199.495,111.478,126.71600000000001,93.374,59.31100000000001,94.486,204.16099999999997,100.16799999999999,232.812,127.529,116.20100000000001,137.35,78.667,113.314,7.754,124.64,216.0,125.0,105.177,147.127,231.612,152.665,239.94299999999998,149.701,245.47400000000002,136.954,207.59599999999998,169.043,219.40200000000002,167.97400000000002,5.499,169.59,287.498,172.305,89.652,174.64,244.197,170.666,204.96900000000002,157.96,67.247,160.891,292.39799999999997,156.553,212.58900000000003,166.11700000000002,78.645,19.366,262.432,192.25400000000002,72.23,188.642,234.15,188.834,73.40100000000001,23.596999999999998,236.65900000000002,23.879,256.253,177.09099999999998,77.515,171.667,27.677,182.21599999999998,197.382,181.148,172.752,73.47399999999999,282.157,31.14,270.406,54.788999999999994,93.822,179.94299999999998,297.991,47.431999999999995,105.354,54.534,48.735,28.969,101.13799999999999,107.70700000000001,236.26,50.208,204.083,70.628,98.477,83.86
250.0,1000.0,,115.758,41.135,73.881,40.49,282.883,45.513999999999996,305.93,44.532,77.97800000000001,30.774,243.176,25.484,57.056999999999995,28.25,100.736,35.94,262.08799999999997,32.94,62.115,34.985,233.77200000000002,35.949,233.922,64.387,290.10200000000003,57.041000000000004,239.893,68.117,278.487,66.008,218.903,53.3,259.26,54.817,289.355,80.911,109.87,87.288,262.649,85.87100000000001,306.67,85.523,210.266,84.48299999999999,215.896,94.52799999999999,77.765,89.291,88.131,74.893,232.704,73.199,193.395,82.193,131.343,84.90100000000001,255.521,104.958,147.47,108.54700000000001,92.186,104.945,115.897,103.925,59.967,106.74600000000001,177.218,116.62,73.833,107.42299999999999,199.743,111.561,126.75200000000001,93.395,59.551,94.59700000000001,204.127,100.11,232.83900000000003,127.541,116.165,137.233,78.658,113.285,7.832999999999999,124.624,216.50900000000001,124.723,105.185,147.115,231.55200000000002,152.578,240.00799999999998,149.694,245.44400000000002,136.82399999999998,207.503,169.021,219.385,167.89700000000002,5.459,169.46599999999998,287.574,172.3,89.65,174.625,244.312,170.66400000000002,204.976,157.982,67.236,160.961,292.32599999999996,156.634,212.482,166.30200000000002,78.654,19.430999999999997,262.557,192.112,72.237,188.65599999999998,234.123,188.861,73.358,23.53,236.69799999999998,23.909000000000002,256.207,177.06599999999997,77.441,171.75400000000002,27.74,182.148,197.449,181.043,172.892,73.589,282.097,31.129,270.388,54.847,93.825,179.916,298.231,47.385,104.95299999999999,54.318999999999996,48.68,29.03,101.031,107.76700000000001,236.324,50.22,204.06400000000002,70.584,98.495,83.84100000000001
250.25,1001.0,,115.773,41.192,73.884,40.464,282.79900000000004,45.553000000000004,305.893,44.45,77.983,30.843000000000004,243.21900000000002,25.531,57.062,28.223000000000003,100.723,35.895,262.08,32.935,62.11600000000001,34.986999999999995,233.482,35.79,234.018,64.366,290.077,56.99,239.864,68.14699999999999,278.573,66.19800000000001,218.831,53.306999999999995,259.238,54.888000000000005,289.405,80.833,109.87299999999999,87.339,262.60200000000003,85.876,306.642,85.53200000000001,210.368,84.529,215.91400000000002,94.445,77.80199999999999,89.234,88.18799999999999,74.914,232.77900000000002,73.288,193.351,82.26299999999999,131.433,84.87799999999999,255.46,104.95299999999999,147.486,108.613,92.035,104.928,115.906,103.89399999999999,60.107,106.679,177.21599999999998,116.55,73.763,107.507,199.68099999999998,111.56299999999999,126.74,93.444,59.352,94.617,204.12400000000002,100.14,232.864,127.63,116.13799999999999,137.192,78.64699999999999,113.325,7.854,124.727,216.267,124.758,105.208,147.205,231.639,152.715,240.11,149.63,245.653,136.869,207.43900000000002,168.977,219.37900000000002,167.954,5.388999999999999,169.644,287.598,172.18400000000003,89.598,174.61700000000002,244.305,170.674,204.951,157.982,67.277,160.78,292.336,156.707,212.46200000000002,166.34400000000002,78.699,19.337,262.497,192.204,72.217,188.709,234.072,188.764,73.441,23.505,236.671,23.910999999999998,256.099,177.085,77.369,171.601,27.823,182.082,197.43900000000002,181.105,172.963,73.653,282.163,31.055999999999997,270.33299999999997,54.93,93.735,180.00900000000001,298.276,47.475,105.079,54.233000000000004,48.718999999999994,29.022,100.947,107.85799999999999,236.34599999999998,50.28,204.013,70.542,98.50299999999999,83.88600000000001
250.5,1002.0,,115.64,41.14,73.642,40.498000000000005,282.705,45.625,305.949,44.32899999999999,77.896,30.840999999999998,243.233,25.518,57.015,28.228,100.671,35.766999999999996,262.096,32.946999999999996,62.176,35.031,233.515,35.809,234.028,64.295,290.035,57.026,239.81599999999997,68.227,278.518,66.202,218.91299999999998,53.306000000000004,259.238,54.92,289.362,80.874,109.88600000000001,87.321,262.643,85.86200000000001,306.735,85.49799999999999,210.455,84.43799999999999,215.889,94.40700000000001,77.884,89.149,88.273,74.87899999999999,232.74400000000003,73.362,193.325,82.344,131.38299999999998,84.905,255.47299999999998,104.98899999999999,147.533,108.53299999999999,92.052,104.85600000000001,115.944,103.86399999999999,60.101000000000006,106.667,177.255,116.493,73.839,107.383,199.613,111.50399999999999,126.68700000000001,93.48899999999999,59.148999999999994,94.641,204.13099999999997,100.087,232.922,127.542,116.17200000000001,137.209,78.71,113.35799999999999,7.832000000000001,124.695,216.405,124.865,105.24700000000001,147.126,231.674,152.817,240.172,149.599,245.864,136.822,207.40200000000002,168.954,219.389,167.919,5.375,169.454,287.55,172.12599999999998,89.681,174.58900000000003,244.074,170.612,204.99400000000003,157.922,67.242,160.856,292.256,156.765,212.293,166.688,78.687,19.361,262.563,192.09599999999998,72.25399999999999,188.765,234.07299999999998,188.735,73.428,23.618000000000002,236.645,23.895,256.131,177.1,77.42,171.831,27.728,182.08700000000002,197.49,180.979,172.957,73.605,282.171,31.065,270.332,55.012,93.789,180.003,298.482,47.299,105.08200000000001,53.99,48.79600000000001,29.023000000000003,100.948,107.81299999999999,236.267,50.277,204.011,70.529,98.5,83.881
250.75,1003.0,,115.699,41.101000000000006,73.758,40.516999999999996,282.649,45.63,305.93,44.272,77.84,30.858,243.31099999999998,25.604,56.99,28.219,100.677,35.661,262.067,32.92,62.187,35.063,233.365,35.793,234.06400000000002,64.332,290.009,57.048,239.71400000000003,68.28699999999999,278.493,66.244,218.87599999999998,53.357,259.20599999999996,54.95,289.407,80.932,109.992,87.35700000000001,262.635,85.84,306.557,85.54299999999999,210.446,84.37100000000001,215.921,94.446,77.831,89.20200000000001,88.21600000000001,74.87899999999999,232.708,73.48100000000001,193.285,82.434,131.476,84.84899999999999,255.483,104.959,147.425,108.6,92.133,104.818,115.945,103.802,60.203,106.62,177.248,116.501,73.827,107.361,199.114,111.51,126.719,93.469,59.17,94.757,204.09799999999998,100.22399999999999,232.93400000000003,127.441,116.17399999999999,137.122,78.721,113.355,7.7860000000000005,124.67399999999999,216.387,124.874,105.245,147.071,231.585,152.688,240.19400000000002,149.602,245.761,136.906,207.425,168.933,219.271,167.864,5.3,169.365,287.551,172.05,89.77600000000001,174.42700000000002,244.003,170.579,204.984,157.975,67.205,160.933,292.328,156.692,212.145,166.791,78.608,19.299,262.665,191.91299999999998,72.305,188.707,234.02900000000002,188.59799999999998,73.40899999999999,23.639,236.62,23.851999999999997,256.101,177.102,77.367,171.886,27.705,182.035,197.516,180.981,173.043,73.62899999999999,282.116,31.093000000000004,270.356,55.085,93.727,180.021,298.461,47.431000000000004,105.06,54.093999999999994,48.706,29.038,100.861,107.887,236.282,50.33,204.03400000000002,70.50399999999999,98.398,83.81
251.0,1004.0,,115.736,41.122,73.971,40.553000000000004,282.619,45.708999999999996,305.96299999999997,44.326,77.908,30.795,243.28400000000002,25.537,57.015,28.165,100.488,35.5,262.097,32.904,62.181999999999995,35.098,233.472,35.841,234.03,64.335,289.997,56.998999999999995,239.74400000000003,68.27,278.497,66.206,218.826,53.346000000000004,259.22,54.953,289.365,81.0,110.008,87.324,262.535,85.772,306.643,85.556,210.41299999999998,84.42299999999999,215.945,94.46799999999999,77.908,89.156,88.21,74.882,232.668,73.542,193.25400000000002,82.446,131.47799999999998,84.865,255.429,105.059,147.506,108.635,92.11200000000001,104.759,115.971,103.9,60.173,106.693,177.283,116.45200000000001,73.85,107.28399999999999,199.56900000000002,111.495,126.713,93.471,59.118,94.76,204.135,100.15100000000001,233.076,126.991,116.189,137.131,78.616,113.351,7.843,124.706,216.585,124.887,105.289,147.005,231.612,152.703,240.168,149.625,245.69799999999998,136.967,207.472,168.855,219.296,167.827,5.195,169.36900000000003,287.536,172.12400000000002,89.62799999999999,174.57299999999998,243.951,170.533,204.977,158.00799999999998,67.17399999999999,160.782,292.27099999999996,156.736,212.203,166.727,78.628,19.267,262.615,191.898,72.192,188.493,233.90599999999998,188.33599999999998,73.36399999999999,23.715,236.6,23.823,256.186,177.072,77.342,171.84900000000002,27.695999999999998,182.047,197.47099999999998,180.882,172.956,73.646,282.12,31.114,270.257,55.126000000000005,93.68299999999999,179.93599999999998,298.624,47.27,105.147,54.1,48.583,29.055999999999997,100.792,107.947,236.304,50.313,204.03400000000002,70.531,98.49799999999999,83.834
251.25,1005.0,,115.791,41.167,73.942,40.548,282.72,45.699,305.966,44.508,77.905,30.713,243.247,25.524,57.042,28.138,100.51100000000001,35.363,262.028,32.91,62.099,35.071999999999996,233.40099999999998,35.836999999999996,234.047,64.297,289.98900000000003,56.958,239.687,68.301,278.596,66.113,218.767,53.306000000000004,259.173,54.973,289.344,81.082,110.064,87.31700000000001,262.447,85.899,306.676,85.56200000000001,210.422,84.344,215.935,94.48,77.923,89.066,88.205,74.898,232.685,73.515,193.21400000000003,82.45299999999999,131.605,84.964,255.489,105.04899999999999,147.505,108.605,92.255,104.74,115.93799999999999,103.889,60.151,106.81200000000001,177.25900000000001,116.49600000000001,73.904,107.3,199.58,111.521,126.787,93.48200000000001,59.207,94.71700000000001,204.111,100.162,233.041,127.057,116.21600000000001,137.134,78.57,113.387,7.871,124.697,216.71200000000002,124.796,105.331,146.983,231.74599999999998,152.83,240.295,149.54399999999998,245.65900000000002,136.861,207.578,168.91,219.31,167.85,5.237,169.34,287.448,172.065,89.79700000000001,174.38099999999997,244.071,170.554,204.97799999999998,157.99200000000002,67.253,160.74200000000002,292.262,156.731,212.235,166.604,78.62899999999999,19.273,262.616,191.94400000000002,72.074,188.44799999999998,234.09,188.546,73.418,23.732,236.597,23.811999999999998,256.035,177.06799999999998,77.273,171.75,27.698,182.071,197.53599999999997,180.862,172.824,73.58800000000001,282.092,31.1,270.16900000000004,55.063,93.682,179.93200000000002,298.518,47.285,105.225,54.088,48.602,29.057,100.8,107.915,236.31599999999997,50.3,204.05,70.46600000000001,98.443,83.884
251.5,1006.0,,115.854,41.193000000000005,74.024,40.616,282.72700000000003,45.736000000000004,305.925,44.523,77.906,30.628,243.16,25.529,56.992,28.104,100.40799999999999,35.448,262.03,32.885999999999996,62.117,35.045,233.399,35.832,234.00099999999998,64.278,289.91200000000003,56.998999999999995,239.67700000000002,68.306,278.565,66.291,218.74400000000003,53.21,259.225,54.961999999999996,289.296,81.023,109.95100000000001,87.384,262.369,85.936,306.777,85.64299999999999,210.293,84.351,215.908,94.471,77.80199999999999,89.23899999999999,88.17200000000001,74.915,232.69400000000002,73.536,193.22,82.522,131.496,84.913,255.542,105.04299999999999,147.482,108.59299999999999,93.31700000000001,104.209,115.962,103.97200000000001,60.272,106.695,177.362,116.47,73.964,107.415,200.236,111.595,126.865,93.47200000000001,59.353,94.662,204.19,100.266,233.06099999999998,126.95100000000001,116.04700000000001,136.862,78.75,113.355,7.865,124.71700000000001,216.717,124.709,105.351,146.988,231.72,152.882,240.419,149.519,245.679,136.971,207.61,168.892,219.334,167.83900000000003,5.215,169.158,287.492,172.06599999999997,89.995,174.28599999999997,244.14,170.614,204.937,158.007,67.333,160.681,292.264,156.748,212.173,166.638,78.682,19.359,262.589,191.78400000000002,72.139,188.59400000000002,233.921,188.298,73.416,23.666,236.555,23.78,255.865,177.088,77.207,171.747,27.689,182.111,197.551,180.868,172.81099999999998,73.678,282.098,31.151,270.23,55.074,93.65,179.958,298.67400000000004,47.222,105.208,54.148,48.553000000000004,29.061,100.785,107.891,236.342,50.313,204.045,70.439,98.395,83.935
