TimesH,Frame,NoMissing,5,5,19,19,20,20,26,26,41,41,50,50,54,54,63,63,64,64,69,69,73,73,79,79,85,85,95,95,99,99,114,114,134,134,136,136,137,137,140,140,143,143,144,144,159,159,165,165,173,173,174,174,191,191,194,194,205,205,208,208,211,211,212,212,213,213,225,225,227,227,235,235,252,252,254,254,269,269,284,284,288,288,316,316,321,321,324,324,336,336,358,358,359,359,372,372,401,401,402,402,409,409,414,414,417,417,424,424,428,428,434,434,441,441,446,446,465,465,470,470,481,481,482,482,496,496,523,523,535,535,545,545,554,554,564,564,573,573,591,591,651,651,696,696,746,746,861,861,964,964,1035,1035,1071,1071,1129,1129,1179,1179
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
190.5,762.0,,119.955,44.516000000000005,73.044,38.781,283.98400000000004,44.71,306.436,43.31100000000001,75.387,28.893,245.00599999999997,23.616999999999997,56.04600000000001,27.066999999999997,99.853,34.631,263.904,31.316,60.94,33.421,235.458,33.126,236.71200000000002,62.185,291.212,56.586999999999996,243.755,66.877,279.23400000000004,63.898,222.827,48.036,260.846,54.178000000000004,288.281,85.185,108.146,86.65700000000001,262.449,84.993,307.73,85.134,212.408,81.32600000000001,218.97799999999998,92.352,77.938,88.219,85.92200000000001,71.775,235.513,71.087,195.947,76.163,131.023,80.918,256.108,104.844,144.936,104.709,90.988,104.572,112.76100000000001,103.069,58.147,104.12899999999999,177.949,114.24600000000001,72.366,107.695,202.081,109.323,125.91799999999999,89.12899999999999,57.875,94.209,206.338,99.506,232.852,128.648,112.834,135.547,75.485,114.021,6.537000000000001,125.016,219.84,126.06700000000001,103.98100000000001,147.514,231.368,153.49,240.065,150.16,244.213,140.779,210.505,170.553,220.645,169.12,4.489,169.546,288.069,173.517,90.685,174.395,244.585,170.817,206.57299999999998,159.586,66.926,160.909,294.032,155.903,212.38099999999997,165.61,76.285,17.343,262.587,192.859,71.196,188.09099999999998,234.92700000000002,190.56400000000002,72.559,21.059,238.68099999999998,21.595,255.628,176.808,79.885,174.977,24.459,185.47400000000002,196.65400000000002,182.59799999999998,175.50099999999998,65.497,282.524,30.066,271.445,53.494,93.559,180.303,299.291,46.847,103.419,50.82,47.61,28.101999999999997,103.01899999999999,105.221,239.338,48.152,206.72299999999998,66.965,101.41799999999999,83.431
190.75,763.0,,119.84700000000001,44.36,72.998,38.830999999999996,283.972,44.70399999999999,306.481,43.352,75.342,28.839000000000002,245.02599999999998,23.639,56.077,27.057,99.824,34.609,263.908,31.365,60.852,33.376999999999995,235.575,32.884,236.705,62.174,291.23900000000003,56.535,243.72,66.881,279.16200000000003,63.942,222.615,47.928999999999995,260.845,54.146,288.423,85.25200000000001,108.171,86.595,262.35900000000004,84.95100000000001,307.741,85.098,212.25,81.378,218.97,92.333,77.967,88.23899999999999,85.87,71.744,235.447,71.212,195.954,76.153,131.012,80.905,256.055,104.906,145.112,104.61,90.86,104.618,112.80799999999999,103.15700000000001,58.162,103.779,177.915,114.102,72.376,107.64200000000001,202.076,109.363,125.91,89.24,57.928000000000004,94.18799999999999,206.335,99.484,232.83599999999998,128.684,112.99700000000001,135.537,75.369,114.00399999999999,6.6,125.036,219.958,125.985,104.005,147.441,231.357,153.465,240.03900000000002,150.178,244.118,140.846,210.43400000000003,170.562,220.645,169.24,4.473,169.55700000000002,288.32599999999996,173.278,90.727,174.416,244.52700000000002,170.66299999999998,206.582,159.594,66.979,160.893,294.017,155.846,212.393,165.503,76.249,17.337,262.543,192.88299999999998,70.949,188.24099999999999,234.94299999999998,190.593,72.541,20.958000000000002,238.68599999999998,21.59,255.602,176.812,79.911,175.047,24.487,185.419,196.7,182.613,175.215,65.441,282.503,30.061,271.346,53.573,93.632,180.248,299.293,46.891000000000005,103.65,50.906000000000006,47.723,28.009,102.94,105.256,239.28900000000002,48.132,206.725,67.041,101.50399999999999,83.499
191.0,764.0,,119.79,44.43600000000001,72.949,38.746,283.98900000000003,44.699,306.494,43.318000000000005,74.751,29.1,245.019,23.639,56.07899999999999,27.093000000000004,99.734,34.561,263.88,31.394000000000002,60.802,33.329,235.584,32.73,236.65599999999998,62.187,291.19,56.605,243.768,66.95,279.122,63.93899999999999,222.549,47.897,260.85900000000004,54.105,288.485,85.286,108.175,86.581,262.312,84.934,307.699,85.193,212.387,81.375,218.93200000000002,92.338,78.012,88.16799999999999,85.785,71.72800000000001,235.519,71.238,195.97,76.205,131.00799999999998,80.979,255.99900000000002,104.87200000000001,145.05700000000002,104.65899999999999,90.853,104.565,112.851,103.194,58.056999999999995,103.80799999999999,177.885,114.25299999999999,72.34899999999999,107.568,202.08900000000003,109.348,125.914,89.16799999999999,57.965,94.259,206.33599999999998,99.478,232.94,128.637,113.04700000000001,135.52,75.381,113.98299999999999,6.64,125.041,219.90599999999998,125.971,103.988,147.438,231.393,153.472,240.095,150.181,244.065,141.03,210.477,170.55,220.65900000000002,169.28799999999998,4.413,169.627,288.262,173.33700000000002,90.66,174.459,244.52599999999998,170.69299999999998,206.59099999999998,159.56799999999998,66.949,160.915,294.055,155.909,212.34599999999998,165.515,76.253,17.307000000000002,262.681,193.00799999999998,71.154,188.19799999999998,234.91299999999998,190.57,72.512,20.999000000000002,238.71400000000003,21.61,255.666,176.71099999999998,79.90100000000001,175.083,24.259,185.518,196.688,182.58900000000003,175.18099999999998,65.418,282.605,30.055,271.29200000000003,53.588,93.833,180.247,299.178,46.928000000000004,103.626,50.909,47.701,28.005,102.79,105.24799999999999,239.21900000000002,48.135,206.706,67.05,101.44200000000001,83.485
191.25,765.0,,119.925,44.521,73.009,38.79,284.018,44.746,306.47700000000003,43.328,75.029,28.968000000000004,245.032,23.655,56.062,27.116,99.845,34.596,263.887,31.397,60.836000000000006,33.330999999999996,235.593,32.743,236.60299999999998,62.217,291.20799999999997,56.504,243.808,66.94,279.128,63.97,222.52900000000002,47.922,260.858,54.123000000000005,288.44599999999997,85.508,108.27,86.611,262.38,84.995,307.673,85.22399999999999,212.204,81.499,218.998,92.37799999999999,78.069,88.09100000000001,85.73200000000001,71.704,235.49400000000003,71.362,195.924,76.172,130.99,80.956,255.958,104.87899999999999,145.1,104.67200000000001,90.76799999999999,104.587,112.867,103.20200000000001,57.953,103.975,177.798,114.914,72.342,107.48100000000001,202.09799999999998,109.43,125.95200000000001,89.064,57.93899999999999,94.26100000000001,206.34599999999998,99.537,232.96599999999998,128.65200000000002,113.238,135.528,75.432,113.984,6.6339999999999995,125.052,220.00799999999998,125.90299999999999,103.965,147.47899999999998,231.33700000000002,153.45600000000002,240.10299999999998,150.143,244.02200000000002,141.145,210.50400000000002,170.47299999999998,220.638,169.308,4.397,169.91099999999997,288.512,173.257,90.685,174.389,244.53,170.71400000000003,206.588,159.545,66.973,160.842,294.059,155.91299999999998,212.32299999999998,165.612,76.258,17.305,262.64099999999996,192.977,71.12899999999999,188.03900000000002,234.863,190.535,72.517,20.948,238.68599999999998,21.645,255.60299999999998,176.793,79.904,175.082,24.482,185.342,196.695,182.57,174.877,65.28399999999999,282.592,30.066999999999997,271.284,53.596000000000004,93.802,180.275,299.238,46.92,103.75399999999999,50.891999999999996,47.647,28.052,102.70700000000001,105.305,239.207,48.12,206.701,67.05199999999999,,
191.5,766.0,,119.819,44.33,73.048,38.744,283.993,44.731,306.497,43.38,74.53699999999999,29.136,245.055,23.678,56.067,27.141,99.844,34.641999999999996,263.876,31.421999999999997,60.923,33.315,235.592,32.762,236.592,62.256,291.248,56.504,243.821,67.024,279.115,63.997,222.52700000000002,47.943000000000005,260.824,54.122,288.285,85.516,108.296,86.61399999999999,262.336,84.96700000000001,307.724,85.15700000000001,212.322,81.42399999999999,219.07299999999998,92.40299999999999,78.008,88.12899999999999,85.785,71.764,235.543,71.252,195.912,76.217,131.016,81.02199999999999,255.957,104.884,145.34799999999998,104.60700000000001,90.76899999999999,104.589,112.71700000000001,103.19,57.842,104.23899999999999,177.782,117.13600000000001,72.322,107.44200000000001,202.062,109.387,125.956,89.037,57.982,94.147,206.30200000000002,99.564,232.972,128.65,113.25,135.467,75.29,113.98200000000001,6.715,125.09899999999999,220.072,125.851,103.98700000000001,147.465,231.358,153.36,240.14700000000002,150.14700000000002,244.005,141.148,210.445,170.53400000000002,220.71400000000003,169.47099999999998,4.4430000000000005,169.763,288.825,173.03099999999998,90.53299999999999,174.412,244.545,170.752,206.601,159.554,66.959,160.864,294.03,155.912,212.305,165.58599999999998,76.188,17.264,262.66,192.958,71.048,187.91099999999997,234.761,190.519,72.559,20.865,238.827,21.684,255.583,176.822,79.979,175.05200000000002,24.575,185.29,196.737,182.683,174.87400000000002,65.416,282.597,30.061999999999998,271.212,53.61,93.85799999999999,180.3,299.267,46.93,103.669,50.879,47.583,28.123,102.655,105.30799999999999,239.226,48.108000000000004,206.68599999999998,67.038,,
191.75,767.0,,119.73700000000001,44.301,73.02600000000001,38.673,283.981,44.763000000000005,306.433,43.36600000000001,74.643,29.108,245.071,23.701999999999998,56.1,27.142,99.779,34.599000000000004,263.811,31.4,60.876999999999995,33.248000000000005,235.56400000000002,32.836999999999996,236.53099999999998,62.321999999999996,291.243,56.535,243.82299999999998,67.044,279.055,63.989,222.62099999999998,48.032,260.823,54.126999999999995,288.224,85.57600000000001,108.318,86.62100000000001,262.385,84.93299999999999,307.681,85.15,212.525,81.336,219.11900000000003,92.461,77.983,88.117,85.749,71.697,235.452,71.436,195.887,76.26,131.035,81.053,256.039,104.89200000000001,145.28,104.556,90.874,104.425,112.874,103.10700000000001,57.831,103.90799999999999,177.827,117.079,72.33,107.421,201.945,109.382,125.89,89.022,58.003,94.096,206.266,99.551,232.855,128.69799999999998,113.141,135.355,75.221,114.007,6.757000000000001,125.134,220.111,125.81,103.955,147.539,231.408,153.30700000000002,240.084,150.18,244.00799999999998,141.124,210.487,170.549,220.722,169.47,4.477,169.58,288.563,173.058,90.70100000000001,174.257,244.57299999999998,170.783,206.54,159.618,66.942,160.87,294.01599999999996,155.991,212.33700000000002,165.505,76.208,17.25,262.70799999999997,192.94,70.611,187.832,234.743,190.47400000000002,72.571,20.854,238.833,21.715,255.55700000000002,176.771,79.937,175.00099999999998,24.543000000000003,185.385,196.58900000000003,182.50599999999997,174.615,65.318,282.628,30.048000000000002,271.197,53.61,93.796,180.273,299.342,46.983999999999995,103.624,50.943999999999996,47.532,28.164,102.546,105.24700000000001,239.27900000000002,48.157,206.72099999999998,67.07300000000001,101.488,83.565
192.0,768.0,,119.806,44.32899999999999,73.05199999999999,38.61,283.97900000000004,44.778,306.472,43.369,74.223,29.276999999999997,245.062,23.728,56.126000000000005,27.153000000000002,99.74600000000001,34.576,263.79400000000004,31.381999999999998,60.911,33.341,235.57,32.856,236.50799999999998,62.323,291.193,56.535,243.851,67.092,279.077,64.031,222.673,48.151,260.818,54.122,288.276,85.51899999999999,108.359,86.65899999999999,262.529,84.929,307.707,85.198,212.391,81.37,219.095,92.459,78.018,88.04,85.70299999999999,71.688,235.41,71.512,195.907,76.189,131.015,81.092,256.027,104.92399999999999,145.365,104.604,90.816,104.37899999999999,112.635,103.161,57.838,103.766,177.822,117.42,72.347,107.43,201.928,109.405,125.852,88.985,58.015,94.09899999999999,206.298,99.508,232.83,128.624,113.069,135.338,75.203,113.921,6.779,125.135,220.304,125.697,103.986,147.51,231.41400000000002,153.299,240.12599999999998,150.174,243.997,141.08700000000002,210.476,170.517,220.72400000000002,169.50099999999998,4.516,169.63,288.288,173.426,90.4,174.342,244.609,170.805,206.547,159.688,66.952,160.81799999999998,294.015,155.989,212.334,165.52,76.204,17.252,262.65,193.08900000000003,70.444,187.794,234.68599999999998,190.497,72.55,20.796999999999997,238.8,21.734,255.429,176.783,79.903,174.984,24.496,185.398,196.595,182.525,174.769,65.546,282.629,30.009,271.175,53.57899999999999,93.81700000000001,180.247,299.303,46.92,103.675,50.971000000000004,47.528,28.15,102.53,105.305,239.27,48.174,206.72099999999998,67.044,95.21,82.685
192.25,769.0,,119.929,44.336000000000006,72.979,38.634,283.975,44.784,306.494,43.376999999999995,74.217,29.410999999999998,245.03099999999998,23.734,56.178000000000004,27.175,99.677,34.646,263.781,31.338,60.918,33.426,235.555,32.843,236.44799999999998,62.464,291.10400000000004,56.545,243.894,67.13600000000001,279.003,64.126,222.6,48.232,260.829,54.103,288.512,85.445,108.368,86.654,262.626,84.98100000000001,307.709,85.189,212.391,81.312,219.08900000000003,92.48,77.993,88.056,85.781,71.679,235.40400000000002,71.46300000000001,195.887,76.212,130.937,81.141,256.04,104.889,145.299,104.68700000000001,90.71700000000001,104.464,112.34700000000001,103.195,57.876999999999995,103.803,177.833,117.46600000000001,72.314,107.336,201.977,109.34700000000001,125.834,88.99600000000001,57.977,94.13,206.324,99.535,232.81599999999997,128.595,113.037,135.279,75.291,113.896,6.766,125.09700000000001,220.208,125.637,104.03,147.452,231.435,153.27200000000002,240.084,150.265,243.93,141.421,210.50599999999997,170.49200000000002,220.65599999999998,169.49200000000002,4.625,169.63400000000001,288.33,173.338,90.587,174.269,244.58599999999998,170.803,206.548,159.746,66.949,160.876,294.038,155.998,212.326,165.49400000000003,76.267,17.267,262.665,193.09599999999998,66.995,188.132,234.592,190.517,72.514,20.766,238.827,21.756,255.58700000000002,176.81,79.961,175.02599999999998,24.531999999999996,185.375,196.59099999999998,182.503,174.48,65.429,282.621,29.965999999999998,271.186,53.601000000000006,93.69,180.237,299.307,46.92,103.77600000000001,51.036,47.485,28.136999999999997,102.573,105.295,239.271,48.187,206.72400000000002,67.002,95.352,82.679
192.5,770.0,,119.786,44.226000000000006,72.96600000000001,38.548,283.968,44.78,306.486,43.403999999999996,74.104,29.476,245.06,23.732,56.183,27.229,99.676,34.648,263.723,31.342,60.934,33.446,235.562,32.878,236.377,62.526,291.121,56.498999999999995,243.872,67.15100000000001,279.027,64.134,222.584,48.198,260.835,54.117,288.357,85.449,108.375,86.65100000000001,262.58799999999997,84.995,307.709,85.181,212.364,81.34,219.111,92.49,78.064,87.994,85.79899999999999,71.766,235.43900000000002,71.544,195.905,76.209,130.855,81.166,255.97,105.035,145.234,104.712,90.765,104.41,112.279,103.152,57.865,103.976,177.842,117.304,72.335,107.411,202.017,109.34200000000001,125.82,89.01100000000001,58.011,94.01299999999999,206.334,99.501,232.611,128.592,113.116,135.355,75.35300000000001,113.90700000000001,6.736000000000001,125.09,220.313,125.681,104.014,147.46200000000002,231.428,153.241,240.09900000000002,150.235,243.928,141.314,210.484,170.46099999999998,220.55,169.53599999999997,4.677,169.655,288.378,173.505,90.46,174.245,244.548,170.778,206.532,159.719,66.945,160.9,294.064,156.04399999999998,212.342,165.50400000000002,76.354,17.279,262.612,193.00900000000001,67.378,188.042,234.612,190.52900000000002,72.53399999999999,20.820999999999998,238.838,21.758000000000003,255.627,176.85299999999998,79.999,174.952,24.432,185.38400000000001,196.543,182.46400000000003,174.71900000000002,65.687,282.649,29.979,271.14,53.617,93.87200000000001,180.30599999999998,299.212,46.873999999999995,103.68700000000001,51.06100000000001,47.32899999999999,28.163,102.566,105.37200000000001,239.28900000000002,48.18600000000001,206.738,66.994,95.365,82.74799999999999
192.75,771.0,,119.06299999999999,43.736999999999995,72.908,38.565,283.97900000000004,44.788999999999994,306.432,43.413999999999994,,,245.06400000000002,23.75,56.215,27.261999999999997,99.70700000000001,34.649,263.72,31.41,60.901,33.555,235.517,32.829,236.345,62.586000000000006,291.119,56.464,243.843,67.126,279.029,64.139,222.57,48.222,260.82599999999996,54.16,288.48,85.365,108.383,86.70200000000001,262.599,85.02600000000001,307.69,85.133,212.426,81.30199999999999,219.173,92.491,78.123,87.94200000000001,85.875,71.863,235.49200000000002,71.382,195.90400000000002,76.153,130.931,81.233,256.14099999999996,104.925,145.218,104.76100000000001,90.825,104.23899999999999,112.21700000000001,103.155,57.858999999999995,103.807,177.854,117.41799999999999,72.343,107.395,201.97400000000002,109.336,125.73700000000001,89.086,57.979,94.088,206.304,99.465,232.524,128.542,112.943,135.234,75.369,113.89200000000001,6.707000000000001,125.137,220.667,125.396,104.053,147.457,231.484,153.188,240.08599999999998,150.208,243.963,141.137,210.49200000000002,170.398,220.623,169.502,4.809,169.595,288.459,173.175,90.84200000000001,174.03799999999998,244.58700000000002,170.75799999999998,206.505,159.74,66.884,160.907,294.066,156.093,212.301,165.53099999999998,76.396,17.278,262.445,192.987,69.876,187.74,234.55700000000002,190.47,72.525,20.763,238.808,21.775,255.625,176.85299999999998,79.881,174.889,24.511,185.354,196.613,182.481,174.72099999999998,65.682,282.631,29.993000000000002,271.132,53.595,93.852,180.23,299.246,46.896,103.54,51.097,47.325,28.141,102.56700000000001,105.47200000000001,239.32299999999998,48.243,206.77200000000002,67.025,95.419,82.791
193.0,772.0,,117.902,43.136,72.908,38.508,283.931,44.824,306.41,43.478,,,245.09599999999998,23.778000000000002,56.183,27.236,99.791,34.677,263.66700000000003,31.451,61.021,33.375,235.53,32.789,236.398,62.589,291.029,56.434,243.838,67.17399999999999,278.959,64.172,222.49400000000003,48.089,260.825,54.133,288.719,85.236,108.38600000000001,86.60600000000001,262.678,85.081,307.698,85.12100000000001,212.33700000000002,81.329,219.122,92.469,78.056,88.01799999999999,85.90299999999999,71.925,235.46200000000002,71.4,195.93400000000003,76.123,130.976,81.167,256.164,104.90899999999999,145.157,104.839,90.809,104.228,112.264,103.045,57.832,103.935,177.66,117.822,72.301,107.34,202.041,109.34100000000001,125.727,89.131,57.917,94.09,206.28900000000002,99.52799999999999,232.53900000000002,128.57,112.9,135.168,75.429,113.868,6.6610000000000005,125.223,220.732,125.383,104.07600000000001,147.405,231.50099999999998,153.118,240.045,150.203,243.956,141.05200000000002,210.43200000000002,170.399,220.81900000000002,169.69,4.809,169.69299999999998,288.47900000000004,172.93200000000002,90.85799999999999,173.951,244.579,170.755,206.437,159.724,66.938,160.944,294.079,156.02100000000002,212.278,165.519,76.40100000000001,17.329,262.498,193.05700000000002,69.726,187.726,234.605,190.521,72.458,20.765,238.895,21.754,255.62099999999998,176.815,79.913,174.8,24.513,185.283,196.65099999999998,182.475,174.868,65.807,282.591,30.041,271.231,53.526,93.73200000000001,180.22799999999998,299.241,46.886,103.685,51.178000000000004,47.435,28.125,102.381,105.626,239.30700000000002,48.18600000000001,206.74599999999998,66.97,95.48299999999999,82.581
193.25,773.0,,117.413,43.028999999999996,72.867,38.503,283.91200000000003,44.85,306.406,43.455,,,245.09900000000002,23.776999999999997,56.157,27.206,99.68,34.669000000000004,263.693,31.493000000000002,61.067,33.35,235.53,32.847,236.358,62.614,291.159,56.481,243.91099999999997,67.203,278.978,64.182,222.546,48.183,260.85400000000004,54.11600000000001,288.73900000000003,85.15100000000001,108.4,86.55799999999999,262.694,85.042,307.698,85.113,212.352,81.315,219.15599999999998,92.55,78.1,87.96799999999999,85.921,71.907,235.437,71.479,195.935,76.123,131.01,81.218,256.06,105.042,145.168,104.81,90.729,104.31,112.165,102.949,57.81399999999999,103.96,177.838,117.296,72.279,107.34700000000001,201.981,109.37899999999999,125.719,89.101,57.927,94.074,206.317,99.522,232.415,128.543,112.92200000000001,135.122,75.477,113.941,6.544,125.24,220.66400000000002,125.382,104.07799999999999,147.429,231.455,153.16,240.002,150.22799999999998,243.97099999999998,141.235,210.49099999999999,170.415,220.797,169.718,4.784,169.74099999999999,288.357,172.916,90.822,174.02900000000002,244.55200000000002,170.77200000000002,206.41299999999998,159.666,66.928,160.907,294.01599999999996,156.07399999999998,212.3,165.498,76.367,17.333,262.47700000000003,193.05,71.546,187.801,234.517,190.472,72.439,20.734,238.855,21.73,255.52900000000002,176.84400000000002,79.87899999999999,174.81400000000002,24.497,185.377,196.581,182.37099999999998,175.017,65.85600000000001,282.548,30.055999999999997,271.149,53.563,93.66,180.18599999999998,299.237,46.93899999999999,103.726,51.165,47.333,28.116999999999997,101.824,105.90700000000001,239.315,48.22,206.77,66.999,95.48,82.565
193.5,774.0,,117.611,43.031000000000006,72.93,38.592,283.921,44.831,306.416,43.413999999999994,,,245.065,23.77,56.177,27.237,99.441,34.443000000000005,263.709,31.45,61.016000000000005,33.402,235.532,32.829,236.332,62.621,291.195,56.512,243.892,67.183,279.068,64.194,222.408,48.016999999999996,260.853,54.105,288.817,85.095,108.448,86.50200000000001,262.692,85.021,307.784,85.15299999999999,212.373,81.322,219.188,92.50399999999999,78.082,88.001,85.954,71.993,235.285,71.639,195.937,76.12,131.05200000000002,81.23,256.16,104.975,145.092,104.852,90.60700000000001,104.46700000000001,112.105,102.931,57.784,104.241,177.66099999999997,118.098,72.221,107.291,202.058,109.367,125.76,89.059,57.951,94.16,206.292,99.476,232.30599999999998,128.424,112.971,135.099,75.453,113.887,6.502999999999999,125.14,220.77900000000002,125.38799999999999,104.103,147.455,231.449,153.141,239.98,150.261,243.935,141.332,210.48,170.36900000000003,220.452,169.324,4.686,169.799,288.416,172.845,90.837,174.085,244.55900000000003,170.82299999999998,206.41400000000002,159.757,66.914,160.907,294.077,156.148,212.30900000000003,165.502,76.334,17.357,262.375,192.97799999999998,71.456,187.767,234.676,190.43400000000003,72.384,20.795,238.899,21.718000000000004,255.605,176.773,79.793,174.792,24.526,185.407,196.457,182.171,175.03799999999998,65.92699999999999,282.46299999999997,30.087,271.20599999999996,53.617,93.49,180.19299999999998,299.156,46.983000000000004,103.85700000000001,51.188,47.3,28.16,101.25299999999999,106.194,239.27,48.32899999999999,206.81900000000002,67.025,95.704,82.198
193.75,775.0,,117.648,43.11600000000001,72.85600000000001,38.57,283.935,44.848,306.437,43.47,,,245.077,23.75,56.17,27.24,99.412,34.42,263.765,31.537,61.053000000000004,33.382,235.46200000000002,32.808,236.303,62.638000000000005,291.131,56.602,243.94099999999997,67.181,279.03,64.15,222.378,48.00899999999999,260.86,54.088,288.855,85.056,108.411,86.49799999999999,262.726,85.04299999999999,307.79200000000003,85.26899999999999,212.28400000000002,81.355,219.13299999999998,92.499,78.112,87.98200000000001,86.01899999999999,72.075,235.43200000000002,71.577,195.96900000000002,76.11399999999999,130.964,81.225,256.036,104.94200000000001,145.18,104.796,90.705,104.32799999999999,112.111,102.863,57.782,104.321,177.44799999999998,118.686,72.182,107.244,201.97,109.40799999999999,125.705,89.113,57.945,94.146,206.275,99.508,232.396,128.365,112.969,135.105,75.487,113.912,6.471,125.12,220.78799999999998,125.39200000000001,104.145,147.472,231.47299999999998,153.077,239.97299999999998,150.257,243.97799999999998,141.374,210.524,170.389,220.41299999999998,169.394,4.656000000000001,169.75400000000002,288.399,172.89700000000002,90.678,174.15400000000002,244.6,170.838,206.405,159.745,66.954,160.863,294.074,156.235,212.28799999999998,165.433,76.28,17.352,262.341,193.023,,,234.497,190.388,72.445,20.802,238.855,21.761,255.655,176.703,79.789,174.79,24.593000000000004,185.363,196.395,182.043,175.037,65.818,282.473,30.076,271.195,53.558,93.443,180.21200000000002,299.14599999999996,47.055,103.88600000000001,51.193000000000005,47.443000000000005,28.12,101.12200000000001,106.18700000000001,239.236,48.356,206.83,67.05,95.694,82.166
194.0,776.0,,117.51299999999999,42.985,72.847,38.586,283.861,44.854,306.392,43.46,,,245.108,23.763,56.163999999999994,27.246,99.416,34.453,263.724,31.551,61.104,33.39,235.468,32.917,236.294,62.691,291.047,56.525,243.96099999999998,67.234,279.017,64.165,222.56400000000002,48.218,260.829,54.074,288.752,85.167,108.39399999999999,86.50200000000001,262.707,85.11,307.731,85.285,212.372,81.329,219.06900000000002,92.49,78.119,87.99700000000001,85.95200000000001,72.097,235.416,71.476,195.982,76.089,131.007,81.205,255.96,105.00399999999999,145.231,104.777,90.807,104.22399999999999,112.21700000000001,102.89,57.738,104.49799999999999,177.483,118.68,72.172,107.166,202.02599999999998,109.42200000000001,125.696,89.175,58.026,94.086,206.28,99.537,232.364,128.342,112.97,135.083,75.575,113.77799999999999,6.4910000000000005,125.124,220.767,125.456,104.208,147.424,231.535,153.078,239.94099999999997,150.269,243.903,141.562,210.50400000000002,170.37,220.329,169.38299999999998,4.683,169.72799999999998,288.39599999999996,172.81599999999997,90.524,174.31599999999997,244.64,170.907,206.45,159.811,66.937,160.845,294.087,156.267,212.334,165.454,76.29899999999999,17.337,262.26099999999997,192.99900000000002,,,234.614,190.343,72.416,20.796,238.861,21.708000000000002,255.649,176.625,79.67699999999999,174.76,24.685,185.233,196.385,182.05900000000003,175.08900000000003,65.81,282.478,30.048000000000002,271.24,53.551,93.477,180.22,299.157,46.988,103.898,51.2,47.43600000000001,28.099,101.12799999999999,106.191,239.19299999999998,48.42,206.83599999999998,67.072,95.569,82.109
194.25,777.0,,117.406,42.86,72.845,38.564,283.89799999999997,44.848,306.41200000000003,43.475,77.131,29.019000000000002,245.084,23.746,56.132,27.239,99.289,34.429,263.715,31.546999999999997,61.11600000000001,33.359,235.465,32.893,236.21599999999998,62.718,291.053,56.6,243.963,67.245,279.038,64.183,222.454,48.143,260.83799999999997,54.068000000000005,288.895,85.12100000000001,108.441,86.527,262.695,85.085,307.758,85.34700000000001,212.355,81.317,219.048,92.559,78.081,88.055,86.01100000000001,72.10300000000001,235.435,71.458,196.072,76.042,130.887,81.214,256.068,104.943,145.158,104.792,90.90899999999999,104.177,112.18,102.795,57.783,104.58,177.49900000000002,118.501,72.142,107.14299999999999,202.10299999999998,109.38799999999999,125.632,89.198,58.053999999999995,94.20100000000001,206.282,99.55,232.31400000000002,128.335,112.963,135.156,75.487,113.742,6.4639999999999995,125.118,220.80700000000002,125.434,104.211,147.371,231.533,153.035,239.997,150.18,243.863,141.514,210.456,170.351,220.165,169.19799999999998,4.738,169.69099999999997,289.118,172.36,90.634,174.343,244.59900000000002,170.87900000000002,206.514,159.806,66.907,160.817,293.999,156.281,212.30700000000002,165.459,76.347,17.320999999999998,262.26,192.90200000000002,,,234.628,190.345,72.416,20.819000000000003,238.77700000000002,21.735,255.674,176.628,79.66,174.81599999999997,24.662,185.24900000000002,196.33599999999998,182.03099999999998,174.96099999999998,65.763,282.47700000000003,30.024,271.268,53.574,93.493,180.196,299.08,46.957,104.057,51.202,47.27,28.180999999999997,101.01700000000001,106.243,239.092,48.435,206.852,67.105,95.57,82.038
