TimesH,Frame,114,125,150,172,173,175,199,207,325,568,572,777,877,1010,1152,1179,1285
0.0,0.0,610.703,608.811,608.135,609.1080000000001,609.757,610.568,609.351,611.189,609.595,,,,,,,,
0.25,1.0,610.432,607.757,607.135,608.73,609.189,609.4590000000001,609.3240000000001,609.595,609.1619999999999,,,,,,,,
0.5,2.0,610.351,608.8380000000001,607.405,608.9730000000001,609.5409999999999,609.405,609.351,609.0269999999999,609.054,,,,,,,,
0.75,3.0,610.0269999999999,607.865,607.9730000000001,608.8380000000001,609.054,609.5409999999999,608.865,609.649,609.1080000000001,610.8380000000001,609.8919999999999,,,,,,
1.0,4.0,610.0,608.243,608.649,608.595,609.351,609.514,609.4590000000001,609.216,,610.5409999999999,610.081,,,,,,
1.25,5.0,610.3240000000001,608.6759999999999,607.649,608.297,609.6759999999999,610.297,609.243,609.486,609.811,611.622,610.0,,,,,,
1.5,6.0,611.5409999999999,608.9730000000001,608.0,609.649,609.649,609.486,609.6759999999999,610.0269999999999,609.568,611.946,610.514,,,,,,
1.75,7.0,611.595,609.486,607.6759999999999,608.595,610.27,610.27,608.919,609.189,609.243,611.622,611.054,,,,,,
2.0,8.0,610.703,608.946,608.378,608.865,609.784,610.622,609.0269999999999,609.243,609.8919999999999,611.189,610.919,,,,,,
2.25,9.0,610.622,609.216,608.432,608.946,610.405,610.622,609.811,610.1619999999999,610.243,612.0269999999999,610.1080000000001,,,,,,
2.5,10.0,612.0269999999999,609.6759999999999,608.703,608.135,610.486,610.757,609.4590000000001,610.1080000000001,610.054,612.378,610.243,,,,,,
2.75,11.0,612.0,609.297,608.135,609.405,610.243,610.216,609.3240000000001,610.5409999999999,611.243,611.8380000000001,611.1619999999999,,,,,,
3.0,12.0,611.405,609.595,607.919,609.135,610.054,610.865,609.5409999999999,609.946,611.135,,610.568,,,,,,
3.25,13.0,612.3240000000001,609.8919999999999,608.73,609.405,610.649,611.486,610.0,610.405,611.081,,611.216,,,,,,
3.5,14.0,612.1619999999999,610.243,608.1080000000001,609.8380000000001,609.9730000000001,610.595,610.622,611.216,610.6759999999999,,611.8919999999999,,,,,,
3.75,15.0,612.73,609.946,608.351,609.73,611.054,611.1619999999999,610.6759999999999,610.622,610.514,613.0,610.8919999999999,,,,,,
4.0,16.0,612.4590000000001,609.946,608.297,610.351,610.784,610.757,609.784,610.919,611.378,614.405,611.865,,,,,,
4.25,17.0,613.351,609.8380000000001,608.4590000000001,609.919,610.946,611.865,610.243,611.405,611.297,613.3240000000001,611.73,,,,,,
4.5,18.0,611.6759999999999,610.568,608.73,609.568,611.3240000000001,610.919,610.081,610.5409999999999,610.9730000000001,614.081,612.0,613.081,,,,,
4.75,19.0,612.486,610.27,609.0,609.27,611.1080000000001,611.243,610.27,609.8380000000001,611.27,613.811,611.73,614.189,,,,,
5.0,20.0,613.4590000000001,610.27,609.865,610.595,611.8380000000001,611.081,610.0,610.135,611.405,614.811,611.649,612.649,,,,,
5.25,21.0,612.351,609.757,609.1619999999999,610.5409999999999,611.405,610.649,610.189,610.486,611.243,614.919,612.486,613.568,,,,,
5.5,22.0,612.8380000000001,609.73,608.946,609.568,611.297,611.135,610.514,610.919,611.1080000000001,613.622,611.73,613.73,,,,,
5.75,23.0,613.649,609.405,608.568,610.27,610.757,,610.703,610.6759999999999,610.9730000000001,613.919,611.27,612.8919999999999,,,,,
6.0,24.0,613.5409999999999,608.9730000000001,609.5409999999999,611.216,611.378,,610.4590000000001,610.919,610.73,614.568,611.703,613.703,,,,,
6.25,25.0,612.784,609.297,608.919,609.946,611.514,,610.054,611.514,611.486,614.216,612.243,612.784,,,,,
6.5,26.0,612.811,609.919,608.811,609.378,611.5409999999999,,610.73,610.0269999999999,611.3240000000001,614.081,611.568,613.595,,,,,
6.75,27.0,613.514,609.757,608.811,609.811,611.432,,610.8380000000001,611.081,611.649,614.081,612.405,612.757,613.865,,,,
7.0,28.0,613.054,610.622,608.757,609.811,610.8919999999999,,610.486,611.243,610.5409999999999,614.1080000000001,612.081,613.703,613.1080000000001,,,,
7.25,29.0,613.054,609.243,608.378,610.0,611.486,,610.8380000000001,610.1080000000001,610.243,613.135,611.5409999999999,613.378,613.378,,,,
7.5,30.0,612.081,610.0269999999999,609.0,610.4590000000001,611.4590000000001,,610.1619999999999,611.514,610.8919999999999,613.9730000000001,611.703,612.8919999999999,612.405,,,,
