TimesH,Frame,0,49,50,55,77,83,90,94,99,126,163,191,198,199,211,212,227,278,861,1039,1271
164.75,659.0,609.036,608.529,609.936,609.17,607.763,607.404,607.811,607.757,607.64,610.245,609.962,609.1990000000001,611.555,609.599,610.501,609.2919999999999,610.9540000000001,608.97,,,
165.0,660.0,609.467,607.721,611.299,608.935,607.6080000000001,607.503,607.92,607.529,607.406,610.399,610.726,610.351,612.731,609.714,612.524,609.726,610.863,607.894,,,
165.25,661.0,609.769,607.5,610.58,608.5169999999999,607.035,606.8580000000001,608.133,608.169,607.133,609.498,610.948,610.27,613.054,609.489,611.294,609.644,610.496,607.81,,,
165.5,662.0,609.244,606.533,610.4730000000001,608.693,607.215,606.484,608.178,607.418,607.068,610.2330000000001,610.6569999999999,609.985,611.944,609.918,611.941,608.736,610.089,607.856,,,
165.75,663.0,610.097,607.196,611.14,609.068,607.39,606.61,608.413,607.469,606.927,609.984,610.931,609.5459999999999,611.76,609.545,611.795,609.939,610.464,608.173,,,
166.0,664.0,609.563,608.104,611.187,608.846,608.099,608.132,608.005,607.534,606.6709999999999,610.2330000000001,610.315,609.5930000000001,612.423,609.344,611.988,609.95,609.903,607.41,,,
166.25,665.0,609.3290000000001,607.599,611.115,608.349,607.991,607.35,607.16,608.575,607.121,609.4069999999999,610.578,609.683,612.118,609.16,611.75,610.099,610.122,608.695,,,
166.5,666.0,609.383,608.19,610.623,608.894,607.663,607.793,607.96,607.42,606.895,609.804,610.761,609.705,612.8480000000001,611.0319999999999,612.266,609.422,610.6080000000001,608.4019999999999,,,
166.75,667.0,609.945,608.714,611.165,609.372,608.2909999999999,607.369,607.304,607.669,606.9780000000001,609.937,611.631,610.654,612.599,610.25,611.844,609.915,609.919,607.803,,,
167.0,668.0,609.868,608.155,611.0,608.842,607.908,607.643,607.951,607.885,607.634,610.684,611.507,610.622,613.649,610.3480000000001,612.045,610.255,610.215,607.658,,,
167.25,669.0,609.636,608.687,611.755,608.381,607.58,607.561,607.559,607.596,607.268,610.26,610.805,610.144,613.628,610.5459999999999,612.181,610.622,611.976,607.76,,,
167.5,670.0,610.077,609.4,611.8580000000001,609.1030000000001,608.0840000000001,607.3580000000001,608.226,608.1659999999999,607.644,610.117,611.802,609.896,613.477,610.587,612.237,610.832,610.111,607.797,,,
167.75,671.0,610.601,608.832,612.12,609.143,607.808,607.539,608.479,608.387,607.529,610.205,611.773,609.9780000000001,613.019,611.0880000000001,611.7719999999999,610.697,610.61,607.769,,,
168.0,672.0,610.812,608.33,612.409,608.575,607.4490000000001,607.1759999999999,608.547,608.331,607.677,611.104,611.8480000000001,609.616,613.738,611.479,612.029,611.119,609.271,608.03,,,
168.25,673.0,611.0409999999999,608.488,612.1669999999999,608.133,607.556,607.686,607.859,607.545,607.381,611.114,612.682,609.448,612.55,611.998,611.987,611.2819999999999,610.488,608.2959999999999,,,
168.5,674.0,611.393,608.5169999999999,610.798,609.425,608.743,607.944,608.337,607.715,607.862,610.2330000000001,612.2080000000001,609.78,612.719,610.935,611.94,611.238,609.993,608.559,,,
168.75,675.0,610.9590000000001,608.7330000000001,611.2959999999999,608.364,608.789,608.035,607.919,607.92,607.993,611.484,612.94,609.214,612.604,610.484,611.448,610.817,610.464,608.2909999999999,,,
169.0,676.0,610.663,608.884,611.2040000000001,608.278,608.386,607.364,608.396,608.618,607.9830000000001,611.197,612.802,608.944,612.6669999999999,610.75,611.658,611.328,609.573,608.505,,,
169.25,677.0,611.168,608.9119999999999,611.391,608.266,607.681,607.5459999999999,608.133,608.543,607.6419999999999,611.144,612.217,609.673,613.761,612.008,610.9,610.634,609.88,608.695,,,
169.5,678.0,610.866,608.441,611.1419999999999,608.556,608.229,607.779,608.081,607.896,607.717,610.12,612.396,609.434,612.425,611.0,610.883,611.521,609.712,607.826,,,
169.75,679.0,610.832,608.476,611.8,608.552,607.883,607.3,607.602,608.136,607.419,610.891,612.266,608.746,612.712,610.045,610.805,611.645,608.98,608.0369999999999,,,
170.0,680.0,611.1569999999999,609.156,611.648,608.1759999999999,607.506,607.884,607.865,608.158,608.005,610.663,612.751,610.061,612.975,610.808,610.913,610.913,609.115,608.0,,,
170.25,681.0,610.765,608.664,610.705,608.034,607.908,608.2040000000001,607.716,607.55,607.702,610.971,612.889,609.255,612.2819999999999,611.049,610.601,610.942,608.573,608.891,,,
170.5,682.0,610.511,609.1519999999999,610.097,607.768,607.727,607.538,607.075,607.882,607.0269999999999,611.146,612.923,608.395,612.232,610.302,610.229,610.732,609.125,608.6,,,
170.75,683.0,610.736,609.095,613.487,607.345,607.746,607.839,607.992,607.625,607.461,612.0169999999999,612.484,608.349,612.344,610.289,610.099,611.02,608.956,608.123,,,
171.0,684.0,609.751,608.9169999999999,610.625,607.255,607.5880000000001,607.784,607.851,607.445,607.501,611.389,612.303,608.565,612.253,610.2819999999999,610.313,610.918,609.185,608.668,,,
171.25,685.0,609.765,608.692,610.508,607.88,608.1569999999999,607.091,607.817,607.893,607.93,611.9159999999999,612.515,609.055,611.6669999999999,610.773,610.1080000000001,611.386,609.308,608.655,,,
171.5,686.0,609.609,608.732,609.557,607.913,608.216,607.3340000000001,607.639,607.904,607.401,611.91,612.211,608.896,611.521,610.994,609.979,611.597,609.689,607.232,,,
171.75,687.0,610.004,609.269,610.7040000000001,607.471,607.043,608.003,607.628,607.633,606.905,611.602,612.446,608.694,610.687,609.506,610.0509999999999,611.4590000000001,610.21,608.849,,,
172.0,688.0,610.04,609.245,610.2769999999999,607.908,607.939,607.1519999999999,607.66,607.771,607.374,611.3009999999999,612.1569999999999,608.461,611.235,610.7819999999999,610.113,611.776,608.679,608.241,,,
172.25,689.0,609.4259999999999,608.974,609.193,608.135,607.601,607.66,607.6619999999999,607.494,607.513,611.295,612.03,609.322,611.457,610.284,610.474,611.379,608.434,607.703,,,
172.5,690.0,609.695,608.535,609.905,607.672,607.757,607.467,607.721,607.0269999999999,607.592,611.0409999999999,612.418,608.11,611.464,610.938,610.221,611.5830000000001,609.289,608.411,,,
172.75,691.0,609.884,608.7919999999999,610.106,607.924,607.479,607.4630000000001,608.1,607.183,607.856,612.303,612.65,609.001,611.064,610.255,610.37,611.401,608.42,607.927,,,
173.0,692.0,609.002,609.121,609.559,607.462,607.885,607.462,607.63,607.812,607.438,611.778,612.369,607.91,611.1469999999999,611.14,609.985,610.6759999999999,608.151,608.19,,,
173.25,693.0,609.0419999999999,609.435,609.568,607.279,607.857,607.805,607.45,607.288,607.5459999999999,611.576,611.485,608.04,610.988,610.028,609.6030000000001,611.774,609.231,607.8530000000001,,,
173.5,694.0,608.71,608.873,610.087,608.095,607.1709999999999,607.585,607.673,607.21,607.502,611.3430000000001,611.081,609.2959999999999,610.952,610.42,609.758,611.286,609.861,608.599,,,
173.75,695.0,609.6030000000001,609.127,609.717,607.437,607.98,608.076,608.0880000000001,607.038,607.604,611.43,611.354,608.441,609.9680000000001,610.323,609.457,611.141,608.9630000000001,607.819,,,
174.0,696.0,609.0830000000001,609.106,609.891,607.73,608.0169999999999,607.0740000000001,608.53,606.9119999999999,607.675,610.6709999999999,610.186,608.33,610.839,610.137,609.456,610.977,608.633,608.523,,,
174.25,697.0,609.545,609.283,608.364,,608.2080000000001,607.231,608.169,607.855,607.3009999999999,611.507,611.026,608.569,609.9169999999999,609.7959999999999,609.798,610.414,609.373,607.617,,,
174.5,698.0,609.05,609.7180000000001,609.031,608.101,607.7040000000001,608.127,608.279,606.927,607.418,610.271,611.316,608.211,610.5319999999999,610.131,609.975,611.288,609.461,608.232,,,
174.75,699.0,608.729,609.5269999999999,609.016,607.9209999999999,607.396,607.784,607.986,607.104,607.3009999999999,611.303,611.2669999999999,607.922,609.725,610.052,610.361,610.661,609.841,608.935,,,
175.0,700.0,609.062,609.924,610.063,607.701,607.873,607.386,607.627,608.3580000000001,607.732,610.446,611.086,607.924,611.0,609.467,609.021,610.847,608.9209999999999,608.683,,,
175.25,701.0,608.165,609.307,608.452,608.135,607.351,607.49,607.895,607.692,607.7919999999999,610.528,610.687,608.526,609.91,609.059,609.4209999999999,610.275,609.016,607.9830000000001,,,
175.5,702.0,608.451,609.404,608.577,607.762,607.515,607.404,607.569,607.565,607.081,610.545,610.24,608.582,609.6030000000001,610.198,609.5790000000001,609.5840000000001,608.837,608.977,,,
175.75,703.0,608.315,609.738,609.172,607.393,607.165,607.717,607.275,607.606,607.089,610.581,610.1990000000001,607.707,609.88,609.13,610.852,609.91,609.896,608.085,,,
176.0,704.0,608.607,609.716,608.569,608.129,607.289,607.817,607.953,607.6080000000001,607.055,610.448,610.344,608.637,609.684,608.947,609.4490000000001,610.226,608.516,608.41,,,
176.25,705.0,608.717,609.623,608.455,608.135,607.46,608.018,607.207,608.153,606.84,609.73,610.643,608.557,609.762,609.711,609.3380000000001,610.307,609.174,607.724,,,
176.5,706.0,608.064,609.619,608.37,608.0409999999999,607.128,606.883,608.185,608.0880000000001,607.342,610.323,609.616,608.081,609.364,609.518,609.612,609.307,608.5409999999999,608.1569999999999,,,
