TimesH,Frame,3,4,9,11,14,15,21,27,28,32,36,43,44,46,47,49,50,51,55,57,58,63,65,67,71,74,75,87,124,127,130,133,134,143,153,154,159,160,163,166,171,175,180,182,185,195,203,205,207,209,211,212,214,216,217,218,220,221,226,231,233,234,236,325,330,332,335,340,343,345,475,477,545,593,621,843,862,881,1037,1174,1186
333.75,1335.0,607.862,608.436,610.504,609.308,607.741,611.243,609.072,609.9490000000001,609.1469999999999,609.644,610.31,609.339,607.79,,607.044,609.581,610.261,612.328,607.844,609.934,610.659,609.589,608.988,608.359,609.431,608.112,608.0980000000001,608.837,608.707,607.783,608.186,607.514,608.321,607.984,610.106,609.0409999999999,608.1080000000001,607.812,609.355,609.766,607.819,608.2959999999999,608.7280000000001,608.062,607.311,609.6709999999999,608.076,609.615,609.163,609.258,610.918,608.977,,609.721,608.575,610.045,608.462,608.499,609.203,608.431,608.942,609.835,610.139,607.0219999999999,608.202,608.163,607.385,608.156,607.159,607.913,,,,,,,,,,,
334.0,1336.0,607.131,608.401,609.825,609.076,607.7869999999999,610.686,608.5790000000001,609.359,609.0459999999999,608.932,610.078,609.46,607.182,,607.55,609.8380000000001,610.482,611.592,608.923,608.807,609.493,609.0880000000001,608.364,608.91,608.942,607.232,608.433,609.411,608.111,607.977,607.431,607.229,608.6759999999999,607.479,609.75,608.7280000000001,607.997,606.751,607.866,607.613,607.992,608.931,608.299,607.645,607.545,609.118,607.112,609.395,607.9169999999999,609.1619999999999,610.83,608.986,,609.0419999999999,606.9590000000001,609.434,608.507,608.082,608.861,608.278,608.322,609.898,610.434,607.174,607.629,607.915,607.67,606.836,607.799,606.947,,,,,,,,,,,
334.25,1337.0,607.059,607.884,609.9209999999999,609.011,607.094,610.626,608.89,609.266,608.077,609.4490000000001,609.755,609.053,607.557,,607.254,608.078,609.889,611.615,608.447,609.242,610.262,609.293,607.763,607.9490000000001,608.515,606.887,607.984,608.437,608.133,607.69,607.7040000000001,608.5459999999999,608.331,607.932,609.2040000000001,609.677,608.053,607.552,609.045,608.835,608.161,608.405,608.5740000000001,607.308,607.779,608.837,607.903,609.314,608.759,609.278,611.114,608.809,608.5319999999999,608.989,607.7719999999999,609.3009999999999,607.619,608.887,608.332,607.85,608.436,609.09,609.464,606.905,607.77,607.414,607.1569999999999,608.2819999999999,606.623,607.893,,,,,,,,,,,
334.5,1338.0,607.885,607.632,610.318,609.207,608.1519999999999,610.195,608.672,608.822,608.736,608.9540000000001,609.271,609.471,607.438,609.0980000000001,607.695,608.5509999999999,610.075,611.637,609.615,608.401,610.207,609.229,608.047,608.363,608.594,607.138,607.909,607.095,607.702,608.2,607.908,607.618,607.8969999999999,607.722,609.866,608.518,608.056,607.148,608.61,608.25,608.3330000000001,607.883,608.415,607.7869999999999,607.665,609.8380000000001,608.002,609.509,608.243,609.007,611.076,607.841,608.6469999999999,609.5790000000001,608.0930000000001,609.153,608.039,607.855,608.701,608.507,609.597,609.611,609.138,607.2959999999999,607.623,607.409,607.0790000000001,607.565,606.9169999999999,607.377,,,,,,,,,,,
334.75,1339.0,607.42,608.2230000000001,610.26,608.928,607.939,611.373,607.719,609.939,608.872,608.895,610.393,609.678,608.092,608.672,607.67,609.125,609.826,612.276,608.919,608.867,609.683,608.914,607.2,608.238,608.705,607.411,608.039,608.4780000000001,608.114,607.349,607.239,608.203,607.46,607.56,609.974,608.966,607.556,607.206,608.313,608.389,607.7919999999999,607.855,608.826,608.08,607.922,608.435,608.064,609.706,609.432,608.52,610.727,608.047,608.398,609.178,607.8430000000001,609.225,607.581,607.474,608.099,608.569,607.6619999999999,609.347,609.327,606.975,607.762,607.096,607.823,607.6990000000001,607.28,607.778,,,,,,,,,,,
335.0,1340.0,607.446,608.391,609.749,608.4259999999999,607.58,611.484,608.489,610.19,608.401,609.279,610.69,609.711,607.651,610.6519999999999,607.22,607.811,610.331,611.672,608.529,608.6619999999999,610.269,610.198,608.0790000000001,608.685,609.545,606.93,608.055,608.913,608.177,608.288,607.7,608.717,608.519,608.149,610.289,608.924,607.752,607.169,608.956,608.825,608.196,608.716,608.47,607.373,607.8,609.697,607.758,610.321,608.758,609.803,611.044,608.624,608.201,609.24,607.544,609.616,607.576,607.547,608.585,608.799,608.612,610.064,609.924,607.09,606.985,608.043,607.414,607.716,606.93,607.635,,,,,,,,,,,
335.25,1341.0,606.773,608.2919999999999,611.355,609.185,607.748,611.036,608.799,610.626,609.094,610.242,610.97,609.086,607.4630000000001,609.549,607.076,608.625,611.315,611.85,608.566,609.121,611.182,609.2819999999999,607.859,608.865,609.03,607.814,608.066,608.471,609.132,607.9730000000001,607.998,607.611,608.629,607.703,611.101,610.515,608.396,607.821,608.69,609.514,608.127,608.264,609.1469999999999,607.805,607.6419999999999,609.3380000000001,608.448,610.41,608.34,608.808,611.626,608.9119999999999,609.815,609.335,607.363,609.989,608.279,608.075,608.915,608.382,608.864,608.9209999999999,609.571,606.97,607.88,608.253,608.456,607.0269999999999,607.156,607.073,,,,,,,,,,,
335.5,1342.0,606.847,608.238,610.758,608.759,607.495,612.359,608.448,610.198,609.019,610.364,611.883,609.35,608.5419999999999,610.627,607.091,609.202,611.607,611.755,609.26,608.869,611.001,608.903,608.02,608.688,609.07,607.058,609.404,609.5790000000001,608.9209999999999,607.997,608.273,608.391,608.731,607.697,611.043,610.114,608.283,607.673,609.174,608.804,608.743,608.9,608.696,608.2080000000001,608.0,610.273,607.9,610.362,608.751,609.7669999999999,612.327,608.285,609.211,610.141,608.126,610.646,608.445,607.996,608.986,609.4159999999999,609.697,609.91,609.452,607.124,607.915,608.43,607.758,607.7040000000001,606.882,607.501,,,,,,,,,,,
335.75,1343.0,607.133,608.646,611.425,608.969,607.716,613.2819999999999,608.656,611.164,608.659,610.635,611.901,609.56,608.84,610.595,607.123,608.828,612.0930000000001,612.1080000000001,608.626,608.648,611.374,609.1669999999999,607.807,608.783,609.627,609.058,609.038,609.63,609.126,607.811,607.66,608.746,608.683,607.505,611.753,610.325,607.7669999999999,607.832,609.016,609.7819999999999,608.6519999999999,609.315,609.739,607.678,608.211,610.748,607.616,611.8380000000001,609.972,609.161,613.174,608.345,609.89,609.682,608.206,611.03,608.866,607.841,609.661,608.5740000000001,608.878,610.547,609.761,608.077,608.503,607.482,608.722,607.265,607.075,608.123,,610.808,,,,,,,,,
