TimesH,Frame,131,147,160,177,181,210,212,214,218,221,247,250,256,263,267,275,280,291,303,323,324,325,326,335,338,342,357,370,372,379,383,385,387,403,404,408,422,426,440,442,444,445,455,477,480,501,549,610,707,752,761,765,808,842,883,893,934,956,1007,1028,1029,1031,1059,1164
0.0,0.0,612.081,615.3240000000001,610.784,612.595,621.432,,618.378,624.9730000000001,616.135,618.6759999999999,612.649,620.405,618.703,620.1080000000001,629.216,630.3240000000001,617.0,611.595,616.9730000000001,624.405,611.486,629.946,626.865,608.081,634.865,615.568,620.73,625.5409999999999,624.378,627.568,,628.919,637.6759999999999,622.514,613.351,621.6759999999999,626.0269999999999,619.351,625.595,609.622,618.73,612.6759999999999,620.189,,620.243,614.432,618.1080000000001,610.8919999999999,,,,,,,,,,,,,,,,
0.25,1.0,612.297,614.486,610.946,612.5409999999999,621.73,,618.73,626.0269999999999,616.622,619.784,612.649,620.757,619.351,621.243,629.8380000000001,632.5409999999999,616.811,611.1080000000001,618.405,624.6759999999999,611.757,629.811,629.081,607.6759999999999,636.4590000000001,616.622,622.514,626.216,623.622,627.189,,630.135,638.757,623.432,614.8380000000001,621.135,626.649,619.189,626.9730000000001,609.622,618.865,611.784,621.432,,620.73,614.351,619.622,611.8380000000001,,,,,,,,,,,,,,,,
0.5,2.0,613.486,615.4590000000001,610.919,612.8919999999999,621.432,614.1619999999999,619.378,627.649,616.9730000000001,619.757,613.6759999999999,621.081,619.784,621.0,631.243,633.649,617.514,611.595,619.1080000000001,625.568,611.1619999999999,631.703,629.919,608.0,636.486,615.757,621.757,627.595,625.4590000000001,627.0269999999999,,631.8919999999999,640.1080000000001,622.8919999999999,615.4590000000001,622.514,627.0269999999999,620.0,627.865,609.351,618.4590000000001,612.351,622.378,609.216,621.4590000000001,615.297,619.811,611.054,,,,,,,,,,,,,,,,
0.75,3.0,613.811,614.703,611.811,612.784,621.9730000000001,612.216,619.622,626.8380000000001,617.946,620.5409999999999,612.865,621.054,620.054,621.811,632.9730000000001,635.486,618.27,611.622,618.054,626.6759999999999,,631.919,631.919,607.703,639.919,616.351,622.27,628.811,627.0,629.784,617.5409999999999,633.514,639.8380000000001,622.8380000000001,616.054,623.73,629.0,619.3240000000001,628.9730000000001,610.351,619.811,612.8380000000001,622.919,609.216,621.5409999999999,615.378,619.6759999999999,611.811,,,,,,,,,,,,,,,,
1.0,4.0,613.8919999999999,616.1080000000001,611.9730000000001,613.0,622.784,613.757,619.297,628.378,619.0269999999999,620.811,612.865,623.0269999999999,621.081,621.703,633.1619999999999,634.4590000000001,618.0269999999999,611.784,618.189,627.8380000000001,611.9730000000001,632.6759999999999,633.0269999999999,608.1080000000001,640.9730000000001,617.568,623.703,630.595,627.1619999999999,630.568,616.919,632.9730000000001,643.1080000000001,625.0,616.486,624.649,630.811,620.4590000000001,630.081,610.432,620.649,612.703,622.946,609.351,621.081,,620.514,,,,,,,,,,,,,,,,,
1.25,5.0,613.784,616.4590000000001,612.054,613.405,622.8919999999999,613.595,620.3240000000001,629.784,619.189,620.649,613.3240000000001,622.8919999999999,621.6759999999999,623.0,635.595,637.5409999999999,618.514,612.297,619.757,628.757,612.054,634.5409999999999,633.378,608.351,643.4590000000001,618.1619999999999,623.351,631.4590000000001,628.514,631.8380000000001,618.6759999999999,634.486,644.649,625.243,617.081,626.811,631.351,621.216,630.622,609.622,621.189,612.8919999999999,624.8919999999999,610.054,621.9730000000001,616.081,621.432,,,,,,,,,,,,,,,,,
1.5,6.0,614.243,616.568,612.297,613.135,623.595,613.649,620.5409999999999,630.432,617.946,620.622,614.351,622.6759999999999,622.595,622.568,636.054,639.946,619.297,612.514,620.189,629.054,611.865,635.8919999999999,634.9730000000001,607.595,644.946,618.27,624.784,633.1080000000001,630.27,633.351,617.73,638.351,645.9730000000001,625.919,617.0269999999999,627.297,633.0269999999999,622.5409999999999,631.649,610.432,621.081,614.568,624.189,609.865,620.595,616.568,622.1080000000001,,,,,,,,,,,,,,,,,
1.75,7.0,614.8919999999999,616.378,611.297,614.378,624.622,614.649,621.5409999999999,630.757,619.757,622.6759999999999,613.757,623.946,623.216,624.216,637.595,641.4590000000001,620.4590000000001,612.514,621.1619999999999,631.378,612.514,637.378,636.1619999999999,608.919,646.622,618.73,625.405,633.486,630.865,635.1080000000001,619.243,639.189,649.405,627.0269999999999,616.8919999999999,627.297,631.9730000000001,622.1619999999999,633.514,611.0,621.946,614.784,627.432,610.351,621.27,616.6759999999999,,,,,,,,,,,,,,,,,,
2.0,8.0,615.1619999999999,617.135,612.865,614.243,625.3240000000001,614.703,621.514,633.5409999999999,619.9730000000001,621.865,613.919,625.0,623.865,625.1080000000001,639.595,643.297,620.757,612.73,622.216,632.351,612.378,638.0,635.919,608.1080000000001,648.486,619.649,626.4590000000001,636.405,632.0,635.0,620.486,639.8919999999999,649.081,627.378,618.703,629.486,633.919,623.243,635.703,609.946,622.649,615.189,628.351,610.4590000000001,622.378,616.703,,,,,,,,,,,,,,,,,,
2.25,9.0,614.757,617.703,612.811,615.568,626.405,614.8380000000001,621.811,632.5409999999999,619.8380000000001,623.432,614.0,625.27,626.3240000000001,626.6759999999999,640.8380000000001,644.757,621.919,614.378,622.351,634.27,612.919,638.757,638.405,608.0,650.622,619.811,626.649,637.3240000000001,633.0,637.27,620.297,640.351,652.568,628.27,619.73,629.5409999999999,635.054,624.0269999999999,636.405,610.486,625.135,616.054,628.784,611.757,622.784,617.5409999999999,,,,,,,,,,,,,,,,,,
2.5,10.0,616.351,618.378,613.189,614.216,627.135,615.0269999999999,621.784,634.595,621.297,622.432,615.054,626.297,625.8380000000001,625.9730000000001,641.568,645.73,622.757,613.216,621.8919999999999,634.081,613.5409999999999,639.351,639.5409999999999,608.243,650.351,619.6759999999999,628.243,637.378,633.811,636.8919999999999,620.946,642.5409999999999,654.0,629.135,619.351,631.216,638.216,624.432,636.6759999999999,610.486,624.703,616.486,629.135,611.216,622.784,618.0269999999999,624.5409999999999,,618.622,,,,,,,,,,,,,,,
2.75,11.0,614.8380000000001,618.649,613.135,615.622,626.3240000000001,615.8380000000001,622.6759999999999,636.1619999999999,622.135,622.405,615.27,626.351,627.4590000000001,627.73,642.757,648.1619999999999,622.757,614.081,623.919,635.243,613.3240000000001,641.865,640.514,608.27,652.919,621.784,627.514,639.4590000000001,635.865,639.189,621.703,643.649,655.595,630.8380000000001,620.054,631.595,639.8380000000001,625.1619999999999,638.1080000000001,611.243,624.73,617.135,630.649,611.189,623.351,618.9730000000001,625.0269999999999,613.514,616.73,,,,,,,,,,,,,,,
3.0,12.0,616.297,619.5409999999999,613.4590000000001,615.135,627.243,615.4590000000001,624.135,636.946,621.9730000000001,623.514,615.703,627.1619999999999,627.3240000000001,627.757,643.9730000000001,648.73,622.622,614.9730000000001,623.6759999999999,636.135,612.568,641.811,640.919,607.8919999999999,654.6759999999999,621.27,628.3240000000001,640.3240000000001,636.081,639.757,,645.3240000000001,657.0,631.27,619.73,632.4590000000001,640.054,625.216,638.6759999999999,,626.514,617.189,632.135,611.432,624.0269999999999,618.8380000000001,624.919,613.514,616.0,,,,,,,,,,,,,,,
3.25,13.0,616.4590000000001,620.1080000000001,613.784,616.054,628.486,616.9730000000001,624.054,637.8380000000001,622.9730000000001,624.432,617.1080000000001,628.486,629.378,627.784,644.8919999999999,651.3240000000001,623.0269999999999,614.486,622.946,639.27,613.9730000000001,642.946,642.757,608.351,655.8919999999999,621.757,629.297,642.3240000000001,637.0269999999999,640.432,,648.432,659.811,632.595,620.4590000000001,633.784,641.27,626.0,640.297,,627.73,617.8919999999999,634.1619999999999,610.622,624.081,619.1080000000001,625.9730000000001,613.784,615.73,,,,,,,,,,,,,,,
3.5,14.0,616.8919999999999,619.27,613.9730000000001,616.811,629.216,617.27,624.784,638.703,622.649,624.243,616.216,629.135,628.703,629.514,647.189,652.243,624.405,614.486,624.081,638.189,612.8380000000001,643.054,642.27,608.595,657.3510000000001,622.4590000000001,,642.514,638.054,643.135,,648.135,662.405,633.1619999999999,620.054,635.8919999999999,642.27,625.0269999999999,640.243,,628.405,618.6759999999999,633.595,612.0269999999999,625.1080000000001,620.189,624.784,614.243,615.784,,,,,,,,,,,,,,,
3.75,15.0,617.0,620.9730000000001,614.297,617.378,630.568,617.189,624.919,638.946,623.8380000000001,623.946,615.9730000000001,629.1080000000001,630.568,629.8380000000001,647.8919999999999,653.4590000000001,624.0,614.3240000000001,625.243,639.514,614.081,643.378,644.757,608.405,659.541,623.0,,642.757,638.3240000000001,642.649,623.622,,662.676,633.784,622.27,635.054,642.703,626.6759999999999,640.3240000000001,,628.865,618.054,634.784,611.865,625.1080000000001,618.8380000000001,625.6759999999999,614.189,616.1619999999999,,,,,,,,,,,,,,,
4.0,16.0,616.135,620.297,615.27,617.73,631.135,617.919,626.1080000000001,640.054,622.946,625.5409999999999,616.568,630.297,631.27,630.081,649.081,654.135,624.081,614.5409999999999,625.8919999999999,638.811,613.811,643.081,644.73,608.8380000000001,659.865,624.568,,644.622,639.081,644.0,624.486,649.3240000000001,663.9730000000001,633.243,620.784,638.0269999999999,644.405,627.865,643.378,,628.784,618.568,635.1080000000001,611.8919999999999,626.757,620.4590000000001,626.0269999999999,614.486,616.5409999999999,607.216,,,,,,,,,,,,,,
4.25,17.0,616.3240000000001,621.514,615.081,617.73,629.811,617.757,626.514,640.432,623.9730000000001,625.216,616.8380000000001,630.351,631.649,630.865,651.8380000000001,655.243,624.73,615.432,626.351,640.135,613.189,644.27,646.811,608.486,661.189,623.757,632.054,645.8380000000001,639.703,643.6759999999999,623.703,650.054,664.432,635.595,621.919,637.0,642.378,628.081,643.054,610.73,629.1080000000001,618.3240000000001,634.811,611.811,627.1080000000001,,626.595,614.189,616.405,607.8919999999999,616.649,,,,,,,,,,,,,
