TimesH,Frame,NoMissing,0,0,49,49,50,50,55,55,77,77,83,83,90,90,94,94,99,99,126,126,163,163,191,191,198,198,199,199,211,211,212,212,227,227,278,278,861,861,1039,1039,1271,1271
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
164.75,659.0,,225.696,82.03,125.865,113.162,222.88099999999997,103.804,87.01299999999999,107.87899999999999,206.283,50.784,215.956,43.486999999999995,248.265,60.92,280.369,65.282,116.014,54.55,195.28099999999998,144.097,247.02599999999998,170.63299999999998,61.506,124.279,217.067,117.78399999999999,206.968,119.939,60.205,133.596,198.141,126.86200000000001,74.693,136.924,26.055,197.59099999999998,,,,,,
165.0,660.0,,225.609,82.02600000000001,125.86399999999999,113.167,222.942,103.787,86.525,107.988,206.355,50.918,215.99900000000002,43.467,248.338,61.062,280.39,65.3,115.99,54.433,195.253,144.06,247.079,170.701,61.518,124.209,217.123,117.726,206.72299999999998,119.515,60.258,133.519,198.202,126.845,74.678,136.879,25.991999999999997,197.575,,,,,,
165.25,661.0,,225.666,81.96,125.87899999999999,113.175,223.017,103.76,86.78299999999999,108.00200000000001,206.301,50.922,216.051,43.533,248.274,60.942,280.353,65.329,115.991,54.269,195.274,144.076,247.09,170.717,61.614,124.21799999999999,217.146,117.735,206.838,119.186,60.02,133.726,198.28799999999998,126.804,74.635,136.94899999999998,25.997,197.58,,,,,,
165.5,662.0,,225.583,82.025,125.876,113.186,223.09,103.79299999999999,86.90700000000001,107.863,206.233,50.928999999999995,216.076,43.516999999999996,248.19099999999997,60.81,280.368,65.35,115.95299999999999,54.312,195.233,144.029,247.049,170.725,61.566,124.11200000000001,217.08900000000003,117.834,206.94799999999998,118.969,59.93899999999999,133.716,198.239,126.777,74.78699999999999,136.895,25.975,197.58599999999998,,,,,,
165.75,663.0,,225.637,82.074,125.863,113.15799999999999,223.076,103.824,87.052,107.65799999999999,206.238,50.923,216.077,43.505,248.093,60.77,280.329,65.368,115.89299999999999,54.397,195.232,143.976,247.048,170.718,61.59,124.125,217.138,117.67,206.965,119.15,59.88399999999999,133.72799999999998,198.28799999999998,126.694,74.82,136.881,26.024,197.61,,,,,,
166.0,664.0,,225.608,82.167,125.853,113.15299999999999,223.06900000000002,103.794,87.257,107.447,206.31599999999997,50.901,216.03099999999998,43.425,247.985,60.644,280.343,65.413,115.913,54.361000000000004,195.185,143.952,247.018,170.771,61.58,124.14299999999999,216.99099999999999,117.615,206.97400000000002,119.18700000000001,59.763999999999996,133.863,198.262,126.681,74.786,136.869,25.98,197.618,,,,,,
166.25,665.0,,225.68599999999998,82.171,125.823,113.11399999999999,223.035,103.804,86.899,107.303,206.243,50.985,216.035,43.425,247.946,60.678000000000004,280.342,65.414,116.06,54.412,195.262,143.972,247.0,170.75599999999997,61.593,124.124,216.93,117.759,206.94,119.329,59.851000000000006,133.674,198.43200000000002,126.60799999999999,74.844,136.81799999999998,26.025,197.61,,,,,,
166.5,666.0,,225.701,82.18,125.876,113.11399999999999,223.09099999999998,103.875,86.802,107.26700000000001,206.11900000000003,50.977,215.885,43.428000000000004,247.886,60.598,280.344,65.461,115.999,54.443000000000005,195.172,143.929,246.952,170.669,61.631,124.17299999999999,216.94099999999997,117.71,206.91099999999997,119.304,59.93600000000001,133.578,198.40200000000002,126.553,74.806,136.882,26.043000000000003,197.678,,,,,,
