TimesH,Frame,5,19,20,26,41,50,54,63,64,69,73,79,85,95,99,114,134,136,137,140,143,144,159,165,173,174,191,194,205,208,211,212,213,225,227,235,252,254,269,284,288,316,321,324,336,358,359,372,401,402,409,414,417,424,428,434,441,446,465,470,481,482,496,523,535,545,554,564,573,591,651,696,746,861,964,1035,1071,1129,1179
164.75,659.0,614.135,613.901,610.9590000000001,607.73,611.184,612.322,609.4159999999999,613.37,611.303,609.722,615.474,617.783,609.369,617.452,610.939,618.674,612.823,610.773,618.346,612.856,608.837,617.927,620.675,619.2909999999999,617.136,616.964,618.7919999999999,616.273,612.937,,620.582,620.153,616.161,620.381,618.98,623.981,617.362,614.757,623.148,623.663,617.735,618.967,607.661,628.786,618.97,627.578,623.882,619.591,624.68,,608.303,610.294,615.0419999999999,620.175,626.4630000000001,623.557,611.222,625.472,609.432,610.71,611.8919999999999,614.5459999999999,610.688,,613.466,615.994,609.649,616.73,,,,,,,,,,,
165.0,660.0,612.572,614.359,611.253,608.161,610.0219999999999,612.681,609.313,612.36,611.41,609.52,614.805,619.364,610.54,618.137,610.881,619.068,613.08,610.511,617.05,614.013,608.396,619.207,622.575,619.225,617.62,618.6519999999999,618.506,615.4069999999999,614.238,,620.7130000000001,618.714,616.842,618.069,619.937,623.275,615.643,615.275,621.239,623.145,616.11,618.952,607.722,627.525,616.899,628.109,624.948,620.5169999999999,625.136,625.247,608.776,610.067,614.6569999999999,621.703,625.122,622.493,611.931,625.856,608.716,609.905,612.658,614.273,610.248,613.2669999999999,613.326,616.384,609.325,617.212,,608.9490000000001,,,,,,,,,
165.25,661.0,611.893,612.886,611.1759999999999,607.885,609.61,612.545,609.445,612.23,611.1080000000001,609.745,614.325,618.399,608.773,617.036,610.877,617.925,612.481,610.227,616.0369999999999,613.84,608.119,618.637,621.0419999999999,618.322,618.217,616.784,617.457,614.7090000000001,614.156,,619.972,617.317,616.349,617.057,617.882,621.227,614.915,614.8240000000001,619.5409999999999,620.744,614.614,618.697,607.5459999999999,626.9069999999999,617.308,626.355,623.827,619.428,623.819,623.251,608.082,609.577,614.8240000000001,619.594,623.365,621.193,611.923,624.415,609.063,610.448,612.509,614.859,609.683,612.757,613.259,614.832,608.908,615.972,,608.128,,,,,,,,,
165.5,662.0,611.9780000000001,612.741,610.9259999999999,607.621,609.805,611.632,609.114,611.144,611.635,609.055,614.428,617.682,608.811,616.567,610.623,617.411,612.879,610.4680000000001,615.78,613.135,607.698,617.749,620.909,618.758,616.332,617.243,617.367,614.308,614.3330000000001,613.184,619.4159999999999,618.2130000000001,615.7180000000001,616.707,618.0740000000001,620.784,615.0219999999999,614.31,619.5,621.141,615.11,617.729,608.243,626.28,617.423,625.04,622.238,619.424,622.868,622.944,607.658,609.66,613.4169999999999,619.466,622.68,620.8,611.035,623.26,609.136,610.385,611.849,613.883,609.9169999999999,611.068,612.91,614.665,609.515,615.403,612.1,608.722,,,,,,,,,
165.75,663.0,612.533,612.057,610.005,608.303,610.9830000000001,611.872,609.322,611.9119999999999,611.673,608.5880000000001,613.91,618.2669999999999,610.2090000000001,617.512,610.842,617.5219999999999,613.031,610.556,616.427,614.655,607.739,618.135,620.7,618.364,616.714,618.224,617.168,614.288,613.29,612.714,619.158,617.106,615.053,617.612,617.026,620.997,615.6759999999999,614.0740000000001,619.462,622.245,615.239,617.744,607.525,626.169,617.742,625.613,622.063,620.326,623.325,622.327,607.028,609.239,614.885,619.8009999999999,623.016,620.264,611.034,623.5880000000001,609.227,610.067,610.953,614.75,609.947,612.678,613.315,614.383,609.48,615.072,612.452,,,,,,,,,,
166.0,664.0,612.543,613.137,610.351,608.4019999999999,609.712,612.139,608.831,611.755,611.313,609.177,614.235,618.183,609.688,618.341,610.293,618.405,613.646,610.387,616.827,614.0740000000001,608.095,619.241,621.591,618.99,617.92,618.607,618.131,614.509,614.707,613.366,620.1569999999999,618.389,615.757,617.145,617.937,622.202,616.335,614.768,619.732,622.996,615.357,618.984,607.724,626.7180000000001,618.38,626.367,624.508,619.839,623.49,623.424,608.0930000000001,609.7040000000001,614.254,621.191,623.557,622.133,611.57,623.945,608.955,610.624,611.869,615.2330000000001,609.9630000000001,612.76,613.401,614.988,609.814,615.307,,608.51,,,,,,,,,
166.25,665.0,613.795,613.012,611.302,608.304,610.294,612.948,609.12,612.928,611.696,609.8240000000001,618.629,620.212,609.198,618.799,611.345,619.2080000000001,614.151,610.316,619.172,615.442,608.226,619.9580000000001,623.399,620.67,618.68,618.235,619.248,615.7230000000001,615.082,614.286,620.4069999999999,620.278,615.934,619.312,619.8969999999999,622.932,616.819,615.724,621.589,623.4830000000001,615.092,621.0219999999999,607.203,628.556,620.0790000000001,627.866,625.477,621.163,624.67,624.93,608.337,610.961,615.984,621.563,624.864,621.813,611.749,625.428,609.597,610.1469999999999,612.604,614.884,609.504,612.989,613.893,617.007,609.789,616.957,,608.0219999999999,,,,,,,,,
166.5,666.0,613.359,612.786,611.144,608.508,610.525,611.9590000000001,609.788,613.18,612.5840000000001,608.875,615.0459999999999,620.2959999999999,610.555,620.852,611.78,619.86,614.856,610.889,619.354,615.927,607.495,621.181,624.317,620.202,619.786,620.873,620.427,617.3969999999999,615.573,615.2769999999999,624.011,620.27,617.352,620.146,621.872,624.016,617.705,616.19,622.191,625.46,617.491,622.37,607.493,630.661,620.961,629.731,626.003,622.467,627.056,,608.154,609.4159999999999,615.503,622.126,627.126,623.464,611.809,626.868,608.813,610.648,612.393,615.764,610.031,613.516,614.82,616.741,609.748,618.187,,608.393,,,,,,,,,
166.75,667.0,613.798,613.263,611.188,608.862,611.249,613.111,609.693,613.548,612.466,609.746,616.6419999999999,621.7180000000001,610.2040000000001,621.095,612.621,621.009,615.613,610.871,620.252,616.255,608.201,622.672,625.248,622.952,619.374,620.485,620.951,618.191,616.624,616.434,623.748,622.007,617.589,621.601,622.587,625.613,617.994,617.2080000000001,624.3,627.394,618.453,622.248,608.129,630.9490000000001,622.243,630.2090000000001,627.6030000000001,623.139,627.381,,608.644,610.7130000000001,616.893,623.192,627.873,623.8,612.269,628.51,609.948,610.615,612.493,616.313,610.1659999999999,613.748,614.2919999999999,617.678,609.822,618.388,,609.044,613.906,,,,,,,,
167.0,668.0,615.081,614.012,612.352,608.76,611.901,612.337,609.651,613.349,613.0369999999999,610.039,616.8009999999999,623.0740000000001,610.359,622.948,612.328,620.455,616.83,611.518,620.257,617.589,608.2230000000001,623.635,625.966,624.008,621.214,622.613,622.066,619.904,617.548,616.387,625.125,623.274,616.999,622.043,622.979,626.389,620.4490000000001,616.711,624.067,628.318,618.948,623.531,608.2719999999999,633.6619999999999,623.6519999999999,632.418,628.476,623.742,629.2769999999999,629.6759999999999,608.573,611.043,617.4540000000001,623.935,628.717,625.069,612.752,629.401,609.555,610.849,612.618,616.578,610.314,613.875,614.304,617.385,611.026,619.825,,608.859,614.137,,,,,,,,
167.25,669.0,614.862,613.952,610.847,609.021,611.7280000000001,614.143,609.71,613.7090000000001,612.997,610.46,617.691,622.415,609.962,623.323,613.837,621.082,616.437,611.143,621.0269999999999,617.805,607.955,625.158,626.8580000000001,623.901,620.4159999999999,623.128,622.693,619.788,618.5369999999999,616.565,624.99,624.0319999999999,617.599,623.29,623.059,627.42,620.246,616.548,625.41,629.68,619.404,623.058,608.488,634.4540000000001,624.672,633.1030000000001,629.2130000000001,624.175,629.997,630.163,608.817,610.7919999999999,617.423,625.5509999999999,630.595,624.766,612.462,630.712,610.066,610.957,613.941,616.726,609.8969999999999,613.716,614.341,618.899,610.582,620.389,614.44,608.972,615.341,,,,,,,,
