TimesH,Frame,NoMissing,3,3,4,4,9,9,11,11,14,14,15,15,21,21,27,27,28,28,32,32,36,36,43,43,44,44,46,46,47,47,49,49,50,50,51,51,55,55,57,57,58,58,63,63,65,65,67,67,71,71,74,74,75,75,87,87,124,124,127,127,130,130,133,133,134,134,143,143,153,153,154,154,159,159,160,160,163,163,166,166,171,171,175,175,180,180,182,182,185,185,195,195,203,203,205,205,207,207,209,209,211,211,212,212,214,214,216,216,217,217,218,218,220,220,221,221,226,226,231,231,233,233,234,234,236,236,325,325,330,330,332,332,335,335,340,340,343,343,345,345,475,475,477,477,545,545,593,593,621,621,843,843,862,862,881,881,1037,1037,1174,1174,1186,1186
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
408.25,1633.0,,46.27,157.21200000000002,133.025,157.608,216.209,161.409,103.445,160.856,73.543,161.659,227.196,150.893,270.047,150.966,188.88299999999998,157.17,66.562,151.67,192.46599999999998,171.85299999999998,243.197,175.36,201.46400000000003,184.033,105.51,180.80599999999998,192.02599999999998,164.141,38.650999999999996,165.84799999999998,179.037,164.041,201.324,165.016,247.18,167.785,21.305,170.051,267.025,167.86700000000002,210.515,171.917,45.05,191.243,23.753,191.21900000000002,216.667,195.56099999999998,233.61900000000003,193.702,185.375,196.676,201.513,198.305,222.325,187.955,101.92,97.288,245.33,101.796,89.402,102.79,194.43599999999998,103.11399999999999,223.0,86.363,114.13600000000001,91.958,130.972,113.45299999999999,233.55599999999998,114.75200000000001,84.221,118.455,93.60600000000001,113.7,190.729,120.45100000000001,205.59799999999998,103.995,107.652,106.54299999999999,249.35,107.90799999999999,71.233,128.108,104.96700000000001,128.061,60.979,131.286,210.083,129.767,61.461000000000006,124.4,201.80700000000002,126.155,130.399,125.25200000000001,238.28799999999998,124.493,230.968,140.904,273.514,141.60399999999998,126.40799999999999,148.256,197.227,143.158,152.628,150.33100000000002,213.79,143.5,70.96300000000001,147.213,288.79400000000004,148.75,71.65,137.681,282.068,136.97,65.405,140.61700000000002,239.47400000000002,139.495,265.059,141.496,224.47299999999998,78.584,131.113,87.209,208.456,82.978,197.282,87.564,118.259,73.748,93.461,75.696,209.56099999999998,74.503,235.64700000000002,131.997,225.072,171.252,222.19099999999997,116.196,98.449,152.441,121.126,63.946000000000005,182.77,138.02200000000002,241.89700000000002,146.03,84.178,158.658,230.82299999999998,110.338,104.74,120.97399999999999,138.194,119.75299999999999
408.5,1634.0,,46.56100000000001,157.188,132.908,157.504,216.225,161.409,103.45700000000001,160.67,73.565,161.596,227.168,150.93,270.086,151.013,188.84,157.126,66.565,151.64,192.435,171.847,243.21599999999998,175.33700000000002,201.42,184.00599999999997,105.427,180.695,192.072,164.15400000000002,38.543,165.692,179.013,164.071,201.342,164.979,247.16299999999998,167.77200000000002,21.201,170.22299999999998,266.944,167.921,210.548,171.94099999999997,45.196999999999996,191.433,23.746,191.21599999999998,216.61700000000002,195.63099999999997,233.667,193.632,185.305,196.72099999999998,201.477,198.358,222.393,188.044,101.93299999999999,97.309,245.334,101.822,89.411,102.86399999999999,194.372,103.096,222.97299999999998,86.413,114.148,91.95200000000001,131.026,113.464,233.542,114.67,84.234,118.432,93.508,113.619,190.74,120.421,205.553,104.008,107.63799999999999,106.54,249.321,107.882,71.21300000000001,128.05200000000002,104.95,128.079,60.91,131.227,210.092,129.75,61.365,124.37,201.855,126.137,130.506,125.24700000000001,238.29,124.45100000000001,230.979,140.91299999999998,273.488,141.691,126.47399999999999,148.292,197.145,143.144,152.615,150.305,213.771,143.53,70.673,147.239,288.999,148.338,71.623,137.685,282.087,136.99200000000002,65.274,140.548,239.481,139.49,264.98,141.494,224.44400000000002,78.63600000000001,131.134,87.19,208.46599999999998,82.96600000000001,197.268,87.574,118.15799999999999,73.891,93.455,75.711,209.50900000000001,74.45,235.65,132.002,225.088,171.21099999999998,222.15599999999998,116.209,98.428,152.407,121.09,63.923,182.791,138.003,241.91400000000002,146.075,84.288,158.567,230.768,110.257,104.792,120.95,138.179,119.71600000000001
408.75,1635.0,,46.508,157.262,132.785,157.561,216.248,161.424,103.335,160.50799999999998,73.497,161.5,227.102,150.97,270.10200000000003,151.02100000000002,188.86700000000002,156.981,66.50399999999999,151.481,192.301,171.99599999999998,243.205,175.361,201.368,184.044,105.415,180.729,192.136,164.17,38.741,165.703,178.653,164.084,201.357,165.02599999999998,247.172,167.796,21.410999999999998,170.201,266.926,167.951,210.533,171.917,45.246,191.34599999999998,23.734,191.233,216.609,195.725,233.74599999999998,193.662,185.297,196.81799999999998,201.445,198.403,222.46400000000003,188.033,101.95200000000001,97.26299999999999,245.248,101.715,89.37899999999999,102.90899999999999,194.36900000000003,103.085,222.956,86.43799999999999,114.23,91.801,131.069,113.406,233.482,114.631,84.227,118.396,93.546,113.655,190.78900000000002,120.402,205.517,104.014,107.59700000000001,106.50200000000001,249.331,107.844,71.234,128.064,105.015,128.041,60.915,131.179,210.113,129.701,61.42100000000001,124.264,201.787,126.104,130.541,125.28,238.3,124.473,230.956,140.925,273.553,141.627,126.565,148.31,197.18200000000002,143.127,152.681,150.28799999999998,213.783,143.528,70.652,147.303,289.087,148.334,71.604,137.69,282.10200000000003,136.985,65.218,140.546,239.482,139.467,264.879,141.523,224.368,78.634,131.183,87.177,208.456,82.99799999999999,197.248,87.595,118.182,73.794,93.544,75.75,209.503,74.419,235.615,132.004,225.12099999999998,171.252,222.15599999999998,116.272,98.344,152.412,121.042,63.888000000000005,182.796,137.986,241.868,146.019,84.32700000000001,158.56,230.75400000000002,110.31,104.75,120.87799999999999,138.153,119.68299999999999
409.0,1636.0,,46.331,157.33700000000002,132.811,157.507,216.218,161.431,103.429,160.62,73.639,161.505,227.05599999999998,151.028,270.096,150.994,188.90400000000002,156.993,67.0,152.0,192.29,171.97299999999998,243.25,175.34400000000002,201.392,184.02900000000002,105.405,180.65099999999998,192.105,164.149,38.917,165.227,178.56,164.265,201.357,165.03,247.16099999999997,167.787,21.371,170.076,266.863,167.821,210.521,171.89,45.357,191.32,23.705,191.21,216.68099999999998,195.701,233.558,193.53799999999998,185.28599999999997,196.792,201.41099999999997,198.34900000000002,222.46400000000003,188.054,101.95200000000001,97.23299999999999,245.245,101.579,89.37700000000001,102.96799999999999,194.465,103.06299999999999,222.937,86.39299999999999,114.29299999999999,91.366,131.138,113.454,233.49400000000003,114.49600000000001,84.23,118.32600000000001,93.509,113.569,190.75900000000001,120.43799999999999,205.445,104.071,107.602,106.524,249.322,107.85799999999999,71.21600000000001,128.04,105.18,128.026,60.91,131.2,210.13,129.727,61.312,124.307,201.80200000000002,126.055,130.57,125.262,238.322,124.49700000000001,230.952,140.945,273.481,141.659,126.595,148.327,197.24,143.109,152.7,150.278,213.87099999999998,143.533,70.273,147.33,288.887,148.735,71.65100000000001,137.645,282.117,136.952,65.221,140.47,239.50099999999998,139.507,264.91,141.583,224.385,78.582,131.14600000000002,87.196,208.43900000000002,83.008,197.232,87.62,118.228,73.798,93.37799999999999,75.643,209.49599999999998,74.41199999999999,235.62400000000002,132.004,225.18400000000003,171.206,222.168,116.26799999999999,98.27799999999999,152.356,121.012,63.795,182.7,138.037,241.87400000000002,146.049,84.339,158.515,230.771,110.236,104.743,120.92299999999999,138.141,119.65700000000001
409.25,1637.0,,46.318000000000005,157.236,132.849,157.505,216.135,161.431,103.361,160.628,73.585,161.48,226.929,151.03799999999998,270.132,150.958,188.83900000000003,156.982,66.64699999999999,152.109,192.30200000000002,172.045,243.257,175.333,201.435,184.044,105.405,180.643,192.122,164.165,39.086,164.748,178.498,164.207,201.403,165.09799999999998,247.16099999999997,167.78,21.378,170.172,266.942,167.84,210.562,171.83700000000002,45.22,191.077,23.69,191.21900000000002,216.704,195.666,233.495,193.63299999999998,185.178,196.93200000000002,201.41299999999998,198.451,222.479,188.085,101.943,97.22200000000001,245.15900000000002,101.572,89.399,102.994,194.485,103.02799999999999,222.958,86.42,114.352,91.22399999999999,131.071,113.38,233.425,114.54,84.273,118.288,93.22200000000001,113.234,190.705,120.40700000000001,205.47299999999998,104.057,107.53399999999999,106.485,249.312,107.88,71.23,128.05700000000002,104.95700000000001,128.078,61.028999999999996,131.17600000000002,210.10299999999998,129.79,61.268,124.315,201.763,126.03399999999999,130.509,125.26799999999999,238.315,124.531,230.9,140.961,273.504,141.701,126.524,148.328,197.264,143.106,152.751,150.234,213.91299999999998,143.51,70.204,147.42,288.858,148.985,71.678,137.613,282.147,136.998,65.20100000000001,140.379,239.549,139.51,264.878,141.624,224.41400000000002,78.648,131.1,87.208,208.44,83.014,197.19799999999998,87.605,118.17200000000001,73.877,93.383,75.679,209.50799999999998,74.402,235.604,131.995,225.139,171.247,222.18099999999998,116.21700000000001,98.387,152.311,121.03,63.766000000000005,182.532,138.10399999999998,241.827,146.056,84.387,158.476,230.886,110.492,104.775,120.973,138.086,119.697
409.5,1638.0,,46.452,157.197,132.754,157.433,216.132,161.363,103.488,160.785,73.66,161.609,226.983,151.001,270.108,150.97299999999998,188.91,156.95,66.732,152.5,192.25599999999997,172.085,243.28799999999998,175.351,201.46,184.00799999999998,105.4,180.69799999999998,192.18,164.16400000000002,39.163000000000004,164.82299999999998,178.671,164.23,201.39,165.042,247.196,167.785,21.355,170.28799999999998,267.149,167.732,210.575,171.778,45.268,191.067,23.706,191.22400000000002,216.72299999999998,195.63299999999998,233.437,193.59900000000002,185.21400000000003,196.796,201.364,198.27599999999998,222.426,188.01,101.984,97.179,245.17700000000002,101.49799999999999,89.383,103.053,194.438,103.036,222.97,86.361,114.36,90.712,131.091,113.41,233.342,114.55799999999999,84.296,118.26299999999999,93.37,113.508,190.71,120.444,205.445,104.09200000000001,107.42299999999999,106.419,249.308,107.882,71.21600000000001,128.02,105.029,128.09,61.045,131.191,210.092,129.756,61.32899999999999,124.28200000000001,201.773,126.055,130.526,125.329,238.34099999999998,124.527,230.82,140.95600000000002,273.473,141.657,126.536,148.256,197.23,143.165,152.808,150.238,213.946,143.52200000000002,70.22800000000001,147.252,288.85,149.054,71.688,137.60399999999998,282.159,136.97299999999998,65.413,140.494,239.484,139.559,264.938,141.748,224.37,78.725,131.113,87.178,208.445,82.95700000000001,197.196,87.62700000000001,118.149,73.831,93.381,75.6,209.489,74.419,235.607,132.001,225.16,171.25099999999998,222.176,116.199,98.34100000000001,152.284,121.09,63.753,182.571,138.053,241.87400000000002,146.16,84.34899999999999,158.511,,,104.711,120.92399999999999,138.086,119.675
409.75,1639.0,,46.361000000000004,157.246,132.812,157.447,216.12400000000002,161.369,103.509,160.907,73.83800000000001,161.692,227.077,150.928,270.154,150.997,188.88400000000001,156.961,66.461,152.263,192.24900000000002,172.15400000000002,243.269,175.347,201.457,184.015,105.314,180.722,192.15599999999998,164.108,39.05,165.298,178.731,164.515,201.382,165.024,247.19799999999998,167.787,21.369,170.172,267.103,167.755,210.565,171.769,45.248000000000005,191.076,23.72,191.299,216.64,195.643,233.34900000000002,193.78599999999997,185.122,196.799,201.33900000000003,198.203,222.41099999999997,187.93099999999998,101.945,97.163,245.166,101.34899999999999,89.414,103.04700000000001,194.38400000000001,103.04299999999999,222.933,86.304,114.3,91.02600000000001,131.10299999999998,113.40299999999999,233.293,114.464,84.27600000000001,118.324,93.51899999999999,113.70200000000001,190.676,120.443,205.475,104.068,107.432,106.432,249.27,107.90899999999999,71.194,127.971,105.038,128.156,61.0,131.165,210.084,129.745,61.317,124.331,201.77200000000002,126.06200000000001,130.512,125.249,238.287,124.51700000000001,230.794,140.94899999999998,273.496,141.763,126.54,148.286,197.266,143.12,152.789,150.471,214.019,143.565,70.344,147.185,288.8,149.06,71.705,137.597,282.194,136.969,65.369,140.468,239.516,139.554,265.04,141.765,224.42700000000002,78.685,131.094,87.212,208.47099999999998,82.95100000000001,197.235,87.625,118.171,73.874,93.45700000000001,75.652,209.50400000000002,74.40100000000001,235.59599999999998,132.00799999999998,225.14,171.265,222.158,116.22200000000001,98.337,152.263,121.115,63.786,182.502,138.099,241.899,146.217,84.34100000000001,158.553,,,104.795,120.965,138.066,119.7
410.0,1640.0,,46.416000000000004,157.175,132.804,157.35299999999998,216.141,161.326,103.529,160.954,74.003,161.748,227.125,150.921,270.123,151.061,188.96,157.006,66.439,151.938,192.347,172.09900000000002,243.274,175.351,201.451,183.979,105.35700000000001,180.763,192.17,164.157,39.330999999999996,164.511,178.74599999999998,164.373,201.37900000000002,165.111,247.19299999999998,167.773,21.331,170.21400000000003,267.127,167.733,210.62599999999998,171.77700000000002,45.293,191.082,23.77,191.248,216.637,195.615,233.393,193.68900000000002,185.12599999999998,196.528,201.275,198.215,222.457,187.972,101.98,97.213,245.207,101.538,89.36200000000001,103.095,194.362,103.01100000000001,222.97,86.259,114.35700000000001,91.08,131.09799999999998,113.41799999999999,233.283,114.5,84.302,118.35700000000001,93.383,113.43700000000001,190.67,120.488,205.518,104.06200000000001,107.398,106.45700000000001,249.28099999999998,107.92299999999999,71.171,127.93299999999999,105.133,128.09,60.982,131.237,210.04,129.691,61.309,124.395,201.739,126.05799999999999,130.452,125.181,238.321,124.56700000000001,230.77599999999998,140.954,273.443,141.78799999999998,126.561,148.336,197.30200000000002,143.123,152.942,150.368,213.984,143.566,70.308,147.3,288.846,149.061,71.73100000000001,137.655,282.242,136.965,65.431,140.481,239.48,139.537,265.061,141.77200000000002,224.38,78.656,131.063,87.28,208.458,82.93799999999999,197.24900000000002,87.647,118.272,73.792,93.439,75.653,209.442,74.333,235.613,132.016,225.192,171.347,222.041,116.134,98.471,152.279,121.036,63.577,182.398,138.129,241.925,146.276,84.307,158.606,230.886,110.45100000000001,104.74600000000001,120.96799999999999,138.06,119.70700000000001
410.25,1641.0,,46.528,157.201,132.827,157.44799999999998,216.175,161.371,103.49,160.982,74.008,161.774,227.153,150.891,270.14799999999997,151.02200000000002,188.9,156.955,66.59,152.097,192.31900000000002,172.14700000000002,243.274,175.31099999999998,201.521,183.93099999999998,105.411,180.707,192.21200000000002,164.174,39.312,164.472,178.696,164.503,201.377,165.093,247.21200000000002,167.774,21.221,170.169,267.048,167.763,210.584,171.862,45.229,190.99,23.771,191.283,216.703,195.584,233.563,193.77,185.172,196.55599999999998,201.178,198.247,222.424,187.94099999999997,102.0,97.235,245.09400000000002,101.391,89.37,103.17,194.332,102.971,222.986,86.318,114.49700000000001,90.492,130.995,113.415,233.30599999999998,114.51,84.302,118.338,93.32,113.475,190.637,120.441,205.53099999999998,104.039,107.369,106.35600000000001,249.275,107.92200000000001,71.167,127.929,105.167,128.08700000000002,60.843999999999994,131.102,210.024,129.702,61.303999999999995,124.37299999999999,201.78400000000002,126.053,130.44799999999998,125.165,238.301,124.583,230.731,140.957,273.449,141.757,126.56299999999999,148.342,197.422,143.097,152.961,150.326,213.945,143.595,70.3,147.488,288.851,149.079,71.72,137.631,282.26,136.982,65.645,140.596,239.5,139.534,265.194,141.889,224.352,78.679,131.005,87.266,208.51,82.95100000000001,197.25799999999998,87.664,118.36,73.582,93.45299999999999,75.663,209.34599999999998,74.248,235.606,132.012,225.14,171.347,222.081,116.14299999999999,98.522,152.2,121.06299999999999,63.659,182.465,138.13299999999998,241.92,146.236,84.314,158.619,230.89700000000002,110.315,104.741,120.98100000000001,138.085,119.646
410.5,1642.0,,46.606,157.017,132.813,157.499,216.183,161.381,103.535,161.079,73.891,161.727,227.169,150.885,270.255,150.92600000000002,188.917,156.951,66.352,151.394,192.34599999999998,172.112,243.296,175.294,201.555,183.92700000000002,105.36399999999999,180.61900000000003,192.22799999999998,164.207,39.28,164.80200000000002,178.87900000000002,164.47299999999998,201.38099999999997,165.16099999999997,247.196,167.77700000000002,21.338,170.192,267.116,167.68,210.61900000000003,171.774,45.153999999999996,191.02900000000002,23.796999999999997,191.298,216.641,195.55,233.726,193.662,185.22299999999998,196.43400000000003,201.19,198.271,222.405,187.90900000000002,102.00399999999999,97.273,245.109,101.37,89.412,103.181,194.338,102.97399999999999,222.989,86.37799999999999,114.0,91.0,130.952,113.405,233.28599999999997,114.426,84.294,118.374,93.06700000000001,112.99700000000001,190.63099999999997,120.37299999999999,205.516,104.036,107.37100000000001,106.33,249.269,107.93700000000001,71.128,127.944,105.34299999999999,128.017,60.888000000000005,131.09,209.983,129.672,61.302,124.307,201.757,126.012,130.518,125.234,238.30900000000003,124.553,230.747,140.94799999999998,273.459,141.749,126.551,148.322,197.34,143.072,152.953,150.34799999999998,213.984,143.599,70.406,147.435,288.934,148.975,71.722,137.666,282.293,136.97299999999998,65.66,140.628,239.49400000000003,139.549,265.23400000000004,141.945,224.419,78.60600000000001,131.01,87.236,208.511,82.96700000000001,197.22,87.68799999999999,118.335,73.623,93.51,75.649,209.364,74.322,235.623,132.012,225.128,171.29,222.082,116.137,98.565,152.167,121.042,63.706,182.457,138.139,242.015,146.225,84.35,158.57,230.85,110.054,104.71,121.03299999999999,138.072,119.721
410.75,1643.0,,46.641000000000005,157.123,132.763,157.513,216.25099999999998,161.319,103.50399999999999,161.138,73.88,161.793,227.06599999999997,150.947,270.225,150.858,188.9,156.933,66.518,151.618,192.39700000000002,172.235,243.282,175.30200000000002,201.517,183.956,105.374,180.644,192.255,164.188,39.253,164.739,179.071,164.175,201.356,165.06799999999998,247.203,167.771,21.381999999999998,170.083,267.094,167.71,210.53,171.77900000000002,45.151,191.03,23.78,191.275,216.53,195.541,233.718,193.713,185.125,196.34400000000002,201.153,198.175,222.317,187.87,101.95100000000001,97.23,245.13099999999997,101.425,89.439,103.167,194.34799999999998,102.93700000000001,223.025,86.416,114.336,90.0,130.94,113.415,233.333,114.411,84.275,118.445,93.18700000000001,113.102,190.636,120.387,205.507,104.036,107.405,106.391,249.266,107.97399999999999,71.111,127.90100000000001,105.191,127.98299999999999,60.826,131.048,209.975,129.651,61.37,124.351,201.75799999999998,126.0,130.40200000000002,125.18700000000001,238.28400000000002,124.47399999999999,230.71099999999998,140.97,273.362,141.88,126.579,148.283,197.325,143.122,152.92700000000002,150.377,213.942,143.57299999999998,70.557,147.393,288.906,148.982,71.722,137.64600000000002,282.346,136.96200000000002,65.74600000000001,140.612,239.528,139.543,265.23900000000003,141.97899999999998,224.571,78.513,130.989,87.208,208.477,82.96799999999999,197.24099999999999,87.697,118.26700000000001,73.66,93.402,75.75399999999999,209.425,74.362,235.611,132.015,225.10299999999998,171.359,222.109,116.131,98.525,152.175,121.103,63.739,182.45,138.135,242.079,146.298,84.215,158.645,230.894,110.146,104.802,120.96799999999999,138.031,119.809
411.0,1644.0,,46.755,157.134,132.65,157.404,216.239,161.33700000000002,103.596,161.12,73.797,161.822,227.03799999999998,150.944,270.293,150.90200000000002,188.827,156.953,66.679,152.061,192.39,172.215,243.274,175.324,201.497,184.047,105.336,180.62599999999998,192.24200000000002,164.144,39.167,164.908,179.201,164.18400000000003,201.364,164.831,247.226,167.793,21.36,170.071,267.126,167.565,210.55,171.764,45.09,191.033,23.756,191.297,216.497,195.53,233.76,193.543,185.072,196.233,201.137,198.178,222.201,187.761,101.977,97.23700000000001,245.11599999999999,101.315,89.485,103.14,194.265,102.904,223.06400000000002,86.334,114.0,91.0,130.94299999999998,113.421,233.27900000000002,114.42399999999999,84.289,118.49,93.148,113.06299999999999,190.61,120.37700000000001,205.484,104.005,107.397,106.361,249.27599999999998,107.986,71.126,127.86200000000001,105.325,127.99700000000001,60.821000000000005,131.048,209.955,129.686,61.375,124.309,201.886,126.008,130.386,125.206,238.292,124.429,230.676,140.972,273.36,141.876,126.61200000000001,148.31,197.322,143.139,152.934,150.344,213.987,143.545,70.686,147.5,288.985,148.89700000000002,71.762,137.618,282.334,136.97899999999998,65.755,140.613,239.514,139.506,265.14,141.86700000000002,224.653,78.383,130.996,87.176,208.502,82.90700000000001,197.24900000000002,87.71799999999999,118.37200000000001,73.65100000000001,93.363,75.797,209.481,74.384,235.58900000000003,132.013,225.07299999999998,171.39700000000002,222.104,116.10600000000001,98.661,152.208,121.154,63.751999999999995,182.31799999999998,138.165,242.135,146.264,84.211,158.666,230.834,110.115,104.79,120.925,137.982,119.834
411.25,1645.0,,46.658,157.179,132.796,157.505,216.21,161.344,103.58200000000001,161.115,73.839,161.741,227.033,150.941,270.275,150.84,188.87400000000002,156.946,66.589,151.778,192.352,172.19099999999997,243.382,175.378,201.519,184.035,105.39,180.676,192.275,164.11599999999999,39.123000000000005,165.063,179.287,164.01,201.331,164.708,247.22799999999998,167.817,21.503,170.127,267.059,167.71,210.58,171.78599999999997,45.193000000000005,191.105,23.791999999999998,191.267,216.52200000000002,195.533,233.898,193.47400000000002,185.049,196.166,201.06900000000002,197.99,222.21400000000003,187.792,102.031,97.171,245.123,101.32700000000001,89.458,103.198,194.335,102.91,223.07,86.34100000000001,114.0,91.0,130.895,113.429,233.304,114.462,84.37799999999999,118.506,93.111,112.811,190.582,120.346,205.53900000000002,103.993,107.344,106.323,249.27200000000002,107.965,71.105,127.831,105.552,127.986,60.871,131.089,209.955,129.711,61.388000000000005,124.27799999999999,201.9,125.96700000000001,130.434,125.17399999999999,238.25799999999998,124.429,230.65099999999998,140.981,273.406,141.827,126.54,148.334,197.239,143.128,152.966,150.32299999999998,213.998,143.524,70.785,147.534,288.95799999999997,148.784,71.759,137.672,282.366,136.958,65.835,140.638,239.545,139.528,265.13,141.832,224.57,78.324,131.016,87.145,208.525,82.92399999999999,197.239,87.721,118.296,73.7,93.274,75.804,209.516,74.395,235.579,132.004,225.112,171.418,222.143,116.04,98.639,152.234,121.18700000000001,63.713,182.239,138.227,242.04,146.185,84.26299999999999,158.637,230.796,110.008,104.764,120.976,137.976,119.811
411.5,1646.0,,46.69,157.167,132.684,157.409,216.195,161.355,103.62899999999999,161.31,73.865,161.87,227.043,150.93200000000002,270.332,150.88299999999998,188.878,156.912,66.52199999999999,151.561,192.35299999999998,172.209,243.48,175.38299999999998,201.511,183.94799999999998,105.412,180.673,192.3,164.11,39.058,165.15099999999998,179.40099999999998,163.86599999999999,201.291,164.547,247.24900000000002,167.791,21.553,170.167,267.155,167.687,210.567,171.783,45.276,191.03900000000002,23.789,191.21400000000003,216.507,195.512,233.671,193.778,185.09099999999998,196.11900000000003,201.08900000000003,198.09799999999998,222.158,187.77,102.09,97.117,245.05599999999998,101.325,89.521,103.115,194.34099999999998,102.869,223.082,86.351,114.31700000000001,90.523,131.13,113.54700000000001,233.19799999999998,114.352,84.50399999999999,118.495,93.19200000000001,113.1,190.551,120.345,205.50900000000001,104.012,107.322,106.37299999999999,249.266,107.959,71.12,127.631,105.51700000000001,128.032,60.832,131.06,209.976,129.667,61.371,124.236,201.84799999999998,125.965,130.466,125.189,238.2,124.43799999999999,230.658,140.94799999999998,273.425,141.811,126.575,148.368,197.30700000000002,143.168,152.954,150.385,213.99200000000002,143.523,70.861,147.548,288.987,148.77,71.759,137.727,282.385,136.924,65.873,140.681,239.512,139.525,265.127,141.858,224.515,78.455,131.05,87.163,208.544,82.958,197.227,87.734,118.495,73.472,93.395,75.723,209.55200000000002,74.38600000000001,235.567,132.015,225.09799999999998,171.516,222.268,116.102,98.686,152.197,121.213,63.835,182.255,138.251,242.03799999999998,146.219,84.271,158.707,230.74400000000003,109.985,104.825,120.977,137.959,119.795
411.75,1647.0,,46.711999999999996,157.27100000000002,132.754,157.466,216.166,161.362,103.64399999999999,161.251,73.778,161.908,227.09,150.941,270.324,150.912,188.877,156.92,66.559,151.94899999999998,192.354,172.229,243.49400000000003,175.37099999999998,201.514,183.957,105.35600000000001,180.657,192.293,164.114,39.085,165.25799999999998,179.488,163.69799999999998,201.283,164.505,247.266,167.792,21.668000000000003,170.109,267.303,167.607,210.56599999999997,171.705,45.306999999999995,191.05900000000003,23.769000000000002,191.197,216.50599999999997,195.486,233.612,193.71200000000002,185.075,196.141,201.079,198.19,222.146,187.671,102.09100000000001,97.15700000000001,245.13099999999997,101.279,89.522,103.135,194.36599999999999,102.854,223.09099999999998,86.39399999999999,114.325,90.744,131.139,113.604,233.22,114.29899999999999,84.48,118.495,93.089,112.94200000000001,190.52700000000002,120.309,205.514,103.97,107.35,106.355,249.237,107.988,71.111,127.62100000000001,105.45200000000001,127.95299999999999,60.89,131.09799999999998,209.93400000000003,129.619,61.349,124.251,201.82,125.927,130.497,125.214,238.148,124.516,230.703,140.945,273.478,141.85299999999998,126.585,148.334,197.285,143.145,152.964,150.378,213.94400000000002,143.52100000000002,70.866,147.58,288.983,148.67600000000002,71.775,137.72299999999998,282.422,136.89600000000002,66.038,140.70600000000002,239.502,139.523,265.191,141.79399999999998,224.44,78.533,131.101,87.134,208.525,82.92299999999999,197.187,87.755,118.38799999999999,73.515,93.346,75.654,209.554,74.388,235.57,132.023,225.10299999999998,171.61599999999999,222.208,116.03200000000001,98.662,152.239,121.229,63.813,182.16,138.248,241.97099999999998,146.157,84.235,158.714,230.743,110.06299999999999,104.822,121.023,138.006,119.78399999999999
412.0,1648.0,,46.528,157.485,132.754,157.333,216.197,161.351,103.602,161.27700000000002,73.593,161.88,227.09400000000002,150.889,270.37,150.94299999999998,188.84099999999998,156.94299999999998,66.594,152.099,192.515,172.062,243.498,175.343,201.47799999999998,184.01,105.34,180.65400000000002,192.333,164.11900000000003,39.056999999999995,165.34799999999998,179.588,163.512,201.334,164.59400000000002,247.25900000000001,167.757,21.647,170.058,267.319,167.56,210.61,171.588,45.31100000000001,191.106,23.81,191.22,216.546,195.52200000000002,233.41400000000002,193.888,185.078,196.092,201.03400000000002,198.16400000000002,222.168,187.657,102.137,97.09700000000001,245.18,101.194,89.51799999999999,103.219,194.358,102.815,223.112,86.385,114.38799999999999,90.458,131.134,113.61200000000001,233.234,114.302,84.449,118.54700000000001,93.064,112.823,190.537,120.319,205.498,103.914,107.34200000000001,106.432,249.22400000000002,107.99,71.108,127.65,105.515,127.919,60.901,131.148,209.953,129.653,61.324,124.26700000000001,201.83900000000003,125.91,130.62,125.182,238.207,124.56200000000001,230.708,140.95600000000002,273.503,141.833,126.57700000000001,148.285,197.335,143.185,152.998,150.30700000000002,213.90099999999998,143.468,71.032,147.635,288.936,148.697,71.819,137.684,282.452,136.857,66.062,140.724,239.592,139.553,265.236,141.78799999999998,224.425,78.529,131.05700000000002,87.13,208.554,82.89299999999999,197.196,87.762,118.338,73.593,93.334,75.711,209.55200000000002,74.407,235.562,132.028,225.24599999999998,171.743,222.24099999999999,116.01100000000001,98.68299999999999,152.283,121.124,63.637,182.15400000000002,138.234,242.053,146.281,84.19200000000001,158.702,230.68400000000003,109.669,104.838,120.98299999999999,137.995,119.824
