TimesH,Frame,NoMissing,3,3,4,4,9,9,11,11,14,14,15,15,21,21,27,27,28,28,32,32,36,36,43,43,44,44,46,46,47,47,49,49,50,50,51,51,55,55,57,57,58,58,63,63,65,65,67,67,71,71,74,74,75,75,87,87,124,124,127,127,130,130,133,133,134,134,143,143,153,153,154,154,159,159,160,160,163,163,166,166,171,171,175,175,180,180,182,182,185,185,195,195,203,203,205,205,207,207,209,209,211,211,212,212,214,214,216,216,217,217,218,218,220,220,221,221,226,226,231,231,233,233,234,234,236,236,325,325,330,330,332,332,335,335,340,340,343,343,345,345,475,475,477,477,545,545,593,593,621,621,843,843,862,862,881,881,1037,1037,1174,1174,1186,1186
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
375.0,1500.0,,46.733999999999995,157.253,133.042,156.455,215.834,161.436,103.779,162.393,72.52199999999999,161.812,229.795,150.329,271.36,150.77700000000002,188.688,157.02200000000002,63.896,153.80100000000002,192.41299999999998,172.43099999999998,243.486,175.175,201.535,184.143,105.531,181.36900000000003,192.0,165.067,38.787,165.57,178.18,165.757,200.53099999999998,165.98,247.19099999999997,167.748,20.969,170.951,267.95,167.98,209.903,172.72799999999998,45.516000000000005,191.729,22.923000000000002,191.895,216.301,196.231,233.458,195.31400000000002,184.297,196.6,201.831,200.25400000000002,222.361,188.141,101.811,95.516,246.40599999999998,103.31,89.12,103.195,195.56599999999997,103.56700000000001,222.38299999999998,86.65700000000001,116.514,92.814,131.424,114.219,236.215,117.167,82.899,118.447,91.904,115.59100000000001,191.255,120.225,207.297,103.505,106.59899999999999,106.51,249.81900000000002,109.15799999999999,70.327,127.46,106.115,127.431,59.87,131.516,209.929,131.878,60.641999999999996,124.506,201.37400000000002,126.85,132.369,125.83200000000001,241.199,124.45,231.976,140.607,273.682,141.94899999999998,127.557,149.64600000000002,196.891,143.326,154.244,150.567,215.58599999999998,145.265,69.493,147.362,288.724,147.94,70.273,137.509,281.117,136.795,64.115,139.928,240.203,140.131,265.642,140.028,223.225,78.575,131.285,85.917,207.74599999999998,84.095,197.132,87.23899999999999,118.54799999999999,72.89699999999999,93.74,75.9,209.96599999999998,74.633,237.46599999999998,131.424,224.533,170.59,224.15,118.10799999999999,98.67,152.067,122.458,64.288,180.851,140.611,242.685,146.062,83.522,160.916,231.953,110.46,104.777,120.148,139.761,118.06
375.25,1501.0,,46.777,157.211,133.174,156.252,215.91099999999997,161.377,103.895,162.374,72.64399999999999,161.804,229.831,150.31799999999998,271.291,150.817,188.643,157.06799999999998,63.918,153.748,192.36900000000003,172.387,243.513,175.18200000000002,201.53,184.127,105.544,181.355,191.985,165.081,38.594,165.5,178.03900000000002,165.72099999999998,200.52,166.035,247.178,167.72,21.063000000000002,170.916,267.85200000000003,168.00400000000002,209.919,172.737,45.43899999999999,191.75099999999998,22.916999999999998,191.878,216.247,196.08599999999998,233.236,194.954,184.285,196.645,201.799,200.19,222.305,188.12400000000002,101.76799999999999,95.555,246.358,103.21700000000001,89.244,103.432,195.583,103.60600000000001,222.392,86.67,116.574,92.848,131.416,114.273,236.19799999999998,117.15799999999999,82.916,118.419,91.92200000000001,115.655,191.24599999999998,120.242,207.07299999999998,103.538,106.647,106.51100000000001,249.873,109.15799999999999,70.336,127.471,107.0,128.0,59.912,131.545,209.90099999999998,131.951,60.678000000000004,124.459,201.338,126.836,132.89600000000002,125.736,241.174,124.542,232.045,140.642,273.67400000000004,141.944,127.729,149.442,196.83900000000003,143.29399999999998,154.11,150.596,215.571,145.36700000000002,69.558,147.355,288.699,148.054,70.288,137.50799999999998,281.112,136.806,64.098,139.991,240.208,140.142,265.54900000000004,139.988,223.079,78.76899999999999,131.27,85.929,207.655,84.12100000000001,197.166,87.275,118.537,72.867,93.775,75.964,209.887,74.62899999999999,237.449,131.451,224.51,170.615,224.13,118.104,98.63,152.14700000000002,122.46700000000001,64.293,181.00799999999998,140.64700000000002,242.92700000000002,146.188,83.876,160.866,231.917,110.475,104.581,120.24700000000001,139.745,118.073
375.5,1502.0,,46.806000000000004,157.126,133.25,156.221,215.84400000000002,161.40200000000002,104.01299999999999,162.394,72.77,161.72799999999998,229.85,150.267,271.306,150.793,188.61,157.04,63.906000000000006,153.697,192.364,172.463,243.46900000000002,175.167,201.519,184.114,105.566,181.292,191.97400000000002,165.12900000000002,38.855,165.417,177.99,165.69400000000002,200.519,166.09599999999998,247.172,167.71400000000003,21.128,170.891,267.789,168.03799999999998,209.886,172.75,45.441,191.72400000000002,22.910999999999998,191.865,216.157,196.06,233.202,194.762,184.378,196.613,201.763,200.144,222.382,188.201,101.76799999999999,95.557,246.317,103.176,89.25399999999999,103.412,195.583,103.6,222.354,86.65100000000001,116.54,92.995,131.377,114.18799999999999,236.192,117.184,82.84100000000001,118.42,91.934,115.63,191.19400000000002,120.262,206.98,103.62200000000001,106.774,106.508,249.831,109.155,70.322,127.484,106.539,127.584,59.897,131.582,209.957,131.905,60.645,124.45299999999999,201.274,126.85,133.342,125.654,241.229,124.581,232.128,140.662,273.677,141.954,127.677,149.472,196.80200000000002,143.275,154.128,150.474,215.58700000000002,145.36,69.59899999999999,147.339,288.672,148.035,70.396,137.476,281.149,136.841,64.055,140.033,240.243,140.124,265.262,140.04399999999998,223.05200000000002,78.82600000000001,131.24,85.993,207.606,84.10799999999999,197.21599999999998,87.277,118.566,72.804,93.762,75.959,209.84400000000002,74.62899999999999,237.446,131.484,224.558,170.65400000000002,224.215,118.068,98.521,152.15,122.45200000000001,64.336,180.988,140.524,242.803,146.208,83.76,160.998,231.945,110.54,104.508,120.152,139.80700000000002,118.094
375.75,1503.0,,46.81,157.014,133.33,156.207,215.885,161.381,104.02799999999999,162.369,72.766,161.805,229.735,150.30200000000002,271.259,150.856,188.649,157.066,63.826,153.636,192.358,172.373,243.498,175.168,201.5,184.11900000000003,105.615,181.293,192.023,165.09400000000002,38.999,165.433,177.986,165.685,200.51,166.09,247.15200000000002,167.72299999999998,21.173000000000002,170.89700000000002,267.751,168.15,209.845,172.72299999999998,45.493,191.62099999999998,22.910999999999998,191.862,216.179,196.175,233.141,194.65200000000002,184.387,196.495,201.8,200.08700000000002,222.398,188.229,101.751,95.514,246.32,103.18299999999999,89.23700000000001,103.506,195.576,103.661,222.332,86.662,116.515,92.988,131.346,114.17,236.127,117.147,82.87899999999999,118.411,91.90299999999999,115.429,191.162,120.244,206.954,103.654,106.876,106.514,249.761,109.164,70.297,127.475,106.50399999999999,127.635,59.86600000000001,131.64600000000002,209.924,131.842,60.678000000000004,124.443,201.291,126.854,133.16299999999998,125.553,241.24900000000002,124.579,232.128,140.638,273.671,141.944,127.555,149.537,196.768,143.30200000000002,154.155,150.447,215.525,145.373,69.531,147.403,288.66200000000003,148.084,70.315,137.5,281.172,136.835,64.008,140.00799999999998,240.19400000000002,140.121,265.387,140.05,223.03400000000002,78.775,131.257,86.03,207.563,84.14299999999999,197.192,87.348,118.56700000000001,72.795,93.745,75.933,209.783,74.655,237.433,131.497,224.5,170.643,224.21900000000002,118.115,98.39200000000001,152.084,122.525,64.508,181.104,140.465,242.84900000000002,146.27,83.726,161.115,231.921,110.46700000000001,104.49600000000001,120.046,139.748,118.09
376.0,1504.0,,46.775,157.059,133.332,156.21,215.86900000000003,161.392,103.802,162.388,72.801,161.91,229.835,150.291,271.256,150.862,188.628,157.10399999999998,63.887,153.679,192.354,172.4,243.472,175.175,201.50099999999998,184.13099999999997,105.48899999999999,181.235,192.017,165.02900000000002,38.896,165.467,178.173,165.743,200.50599999999997,166.082,247.18200000000002,167.71900000000002,21.119,170.847,267.682,168.128,209.794,172.71900000000002,45.457,191.61599999999999,22.918000000000003,191.852,216.262,196.243,233.06,194.37099999999998,184.40099999999998,196.533,201.87,200.00900000000001,222.412,188.247,101.71799999999999,95.545,246.315,103.186,89.264,103.546,195.562,103.67399999999999,222.338,86.691,116.553,92.962,131.303,114.177,236.08599999999998,117.194,82.885,118.374,91.921,115.38600000000001,191.09799999999998,120.325,206.813,103.831,106.839,106.49700000000001,249.791,109.181,70.249,127.523,106.431,127.598,59.93,131.602,209.856,131.97799999999998,60.733999999999995,124.412,201.28,126.852,132.916,125.613,241.25799999999998,124.507,232.12599999999998,140.614,273.66900000000004,141.972,127.53,149.53799999999998,196.77200000000002,143.391,154.014,150.636,215.523,145.305,69.594,147.379,288.645,148.076,70.413,137.468,281.181,136.873,63.983000000000004,140.02200000000002,240.17700000000002,140.132,265.242,140.015,223.00799999999998,78.839,131.259,86.07,207.53,84.176,197.141,87.311,118.545,72.893,93.663,75.936,209.80700000000002,74.712,237.419,131.539,224.47400000000002,170.524,224.176,118.15899999999999,98.34200000000001,152.053,122.555,64.487,181.114,140.537,242.81799999999998,146.276,83.855,161.096,231.958,110.68799999999999,104.479,120.09,139.727,118.119
376.25,1505.0,,46.711999999999996,157.10399999999998,133.276,156.05100000000002,215.78900000000002,161.452,103.712,162.376,72.916,161.988,229.933,150.248,271.19599999999997,150.924,188.572,157.101,63.836999999999996,153.675,192.24200000000002,172.56799999999998,243.47,175.174,201.458,184.158,105.40899999999999,181.14,192.028,165.07,38.834,165.437,178.18900000000002,165.735,200.46599999999998,166.178,247.222,167.735,21.045,170.865,267.758,168.079,209.78900000000002,172.72799999999998,45.428999999999995,191.505,22.897,191.863,216.238,196.21400000000003,233.06400000000002,194.73,184.41099999999997,196.46900000000002,201.86700000000002,199.988,222.40599999999998,188.222,101.73100000000001,95.561,246.245,103.208,89.32700000000001,103.633,195.55900000000003,103.671,222.25,86.84700000000001,116.486,92.971,131.316,114.148,236.05200000000002,117.212,82.883,118.389,91.906,115.285,191.106,120.417,206.609,103.897,106.848,106.506,249.766,109.21799999999999,70.235,127.575,106.37799999999999,127.649,59.918,131.613,209.908,131.901,60.763999999999996,124.40899999999999,201.238,126.863,133.25,125.527,241.21099999999998,124.463,232.137,140.61700000000002,273.666,141.946,127.415,149.66899999999998,196.731,143.414,154.144,150.638,215.50099999999998,145.31799999999998,69.59100000000001,147.289,288.686,148.067,70.437,137.534,281.145,136.881,63.958,139.94799999999998,240.18,140.119,265.214,140.0,223.00400000000002,78.868,131.239,86.09,207.528,84.139,197.171,87.249,118.531,72.86399999999999,93.65100000000001,75.92699999999999,209.78599999999997,74.756,237.33599999999998,131.486,224.487,170.497,224.141,118.167,98.35700000000001,152.077,122.524,64.5,181.19400000000002,140.515,242.748,146.3,83.565,161.311,231.96200000000002,110.814,104.473,120.27600000000001,139.685,118.18
376.5,1506.0,,46.78,157.128,133.455,155.961,215.877,161.512,103.65100000000001,162.376,73.02600000000001,161.971,230.028,150.118,271.1,150.901,188.58900000000003,157.1,63.93600000000001,153.72,192.231,172.57,243.505,175.173,201.50099999999998,184.15099999999998,105.37,181.122,192.00099999999998,165.05200000000002,38.71,165.459,178.26,165.705,200.486,166.14700000000002,247.227,167.734,21.079,170.86900000000003,267.768,168.05599999999998,209.729,172.732,45.47,191.574,22.936999999999998,191.84099999999998,216.202,196.19099999999997,233.19099999999997,195.21599999999998,184.56799999999998,196.485,201.877,199.94299999999998,222.447,188.205,101.74600000000001,95.61,246.24099999999999,103.22399999999999,89.344,103.67200000000001,195.546,103.728,222.17700000000002,86.921,116.434,92.961,131.31799999999998,114.139,236.033,117.213,82.926,118.39200000000001,91.964,115.382,191.168,120.339,206.47799999999998,104.027,106.652,106.486,249.783,109.229,70.248,127.62200000000001,106.554,127.68,59.928000000000004,131.541,209.90400000000002,131.812,60.754,124.43799999999999,201.171,126.834,132.775,125.654,241.28099999999998,124.495,232.139,140.614,273.645,141.916,127.37899999999999,149.642,196.699,143.388,154.028,150.705,215.49900000000002,145.263,69.593,147.222,288.649,148.054,70.499,137.518,281.128,136.898,63.972,139.92600000000002,240.192,140.132,265.143,139.939,222.86900000000003,78.82300000000001,131.246,86.088,207.52599999999998,84.178,197.176,87.234,118.589,72.888,93.50399999999999,75.91199999999999,209.71599999999998,74.71600000000001,237.34,131.496,224.472,170.49900000000002,224.105,118.18,98.26799999999999,152.035,122.538,64.441,181.42700000000002,140.343,242.69099999999997,146.328,83.515,161.368,231.976,110.366,104.413,120.137,139.763,118.227
376.75,1507.0,,46.833999999999996,157.121,133.296,156.041,215.949,161.476,103.719,162.42,72.998,162.069,229.87400000000002,150.227,271.15,150.888,188.565,157.091,63.87,153.82299999999998,192.304,172.58900000000003,243.507,175.174,201.481,184.14700000000002,105.351,181.12099999999998,191.98,165.048,38.787,165.45,178.419,165.726,200.5,166.104,247.273,167.696,21.086,170.84099999999998,267.80400000000003,168.114,209.745,172.72799999999998,45.383,191.562,22.934,191.843,216.236,196.12,232.885,195.179,184.429,196.622,201.857,199.93099999999998,222.345,188.18099999999998,101.76,95.648,246.231,103.273,89.368,103.734,195.575,103.73200000000001,222.213,86.86200000000001,116.552,93.02600000000001,131.332,114.06700000000001,235.97299999999998,117.23899999999999,82.98100000000001,118.36200000000001,92.01,115.355,191.175,120.339,206.47099999999998,104.14,106.665,106.48299999999999,249.766,109.242,70.285,127.61,106.40799999999999,127.725,59.93600000000001,131.513,209.96400000000003,131.815,60.83,124.48,201.153,126.83,132.705,125.73100000000001,241.183,124.458,232.157,140.625,273.64099999999996,141.946,127.485,149.583,196.707,143.376,154.013,150.671,215.512,145.27700000000002,69.712,147.158,288.607,147.945,70.53,137.477,281.113,136.90200000000002,63.941,139.912,240.19,140.139,265.231,139.994,222.833,78.9,131.253,86.094,207.503,84.197,197.205,87.229,118.56,72.92,93.633,75.89399999999999,209.83700000000002,74.723,237.31599999999997,131.553,224.544,170.44099999999997,224.095,118.21799999999999,98.34299999999999,151.98,122.633,64.524,181.343,140.513,242.433,146.115,83.50200000000001,161.444,231.949,110.354,104.47200000000001,120.186,139.806,118.25
377.0,1508.0,,46.836000000000006,157.105,133.23,156.20600000000002,215.97299999999998,161.44799999999998,103.79799999999999,162.359,73.048,161.964,229.78,150.227,271.073,150.861,188.517,157.10299999999998,63.801,153.822,192.331,172.511,243.498,175.165,201.505,184.137,105.355,181.054,191.96900000000002,165.074,38.719,165.482,178.37599999999998,165.764,200.503,166.11,247.273,167.685,21.135,170.82299999999998,267.855,168.109,209.713,172.71,45.332,191.56900000000002,22.959,191.81400000000002,216.218,196.144,232.85299999999998,195.53799999999998,184.44099999999997,196.56799999999998,201.899,199.922,222.412,188.179,101.76299999999999,95.7,246.11900000000003,103.24600000000001,89.412,103.773,195.58700000000002,103.727,222.14700000000002,86.829,116.514,93.056,131.352,114.09299999999999,235.949,117.26700000000001,82.954,118.361,91.99700000000001,115.39200000000001,191.236,120.292,206.455,104.13,106.816,106.402,249.77900000000002,109.25399999999999,70.236,127.6,106.411,127.79,59.902,131.468,209.921,131.782,60.83,124.446,201.142,126.84200000000001,132.93,125.62,241.21400000000003,124.465,232.142,140.619,273.634,141.93,127.51799999999999,149.566,196.571,143.387,153.9,150.625,215.50400000000002,145.292,69.676,147.187,288.652,147.974,70.497,137.505,281.119,136.876,63.975,139.923,240.145,140.159,265.353,139.983,222.725,78.932,131.24200000000002,86.061,207.528,84.13799999999999,197.206,87.20100000000001,118.51100000000001,72.918,93.61200000000001,75.89399999999999,209.801,74.72800000000001,237.331,131.57299999999998,224.47099999999998,170.517,224.047,118.197,98.374,151.993,122.706,64.567,181.433,140.322,242.382,146.105,83.445,161.382,232.003,110.29,104.32700000000001,120.17299999999999,139.85299999999998,118.098
377.25,1509.0,,46.824,157.115,133.276,156.343,216.06799999999998,161.554,103.851,162.394,73.259,161.91899999999998,229.66400000000002,150.27100000000002,271.048,150.80200000000002,188.484,157.078,63.782,153.804,192.295,172.65900000000002,243.50099999999998,175.171,201.542,184.174,105.338,180.998,191.954,165.04,38.611,165.595,178.296,165.658,200.513,166.097,247.28900000000002,167.705,21.054000000000002,170.59799999999998,267.967,168.06,209.68900000000002,172.702,45.326,191.63099999999997,22.921,191.834,216.265,196.15099999999998,232.916,195.449,184.503,196.433,201.907,199.875,222.41299999999998,188.197,101.774,95.706,246.16299999999998,103.28,89.413,103.838,195.60299999999998,103.72399999999999,222.09900000000002,86.855,116.303,93.134,131.297,114.039,235.9,117.287,82.93,118.325,91.889,115.639,191.149,120.34200000000001,206.378,104.175,106.775,106.37799999999999,249.753,109.306,70.22399999999999,127.571,106.147,127.749,59.901,131.455,209.959,131.724,60.825,124.484,201.15099999999998,126.863,132.908,125.626,241.165,124.40799999999999,232.05599999999998,140.599,273.644,141.928,127.49,149.60299999999998,196.50799999999998,143.287,153.864,150.542,215.511,145.293,69.678,147.19299999999998,288.67,147.99,70.512,137.531,281.119,136.898,63.994,139.961,240.12099999999998,140.134,265.346,140.064,222.77599999999998,78.92699999999999,131.26,86.08200000000001,207.55900000000003,84.14,197.209,87.14399999999999,118.421,72.88600000000001,93.704,75.917,209.76,74.80199999999999,237.324,131.626,224.495,170.518,223.945,118.15799999999999,98.363,152.03799999999998,122.736,64.632,181.489,140.292,242.338,146.174,83.522,161.40200000000002,231.96900000000002,110.194,104.319,120.406,139.819,118.09899999999999
377.5,1510.0,,46.805,157.216,133.204,156.377,216.097,161.575,103.78,162.376,73.237,161.984,229.518,150.283,271.038,150.722,188.498,157.106,63.621,153.77100000000002,192.28900000000002,172.64700000000002,243.50400000000002,175.158,201.514,184.1,105.37799999999999,181.00799999999998,191.952,165.02599999999998,38.6,165.581,178.13099999999997,165.62,200.53799999999998,166.09400000000002,247.28099999999998,167.731,21.064,170.687,267.955,168.095,209.67,172.729,45.13399999999999,191.71200000000002,22.936999999999998,191.825,216.321,196.28400000000002,232.97099999999998,195.451,184.489,196.56099999999998,201.96099999999998,199.83900000000003,222.476,188.291,101.765,95.73299999999999,246.12599999999998,103.304,89.44,103.896,195.59599999999998,103.708,222.02599999999998,86.88799999999999,116.23,93.166,131.311,114.057,235.90400000000002,117.30799999999999,82.991,118.333,91.992,115.594,191.17700000000002,120.314,206.396,104.25,106.76899999999999,106.412,249.757,109.334,70.192,127.584,106.07600000000001,127.745,59.907,131.43200000000002,209.912,131.64700000000002,60.787,124.49,201.16099999999997,126.86399999999999,133.099,125.684,241.143,124.361,231.99200000000002,140.6,273.67,141.925,127.493,149.537,196.456,143.362,154.04,150.533,215.49099999999999,145.19799999999998,69.70100000000001,147.075,288.605,147.974,70.49,137.622,281.11400000000003,136.893,63.997,139.991,240.115,140.13299999999998,265.385,140.077,222.669,78.98899999999999,131.25799999999998,86.12700000000001,207.572,84.15799999999999,197.19799999999998,87.21700000000001,118.60700000000001,72.862,93.686,75.95,209.72799999999998,74.808,237.291,131.64,224.495,170.528,223.872,118.208,98.333,152.04,122.723,64.649,181.345,140.499,242.231,146.109,83.523,161.161,231.97400000000002,110.054,104.355,120.44200000000001,139.85299999999998,118.12700000000001
377.75,1511.0,,46.81,157.178,133.168,156.305,216.05,161.496,103.82799999999999,162.375,73.21300000000001,161.971,229.519,150.253,270.962,150.733,188.535,157.064,63.763999999999996,153.78799999999998,192.321,172.701,243.49400000000003,175.15400000000002,201.524,184.11599999999999,105.365,180.963,191.976,165.07,38.608000000000004,165.581,177.9,165.359,200.542,166.132,247.292,167.75,21.015,170.63099999999997,267.905,168.09,209.61599999999999,172.732,45.167,191.68400000000003,22.951,191.878,216.322,196.22400000000002,232.998,195.483,184.472,196.392,201.97,199.80900000000003,222.47,188.262,101.738,95.756,246.208,103.334,89.39399999999999,103.822,195.60299999999998,103.738,221.94400000000002,86.904,116.206,93.184,131.335,114.039,235.83599999999998,117.31700000000001,83.021,118.368,92.11399999999999,115.595,191.173,120.309,206.343,104.259,106.62899999999999,106.38799999999999,249.766,109.37299999999999,70.182,127.595,105.494,127.68299999999999,59.902,131.494,209.908,131.58700000000002,60.883,124.509,201.15599999999998,126.85600000000001,133.15200000000002,125.57799999999999,241.18599999999998,124.338,232.183,140.629,273.682,141.936,127.476,149.571,196.528,143.446,153.84799999999998,150.327,215.5,145.246,69.78,147.071,288.649,147.946,70.563,137.707,281.145,136.887,63.955,140.045,240.12900000000002,140.164,265.381,140.034,222.695,79.03699999999999,131.254,86.074,207.558,84.15299999999999,197.17700000000002,87.18700000000001,118.57,72.872,93.719,75.92399999999999,209.695,74.774,237.278,131.678,224.49200000000002,170.551,223.791,118.191,98.354,151.997,122.72399999999999,64.722,181.424,140.46,242.301,146.16899999999998,83.52600000000001,161.187,231.97400000000002,110.01,104.574,120.28,139.77100000000002,118.26899999999999
378.0,1512.0,,46.784,157.191,133.185,156.2,216.082,161.437,103.90100000000001,162.364,73.219,161.885,229.375,150.203,270.828,150.692,188.51,156.985,63.832,153.726,192.297,172.638,243.5,175.115,201.53099999999998,184.108,105.35600000000001,180.96599999999998,191.97099999999998,165.067,38.639,165.52900000000002,177.832,165.386,200.49900000000002,166.2,247.33599999999998,167.76,21.01,170.58700000000002,267.941,168.25,209.605,172.739,45.158,191.68900000000002,22.910999999999998,191.822,216.343,196.301,232.99599999999998,195.282,184.46900000000002,196.43099999999998,202.02,199.799,222.479,188.265,101.73700000000001,95.79,246.2,103.36,89.449,103.86399999999999,195.615,103.704,221.9,86.883,116.22399999999999,93.212,131.345,114.04899999999999,235.813,117.33200000000001,83.06700000000001,118.351,92.061,115.773,191.185,120.35,206.27200000000002,104.26700000000001,106.73299999999999,106.455,249.71900000000002,109.42,70.26,127.568,105.516,127.60600000000001,59.812,131.553,209.87,131.708,60.818000000000005,124.50299999999999,201.12400000000002,126.86399999999999,132.975,125.65299999999999,241.19099999999997,124.404,232.36900000000003,140.658,273.689,141.91899999999998,127.494,149.533,196.50099999999998,143.50799999999998,153.773,150.33700000000002,215.50099999999998,145.346,69.758,147.067,288.66,147.931,70.577,137.752,281.14599999999996,136.86700000000002,63.915,140.059,240.14700000000002,140.166,265.20599999999996,140.056,222.67700000000002,78.975,131.269,86.03,207.55900000000003,84.148,197.165,87.19,118.62200000000001,72.888,93.637,75.95100000000001,209.644,74.785,237.264,131.678,224.465,170.55,223.71400000000003,118.193,98.42200000000001,152.001,122.735,64.721,181.523,140.29,242.188,146.124,83.439,161.20600000000002,231.989,109.88,104.51100000000001,120.238,139.71200000000002,118.382
378.25,1513.0,,46.818999999999996,157.214,133.414,156.227,216.085,161.42,103.844,162.374,73.1,161.921,229.352,150.243,270.869,150.842,188.44400000000002,156.971,63.903999999999996,153.776,192.278,172.66400000000002,243.481,175.157,201.516,184.077,105.35600000000001,181.014,191.985,164.982,38.703,165.505,177.942,165.578,200.488,166.195,247.30200000000002,167.77200000000002,20.943,170.59400000000002,267.823,168.18900000000002,209.547,172.739,45.045,191.66400000000002,22.941999999999997,191.77,216.37900000000002,196.268,232.80599999999998,195.13099999999997,184.502,196.456,202.023,199.71400000000003,222.52700000000002,188.217,101.736,95.835,246.22400000000002,103.39299999999999,89.48700000000001,103.93299999999999,195.59400000000002,103.65799999999999,221.851,86.917,116.257,93.20200000000001,131.308,114.069,235.737,117.31700000000001,83.073,118.323,92.126,115.861,191.188,120.34899999999999,206.27599999999998,104.26899999999999,106.666,106.47399999999999,249.69799999999998,109.435,70.244,127.515,105.204,127.625,59.744,131.534,209.981,131.531,60.865,124.488,201.136,126.887,132.966,125.604,241.128,124.40899999999999,232.515,140.719,273.683,141.903,127.441,149.625,196.55900000000003,143.47799999999998,153.30700000000002,150.185,215.502,145.341,69.737,147.101,288.663,147.893,70.613,137.745,281.155,136.885,63.946999999999996,140.10399999999998,240.123,140.154,265.20099999999996,140.037,222.627,79.03399999999999,131.291,86.09899999999999,207.572,84.134,197.19,87.245,118.676,72.885,93.679,75.91199999999999,209.63400000000001,74.819,237.238,131.69799999999998,224.50099999999998,170.519,223.618,118.22399999999999,98.486,152.007,122.706,64.714,181.421,140.447,242.081,146.085,83.46600000000001,161.47,232.005,109.927,104.566,120.12200000000001,139.61700000000002,118.385
378.5,1514.0,,46.803000000000004,157.248,133.491,156.141,216.128,161.39600000000002,103.83,162.386,73.247,161.964,229.456,150.17,270.78700000000003,150.80200000000002,188.403,156.93,63.972,153.894,192.265,172.69299999999998,243.49099999999999,175.15400000000002,201.49,184.09400000000002,105.353,181.00900000000001,191.997,164.925,38.763000000000005,165.525,177.88400000000001,165.482,200.50099999999998,166.195,247.29,167.76,21.043000000000003,170.571,267.768,168.445,209.53099999999998,172.748,45.101000000000006,191.722,22.945999999999998,191.74400000000003,216.453,196.282,232.87,195.0,184.493,196.48,202.042,199.74400000000003,222.578,188.25,101.70100000000001,95.86200000000001,246.18,103.383,89.485,103.941,195.576,103.696,221.829,86.95700000000001,116.257,93.20700000000001,131.284,114.081,235.68,117.34,83.09700000000001,118.322,92.113,115.98100000000001,191.22799999999998,120.31299999999999,206.386,104.49799999999999,106.715,106.53200000000001,249.675,109.429,70.208,127.523,105.307,127.605,59.777,131.496,209.922,131.525,60.897,124.544,201.13400000000001,126.876,132.961,125.58200000000001,241.145,124.458,232.447,140.707,273.676,141.91899999999998,127.39,149.655,196.50900000000001,143.433,153.529,150.186,215.507,145.312,69.66199999999999,147.012,288.678,147.85399999999998,70.617,137.731,281.142,136.904,63.972,140.158,240.15400000000002,140.16299999999998,265.14099999999996,139.987,222.595,79.025,131.291,86.055,207.57,84.165,197.21099999999998,87.295,118.663,72.788,93.59700000000001,75.86399999999999,209.535,74.751,237.253,131.69799999999998,224.489,170.60299999999998,223.597,118.265,98.414,152.011,122.806,64.637,181.41400000000002,140.54,242.08700000000002,146.076,83.46,161.418,232.02900000000002,109.961,104.49799999999999,119.93799999999999,139.569,118.365
