TimesH,Frame,7,9,14,21,28,30,33,37,51,52,56,77,79,83,90,113,136,137,152,153,154,158,160,171,173,180,186,189,193,195,196,206,208,213,218,234,242,249,252,254,256,276,303,310,312,319,321,327,332,335,341,357,364,370,372,382,396,399,405,411,431,437,438,446,465,474,476,484,492,506,521,523,527,540,541,542,544,545,547,566,567,568,575,576,585,674,690,725,728,758,804,826,833,874,934,950,992,1077,1130,1337
333.75,1335.0,608.774,607.781,610.207,610.762,613.5840000000001,608.203,608.219,609.215,609.289,608.794,608.563,609.476,612.013,619.365,610.092,609.87,612.91,617.148,615.137,614.0840000000001,611.688,608.769,613.774,615.922,613.499,609.156,611.668,615.181,609.418,612.663,611.149,612.836,610.061,608.779,613.649,609.765,607.297,608.5980000000001,609.5790000000001,611.805,613.65,609.106,612.375,613.7819999999999,609.0840000000001,611.518,608.776,617.025,610.4490000000001,616.817,612.1,615.387,609.901,615.452,610.974,611.987,614.243,611.131,612.516,616.9119999999999,608.604,617.159,610.862,608.627,610.595,615.939,613.54,609.6,610.275,610.049,617.51,620.5459999999999,611.595,615.127,616.229,612.009,611.244,608.515,619.799,617.761,614.127,612.793,615.298,614.327,,,,,,,,,,,,,,,,
334.0,1336.0,608.4580000000001,607.605,610.207,610.689,613.445,608.619,608.86,608.78,608.969,609.4590000000001,608.602,609.293,611.627,618.881,610.398,609.779,612.5509999999999,616.185,615.156,613.975,612.508,608.577,612.9490000000001,615.371,614.5219999999999,609.742,612.19,616.245,609.398,612.241,611.815,612.441,609.8480000000001,608.5,612.845,610.019,607.808,609.26,609.06,610.6669999999999,612.295,609.168,612.124,614.525,609.471,612.66,608.826,616.315,611.014,615.804,613.1,614.556,609.807,614.276,610.321,612.7040000000001,614.677,610.966,611.8530000000001,616.244,607.913,616.819,611.761,608.39,610.289,614.581,614.1,610.635,610.646,610.0409999999999,616.899,619.489,610.536,614.335,616.623,612.067,611.406,608.238,618.602,616.317,613.3580000000001,613.025,614.943,615.101,,,,,,,,,,,,,,,,
334.25,1337.0,608.347,608.0419999999999,610.844,611.129,612.0880000000001,608.722,609.518,609.915,608.461,608.451,608.953,608.512,611.393,618.677,609.078,610.154,612.342,616.13,614.953,615.065,611.8330000000001,608.072,614.501,615.576,614.938,610.059,612.637,615.789,609.5830000000001,611.3330000000001,611.725,613.187,609.535,607.31,612.804,609.781,607.618,608.822,609.27,610.524,611.808,608.533,612.884,613.179,608.985,612.153,609.127,615.7819999999999,610.663,615.665,612.365,614.875,609.493,613.889,610.634,611.498,614.486,611.056,611.8340000000001,616.107,607.867,616.056,610.929,608.747,609.29,613.8380000000001,612.592,610.664,610.729,610.115,617.687,618.4730000000001,610.3340000000001,613.849,615.504,611.352,611.446,607.888,618.841,615.868,613.737,612.719,613.79,614.344,,,,,,,,,,,,,,,,
334.5,1338.0,607.471,607.538,610.354,610.672,613.132,608.632,608.261,609.591,608.841,608.5790000000001,608.982,609.1419999999999,611.192,618.806,609.977,609.5319999999999,612.094,615.615,614.714,614.115,611.499,608.2280000000001,613.2330000000001,614.6669999999999,613.816,610.075,612.803,615.776,608.545,611.227,611.1990000000001,613.755,609.289,608.759,612.9830000000001,609.956,608.863,609.9830000000001,609.554,610.279,612.686,608.63,612.5269999999999,613.936,610.137,612.057,608.422,615.857,610.97,616.432,612.276,614.173,609.661,614.717,610.533,612.18,613.971,609.879,611.481,616.13,608.18,615.918,611.577,608.875,610.526,614.815,612.3530000000001,610.18,610.206,609.751,617.259,619.655,610.092,613.739,615.957,611.993,611.471,607.562,619.085,615.922,613.06,612.219,614.393,,,,,,,,,,,,,,,,,
334.75,1339.0,607.665,607.779,610.169,611.235,613.071,608.923,608.8480000000001,609.251,608.2080000000001,608.462,608.663,608.693,611.3580000000001,619.851,609.991,610.117,612.725,616.856,614.862,614.7130000000001,611.765,608.596,613.589,614.75,615.388,609.327,613.961,616.09,609.003,611.094,612.173,613.4159999999999,609.784,608.2040000000001,612.385,609.47,607.126,608.9630000000001,609.612,611.4490000000001,613.241,608.117,612.66,613.567,609.929,611.651,608.0,616.969,612.048,616.2869999999999,612.6759999999999,614.381,610.5219999999999,614.996,611.045,611.643,615.025,611.194,612.179,617.1759999999999,608.012,616.643,611.3290000000001,609.053,609.8330000000001,614.869,612.885,610.145,610.382,609.946,617.114,620.452,611.141,614.3430000000001,616.8969999999999,611.825,610.689,608.719,619.2669999999999,616.253,614.62,612.6759999999999,614.721,614.951,622.938,,,,,,,,,,,,,,,
335.0,1340.0,608.019,608.313,609.952,611.663,614.135,609.219,609.206,609.896,608.1759999999999,608.3969999999999,609.05,608.78,610.812,618.85,610.696,610.52,612.0790000000001,619.054,615.847,615.259,613.279,608.2919999999999,614.035,615.5880000000001,616.3290000000001,609.337,614.319,617.891,609.606,612.53,612.496,614.012,610.826,608.286,612.906,610.09,607.143,608.5459999999999,610.14,610.379,613.877,609.293,612.837,615.1419999999999,608.8480000000001,611.913,609.271,618.025,611.485,617.51,612.822,615.384,609.845,616.268,611.2819999999999,612.0369999999999,615.251,610.435,612.127,618.827,608.289,619.13,611.246,609.226,610.661,615.423,614.389,611.2959999999999,611.069,610.316,617.681,622.599,610.95,615.717,618.15,612.931,611.885,608.859,620.374,616.21,614.84,614.235,615.356,615.773,624.1619999999999,,,,,,,,,,,,,,,
335.25,1341.0,607.878,608.183,610.48,611.944,614.366,609.2040000000001,609.0369999999999,610.886,608.776,608.5509999999999,609.1519999999999,609.992,611.61,621.076,610.69,609.939,613.788,620.345,617.47,615.5269999999999,612.745,608.702,615.141,616.991,616.514,610.298,615.067,617.8290000000001,609.085,612.285,613.2,614.822,610.039,607.984,613.69,610.936,607.951,609.434,610.621,611.745,613.757,609.311,614.0740000000001,615.288,609.922,612.784,608.519,620.405,612.914,618.625,613.934,616.356,610.83,617.898,610.893,613.531,615.43,611.873,612.955,621.183,608.446,620.79,612.384,609.268,610.878,617.799,614.46,610.911,610.846,611.3340000000001,621.251,,610.087,616.279,618.653,612.859,611.9209999999999,608.552,621.649,617.45,615.683,614.28,614.737,616.302,624.129,,,,,,,,,,,,,,,
335.5,1342.0,608.3430000000001,607.758,611.0419999999999,611.531,614.866,610.263,609.645,610.308,609.681,609.937,609.86,609.118,612.825,621.431,611.786,610.884,614.319,620.634,618.337,617.6669999999999,613.974,608.762,616.241,617.352,617.361,610.424,615.014,619.616,609.4540000000001,612.5790000000001,612.827,615.658,610.643,609.012,613.927,611.793,608.206,610.805,610.823,612.533,613.534,609.281,615.21,616.849,610.008,613.332,609.019,620.799,612.637,619.971,614.658,618.525,611.847,619.933,612.212,614.105,617.59,613.061,613.7,622.159,609.0840000000001,623.09,612.679,609.1759999999999,610.997,618.394,617.34,611.839,611.759,611.2090000000001,622.755,,611.2719999999999,616.9540000000001,619.632,613.2,612.197,608.77,622.502,618.604,616.706,615.683,616.673,618.561,625.966,,,,,,,,,,,,,,,
335.75,1343.0,607.406,608.406,612.516,612.424,614.63,609.627,609.789,611.971,608.6759999999999,610.297,609.885,609.812,613.328,624.087,612.085,611.715,616.011,623.283,619.435,619.073,614.62,608.765,616.719,618.594,619.151,611.46,616.21,620.9590000000001,609.769,613.629,613.776,616.59,611.14,609.0319999999999,614.419,611.906,607.861,610.188,611.823,613.587,613.819,608.864,616.807,618.453,610.805,613.863,609.186,623.859,613.9540000000001,621.634,615.425,618.75,612.07,621.498,612.444,614.273,618.025,613.547,615.0419999999999,623.566,608.911,625.206,613.679,609.859,610.609,620.11,617.346,611.712,611.8290000000001,611.456,624.6619999999999,,611.898,618.212,620.497,613.981,613.201,608.707,625.086,619.431,618.758,616.003,618.115,619.245,629.075,,,,,,,,,,,,,,,
336.0,1344.0,608.595,608.556,612.698,613.072,615.187,609.855,610.339,612.05,608.479,609.51,610.379,609.585,614.207,624.7330000000001,611.876,611.753,616.317,624.545,620.115,620.337,615.02,609.498,618.062,619.386,619.404,612.9680000000001,617.302,621.965,609.727,614.8380000000001,615.107,617.405,611.0369999999999,609.637,614.969,611.669,607.952,610.8009999999999,611.863,612.5459999999999,615.66,609.376,617.3380000000001,618.031,611.744,616.509,608.877,624.356,614.393,623.062,616.707,620.4119999999999,611.63,623.605,612.737,615.687,620.117,614.137,615.613,625.396,609.5880000000001,627.985,614.8240000000001,610.035,611.534,620.819,618.286,613.118,611.896,612.6569999999999,625.471,,611.775,618.599,621.438,614.578,612.653,609.065,626.636,620.578,619.6519999999999,616.283,619.3380000000001,621.116,631.066,,,,,,,,,,,,,,,
336.25,1345.0,608.856,607.589,613.547,613.678,616.62,610.409,610.7180000000001,612.986,609.1419999999999,609.6659999999999,610.134,609.248,614.1080000000001,625.913,612.755,612.086,615.817,626.2919999999999,621.45,620.616,616.465,609.631,618.776,620.806,620.248,611.703,618.169,621.877,610.681,614.576,614.679,617.734,612.798,608.819,615.9780000000001,612.346,608.749,610.935,612.27,613.146,615.445,610.528,618.258,619.523,611.837,617.0830000000001,609.117,625.203,615.173,624.05,616.594,621.235,614.215,624.942,613.347,616.391,620.379,615.2330000000001,617.427,624.135,609.2919999999999,631.261,616.071,609.427,611.113,622.14,618.477,612.832,613.193,612.7669999999999,626.368,632.712,612.0319999999999,620.069,621.85,615.431,614.285,608.868,627.597,622.033,621.073,618.203,620.643,622.461,632.636,,,,,,,,,,,,,,,
336.5,1346.0,608.5790000000001,608.502,613.434,614.366,615.856,611.075,611.373,613.365,609.379,610.276,610.529,609.967,614.502,627.122,612.615,612.996,618.646,626.356,622.516,621.095,617.2909999999999,609.961,619.62,620.712,621.14,612.673,617.93,624.117,610.572,614.962,617.168,617.755,611.549,608.877,615.1,613.384,608.839,611.035,612.7080000000001,614.295,615.391,611.057,618.9,621.38,612.087,617.182,609.619,626.879,616.597,624.418,618.148,621.205,614.3480000000001,625.582,613.845,618.04,621.939,614.799,617.0219999999999,626.377,608.928,631.189,616.069,610.24,611.266,624.222,619.193,613.544,612.48,613.319,628.198,634.42,612.214,620.328,623.112,615.928,613.137,609.654,628.17,623.408,622.028,618.011,622.422,623.707,633.51,,,,,,,,,,,,,,,
336.75,1347.0,608.729,608.065,613.227,613.617,618.2909999999999,610.856,611.817,612.661,609.756,609.561,609.58,609.845,614.58,626.367,613.645,612.214,618.409,626.619,623.491,620.605,617.423,609.614,619.163,622.005,621.505,612.781,618.396,624.769,610.33,615.177,616.861,618.464,611.569,608.6990000000001,615.519,612.87,608.404,611.145,611.684,614.299,615.457,610.806,620.155,621.5269999999999,612.443,617.972,608.989,627.7130000000001,616.502,625.8240000000001,618.441,621.985,612.989,627.21,614.5790000000001,618.163,622.1669999999999,615.298,617.187,627.835,609.031,632.6759999999999,618.127,610.8,611.47,623.979,619.2909999999999,613.725,613.61,613.317,627.905,636.266,612.054,620.168,624.38,617.097,613.727,609.82,628.243,622.977,621.4540000000001,618.133,621.395,624.191,634.821,,,,,,,,,,,,,,,
337.0,1348.0,609.133,608.648,613.462,614.318,617.281,610.474,611.288,613.174,609.681,610.203,610.033,610.319,615.319,628.381,612.737,612.757,619.177,626.766,622.4590000000001,621.736,617.363,609.446,620.365,622.1419999999999,622.297,613.1030000000001,619.161,625.48,609.619,615.274,617.6469999999999,619.101,612.5459999999999,609.049,616.3580000000001,612.8,609.467,611.732,613.609,615.359,615.8430000000001,610.56,619.8580000000001,620.9490000000001,613.065,618.736,608.685,628.09,616.928,625.3480000000001,619.17,623.17,614.314,628.634,613.491,618.944,622.298,616.364,616.692,628.44,609.736,633.979,618.021,610.063,612.025,625.056,620.047,613.746,614.5880000000001,613.886,628.687,,612.8240000000001,620.5840000000001,623.8430000000001,616.308,615.193,609.559,629.48,623.894,622.567,618.4540000000001,622.424,623.989,635.914,,,,,,,,,,,,,,,
337.25,1349.0,608.173,608.8240000000001,613.976,614.462,617.034,609.6669999999999,611.697,613.2,609.346,610.4119999999999,610.177,610.192,615.092,627.836,613.335,612.3580000000001,619.513,626.945,622.5840000000001,621.649,617.496,610.1709999999999,619.326,621.8340000000001,622.743,613.989,619.895,624.755,609.748,616.1030000000001,616.4019999999999,618.888,612.299,609.677,615.9069999999999,613.592,608.444,611.492,612.951,614.609,615.464,610.627,620.174,621.5409999999999,612.785,618.023,609.238,628.687,615.866,627.499,619.387,622.4590000000001,614.937,630.2040000000001,614.605,619.049,623.265,616.6619999999999,617.707,628.211,610.721,633.705,618.266,610.487,612.27,625.28,620.091,614.2,614.54,613.2819999999999,629.25,,612.766,620.435,624.379,617.174,614.893,609.86,628.607,623.241,622.7090000000001,618.789,622.9259999999999,624.131,634.195,,,,,,,,,,,,,,,
