TimesH,Frame,NoMissing,111,111,122,122,142,142,173,173,176,176,179,179,181,181,184,184,185,185,186,186,187,187,195,195,208,208,210,210,219,219,221,221,222,222,225,225,228,228,229,229,230,230,238,238,248,248,249,249,251,251,254,254,256,256,263,263,266,266,271,271,273,273,280,280,285,285,288,288,290,290,296,296,305,305,455,455
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
23.75,95.0,,96.84200000000001,124.844,167.489,116.45,146.966,144.648,134.159,158.947,147.793,161.67600000000002,237.976,163.86,307.834,163.655,130.78799999999998,150.156,124.179,148.493,208.30900000000003,153.335,228.171,151.805,247.013,157.07299999999998,126.32,175.179,80.786,177.12,264.918,166.33700000000002,224.41099999999997,170.09400000000002,94.189,169.56099999999998,210.03599999999997,169.582,246.213,169.713,122.117,185.493,284.986,183.66,55.941,187.52200000000002,304.36,175.859,263.315,178.632,51.238,179.959,71.708,181.21,293.806,181.09599999999998,256.132,195.43400000000003,237.065,196.62,119.76899999999999,200.59900000000002,257.629,201.812,228.71400000000003,190.52599999999998,137.97299999999998,192.97799999999998,110.046,193.548,279.132,192.236,73.973,209.865,290.731,198.929,256.37,147.433
24.0,96.0,,96.635,124.77799999999999,167.43,116.387,146.953,144.683,134.139,158.968,147.774,161.67,237.977,163.86900000000003,307.895,163.60399999999998,130.83,150.267,124.10799999999999,148.542,208.313,153.32,228.146,151.78,246.989,157.071,126.296,175.176,80.773,177.15,264.893,166.325,224.398,170.09599999999998,94.197,169.56799999999998,210.02900000000002,169.574,246.271,169.78599999999997,122.09700000000001,185.48,285.04200000000003,183.69099999999997,56.028,187.56900000000002,304.39099999999996,175.898,263.33799999999997,178.65400000000002,51.368,180.00799999999998,71.695,181.207,293.82,181.08700000000002,256.132,195.428,237.015,196.62900000000002,119.804,200.56,257.591,201.829,228.72400000000002,190.554,137.976,192.997,110.045,193.57299999999998,279.14599999999996,192.22099999999998,73.891,209.83700000000002,290.733,198.905,256.547,147.055
24.25,97.0,,96.53399999999999,124.71700000000001,167.47400000000002,116.38799999999999,146.95600000000002,144.66299999999998,134.119,158.984,147.796,161.659,237.96200000000002,163.862,307.928,163.629,130.715,150.361,124.14200000000001,148.491,208.44299999999998,153.325,228.16400000000002,151.784,246.93599999999998,157.043,126.3,175.19,80.751,177.127,264.94,166.28799999999998,224.403,170.128,94.196,169.55599999999998,210.02599999999998,169.55,246.23,169.755,122.10799999999999,185.482,285.04900000000004,183.697,55.949,187.57299999999998,304.402,175.888,263.341,178.63,51.369,180.00599999999997,71.672,181.356,293.83799999999997,181.083,256.165,195.41299999999998,236.993,196.65599999999998,119.837,200.62099999999998,257.634,201.817,228.731,190.514,138.02100000000002,192.97799999999998,110.022,193.47400000000002,279.164,192.21,73.847,209.852,290.663,198.93099999999998,256.464,147.254
24.5,98.0,,96.596,124.78200000000001,167.503,116.31299999999999,146.951,144.665,134.095,158.982,147.738,161.679,237.959,163.863,307.818,163.65,130.67,150.371,124.132,148.467,208.34400000000002,153.293,228.18400000000003,151.804,246.938,157.043,126.26299999999999,175.18900000000002,80.777,177.112,264.942,166.327,224.389,170.165,94.19,169.548,209.99200000000002,169.49599999999998,246.2,169.804,122.11,185.503,285.022,183.679,55.933,187.593,304.438,175.885,263.355,178.60299999999998,51.42100000000001,180.03799999999998,71.749,181.412,293.812,181.072,256.15,195.456,236.984,196.65400000000002,119.87200000000001,200.549,257.587,201.86,228.713,190.516,138.02200000000002,193.0,109.962,193.507,279.161,192.207,73.8,209.81599999999997,290.931,198.891,256.267,147.19299999999998
24.75,99.0,,96.616,124.755,167.488,116.333,146.936,144.658,134.086,158.918,147.741,161.684,237.96400000000003,163.851,307.633,163.72899999999998,130.68200000000002,150.291,124.175,148.395,208.27900000000002,153.241,228.165,151.799,246.94,157.016,126.226,175.205,80.729,177.113,264.92400000000004,166.317,224.40099999999998,170.18200000000002,94.182,169.548,209.95,169.47400000000002,246.21599999999998,169.80200000000002,122.118,185.50799999999998,285.026,183.68099999999998,55.915,187.56599999999997,304.441,175.87599999999998,263.502,178.665,51.635,179.82,71.687,181.324,293.80400000000003,181.06799999999998,256.189,195.43900000000002,236.976,196.64,120.03200000000001,200.352,257.494,201.949,228.764,190.52700000000002,138.097,192.998,109.98200000000001,193.523,279.16,192.215,73.928,209.82,290.67900000000003,198.905,256.047,147.50799999999998
25.0,100.0,,96.715,124.781,167.477,116.295,146.91899999999998,144.667,134.071,158.895,147.724,161.694,237.94099999999997,163.858,307.613,163.829,130.696,150.273,124.196,148.446,208.2,153.216,228.19,151.77100000000002,246.94099999999997,157.042,126.227,175.19400000000002,80.684,177.149,264.909,166.33599999999998,224.422,170.207,94.17299999999999,169.546,209.981,169.452,246.261,169.82299999999998,122.115,185.516,285.022,183.68200000000002,56.067,187.6,304.447,175.834,263.526,178.69299999999998,51.544,179.97799999999998,71.67399999999999,181.452,293.786,181.05200000000002,256.211,195.428,236.873,196.606,120.01100000000001,200.40400000000002,257.471,201.97099999999998,228.69799999999998,190.50400000000002,138.088,193.021,109.964,193.512,279.161,192.218,73.81,209.641,290.844,198.847,256.27299999999997,147.049
25.25,101.0,,96.744,124.76299999999999,167.465,116.24700000000001,146.923,144.69299999999998,134.039,158.905,147.711,161.701,237.93599999999998,163.83,307.673,163.753,130.639,150.24200000000002,124.228,148.44,208.16,153.201,228.15099999999998,151.79399999999998,246.954,157.035,126.27799999999999,175.207,80.735,177.13299999999998,264.862,166.30900000000003,224.43900000000002,170.21900000000002,94.169,169.548,210.05900000000003,169.455,246.113,169.75900000000001,122.113,185.515,284.992,183.69799999999998,56.083,187.607,304.411,175.782,263.558,178.66299999999998,51.411,180.00400000000002,71.672,181.452,293.812,181.046,256.217,195.419,236.821,196.615,120.06299999999999,200.386,257.36400000000003,201.984,228.72799999999998,190.514,138.08100000000002,193.019,109.97399999999999,193.582,279.154,192.205,73.97800000000001,209.7,290.76,198.824,256.35900000000004,147.001
25.5,102.0,,96.811,124.74700000000001,167.46200000000002,116.23299999999999,146.908,144.694,134.034,158.87,147.686,161.681,237.926,163.843,307.809,163.774,130.63299999999998,150.364,124.146,148.481,208.15099999999998,153.227,228.16,151.78799999999998,246.96,157.034,126.27,175.178,80.669,177.12099999999998,264.815,166.32,224.485,170.19799999999998,94.171,169.55599999999998,210.08599999999998,169.42700000000002,246.128,169.801,122.09200000000001,185.518,285.041,183.701,55.986000000000004,187.54,304.447,175.748,263.528,178.638,51.547,179.923,71.638,181.36599999999999,293.824,181.043,256.176,195.405,236.768,196.63400000000001,119.863,200.578,257.39599999999996,201.938,228.68200000000002,190.515,138.072,193.016,109.94,193.606,279.159,192.207,74.054,209.791,290.834,198.812,256.445,146.969
25.75,103.0,,96.787,124.712,167.43900000000002,116.166,146.888,144.69799999999998,134.02,158.858,147.773,161.643,237.968,163.86,307.805,163.781,130.506,150.457,124.15,148.404,208.21900000000002,153.214,228.14,151.768,246.98,157.047,126.26299999999999,175.18099999999998,80.617,177.13400000000001,264.76599999999996,166.305,224.49200000000002,170.188,94.167,169.55900000000003,210.067,169.393,246.109,169.774,122.111,185.50400000000002,285.038,183.702,56.011,187.623,304.435,175.762,263.51099999999997,178.653,51.423,179.946,71.666,181.44400000000002,293.8,181.03799999999998,256.194,195.393,236.77599999999998,196.608,120.01700000000001,200.426,257.305,201.998,228.69299999999998,190.50900000000001,138.056,193.063,109.995,193.657,279.138,192.213,74.059,209.80700000000002,291.085,198.77,256.807,146.421
26.0,104.0,,96.775,124.65899999999999,167.43900000000002,116.139,146.888,144.719,133.966,158.875,147.77100000000002,161.606,237.94,163.868,307.856,163.763,130.346,150.475,124.17200000000001,148.338,208.132,153.175,228.127,151.76,246.979,157.003,126.25299999999999,175.173,80.569,177.138,264.796,166.287,224.489,170.169,94.171,169.565,210.03400000000002,169.356,246.075,169.75099999999998,122.06299999999999,185.49599999999998,285.015,183.705,55.948,187.592,304.461,175.75900000000001,263.546,178.645,51.495,179.858,71.778,181.49200000000002,293.78700000000003,181.03799999999998,256.23,195.388,236.74400000000003,196.576,120.035,200.347,257.355,201.965,228.71200000000002,190.507,138.07299999999998,193.081,109.988,193.64,279.132,192.202,74.15100000000001,209.856,291.111,198.753,256.832,146.32399999999998
26.25,105.0,,96.455,124.42399999999999,167.489,116.119,146.89,144.718,133.939,158.94799999999998,147.775,161.601,237.922,163.854,308.027,163.659,130.372,150.59,124.211,148.401,208.109,153.131,228.082,151.747,246.97299999999998,157.016,126.26299999999999,175.19299999999998,80.529,177.15200000000002,264.903,166.218,224.472,170.13,94.171,169.56900000000002,209.977,169.34,246.03400000000002,169.707,122.08200000000001,185.52200000000002,285.041,183.734,55.965,187.597,304.46,175.767,263.38599999999997,178.58,51.449,179.935,71.764,181.537,293.789,181.05599999999998,256.254,195.368,236.829,196.572,120.084,200.304,257.267,202.011,228.791,190.541,138.067,193.08700000000002,109.97,193.625,279.133,192.2,74.146,209.90599999999998,291.347,198.704,256.9,146.349
26.5,106.0,,96.24,124.37299999999999,167.43200000000002,116.135,146.914,144.716,133.929,158.92,147.75799999999998,161.608,237.945,163.855,308.01,163.686,130.576,150.389,124.149,148.546,208.11900000000003,153.061,228.09900000000002,151.768,246.96900000000002,157.029,126.27600000000001,175.188,80.501,177.17700000000002,264.87,166.157,224.482,170.111,94.16799999999999,169.58,209.97,169.32,245.97099999999998,169.66,122.105,185.537,285.087,183.74400000000003,55.964,187.63099999999997,304.445,175.737,263.35200000000003,178.574,51.418,179.951,71.671,181.498,293.77299999999997,181.054,256.236,195.382,236.84599999999998,196.6,120.11,200.291,257.277,202.023,228.803,190.52700000000002,138.037,193.07,110.012,193.653,279.133,192.201,74.236,209.891,291.406,198.65099999999998,256.96299999999997,146.392
26.75,107.0,,96.2,124.315,167.39700000000002,116.11200000000001,146.91299999999998,144.704,133.905,158.988,147.778,161.55700000000002,237.94799999999998,163.873,307.995,163.66,130.69899999999998,150.314,124.20200000000001,148.5,207.972,153.07399999999998,228.062,151.763,246.987,157.023,126.255,175.171,80.449,177.206,264.976,166.108,224.46400000000003,170.11900000000003,94.163,169.565,210.03099999999998,169.34400000000002,245.959,169.66099999999997,122.103,185.535,285.084,183.743,55.996,187.675,304.49,175.74,263.332,178.50599999999997,51.488,179.945,71.634,181.44,293.774,181.051,256.231,195.388,236.862,196.58700000000002,120.06700000000001,200.354,257.288,202.02200000000002,228.739,190.512,138.077,193.049,110.02799999999999,193.666,279.127,192.201,74.131,209.736,291.29900000000004,198.66099999999997,256.95799999999997,146.421
27.0,108.0,,96.16,124.241,167.433,116.145,146.891,144.707,133.899,158.991,147.747,161.612,237.94,163.873,308.065,163.70600000000002,130.768,150.317,124.251,148.343,207.949,153.067,228.018,151.751,246.972,157.026,126.275,175.168,80.442,177.248,264.991,166.085,224.40200000000002,170.113,94.156,169.565,210.043,169.351,245.90599999999998,169.57,122.13,185.514,285.086,183.74,55.978,187.653,304.517,175.715,263.33,178.49400000000003,51.496,179.832,71.63,181.34099999999998,293.741,181.063,256.245,195.389,236.787,196.523,120.02,200.424,257.32599999999996,202.002,228.747,190.485,138.1,193.072,110.021,193.68599999999998,279.12,192.197,74.14,209.822,291.464,198.605,256.928,146.465
27.25,109.0,,96.066,124.23700000000001,167.485,116.177,146.911,144.717,133.887,158.97,147.73,161.638,237.9,163.84599999999998,308.043,163.665,130.79399999999998,150.31,124.25299999999999,148.36700000000002,207.842,153.047,228.00799999999998,151.746,246.99,157.013,126.301,175.135,80.43,177.237,264.969,166.107,224.41400000000002,170.104,94.149,169.565,210.02200000000002,169.33,245.791,169.50400000000002,122.116,185.50599999999997,285.095,183.71099999999998,55.912,187.61700000000002,304.578,175.717,263.408,178.50400000000002,51.231,179.947,71.594,181.41299999999998,293.793,181.065,256.279,195.35299999999998,236.835,196.532,119.964,200.43400000000003,257.228,202.047,228.71200000000002,190.512,138.184,193.045,110.022,193.69799999999998,279.11,192.199,74.085,209.832,291.35200000000003,198.63,256.879,146.38
27.5,110.0,,96.073,124.306,167.486,116.211,146.947,144.738,133.846,159.009,147.719,161.585,237.9,163.842,307.98400000000004,163.727,130.767,150.395,124.30799999999999,148.431,207.845,153.014,228.015,151.734,246.988,157.034,126.34200000000001,175.111,80.411,177.24200000000002,265.027,166.053,224.423,170.047,94.148,169.56900000000002,209.96200000000002,169.31,245.852,169.548,122.11,185.50799999999998,285.065,183.725,55.821999999999996,187.549,304.607,175.752,263.348,178.486,51.123999999999995,179.916,71.574,181.55599999999998,293.802,181.05200000000002,256.248,195.37099999999998,236.81599999999997,196.476,119.851,200.571,257.238,202.024,228.73,190.487,138.173,193.05900000000003,110.038,193.648,279.107,192.18400000000003,74.085,209.968,291.19,198.671,256.991,146.35399999999998
27.75,111.0,,96.124,124.321,167.503,116.206,146.944,144.721,133.79,159.029,147.707,161.619,237.864,163.83,308.046,163.751,130.687,150.435,124.38,148.433,207.769,152.968,227.99900000000002,151.722,247.00799999999998,157.011,126.37899999999999,175.081,80.351,177.243,265.086,166.00099999999998,224.453,170.053,94.148,169.565,209.954,169.304,245.83700000000002,169.574,122.098,185.54,285.078,183.72400000000002,55.748999999999995,187.545,304.58299999999997,175.729,263.454,178.511,50.98,179.98,71.486,181.262,293.807,181.05700000000002,256.243,195.359,236.81599999999997,196.456,119.833,200.595,257.274,202.033,228.695,190.502,138.19899999999998,193.055,110.021,193.578,279.10400000000004,192.196,74.069,210.067,291.029,198.68900000000002,256.973,146.412
28.0,112.0,,96.12700000000001,124.295,167.465,116.234,146.939,144.719,133.797,159.047,147.717,161.615,237.852,163.832,308.218,163.69,130.74200000000002,150.489,124.33,148.585,207.671,152.984,228.03799999999998,151.705,247.014,157.026,126.436,175.05900000000003,80.357,177.233,265.05400000000003,165.937,224.454,170.012,94.14,169.56,209.865,169.3,245.82299999999998,169.516,122.081,185.52,285.093,183.732,55.678000000000004,187.554,304.611,175.676,263.464,178.518,51.052,179.94799999999998,71.428,181.33,293.791,181.05200000000002,256.259,195.368,236.835,196.44400000000002,119.851,200.65900000000002,257.47900000000004,201.954,228.707,190.50400000000002,138.21200000000002,193.081,109.979,193.535,279.119,192.18900000000002,74.059,210.044,291.224,198.636,,
28.25,113.0,,96.103,124.27799999999999,167.489,116.21,146.945,144.746,133.783,159.046,147.692,161.61700000000002,237.81099999999998,163.789,308.142,163.814,130.734,150.42,124.446,148.494,207.67700000000002,152.97299999999998,228.042,151.72,247.043,157.028,126.477,175.01,80.358,177.248,265.202,165.872,224.446,170.014,94.137,169.549,209.795,169.268,245.856,169.495,122.104,185.511,285.062,183.71,55.637,187.546,304.633,175.699,263.38,178.43400000000003,51.089,180.003,71.391,181.29,293.776,181.07299999999998,256.279,195.338,236.88400000000001,196.5,119.821,200.722,257.623,201.81799999999998,228.729,190.50599999999997,138.208,193.06900000000002,109.98,193.535,279.111,192.197,74.04899999999999,209.921,291.252,198.674,,
28.5,114.0,,96.12700000000001,124.275,167.438,116.139,146.938,144.759,133.783,159.043,147.718,161.547,237.81900000000002,163.77200000000002,308.121,163.813,130.80100000000002,150.41,124.48,148.495,207.66,152.93200000000002,228.016,151.744,247.048,157.029,126.46700000000001,174.99900000000002,80.398,177.22299999999998,265.258,165.796,224.452,170.019,94.137,169.544,209.764,169.232,245.875,169.49599999999998,122.07,185.521,285.036,183.703,55.708,187.604,304.633,175.68200000000002,263.383,178.446,51.025,179.989,71.407,181.24900000000002,293.801,181.07299999999998,256.296,195.364,236.833,196.459,119.79899999999999,200.778,257.675,201.81900000000002,228.74400000000003,190.532,138.233,193.065,110.015,193.47099999999998,279.12,192.192,73.979,209.967,291.089,198.706,,
28.75,115.0,,96.19,124.23700000000001,167.465,116.08200000000001,146.93200000000002,144.732,133.67,159.118,147.733,161.541,237.83599999999998,163.757,308.191,163.704,130.865,150.342,124.46799999999999,148.558,207.618,152.937,228.02700000000002,151.757,247.075,157.024,126.56200000000001,174.946,80.45,177.239,265.248,165.747,224.451,170.05700000000002,94.13,169.541,209.735,169.25099999999998,245.834,169.486,122.053,185.514,285.046,183.695,55.716,187.59400000000002,304.639,175.715,263.425,178.389,51.108999999999995,179.882,71.25,181.065,293.82599999999996,181.05900000000003,256.318,195.342,236.87,196.446,119.774,200.829,257.663,201.804,228.75900000000001,190.518,138.262,193.074,109.991,193.537,279.10900000000004,192.187,73.913,209.92,291.302,198.71200000000002,257.212,146.253
29.0,116.0,,96.126,124.227,167.40400000000002,116.01100000000001,146.91299999999998,144.71200000000002,133.69899999999998,159.069,147.705,161.541,237.833,163.72899999999998,308.143,163.892,130.842,150.384,124.454,148.535,207.575,152.944,228.019,151.763,247.06799999999998,157.012,126.595,174.907,80.49,177.176,265.621,165.588,224.459,170.055,94.133,169.524,209.727,169.209,245.842,169.40900000000002,122.021,185.519,285.003,183.68599999999998,55.662,187.57,304.649,175.69099999999997,263.45599999999996,178.34900000000002,51.121,179.96200000000002,71.28399999999999,181.109,293.814,181.06099999999998,256.351,195.30700000000002,236.90400000000002,196.454,119.742,200.75900000000001,257.666,201.78900000000002,228.75599999999997,190.525,138.282,193.075,109.999,193.507,279.103,192.18,73.934,209.92,291.23,198.69799999999998,257.491,145.912
29.25,117.0,,96.17299999999999,124.2,167.326,115.965,146.92,144.719,133.651,159.032,147.702,161.503,237.813,163.713,308.19,163.855,130.828,150.335,124.46799999999999,148.589,207.572,152.915,228.05900000000003,151.73,247.05,156.997,126.559,174.953,80.375,177.257,265.64599999999996,165.60299999999998,224.452,170.02,94.124,169.52200000000002,209.747,169.207,245.889,169.41,121.988,185.49900000000002,284.998,183.68599999999998,55.636,187.602,304.655,175.755,263.485,178.361,51.098,179.86700000000002,71.221,181.15400000000002,293.823,181.047,256.295,195.31400000000002,236.89700000000002,196.41400000000002,119.75299999999999,200.678,257.695,201.767,228.736,190.52,138.304,193.058,110.03,193.611,279.103,192.188,74.031,209.93200000000002,291.481,198.65900000000002,257.497,145.889
29.5,118.0,,96.24700000000001,124.22200000000001,167.373,115.961,146.886,144.732,133.614,159.014,147.686,161.516,237.804,163.714,308.324,163.82299999999998,130.83,150.411,124.50399999999999,148.548,207.56,152.90200000000002,228.002,151.705,247.084,156.983,126.561,174.96599999999998,80.377,177.27,265.284,165.852,224.442,170.04,94.134,169.515,209.748,169.2,245.916,169.44400000000002,121.947,185.46900000000002,285.04,183.675,55.647,187.605,304.66200000000003,175.762,263.406,178.257,51.163000000000004,179.829,71.189,181.044,293.841,181.042,256.33,195.30599999999998,236.851,196.27599999999998,119.774,200.59799999999998,257.686,201.78599999999997,228.739,190.519,138.32299999999998,193.09099999999998,110.01799999999999,193.61900000000003,279.087,192.19099999999997,73.98899999999999,210.023,291.34,198.71099999999998,257.625,145.906
29.75,119.0,,96.221,124.17399999999999,167.32,115.962,146.89700000000002,144.753,133.612,159.018,147.64,161.529,237.812,163.721,308.314,163.80700000000002,130.835,150.33700000000002,124.508,148.54399999999998,207.451,153.01,228.02,151.74,247.044,156.96200000000002,126.595,174.985,80.24600000000001,177.27599999999998,265.33799999999997,165.74200000000002,224.451,170.023,94.13600000000001,169.516,209.815,169.169,245.90099999999998,169.48,121.954,185.43900000000002,285.007,183.673,55.684,187.623,304.644,175.77200000000002,263.418,178.205,51.205,179.938,71.153,180.84799999999998,293.786,181.044,256.35900000000004,195.298,236.893,196.165,119.741,200.625,257.758,201.74400000000003,228.792,190.52900000000002,138.377,193.11700000000002,110.01899999999999,193.687,279.09,192.18900000000002,74.039,209.93200000000002,291.46299999999997,198.674,257.663,145.939
30.0,120.0,,96.161,124.204,167.34099999999998,115.95,146.877,144.754,133.585,159.013,147.671,161.523,237.85,163.72,308.372,163.804,130.91,150.27200000000002,124.51799999999999,148.541,207.418,153.006,228.074,151.734,247.054,156.942,126.7,174.959,80.255,177.31099999999998,265.685,165.523,224.428,169.99099999999999,94.132,169.503,209.821,169.112,245.926,169.451,121.936,185.44299999999998,284.994,183.672,55.763000000000005,187.65400000000002,304.652,175.773,263.51,178.208,51.133,179.946,71.069,180.817,293.791,181.032,256.353,195.293,236.89,196.111,119.741,200.687,257.83299999999997,201.72099999999998,228.856,190.55599999999998,138.389,193.12400000000002,110.023,193.673,279.086,192.19,73.874,209.923,291.355,198.648,257.697,145.981
30.25,121.0,,96.152,124.204,167.36,115.971,146.847,144.749,133.56799999999998,159.054,147.659,161.52700000000002,237.822,163.688,308.295,163.862,130.895,150.281,124.49799999999999,148.623,207.42700000000002,152.94899999999998,228.013,151.713,247.044,156.96,126.73,174.955,80.279,177.304,265.632,165.49400000000003,224.43400000000003,169.96900000000002,94.12700000000001,169.518,209.83900000000003,169.135,245.86900000000003,169.44400000000002,121.961,185.399,284.935,183.643,55.75899999999999,187.642,304.626,175.75599999999997,263.504,178.26,51.06,179.935,70.94800000000001,180.793,293.777,181.043,256.356,195.282,236.925,196.16099999999997,119.77,200.643,257.853,201.696,228.832,190.577,138.401,193.12,109.99600000000001,193.59,279.1,192.17700000000002,73.88600000000001,209.968,291.395,198.678,257.748,145.93200000000002
30.5,122.0,,96.241,124.221,167.393,115.96,146.828,144.731,133.611,159.10299999999998,147.688,161.533,237.75900000000001,163.636,308.32599999999996,163.796,130.884,150.259,124.52799999999999,148.59799999999998,207.421,152.94,228.07,151.71,247.049,156.983,126.79899999999999,174.93900000000002,80.319,177.28,265.332,165.665,224.435,169.977,94.12700000000001,169.524,209.826,169.09400000000002,245.858,169.415,121.93,185.407,284.957,183.646,55.751999999999995,187.68900000000002,304.65,175.74599999999998,263.512,178.197,51.108000000000004,179.854,70.883,180.731,293.79900000000004,181.035,256.372,195.292,236.94299999999998,196.22400000000002,119.76299999999999,200.72099999999998,257.782,201.729,228.803,190.562,138.393,193.114,110.009,193.59599999999998,279.11,192.17,73.807,209.97400000000002,291.30400000000003,198.65099999999998,257.587,145.912
30.75,123.0,,96.335,124.23700000000001,167.31099999999998,115.945,146.83,144.764,133.55100000000002,159.134,147.69899999999998,161.519,237.76,163.625,308.289,163.893,130.931,150.226,124.461,148.539,207.321,152.963,228.1,151.687,247.00799999999998,156.972,126.74,174.926,80.26899999999999,177.27,265.007,165.68200000000002,224.425,169.96200000000002,94.11399999999999,169.52900000000002,209.821,169.082,245.90099999999998,169.373,121.917,185.38400000000001,284.966,183.641,55.698,187.695,304.672,175.743,263.57599999999996,178.13299999999998,51.068999999999996,179.843,70.874,180.607,293.77299999999997,181.02700000000002,256.383,195.29,236.952,196.28400000000002,120.958,199.231,257.763,201.706,228.79,190.574,138.384,193.095,110.00399999999999,193.625,279.106,192.178,73.93,210.00599999999997,291.065,198.641,257.57099999999997,145.914
31.0,124.0,,96.219,124.214,167.225,115.945,146.828,144.774,133.515,159.037,147.685,161.547,237.7,163.582,308.308,163.821,130.94,150.231,124.335,148.589,207.31799999999998,153.009,228.16299999999998,151.66,247.033,156.955,126.775,174.903,80.222,177.22099999999998,265.041,165.66,224.446,169.93099999999998,94.12100000000001,169.52200000000002,209.78,169.062,245.958,169.389,121.906,185.395,284.968,183.613,55.716,187.67700000000002,304.711,175.739,263.619,178.019,51.085,179.783,70.818,180.555,293.774,181.03900000000002,256.409,195.27900000000002,236.952,196.278,120.891,199.27200000000002,257.802,201.665,228.72299999999998,190.56599999999997,138.39600000000002,193.07299999999998,110.039,193.713,279.10900000000004,192.178,73.999,210.00599999999997,291.01099999999997,198.672,257.547,145.94799999999998
31.25,125.0,,96.198,124.156,167.2,115.90799999999999,146.85399999999998,144.776,133.503,159.07399999999998,147.704,161.54399999999998,237.638,163.545,308.264,163.845,130.91299999999998,150.292,124.25200000000001,148.702,207.271,152.987,228.18599999999998,151.621,247.045,156.907,126.844,174.877,80.248,177.239,265.121,165.63,224.445,169.917,94.12200000000001,169.52700000000002,209.821,169.046,245.91099999999997,169.403,121.926,185.405,284.978,183.61599999999999,55.701,187.683,304.71299999999997,175.71099999999998,263.661,177.97799999999998,51.088,179.81599999999997,70.745,180.52599999999998,293.809,181.032,256.378,195.27900000000002,236.945,196.274,120.86399999999999,199.237,257.881,201.61900000000003,228.757,190.57,138.377,193.03900000000002,110.07700000000001,193.722,279.099,192.173,74.039,209.952,290.85,198.673,255.928,147.869
31.5,126.0,,96.186,124.13600000000001,167.15099999999998,115.876,146.891,144.78,133.45,159.15,147.71200000000002,161.536,237.615,163.54,308.282,163.891,130.908,150.25,124.228,148.747,207.229,152.997,228.183,151.64,247.05,156.909,126.84100000000001,174.89,80.227,177.208,265.161,165.632,224.47099999999998,169.922,94.12200000000001,169.524,209.804,169.054,245.88,169.368,121.914,185.425,285.002,183.595,55.692,187.71,304.692,175.725,263.623,177.946,51.023,179.894,70.798,180.507,293.836,181.049,256.36400000000003,195.308,236.86599999999999,196.12,120.84100000000001,199.235,257.85400000000004,201.637,228.75900000000001,190.59900000000002,138.329,193.05700000000002,110.12700000000001,193.705,279.118,192.16099999999997,73.941,209.84099999999998,290.848,198.675,255.888,147.968
31.75,127.0,,96.14299999999999,124.117,167.09,115.854,146.886,144.787,133.42600000000002,159.263,147.778,161.488,237.23,163.261,308.215,163.91299999999998,130.9,150.322,124.31700000000001,148.555,207.28900000000002,153.02700000000002,228.205,151.612,247.079,156.934,126.844,174.88099999999997,80.221,177.205,265.008,165.671,224.44799999999998,169.91400000000002,94.119,169.516,209.778,169.07,245.87,169.36599999999999,121.90700000000001,185.42,285.006,183.583,55.725,187.733,304.71,175.701,263.661,177.926,51.056000000000004,179.917,70.792,180.545,293.828,181.06,256.362,195.30900000000003,236.86900000000003,196.10299999999998,120.649,199.304,257.91200000000003,201.585,228.767,190.61900000000003,138.366,193.085,110.095,193.666,279.118,192.149,73.891,209.801,290.95599999999996,198.665,255.611,148.007
32.0,128.0,,96.09700000000001,124.146,167.058,115.772,146.90200000000002,144.773,133.372,159.361,147.73,161.506,237.15200000000002,163.209,308.164,164.00799999999998,130.909,150.262,124.3,148.639,207.273,153.05100000000002,228.192,151.59799999999998,247.118,156.89600000000002,126.773,174.85299999999998,80.225,177.16400000000002,265.172,165.615,224.43400000000003,169.845,94.12,169.514,209.678,169.185,245.86700000000002,169.37400000000002,121.897,185.41299999999998,285.036,183.55200000000002,55.761,187.74900000000002,304.749,175.7,263.678,177.91299999999998,51.075,179.893,70.847,180.628,293.85,181.065,256.362,195.31,236.865,196.179,120.604,199.31799999999998,257.839,201.63,228.77599999999998,190.606,138.322,193.081,110.10600000000001,193.722,279.112,192.15099999999998,73.95,209.764,291.10200000000003,198.645,255.764,147.806
32.25,129.0,,96.04799999999999,124.09700000000001,166.984,115.73299999999999,146.903,144.77200000000002,133.388,159.322,147.738,161.496,236.968,163.06799999999998,308.257,164.02700000000002,130.901,150.256,124.243,148.707,207.357,152.984,228.171,151.582,247.146,156.88299999999998,126.79899999999999,174.83900000000003,80.27199999999999,177.18099999999998,265.171,165.613,224.445,169.875,94.11399999999999,169.512,209.678,169.173,245.888,169.454,121.875,185.398,285.028,183.555,55.778999999999996,187.695,304.778,175.717,263.649,177.857,51.135,179.96,70.82600000000001,180.59,293.877,181.05599999999998,256.392,195.293,236.96900000000002,196.21200000000002,120.76899999999999,199.15400000000002,257.845,201.605,228.769,190.605,138.371,193.123,110.055,193.72,279.113,192.146,74.045,209.702,291.094,198.62900000000002,255.51,148.08100000000002
