TimesH,Frame,40,48,53,60,73,76,92,102,103,104,105,106,110,114,116,130,131,132,142,148,149,156,157,161,164,167,169,170,173,183,184,188,195,202,208,214,225,226,241,242,324,361,404,439,456,599,678,684,687,722
143.5,574.0,614.494,613.659,612.879,610.761,611.836,613.264,615.365,622.289,615.4590000000001,615.602,618.332,616.7819999999999,617.435,618.3530000000001,612.482,618.2719999999999,613.898,614.4159999999999,616.146,614.844,612.7180000000001,,617.669,617.643,614.6619999999999,617.7,614.883,611.521,617.149,622.783,615.756,620.659,616.448,614.8580000000001,617.894,619.8290000000001,614.995,612.21,619.0880000000001,617.145,,,,,,,,,,
143.75,575.0,615.078,614.4540000000001,613.614,611.016,612.227,613.53,616.389,625.62,618.9580000000001,617.606,620.175,619.789,619.54,621.383,612.363,621.576,615.712,616.519,619.0319999999999,616.885,614.482,611.794,618.678,620.114,615.837,619.999,615.4119999999999,612.672,618.816,627.511,615.899,625.121,618.154,615.87,620.355,624.028,616.096,612.313,620.308,619.826,,,,,,,,,,
144.0,576.0,615.731,615.1659999999999,613.835,611.804,612.529,613.908,617.507,626.758,622.0419999999999,618.813,622.201,622.6030000000001,621.747,622.308,612.989,622.761,615.377,617.7919999999999,619.819,617.124,614.529,613.4780000000001,620.248,622.464,615.693,622.1030000000001,615.945,612.4830000000001,620.679,628.501,615.335,625.3,621.24,617.432,623.0980000000001,625.302,616.464,611.89,621.446,619.486,,,,,,,,,,
144.25,577.0,616.674,615.816,613.763,611.207,612.451,613.972,617.427,627.469,620.587,619.1759999999999,621.557,623.499,621.265,623.562,613.819,622.344,615.722,618.268,620.841,618.061,614.4069999999999,612.627,622.581,622.295,616.415,622.672,615.6080000000001,613.086,621.207,628.835,616.087,624.526,621.389,617.062,622.79,625.376,615.384,611.785,621.693,620.318,,,,,,,,,,
144.5,578.0,617.065,614.743,613.191,611.231,612.773,613.481,618.881,627.091,621.219,618.941,622.104,623.335,622.035,623.7080000000001,612.79,622.283,616.8430000000001,617.866,619.979,617.748,614.571,612.894,622.837,622.448,616.187,622.186,614.2669999999999,612.918,621.105,628.295,616.619,623.585,621.461,616.756,622.457,625.342,616.43,612.16,622.054,619.905,,,,,,,,,,
144.75,579.0,615.874,615.248,612.86,611.129,612.874,614.0319999999999,617.641,626.864,620.789,618.778,621.484,624.572,620.173,621.842,613.404,621.8969999999999,615.8969999999999,617.349,620.239,617.492,614.207,613.002,622.8009999999999,621.979,616.347,621.658,615.095,612.571,622.264,628.033,616.418,624.148,621.175,617.173,622.278,625.439,615.947,611.878,621.554,619.247,,,,,,,,,,
145.0,580.0,615.619,615.12,613.581,610.953,611.683,614.1659999999999,617.714,627.139,620.7280000000001,619.554,621.658,624.8,620.683,622.837,612.839,621.8530000000001,615.846,618.6669999999999,619.548,616.368,613.628,613.205,623.457,621.908,615.521,620.8430000000001,615.702,612.852,621.06,627.9730000000001,616.516,622.622,621.293,616.969,623.0880000000001,625.971,615.6469999999999,611.349,621.731,619.231,,,,,,,,,,
145.25,581.0,616.395,614.945,613.1080000000001,610.738,613.123,614.262,618.031,626.742,621.614,618.16,621.776,624.707,620.8580000000001,623.566,612.822,622.179,615.735,617.816,620.065,617.6569999999999,614.216,612.9590000000001,623.379,622.322,616.139,621.1080000000001,615.363,612.466,621.42,628.5269999999999,616.9159999999999,623.205,620.134,616.741,622.995,625.455,614.8340000000001,611.53,621.625,619.3290000000001,,,,,,,,,,
145.5,582.0,615.696,614.8340000000001,613.5219999999999,611.683,612.631,613.094,618.644,626.743,620.279,618.731,621.469,623.502,620.904,622.49,613.322,623.3240000000001,616.05,616.928,620.01,617.937,613.839,613.196,622.812,622.9019999999999,615.913,621.242,614.762,613.058,621.891,627.873,616.674,622.812,620.693,617.558,622.304,625.308,616.119,611.0980000000001,622.294,619.065,,,,,,,,,,
145.75,583.0,615.445,614.5740000000001,613.518,611.812,612.756,614.444,618.1990000000001,627.087,620.8,618.785,621.8330000000001,623.98,621.448,623.817,613.932,623.123,616.054,617.852,620.008,617.0459999999999,614.238,612.764,623.731,622.878,616.476,621.245,615.543,612.689,621.58,629.395,615.627,624.168,620.443,617.814,623.087,627.552,615.7230000000001,611.516,622.739,619.933,614.0930000000001,,,,,,,,,
146.0,584.0,615.553,614.35,613.205,611.327,613.9830000000001,615.18,618.582,628.3530000000001,621.487,618.5740000000001,622.731,623.87,621.6080000000001,625.033,616.123,623.007,616.139,618.097,619.863,618.123,613.866,612.865,624.153,623.2090000000001,615.674,621.901,616.331,612.727,621.8530000000001,630.0219999999999,615.819,624.217,621.328,617.479,623.455,627.144,615.691,611.872,623.082,619.991,614.516,,,,,,,,,
146.25,585.0,617.235,614.638,613.645,611.582,614.3290000000001,614.88,619.5509999999999,628.781,621.2959999999999,620.469,622.71,623.591,621.8969999999999,626.102,613.447,624.116,616.332,618.5,620.19,619.0409999999999,614.7180000000001,613.011,624.383,622.544,615.759,622.575,615.3969999999999,612.739,622.336,631.0369999999999,615.967,625.599,621.134,617.308,624.319,627.286,616.621,611.146,622.885,619.969,613.38,,,,,,,,,
146.5,586.0,615.78,615.499,613.751,611.509,613.467,615.451,619.962,630.013,623.275,619.7330000000001,624.452,624.7090000000001,622.305,626.915,613.942,626.1669999999999,616.362,617.95,622.613,619.906,614.881,612.967,624.036,623.387,616.615,622.852,616.207,613.366,622.469,631.724,615.61,626.313,621.555,617.7819999999999,623.618,628.331,617.134,611.285,623.9490000000001,620.761,614.057,,,,,,,,,
146.75,587.0,617.415,616.682,614.633,611.436,614.4490000000001,615.2869999999999,620.141,632.346,623.489,620.064,623.881,624.931,622.226,627.41,614.524,625.836,616.928,618.859,622.259,621.445,614.925,613.078,624.998,623.886,616.9,624.09,617.234,613.182,622.988,632.266,616.693,627.205,620.639,617.946,624.965,628.445,617.564,611.7919999999999,624.139,621.819,614.472,,,,,,,,,
147.0,588.0,616.496,615.691,614.776,611.827,615.136,616.992,620.3340000000001,633.367,623.327,620.102,624.533,625.849,623.511,629.024,613.536,628.049,617.053,619.811,623.235,621.388,615.387,613.373,625.706,623.711,616.9169999999999,624.1419999999999,616.268,613.722,623.553,633.24,616.773,628.99,622.543,618.356,626.467,629.7719999999999,616.742,612.076,625.122,621.586,615.283,,,,,,,,,
