TimesH,Frame,NoMissing,40,40,48,48,53,53,60,60,73,73,76,76,92,92,102,102,103,103,104,104,105,105,106,106,110,110,114,114,116,116,130,130,131,131,132,132,142,142,148,148,149,149,156,156,157,157,161,161,164,164,167,167,169,169,170,170,173,173,183,183,184,184,188,188,195,195,202,202,208,208,214,214,225,225,226,226,241,241,242,242,324,324,361,361,404,404,439,439,456,456,599,599,678,678,684,684,687,687,722,722
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
148.0,592.0,,105.976,139.662,92.35,144.137,127.964,127.905,292.70799999999997,134.365,92.41799999999999,121.48700000000001,232.955,122.486,277.694,167.22299999999998,134.49,170.233,254.855,168.821,293.619,172.204,242.29,172.047,98.307,173.264,241.91099999999997,160.841,136.185,163.017,307.078,163.189,126.874,157.214,73.39699999999999,158.262,256.04400000000004,156.81799999999998,126.15,147.386,226.727,148.52700000000002,283.397,150.034,299.947,191.65200000000002,86.764,193.648,114.285,196.077,288.101,195.50099999999998,126.454,198.356,53.685,185.274,306.98400000000004,185.519,259.932,186.922,136.936,190.797,68.732,179.197,146.224,179.505,274.27299999999997,182.615,83.969,174.11599999999999,260.397,176.915,110.21700000000001,178.16099999999997,146.22799999999998,206.773,56.739,209.06799999999998,255.03599999999997,201.047,135.924,201.084,221.046,117.853,246.87400000000002,181.96,,,,,,,,,,,,,,,,
148.25,593.0,,105.959,139.66,92.34899999999999,144.011,127.99,127.917,292.71,134.388,92.429,121.488,232.955,122.431,277.716,167.19,134.482,170.261,254.83700000000002,168.93200000000002,293.59,172.19799999999998,242.37599999999998,172.042,98.305,173.28099999999998,241.921,160.804,136.185,163.069,307.052,163.21200000000002,126.84100000000001,157.234,73.435,158.215,256.028,156.821,126.094,147.319,226.709,148.526,283.409,150.02200000000002,300.129,191.57299999999998,86.75200000000001,193.646,114.2,196.083,288.122,195.50099999999998,126.41799999999999,198.332,53.69,185.26,307.16900000000004,185.45,259.932,186.94,136.925,190.794,68.75,179.297,146.17600000000002,179.452,274.268,182.59900000000002,83.96799999999999,174.09099999999998,260.392,176.97799999999998,110.186,178.183,146.205,206.739,56.743,209.00900000000001,255.063,201.03599999999997,135.941,201.1,221.077,117.735,246.808,181.86700000000002,,,,,,,,,,,,,,,,
148.5,594.0,,105.94,139.641,92.264,143.826,128.005,127.91799999999999,292.707,134.375,92.434,121.48100000000001,232.91299999999998,122.398,277.774,167.175,134.494,170.16299999999998,254.84099999999998,168.976,293.577,172.178,242.34,172.03599999999997,98.287,173.299,241.935,160.817,136.145,163.083,307.052,163.22899999999998,126.86200000000001,157.238,73.607,158.245,256.043,156.826,126.05,147.251,226.71099999999998,148.518,283.397,149.983,300.065,191.44099999999997,86.74600000000001,193.645,114.18299999999999,196.102,288.1,195.513,126.49799999999999,198.35299999999998,53.688,185.25,307.184,185.44299999999998,259.918,186.954,136.933,190.774,68.792,179.34099999999998,146.21,179.382,274.233,182.585,83.965,174.081,260.401,177.114,110.179,178.185,146.216,206.74200000000002,56.705,208.949,255.105,201.041,135.922,201.092,221.14700000000002,117.625,246.9,181.86900000000003,,,,,,,,,,,,,,,,
148.75,595.0,,105.925,139.628,92.279,143.768,128.018,127.925,292.638,134.464,92.42200000000001,121.47,232.93099999999998,122.37700000000001,277.77,167.162,134.513,170.204,254.84599999999998,168.922,293.57099999999997,172.158,242.338,172.024,98.273,173.324,241.94099999999997,160.812,136.061,163.28,307.04400000000004,163.24,126.86399999999999,157.247,73.62100000000001,158.244,256.026,156.791,126.079,147.276,226.699,148.532,283.361,149.988,299.913,191.388,86.749,193.644,114.14,196.092,288.113,195.50599999999997,126.538,198.41400000000002,53.695,185.234,307.188,185.418,259.89599999999996,186.972,136.93200000000002,190.769,68.806,179.391,146.154,179.37,274.252,182.577,83.947,174.08900000000003,260.378,177.553,110.148,178.19799999999998,146.236,206.71400000000003,56.688,208.92,255.13400000000001,201.045,135.9,201.077,221.02,117.53,246.71099999999998,181.769,,,,,,,,,,,,,,,,
149.0,596.0,,105.91,139.659,92.288,143.73,128.03,127.93299999999999,292.56,134.494,92.432,121.475,232.937,122.39399999999999,277.827,167.127,134.52100000000002,170.168,254.87099999999998,168.82,293.55,172.148,242.27900000000002,172.007,98.219,173.41,241.956,160.819,136.056,163.29,307.047,163.275,126.853,157.27700000000002,73.683,158.249,256.036,156.784,126.117,147.322,226.68599999999998,148.528,283.311,150.025,299.622,191.40599999999998,86.74600000000001,193.642,113.964,196.11,288.101,195.50400000000002,126.525,198.412,53.703,185.232,307.218,185.393,259.893,187.01,136.954,190.74900000000002,68.774,179.368,146.19299999999998,179.36,274.249,182.581,83.948,174.105,260.27,177.558,110.12100000000001,178.21599999999998,146.222,206.679,56.67100000000001,208.924,255.15200000000002,201.03099999999998,135.945,201.101,220.976,117.523,247.023,181.83900000000003,,,,,,,,,,,,,,,,
149.25,597.0,,105.88600000000001,139.631,92.251,143.566,128.02700000000002,127.94200000000001,292.39799999999997,134.618,92.399,121.45200000000001,232.949,122.37299999999999,277.77299999999997,167.16299999999998,134.549,170.18,254.82299999999998,168.821,293.526,172.12400000000002,242.231,171.997,98.079,173.507,241.952,160.793,136.05100000000002,163.264,307.038,163.286,126.86200000000001,157.30200000000002,73.736,158.25,256.038,156.768,126.17,147.363,226.665,148.533,283.317,150.016,299.562,191.335,86.75,193.635,113.82700000000001,196.125,288.131,195.497,126.572,198.395,53.693999999999996,185.232,307.098,185.407,259.83099999999996,187.062,136.957,190.72799999999998,68.777,179.362,146.24,179.426,274.219,182.572,83.959,174.08,260.244,177.265,110.09299999999999,178.234,146.214,206.623,56.614,208.96900000000002,255.183,201.03,135.965,201.092,220.91,117.471,,,,,,,,,,,,,,,,,,
149.5,598.0,,105.852,139.638,92.195,143.436,128.026,127.92299999999999,292.384,134.668,92.376,121.416,232.96599999999998,122.35700000000001,277.749,167.202,134.556,170.138,254.87599999999998,168.907,293.513,172.10299999999998,242.235,171.96900000000002,98.027,173.592,241.952,160.827,136.015,163.298,307.019,163.319,126.845,157.32,73.725,158.243,256.02299999999997,156.774,126.635,147.778,226.669,148.531,283.325,150.011,299.45799999999997,191.207,86.75200000000001,193.636,113.74600000000001,196.12599999999998,288.132,195.485,126.626,198.396,53.703,185.233,307.159,185.358,259.782,187.08,136.947,190.71400000000003,68.79899999999999,179.356,146.687,179.578,274.22,182.549,83.98700000000001,174.10299999999998,260.235,177.21200000000002,110.09200000000001,178.257,146.24,206.56900000000002,56.53,208.917,255.217,201.03,135.958,201.127,220.90200000000002,117.57600000000001,,,,,,,,,,,,,,,,,,
149.75,599.0,,105.838,139.629,92.178,143.278,128.013,127.911,292.339,134.733,92.351,121.396,232.933,122.289,277.784,167.16400000000002,134.537,170.104,254.898,168.761,293.507,172.114,242.248,171.97099999999998,97.991,173.641,241.94299999999998,160.816,135.967,163.339,307.028,163.333,126.85700000000001,157.32399999999998,73.727,158.241,256.017,156.776,126.64,147.822,226.683,148.537,283.319,149.977,299.673,191.16,86.74799999999999,193.63099999999997,113.57600000000001,196.14,288.126,195.47799999999998,126.65700000000001,198.37400000000002,53.711999999999996,185.22400000000002,307.128,185.327,259.789,187.079,136.941,190.72299999999998,68.8,179.37599999999998,146.648,179.511,274.25,182.55900000000003,83.984,174.088,260.225,177.25900000000001,110.064,178.27900000000002,146.315,206.57299999999998,56.55,208.88299999999998,255.24,201.02700000000002,135.933,201.148,220.828,117.353,,,,,,,,,,,,,,,,,,
150.0,600.0,,105.835,139.629,92.204,143.107,128.034,127.914,292.43,134.724,92.33,121.406,232.981,122.226,277.789,167.12,134.537,170.071,254.87400000000002,168.87099999999998,293.513,172.108,242.304,171.946,98.00399999999999,173.608,242.002,160.819,135.961,163.352,307.045,163.322,126.84700000000001,157.32299999999998,73.763,158.243,256.02299999999997,156.765,126.646,147.811,226.68200000000002,148.531,283.255,149.97799999999998,299.817,191.27900000000002,86.75399999999999,193.632,113.5,196.148,288.125,195.47799999999998,126.656,198.37400000000002,53.724,185.22,306.98400000000004,185.356,259.789,187.065,136.97,190.704,68.867,179.468,146.72299999999998,179.49599999999998,274.242,182.53400000000002,83.973,174.071,260.16200000000003,177.293,110.06200000000001,178.29,146.237,206.533,56.568000000000005,208.885,255.269,201.025,135.944,201.12900000000002,220.83,117.26,,,94.205,200.554,,,,,,,,,,,,,,
150.25,601.0,,105.788,139.626,92.198,143.19,128.031,127.921,292.387,134.792,92.32700000000001,121.39200000000001,232.951,122.26100000000001,277.774,167.139,134.528,170.065,254.799,168.685,293.495,172.065,242.296,171.938,98.00299999999999,173.644,242.02900000000002,160.828,135.951,163.405,307.038,163.341,126.845,157.33,73.885,158.23,256.022,156.755,126.667,147.795,226.69099999999997,148.52700000000002,283.267,149.96,299.60200000000003,191.253,86.74,193.63,113.463,196.141,288.14,195.47,126.665,198.387,53.722,185.213,306.932,185.363,259.813,187.055,136.95,190.695,68.907,179.518,146.423,179.30200000000002,274.272,182.537,83.95299999999999,174.055,260.139,177.34799999999998,109.992,178.345,146.19799999999998,206.543,56.558,208.783,255.304,201.028,135.94,201.12900000000002,220.75900000000001,117.374,,,94.241,200.567,,,,,,,,,,,,,,
150.5,602.0,,105.787,139.627,92.245,142.964,128.037,127.92,292.345,134.881,92.303,121.391,232.908,122.226,277.75,167.111,134.494,170.047,254.71099999999998,168.458,293.492,172.06099999999998,242.356,171.93200000000002,97.99700000000001,173.63099999999997,241.982,160.82,135.97,163.399,307.024,163.34799999999998,126.838,157.33700000000002,74.00399999999999,158.238,256.017,156.748,126.729,147.847,226.683,148.531,283.22700000000003,149.938,299.381,191.41099999999997,86.735,193.625,113.50299999999999,196.17,288.139,195.458,126.62700000000001,198.38,53.724,185.209,306.97,185.333,259.77299999999997,187.11700000000002,136.946,190.675,68.839,179.42700000000002,146.365,179.237,274.32,182.551,83.955,174.041,260.094,177.313,109.959,178.385,146.187,206.518,56.63,208.78799999999998,255.377,201.02599999999998,135.94,201.135,220.803,117.27,,,94.20100000000001,200.52900000000002,,,,,,,,,,,,,,
