TimesH,Frame,NoMissing,40,40,48,48,53,53,60,60,73,73,76,76,92,92,102,102,103,103,104,104,105,105,106,106,110,110,114,114,116,116,130,130,131,131,132,132,142,142,148,148,149,149,156,156,157,157,161,161,164,164,167,167,169,169,170,170,173,173,183,183,184,184,188,188,195,195,202,202,208,208,214,214,225,225,226,226,241,241,242,242,324,324,361,361,404,404,439,439,456,456,599,599,678,678,684,684,687,687,722,722
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
171.25,685.0,,105.206,140.07399999999998,91.79799999999999,139.775,127.869,128.009,292.83299999999997,135.281,92.39399999999999,121.016,232.209,121.79799999999999,276.803,165.595,134.579,169.812,254.375,167.17700000000002,293.04200000000003,171.933,242.14700000000002,170.834,97.47,172.795,241.56900000000002,160.315,135.35,163.477,306.807,162.536,126.382,157.97,77.501,158.312,255.40900000000002,155.835,126.52,148.433,226.452,148.406,282.097,148.985,299.01099999999997,190.812,86.45200000000001,193.192,112.738,194.875,288.11,194.55,125.459,196.298,53.114,184.468,306.41,184.252,258.63,184.095,136.718,189.47099999999998,70.267,179.75400000000002,145.472,178.54,274.493,182.107,83.368,173.62099999999998,259.072,174.894,108.735,179.287,146.289,205.451,56.11,208.082,256.455,199.93200000000002,136.03,200.965,220.763,118.54299999999999,247.43900000000002,181.56900000000002,94.66799999999999,199.2,140.959,128.597,120.666,182.415,236.928,154.445,262.073,166.55700000000002,234.298,180.143,62.455,180.498,154.621,131.457
171.5,686.0,,105.204,140.082,91.804,139.783,127.84700000000001,128.023,292.93,135.269,92.37200000000001,121.009,232.24400000000003,121.791,276.759,165.55,134.565,169.83,254.34599999999998,167.135,293.03700000000003,171.951,242.173,170.84799999999998,97.575,172.56799999999998,241.553,160.296,135.333,163.46,306.829,162.514,126.37,157.998,77.494,158.281,255.445,155.835,126.53399999999999,148.431,226.44,148.409,282.123,148.924,298.95,190.862,86.45,193.16299999999998,112.726,194.855,288.101,194.52599999999998,125.462,196.28599999999997,53.106,184.467,306.267,184.248,258.624,184.076,136.72799999999998,189.49400000000003,70.312,179.78900000000002,145.386,178.50599999999997,274.495,182.107,83.363,173.632,259.095,174.919,108.73299999999999,179.283,146.262,205.38099999999997,56.086000000000006,208.072,256.41700000000003,199.87900000000002,136.048,200.97299999999998,220.833,118.564,247.405,181.545,94.72,199.175,140.952,128.576,120.679,182.37599999999998,236.97799999999998,154.442,262.04900000000004,166.555,234.278,180.13099999999997,62.468,180.47799999999998,154.47899999999998,131.444
171.75,687.0,,105.185,140.076,91.796,139.819,127.86399999999999,128.012,292.971,135.346,92.383,121.022,232.206,121.74799999999999,276.717,165.56799999999998,134.569,169.84099999999998,254.31599999999997,167.05599999999998,293.029,171.94400000000002,242.14,170.855,97.708,172.423,241.517,160.289,135.317,163.45,306.88599999999997,162.493,126.352,158.005,77.449,158.267,255.391,155.809,126.516,148.455,226.421,148.387,282.116,148.846,298.998,190.854,86.45700000000001,193.14,112.71700000000001,194.84099999999998,288.089,194.52700000000002,125.427,196.25799999999998,53.077,184.442,306.14799999999997,184.308,258.597,184.07299999999998,136.697,189.515,70.374,179.827,145.344,178.46,274.632,182.149,83.35700000000001,173.625,259.095,174.91099999999997,108.741,179.28400000000002,146.19899999999998,205.327,56.077,208.03599999999997,256.39799999999997,199.87599999999998,136.04,200.968,220.84599999999998,118.554,247.389,181.56099999999998,94.728,199.175,140.85299999999998,128.519,120.699,182.39700000000002,236.949,154.49,262.07099999999997,166.55200000000002,234.31400000000002,180.13299999999998,62.458999999999996,180.44299999999998,154.55,131.393
172.0,688.0,,105.169,140.076,91.78299999999999,139.803,127.883,128.00799999999998,293.04400000000004,135.409,92.375,121.01799999999999,232.243,121.819,276.672,165.588,134.566,169.85299999999998,254.419,167.05700000000002,293.027,171.94799999999998,242.139,170.835,97.745,172.31,241.49400000000003,160.295,135.313,163.439,306.83299999999997,162.511,126.34700000000001,158.018,77.36,158.247,255.35,155.797,126.535,148.415,226.40400000000002,148.394,282.111,148.782,299.018,190.769,86.445,193.11599999999999,112.71600000000001,194.803,288.082,194.50799999999998,125.429,196.25799999999998,53.07,184.43400000000003,306.10900000000004,184.27900000000002,258.601,184.058,136.719,189.493,70.363,179.81799999999998,145.34,178.43599999999998,274.44,182.037,83.34700000000001,173.618,259.10200000000003,174.919,108.734,179.282,146.215,205.301,56.052,208.002,256.394,199.83700000000002,136.026,200.93900000000002,220.803,118.545,247.38099999999997,181.56900000000002,94.736,199.143,140.846,128.532,120.556,182.581,236.782,154.502,262.072,166.55900000000003,234.34900000000002,180.197,62.44,180.423,154.597,131.363
172.25,689.0,,105.171,140.069,91.76799999999999,139.79,127.87299999999999,127.98200000000001,293.058,135.314,92.369,121.014,232.18400000000003,121.887,276.638,165.63099999999997,134.548,169.858,254.40099999999998,167.023,293.028,171.928,242.12099999999998,170.858,97.71799999999999,172.24400000000003,241.542,160.309,135.298,163.45,306.884,162.494,126.338,158.028,77.32600000000001,158.22799999999998,255.33700000000002,155.805,126.476,148.404,226.38099999999997,148.39600000000002,282.07599999999996,148.819,299.087,190.766,86.45,193.1,112.725,194.80200000000002,288.125,194.49099999999999,125.414,196.27200000000002,53.066,184.42,305.98,184.303,258.594,184.047,136.747,189.459,70.455,179.85299999999998,145.57399999999998,178.49,274.384,182.05,83.351,173.61599999999999,259.103,174.94299999999998,108.728,179.275,146.192,205.3,56.076,207.98,256.408,199.81599999999997,135.988,200.925,220.93200000000002,118.60700000000001,247.368,181.546,94.762,199.149,140.852,128.541,120.47,182.704,236.553,154.50799999999998,262.08799999999997,166.597,234.313,180.205,62.458,180.435,154.393,131.40200000000002
172.5,690.0,,105.161,140.075,91.72399999999999,139.813,127.859,127.96,292.86400000000003,135.317,92.369,121.005,232.18400000000003,121.919,276.601,165.68200000000002,134.547,169.863,254.468,166.91099999999997,293.05400000000003,171.93400000000003,242.09,170.808,97.73700000000001,172.13400000000001,241.507,160.309,135.286,163.453,306.893,162.47,126.318,158.03799999999998,77.318,158.221,255.292,155.78,126.415,148.496,226.34099999999998,148.386,282.128,148.84799999999998,299.204,190.834,86.439,193.08,112.728,194.771,288.128,194.483,125.395,196.266,53.056999999999995,184.419,305.954,184.287,258.57,184.06400000000002,136.737,189.479,70.459,179.824,145.31799999999998,178.46400000000003,274.397,182.044,83.34899999999999,173.59099999999998,259.097,174.917,108.71799999999999,179.27700000000002,146.18200000000002,205.28099999999998,56.066,207.96099999999998,256.395,199.797,136.023,200.93599999999998,220.86599999999999,118.64,247.34900000000002,181.53900000000002,94.725,199.135,140.834,128.532,120.464,182.72,236.58900000000003,154.496,262.1,166.611,234.257,180.157,62.481,180.44400000000002,154.381,131.364
172.75,691.0,,105.147,140.063,91.74700000000001,139.793,127.84299999999999,127.955,292.965,135.292,92.348,121.00299999999999,232.18400000000003,121.89399999999999,276.478,165.852,134.558,169.88400000000001,254.47799999999998,166.91299999999998,293.04400000000004,171.925,242.101,170.77900000000002,97.821,171.988,241.49400000000003,160.261,135.287,163.42700000000002,306.89599999999996,162.422,126.302,158.034,77.288,158.19799999999998,255.27700000000002,155.769,126.402,148.529,226.324,148.375,282.119,148.83100000000002,299.465,190.63,86.412,193.051,112.69200000000001,194.75099999999998,288.10400000000004,194.47299999999998,125.375,196.27900000000002,53.059,184.41400000000002,305.716,184.30900000000003,258.567,184.042,136.757,189.44099999999997,70.557,179.894,145.563,178.543,274.443,182.054,83.337,173.56900000000002,259.123,174.88400000000001,108.712,179.274,146.2,205.261,56.058,207.93599999999998,256.422,199.782,136.04,200.912,220.852,118.675,247.30700000000002,181.55700000000002,94.72200000000001,199.118,140.803,128.519,120.42399999999999,182.696,236.615,154.493,262.101,166.632,234.26,180.173,62.451,180.433,154.325,131.308
173.0,692.0,,105.149,140.064,91.76899999999999,139.779,127.84299999999999,127.96600000000001,292.88,135.314,92.319,121.0,232.243,121.899,276.431,165.893,134.555,169.917,254.467,166.85,293.04900000000004,171.921,242.11599999999999,170.773,97.92200000000001,171.84099999999998,241.507,160.252,135.283,163.422,306.865,162.411,126.309,158.042,77.249,158.188,255.30900000000003,155.806,126.37100000000001,148.507,226.30200000000002,148.36700000000002,282.098,148.781,299.618,190.584,86.387,193.025,112.68299999999999,194.71599999999998,288.092,194.46599999999998,125.375,196.287,53.071999999999996,184.39,305.67900000000003,184.278,258.551,184.02599999999998,136.736,189.45,70.737,179.987,145.276,178.47799999999998,274.454,182.049,83.338,173.56799999999998,259.11400000000003,174.852,108.706,179.264,146.19899999999998,205.294,56.056000000000004,207.91400000000002,256.376,199.78099999999998,136.013,200.88,220.768,118.64399999999999,247.30900000000003,181.53,94.681,199.101,140.907,128.56799999999998,120.406,182.726,236.643,154.475,262.108,166.648,234.24900000000002,180.19799999999998,62.451,180.423,154.417,131.386
173.25,693.0,,105.139,140.07399999999998,91.76700000000001,139.757,127.855,127.955,292.85400000000004,135.262,92.31200000000001,120.99,232.28,121.93299999999999,276.411,165.872,134.52100000000002,169.90599999999998,254.426,166.83700000000002,293.072,171.88400000000001,242.118,170.739,97.945,171.78400000000002,241.49400000000003,160.279,135.256,163.418,306.849,162.435,126.279,158.058,77.247,158.17,255.321,155.787,126.40100000000001,148.47,226.299,148.362,282.07099999999997,148.795,299.749,190.489,86.37299999999999,193.016,112.679,194.692,288.012,194.47299999999998,125.35700000000001,196.27599999999998,53.053999999999995,184.38,305.754,184.231,258.56,184.03400000000002,136.71200000000002,189.476,70.801,180.04,145.217,178.457,274.389,182.012,83.338,173.567,259.089,174.84099999999998,108.68700000000001,179.268,146.19899999999998,205.293,55.997,207.88099999999997,256.33,199.735,135.996,200.91400000000002,220.80599999999998,118.618,247.26,181.51,94.723,199.074,140.925,128.58700000000002,120.46700000000001,182.713,236.453,154.5,262.113,166.66400000000002,234.229,180.203,62.442,180.43099999999998,154.57399999999998,131.411
173.5,694.0,,105.13,140.076,91.774,139.736,127.85,127.979,292.848,135.188,92.316,120.993,232.269,121.928,276.37,165.873,134.52700000000002,169.925,254.433,166.828,293.078,171.868,242.085,170.75400000000002,97.965,171.692,241.50099999999998,160.321,135.239,163.416,306.827,162.46,126.25,158.076,77.262,158.165,255.34900000000002,155.785,126.31200000000001,148.503,226.275,148.363,282.039,148.816,299.853,190.475,86.361,192.99200000000002,112.678,194.658,288.01599999999996,194.451,125.37299999999999,196.28599999999997,53.037,184.36700000000002,305.715,184.206,258.565,184.02200000000002,136.724,189.485,70.904,180.106,145.262,178.47299999999998,274.42900000000003,182.003,83.32799999999999,173.555,259.059,174.817,108.667,179.278,146.165,205.303,55.998999999999995,207.83599999999998,256.327,199.65099999999998,136.007,200.889,220.687,118.49,247.233,181.458,94.704,199.05900000000003,140.89,128.567,120.56,182.63299999999998,236.41400000000002,154.541,262.118,166.67700000000002,234.237,180.21400000000003,62.43,180.41299999999998,154.488,131.434
173.75,695.0,,105.141,140.08100000000002,91.764,139.705,127.865,128.0,292.834,135.197,92.316,120.986,232.278,121.995,276.348,165.859,134.524,169.953,254.46900000000002,166.827,293.064,171.85,242.053,170.737,97.976,171.66099999999997,241.511,160.305,135.236,163.41,306.823,162.459,126.234,158.082,77.21600000000001,158.157,255.372,155.799,126.311,148.515,226.252,148.358,282.051,148.791,299.65,190.50099999999998,86.337,192.96099999999998,112.666,194.623,287.998,194.44,125.374,196.282,53.031000000000006,184.352,305.678,184.21,258.564,184.03099999999998,136.71,189.486,70.89399999999999,180.088,144.886,178.49099999999999,274.383,181.977,83.323,173.547,259.064,174.834,108.664,179.269,146.179,205.304,55.983999999999995,207.808,256.30400000000003,199.611,136.007,200.84799999999998,220.706,118.395,247.192,181.459,94.70200000000001,199.06900000000002,140.946,128.601,120.59299999999999,182.615,236.408,154.571,262.124,166.679,234.25400000000002,180.21599999999998,62.375,180.40200000000002,154.461,131.493
174.0,696.0,,105.12200000000001,140.094,91.775,139.685,127.85600000000001,127.993,292.80400000000003,135.214,92.321,120.971,232.24599999999998,122.01899999999999,276.328,165.882,134.507,169.947,254.58900000000003,166.699,293.055,171.82,242.042,170.733,98.007,171.588,241.516,160.306,135.237,163.428,306.809,162.444,126.23200000000001,158.086,77.215,158.162,255.386,155.75799999999998,126.257,148.533,226.22099999999998,148.34799999999998,282.086,148.765,299.735,190.454,86.334,192.949,112.679,194.582,288.02,194.399,125.375,196.268,53.031000000000006,184.33599999999998,305.681,184.21200000000002,258.575,184.044,136.65,189.497,71.00399999999999,180.16,144.499,178.53,274.343,181.965,83.33,173.547,259.029,174.84799999999998,108.65,179.263,146.252,205.315,56.003,207.77599999999998,256.289,199.592,136.024,200.882,220.75400000000002,118.26799999999999,247.15400000000002,181.417,94.751,199.054,140.812,128.458,120.495,182.727,236.36700000000002,154.543,262.135,166.683,234.24099999999999,180.209,62.373999999999995,180.40200000000002,154.43200000000002,131.463
174.25,697.0,,105.116,140.10399999999998,91.756,139.664,127.869,128.016,292.795,135.205,92.286,120.97,232.26,122.023,276.315,165.861,134.511,169.937,254.606,166.709,293.061,171.83700000000002,242.02200000000002,170.72099999999998,98.01100000000001,171.548,241.479,160.284,135.221,163.412,306.79,162.42600000000002,126.226,158.08700000000002,77.188,158.16299999999998,255.423,155.761,126.264,148.542,226.208,148.33700000000002,282.092,148.78799999999998,299.682,190.533,86.32,192.93,112.706,194.55599999999998,288.008,194.39,125.39299999999999,196.275,53.0,184.32,305.579,184.235,258.572,183.99900000000002,136.654,189.479,70.957,180.118,144.70600000000002,178.495,274.357,181.93200000000002,83.34700000000001,173.53900000000002,259.059,174.831,108.635,179.252,146.293,205.329,55.976000000000006,207.77599999999998,256.311,199.535,136.017,200.885,220.8,118.314,247.149,181.405,94.758,199.045,140.82399999999998,128.487,120.616,182.66099999999997,236.34099999999998,154.541,262.135,166.68400000000003,234.265,180.21900000000002,62.375,180.387,154.347,131.309
174.5,698.0,,105.10700000000001,140.105,91.735,139.628,127.854,128.05100000000002,292.711,135.249,92.273,120.963,232.269,121.99799999999999,276.26099999999997,165.894,134.506,169.947,254.623,166.71400000000003,293.062,171.813,242.003,170.738,97.959,171.61599999999999,241.48,160.278,135.201,163.416,306.78700000000003,162.41,126.205,158.084,77.189,158.159,255.433,155.764,126.258,148.57399999999998,226.19099999999997,148.33,282.093,148.819,299.848,190.447,86.321,192.91299999999998,112.676,194.523,288.012,194.375,125.39299999999999,196.285,52.99,184.326,305.558,184.239,258.561,183.977,136.618,189.455,70.944,180.132,144.589,178.52200000000002,274.434,181.92700000000002,83.34899999999999,173.53900000000002,259.047,174.835,108.62100000000001,179.264,146.27700000000002,205.31,55.946000000000005,207.74,256.286,199.49,136.031,200.9,220.74,118.359,247.16299999999998,181.43200000000002,94.773,199.05599999999998,140.87,128.515,120.7,182.607,236.483,154.467,262.13,166.67,234.222,180.21099999999998,62.398,180.419,154.17600000000002,131.284
174.75,699.0,,105.098,140.108,91.73200000000001,139.623,127.833,128.077,292.703,135.244,92.27,120.973,232.23,121.99700000000001,276.22900000000004,165.93900000000002,134.515,169.93200000000002,254.623,166.713,293.057,171.808,242.011,170.703,97.93,171.672,241.482,160.282,135.17700000000002,163.417,306.77299999999997,162.41299999999998,126.20100000000001,158.085,77.188,158.165,255.405,155.751,126.29700000000001,148.52700000000002,226.179,148.31799999999998,282.122,148.76,299.765,190.53900000000002,86.309,192.90099999999998,112.67200000000001,194.495,287.967,194.396,125.321,196.278,52.982,184.31599999999997,305.475,184.356,258.548,183.925,136.614,189.453,71.03699999999999,180.176,144.468,178.537,274.482,181.94,83.366,173.533,259.04,174.82299999999998,108.604,179.27,146.256,205.33599999999998,55.942,207.743,256.278,199.493,136.019,200.878,220.75,118.41,247.19099999999997,181.415,94.79,199.03400000000002,140.82,128.372,120.677,182.6,236.669,154.512,262.126,166.665,234.19799999999998,180.22299999999998,62.395,180.41,154.22299999999998,131.346
175.0,700.0,,105.089,140.126,91.738,139.563,127.854,128.107,292.586,135.279,92.264,120.95100000000001,232.229,122.029,276.194,165.94799999999998,134.516,169.949,254.545,166.702,293.058,171.799,241.993,170.688,97.84700000000001,171.739,241.482,160.267,135.16899999999998,163.43200000000002,306.765,162.418,126.184,158.08700000000002,77.186,158.161,255.398,155.776,126.271,148.543,226.162,148.309,282.10400000000004,148.765,299.744,190.528,86.31299999999999,192.891,112.697,194.511,287.945,194.39,125.311,196.28599999999997,52.98,184.30900000000003,305.502,184.269,258.536,183.919,136.567,189.493,71.038,180.17,144.48,178.502,274.58299999999997,181.982,83.35600000000001,173.528,259.025,174.799,108.59,179.27700000000002,146.252,205.329,55.896,207.752,256.205,199.479,136.014,200.855,220.894,118.45,247.148,181.38400000000001,94.78399999999999,199.03,140.754,128.33,120.705,182.602,236.72400000000002,154.452,262.121,166.662,234.222,180.21599999999998,62.382,180.405,154.032,131.311
175.25,701.0,,105.08200000000001,140.131,91.71,139.53799999999998,127.839,128.099,292.502,135.54,92.259,120.962,232.27700000000002,122.09700000000001,276.119,165.986,134.51,169.92700000000002,254.47799999999998,166.812,293.04900000000004,171.787,241.928,170.68200000000002,97.824,171.69299999999998,241.515,160.298,135.19,163.444,306.745,162.421,126.17399999999999,158.096,77.181,158.16,255.386,155.752,126.243,148.582,226.138,148.30100000000002,282.111,148.78799999999998,299.89,190.421,86.316,192.86900000000003,112.708,194.50099999999998,287.92400000000004,194.388,125.306,196.292,52.976000000000006,184.303,305.506,184.293,258.527,183.93400000000003,136.547,189.447,71.09,180.18400000000003,144.35399999999998,178.554,274.47,181.921,83.353,173.546,258.986,174.81099999999998,108.571,179.27700000000002,146.3,205.315,55.883,207.72400000000002,256.255,199.49,136.031,200.83700000000002,220.803,118.375,247.071,181.354,94.764,199.028,140.77700000000002,128.274,120.708,182.604,236.704,154.425,262.111,166.648,234.195,180.21599999999998,62.394,180.405,154.34,131.417
175.5,702.0,,105.069,140.15200000000002,91.70200000000001,139.525,127.829,128.099,292.52299999999997,135.377,92.235,120.945,232.233,122.137,276.123,165.959,134.505,169.937,254.49400000000003,166.75,293.046,171.747,241.886,170.679,97.84,171.66400000000002,241.463,160.298,135.187,163.451,306.76099999999997,162.409,126.15899999999999,158.096,77.142,158.149,255.396,155.757,126.20100000000001,148.541,226.11700000000002,148.30100000000002,282.098,148.80100000000002,299.58799999999997,190.64,86.322,192.84400000000002,112.697,194.49,287.927,194.37,125.25,196.25799999999998,52.982,184.298,305.47700000000003,184.31099999999998,258.527,183.947,136.425,189.51,71.202,180.274,144.364,178.543,274.496,181.921,83.34200000000001,173.542,258.957,174.797,108.56299999999999,179.27200000000002,146.351,205.27700000000002,55.848,207.68200000000002,256.22900000000004,199.447,136.023,200.855,220.77700000000002,118.412,247.07299999999998,181.331,94.735,199.012,140.769,128.19899999999998,120.715,182.577,236.657,154.406,262.117,166.65599999999998,234.185,180.199,62.403999999999996,180.394,154.269,131.496
175.75,703.0,,105.061,140.165,91.68799999999999,139.513,127.82600000000001,128.083,292.485,135.303,92.20200000000001,120.946,232.34900000000002,122.16799999999999,276.084,166.014,134.528,169.924,254.433,166.794,293.051,171.736,241.86,170.68200000000002,97.819,171.668,241.42700000000002,160.30700000000002,135.173,163.458,306.717,162.418,126.15700000000001,158.094,77.13600000000001,158.142,255.393,155.739,126.18,148.57299999999998,226.09900000000002,148.286,282.086,148.806,299.86,190.435,86.34,192.833,112.555,194.47799999999998,287.894,194.37,125.24600000000001,196.28799999999998,52.971000000000004,184.285,305.365,184.287,258.51599999999996,183.886,136.39700000000002,189.516,71.26100000000001,180.31,144.306,178.562,274.46299999999997,181.92,83.338,173.53900000000002,258.986,174.77900000000002,108.55,179.273,146.33100000000002,205.235,55.786,207.653,256.17900000000003,199.4,136.012,200.84,220.675,118.419,246.97799999999998,181.329,94.714,199.005,140.751,128.179,120.73700000000001,182.604,236.71,154.39700000000002,262.107,166.65900000000002,234.209,180.209,62.403999999999996,180.40400000000002,154.33700000000002,131.49
176.0,704.0,,105.04899999999999,140.172,91.704,139.481,127.83,128.115,292.592,135.361,92.212,120.941,232.35299999999998,122.256,276.094,166.023,134.513,169.912,254.451,166.782,293.041,171.733,241.872,170.669,97.887,171.563,241.44099999999997,160.31,135.16299999999998,163.445,306.719,162.409,126.14399999999999,158.108,77.142,158.14700000000002,255.388,155.719,126.147,148.564,226.082,148.281,282.062,148.797,299.889,190.34799999999998,86.353,192.826,112.589,194.47799999999998,287.844,194.386,125.259,196.296,52.982,184.268,305.4,184.278,258.501,183.908,136.36700000000002,189.55200000000002,71.30199999999999,180.338,144.314,178.565,274.508,181.951,83.34700000000001,173.54,258.94,174.74099999999999,108.537,179.266,146.34,205.21200000000002,55.843999999999994,207.66099999999997,256.176,199.403,135.988,200.81900000000002,220.639,118.35799999999999,247.041,181.33700000000002,94.736,198.99900000000002,140.719,128.275,120.735,182.60299999999998,236.61700000000002,154.382,262.09,166.65400000000002,234.21,180.195,62.407,180.412,154.358,131.467
176.25,705.0,,105.036,140.18,91.70200000000001,139.47,127.835,128.11700000000002,292.54400000000004,135.55700000000002,92.15899999999999,120.95299999999999,232.331,122.226,276.04,166.02700000000002,134.505,169.93,254.459,166.77700000000002,293.028,171.72400000000002,241.903,170.66099999999997,97.891,171.57,241.424,160.275,135.135,163.444,306.725,162.393,126.14,158.102,77.164,158.13,255.38299999999998,155.688,126.069,148.558,226.074,148.28799999999998,282.069,148.78,300.02099999999996,190.28900000000002,86.354,192.813,112.64299999999999,194.487,287.825,194.377,125.23,196.294,52.99,184.264,305.49,184.247,258.483,183.899,136.334,189.541,71.248,180.34900000000002,144.07,178.56400000000002,274.723,182.011,83.33200000000001,173.53,258.878,174.671,108.522,179.27200000000002,146.284,205.192,55.849,207.65599999999998,256.137,199.37900000000002,136.02,200.80200000000002,220.595,118.316,246.987,181.326,94.71799999999999,198.998,140.746,128.237,120.679,182.643,236.56,154.339,262.085,166.65200000000002,234.209,180.196,62.42,180.423,154.262,131.656
176.5,706.0,,105.03399999999999,140.195,91.735,139.446,127.846,128.14,292.462,135.422,92.131,120.95100000000001,232.338,122.23700000000001,276.002,166.07,134.503,169.945,254.42,166.808,293.01099999999997,171.699,241.892,170.65599999999998,97.87899999999999,171.56900000000002,241.394,160.246,135.142,163.446,306.684,162.391,126.12899999999999,158.115,77.16,158.126,255.357,155.704,125.985,148.48,226.05599999999998,148.276,282.077,148.808,300.14599999999996,190.22,86.339,192.805,112.656,194.44799999999998,287.79900000000004,194.365,125.22399999999999,196.285,52.994,184.234,305.607,184.179,258.464,183.864,136.299,189.574,71.247,180.34900000000002,144.033,178.543,274.597,181.979,83.323,173.56400000000002,258.85,174.665,108.50200000000001,179.271,146.408,205.19799999999998,55.816,207.644,256.11,199.347,135.999,200.80200000000002,220.544,118.427,246.96400000000003,181.31099999999998,94.729,198.998,140.722,128.24200000000002,120.639,182.669,236.49200000000002,154.309,262.08799999999997,166.658,234.202,180.201,62.4,180.428,154.41,131.525
176.75,707.0,,105.03399999999999,140.197,91.73,139.438,127.825,128.132,292.53700000000003,135.42700000000002,92.09200000000001,120.95,232.312,122.27799999999999,275.999,166.021,134.498,169.945,254.43200000000002,166.804,292.983,171.68,241.878,170.646,97.96799999999999,171.39700000000002,241.382,160.22799999999998,135.138,163.44899999999998,306.68,162.394,126.118,158.116,77.178,158.111,255.365,155.692,125.91,148.425,226.03900000000002,148.27100000000002,282.087,148.805,300.306,190.05900000000003,86.331,192.80599999999998,112.62299999999999,194.456,287.798,194.363,125.198,196.274,52.98,184.22299999999998,305.457,184.204,258.46,183.81099999999998,136.335,189.579,71.221,180.33700000000002,144.014,178.50099999999998,274.702,182.02599999999998,83.32,173.56099999999998,258.814,174.658,108.49799999999999,179.308,146.433,205.217,55.744,207.643,256.121,199.33599999999998,136.019,200.808,220.488,118.51700000000001,246.907,181.32,94.73700000000001,198.981,140.74,128.256,120.59,182.675,236.57299999999998,154.316,262.07099999999997,166.662,234.19400000000002,180.21400000000003,62.387,180.417,154.441,131.65200000000002
177.0,708.0,,105.03299999999999,140.215,91.72200000000001,139.42700000000002,127.825,128.119,292.688,135.363,92.09299999999999,120.95299999999999,232.28099999999998,122.285,275.993,166.05700000000002,134.484,169.933,254.446,166.808,292.966,171.666,241.918,170.669,97.977,171.33,241.34799999999998,160.19899999999998,135.123,163.453,306.705,162.366,126.101,158.121,77.204,158.101,255.347,155.71,125.875,148.401,226.041,148.27,282.048,148.811,300.425,189.928,86.354,192.795,112.598,194.468,287.786,194.33599999999998,125.235,196.292,52.976000000000006,184.199,305.457,184.205,258.42400000000004,183.77700000000002,136.292,189.622,71.23899999999999,180.328,143.904,178.49599999999998,274.783,182.03599999999997,83.315,173.551,258.795,174.65599999999998,108.475,179.30599999999998,146.434,205.237,55.717,207.61900000000003,256.122,199.294,135.997,200.81599999999997,220.41099999999997,118.51799999999999,246.896,181.326,94.676,198.982,140.821,128.27200000000002,120.58200000000001,182.673,236.454,154.309,262.077,166.679,234.171,180.215,62.376999999999995,180.417,,
177.25,709.0,,105.031,140.225,91.743,139.399,127.823,128.106,292.649,135.31799999999998,92.075,120.932,232.28799999999998,122.306,275.983,166.02,134.502,169.957,254.476,166.792,292.974,171.649,241.88299999999998,170.637,97.913,171.335,241.313,160.154,135.125,163.45600000000002,306.692,162.388,126.074,158.138,77.22399999999999,158.111,255.296,155.689,125.876,148.411,226.032,148.25799999999998,282.02,148.816,300.339,189.986,86.361,192.77700000000002,112.601,194.46900000000002,287.762,194.328,125.22399999999999,196.31099999999998,52.986999999999995,184.19099999999997,305.48400000000004,184.171,258.42,183.75400000000002,136.246,189.658,71.368,180.37599999999998,143.884,178.50099999999998,274.631,181.989,83.315,173.56,258.791,174.643,108.46,179.31,146.44799999999998,205.204,55.68600000000001,207.58,256.13599999999997,199.27599999999998,135.983,200.82299999999998,220.354,118.527,246.96200000000002,181.36700000000002,94.671,198.97799999999998,140.87,128.377,120.46600000000001,182.78099999999998,236.45,154.3,262.087,166.669,234.15900000000002,180.192,62.351000000000006,180.40599999999998,154.939,131.921
177.5,710.0,,105.03399999999999,140.22799999999998,91.74,139.338,127.84100000000001,128.13299999999998,293.0,136.0,92.075,120.939,232.326,122.34,275.965,166.042,134.52,169.94299999999998,254.477,166.799,292.95099999999996,171.61900000000003,241.851,170.63099999999997,97.87200000000001,171.382,241.30599999999998,160.15200000000002,135.128,163.437,306.694,162.375,126.068,158.137,77.18,158.10299999999998,255.25099999999998,155.67600000000002,125.861,148.45600000000002,226.02900000000002,148.251,281.99,148.814,300.262,190.075,86.365,192.766,112.589,194.449,287.73900000000003,194.334,125.235,196.34900000000002,52.99,184.174,305.476,184.18400000000003,258.407,183.765,136.19799999999998,189.687,71.422,180.354,143.857,178.5,274.564,181.959,83.29700000000001,173.565,258.743,174.63400000000001,108.43,179.31900000000002,146.428,205.19299999999998,55.658,207.56099999999998,256.105,199.247,135.994,200.865,220.37099999999998,118.44,246.92,181.392,94.66799999999999,198.967,140.901,128.441,120.441,182.764,236.39,154.286,262.099,166.692,234.203,180.169,62.351000000000006,180.4,154.9,131.985
