TimesH,Frame,NoMissing,2,2,10,10,11,11,34,34,35,35,39,39,40,40,42,42,47,47,49,49,52,52,54,54,55,55,57,57,59,59,109,109,111,111,113,113,114,114,115,115,123,123,127,127,133,133,135,135,140,140,141,141,143,143,144,144,146,146,148,148,149,149,152,152,155,155,156,156,157,157,158,158,160,160,161,161,164,164,166,166,168,168,169,169,173,173,176,176,178,178,179,179,185,185,187,187,189,189,191,191,194,194,195,195,197,197,204,204,205,205,207,207,212,212,213,213,214,214,215,215,216,216,217,217,218,218,222,222,224,224,225,225,228,228,231,231,232,232,233,233,264,264,265,265,268,268,269,269,271,271,272,272,273,273,276,276,279,279,280,280,284,284,290,290,297,297,300,300,301,301,369,369,383,383,467,467,475,475,503,503,642,642,664,664,734,734
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
343.75,1375.0,,255.532,102.057,280.13,95.21,133.347,95.345,230.59599999999998,118.04799999999999,91.195,119.45200000000001,197.889,115.212,218.592,112.844,86.32600000000001,112.711,277.462,131.496,154.48,128.411,126.859,128.517,244.046,127.012,236.59599999999998,125.61399999999999,139.63,124.88,216.245,124.25,102.469,164.917,63.503,164.715,148.578,163.71200000000002,125.265,162.27100000000002,113.964,163.19799999999998,87.84299999999999,160.30700000000002,121.509,168.79,241.102,166.49099999999999,290.29,166.497,154.504,175.987,108.28200000000001,174.239,117.82700000000001,174.544,49.997,174.828,145.369,172.65099999999998,34.008,172.28900000000002,300.381,171.976,228.237,170.715,280.393,179.61,232.338,180.09900000000002,224.858,180.52599999999998,149.814,179.707,87.257,178.68,61.364,179.357,130.468,177.313,304.905,177.921,72.965,176.93200000000002,272.938,176.109,205.21599999999998,138.124,235.30900000000003,137.985,88.676,136.465,254.896,136.05,159.782,133.393,272.348,144.923,158.475,145.344,110.86399999999999,144.29,292.351,142.365,127.271,143.78,220.639,141.863,151.489,152.488,142.80700000000002,149.562,246.06900000000002,148.49,99.969,147.102,93.898,147.33700000000002,297.805,146.944,81.173,146.05200000000002,280.745,146.148,225.919,145.707,304.258,158.91299999999998,76.482,156.14700000000002,239.63,156.471,231.06799999999998,156.707,163.247,153.94799999999998,254.81599999999997,154.241,206.87099999999998,153.244,263.60200000000003,152.58700000000002,288.182,187.02700000000002,277.546,186.19400000000002,97.179,184.17,116.22,182.578,299.215,183.195,254.144,181.058,51.591,183.1,93.275,195.42,102.74600000000001,194.65599999999998,74.484,193.32299999999998,124.611,192.188,261.242,187.925,67.565,200.782,147.04,198.81900000000002,134.656,200.07,319.973,181.482,60.778999999999996,131.363,240.255,121.094,267.051,167.959,94.03200000000001,170.863,240.452,178.187,61.4,192.963,241.512,139.64700000000002
344.0,1376.0,,255.513,102.068,280.132,95.209,133.382,95.334,230.528,118.072,91.15799999999999,119.43299999999999,197.933,115.27,218.574,112.853,86.338,112.71700000000001,277.5,131.523,154.47899999999998,128.392,126.866,128.517,244.03099999999998,127.01,236.593,125.546,139.72,125.01,216.252,124.27600000000001,102.431,164.925,63.493,164.72099999999998,148.583,163.72299999999998,125.26700000000001,162.286,113.973,163.219,87.84200000000001,160.32299999999998,121.512,168.75799999999998,241.09400000000002,166.487,290.301,166.50400000000002,154.501,175.99599999999998,108.27799999999999,174.24900000000002,117.82700000000001,174.545,49.983999999999995,174.83900000000003,145.385,172.641,34.065,172.343,300.38,171.97099999999998,228.175,170.667,280.382,179.62599999999998,232.294,180.107,224.77700000000002,180.56,149.798,179.709,87.196,178.683,61.372,179.345,130.47,177.313,304.882,177.937,72.937,176.93599999999998,272.932,176.12,205.21599999999998,138.08700000000002,235.322,137.996,88.669,136.464,254.907,136.071,159.763,133.401,272.345,144.94899999999998,158.457,145.35299999999998,110.861,144.3,292.33799999999997,142.37,127.26799999999999,143.77200000000002,220.646,141.901,151.505,152.512,142.9,149.584,246.081,148.44899999999998,100.00200000000001,147.10399999999998,93.916,147.33,297.806,146.93,81.169,146.06799999999998,280.753,146.137,225.94099999999997,145.75799999999998,304.249,158.91899999999998,76.491,156.14600000000002,239.608,156.49,231.097,156.684,163.22899999999998,153.961,254.82,154.25,206.82299999999998,153.252,263.519,152.594,288.157,187.042,277.567,186.167,97.178,184.18599999999998,116.213,182.57,299.125,183.23,254.153,181.05599999999998,51.595,183.104,93.285,195.42,102.78,194.649,74.48,193.331,124.60600000000001,192.187,261.243,187.908,67.548,200.767,147.049,198.80599999999998,134.668,200.049,319.87,181.55900000000003,60.847,131.333,240.264,121.08200000000001,267.031,167.984,94.042,170.873,240.43200000000002,178.17700000000002,61.39,192.97299999999998,241.007,139.339
344.25,1377.0,,255.53599999999997,102.066,280.123,95.21,133.428,95.322,230.548,118.149,91.149,119.449,197.903,115.26899999999999,218.547,112.851,86.34200000000001,112.734,277.482,131.525,154.537,128.422,126.867,128.525,244.018,127.015,236.612,125.571,139.749,125.075,216.227,124.295,102.397,164.94099999999997,63.5,164.753,148.558,163.722,125.245,162.264,114.115,163.275,87.85,160.32,121.49799999999999,168.696,241.075,166.50400000000002,290.268,166.49,154.47899999999998,176.002,108.262,174.235,117.846,174.542,49.98,174.84900000000002,145.405,172.622,34.173,172.331,300.377,171.96,228.236,170.771,280.35200000000003,179.623,232.293,180.097,224.767,180.56099999999998,149.782,179.72400000000002,87.17299999999999,178.68,61.382,179.333,130.45600000000002,177.308,304.878,177.926,72.947,176.905,272.913,176.12599999999998,205.157,138.02700000000002,235.28,137.952,88.665,136.469,254.899,136.072,159.765,133.444,272.33799999999997,144.959,158.48,145.365,110.866,144.312,292.347,142.433,127.264,143.781,220.639,141.895,151.518,152.526,142.905,149.526,246.09900000000002,148.44899999999998,100.038,147.1,93.916,147.327,297.803,146.924,81.197,146.079,280.732,146.149,225.92,145.692,304.244,158.928,76.5,156.088,239.612,156.491,231.081,156.666,163.205,153.94,254.81900000000002,154.265,206.817,153.25,263.464,152.52700000000002,288.137,187.06099999999998,277.57099999999997,186.12,97.17399999999999,184.206,116.212,182.578,299.043,183.23,254.13099999999997,181.042,51.601000000000006,183.114,93.27600000000001,195.416,102.785,194.63400000000001,74.48100000000001,193.34799999999998,124.604,192.18099999999998,261.253,187.903,67.531,200.75799999999998,147.035,198.825,134.659,200.03099999999998,319.927,181.53900000000002,60.898,131.346,240.263,121.086,267.027,167.99099999999999,94.041,170.882,240.425,178.165,61.391000000000005,192.97299999999998,240.90599999999998,139.338
344.5,1378.0,,255.49599999999998,102.073,280.105,95.20700000000001,133.4,95.351,230.56,118.145,91.15799999999999,119.46,197.80900000000003,115.29799999999999,218.53,112.84700000000001,86.34299999999999,112.751,277.47700000000003,131.525,154.509,128.41899999999998,126.87799999999999,128.542,244.013,127.02799999999999,236.584,125.55799999999999,139.75,125.071,216.23,124.316,102.37200000000001,164.929,63.519,164.75900000000001,148.565,163.72299999999998,125.21,162.266,114.09899999999999,163.268,87.851,160.319,121.507,168.747,241.072,166.524,290.277,166.49400000000003,154.506,175.96400000000003,108.26100000000001,174.253,117.79899999999999,174.543,49.966,174.852,145.411,172.61,34.225,172.387,300.377,171.986,228.232,170.726,280.366,179.632,232.27599999999998,180.12900000000002,224.78599999999997,180.549,149.751,179.715,87.147,178.685,61.378,179.356,130.467,177.296,304.877,177.937,72.92699999999999,176.903,272.902,176.13099999999997,205.16400000000002,138.046,235.264,137.9,88.647,136.461,254.90900000000002,136.099,159.768,133.457,272.314,144.977,158.454,145.358,110.87299999999999,144.319,292.339,142.49,127.26299999999999,143.774,220.643,141.892,151.5,152.531,142.93,149.546,246.08599999999998,148.421,100.02799999999999,147.08,93.90899999999999,147.329,297.786,146.93200000000002,81.19,146.09799999999998,280.72,146.14700000000002,225.93099999999998,145.766,304.231,158.938,76.505,156.095,239.612,156.475,231.084,156.648,163.22299999999998,153.938,254.812,154.264,206.829,153.216,263.35200000000003,152.537,288.117,187.085,277.6,186.101,97.161,184.226,116.228,182.581,298.94599999999997,183.25900000000001,254.12400000000002,181.02599999999998,51.615,183.111,93.26,195.412,102.794,194.628,74.477,193.363,124.586,192.166,261.281,187.88400000000001,67.52,200.753,147.02200000000002,198.803,134.623,200.058,319.904,181.545,60.91,131.351,240.266,121.088,267.02299999999997,167.998,94.05799999999999,170.892,240.38099999999997,178.12400000000002,61.38399999999999,192.981,240.97299999999998,139.29
344.75,1379.0,,255.484,102.09100000000001,280.103,95.20700000000001,133.34,95.389,230.56099999999998,118.182,91.167,119.449,197.84099999999998,115.33200000000001,218.53900000000002,112.881,86.34,112.757,277.487,131.53,154.469,128.369,126.875,128.547,244.00400000000002,127.044,236.607,125.573,139.775,125.084,216.25599999999997,124.376,102.391,164.938,63.508,164.778,148.567,163.725,125.22,162.287,114.01,163.239,87.86399999999999,160.312,121.484,168.69,241.067,166.54,290.256,166.50599999999997,154.52,175.957,108.25299999999999,174.292,117.82700000000001,174.52200000000002,49.961999999999996,174.857,145.4,172.61599999999999,34.135999999999996,172.36599999999999,300.365,172.003,228.2,170.727,280.361,179.642,232.25,180.157,224.798,180.532,149.74,179.697,87.135,178.68400000000003,61.365,179.37400000000002,130.47799999999998,177.295,304.874,177.947,72.928,176.905,272.89799999999997,176.137,205.132,137.94,235.247,137.92700000000002,88.649,136.496,254.922,136.116,159.763,133.466,272.296,144.986,158.48,145.381,110.88799999999999,144.332,292.353,142.44299999999998,127.23100000000001,143.815,220.628,141.877,151.463,152.556,143.002,149.589,246.06099999999998,148.409,100.04899999999999,147.092,93.96,147.33,297.774,146.915,81.199,146.122,280.705,146.155,225.945,145.82,304.23,158.942,76.5,156.091,239.60299999999998,156.487,231.08599999999998,156.715,163.208,153.92700000000002,254.80599999999998,154.284,206.838,153.24,263.318,152.564,288.112,187.08599999999998,277.594,186.093,97.149,184.25599999999997,116.223,182.593,298.923,183.28099999999998,254.115,181.012,51.618,183.111,93.257,195.41299999999998,102.801,194.62400000000002,74.48,193.373,124.574,192.16,261.29,187.87599999999998,67.53699999999999,200.75799999999998,147.045,198.799,134.627,200.06099999999998,319.871,181.581,60.927,131.355,240.282,121.09700000000001,267.003,168.01,94.068,170.894,240.38299999999998,178.136,61.373000000000005,192.986,240.912,139.286
345.0,1380.0,,255.46599999999998,102.09899999999999,280.10200000000003,95.21,133.343,95.40799999999999,,,91.164,119.463,197.773,115.41,218.547,112.9,86.34,112.762,277.384,131.484,154.496,128.37,126.882,128.556,244.011,127.045,236.592,125.56299999999999,139.754,125.04899999999999,216.264,124.368,102.37200000000001,164.952,63.522,164.77900000000002,148.595,163.72899999999998,125.24799999999999,162.275,113.99799999999999,163.281,87.859,160.33,121.469,168.71099999999998,241.074,166.578,290.254,166.512,154.51,175.93599999999998,108.245,174.29,117.81,174.507,49.957,174.863,145.405,172.63099999999997,34.064,172.40200000000002,300.355,171.998,228.222,170.735,280.367,179.641,232.237,180.16400000000002,224.773,180.551,149.727,179.706,87.169,178.66299999999998,61.357,179.33900000000003,130.47299999999998,177.27700000000002,304.86400000000003,177.955,72.898,176.917,272.887,176.144,205.085,137.901,235.225,137.947,88.663,136.51,254.92,136.126,159.74,133.47899999999998,272.283,144.998,158.465,145.378,110.89299999999999,144.33700000000002,292.33,142.52100000000002,127.23700000000001,143.809,220.627,141.9,151.524,152.532,142.857,149.35399999999998,246.071,148.406,100.012,147.07399999999998,93.98700000000001,147.32,297.757,146.91299999999998,81.208,146.116,280.687,146.168,225.99,145.89600000000002,304.216,158.946,76.50399999999999,156.084,239.595,156.494,231.07,156.739,163.214,153.929,254.791,154.27700000000002,206.84099999999998,153.20600000000002,263.161,152.565,288.101,187.08599999999998,277.585,186.092,97.12799999999999,184.30700000000002,116.221,182.611,298.948,183.292,254.106,181.005,51.623000000000005,183.107,93.29299999999999,195.41299999999998,102.819,194.628,74.49,193.385,124.56,192.16400000000002,261.245,187.87,67.547,200.74599999999998,147.043,198.78900000000002,134.651,200.063,319.966,181.43200000000002,60.906000000000006,131.438,240.287,121.074,266.987,168.005,94.061,170.90400000000002,240.37099999999998,178.13,61.376000000000005,192.985,240.72,139.115
345.25,1381.0,,255.425,102.10700000000001,280.09,95.204,133.405,95.406,,,91.148,119.48200000000001,197.733,115.45299999999999,218.544,112.915,86.32700000000001,112.775,277.37,131.515,154.463,128.356,126.881,128.57,244.015,127.05799999999999,236.635,125.56700000000001,139.74200000000002,125.023,216.28599999999997,124.38799999999999,102.367,164.947,63.515,164.80900000000003,148.609,163.715,125.24,162.28799999999998,114.01700000000001,163.251,87.861,160.33,121.479,168.74200000000002,241.071,166.58900000000003,290.238,166.52700000000002,154.503,175.91,108.25200000000001,174.285,117.774,174.50900000000001,49.956,174.868,145.401,172.63099999999997,34.036,172.417,300.349,172.0,228.225,170.733,280.342,179.665,232.262,180.142,224.74400000000003,180.578,149.737,179.735,87.135,178.667,61.352,179.33599999999998,130.458,177.25599999999997,304.85900000000004,177.959,72.918,176.92700000000002,272.874,176.162,205.095,137.91299999999998,235.24400000000003,137.983,88.669,136.518,254.90400000000002,136.132,159.734,133.499,272.275,145.003,158.483,145.377,110.89399999999999,144.33100000000002,292.32099999999997,142.47,127.20100000000001,143.789,220.622,141.911,151.463,152.599,143.04,149.516,246.051,148.38299999999998,100.031,147.08700000000002,93.976,147.321,297.76,146.912,81.245,146.14,280.686,146.185,225.97,145.86,304.19599999999997,158.954,76.514,156.08,239.58,156.513,231.085,156.683,163.218,153.929,254.782,154.284,206.84099999999998,153.217,263.132,152.57,288.094,187.097,277.57,186.102,97.124,184.34400000000002,116.256,182.606,298.914,183.32,254.085,180.997,51.621,183.101,93.306,195.412,102.84700000000001,194.608,74.49600000000001,193.394,124.586,192.15900000000002,261.242,187.87099999999998,67.564,200.75099999999998,147.046,198.769,134.64600000000002,200.105,320.20599999999996,181.368,60.937,131.414,240.296,121.07,266.96299999999997,168.014,94.07700000000001,170.926,240.394,178.143,61.37,192.987,240.571,139.00799999999998
345.5,1382.0,,255.426,102.125,280.09,95.211,133.374,95.38799999999999,,,91.15799999999999,119.48299999999999,197.78400000000002,115.56,218.554,112.94,86.339,112.773,277.374,131.505,154.504,128.387,126.897,128.578,244.023,127.056,236.667,125.59200000000001,139.705,125.024,216.292,124.399,102.369,164.959,63.521,164.813,148.606,163.724,125.29,162.256,114.13799999999999,163.283,87.874,160.347,121.48899999999999,168.731,241.076,166.58900000000003,290.233,166.532,154.505,175.88099999999997,108.227,174.285,117.81700000000001,174.50900000000001,49.978,174.861,145.408,172.623,34.082,172.405,300.332,172.003,228.21900000000002,170.77599999999998,280.37,179.655,232.27700000000002,180.162,224.752,180.574,149.726,179.725,87.134,178.657,61.356,179.34599999999998,130.444,177.261,304.848,177.977,72.916,176.93,272.874,176.15900000000002,205.072,137.893,235.263,137.935,88.637,136.516,254.895,136.149,159.719,133.5,272.263,145.015,158.496,145.41,110.88600000000001,144.332,292.334,142.518,127.2,143.747,220.59400000000002,141.922,151.47799999999998,152.565,143.064,149.531,246.072,148.37,99.961,147.071,94.016,147.339,297.76599999999996,146.912,81.251,146.161,280.69,146.186,225.956,145.812,304.187,158.953,76.517,156.077,239.579,156.487,231.083,156.7,163.244,153.931,254.771,154.282,206.868,153.209,263.101,152.575,288.072,187.105,277.592,186.077,97.111,184.34799999999998,116.25200000000001,182.59799999999998,298.894,183.304,254.08700000000002,180.981,51.626000000000005,183.097,93.303,195.42,102.84899999999999,194.6,74.498,193.40400000000002,124.57,192.16099999999997,261.247,187.861,67.557,200.75400000000002,147.05100000000002,198.762,134.64700000000002,200.092,319.894,181.372,60.974,131.405,240.252,121.066,266.937,168.024,94.08,170.93599999999998,240.378,178.145,61.36600000000001,192.99400000000003,240.63400000000001,139.233
345.75,1383.0,,255.396,102.118,280.085,95.213,133.358,95.382,,,91.154,119.49700000000001,197.812,115.595,218.554,112.98100000000001,86.321,112.77799999999999,277.366,131.494,154.525,128.386,126.90299999999999,128.589,244.017,127.065,236.68200000000002,125.594,139.707,125.052,216.291,124.384,102.417,164.954,63.513000000000005,164.833,148.605,163.731,125.273,162.254,114.213,163.311,87.87200000000001,160.34,121.49,168.787,241.07299999999998,166.607,290.215,166.544,154.535,175.918,108.226,174.267,117.87899999999999,174.50599999999997,49.994,174.856,145.417,172.618,34.135999999999996,172.425,300.324,171.99,228.202,170.80200000000002,280.374,179.649,232.28599999999997,180.18599999999998,224.762,180.562,149.727,179.74,87.12200000000001,178.675,61.36600000000001,179.377,130.423,177.24200000000002,304.847,177.981,72.91199999999999,176.933,272.874,176.15900000000002,205.108,137.935,235.292,137.961,88.594,136.514,254.885,136.149,159.69899999999998,133.5,272.252,145.012,158.504,145.408,110.915,144.334,292.319,142.532,127.171,143.754,220.611,141.915,151.435,152.592,143.11,149.56,246.02900000000002,148.389,99.986,147.1,94.007,147.34799999999998,297.769,146.90200000000002,81.235,146.16,280.67900000000003,146.187,225.925,145.8,304.17900000000003,158.947,76.51899999999999,156.078,239.56400000000002,156.517,231.09,156.713,163.24,153.92600000000002,254.77,154.29,206.85,153.19899999999998,263.123,152.578,288.062,187.11,277.62,186.05700000000002,97.09899999999999,184.375,116.229,182.61599999999999,298.836,183.31099999999998,254.05900000000003,180.954,51.623999999999995,183.105,93.291,195.426,102.87,194.592,74.473,193.418,124.557,192.157,261.256,187.86,67.561,200.747,147.061,198.729,134.672,200.06900000000002,319.805,181.43900000000002,61.011,131.40200000000002,240.25400000000002,121.05799999999999,266.91900000000004,168.04,94.084,170.959,240.343,178.106,61.36600000000001,192.99900000000002,240.449,139.138
346.0,1384.0,,255.391,102.12299999999999,280.092,95.22399999999999,133.35,95.476,,,91.18700000000001,119.51700000000001,197.84,115.65899999999999,218.54,113.01100000000001,86.314,112.791,277.35200000000003,131.491,154.52100000000002,128.364,126.91,128.609,243.993,127.073,236.69299999999998,125.568,139.707,125.02600000000001,216.275,124.37,102.43700000000001,164.945,63.526,164.865,148.611,163.736,125.32600000000001,162.265,114.147,163.297,87.84899999999999,160.335,121.51299999999999,168.91400000000002,241.08,166.612,290.20799999999997,166.55,154.547,175.946,108.21,174.252,117.896,174.503,49.995,174.845,145.423,172.636,34.056,172.476,300.317,171.998,228.15200000000002,170.77,280.384,179.68200000000002,232.30700000000002,180.19,224.748,180.581,149.713,179.715,87.14,178.657,61.378,179.359,130.441,177.266,304.849,177.977,72.94800000000001,176.93400000000003,272.857,176.162,205.079,137.909,235.195,137.965,88.6,136.528,254.87400000000002,136.164,159.715,133.494,272.242,145.018,158.536,145.394,110.902,144.335,292.282,142.47899999999998,127.175,143.751,220.606,141.946,151.416,152.589,143.112,149.59,246.104,148.39700000000002,99.939,147.082,94.005,147.34,297.759,146.891,81.234,146.184,280.645,146.197,225.898,145.797,304.166,158.957,76.55,156.06,239.546,156.532,231.12400000000002,156.743,163.22299999999998,153.922,254.753,154.28,206.829,153.215,263.08299999999997,152.56799999999998,288.059,187.10299999999998,277.624,186.062,97.098,184.38400000000001,116.229,182.618,298.89,183.32299999999998,254.049,180.94,51.621,183.11,93.29899999999999,195.421,102.876,194.574,74.482,193.42700000000002,124.544,192.15900000000002,261.282,187.83700000000002,67.544,200.752,147.055,198.745,134.705,200.083,320.01099999999997,181.31400000000002,61.045,131.403,240.237,121.09899999999999,266.884,168.047,94.087,170.984,240.343,178.112,61.376000000000005,193.002,240.63099999999997,139.358
346.25,1385.0,,255.38400000000001,102.141,280.08799999999997,95.227,133.36700000000002,95.47200000000001,230.63,118.45100000000001,91.17399999999999,119.51700000000001,197.852,115.664,218.489,113.001,86.324,112.78299999999999,277.355,131.505,154.491,128.311,126.92399999999999,128.607,243.952,127.086,236.679,125.559,139.809,125.061,216.26,124.368,102.384,164.946,63.496,164.895,148.594,163.735,125.334,162.27700000000002,114.264,163.351,87.854,160.342,121.514,168.96099999999998,241.074,166.63099999999997,290.199,166.56400000000002,154.497,176.003,108.215,174.283,117.88,174.497,49.971000000000004,174.854,145.445,172.628,34.08,172.525,300.279,172.007,228.18400000000003,170.762,280.408,179.68900000000002,232.322,180.22299999999998,224.699,180.558,149.707,179.732,87.14,178.66099999999997,61.365,179.338,130.425,177.25400000000002,304.844,177.977,72.949,176.933,272.857,176.16099999999997,205.13400000000001,138.001,235.176,137.925,88.525,136.506,254.861,136.195,159.708,133.505,272.257,145.05,158.539,145.406,110.905,144.34,292.282,142.504,127.195,143.70600000000002,220.58700000000002,141.951,151.44899999999998,152.579,143.08100000000002,149.592,246.097,148.382,99.93799999999999,147.079,94.00399999999999,147.35399999999998,297.741,146.894,81.245,146.213,280.634,146.20600000000002,225.898,145.836,304.145,158.97,76.57,156.047,239.551,156.52,231.136,156.732,163.243,153.925,254.75900000000001,154.284,206.827,153.214,263.027,152.58,288.06,187.102,277.58099999999996,186.077,97.095,184.42,116.23,182.613,298.813,183.34799999999998,254.037,180.926,51.619,183.11700000000002,93.305,195.422,102.88600000000001,194.574,74.48899999999999,193.43400000000003,124.52,192.17,261.291,187.84099999999998,67.55199999999999,200.729,147.065,198.739,134.618,200.111,319.921,181.21,60.981,131.394,240.245,121.115,266.86400000000003,168.051,94.086,171.0,240.324,178.13,61.39,193.002,240.687,139.401
346.5,1386.0,,255.36,102.165,280.096,95.23100000000001,133.332,95.463,230.733,118.565,91.179,119.522,197.834,115.648,218.476,113.01,86.329,112.789,277.362,131.502,154.498,128.32,126.92200000000001,128.621,243.937,127.09299999999999,236.658,125.539,139.858,125.14399999999999,216.266,124.381,102.398,164.942,63.471000000000004,164.918,148.597,163.744,125.335,162.316,114.212,163.358,87.87,160.339,121.522,169.015,241.06599999999997,166.63099999999997,290.175,166.575,154.496,175.99099999999999,108.214,174.321,117.861,174.50799999999998,49.974,174.864,145.457,172.592,34.045,172.53599999999997,300.276,172.033,228.248,170.825,280.401,179.7,232.312,180.265,224.71900000000002,180.583,149.697,179.74599999999998,87.13,178.69299999999998,61.361999999999995,179.359,130.422,177.245,304.83799999999997,177.981,72.949,176.924,272.843,176.16099999999997,205.08700000000002,137.955,235.079,137.964,88.523,136.515,254.877,136.221,159.704,133.518,272.258,145.078,158.542,145.415,110.9,144.357,292.237,142.502,127.205,143.666,220.588,141.96200000000002,151.458,152.559,143.19799999999998,149.599,246.05700000000002,148.343,99.98299999999999,147.10399999999998,94.01299999999999,147.347,297.738,146.888,81.243,146.239,280.649,146.20600000000002,225.94,145.909,304.14099999999996,158.97,76.579,156.028,239.551,156.539,231.18,156.762,163.21,153.946,254.739,154.284,206.85,153.237,262.965,152.579,288.059,187.105,277.568,186.1,97.08,184.43200000000002,116.256,182.62400000000002,298.841,183.372,254.02599999999998,180.921,51.61,183.12,93.318,195.43599999999998,102.905,194.56900000000002,74.495,193.438,124.515,192.15900000000002,261.283,187.817,67.562,200.734,147.05700000000002,198.717,134.61700000000002,200.12099999999998,319.82099999999997,181.28599999999997,61.062,131.457,240.266,121.088,266.851,168.05599999999998,94.07700000000001,171.00599999999997,240.31599999999997,178.12900000000002,61.4,193.00900000000001,240.676,139.425
346.75,1387.0,,255.352,102.17200000000001,280.09,95.241,133.355,95.49,230.701,118.566,91.164,119.521,197.797,115.62700000000001,218.48,113.023,86.331,112.79700000000001,277.344,131.491,154.49200000000002,128.362,126.929,128.625,243.91299999999998,127.116,236.708,125.571,139.846,125.08,216.25799999999998,124.397,102.38,164.94,63.45,164.954,148.609,163.74,125.35,162.293,114.25299999999999,163.363,87.86200000000001,160.346,121.514,168.99900000000002,241.06400000000002,166.643,290.172,166.581,154.506,175.975,108.225,174.317,117.898,174.498,49.95399999999999,174.868,145.464,172.571,33.989000000000004,172.642,300.27099999999996,172.042,228.217,170.85299999999998,280.377,179.687,232.299,180.26,224.699,180.615,149.70600000000002,179.745,87.149,178.69299999999998,61.353,179.34400000000002,130.371,177.21599999999998,304.84,177.99900000000002,72.914,176.917,272.849,176.148,205.07,137.88299999999998,235.105,137.911,88.555,136.529,254.873,136.21,159.69799999999998,133.502,272.249,145.095,158.458,145.385,110.92299999999999,144.355,292.222,142.502,127.221,143.696,220.592,141.955,151.416,152.592,143.211,149.673,246.09099999999998,148.355,99.988,147.112,94.012,147.35399999999998,297.748,146.884,81.277,146.251,280.66700000000003,146.213,225.956,145.911,304.145,158.974,76.571,156.033,239.547,156.532,231.188,156.747,163.246,153.951,254.733,154.274,206.832,153.24200000000002,262.887,152.575,288.046,187.12900000000002,277.574,186.09599999999998,97.061,184.47099999999998,116.23299999999999,182.63099999999997,298.851,183.364,254.00400000000002,180.915,51.604,183.12900000000002,93.334,195.43599999999998,102.914,194.572,74.495,193.43900000000002,124.53,192.158,261.263,187.815,67.559,200.72400000000002,147.043,198.704,134.599,200.175,320.003,181.27599999999998,61.062,131.474,240.27200000000002,121.09,266.813,168.07299999999998,94.084,171.02599999999998,240.313,178.12900000000002,61.403999999999996,193.016,240.638,139.444
347.0,1388.0,,255.372,102.176,280.077,95.23899999999999,133.368,95.48899999999999,230.717,118.554,91.164,119.535,197.826,115.618,218.475,113.05799999999999,86.325,112.809,277.368,131.50799999999998,154.52700000000002,128.32399999999998,126.93700000000001,128.639,243.888,127.12700000000001,236.701,125.57700000000001,139.873,125.072,216.28,124.397,102.368,164.938,63.456,164.972,148.608,163.751,125.34,162.298,114.336,163.33700000000002,87.863,160.34799999999998,121.51899999999999,169.02200000000002,241.058,166.66299999999998,290.172,166.58900000000003,154.507,175.96900000000002,108.21799999999999,174.3,117.90100000000001,174.493,49.958,174.87900000000002,145.464,172.55599999999998,33.986999999999995,172.649,300.26099999999997,172.037,228.215,170.892,280.347,179.68400000000003,232.31400000000002,180.215,224.76,180.63400000000001,149.68,179.73,87.12700000000001,178.68900000000002,61.376999999999995,179.354,130.371,177.21,304.842,178.02200000000002,72.878,176.923,272.843,176.155,205.042,137.885,235.185,137.961,88.568,136.511,254.87599999999998,136.226,159.703,133.516,272.23,145.09799999999998,158.541,145.391,110.93700000000001,144.361,292.226,142.461,127.2,143.719,220.58599999999998,141.954,151.407,152.56799999999998,143.21,149.594,246.13299999999998,148.34,99.98,147.099,93.97,147.349,297.745,146.866,81.26899999999999,146.259,280.63599999999997,146.236,225.93400000000003,145.91299999999998,304.133,158.976,76.589,156.017,239.543,156.511,231.227,156.74,163.247,153.94899999999998,254.725,154.27,206.832,153.215,262.91700000000003,152.591,288.04200000000003,187.144,277.57099999999997,186.081,97.057,184.47400000000002,116.24,182.63299999999998,298.858,183.34,254.002,180.915,51.608999999999995,183.13,93.345,195.43,102.916,194.563,74.49,193.44299999999998,124.53,192.16,261.265,187.81099999999998,67.565,200.737,147.036,198.697,134.605,200.135,319.92,181.335,61.045,131.518,240.27700000000002,121.109,266.814,168.081,94.08200000000001,171.035,240.297,178.136,61.405,193.019,240.813,139.546
