TimesH,Frame,NoMissing,2,2,10,10,11,11,34,34,35,35,39,39,40,40,42,42,47,47,49,49,52,52,54,54,55,55,57,57,59,59,109,109,111,111,113,113,114,114,115,115,123,123,127,127,133,133,135,135,140,140,141,141,143,143,144,144,146,146,148,148,149,149,152,152,155,155,156,156,157,157,158,158,160,160,161,161,164,164,166,166,168,168,169,169,173,173,176,176,178,178,179,179,185,185,187,187,189,189,191,191,194,194,195,195,197,197,204,204,205,205,207,207,212,212,213,213,214,214,215,215,216,216,217,217,218,218,222,222,224,224,225,225,228,228,231,231,232,232,233,233,264,264,265,265,268,268,269,269,271,271,272,272,273,273,276,276,279,279,280,280,284,284,290,290,297,297,300,300,301,301,369,369,383,383,467,467,475,475,503,503,642,642,664,664,734,734
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
398.0,1592.0,,253.683,103.51299999999999,279.319,96.324,133.9,96.818,229.925,119.169,91.125,120.68700000000001,196.584,115.93799999999999,217.53,113.727,85.501,114.179,276.363,132.069,154.18,129.595,126.697,129.967,242.99400000000003,127.979,235.72400000000002,125.928,140.719,127.214,214.262,123.36399999999999,102.959,165.11599999999999,63.888999999999996,165.955,148.57399999999998,163.708,125.807,162.827,112.837,163.629,89.271,161.643,120.76100000000001,168.524,240.051,166.957,290.782,167.17,154.658,176.782,109.73,173.088,118.16,174.68599999999998,49.757,175.34400000000002,145.709,172.118,33.973,172.987,300.406,172.158,228.05599999999998,170.125,281.355,181.11900000000003,231.583,180.771,224.47799999999998,180.692,149.64,179.787,86.929,179.045,61.222,179.862,129.566,176.27599999999998,305.32599999999996,178.46599999999998,72.824,177.356,273.496,176.107,203.055,136.762,234.324,138.82299999999998,87.837,137.17,253.81599999999997,136.845,159.687,134.221,271.631,146.07399999999998,158.134,145.981,111.09700000000001,144.59799999999998,291.987,143.659,127.38,144.311,219.269,142.134,151.483,153.025,142.86,147.597,246.079,148.285,99.55799999999999,147.92600000000002,94.266,148.14,297.317,147.748,81.563,147.752,280.715,147.507,226.391,146.894,303.994,160.421,76.12100000000001,156.835,239.237,157.069,230.94400000000002,156.46200000000002,163.227,154.766,254.243,155.158,206.139,154.279,262.82099999999997,153.664,287.72700000000003,187.14,275.957,187.00099999999998,97.021,183.68,115.575,182.055,298.61400000000003,183.685,253.445,180.905,51.38399999999999,182.705,93.185,195.447,102.79899999999999,194.012,74.348,193.035,124.412,191.59799999999998,261.283,187.169,67.059,200.89,147.283,197.82,136.19899999999998,196.77599999999998,319.836,181.81799999999998,62.294,132.675,239.77900000000002,121.44200000000001,266.763,168.93099999999998,93.86,170.55900000000003,238.66,177.321,61.613,192.981,242.028,140.92600000000002
398.25,1593.0,,253.649,103.471,279.286,96.294,133.821,96.85700000000001,229.877,119.186,91.13600000000001,120.68,196.514,115.917,217.541,113.71,85.54799999999999,114.14,276.323,132.063,154.195,129.64600000000002,126.699,129.971,242.99400000000003,127.984,235.747,125.92200000000001,140.745,127.23100000000001,214.071,123.186,102.945,165.12400000000002,63.88399999999999,165.949,148.578,163.714,125.79700000000001,162.814,112.851,163.563,89.292,161.65200000000002,120.696,168.47799999999998,240.03599999999997,166.93400000000003,290.778,167.16400000000002,154.66,176.775,109.77600000000001,173.07299999999998,118.05799999999999,174.734,49.765,175.31900000000002,145.707,172.113,34.043,172.933,300.395,172.146,228.044,170.104,281.33,181.09799999999998,231.578,180.731,224.479,180.66099999999997,149.667,179.82299999999998,86.944,179.041,61.203,179.896,129.53,176.25599999999997,305.343,178.455,72.837,177.34400000000002,273.483,176.105,203.03,136.745,234.305,138.886,87.91799999999999,137.15,253.834,136.882,159.69,134.22299999999998,271.616,146.055,158.131,146.001,111.085,144.597,291.974,143.696,127.402,144.3,219.333,142.149,151.441,153.049,142.877,147.645,246.095,148.304,99.60600000000001,147.933,94.27,148.149,297.315,147.754,81.562,147.74,280.79,147.504,226.34400000000002,146.84799999999998,303.98900000000003,160.411,76.12,156.835,239.247,157.077,230.93900000000002,156.494,163.234,154.733,254.239,155.139,206.082,154.157,262.936,153.673,287.73400000000004,187.15,276.032,186.97,97.02,183.673,115.59299999999999,182.044,298.525,183.646,253.46200000000002,180.907,51.386,182.74599999999998,93.212,195.454,102.802,194.02599999999998,74.344,193.03099999999998,124.42299999999999,191.595,261.286,187.16299999999998,67.077,200.873,147.259,197.785,136.175,196.745,319.857,181.79,62.39,132.776,239.75,121.417,266.77,168.921,93.85700000000001,170.53599999999997,238.671,177.298,61.614,192.97299999999998,241.96900000000002,140.80100000000002
398.5,1594.0,,253.731,103.515,279.314,96.32700000000001,133.85299999999998,96.861,229.88299999999998,119.25,91.14200000000001,120.68700000000001,196.392,115.92399999999999,217.553,113.711,85.49799999999999,114.189,276.353,132.08,154.197,129.691,126.691,129.987,242.989,127.979,235.73,125.914,140.731,127.23700000000001,214.02200000000002,123.15100000000001,102.95700000000001,165.114,63.878,165.945,148.59799999999998,163.72799999999998,125.816,162.803,112.88799999999999,163.611,89.29299999999999,161.65200000000002,120.725,168.46,240.074,166.97299999999998,290.781,167.171,154.654,176.775,109.787,173.063,118.01700000000001,174.763,49.816,175.31099999999998,145.724,172.10299999999998,34.031,173.002,300.418,172.15099999999998,227.97799999999998,170.05599999999998,281.306,181.074,231.55200000000002,180.727,224.475,180.66099999999997,149.661,179.815,86.944,179.046,61.2,179.918,129.52200000000002,176.26,305.345,178.47799999999998,72.884,177.35,273.507,176.076,203.00599999999997,136.829,234.324,138.861,87.902,137.197,253.834,136.915,159.692,134.22,271.633,146.014,158.131,146.011,111.13,144.596,292.005,143.68200000000002,127.50299999999999,144.276,219.41,142.207,151.485,153.075,142.866,147.717,246.13,148.308,99.681,147.959,94.273,148.17600000000002,297.32,147.773,81.54899999999999,147.711,280.788,147.483,226.368,146.87,303.986,160.403,76.108,156.83700000000002,239.255,157.078,230.926,156.498,163.22,154.738,254.226,155.144,206.095,154.261,262.918,153.645,287.752,187.135,275.995,186.99400000000003,97.042,183.642,115.617,182.042,298.60200000000003,183.605,253.447,180.903,51.391999999999996,182.798,93.197,195.463,102.82799999999999,194.00799999999998,74.345,193.016,124.43700000000001,191.58700000000002,261.278,187.16400000000002,67.07,200.86900000000003,147.263,197.765,136.173,196.75,319.724,181.78400000000002,62.409,132.82,239.72099999999998,121.40799999999999,266.76,168.91400000000002,93.865,170.497,238.65400000000002,177.322,61.58,192.97799999999998,241.955,140.765
398.75,1595.0,,253.748,103.60799999999999,279.32,96.34200000000001,133.829,96.9,229.91400000000002,119.256,91.15,120.698,196.41299999999998,116.008,217.553,113.71,85.49799999999999,114.208,276.378,132.084,154.205,129.70600000000002,126.68700000000001,129.99,243.02,127.978,235.785,125.89200000000001,140.737,127.26100000000001,213.97400000000002,123.098,102.98700000000001,165.118,63.87,165.952,148.629,163.735,125.825,162.809,112.86,163.485,89.3,161.68,120.744,168.46,240.06,166.951,290.77,167.175,154.653,176.787,109.795,173.041,118.02799999999999,174.783,49.806000000000004,175.297,145.732,172.109,34.0,172.997,300.368,172.143,228.021,170.15099999999998,281.28700000000003,181.046,231.517,180.717,224.44,180.668,149.65200000000002,179.825,86.941,179.00900000000001,61.207,179.917,129.539,176.27200000000002,305.356,178.46599999999998,72.881,177.338,273.548,176.054,203.024,136.85299999999998,234.33,138.775,87.934,137.165,253.835,136.94,159.71200000000002,134.219,271.676,146.05200000000002,158.142,145.981,111.152,144.58,292.007,143.674,127.52799999999999,144.273,219.425,142.216,151.408,153.061,142.889,147.649,246.142,148.33,99.666,147.965,94.264,148.17600000000002,297.33099999999996,147.75,81.583,147.719,280.807,147.491,226.385,146.886,303.998,160.411,76.111,156.838,239.239,157.089,230.96099999999998,156.497,163.236,154.732,254.22799999999998,155.141,206.07,154.278,262.92400000000004,153.627,287.745,187.118,275.97700000000003,186.99,97.03399999999999,183.623,115.676,182.028,298.48,183.56,253.47,180.90400000000002,51.405,182.81900000000002,93.19,195.48,102.81700000000001,194.005,74.325,193.017,124.39200000000001,191.588,261.277,187.149,67.078,200.84599999999998,147.257,197.735,136.156,196.764,319.632,181.765,62.419,132.849,239.74099999999999,121.413,266.783,168.9,93.865,170.518,238.69799999999998,177.347,61.613,192.952,241.946,140.766
399.0,1596.0,,253.699,103.649,279.296,96.329,133.846,96.9,229.93099999999998,119.234,91.14399999999999,120.686,196.44299999999998,116.03299999999999,217.583,113.726,85.469,114.2,276.35900000000004,132.058,154.237,129.697,126.68799999999999,129.983,243.035,127.964,235.79,125.912,140.737,127.24600000000001,213.92,123.116,103.016,165.106,63.857,165.958,148.609,163.703,125.82700000000001,162.8,112.928,163.592,89.286,161.688,120.77,168.486,240.047,166.95,290.779,167.176,154.673,176.787,109.838,173.024,118.04799999999999,174.78599999999997,49.778999999999996,175.274,145.722,172.11599999999999,34.024,172.993,300.351,172.12900000000002,228.032,170.226,281.272,181.06400000000002,231.53400000000002,180.65599999999998,224.44099999999997,180.671,149.672,179.792,86.95100000000001,178.99599999999998,61.202,179.93,129.463,176.19099999999997,305.35,178.472,72.873,177.30700000000002,273.56,176.045,202.99900000000002,136.859,234.36900000000003,138.866,88.04799999999999,137.136,253.84599999999998,136.963,159.74200000000002,134.219,271.694,146.063,158.136,145.977,111.14299999999999,144.569,292.003,143.666,127.522,144.342,219.455,142.269,151.373,153.04399999999998,142.89700000000002,147.63,246.12,148.344,99.691,147.986,94.29899999999999,148.187,297.343,147.70600000000002,81.595,147.724,280.871,147.42,226.34900000000002,146.871,304.007,160.416,76.101,156.846,239.24599999999998,157.101,230.977,156.496,163.269,154.696,254.21599999999998,155.139,206.023,154.22799999999998,262.87,153.615,287.731,187.127,275.915,187.021,97.055,183.61700000000002,115.68,182.028,298.42900000000003,183.583,253.5,180.922,51.408,182.829,93.176,195.467,102.788,194.00799999999998,74.322,193.011,124.406,191.563,261.282,187.15,67.077,200.84,147.252,197.709,136.157,196.753,319.769,181.887,62.438,132.875,239.736,121.45700000000001,266.78,168.899,93.881,170.495,238.7,177.37900000000002,61.567,192.96099999999998,241.94299999999998,140.727
399.25,1597.0,,253.66299999999998,103.68700000000001,279.309,96.319,133.904,96.92399999999999,229.893,119.26799999999999,91.13600000000001,120.694,196.484,116.086,217.593,113.73200000000001,85.463,114.164,276.344,132.039,154.2,129.685,126.684,129.999,243.041,127.98200000000001,235.769,125.94,140.778,127.27,213.90900000000002,123.1,103.061,165.11599999999999,63.845,165.97,148.586,163.696,125.846,162.815,112.945,163.601,89.287,161.67600000000002,120.785,168.49400000000003,240.033,166.93599999999998,290.79,167.17700000000002,154.667,176.77,109.824,173.021,118.09100000000001,174.73,49.778,175.24599999999998,145.72799999999998,172.092,34.082,173.053,300.348,172.149,228.011,170.22400000000002,281.254,181.00799999999998,231.549,180.607,224.447,180.666,149.678,179.787,86.93700000000001,178.987,61.218,179.91,129.549,176.257,305.33099999999996,178.41099999999997,72.858,177.27900000000002,273.547,176.053,203.105,136.915,234.357,138.85299999999998,88.073,137.094,253.83900000000003,136.953,159.737,134.215,271.71,146.077,158.109,145.969,111.15899999999999,144.569,291.986,143.704,127.52600000000001,144.268,219.43400000000003,142.31,151.412,153.02700000000002,142.89700000000002,147.57299999999998,246.127,148.35,99.681,147.964,94.333,148.213,297.353,147.71,81.557,147.722,280.866,147.44799999999998,226.362,146.892,304.01099999999997,160.411,76.113,156.825,239.24,157.107,230.97299999999998,156.484,163.268,154.694,254.22799999999998,155.142,206.062,154.237,262.92,153.595,287.737,187.123,275.954,186.99200000000002,97.061,183.606,115.697,182.024,298.289,183.554,253.481,180.896,51.409,182.829,93.175,195.458,102.79299999999999,194.015,74.321,193.003,124.339,191.554,261.27099999999996,187.157,67.07300000000001,200.862,147.251,197.695,136.153,196.74400000000003,319.697,181.752,62.393,132.859,239.71200000000002,121.45,266.77099999999996,168.887,93.866,170.49200000000002,238.735,177.392,61.562,192.954,241.863,140.745
399.5,1598.0,,253.609,103.679,279.33,96.35,133.969,96.954,229.85299999999998,119.265,91.16,120.711,196.43599999999998,116.08,217.6,113.73299999999999,85.49799999999999,114.166,276.33799999999997,132.05200000000002,154.249,129.66299999999998,126.696,130.02200000000002,243.06400000000002,127.98299999999999,235.793,125.929,140.785,127.366,213.687,123.01799999999999,103.04799999999999,165.101,63.855,165.968,148.58700000000002,163.687,125.84100000000001,162.84,112.916,163.613,89.27799999999999,161.681,120.726,168.433,240.063,166.96099999999998,290.765,167.179,154.656,176.774,109.801,173.033,118.11399999999999,174.718,49.753,175.292,145.757,172.088,34.091,173.05,300.345,172.13099999999997,227.998,170.162,281.245,180.979,231.577,180.533,224.458,180.63099999999997,149.696,179.767,86.949,178.987,61.226000000000006,179.89,129.55,176.27900000000002,305.342,178.418,72.874,177.29,273.551,176.046,203.045,136.898,234.408,138.757,88.00399999999999,137.134,253.84099999999998,136.971,159.732,134.196,271.728,146.083,158.109,145.96200000000002,111.219,144.57,291.939,143.714,127.552,144.298,219.362,142.274,151.493,153.04399999999998,142.869,147.599,246.18200000000002,148.32,99.679,147.947,94.35700000000001,148.217,297.373,147.678,81.574,147.744,280.899,147.501,226.378,146.916,304.01,160.407,76.117,156.82,239.24,157.108,230.967,156.47799999999998,163.268,154.68,254.218,155.151,206.07299999999998,154.22799999999998,262.91700000000003,153.576,287.721,187.15200000000002,276.007,186.988,97.073,183.59799999999998,115.712,182.02,298.36400000000003,183.577,253.507,180.918,51.42,182.832,93.133,195.465,102.80799999999999,194.015,74.331,192.99599999999998,124.34700000000001,191.553,261.29,187.153,67.081,200.863,147.259,197.68,136.167,196.783,319.743,181.87,62.403,132.868,239.734,121.48100000000001,266.783,168.875,93.896,170.482,238.704,177.386,61.575,192.94,241.85,140.793
399.75,1599.0,,253.66,103.625,279.395,96.40100000000001,134.06,96.93799999999999,229.842,119.251,91.163,120.71600000000001,196.442,116.09,217.62099999999998,113.728,85.54,114.133,276.346,132.032,154.22899999999998,129.643,126.693,130.019,243.04,127.985,235.854,125.90799999999999,140.81,127.324,213.69299999999998,122.97,103.022,165.101,63.868,165.972,148.584,163.648,125.836,162.82399999999998,112.85,163.602,89.28200000000001,161.68,120.75299999999999,168.41400000000002,240.081,166.957,290.754,167.179,154.653,176.77,109.804,173.014,118.111,174.739,49.776,175.27599999999998,145.791,172.09,34.031,173.111,300.376,172.112,227.90400000000002,170.05200000000002,281.21299999999997,180.92700000000002,231.575,180.551,224.46900000000002,180.593,149.69,179.775,86.956,178.98,61.233999999999995,179.895,129.54,176.274,305.35200000000003,178.43900000000002,72.87100000000001,177.27200000000002,273.54200000000003,176.047,203.105,136.872,234.372,138.766,88.149,137.014,253.85,137.001,159.714,134.19899999999998,271.7,146.077,158.12,145.95600000000002,111.244,144.59,291.969,143.70600000000002,127.584,144.269,219.31799999999998,142.24,151.446,153.037,142.85399999999998,147.459,246.18900000000002,148.296,99.671,147.946,94.35,148.217,297.372,147.667,81.58800000000001,147.74200000000002,280.91,147.488,226.368,146.886,304.036,160.401,76.115,156.819,239.26,157.092,230.99,156.526,163.256,154.687,254.21200000000002,155.151,206.082,154.261,262.987,153.569,287.732,187.157,275.982,186.99599999999998,97.086,183.558,115.681,182.005,298.319,183.53,253.52599999999998,180.91299999999998,51.415,182.84,93.113,195.44799999999998,102.835,194.003,74.337,192.981,124.366,191.55900000000003,261.288,187.139,67.097,200.825,147.283,197.705,136.186,196.774,319.723,181.863,62.512,132.94,239.74900000000002,121.476,266.784,168.87,93.86399999999999,170.49599999999998,238.671,177.399,61.582,192.93900000000002,241.801,140.78
400.0,1600.0,,253.703,103.625,279.436,96.411,134.013,96.90700000000001,229.877,119.3,91.179,120.71799999999999,196.49,116.148,217.62900000000002,113.729,85.49,114.134,276.311,132.025,154.14,129.711,126.68799999999999,130.015,243.055,127.986,235.829,125.962,140.786,127.334,213.82,122.958,103.042,165.09400000000002,63.853,165.967,148.572,163.63299999999998,125.83,162.816,112.79,163.56799999999998,89.29,161.673,120.76,168.34599999999998,240.088,166.96,290.747,167.173,154.65,176.785,109.777,173.018,118.087,174.794,49.766999999999996,175.292,145.803,172.093,34.086999999999996,173.00099999999998,300.355,172.085,227.83599999999998,170.049,281.187,180.895,231.572,180.56900000000002,224.484,180.577,149.687,179.77900000000002,86.93700000000001,178.97400000000002,61.202,179.922,129.54,176.271,305.341,178.46400000000003,72.875,177.25099999999998,273.563,176.044,203.042,136.849,234.375,138.69899999999998,88.131,137.01,253.889,137.029,159.714,134.195,271.689,146.06,158.102,145.961,111.245,144.59799999999998,291.97,143.697,127.58200000000001,144.25,219.271,142.141,151.489,153.031,142.817,147.489,246.18,148.304,99.639,147.944,94.34299999999999,148.17600000000002,297.378,147.653,81.578,147.727,280.997,147.46,226.322,146.88299999999998,304.026,160.424,76.15,156.797,239.25799999999998,157.092,230.96,156.51,163.27200000000002,154.662,254.21,155.158,206.092,154.308,263.04,153.565,287.73900000000003,187.146,276.019,186.968,97.069,183.53799999999998,115.711,182.018,298.367,183.543,253.565,180.9,51.413999999999994,182.86900000000003,93.126,195.433,102.801,194.019,74.337,192.981,124.344,191.543,261.288,187.13099999999997,67.085,200.827,147.293,197.71900000000002,136.166,196.74,319.712,181.81,62.525,132.929,239.752,121.491,266.784,168.872,93.87200000000001,170.49099999999999,238.64700000000002,177.37099999999998,61.592,192.94099999999997,241.75099999999998,140.769
400.25,1601.0,,253.708,103.65700000000001,279.394,96.383,133.969,96.896,229.87099999999998,119.30799999999999,91.161,120.721,196.513,116.195,217.642,113.73100000000001,85.51,114.179,276.319,132.014,154.14700000000002,129.71,126.698,130.04,243.077,127.98100000000001,235.84400000000002,125.963,140.796,127.359,213.785,123.02600000000001,103.01799999999999,165.104,63.864,165.96900000000002,148.596,163.664,125.839,162.827,112.825,163.57399999999998,89.257,161.664,120.76299999999999,168.351,240.08900000000003,166.935,290.76099999999997,167.166,154.659,176.791,109.821,172.99099999999999,118.115,174.791,49.771,175.28799999999998,145.78799999999998,172.078,34.102,173.035,300.387,172.104,227.69299999999998,169.9,281.21299999999997,180.885,231.59900000000002,180.581,224.47799999999998,180.55,149.69899999999998,179.78799999999998,86.943,178.967,61.188,179.94,129.613,176.304,305.322,178.463,72.855,177.24900000000002,273.569,176.035,203.187,136.987,234.382,138.704,88.14299999999999,137.041,253.903,137.04399999999998,159.722,134.196,271.687,146.05200000000002,158.131,145.944,111.234,144.614,291.981,143.697,127.53,144.275,219.31900000000002,142.135,151.453,153.056,142.815,147.44,246.24099999999999,148.265,99.68700000000001,147.965,94.32700000000001,148.183,297.38599999999997,147.643,81.595,147.74,281.009,147.441,226.328,146.859,304.014,160.429,76.148,156.785,239.257,157.089,230.981,156.54,163.256,154.654,254.203,155.157,206.144,154.452,263.084,153.55,287.749,187.14,276.032,186.94799999999998,97.07799999999999,183.519,115.72200000000001,182.012,298.45099999999996,183.59799999999998,253.577,180.893,51.426,182.896,93.155,195.433,102.824,194.0,74.34100000000001,192.98,124.37799999999999,191.54,261.32099999999997,187.13400000000001,67.105,200.80900000000003,147.274,197.69299999999998,136.153,196.699,319.692,181.729,62.418,132.887,239.736,121.48700000000001,266.793,168.862,93.889,170.46099999999998,238.628,177.37599999999998,61.586000000000006,192.935,241.755,140.72799999999998
400.5,1602.0,,253.785,103.604,279.387,96.376,133.94299999999998,96.954,229.888,119.322,91.166,120.72,196.495,116.145,217.636,113.755,85.492,114.18,276.324,132.002,154.127,129.72299999999998,126.706,130.042,243.101,127.97,235.833,125.95700000000001,140.767,127.34899999999999,213.771,122.98899999999999,103.068,165.11900000000003,63.876999999999995,165.96900000000002,148.547,163.671,125.852,162.83100000000002,112.867,163.659,89.271,161.66899999999998,120.804,168.33700000000002,240.09400000000002,166.96400000000003,290.776,167.166,154.668,176.795,109.81200000000001,172.97799999999998,118.10600000000001,174.80900000000003,49.768,175.3,145.77200000000002,172.08,34.138000000000005,172.981,300.363,172.114,227.662,169.83,281.153,180.799,231.588,180.53599999999997,224.483,180.542,149.695,179.74,86.946,178.954,61.20399999999999,179.929,129.543,176.257,305.327,178.437,72.866,177.229,273.578,176.03,203.267,136.938,234.37,138.847,88.141,137.107,253.919,137.06,159.749,134.197,271.663,146.017,158.141,145.939,111.265,144.64,291.988,143.68,127.588,144.284,219.35,142.202,151.505,153.02200000000002,142.799,147.44,246.24,148.31,99.647,147.963,94.301,148.16299999999998,297.378,147.658,81.618,147.74200000000002,281.022,147.39600000000002,226.34900000000002,146.885,304.014,160.42700000000002,76.155,156.782,239.25599999999997,157.10399999999998,231.00599999999997,156.55100000000002,163.241,154.67600000000002,254.2,155.16,206.141,154.497,263.123,153.536,287.755,187.13299999999998,276.06,186.945,97.083,183.49099999999999,115.713,182.03599999999997,298.532,183.597,253.592,180.892,51.41,182.91,93.14399999999999,195.429,102.835,193.995,74.335,192.983,124.35,191.518,261.315,187.128,67.102,200.793,147.266,197.632,136.139,196.667,319.705,181.738,62.378,132.895,239.736,121.535,266.796,168.875,93.899,170.438,238.625,177.38400000000001,61.56,192.938,241.88,140.842
400.75,1603.0,,253.90200000000002,103.585,279.39799999999997,96.35600000000001,133.935,96.984,229.89700000000002,119.345,91.16,120.723,196.47099999999998,116.15,217.665,113.766,85.43299999999999,114.162,276.306,132.016,154.14700000000002,129.679,126.70200000000001,130.05100000000002,243.105,127.973,235.91400000000002,125.92399999999999,140.765,127.344,213.717,122.971,103.131,165.104,63.868,165.975,148.507,163.67,125.844,162.829,112.895,163.69899999999998,89.26299999999999,161.68,120.821,168.328,240.082,166.965,290.772,167.16,154.66899999999998,176.78799999999998,109.824,172.976,118.149,174.78599999999997,49.806000000000004,175.229,145.774,172.092,34.089,172.99200000000002,300.348,172.118,227.702,169.84900000000002,281.164,180.767,231.578,180.50099999999998,224.449,180.537,149.681,179.69099999999997,86.944,178.967,61.218,179.947,129.541,176.25400000000002,305.336,178.399,72.84100000000001,177.22,273.589,176.03799999999998,203.27900000000002,136.931,234.312,138.855,88.196,137.067,253.928,137.076,159.761,134.179,271.68,146.012,158.136,145.92700000000002,111.31299999999999,144.659,292.012,143.694,127.631,144.287,219.31,142.237,151.532,153.042,142.775,147.411,246.283,148.352,99.66,147.95,94.291,148.138,297.373,147.679,81.62899999999999,147.762,281.031,147.411,226.378,146.894,304.03,160.42600000000002,76.171,156.774,239.261,157.095,230.989,156.556,163.243,154.672,254.19400000000002,155.17,206.18,154.536,263.216,153.546,287.743,187.12599999999998,276.08099999999996,186.929,97.07700000000001,183.493,115.699,182.028,298.317,183.547,253.609,180.916,51.413999999999994,182.91299999999998,93.161,195.421,102.795,194.007,74.32600000000001,192.965,124.35700000000001,191.516,261.322,187.127,67.082,200.797,147.291,197.649,136.137,196.68,319.731,181.71200000000002,62.431000000000004,132.864,239.764,121.46,266.793,168.87599999999998,93.891,170.44099999999997,238.65099999999998,177.31900000000002,61.551,192.954,241.892,140.79
401.0,1604.0,,253.982,103.537,279.395,96.35799999999999,133.94,97.04899999999999,229.916,119.307,91.177,120.72,196.447,116.12899999999999,217.67,113.78399999999999,85.421,114.182,276.302,132.018,154.135,129.708,126.70200000000001,130.066,243.109,127.986,235.919,125.94,140.74,127.381,213.77200000000002,122.941,103.20299999999999,165.139,63.869,165.975,148.512,163.69799999999998,125.85600000000001,162.834,112.87200000000001,163.612,89.28399999999999,161.687,120.844,168.29,240.077,166.94099999999997,290.76,167.148,154.673,176.783,109.846,172.958,118.18299999999999,174.75799999999998,49.751999999999995,175.265,145.78799999999998,172.085,34.12,172.923,300.375,172.13,227.676,169.877,281.181,180.78599999999997,231.578,180.50799999999998,224.43,180.55,149.66899999999998,179.69400000000002,86.946,178.97799999999998,61.229,179.91400000000002,129.496,176.22400000000002,305.342,178.40900000000002,72.837,177.185,273.591,176.03599999999997,203.312,136.995,234.21099999999998,138.875,88.185,137.02,253.93099999999998,137.08100000000002,159.74200000000002,134.191,271.711,145.998,158.121,145.911,111.28399999999999,144.66899999999998,292.003,143.67600000000002,127.604,144.306,219.294,142.179,151.512,153.02,142.752,147.395,246.19400000000002,148.361,99.639,147.941,94.29899999999999,148.135,297.369,147.687,81.618,147.782,281.063,147.43,226.382,146.88299999999998,304.024,160.429,76.17699999999999,156.773,239.25,157.119,230.993,156.533,163.225,154.658,254.205,155.175,206.26,154.584,263.35400000000004,153.55700000000002,287.73400000000004,187.144,276.095,186.922,97.069,183.476,115.791,182.021,298.54900000000004,183.59799999999998,253.611,180.903,51.42,182.946,93.145,195.417,102.811,194.00099999999998,74.325,192.96599999999998,124.32700000000001,191.50599999999997,261.329,187.122,67.068,200.77900000000002,147.266,197.65,136.13,196.67700000000002,319.741,181.679,62.341,132.847,239.76,121.428,266.783,168.88299999999998,93.896,170.426,238.61900000000003,177.329,61.532,192.955,241.84900000000002,140.69
401.25,1605.0,,254.00799999999998,103.51299999999999,279.414,96.385,134.007,97.065,229.93099999999998,119.277,91.17200000000001,120.736,196.447,116.095,217.692,113.786,85.523,114.15700000000001,276.29900000000004,132.033,154.11,129.726,126.699,130.071,243.125,127.98700000000001,235.91400000000002,125.939,140.702,127.34700000000001,213.85,122.948,103.23700000000001,165.09799999999998,63.87,165.97799999999998,148.542,163.714,125.837,162.83,112.95299999999999,163.74200000000002,89.32,161.68,120.77600000000001,168.27200000000002,240.06599999999997,166.918,290.759,167.141,154.666,176.79,109.84299999999999,172.952,118.163,174.74099999999999,49.788000000000004,175.22799999999998,145.80100000000002,172.07,34.091,172.942,300.404,172.137,227.738,169.938,281.172,180.75599999999997,231.519,180.523,224.43599999999998,180.56,149.692,179.68,86.95,178.959,61.236999999999995,179.908,129.54399999999998,176.31,305.356,178.394,72.852,177.18900000000002,273.58799999999997,176.04,203.33599999999998,136.989,234.21099999999998,138.849,88.156,137.016,253.95,137.102,159.734,134.183,271.64,145.986,158.134,145.90200000000002,111.303,144.667,291.994,143.691,127.615,144.30700000000002,219.329,142.19,151.486,152.96,142.765,147.441,246.16099999999997,148.344,99.609,147.93,94.319,148.121,297.35200000000003,147.715,81.60300000000001,147.75799999999998,281.019,147.409,226.418,146.914,304.012,160.41899999999998,76.187,156.763,239.24900000000002,157.109,230.97799999999998,156.532,163.218,154.659,254.201,155.18200000000002,206.185,154.588,263.357,153.55100000000002,287.721,187.141,276.123,186.912,97.09299999999999,183.44,115.84,182.00900000000001,298.393,183.59,253.605,180.905,51.413999999999994,182.963,93.15799999999999,195.395,102.79700000000001,194.007,74.312,192.957,124.3,191.514,261.335,187.12099999999998,67.077,200.797,147.27700000000002,197.68099999999998,136.118,196.638,319.709,181.61900000000003,62.297,132.817,239.78799999999998,121.40899999999999,266.793,168.87099999999998,93.91,170.426,238.615,177.324,61.57,192.94099999999997,241.857,140.738
