TimesH,Frame,111,122,142,173,176,179,181,184,185,186,187,195,208,210,219,221,222,225,228,229,230,238,248,249,251,254,256,263,266,271,273,280,285,288,290,296,305,455
2.75,11.0,616.649,615.0,626.297,643.73,633.811,649.189,620.432,630.0269999999999,632.081,621.351,635.649,641.811,658.595,635.189,650.865,642.243,643.27,628.135,651.351,662.6489999999999,647.054,620.4590000000001,628.649,665.135,,628.919,636.4590000000001,674.0269999999999,656.0269999999999,663.0,672.3510000000001,649.081,655.297,657.1619999999999,659.784,631.595,649.514,
3.0,12.0,616.865,614.865,627.486,644.8380000000001,633.8380000000001,651.0,620.946,630.27,631.9730000000001,620.8919999999999,636.8380000000001,642.1080000000001,660.378,635.703,650.811,643.622,643.757,626.9730000000001,652.243,662.703,649.081,620.432,628.27,666.459,616.1619999999999,628.622,637.1619999999999,675.676,657.8380000000001,664.405,674.459,649.189,656.946,657.757,661.189,631.865,650.0269999999999,
3.25,13.0,618.189,614.9730000000001,627.054,645.622,633.1619999999999,651.865,620.1619999999999,630.865,632.946,621.865,637.081,644.4590000000001,661.081,634.649,651.9730000000001,644.3240000000001,643.73,626.6759999999999,651.4590000000001,663.73,647.784,620.1619999999999,628.6759999999999,667.703,616.432,629.3240000000001,636.946,677.541,658.811,664.622,674.0269999999999,648.8380000000001,657.811,657.946,660.865,630.649,651.081,
3.5,14.0,618.784,615.784,627.486,646.595,634.1080000000001,652.432,619.8919999999999,631.946,632.946,620.8919999999999,636.6759999999999,643.8919999999999,661.757,634.27,653.081,645.784,643.514,627.3240000000001,653.8380000000001,664.676,649.486,621.595,628.0269999999999,668.189,615.3240000000001,628.9730000000001,637.946,675.757,656.8919999999999,664.27,677.622,649.189,657.189,658.541,659.676,631.568,651.081,
3.75,15.0,617.514,615.568,626.703,644.27,634.405,652.8380000000001,620.0,630.6759999999999,632.378,620.5409999999999,636.703,645.405,663.541,635.378,652.703,644.1619999999999,644.054,627.1080000000001,654.297,665.541,648.703,621.0269999999999,626.486,666.919,615.8919999999999,629.0269999999999,637.5409999999999,679.1619999999999,657.9730000000001,664.676,675.4860000000001,648.919,657.189,659.6489999999999,661.189,630.568,650.649,
4.0,16.0,617.946,615.5409999999999,626.378,644.3240000000001,634.514,654.189,620.351,632.432,630.8919999999999,621.703,635.9730000000001,644.6759999999999,663.432,633.73,653.514,645.568,643.757,627.351,655.297,664.8380000000001,647.297,621.6759999999999,626.4590000000001,667.054,615.189,630.757,636.9730000000001,679.1080000000001,656.541,664.703,677.243,647.514,657.541,658.595,660.865,631.865,648.757,
4.25,17.0,617.919,616.216,627.1080000000001,642.703,634.514,654.0,619.946,632.703,630.1080000000001,620.946,634.1619999999999,644.3240000000001,662.8919999999999,634.6759999999999,653.135,644.351,644.351,627.622,653.1619999999999,664.432,648.216,620.811,625.8380000000001,665.8380000000001,615.8919999999999,628.5409999999999,637.216,676.784,656.811,664.405,675.054,647.3240000000001,658.27,656.189,660.081,630.405,648.486,
4.5,18.0,617.243,616.0,625.3240000000001,641.784,632.5409999999999,652.8919999999999,619.189,631.784,630.5409999999999,620.865,634.3240000000001,645.919,661.378,635.135,653.0,643.919,644.189,626.432,653.135,665.568,648.081,621.3240000000001,625.9730000000001,666.054,615.432,629.568,636.703,674.595,655.054,661.757,674.432,647.0,655.4860000000001,657.135,659.3510000000001,631.0,648.622,
4.75,19.0,618.405,614.595,626.432,642.595,633.189,653.297,619.622,631.5409999999999,631.1080000000001,620.595,634.081,644.432,661.8380000000001,634.054,654.9730000000001,643.054,642.73,626.27,652.216,662.811,647.5409999999999,620.514,624.649,665.189,615.216,627.081,636.8380000000001,675.757,655.243,661.6489999999999,674.865,645.4590000000001,655.6489999999999,656.865,659.135,630.135,648.649,
5.0,20.0,617.8380000000001,614.568,625.0269999999999,641.5409999999999,632.135,651.757,620.297,630.081,631.8380000000001,620.081,635.0,642.595,659.1619999999999,633.432,652.135,640.622,643.405,625.135,652.757,660.865,646.865,620.8919999999999,625.216,664.757,614.378,625.9730000000001,636.0,674.5139999999999,653.595,658.5139999999999,672.5139999999999,643.27,655.1619999999999,657.324,658.73,629.3240000000001,647.297,
5.25,21.0,618.405,615.189,625.568,641.4590000000001,634.595,650.081,618.6759999999999,630.1080000000001,629.6759999999999,619.405,632.351,641.8919999999999,659.811,632.865,651.0,641.486,643.081,625.946,649.9730000000001,660.054,646.622,619.73,624.1619999999999,663.0269999999999,615.757,626.3240000000001,636.703,672.5139999999999,651.432,658.1619999999999,670.8380000000001,642.622,653.784,655.189,656.946,630.1619999999999,646.4590000000001,
5.5,22.0,618.622,615.1080000000001,625.8380000000001,638.946,630.3240000000001,649.622,618.568,630.243,628.486,619.4590000000001,632.784,641.216,656.9730000000001,632.378,651.568,638.514,643.405,624.486,649.8380000000001,658.324,644.622,619.568,624.054,662.73,614.568,626.081,634.486,670.676,651.6759999999999,657.595,669.054,641.946,652.297,654.27,656.8380000000001,626.919,644.135,
5.75,23.0,618.486,615.595,624.27,637.432,630.0269999999999,648.216,618.486,629.514,628.351,619.351,631.784,642.5409999999999,656.568,631.216,651.243,638.135,640.622,624.919,648.216,658.378,643.946,620.351,623.0269999999999,660.5139999999999,614.297,625.703,633.568,668.784,649.0,655.0,667.703,641.135,651.0269999999999,652.9730000000001,655.3240000000001,627.811,643.351,629.1080000000001
6.0,24.0,617.135,614.8919999999999,623.811,637.351,629.6759999999999,646.4590000000001,619.919,628.595,626.784,618.081,630.6759999999999,639.243,655.3240000000001,631.4590000000001,649.243,638.8380000000001,640.243,624.216,647.378,658.757,642.919,619.5409999999999,623.054,659.73,613.919,624.5409999999999,632.6759999999999,666.784,647.865,653.514,666.405,640.8919999999999,650.378,651.054,653.568,626.595,642.0269999999999,629.054
6.25,25.0,615.865,614.919,623.405,635.081,628.649,646.703,618.054,628.081,626.595,618.6759999999999,630.0,638.486,652.5409999999999,629.135,648.405,636.081,639.703,622.622,645.811,655.27,641.216,619.27,621.486,658.0,614.486,624.27,632.3240000000001,666.459,646.757,651.405,662.865,638.5409999999999,648.73,650.703,651.811,625.73,641.081,629.351
6.5,26.0,616.514,615.1619999999999,622.9730000000001,632.757,627.243,645.1619999999999,618.0269999999999,628.378,626.081,618.1619999999999,630.081,637.432,651.757,628.1619999999999,647.1080000000001,635.432,638.351,623.351,643.405,654.4590000000001,638.73,618.3240000000001,621.622,655.541,614.568,623.081,632.0,664.054,645.243,650.568,659.8919999999999,637.0,646.9730000000001,649.378,650.649,625.378,637.514,628.297
6.75,27.0,616.811,614.514,622.27,633.919,625.73,643.946,617.865,626.8380000000001,624.784,617.784,628.784,635.919,650.703,627.8380000000001,644.811,634.378,638.595,622.405,642.865,651.6759999999999,636.8919999999999,618.703,620.8919999999999,653.405,614.432,622.703,629.8919999999999,663.432,644.946,649.757,660.324,636.378,647.27,647.811,649.649,625.8380000000001,,628.8919999999999
7.0,28.0,616.9730000000001,614.0,621.811,631.432,626.1080000000001,642.081,617.865,625.297,624.649,617.135,628.0,634.6759999999999,649.189,627.378,645.054,633.432,636.811,621.243,643.189,651.378,635.919,618.919,620.622,652.189,614.135,622.595,630.054,660.8919999999999,642.297,647.0269999999999,658.784,635.405,644.73,647.243,648.405,624.3240000000001,,628.486
7.25,29.0,616.919,613.946,621.243,630.9730000000001,625.3240000000001,641.946,618.351,627.27,623.865,617.351,627.0,635.0,648.649,626.8380000000001,643.757,632.568,634.946,621.784,641.243,650.1619999999999,635.622,617.811,620.351,650.73,613.1619999999999,621.514,629.649,658.0269999999999,641.405,646.703,656.297,634.568,644.378,644.351,645.73,622.595,,626.8380000000001
7.5,30.0,615.568,613.649,621.135,630.1619999999999,624.486,639.3240000000001,617.946,624.8380000000001,623.5409999999999,617.946,625.4590000000001,634.4590000000001,646.216,624.8919999999999,643.135,631.486,635.5409999999999,621.081,640.703,648.811,633.4590000000001,616.1619999999999,619.081,649.1080000000001,614.405,621.811,628.405,658.135,639.9730000000001,645.135,655.568,632.649,643.757,644.1080000000001,645.946,622.703,,627.865
7.75,31.0,615.351,613.081,620.216,630.216,623.8919999999999,638.27,616.811,625.405,622.5409999999999,617.0269999999999,624.27,634.1619999999999,646.0269999999999,624.081,641.784,632.0269999999999,633.757,620.8919999999999,639.351,647.216,632.568,616.8380000000001,619.378,647.811,613.622,620.649,627.8380000000001,656.946,639.0269999999999,644.216,653.784,632.054,642.595,643.405,644.3240000000001,622.27,,626.135
