TimesH,Frame,NoMissing,72,72,74,74,95,95,98,98,107,107,112,112,114,114,120,120,122,122,123,123,143,143,154,154,158,158,162,162,163,163,169,169,170,170,172,172,175,175,176,176,187,187,195,195,199,199,201,201,205,205,211,211,221,221,230,230,231,231,232,232,236,236,244,244,245,245,246,246,255,255,259,259,262,262,266,266,269,269,271,271,292,292,295,295,318,318,319,319,324,324,328,328,330,330,334,334,338,338,369,369,370,370,396,396,403,403,405,405,406,406,408,408,411,411,419,419,424,424,426,426,449,449,452,452,457,457,558,558,655,655,724,724,732,732,750,750,752,752,770,770,872,872,904,904,990,990,991,991,1023,1023,1111,1111
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
31.0,124.0,,242.96099999999998,45.341,182.07,46.911,86.11399999999999,58.777,209.72,58.641000000000005,230.899,61.957,102.14399999999999,63.769,220.136,64.42399999999999,227.546,66.322,210.38,68.083,249.46,68.294,245.657,77.032,97.7,81.571,240.418,81.84100000000001,88.516,83.596,190.976,84.537,123.90799999999999,81.182,219.109,87.167,74.395,87.76799999999999,210.673,88.927,246.68400000000003,89.566,120.984,92.103,189.68400000000003,93.84899999999999,82.205,98.137,130.407,98.215,230.021,95.706,250.643,103.557,221.528,103.634,119.01100000000001,106.787,79.771,108.62799999999999,135.901,108.695,97.63,111.67399999999999,84.929,115.036,115.04299999999999,115.79299999999999,221.11700000000002,116.316,209.232,116.764,130.724,119.75200000000001,234.873,120.415,114.89200000000001,124.735,219.57299999999998,122.53,62.125,123.163,135.565,132.765,93.723,131.993,234.81099999999998,139.809,261.735,139.609,97.48700000000001,141.064,192.042,143.086,209.292,144.384,223.891,146.238,73.6,144.96200000000002,208.239,155.511,226.565,156.205,103.264,163.566,24.889,169.021,119.271,166.56400000000002,134.556,169.31099999999998,190.109,170.549,245.358,170.45,260.716,174.0,79.16,174.391,240.796,176.97799999999998,206.40900000000002,184.625,92.37799999999999,190.796,221.602,188.678,192.032,110.947,128.35399999999998,127.08200000000001,238.949,92.78299999999999,198.24099999999999,148.524,133.971,149.483,101.37,168.653,224.82,169.678,234.52,161.845,198.74599999999998,98.756,99.411,150.681,115.948,85.84299999999999,117.023,161.392,204.132,71.842
31.25,125.0,,243.06799999999998,45.211999999999996,182.003,46.888999999999996,86.096,58.784,209.726,58.717,230.917,61.937,102.15100000000001,63.858000000000004,220.09,64.46300000000001,227.51,66.357,210.36700000000002,68.105,249.39700000000002,68.292,245.65099999999998,77.014,97.735,81.58,240.452,81.889,88.514,83.605,190.882,84.54700000000001,123.9,81.139,219.114,87.209,74.358,87.76,210.667,88.926,246.715,89.56,121.005,92.022,189.727,94.225,82.22399999999999,98.145,130.405,98.21799999999999,230.245,95.95700000000001,250.642,103.561,221.555,103.546,118.913,106.774,79.67699999999999,108.70100000000001,135.856,108.725,97.645,111.679,84.88,114.99,115.008,115.822,221.132,116.28299999999999,209.24,116.757,130.749,119.78200000000001,234.801,120.436,115.49799999999999,124.314,219.578,122.54,62.034,123.262,135.54,132.78,93.745,132.03,234.765,139.778,261.87,139.704,97.476,141.069,191.979,143.167,209.31400000000002,144.44799999999998,223.92700000000002,146.234,73.608,144.914,208.28799999999998,155.512,226.55,156.10399999999998,103.242,163.512,24.945,169.02700000000002,119.28399999999999,166.613,134.629,169.19400000000002,190.08,170.451,245.44799999999998,170.34799999999998,260.663,174.00799999999998,79.19800000000001,174.294,240.769,176.88400000000001,206.428,184.575,92.337,190.88,221.52700000000002,188.60299999999998,192.092,110.869,128.33,127.04299999999999,238.94299999999998,92.806,198.195,148.51,133.969,149.481,101.337,168.675,224.847,169.63,234.505,161.805,198.657,98.885,99.411,150.679,115.994,85.72200000000001,117.044,161.362,204.283,71.679
31.5,126.0,,243.00099999999998,45.185,182.067,46.888000000000005,86.088,58.787,209.704,58.718,230.896,61.928000000000004,102.149,63.818999999999996,220.08599999999998,64.517,227.482,66.363,210.37599999999998,68.092,249.452,68.251,245.563,76.977,97.71600000000001,81.626,240.435,81.887,88.537,83.59299999999999,190.872,84.55799999999999,123.90899999999999,81.278,219.128,87.166,74.339,87.787,210.65200000000002,88.913,246.733,89.556,120.916,91.99799999999999,189.475,94.238,82.22399999999999,98.115,130.41299999999998,98.1,230.332,96.08200000000001,250.618,103.54799999999999,221.6,103.557,118.97200000000001,106.735,79.707,108.728,135.763,108.749,97.62299999999999,111.67299999999999,84.805,114.93,115.03399999999999,115.816,221.18400000000003,116.281,209.295,116.743,130.74200000000002,119.816,234.765,120.478,115.40899999999999,124.40700000000001,219.53799999999998,122.51700000000001,62.093999999999994,123.258,135.579,132.816,93.71600000000001,132.001,234.763,139.813,261.769,139.696,97.473,141.08,192.048,143.136,209.32,144.484,223.993,146.105,73.587,144.864,208.25900000000001,155.489,226.597,156.07,103.262,163.56,24.914,169.071,119.215,166.592,134.605,169.21900000000002,190.097,170.47400000000002,245.48,170.322,260.653,173.981,79.33800000000001,174.47299999999998,240.74400000000003,176.93,206.41400000000002,184.6,92.374,190.912,221.50599999999997,188.62400000000002,192.063,110.869,128.352,127.074,238.97400000000002,92.844,198.15599999999998,148.53,133.958,149.639,101.307,168.676,224.838,169.63400000000001,234.321,161.755,198.58,99.03200000000001,99.463,150.608,115.97200000000001,85.689,117.041,161.40200000000002,204.058,71.798
31.75,127.0,,243.01,45.352,182.076,46.968,86.04299999999999,58.757,209.708,58.765,230.894,61.977,102.193,63.922,220.08599999999998,64.48899999999999,227.50599999999997,66.343,210.352,68.078,249.484,68.247,245.578,76.95,97.73200000000001,81.669,240.46900000000002,81.842,88.53399999999999,83.609,190.94799999999998,84.55799999999999,123.844,81.132,219.18599999999998,87.126,74.357,87.757,210.638,88.875,246.69799999999998,89.565,120.945,91.98899999999999,189.676,94.139,82.20100000000001,98.081,130.30100000000002,97.969,230.24099999999999,96.01899999999999,250.58599999999998,103.473,221.588,103.501,118.964,106.772,79.73100000000001,108.741,135.817,108.65899999999999,97.646,111.685,84.771,114.91799999999999,115.053,115.846,221.25599999999997,116.235,209.278,116.74799999999999,130.747,119.802,234.822,120.444,115.789,124.103,219.53799999999998,122.50200000000001,62.085,123.25399999999999,135.558,132.797,93.64299999999999,131.983,234.783,139.829,261.699,139.589,97.398,141.141,192.062,143.049,209.34599999999998,144.483,223.96099999999998,146.138,73.64399999999999,144.835,208.476,155.493,226.58700000000002,156.06799999999998,103.23100000000001,163.56,24.949,169.03400000000002,119.17299999999999,166.55200000000002,134.542,169.265,190.071,170.456,245.578,170.321,260.71299999999997,173.986,79.351,174.354,240.68599999999998,176.804,206.417,184.64,92.289,190.77700000000002,221.565,188.61900000000003,192.09099999999998,110.76100000000001,128.31,127.06,238.99900000000002,92.85600000000001,198.317,148.45600000000002,133.952,149.653,101.316,168.68,224.793,169.59799999999998,234.334,161.692,198.606,99.008,99.459,150.72299999999998,115.81200000000001,85.936,117.045,161.378,203.878,71.809
32.0,128.0,,243.075,45.409,182.077,46.86,86.02799999999999,58.733000000000004,209.71200000000002,58.926,230.995,62.027,102.11399999999999,63.872,220.08599999999998,64.48899999999999,227.52900000000002,66.36399999999999,210.34,68.101,249.30900000000003,68.259,245.555,76.945,97.708,81.604,240.44,81.816,88.53200000000001,83.545,191.019,84.514,123.87799999999999,81.179,219.16299999999998,87.075,74.35300000000001,87.921,210.66099999999997,88.818,246.672,89.505,120.95299999999999,92.038,189.267,94.266,82.18299999999999,98.012,130.29,97.975,230.40400000000002,96.196,250.588,103.46700000000001,221.592,103.516,118.92200000000001,106.809,79.813,108.66,135.839,108.67399999999999,97.59200000000001,111.70700000000001,84.70100000000001,114.85799999999999,115.035,115.811,221.255,116.223,209.30200000000002,116.68700000000001,130.657,119.794,234.72799999999998,120.50299999999999,115.932,124.054,219.575,122.505,62.096000000000004,123.28,135.579,132.836,93.62,131.928,234.808,139.84,261.71,139.537,97.411,141.17,192.06900000000002,142.98,209.334,144.44299999999998,223.87900000000002,146.197,73.65,144.842,208.489,155.42,226.63,156.05200000000002,103.198,163.533,24.962,169.00900000000001,119.12700000000001,166.482,134.525,169.357,190.03900000000002,170.465,245.578,170.257,260.728,173.953,79.35600000000001,174.459,240.706,176.908,206.459,184.678,92.322,190.645,221.668,188.83700000000002,192.11700000000002,110.749,128.373,127.066,239.067,92.88799999999999,198.30599999999998,148.382,133.998,149.71200000000002,101.33200000000001,168.675,224.88099999999997,169.653,234.24,161.658,198.718,98.98200000000001,99.46700000000001,150.667,115.98299999999999,85.774,117.031,161.36700000000002,203.489,71.98899999999999
32.25,129.0,,243.085,45.435,182.23,46.926,86.053,58.736000000000004,209.72,58.915,230.95,61.958999999999996,102.098,63.903999999999996,220.074,64.49600000000001,227.65099999999998,66.30199999999999,210.365,68.108,249.398,68.244,245.544,76.968,97.681,81.577,240.472,81.762,88.52600000000001,83.546,191.025,84.545,123.831,81.289,219.18400000000003,87.066,74.432,87.905,210.68900000000002,88.785,246.68200000000002,89.529,120.98899999999999,91.986,189.334,94.296,82.16799999999999,97.97,130.321,97.971,230.78,96.71600000000001,250.607,103.38799999999999,221.688,103.441,118.851,106.829,79.833,108.696,135.86,108.662,97.598,111.695,84.71600000000001,114.861,115.01899999999999,115.818,221.143,116.179,209.27200000000002,116.70100000000001,130.626,119.728,234.674,120.512,115.5,124.28200000000001,219.56400000000002,122.493,62.228,123.25,135.566,132.815,93.663,131.929,234.783,139.828,261.558,139.509,97.478,141.08700000000002,192.06900000000002,142.925,209.37400000000002,144.518,223.83900000000003,146.33,73.664,144.855,208.53099999999998,155.409,226.642,156.037,103.25,163.586,24.930999999999997,168.963,119.255,166.52700000000002,134.561,169.40900000000002,190.03400000000002,170.585,245.61700000000002,170.33900000000003,260.796,173.96200000000002,79.41,174.5,240.753,176.949,206.485,184.607,92.39399999999999,190.58700000000002,221.613,188.797,192.08700000000002,110.75200000000001,128.418,127.086,239.084,92.85700000000001,198.34,148.356,134.011,149.679,101.321,168.726,224.90400000000002,169.668,234.105,161.701,198.717,98.97,99.47200000000001,150.665,115.936,85.74,117.042,161.392,203.61900000000003,71.998
32.5,130.0,,243.003,45.418,182.06900000000002,46.943999999999996,85.973,58.711000000000006,209.78,58.925,230.977,61.89,102.056,63.845,219.97799999999998,64.553,227.583,66.327,210.368,68.1,249.50799999999998,68.23100000000001,245.582,76.983,97.711,81.63600000000001,240.505,81.641,88.531,83.485,190.87900000000002,84.47399999999999,123.87100000000001,81.12899999999999,219.21200000000002,87.09299999999999,74.306,87.861,210.65400000000002,88.73299999999999,246.705,89.52600000000001,121.01,92.066,189.6,94.014,82.164,97.979,130.454,97.829,230.862,96.926,250.604,103.348,221.604,103.539,118.925,106.78,79.809,108.67399999999999,135.834,108.719,97.598,111.68299999999999,84.71799999999999,114.833,115.053,115.806,221.19799999999998,116.177,209.253,116.704,130.707,119.757,234.761,120.492,115.39,124.39299999999999,219.56900000000002,122.51100000000001,62.115,123.285,135.55200000000002,132.835,93.72,131.967,234.675,139.87,261.707,139.577,97.626,141.119,192.09599999999998,142.898,209.388,144.501,223.785,146.39,73.703,144.833,208.46200000000002,155.422,226.65599999999998,156.072,103.212,163.627,24.951,168.96200000000002,119.26700000000001,166.50099999999998,134.549,169.408,189.99200000000002,170.666,245.597,170.328,260.736,173.93900000000002,79.327,174.412,240.832,176.96900000000002,206.488,184.612,94.509,192.578,221.60299999999998,188.782,192.10299999999998,110.804,128.407,127.031,239.09400000000002,92.829,198.429,148.421,133.995,149.74,101.26899999999999,168.727,224.893,169.69299999999998,234.02599999999998,161.66299999999998,198.66400000000002,99.10600000000001,99.463,150.643,116.008,85.57,117.03,161.4,203.503,72.086
32.75,131.0,,243.007,45.36600000000001,182.05200000000002,47.099,85.92,58.714,209.80700000000002,58.84,230.926,61.868,102.08200000000001,63.895,219.907,64.617,227.571,66.27199999999999,210.417,68.08,249.452,68.25399999999999,245.55900000000003,76.972,97.708,81.626,240.46200000000002,81.686,88.46700000000001,83.501,190.88299999999998,84.471,123.90700000000001,81.041,219.21099999999998,87.09,74.365,87.82,210.62599999999998,88.696,246.709,89.54299999999999,120.971,92.06299999999999,189.89,93.435,82.14,97.985,130.49,97.82700000000001,230.898,97.055,250.593,103.37100000000001,221.646,103.492,119.005,106.814,79.861,108.65,135.858,108.749,97.584,111.68799999999999,84.70700000000001,114.833,115.03200000000001,115.77,221.23,116.13600000000001,209.269,116.682,130.748,119.758,234.615,120.49700000000001,115.56,124.225,219.50900000000001,122.5,62.187,123.225,135.56799999999998,132.813,93.65799999999999,131.92600000000002,234.604,139.91899999999998,261.676,139.654,97.564,141.089,192.253,142.963,209.377,144.49,223.834,146.34799999999998,73.71,144.85299999999998,208.475,155.381,226.601,156.086,103.186,163.64,24.971,168.94,119.14200000000001,166.50400000000002,134.584,169.42,189.963,170.699,245.55700000000002,170.36900000000003,260.722,173.942,79.329,174.553,240.804,176.93099999999998,206.519,184.662,94.126,192.19299999999998,221.63299999999998,188.65099999999998,192.13400000000001,110.838,128.374,126.95700000000001,239.09799999999998,92.834,198.37400000000002,148.408,133.996,149.763,101.265,168.76,224.855,169.757,234.106,161.576,198.68599999999998,99.045,99.559,150.58700000000002,116.12,85.45299999999999,117.045,161.41,203.43200000000002,72.042
33.0,132.0,,243.032,45.403,181.99599999999998,47.165,85.963,58.71,209.797,58.761,230.91299999999998,61.843999999999994,102.12899999999999,63.893,219.922,64.646,227.511,66.295,210.352,68.066,249.387,68.279,245.623,76.973,97.679,81.617,240.503,81.743,88.413,83.484,190.922,84.426,123.887,81.075,219.237,87.09,74.321,87.835,210.632,88.63799999999999,246.697,89.546,120.99799999999999,92.021,190.05,93.274,82.124,98.008,130.504,97.792,231.005,97.29299999999999,250.571,103.32700000000001,221.608,103.557,118.939,106.789,79.759,108.645,135.863,108.79299999999999,97.57,111.65299999999999,84.712,114.887,115.04700000000001,115.795,221.28799999999998,116.125,209.262,116.675,130.64600000000002,119.741,234.729,120.476,115.334,124.411,219.503,122.505,62.221000000000004,123.27799999999999,135.554,132.8,93.645,131.805,234.72099999999998,139.893,261.747,139.50799999999998,97.553,141.111,192.391,142.872,209.407,144.495,223.859,146.29,73.70100000000001,144.85299999999998,208.454,155.398,226.515,156.03,103.20100000000001,163.602,24.939,168.93599999999998,119.109,166.519,134.534,169.393,189.99599999999998,170.541,245.55200000000002,170.377,260.676,173.959,79.35600000000001,174.55900000000003,240.726,176.981,206.58700000000002,184.68200000000002,94.132,192.23,221.695,188.71099999999998,192.165,110.84299999999999,128.36,126.921,239.09099999999998,92.833,198.34,148.42700000000002,133.984,149.775,101.259,168.766,224.857,169.828,234.03,161.609,198.625,99.094,99.589,150.515,116.021,85.51899999999999,117.02,161.417,203.59799999999998,72.111
33.25,133.0,,243.03400000000002,45.431000000000004,181.917,47.1,85.994,58.699,209.87599999999998,58.773999999999994,230.93,61.823,102.15799999999999,63.989,219.92700000000002,64.649,227.655,66.225,210.27200000000002,68.104,249.16400000000002,68.283,245.623,76.96300000000001,97.682,81.568,240.52900000000002,81.703,88.421,83.494,190.91299999999998,84.387,123.899,81.069,219.268,87.075,74.257,87.859,210.701,88.656,246.76,89.572,121.02,92.021,190.11900000000003,93.46,82.116,98.007,130.35399999999998,97.807,231.058,97.21700000000001,250.55599999999998,103.30799999999999,221.604,103.575,118.90100000000001,106.788,79.77,108.631,135.88299999999998,108.73299999999999,97.52799999999999,111.67399999999999,84.779,114.943,115.10600000000001,115.727,221.36900000000003,116.01299999999999,209.27,116.682,130.66899999999998,119.74600000000001,234.715,120.50299999999999,115.374,124.36200000000001,219.558,122.515,62.277,123.23100000000001,135.564,132.80100000000002,93.62100000000001,131.84,234.502,139.833,261.695,139.525,97.62200000000001,140.92700000000002,192.49200000000002,142.841,209.46099999999998,144.481,223.93099999999998,146.20600000000002,73.691,144.934,208.46200000000002,155.386,226.49400000000003,155.864,103.24,163.605,24.947,168.919,119.064,166.571,134.465,169.235,190.03099999999998,170.51,245.613,170.386,260.68,174.011,79.351,174.639,240.733,177.023,206.618,184.676,94.307,192.33599999999998,221.512,188.65,192.14700000000002,110.838,128.345,126.926,239.078,92.805,198.23,148.38299999999998,134.018,149.778,101.225,168.778,224.87900000000002,169.83900000000003,234.166,161.629,198.627,99.00299999999999,99.65700000000001,150.485,115.904,85.881,117.04,161.406,203.66299999999998,71.987
33.5,134.0,,243.007,45.357,181.74900000000002,47.048,85.99799999999999,58.693000000000005,209.86700000000002,58.748999999999995,230.986,61.786,102.161,63.943999999999996,219.958,64.68,227.625,66.305,210.234,68.17,249.262,68.256,245.65099999999998,76.995,97.655,81.52600000000001,240.55900000000003,81.697,88.37899999999999,83.51700000000001,190.699,84.324,123.96799999999999,80.986,219.297,87.16,74.333,87.91,210.671,88.625,246.768,89.586,121.03299999999999,92.036,190.12,93.209,82.105,98.04700000000001,130.28,97.838,231.12900000000002,97.412,250.582,103.287,221.571,103.52,118.82600000000001,106.71700000000001,79.745,108.59100000000001,135.863,108.735,97.546,111.65899999999999,84.815,114.946,115.07799999999999,115.706,221.333,115.98899999999999,209.324,116.67200000000001,130.571,119.665,234.74599999999998,120.443,115.32,124.41799999999999,219.56799999999998,122.516,62.316,123.154,135.532,132.776,93.67,131.88,234.477,139.76,261.673,139.594,97.72,140.869,192.493,142.881,209.446,144.498,223.986,146.035,73.665,144.864,208.44,155.391,226.49900000000002,155.799,103.262,163.575,24.92,168.87,119.04700000000001,166.53900000000002,134.467,169.16400000000002,190.049,170.43400000000003,245.622,170.315,260.722,173.997,79.388,174.611,240.766,177.023,206.59099999999998,184.673,94.381,192.33700000000002,221.67,188.718,192.15900000000002,110.787,128.322,126.917,239.09900000000002,92.816,198.24400000000003,148.36700000000002,134.023,149.761,101.275,168.72400000000002,224.81799999999998,169.852,234.137,161.717,198.65200000000002,98.95200000000001,99.677,150.518,116.02,85.77600000000001,117.037,161.439,203.794,72.002
33.75,135.0,,243.005,45.375,181.69400000000002,47.065,86.071,58.681000000000004,209.78599999999997,58.74100000000001,230.93599999999998,61.769,102.131,63.951,219.93400000000003,64.704,227.61700000000002,66.278,210.196,68.135,249.245,68.251,245.662,77.006,97.64299999999999,81.528,240.505,81.675,88.41,83.54700000000001,190.67,84.37200000000001,123.958,80.971,219.30599999999998,87.12,74.3,87.897,210.674,88.611,246.774,89.585,120.984,92.052,190.00799999999998,93.135,82.08200000000001,98.00299999999999,130.217,97.801,231.079,97.37299999999999,250.56099999999998,103.292,221.56900000000002,103.527,118.866,106.704,79.722,108.6,135.851,108.78200000000001,97.56200000000001,111.652,84.75399999999999,114.831,115.125,115.671,221.296,116.012,209.27200000000002,116.704,130.553,119.63,234.71900000000002,120.51,115.51,124.25299999999999,219.59599999999998,122.51100000000001,62.275,123.156,135.543,132.791,93.65,131.92,234.481,139.81,261.721,139.632,97.79799999999999,140.748,192.79,142.91899999999998,209.47299999999998,144.504,223.97799999999998,146.049,73.72800000000001,144.881,208.488,155.412,226.56799999999998,155.774,103.185,163.6,24.939,168.854,119.09899999999999,166.50799999999998,134.515,169.38299999999998,189.998,170.59,245.611,170.37599999999998,260.643,173.982,79.45,174.609,240.77900000000002,177.097,206.613,184.68,94.4,192.304,221.485,188.545,192.15400000000002,110.82600000000001,128.319,126.876,239.06099999999998,92.802,198.264,148.332,134.03,149.536,101.259,168.708,224.83,169.908,234.08,161.653,198.717,98.94200000000001,99.73,150.444,115.949,85.891,117.03399999999999,161.45600000000002,203.852,71.857
34.0,136.0,,243.005,45.472,181.706,47.138000000000005,86.064,58.657,209.81099999999998,58.843,230.912,61.745,102.10799999999999,64.029,219.859,64.696,227.59900000000002,66.291,210.15900000000002,68.104,249.356,68.208,245.639,76.96300000000001,97.62100000000001,81.59,240.467,81.64699999999999,88.39200000000001,83.51899999999999,190.692,84.29799999999999,123.99,81.023,219.37400000000002,87.141,74.242,87.876,210.685,88.529,246.755,89.555,120.96799999999999,92.02799999999999,190.08900000000003,92.939,82.057,98.03299999999999,130.204,97.68299999999999,231.078,97.34,250.505,103.25399999999999,221.69,103.465,118.838,106.70299999999999,79.678,108.55799999999999,135.845,108.67399999999999,97.56,111.64299999999999,84.75200000000001,114.77799999999999,115.09200000000001,115.681,221.34799999999998,115.90899999999999,209.27700000000002,116.696,130.503,119.59899999999999,234.765,120.48100000000001,115.6,124.169,219.59400000000002,122.53200000000001,62.412,123.137,135.464,132.732,93.58,131.886,234.45,139.808,261.651,139.54399999999998,97.796,140.744,192.72299999999998,142.849,209.472,144.519,224.037,146.012,73.738,144.873,208.452,155.441,226.53,155.624,103.14,163.634,24.93,168.832,119.079,166.524,134.483,169.155,189.998,170.544,245.57299999999998,170.40900000000002,260.616,174.03,79.525,174.78599999999997,240.75400000000002,177.108,206.607,184.614,94.311,192.218,221.203,188.47099999999998,192.171,110.853,128.30200000000002,126.837,239.025,92.79299999999999,198.27599999999998,148.274,134.0,149.57399999999998,101.23200000000001,168.77,224.856,169.947,234.15200000000002,161.64600000000002,198.753,98.92299999999999,99.787,150.424,116.00200000000001,85.861,117.039,161.446,203.872,71.92699999999999
34.25,137.0,,242.989,45.426,181.713,47.138000000000005,86.037,58.593,209.80599999999998,58.958999999999996,230.985,61.687,102.12200000000001,63.995,219.80900000000003,64.735,227.52700000000002,66.362,210.179,68.141,249.347,68.204,245.653,76.96600000000001,97.58200000000001,81.616,240.37900000000002,81.672,88.376,83.531,190.83700000000002,84.315,124.021,80.984,219.417,87.166,74.235,87.831,210.69099999999997,88.50200000000001,246.775,89.583,120.96,92.02799999999999,190.09599999999998,93.02600000000001,82.037,98.022,130.161,97.71,231.032,97.251,250.476,103.32600000000001,221.705,103.46,118.65899999999999,106.63600000000001,79.712,108.568,135.859,108.656,97.544,111.633,84.698,114.695,115.07,115.67,221.31400000000002,115.79299999999999,209.32299999999998,116.669,130.525,119.63600000000001,234.77599999999998,120.434,115.61399999999999,124.181,219.52200000000002,122.507,62.457,123.09299999999999,135.472,132.708,93.47,131.672,234.422,139.77700000000002,261.558,139.56799999999998,97.777,140.747,192.605,142.874,209.49099999999999,144.53,223.99599999999998,145.967,73.759,144.846,208.43900000000002,155.406,226.62599999999998,155.621,103.115,163.642,24.921999999999997,168.858,119.098,166.53400000000002,134.54,169.299,189.99400000000003,170.28400000000002,245.545,170.415,260.589,174.003,79.438,174.41099999999997,240.795,177.11700000000002,206.61900000000003,184.64700000000002,94.25200000000001,192.075,221.247,188.19400000000002,192.14700000000002,110.786,128.312,126.844,239.016,92.771,198.175,148.239,134.029,149.439,101.212,168.81799999999998,224.829,169.989,234.262,161.624,198.773,98.896,99.76299999999999,150.417,115.956,85.834,117.03299999999999,161.453,203.783,72.059
34.5,138.0,,242.97400000000002,45.552,181.89,47.23,86.036,58.6,209.75799999999998,58.951,230.957,61.711000000000006,102.15899999999999,64.036,219.834,64.786,227.639,66.249,210.09,68.154,249.27900000000002,68.182,245.658,76.954,97.617,81.6,240.41299999999998,81.642,88.338,83.486,190.81400000000002,84.3,123.993,81.018,219.467,87.20200000000001,74.164,87.76799999999999,210.699,88.46799999999999,246.763,89.586,120.944,92.03200000000001,189.93400000000003,92.98299999999999,82.01799999999999,98.044,130.142,97.708,230.923,97.13600000000001,250.428,103.24799999999999,221.71,103.37700000000001,118.652,106.65,79.72,108.617,135.84,108.61200000000001,97.551,111.626,84.682,114.645,115.057,115.65899999999999,221.292,115.62700000000001,209.354,116.60600000000001,130.541,119.648,234.79,120.395,115.738,124.109,219.437,122.5,62.446000000000005,123.08,135.44799999999998,132.719,93.397,131.649,234.43900000000002,139.727,261.49,139.50799999999998,97.825,140.69899999999998,192.657,142.829,209.47799999999998,144.531,223.929,145.917,73.793,144.775,208.489,155.436,226.576,155.61,103.12899999999999,163.556,24.877,168.86599999999999,119.132,166.47400000000002,134.559,169.21900000000002,189.985,170.252,245.53599999999997,170.41400000000002,260.589,174.013,79.388,174.47299999999998,240.91099999999997,177.22299999999998,206.635,184.65400000000002,94.463,192.25900000000001,221.298,188.232,192.15599999999998,110.69200000000001,128.284,126.803,238.998,92.76799999999999,198.136,148.291,134.02700000000002,149.69,101.20700000000001,168.805,224.805,170.007,234.127,161.597,198.77200000000002,98.815,99.70700000000001,150.428,115.912,85.852,117.015,161.445,203.709,72.101
34.75,139.0,,242.893,45.571000000000005,181.813,47.129,86.064,58.588,209.733,58.933,230.863,61.673,102.17299999999999,63.957,219.893,64.795,227.59,66.281,210.118,68.131,249.278,68.21300000000001,245.636,76.979,97.56,81.538,240.338,81.764,88.336,83.488,190.80700000000002,84.34200000000001,124.005,81.044,219.49099999999999,87.206,74.107,87.71,210.675,88.463,246.761,89.594,120.85799999999999,92.041,189.889,92.87899999999999,82.021,98.03399999999999,130.124,97.706,230.916,97.23700000000001,250.428,103.287,221.68200000000002,103.336,118.676,106.646,79.67399999999999,108.59100000000001,135.834,108.602,97.56299999999999,111.656,84.64200000000001,114.63600000000001,115.044,115.669,221.315,115.74799999999999,209.408,116.559,130.509,119.56299999999999,234.86900000000003,120.309,115.68700000000001,124.12899999999999,219.549,122.499,62.373999999999995,123.11,135.44799999999998,132.705,93.29700000000001,131.709,234.465,139.636,261.548,139.61700000000002,97.801,140.697,192.794,142.812,209.49200000000002,144.619,223.91400000000002,145.894,73.77600000000001,144.678,208.465,155.392,226.592,155.559,103.22200000000001,163.444,24.875999999999998,168.87400000000002,119.134,166.493,134.622,169.19,189.953,170.382,245.493,170.394,260.578,174.00099999999998,79.626,174.675,240.843,177.303,206.65400000000002,184.715,94.29700000000001,192.05200000000002,221.233,188.257,192.14700000000002,110.696,128.231,126.806,239.03,92.755,198.33700000000002,148.246,133.97299999999998,149.63299999999998,101.18799999999999,168.77900000000002,224.783,170.06099999999998,234.187,161.645,198.708,98.836,99.723,150.403,115.859,85.786,116.99799999999999,161.435,203.697,72.086
