TimesH,Frame,72,74,95,98,107,112,114,120,122,123,143,154,158,162,163,169,170,172,175,176,187,195,199,201,205,211,221,230,231,232,236,244,245,246,255,259,262,266,269,271,292,295,318,319,324,328,330,334,338,369,370,396,403,405,406,408,411,419,424,426,449,452,457,558,655,724,732,750,752,770,872,904,990,991,1023,1111
0.0,0.0,634.703,623.351,627.405,643.0,,627.216,677.378,696.0269999999999,669.27,664.676,685.676,662.324,,678.135,655.811,650.649,719.865,645.432,699.9730000000001,707.135,685.4860000000001,664.6489999999999,684.703,660.432,750.622,711.568,745.135,734.865,689.1080000000001,669.0,724.595,703.9730000000001,742.135,770.432,764.541,709.811,751.135,738.784,771.8380000000001,652.9730000000001,689.595,744.054,765.4860000000001,696.135,733.0269999999999,680.8919999999999,729.8380000000001,759.0269999999999,670.9730000000001,707.5139999999999,732.0269999999999,688.189,627.73,672.595,647.135,652.243,678.0,647.081,642.649,662.378,644.243,641.595,637.811,680.8380000000001,,,,,,,,,,,,
0.25,1.0,624.351,617.946,621.8380000000001,629.946,,619.784,650.0,665.459,645.27,645.568,654.0,645.486,,656.8919999999999,639.486,641.486,685.0,636.243,671.784,669.676,659.5139999999999,647.8380000000001,660.135,644.919,702.3510000000001,674.054,698.297,689.081,661.0269999999999,651.081,688.811,673.432,700.8919999999999,713.8380000000001,714.757,682.757,705.3510000000001,696.27,717.676,639.8380000000001,666.703,702.297,715.216,667.216,696.0269999999999,657.5139999999999,690.189,710.784,651.243,677.8919999999999,692.865,668.1080000000001,620.514,655.5139999999999,635.784,638.0,657.757,638.8919999999999,632.054,648.054,633.135,630.8919999999999,627.811,659.27,,,,,,,,,,,,
0.5,2.0,618.0269999999999,613.865,616.811,621.9730000000001,634.4590000000001,616.243,635.27,646.054,631.3240000000001,631.243,634.135,633.3240000000001,,641.189,630.8380000000001,630.622,660.757,626.622,651.432,647.6759999999999,644.8919999999999,635.432,644.0269999999999,634.297,671.541,649.189,668.081,661.946,642.3240000000001,639.946,663.757,651.6759999999999,668.8380000000001,678.541,677.297,657.568,674.054,668.135,679.676,627.5409999999999,648.649,671.6489999999999,680.3510000000001,646.135,668.1619999999999,642.1619999999999,663.1619999999999,678.054,635.946,656.243,665.757,648.1619999999999,615.703,641.297,627.4590000000001,628.919,640.514,627.649,624.0269999999999,634.1619999999999,626.216,623.081,622.1080000000001,642.216,,,,,,,,,,,,
0.75,3.0,614.1080000000001,611.622,615.378,617.378,624.486,613.1080000000001,627.486,632.297,624.595,624.4590000000001,626.0269999999999,627.6759999999999,,631.216,623.568,625.4590000000001,643.649,622.216,637.811,634.595,632.486,628.351,633.27,627.5409999999999,652.811,637.8919999999999,651.514,646.5409999999999,632.378,630.297,647.297,638.6759999999999,652.243,656.1619999999999,657.3510000000001,643.0,653.9730000000001,649.297,658.919,621.649,637.649,653.865,659.5139999999999,634.405,650.946,632.649,647.5409999999999,658.946,627.081,641.5409999999999,649.432,637.622,612.3240000000001,634.6759999999999,622.595,623.405,631.432,623.5409999999999,619.757,628.568,620.649,619.0269999999999,618.8919999999999,632.5409999999999,,,,,,,,,,,,
1.0,4.0,613.622,611.054,614.351,614.919,620.865,612.622,622.703,627.27,619.919,620.054,621.0269999999999,623.5409999999999,,625.649,620.243,622.432,634.432,619.811,630.6759999999999,629.0269999999999,627.5409999999999,624.1619999999999,626.054,622.1619999999999,639.9730000000001,629.73,640.595,637.0269999999999,626.784,626.054,638.135,631.216,641.784,644.865,643.946,634.1080000000001,643.4590000000001,640.6759999999999,646.622,619.5409999999999,632.0,643.568,647.5409999999999,628.568,642.297,628.081,641.811,648.27,623.378,635.216,642.432,631.054,611.4590000000001,632.216,619.622,619.3240000000001,626.6759999999999,620.432,618.6759999999999,622.27,618.757,616.865,616.0269999999999,625.1619999999999,,,,,,,,,,,,
1.25,5.0,612.054,610.405,612.243,614.1080000000001,619.054,611.6759999999999,620.081,623.919,617.73,618.405,619.081,621.649,,623.135,617.9730000000001,619.4590000000001,630.081,618.0,627.135,624.27,624.0,621.622,624.243,619.811,636.8380000000001,627.1080000000001,634.243,632.757,623.351,622.1619999999999,632.919,627.784,637.622,639.9730000000001,639.054,629.784,639.432,634.8380000000001,641.9730000000001,618.054,628.73,638.486,641.216,624.351,636.784,625.486,635.757,643.811,621.595,631.351,637.703,628.9730000000001,609.8380000000001,629.054,619.0269999999999,618.189,625.27,620.27,617.865,621.865,617.514,616.297,616.649,624.351,,,,,,,,,,,,
1.5,6.0,612.0,611.0269999999999,612.243,613.865,618.351,611.081,618.1080000000001,623.1080000000001,617.135,618.0,618.216,620.5409999999999,622.0269999999999,621.486,617.243,619.811,628.486,617.622,625.649,624.1080000000001,623.595,621.351,622.811,620.622,634.189,626.865,632.649,630.757,622.432,621.595,632.649,626.5409999999999,634.514,637.757,637.703,628.432,636.622,633.189,640.297,616.703,627.757,636.378,639.6759999999999,624.757,635.189,623.811,636.0,641.0269999999999,621.216,631.919,637.081,627.784,610.568,629.5409999999999,617.4590000000001,618.595,623.568,619.351,617.432,622.486,617.135,615.73,616.378,,,,,,,,,,,,,
1.75,7.0,612.27,611.054,612.568,614.189,617.135,610.757,617.6759999999999,621.595,616.9730000000001,618.081,618.27,620.297,621.1619999999999,621.216,616.351,619.297,628.135,617.8919999999999,626.351,623.432,623.243,619.081,622.405,621.351,632.081,626.784,631.351,631.865,622.0,622.73,632.865,626.649,634.1080000000001,637.135,637.297,628.1619999999999,636.297,633.297,640.081,617.081,628.595,636.622,642.3240000000001,624.081,634.135,625.27,637.1080000000001,641.3240000000001,621.9730000000001,632.054,637.0269999999999,627.3240000000001,609.378,628.595,618.784,618.649,623.6759999999999,619.73,617.595,622.8919999999999,618.514,615.784,616.351,,,,,,,,,,,,,
2.0,8.0,613.4590000000001,610.297,612.135,615.0269999999999,618.297,612.0,618.8919999999999,622.568,617.135,618.8919999999999,618.297,620.649,622.3240000000001,622.189,616.811,619.432,629.514,618.5409999999999,626.081,625.054,623.514,619.1619999999999,623.811,621.784,632.0269999999999,626.811,633.649,632.919,622.243,623.73,634.703,626.216,634.4590000000001,637.919,639.297,629.514,637.8919999999999,633.919,640.432,617.135,628.189,636.73,642.4590000000001,624.784,635.595,625.243,636.351,644.135,622.135,631.73,638.73,628.243,610.351,630.378,619.649,619.081,625.081,620.622,618.135,622.243,618.27,616.649,617.081,,,,,,,,,,,,,
