TimesH,Frame,NoMissing,23,23,82,82,103,103,108,108,130,130,131,131,143,143,150,150,153,153,156,156,166,166,169,169,178,178,182,182,191,191,197,197,215,215,219,219,227,227,230,230,233,233,242,242,267,267,299,299,311,311,318,318,323,323,324,324,326,326,328,328,332,332,336,336,340,340,372,372,526,526,569,569,615,615,1088,1088,1116,1116,1296,1296,1332,1332,1361,1361,1448,1448
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
356.5,1426.0,,251.69099999999997,28.16,204.42,59.451,137.127,104.244,218.887,105.963,117.79,90.54299999999999,206.868,90.0,243.517,90.93299999999999,94.691,80.545,189.051,79.25399999999999,103.387,83.99,180.14,125.416,95.0,131.0,216.30200000000002,122.15,141.442,115.238,217.47400000000002,116.79299999999999,237.687,118.49799999999999,93.28299999999999,112.794,221.93400000000003,153.908,11.894,158.916,135.864,156.327,101.73200000000001,155.571,73.355,151.273,228.44,134.903,257.78,170.68900000000002,21.173000000000002,167.46200000000002,57.38399999999999,164.088,121.365,166.895,194.752,167.043,109.432,166.532,186.66,159.208,212.692,158.763,222.715,161.387,259.626,160.20600000000002,202.699,184.753,249.16,54.977,251.488,137.481,90.934,159.934,,,,,,,,,,,,
356.75,1427.0,,251.671,28.197,204.41,59.416000000000004,137.17,104.348,218.84599999999998,105.913,117.586,90.579,206.824,89.961,243.57299999999998,90.891,94.736,80.58,189.002,79.245,103.29700000000001,84.055,180.16400000000002,125.417,94.93,130.856,216.27200000000002,122.17,141.241,115.125,217.378,116.838,237.666,118.45100000000001,93.29899999999999,112.76899999999999,221.924,153.875,11.908,158.912,135.703,156.369,101.86,155.634,73.414,151.269,228.55900000000003,134.864,257.743,170.635,21.15,167.449,57.288000000000004,164.00799999999998,121.37100000000001,166.731,194.713,166.988,109.431,166.52900000000002,186.613,159.189,212.63,158.731,222.547,161.499,259.61400000000003,160.15200000000002,202.662,184.72,249.16,54.949,251.57299999999998,137.468,91.038,160.13,,,,,,,,,,,,
357.0,1428.0,,251.66299999999998,28.21,204.50400000000002,59.372,137.19899999999998,104.41,218.813,105.895,117.56299999999999,90.556,206.86900000000003,90.054,243.592,90.885,94.709,80.595,189.053,79.266,103.294,84.103,180.10299999999998,125.40899999999999,95.103,130.882,216.32299999999998,122.17299999999999,141.278,115.111,217.51,116.78299999999999,237.581,118.52600000000001,93.274,112.796,221.873,153.881,11.908,158.892,135.657,156.507,101.905,155.808,73.329,151.216,228.446,134.83,257.732,170.6,21.176,167.524,57.256,164.05200000000002,121.32700000000001,166.706,194.637,167.104,109.45,166.553,186.611,159.144,212.59,158.748,222.457,161.65200000000002,259.655,160.205,202.761,184.74599999999998,249.093,54.972,251.417,137.582,91.13600000000001,160.207,,,,,,,,,,,,
357.25,1429.0,,251.66,28.253,204.292,59.388000000000005,137.21200000000002,104.46799999999999,218.78099999999998,105.92200000000001,117.586,90.383,206.93099999999998,89.92299999999999,243.636,90.85700000000001,94.745,80.592,189.143,79.252,103.336,84.073,180.072,125.416,94.916,130.861,216.304,122.118,141.322,115.303,217.709,116.79299999999999,237.528,118.536,93.319,112.814,221.937,153.863,11.879000000000001,158.93,135.83,156.38299999999998,101.913,155.863,73.292,151.194,228.56599999999997,134.787,257.742,170.604,21.185,167.583,57.273999999999994,163.892,121.389,166.773,194.707,166.998,109.46799999999999,166.57,186.581,159.164,212.57299999999998,158.89700000000002,222.51,161.618,259.63599999999997,160.25,202.745,184.79,249.054,54.96,251.31799999999998,137.378,91.075,160.17700000000002,,,,,,,,,,,,
357.5,1430.0,,251.643,28.248,204.388,59.388999999999996,137.18,104.485,218.854,105.917,117.465,90.417,207.012,89.945,243.606,90.788,94.711,80.58,189.165,79.207,103.37299999999999,84.04,180.07299999999998,125.412,94.601,130.70600000000002,216.28599999999997,122.09100000000001,141.14600000000002,115.165,217.511,116.82700000000001,237.58900000000003,118.455,93.205,112.795,221.895,153.847,11.913,158.889,135.947,156.328,101.854,155.812,73.234,151.213,228.53099999999998,134.874,257.796,170.558,21.138,167.613,57.173,163.92,121.50299999999999,166.9,194.72799999999998,166.97,109.43,166.63099999999997,186.57,159.208,212.47299999999998,158.972,222.65099999999998,161.493,259.572,160.219,202.75400000000002,184.894,248.99099999999999,54.964,251.34599999999998,137.278,91.20100000000001,160.349,,,,,,,,,,,,
357.75,1431.0,,251.642,28.268,204.231,59.458,137.26,104.512,218.82,106.00399999999999,117.406,90.405,206.97299999999998,89.866,243.688,90.759,94.73100000000001,80.638,189.125,79.14,103.23200000000001,84.06,180.03,125.396,94.463,130.606,216.29,122.10600000000001,141.153,115.064,217.838,116.851,237.50599999999997,118.693,93.31200000000001,112.708,221.81799999999998,153.856,11.93,158.935,135.827,156.264,101.85600000000001,155.737,73.301,151.165,228.606,134.876,257.788,170.579,21.165,167.583,57.06,163.93,121.64,166.953,194.675,166.938,109.354,166.632,186.558,159.211,212.315,159.40200000000002,222.645,161.49,259.53,160.1,202.76,184.84900000000002,249.011,54.95,251.391,137.239,91.068,160.222,,,,,,,,,,,,
358.0,1432.0,,251.679,28.291999999999998,204.22299999999998,59.39,137.27200000000002,104.52799999999999,218.851,105.993,117.204,90.385,206.87400000000002,89.911,243.766,90.803,94.69200000000001,80.589,189.169,79.125,103.255,84.089,179.957,125.435,94.53200000000001,130.62,216.245,122.036,141.065,114.917,217.854,116.87700000000001,237.357,118.87200000000001,93.37700000000001,112.63,221.795,154.02100000000002,11.909,158.931,135.85,156.234,101.819,155.85399999999998,73.367,151.118,228.495,134.903,257.82099999999997,170.55700000000002,20.998,167.71099999999998,57.053000000000004,163.918,121.65100000000001,166.808,194.829,166.882,109.351,166.58700000000002,186.606,159.19799999999998,212.361,159.347,222.71599999999998,161.458,259.534,160.105,202.81,184.89,248.947,54.902,251.415,137.22,91.09700000000001,160.253,,,,,,,,,,,,
358.25,1433.0,,251.676,28.266,204.05900000000003,59.393,137.346,104.50299999999999,218.80200000000002,106.005,117.24,90.355,206.90099999999998,89.852,243.76,90.863,94.73,80.62,189.109,79.145,103.34299999999999,83.993,179.88299999999998,125.477,94.459,130.70600000000002,216.28599999999997,122.104,141.053,114.87299999999999,217.96900000000002,116.816,237.45,118.639,93.81200000000001,112.39299999999999,221.8,154.011,11.842,159.002,135.868,156.11,101.829,155.998,73.392,151.112,228.433,134.83100000000002,257.83099999999996,170.58599999999998,20.947,167.732,57.028999999999996,163.921,121.711,166.77700000000002,194.852,166.872,109.29799999999999,166.593,186.60299999999998,159.264,212.31099999999998,159.247,222.69799999999998,161.48,259.589,160.07399999999998,202.797,184.894,249.00799999999998,54.863,251.61700000000002,137.071,90.788,159.94799999999998,,,,,,,,,,,,
358.5,1434.0,,251.726,28.295,204.082,59.38,137.305,104.50200000000001,218.738,106.045,117.236,90.351,206.854,89.90700000000001,243.771,90.824,94.70700000000001,80.513,189.24200000000002,79.184,103.25,84.07600000000001,179.87,125.49799999999999,94.58,130.737,216.27200000000002,122.09299999999999,141.084,114.831,217.92,116.777,237.364,118.684,93.75,112.391,221.71099999999998,153.945,11.876,158.969,135.56799999999998,156.123,101.896,155.85,73.416,151.131,228.423,134.85,257.819,170.57299999999998,21.066,167.674,57.018,163.87099999999998,121.625,166.725,194.91400000000002,166.827,109.292,166.571,186.59900000000002,159.203,212.40599999999998,159.455,222.606,161.50799999999998,259.681,160.099,202.81900000000002,185.018,249.044,54.842,251.456,137.142,90.818,159.953,,,,,,,,,,,,
358.75,1435.0,,251.732,28.273000000000003,203.917,59.333,137.428,104.579,218.665,105.995,117.25299999999999,90.304,206.88299999999998,89.801,243.725,90.82799999999999,94.76299999999999,80.583,189.275,79.218,103.22,84.103,179.861,125.506,94.74700000000001,130.752,216.295,122.14200000000001,141.07399999999998,114.84899999999999,217.813,116.79,237.34,118.825,93.837,112.19200000000001,221.747,153.874,11.87,158.89,135.45,156.221,101.80799999999999,155.916,73.392,151.134,228.396,134.876,257.824,170.55599999999998,21.108,167.732,57.023,163.877,121.639,166.85299999999998,194.905,166.831,109.292,166.56,186.548,159.125,212.363,159.47299999999998,222.649,161.53799999999998,259.621,160.083,202.84,184.921,249.092,54.825,251.50400000000002,137.06,90.744,159.917,,,,,,,,,,,,
359.0,1436.0,,251.748,28.256999999999998,203.826,59.388999999999996,137.311,104.522,218.607,105.932,117.213,90.3,206.862,89.725,243.762,90.806,94.79,80.656,189.273,79.339,103.137,84.066,179.78900000000002,125.491,94.689,130.812,216.267,122.15299999999999,141.019,114.90299999999999,217.66400000000002,116.76100000000001,237.261,119.03200000000001,93.89200000000001,112.132,221.77700000000002,153.871,11.77,158.798,135.554,156.11,101.861,155.96,73.376,151.078,228.442,134.844,257.83799999999997,170.52700000000002,21.229,167.66400000000002,56.953,163.843,121.461,166.618,194.84099999999998,166.87599999999998,109.277,166.58700000000002,186.548,159.108,212.37900000000002,159.207,222.67700000000002,161.501,259.647,160.253,202.75900000000001,184.88099999999997,249.16099999999997,54.863,251.41400000000002,137.109,90.913,159.959,,,,,,,,,,,,
359.25,1437.0,,251.695,28.281,203.873,59.385,137.359,104.61,218.63099999999997,105.931,117.162,90.38,206.84900000000002,89.738,243.736,90.811,94.70700000000001,80.616,189.234,79.278,103.17399999999999,84.037,179.69299999999998,125.501,94.60600000000001,130.749,216.262,122.227,141.1,114.939,218.002,116.698,237.248,119.053,93.861,112.161,221.81799999999998,153.901,11.599,158.70600000000002,135.667,156.017,101.787,155.939,73.447,151.109,228.547,134.839,257.904,170.49200000000002,21.311999999999998,167.71400000000003,56.754,163.77,121.359,166.615,194.88,166.861,109.34299999999999,166.53,186.53099999999998,159.136,212.34099999999998,159.066,222.66,161.583,259.533,160.325,202.81599999999997,184.958,249.09099999999998,54.89,251.355,137.17700000000002,90.82700000000001,159.905,,,,,,,,,,,,
359.5,1438.0,,251.75900000000001,28.289,204.028,59.292,137.325,104.682,218.602,105.883,117.304,90.431,206.83,89.71700000000001,243.72799999999998,90.831,94.68700000000001,80.608,189.227,79.268,103.25,84.1,179.709,125.48299999999999,94.587,130.718,216.24200000000002,122.21,141.041,115.006,218.235,116.75200000000001,237.215,119.09899999999999,93.85600000000001,112.20200000000001,221.74599999999998,153.886,11.564,158.703,135.69299999999998,155.879,101.945,155.863,73.45100000000001,151.122,228.58900000000003,134.827,257.832,170.554,21.218000000000004,167.774,56.81100000000001,163.872,121.294,166.49,194.963,166.857,109.34100000000001,166.606,186.454,159.14,212.278,159.011,222.606,161.50799999999998,259.568,160.306,202.762,184.919,249.11900000000003,54.879,251.253,137.105,90.891,159.98,,,,,,,,,,,,
359.75,1439.0,,251.733,28.269000000000002,204.157,59.303999999999995,137.31799999999998,104.71799999999999,218.612,105.84200000000001,117.066,90.271,206.882,89.65799999999999,243.709,90.76700000000001,94.65899999999999,80.595,189.442,79.235,103.214,84.09100000000001,179.69299999999998,125.525,94.459,130.67,216.243,122.16799999999999,141.135,115.165,218.37,116.74600000000001,237.237,119.075,93.779,112.137,221.665,153.93200000000002,11.453,158.541,135.548,155.877,102.11399999999999,155.931,73.436,151.201,228.623,134.858,257.817,170.542,21.325,167.62,56.678000000000004,163.845,121.306,166.47099999999998,194.84799999999998,166.84,109.37100000000001,166.53400000000002,186.445,159.14600000000002,212.21599999999998,159.026,222.653,161.697,259.62,160.25799999999998,202.797,184.91400000000002,249.109,54.897,251.375,137.154,90.741,159.832,,,,,,,,,,,,
360.0,1440.0,,251.73,28.28,204.125,59.293,137.27200000000002,104.749,218.60299999999998,105.779,117.008,90.28,206.88400000000001,89.601,243.604,90.713,94.62,80.52199999999999,189.457,79.21600000000001,103.23,84.166,179.752,125.54299999999999,94.47,130.701,216.24200000000002,122.105,141.102,115.179,218.396,116.809,237.19400000000002,119.14399999999999,93.738,112.12200000000001,221.64,153.829,11.645999999999999,158.628,135.372,155.94899999999998,102.23299999999999,155.969,73.334,151.094,228.706,134.869,257.789,170.513,21.533,167.543,56.498000000000005,163.855,121.26100000000001,166.428,194.812,166.822,109.387,166.503,186.42,159.126,212.11,159.126,222.606,161.66,259.70799999999997,160.278,202.726,184.88,249.16400000000002,54.881,251.485,137.141,90.77,159.92700000000002,,,,,,,,,,,,
360.25,1441.0,,251.71099999999998,28.276,204.07,59.333,137.184,104.581,218.632,105.74799999999999,116.663,90.12,206.81900000000002,89.601,243.628,90.788,94.561,80.49600000000001,189.28900000000002,79.153,103.26799999999999,84.126,179.747,125.51299999999999,94.52799999999999,130.638,216.261,122.087,141.27200000000002,115.29,218.24900000000002,116.79700000000001,237.21400000000003,119.146,93.78299999999999,112.08200000000001,221.58900000000003,153.964,11.674000000000001,158.61700000000002,135.446,155.904,102.24,155.846,73.309,151.005,228.78799999999998,134.893,257.801,170.514,21.5,167.593,56.523,163.828,121.374,166.642,194.795,166.77,109.355,166.53599999999997,186.472,159.157,212.095,159.168,222.59799999999998,161.736,259.589,160.365,202.75599999999997,184.96599999999998,249.085,54.925,251.55,137.045,90.76100000000001,159.92,,,,,,,,,,,,
360.5,1442.0,,251.703,28.284000000000002,204.175,59.326,137.04399999999998,104.456,218.623,105.705,116.65899999999999,90.101,206.804,89.527,243.66099999999997,90.82799999999999,94.494,80.529,189.34900000000002,79.17699999999999,103.245,84.052,179.709,125.56299999999999,94.45700000000001,130.65200000000002,216.239,122.084,141.083,115.02600000000001,218.41400000000002,116.772,237.315,119.13799999999999,93.609,112.10799999999999,221.59599999999998,153.861,11.572000000000001,158.656,135.305,155.899,102.21,156.017,73.327,150.97799999999998,228.84799999999998,134.891,257.818,170.524,21.439,167.657,56.656000000000006,163.814,121.39200000000001,166.56099999999998,194.81599999999997,166.78900000000002,109.301,166.584,186.50400000000002,159.077,212.273,159.077,222.669,161.658,259.586,160.405,202.80900000000003,185.03,249.09099999999998,54.965,251.497,137.292,90.77799999999999,159.925,,,,,,,,,,,,
360.75,1443.0,,251.764,28.252,204.15200000000002,59.363,137.10399999999998,104.48700000000001,218.717,105.714,116.706,90.098,206.804,89.551,243.68599999999998,90.779,94.427,80.4,189.438,79.191,103.04,84.184,179.78900000000002,125.492,94.56700000000001,130.639,216.266,122.05799999999999,141.122,115.146,218.368,116.75,237.31,119.193,93.53299999999999,111.95,221.58,153.79399999999998,11.620999999999999,158.70600000000002,135.315,155.851,102.304,155.66,73.318,150.993,228.831,134.922,257.801,170.53799999999998,21.32,167.718,56.722,163.863,121.355,166.515,194.796,166.764,109.315,166.657,186.399,159.08100000000002,212.24599999999998,159.213,222.702,161.696,259.579,160.459,202.845,185.025,249.12099999999998,54.983999999999995,251.562,137.481,90.61200000000001,159.829,,,,,,,,,,,,
361.0,1444.0,,251.725,28.303,204.21900000000002,59.35,137.263,104.639,218.77700000000002,105.78299999999999,116.756,90.175,206.77700000000002,89.491,243.68599999999998,90.73200000000001,94.527,80.464,189.356,79.164,103.131,84.134,179.84599999999998,125.427,94.241,130.576,216.236,122.13799999999999,141.059,115.116,218.456,116.725,237.179,119.384,93.59100000000001,111.766,221.551,153.87,11.475,158.537,135.308,155.75799999999998,102.329,155.65200000000002,73.298,151.043,228.732,134.963,257.783,170.637,21.253,167.687,56.684,163.80700000000002,121.335,166.37400000000002,194.797,166.833,109.296,166.683,186.334,159.08700000000002,212.296,159.335,222.72299999999998,161.783,259.51,160.592,202.83599999999998,185.041,249.014,54.965,251.52200000000002,137.601,90.698,159.91899999999998,,,,,,,,,,,,
361.25,1445.0,,251.729,28.244,204.24400000000003,59.406000000000006,137.314,104.736,218.854,105.811,116.90799999999999,90.266,206.717,89.477,243.699,90.751,94.471,80.396,189.435,79.10600000000001,103.098,84.179,179.81099999999998,125.387,94.02600000000001,130.56799999999998,216.2,122.209,141.082,115.155,218.513,116.62100000000001,237.237,119.34,93.49799999999999,111.84100000000001,221.605,153.815,11.359000000000002,158.47,135.279,155.72899999999998,102.33,155.66899999999998,73.33,151.02100000000002,228.84900000000002,134.94799999999998,257.782,170.655,21.307,167.77700000000002,56.715,163.754,121.426,166.457,194.805,166.91,109.257,166.81,186.375,159.08700000000002,211.91,159.62,222.69299999999998,161.752,259.406,160.532,202.745,184.986,249.013,54.985,251.489,137.50799999999998,90.67299999999999,159.894,,,,,,,,,,,,
361.5,1446.0,,251.745,28.171,204.40599999999998,59.37,137.328,104.79700000000001,218.791,105.819,117.01299999999999,90.262,206.72099999999998,89.493,243.643,90.679,94.54,80.539,189.36900000000003,79.14,103.07600000000001,84.14399999999999,179.793,125.333,94.178,130.564,216.252,122.241,141.149,115.133,218.542,116.64299999999999,237.236,119.28200000000001,93.575,111.75,221.577,153.81,11.494000000000002,158.497,135.30100000000002,155.57,102.329,155.85,73.325,150.972,228.838,134.874,257.795,170.636,21.294,167.739,56.67,163.811,121.561,166.753,194.767,166.851,109.274,166.81900000000002,186.37400000000002,159.065,211.891,159.799,222.653,161.881,259.204,160.407,202.68599999999998,184.87400000000002,249.067,55.018,251.553,137.546,90.63600000000001,159.834,,,,,,,,,,,,
361.75,1447.0,,251.766,28.131,204.19,59.333,137.425,104.902,218.783,105.79700000000001,117.05,90.21600000000001,206.71400000000003,89.42299999999999,243.72,90.77600000000001,94.62200000000001,80.685,189.457,79.142,103.15700000000001,84.03200000000001,179.766,125.322,94.459,130.57,216.24200000000002,122.27600000000001,141.183,115.382,218.521,116.62200000000001,237.24599999999998,119.116,93.704,111.796,221.615,153.924,11.505,158.56,135.451,155.467,102.46700000000001,155.67600000000002,73.271,150.976,228.918,134.885,257.767,170.669,21.259,167.787,56.662,163.80700000000002,121.602,166.773,194.709,166.829,109.26799999999999,166.795,186.354,159.072,211.808,159.649,222.649,161.94799999999998,259.116,160.44799999999998,202.726,184.882,249.025,55.028999999999996,251.55900000000003,137.433,90.62299999999999,159.8,,,,,,,,,,,,
362.0,1448.0,,251.72799999999998,28.086,204.13,59.251999999999995,137.44899999999998,105.04,218.82,105.79700000000001,117.068,90.272,206.764,89.325,243.685,90.758,94.50299999999999,80.508,189.447,79.14399999999999,103.124,84.03200000000001,179.762,125.37299999999999,93.80799999999999,130.442,216.252,122.29799999999999,140.968,115.186,218.88099999999997,116.617,237.217,119.081,93.781,111.81200000000001,221.615,153.83100000000002,11.497,158.68200000000002,135.494,155.371,102.50299999999999,155.40200000000002,73.317,151.061,228.97400000000002,134.94799999999998,257.754,170.65200000000002,21.346999999999998,167.702,56.643,163.838,121.65100000000001,166.674,194.648,166.828,109.314,166.628,186.34099999999998,159.08,211.949,159.578,222.644,161.921,259.072,160.46200000000002,202.683,184.747,249.028,54.976000000000006,251.546,137.507,90.344,159.441,,,,,,,,,,,,
362.25,1449.0,,251.77,28.086,204.023,59.318999999999996,137.30700000000002,104.955,218.834,105.926,116.883,90.23,206.75099999999998,89.29,243.68099999999998,90.706,94.50200000000001,80.501,189.44,79.13600000000001,103.05799999999999,84.095,179.783,125.398,93.414,130.30700000000002,216.245,122.22,140.935,115.209,218.946,116.646,237.157,119.197,93.749,111.833,221.697,153.91299999999998,11.548,158.731,135.567,155.292,102.459,155.344,73.193,151.084,228.951,134.862,257.77299999999997,170.611,21.274,167.68200000000002,56.55,163.731,121.881,166.93200000000002,194.581,166.94099999999997,109.346,166.66400000000002,186.31400000000002,159.093,211.826,159.80700000000002,222.674,161.827,259.015,160.47,202.674,184.678,249.0,55.012,251.549,137.497,90.27,159.491,,,,,,,,,,,,
362.5,1450.0,,251.707,28.31,203.96099999999998,59.338,137.545,105.166,218.84099999999998,105.934,116.925,90.29,206.705,89.334,243.65900000000002,90.741,94.414,80.36399999999999,189.46099999999998,79.199,103.00299999999999,84.12899999999999,179.765,125.384,93.721,130.356,216.237,122.101,140.981,115.264,218.887,116.59100000000001,237.143,119.18299999999999,93.625,111.926,221.713,154.032,11.520999999999999,158.697,135.555,155.26,102.45299999999999,155.355,73.212,151.11,228.976,134.849,257.77099999999996,170.59599999999998,21.279,167.69099999999997,56.636,163.631,121.94200000000001,167.03099999999998,194.63099999999997,166.967,109.381,166.7,186.287,159.078,211.919,160.002,222.66400000000002,161.81799999999998,258.928,160.38,202.632,184.639,249.025,55.013000000000005,251.493,137.385,90.243,159.40200000000002,195.66400000000002,52.681000000000004,,,,,,,,,,
362.75,1451.0,,251.646,28.285999999999998,203.954,59.355,137.338,104.963,218.82,105.96799999999999,116.93299999999999,90.259,206.614,89.30799999999999,243.60299999999998,90.663,94.411,80.488,189.338,79.189,103.08,84.14399999999999,179.743,125.367,93.87700000000001,130.394,216.233,122.084,140.703,114.931,218.74,116.477,237.111,119.195,93.662,111.914,221.727,154.05,11.485,158.537,135.474,155.469,102.539,155.32,73.176,151.121,228.933,134.799,257.768,170.56,21.313000000000002,167.73,56.61,163.555,121.93,167.028,194.67,166.95,109.361,166.78799999999998,186.28599999999997,159.083,211.97299999999998,159.961,222.65200000000002,161.891,258.91900000000004,160.266,202.585,184.62400000000002,249.079,55.056000000000004,251.555,137.414,90.273,159.471,195.50599999999997,52.722,,,,,,,,,,
363.0,1452.0,,251.657,28.351999999999997,204.135,59.358000000000004,137.371,105.0,218.872,105.98899999999999,116.881,90.352,206.726,89.292,243.59400000000002,90.6,94.42299999999999,80.406,189.331,79.18,102.971,84.156,179.852,125.36,93.725,130.363,216.22400000000002,122.053,140.078,114.568,218.597,116.51,237.185,119.163,93.679,111.919,221.665,153.975,12.038,159.02700000000002,135.488,155.751,102.57,155.335,73.173,151.13,228.917,134.811,257.822,170.56799999999998,21.386,167.673,56.453,163.52,121.90899999999999,167.041,194.63,167.082,109.336,166.77900000000002,186.296,159.02100000000002,212.045,160.063,222.59400000000002,161.869,258.93,160.197,202.575,184.66,249.09099999999998,55.041000000000004,251.486,137.41899999999998,90.23299999999999,159.368,195.578,52.92,,,,,,,,,,
363.25,1453.0,,251.63400000000001,28.401999999999997,204.176,59.372,137.166,104.921,218.872,106.025,116.85,90.40299999999999,206.688,89.314,243.607,90.64,94.39399999999999,80.358,189.422,79.197,102.911,84.095,179.81,125.368,93.738,130.374,216.252,122.02600000000001,140.196,114.572,218.669,116.574,237.21099999999998,119.20100000000001,93.711,111.90700000000001,221.641,154.0,11.905999999999999,158.89,135.481,155.665,102.60600000000001,155.238,73.194,151.121,229.028,134.81799999999998,257.836,170.645,21.326,167.718,56.698,163.46200000000002,121.984,167.16099999999997,194.69400000000002,167.054,109.479,166.68,186.28099999999998,159.02,212.205,160.05700000000002,222.646,161.85299999999998,258.822,160.297,202.55200000000002,184.61900000000003,249.109,55.003,251.828,137.717,90.04,159.187,195.52599999999998,53.028999999999996,190.521,94.35,,,,,,,,
363.5,1454.0,,251.707,28.349,204.06099999999998,59.269,137.01,104.802,218.747,105.965,116.749,90.43,206.692,89.27600000000001,243.584,90.59299999999999,94.333,80.327,189.43099999999998,79.207,102.96700000000001,84.117,179.766,125.39,93.613,130.363,216.266,121.993,140.201,114.605,218.74599999999998,116.611,237.185,119.355,93.809,111.811,221.739,153.941,11.659,158.83700000000002,135.399,155.77100000000002,102.575,155.346,73.21600000000001,151.076,229.014,134.875,257.848,170.653,21.369,167.774,56.748000000000005,163.506,121.992,167.25799999999998,194.74,166.993,109.42299999999999,166.765,186.30700000000002,158.957,212.157,159.938,222.475,161.83100000000002,258.848,160.148,202.55200000000002,184.66099999999997,249.142,55.065,251.707,137.524,90.07600000000001,159.213,195.477,53.082,190.797,94.125,,,,,,,,
363.75,1455.0,,251.774,28.151999999999997,203.905,59.321000000000005,137.127,104.979,218.641,105.87200000000001,116.67,90.34299999999999,206.658,89.25,243.567,90.584,94.331,80.445,189.49400000000003,79.26,103.1,84.04799999999999,179.639,125.425,93.646,130.30100000000002,216.27900000000002,121.959,140.33,114.617,218.71099999999998,116.616,237.09400000000002,119.551,93.72399999999999,111.72,221.78,153.84,11.593,158.804,135.436,155.766,102.64200000000001,155.553,73.248,151.165,228.933,134.857,257.88,170.612,21.353,167.77599999999998,56.798,163.515,122.057,167.3,194.701,167.00599999999997,109.34,166.766,186.331,158.945,212.208,160.034,222.452,161.761,258.702,160.157,202.609,184.668,249.084,55.036,251.778,137.55700000000002,90.137,159.377,195.46200000000002,53.02,190.894,94.06200000000001,,,,,,,,
364.0,1456.0,,251.80900000000003,28.144000000000002,203.92700000000002,59.383,136.984,104.884,218.69299999999998,105.95700000000001,116.579,90.195,206.665,89.23899999999999,243.56900000000002,90.61399999999999,94.23299999999999,80.346,189.605,79.26100000000001,103.111,84.041,179.69099999999997,125.389,93.375,130.221,216.268,122.01,140.444,114.69200000000001,218.64700000000002,116.596,237.09900000000002,119.53,93.714,111.726,221.793,153.83100000000002,11.627,158.726,135.32399999999998,155.658,102.65899999999999,155.593,73.227,151.14,228.887,134.877,257.943,170.54,21.267,167.82299999999998,56.638999999999996,163.688,121.993,167.142,194.59099999999998,167.00799999999998,109.33,166.729,186.317,159.005,212.083,159.967,222.424,161.754,258.649,160.241,202.65900000000002,184.69299999999998,249.12099999999998,55.02,251.68599999999998,137.373,90.166,159.472,195.493,53.019,191.08599999999998,93.819,,,,,,,,
364.25,1457.0,,251.62099999999998,28.143,203.94,59.321999999999996,136.878,104.8,218.748,105.978,116.678,90.339,206.667,89.223,243.638,90.67,94.15700000000001,80.38,189.65200000000002,79.235,103.11399999999999,84.11399999999999,179.753,125.376,93.445,130.216,216.30900000000003,122.061,140.28,114.65899999999999,218.783,116.635,237.183,119.47200000000001,93.77,111.696,221.798,153.789,11.442,158.47299999999998,135.34,155.741,102.62100000000001,155.55100000000002,73.243,151.158,228.75,134.899,257.969,170.518,21.25,167.797,56.521,163.778,121.976,167.12,194.56400000000002,167.076,109.353,166.68900000000002,186.33,159.007,212.054,159.954,222.47799999999998,161.635,258.653,160.313,202.645,184.671,249.12400000000002,55.032,251.46,137.017,90.204,159.399,195.50400000000002,53.121,190.882,93.898,,,,,,,,
364.5,1458.0,,251.597,28.084,203.97099999999998,59.244,136.642,104.655,218.655,106.04899999999999,116.62,90.338,206.635,89.205,243.618,90.696,94.09200000000001,80.251,189.638,79.267,103.20700000000001,84.116,179.75,125.32799999999999,93.541,130.197,216.33599999999998,122.083,140.428,114.865,218.537,116.553,237.11599999999999,119.542,93.84700000000001,111.685,221.835,153.75799999999998,11.455,158.47299999999998,135.489,155.90200000000002,102.588,155.64700000000002,73.368,151.27200000000002,228.78099999999998,134.889,257.983,170.56,21.304000000000002,167.74400000000003,56.417,163.733,121.964,167.111,194.528,167.037,109.39200000000001,166.715,186.363,158.968,212.30900000000003,159.601,222.424,161.66299999999998,258.72700000000003,160.34799999999998,202.65599999999998,184.61599999999999,249.088,55.013000000000005,251.602,137.282,90.056,159.16299999999998,195.46900000000002,53.239,190.78900000000002,93.854,,,,,,,,
364.75,1459.0,,251.59099999999998,28.174,204.015,59.225,136.767,104.77,218.72400000000002,106.14399999999999,116.96799999999999,90.568,206.623,89.219,243.648,90.697,94.07799999999999,80.221,189.766,79.225,103.26700000000001,84.113,179.84799999999998,125.34899999999999,93.53200000000001,130.124,216.33900000000003,122.084,140.528,115.01,218.49099999999999,116.609,237.00799999999998,119.704,93.795,111.641,221.68099999999998,153.77700000000002,11.294,158.344,135.438,155.861,102.524,155.702,73.3,151.236,228.799,134.871,257.954,170.532,21.304000000000002,167.68,56.519,163.875,121.914,167.11700000000002,194.47099999999998,167.003,109.348,166.593,186.34900000000002,158.989,212.236,159.907,222.42700000000002,161.702,258.705,160.481,202.736,184.614,249.05700000000002,54.998999999999995,251.606,136.602,89.93799999999999,159.045,195.53400000000002,53.013999999999996,190.896,93.79299999999999,,,,,,,,
