TimesH,Frame,0,1,5,7,12,16,19,20,22,24,27,28,31,33,34,36,46,50,53,59,62,64,65,71,74,78,115,118,122,126,128,129,132,133,135,138,141,143,144,146,154,155,163,164,183,188,195,197,207,218,224,226,228,229,233,241,249,252,254,256,259,262,263,265,266,267,269,271,274,279,285,286,287,288,291,294,340,475,556,818,824,876,897,914,1117,1122,1124,1202,1213,1216
335.5,1342.0,613.778,613.4590000000001,612.16,612.726,611.502,612.8330000000001,612.751,610.44,613.339,612.4580000000001,613.86,611.302,612.101,611.446,609.7769999999999,613.4830000000001,609.618,613.284,613.95,613.525,610.626,611.491,611.4590000000001,612.303,611.05,611.75,610.359,610.045,610.461,612.352,612.936,608.623,614.602,613.264,611.714,612.322,609.101,609.7959999999999,611.9780000000001,612.759,609.039,611.988,611.555,611.507,612.715,612.03,615.278,612.556,,611.872,611.0930000000001,611.578,610.73,609.437,611.419,612.614,611.456,611.3480000000001,612.289,613.6419999999999,611.946,612.471,613.747,614.7090000000001,614.9830000000001,612.3380000000001,612.259,611.311,612.319,612.275,611.043,609.987,611.024,611.707,612.611,614.14,,,,,,,,,,,,,,
335.75,1343.0,615.151,613.106,611.278,613.336,611.847,612.904,613.201,609.802,613.229,611.4780000000001,614.683,610.993,611.433,611.138,609.221,614.294,608.592,614.196,613.683,612.753,610.15,610.401,612.096,612.3480000000001,611.058,611.827,609.259,610.136,609.4680000000001,612.319,613.743,608.238,614.539,613.197,612.887,612.4209999999999,607.531,610.033,610.9159999999999,612.115,608.566,612.265,612.51,611.7819999999999,612.509,611.788,615.341,612.405,607.88,611.918,610.945,611.72,609.51,608.572,610.354,613.181,611.68,612.2080000000001,613.42,614.592,611.766,612.807,613.127,615.9680000000001,614.7959999999999,611.76,610.788,612.531,612.29,612.7080000000001,611.536,609.716,609.8480000000001,611.121,612.758,614.9540000000001,,,,,,,,,,,,,,
336.0,1344.0,615.123,614.607,612.29,613.776,611.361,613.663,613.235,609.7230000000001,613.239,612.336,614.712,611.793,611.804,611.232,609.481,614.03,608.7959999999999,614.1659999999999,614.966,613.776,610.413,611.989,611.563,613.1519999999999,611.3340000000001,611.675,609.865,609.741,609.7040000000001,611.747,612.8480000000001,609.153,614.88,613.245,612.363,613.15,607.717,610.012,611.6709999999999,612.717,608.17,611.9069999999999,613.078,611.619,613.2959999999999,611.01,616.174,612.726,608.7330000000001,610.475,611.095,611.099,610.145,609.3340000000001,610.7130000000001,612.431,611.619,611.033,612.525,614.7869999999999,611.891,613.207,614.06,615.433,614.8009999999999,611.355,611.76,612.56,612.27,612.904,610.5980000000001,608.7180000000001,610.7330000000001,611.521,613.378,615.222,,,,,,,,,,,,,,
336.25,1345.0,614.362,614.575,611.948,613.46,611.9169999999999,613.1080000000001,612.96,609.447,613.922,612.378,614.248,610.909,610.898,611.425,608.736,614.513,609.2130000000001,614.554,613.886,614.5930000000001,609.289,610.765,612.492,612.531,610.9490000000001,611.404,609.715,613.013,610.525,612.3009999999999,613.357,608.504,614.906,613.379,612.595,613.1619999999999,607.535,610.1669999999999,611.58,612.5169999999999,608.335,611.617,612.4830000000001,611.634,612.969,611.372,615.674,612.8330000000001,608.602,611.303,610.794,611.621,609.946,608.938,610.748,612.865,611.62,610.673,612.286,614.163,612.427,613.012,613.661,615.976,615.367,610.6669999999999,611.393,611.564,612.558,612.744,610.605,609.627,611.555,611.01,612.836,614.322,,,,,,,,,,,,,,
336.5,1346.0,615.866,614.064,612.854,613.6419999999999,611.8,613.651,614.055,610.229,613.2919999999999,612.13,615.616,610.9680000000001,611.406,611.632,608.607,614.899,608.909,614.933,614.305,614.539,610.145,611.651,612.451,613.345,610.762,611.859,609.735,609.52,609.7230000000001,612.655,613.018,608.73,614.191,612.405,612.606,613.22,608.092,609.846,611.16,612.8290000000001,608.235,612.318,611.9540000000001,611.84,612.6659999999999,611.175,616.062,612.491,607.404,611.145,611.164,611.133,610.09,608.947,610.442,613.019,611.9680000000001,611.34,613.06,614.2080000000001,611.008,612.788,613.765,614.715,615.924,611.518,612.4830000000001,613.509,611.9,613.028,610.905,609.2919999999999,610.538,610.811,613.803,614.2819999999999,606.498,,,,,,,,,,,,,
336.75,1347.0,615.136,614.8240000000001,611.601,613.691,610.852,613.023,613.885,609.855,613.269,612.669,615.516,611.41,611.391,611.866,609.6519999999999,615.029,609.804,615.151,614.498,614.369,610.938,611.0,612.237,613.494,610.919,611.462,609.618,609.703,609.633,611.957,613.159,608.021,614.839,613.003,612.466,612.73,607.1709999999999,609.992,611.2819999999999,612.8240000000001,607.515,612.332,612.759,611.961,612.241,612.515,615.503,613.085,608.053,610.757,610.871,611.887,609.881,608.4540000000001,610.835,613.626,612.019,610.835,613.438,614.803,611.887,612.36,613.519,615.347,614.275,612.371,611.832,612.602,613.269,612.998,611.271,608.943,611.429,611.689,613.2669999999999,613.519,607.203,,,,,,,,,,,,,
337.0,1348.0,615.156,614.307,612.812,614.309,610.96,613.006,613.557,610.855,613.461,612.0740000000001,615.0830000000001,611.345,611.462,611.331,610.238,615.452,609.1419999999999,615.056,614.908,614.154,609.965,611.414,612.813,613.028,611.922,612.094,609.956,609.5980000000001,610.352,612.1080000000001,613.825,609.268,614.8,613.577,612.4780000000001,612.927,607.825,609.548,611.735,612.929,607.607,612.509,612.606,613.008,612.63,611.703,616.885,612.49,,611.112,610.898,611.066,609.86,608.4830000000001,611.151,613.444,612.6519999999999,611.379,613.21,614.174,611.316,612.526,614.091,615.232,614.823,612.01,611.008,612.904,613.101,613.561,611.83,609.034,611.589,612.2130000000001,613.013,613.804,607.4,,,,,,,,,,,,,
337.25,1349.0,614.5419999999999,614.854,613.055,613.715,610.476,613.595,612.854,609.929,614.5219999999999,612.097,615.018,611.947,611.221,612.131,608.617,615.501,609.607,614.966,614.765,614.021,611.169,611.86,613.0980000000001,613.913,612.4019999999999,612.797,609.415,609.732,609.595,612.347,613.361,609.052,615.087,613.935,612.467,612.877,607.656,611.9169999999999,611.769,613.127,607.935,612.607,613.244,612.374,612.753,611.966,615.491,613.345,,611.736,610.726,611.117,610.511,608.3290000000001,611.197,614.056,612.8290000000001,612.061,613.601,615.781,611.581,613.444,613.94,615.896,615.832,611.776,611.45,613.461,612.966,613.45,611.6419999999999,609.744,610.778,613.39,613.09,613.674,607.32,,,,,,,,,,,,,
337.5,1350.0,615.592,616.328,612.764,615.503,611.97,613.382,613.4780000000001,609.84,614.536,613.849,615.43,611.974,610.872,612.2080000000001,609.184,615.4630000000001,609.453,615.904,614.572,615.0269999999999,610.293,611.734,612.965,613.121,610.6469999999999,612.049,611.729,610.007,610.231,612.327,613.013,609.133,615.125,614.094,613.1,612.861,607.01,610.18,611.778,613.295,607.496,613.161,612.479,612.602,613.114,612.609,616.935,613.4830000000001,,611.734,610.628,612.183,609.694,607.856,612.081,612.99,612.094,611.308,613.089,615.543,612.011,613.505,613.7909999999999,615.61,615.571,612.58,612.36,613.391,612.576,614.1469999999999,611.644,609.727,611.311,611.6619999999999,615.038,613.0409999999999,607.528,,,,,,,,,,,,,
