TimesH,Frame,13,23,36,63,71,73,81,82,93,94,100,105,115,116,122,150,151,157,163,168,181,185,189,192,224,226,228,232,244,251,257,259,267,274,288,292,310,330,366,372,377,378,436,440,476,498,502,506,509,526,530,535,559,573,596,598,599,622,631,755,798,864
143.25,573.0,605.034,604.513,605.411,602.58,605.505,605.072,606.269,603.178,606.645,602.024,603.7669999999999,605.206,605.62,604.679,606.409,607.422,603.951,603.8380000000001,602.23,603.562,604.063,605.089,603.7230000000001,604.794,605.585,605.004,605.4119999999999,603.8530000000001,603.211,603.751,603.446,603.781,604.345,601.485,603.735,604.384,603.821,603.746,,,,,,,,,,,,,,,,,,,,,,,,
143.5,574.0,603.663,603.945,604.576,602.619,604.595,604.247,606.393,602.444,605.513,601.651,603.668,603.952,604.749,605.591,605.268,607.197,603.665,603.626,601.2959999999999,602.3330000000001,603.612,604.464,603.024,603.408,604.7130000000001,604.34,603.568,604.332,602.1669999999999,602.651,603.807,602.653,603.435,601.5369999999999,602.5509999999999,603.212,602.785,603.182,,,,,,,,,,,,,,,,,,,,,,,,
143.75,575.0,604.406,603.357,604.771,602.118,605.217,605.156,606.651,602.2919999999999,605.4590000000001,602.1569999999999,603.591,603.432,605.154,604.476,605.24,606.854,603.258,603.477,601.35,602.351,604.0740000000001,604.636,603.528,603.5840000000001,605.601,603.885,603.734,603.925,601.7280000000001,602.644,603.319,603.487,603.514,601.11,602.875,603.284,602.433,603.644,,,,605.201,,,,,,,,,,,,,,,,,,,,
144.0,576.0,604.556,604.558,605.021,602.691,605.132,604.039,606.126,603.052,605.563,602.1759999999999,603.014,604.398,604.275,604.391,606.026,607.7919999999999,602.818,603.215,601.975,602.561,603.381,605.531,603.182,603.981,605.518,604.137,603.837,604.945,602.001,602.993,604.169,603.971,603.847,601.565,601.798,602.895,603.117,603.073,,603.6419999999999,,604.112,,,,,,,,,,,,,,,,,,,,
144.25,577.0,604.339,603.8380000000001,605.006,602.5169999999999,604.688,604.539,606.545,602.18,605.745,601.597,602.943,604.77,605.203,604.565,605.894,607.742,603.7280000000001,603.992,601.5219999999999,602.259,604.058,604.737,603.059,604.721,605.2769999999999,603.888,603.97,604.881,602.179,602.425,603.826,603.65,603.474,601.7330000000001,602.465,602.942,602.452,603.255,,604.391,603.8430000000001,604.685,,,,,,,,,,,,,,,,,,,,
144.5,578.0,605.2180000000001,604.227,605.56,601.89,605.576,604.298,606.234,603.062,605.972,601.612,603.309,603.7919999999999,605.762,604.883,605.945,606.9680000000001,603.345,603.732,601.601,602.511,603.734,605.04,602.624,603.828,605.077,603.8290000000001,604.751,604.8,602.2869999999999,603.217,603.019,603.894,604.554,602.18,602.385,603.706,602.832,603.766,602.85,604.099,603.687,605.399,,,,,,,,,,,,,,,,,,,,
144.75,579.0,604.619,604.1759999999999,606.121,602.169,605.128,604.778,606.3009999999999,602.5830000000001,606.4630000000001,601.7090000000001,603.9580000000001,604.467,605.881,604.345,606.1,607.9169999999999,603.623,604.163,601.556,602.096,604.768,605.815,603.654,603.651,605.5509999999999,604.712,604.75,604.613,602.236,603.25,603.366,604.123,603.7819999999999,601.143,602.567,603.4590000000001,602.045,602.935,603.328,605.009,602.989,605.89,,,,,,,,,,,,,,,,,,,,
145.0,580.0,605.77,604.821,606.643,601.783,604.243,604.173,606.5269999999999,602.8480000000001,606.63,601.052,603.63,603.922,606.456,605.44,607.0509999999999,606.816,603.2919999999999,603.967,601.592,602.388,603.38,604.802,603.382,604.37,604.688,604.095,604.028,604.3430000000001,601.808,602.1619999999999,602.873,603.15,603.742,601.4540000000001,602.903,602.9119999999999,603.4830000000001,603.641,602.339,605.448,604.337,604.944,,,,,,,,,,,,,,,,,,,,
145.25,581.0,605.112,605.399,606.274,602.23,604.3530000000001,605.241,606.899,603.001,607.575,602.56,604.363,603.939,606.719,604.435,606.654,607.42,602.327,603.7869999999999,601.581,602.01,603.165,604.2040000000001,602.943,603.673,603.71,604.881,603.997,604.996,602.513,602.6080000000001,603.187,604.261,603.805,601.57,602.306,602.909,602.521,604.424,602.865,606.0740000000001,603.872,604.691,603.36,,,,,,,,,,,,,,,,,,,
