TimesH,Frame,NoMissing,2,2,4,4,7,7,8,8,10,10,15,15,16,16,17,17,21,21,22,22,27,27,33,33,36,36,38,38,39,39,44,44,46,46,48,48,49,49,51,51,53,53,54,54,59,59,65,65,66,66,68,68,69,69,71,71,73,73,75,75,79,79,81,81,84,84,87,87,92,92,93,93,94,94,98,98,106,106,119,119,121,121,124,124,127,127,130,130,131,131,137,137,139,139,140,140,141,141,142,142,146,146,147,147,149,149,153,153,158,158,166,166,170,170,171,171,173,173,175,175,177,177,178,178,185,185,186,186,189,189,194,194,195,195,208,208,214,214,235,235,273,273,275,275,297,297,300,300,306,306,312,312,317,317,322,322,332,332,337,337,338,338,339,339,341,341,345,345,381,381,612,612,901,901,926,926,941,941
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
8.25,33.0,,202.97099999999998,89.904,189.80200000000002,86.64200000000001,233.924,86.734,250.032,83.698,89.594,87.145,137.262,82.677,129.322,98.292,222.99900000000002,95.338,79.788,95.861,186.049,95.098,100.54299999999999,94.287,207.15400000000002,106.948,121.07700000000001,103.89200000000001,248.13400000000001,106.411,194.79,105.946,196.725,97.934,118.38,116.801,192.525,118.346,106.883,119.166,263.503,113.646,201.828,114.257,136.334,111.492,216.99,107.193,233.52599999999998,128.784,113.979,126.851,86.21700000000001,128.217,124.939,126.777,91.26100000000001,123.914,220.321,124.706,99.53299999999999,120.071,184.83,137.498,99.60799999999999,138.209,126.749,133.811,115.95200000000001,133.088,214.125,131.06799999999998,263.188,144.194,229.342,144.506,121.87100000000001,142.787,199.718,139.805,107.781,148.537,87.241,144.805,189.90099999999998,160.507,209.625,160.113,124.03299999999999,157.785,84.67399999999999,156.218,200.95,156.609,221.299,168.69099999999997,204.916,167.963,103.618,170.74900000000002,244.613,169.048,84.274,168.25599999999997,54.288999999999994,167.02599999999998,122.736,166.43099999999998,64.737,165.78400000000002,112.161,175.50400000000002,69.311,173.062,188.82299999999998,170.201,203.981,179.493,101.272,182.976,73.085,180.24200000000002,109.641,181.707,195.458,180.829,213.10299999999998,177.1,121.084,177.71400000000003,230.679,189.34,87.602,187.104,214.326,184.269,207.99,194.36700000000002,214.452,191.808,2.0,216.0,112.669,36.046,236.34400000000002,35.391999999999996,122.147,37.338,92.97,58.56,204.338,57.446999999999996,92.236,49.964,201.264,66.915,92.62,67.248,107.35,79.258,120.65700000000001,75.954,91.515,78.96,217.956,77.24600000000001,106.575,70.202,80.293,69.965,125.62299999999999,151.156,113.04,106.18799999999999,,,,,,
8.5,34.0,,202.947,89.869,189.949,86.505,233.93099999999998,86.648,249.977,83.738,89.574,87.139,137.382,82.634,129.344,98.277,223.002,95.411,79.781,95.848,186.054,95.098,100.568,94.23100000000001,207.14700000000002,106.95200000000001,121.06,103.93700000000001,248.167,106.42,194.765,105.971,196.658,97.906,118.469,116.78200000000001,192.49900000000002,118.333,106.874,119.14,263.508,113.525,201.822,114.26899999999999,136.376,111.491,216.986,107.21799999999999,233.495,128.703,114.006,126.868,86.18,128.238,124.917,126.76,91.262,123.9,220.325,124.77799999999999,99.355,119.98100000000001,184.78799999999998,137.515,99.62200000000001,138.237,126.774,133.852,115.965,133.093,214.10299999999998,131.066,263.244,144.267,229.338,144.47,121.882,142.763,199.696,139.83,107.796,148.518,87.265,144.763,189.91400000000002,160.465,209.533,160.092,123.84700000000001,157.751,84.695,156.217,200.96,156.649,221.267,168.68900000000002,204.94400000000002,167.947,103.595,170.80599999999998,244.58,169.037,84.3,168.173,54.285,167.02,122.741,166.387,64.723,165.752,112.176,175.46,69.336,173.05,188.77900000000002,170.157,204.063,179.36900000000003,101.271,183.00799999999998,73.023,180.081,109.625,181.717,195.445,180.796,213.06400000000002,177.071,121.08,177.679,230.641,189.354,87.62,187.058,214.296,184.19799999999998,208.019,194.34,214.451,191.808,2.0,216.0,112.663,36.052,236.293,35.326,122.08,37.431,92.906,58.571999999999996,204.343,57.457,92.234,49.923,201.253,66.893,92.65899999999999,67.225,107.376,79.226,120.679,75.956,91.509,78.942,217.97299999999998,77.249,106.585,70.107,80.227,70.013,125.648,151.078,113.131,106.115,,,,,,
8.75,35.0,,202.856,89.73899999999999,190.17700000000002,86.465,233.965,86.633,249.96900000000002,83.73200000000001,89.6,87.152,137.4,82.65299999999999,129.332,98.26,223.025,95.40700000000001,79.743,95.865,186.06400000000002,95.094,100.565,94.215,207.145,106.956,121.075,103.93700000000001,248.171,106.369,194.731,105.961,196.65400000000002,97.78200000000001,118.42399999999999,116.789,192.47,118.306,106.855,119.12700000000001,263.392,113.47200000000001,201.794,114.281,136.371,111.53200000000001,216.98,107.23200000000001,233.46900000000002,128.717,113.995,126.836,86.20700000000001,128.20600000000002,124.92299999999999,126.816,91.27600000000001,123.88600000000001,220.19099999999997,124.73899999999999,99.33,120.045,184.745,137.56,99.601,138.19299999999998,126.81,133.80100000000002,115.978,133.094,214.1,131.06799999999998,263.343,144.414,229.321,144.485,121.947,142.765,199.645,139.91899999999998,107.75399999999999,148.491,87.37700000000001,144.746,189.91400000000002,160.41899999999998,209.53900000000002,160.061,123.78200000000001,157.726,84.69200000000001,156.291,200.959,156.612,221.267,168.666,204.959,167.896,103.574,170.797,244.546,169.03900000000002,84.288,168.192,54.278999999999996,167.049,122.757,166.38099999999997,64.67699999999999,165.68099999999998,112.19200000000001,175.40099999999998,69.329,172.988,188.764,170.176,204.09799999999998,179.382,101.196,182.965,73.036,179.988,109.613,181.695,195.46099999999998,180.78099999999998,213.03099999999998,177.048,121.12100000000001,177.637,230.65400000000002,189.363,87.619,187.03900000000002,214.26,184.239,208.058,194.294,214.449,191.785,2.0,216.0,112.65799999999999,36.016999999999996,236.283,35.288000000000004,122.15100000000001,37.344,92.928,58.50899999999999,204.27599999999998,57.407,92.204,49.927,201.262,66.887,92.665,67.247,107.406,79.235,120.67399999999999,75.959,91.53399999999999,78.92,217.97099999999998,77.292,106.541,70.12100000000001,80.221,69.995,125.59299999999999,151.125,113.337,106.016,,,,,,
9.0,36.0,,202.878,89.809,190.074,86.538,233.929,86.617,249.93900000000002,83.61399999999999,89.63600000000001,87.141,137.445,82.59100000000001,129.351,98.274,223.017,95.37899999999999,79.786,95.85,186.023,95.064,100.57700000000001,94.15299999999999,207.12900000000002,106.926,121.072,103.971,248.122,106.34200000000001,194.717,105.98299999999999,196.61700000000002,97.631,118.507,116.736,192.459,118.302,106.865,119.10700000000001,263.502,113.51,201.767,114.274,136.412,111.537,216.975,107.23100000000001,233.46900000000002,128.687,113.999,126.87899999999999,86.244,128.18200000000002,124.973,126.86,91.27,123.865,220.239,124.82,99.43799999999999,120.21700000000001,184.763,137.32399999999998,99.67399999999999,138.213,126.844,133.785,115.975,133.095,214.097,131.06,263.431,144.209,229.317,144.475,121.93700000000001,142.754,199.639,139.83100000000002,107.76700000000001,148.499,87.325,144.715,189.912,160.439,209.519,160.063,123.771,157.763,84.68799999999999,156.241,200.963,156.64,221.25900000000001,168.666,204.93200000000002,167.804,103.55,170.80599999999998,244.53400000000002,169.028,84.24799999999999,168.187,54.266000000000005,167.00799999999998,122.72399999999999,166.368,64.642,165.735,112.167,175.44400000000002,69.27199999999999,172.982,188.78900000000002,170.187,204.08700000000002,179.283,101.24700000000001,183.012,73.03399999999999,179.878,109.602,181.692,195.489,180.83700000000002,213.02,177.046,121.131,177.597,230.649,189.382,87.601,186.972,214.292,184.208,208.084,194.27900000000002,214.46,191.764,2.0,216.0,112.652,36.04,236.264,35.239000000000004,122.083,37.648,92.962,58.521,204.299,57.44,92.199,49.95399999999999,201.334,66.943,92.646,67.238,107.43,79.266,120.67,75.957,91.486,78.836,217.99400000000003,77.251,106.60799999999999,70.112,80.197,69.965,125.61200000000001,151.04,113.28200000000001,106.01100000000001,,,,,,
9.25,37.0,,202.792,89.698,190.268,86.696,233.86900000000003,86.59700000000001,249.924,83.736,89.637,87.13799999999999,137.386,82.616,129.362,98.292,223.014,95.40299999999999,79.695,95.853,186.007,95.072,100.596,94.01299999999999,207.14,106.98899999999999,121.056,103.963,248.174,106.34700000000001,194.69799999999998,106.031,196.53900000000002,97.598,118.51700000000001,116.785,192.43900000000002,118.31,106.87899999999999,119.094,263.545,113.59899999999999,201.726,114.271,136.466,111.527,216.956,107.265,233.5,128.67700000000002,113.99700000000001,126.854,86.227,128.191,125.06200000000001,126.941,91.281,123.839,220.12,124.77,99.50200000000001,120.09200000000001,184.72400000000002,137.326,99.51899999999999,138.243,126.956,133.781,116.00299999999999,133.08100000000002,214.08900000000003,131.037,263.393,144.156,229.327,144.497,121.91799999999999,142.72899999999998,199.669,139.826,107.76700000000001,148.477,87.333,144.69799999999998,189.925,160.45,209.513,160.065,123.652,157.727,84.66,156.191,200.99400000000003,156.719,221.28400000000002,168.653,204.894,167.77200000000002,103.542,170.91299999999998,244.523,169.043,84.27600000000001,168.146,54.217,166.998,122.675,166.32299999999998,64.7,165.792,112.145,175.46099999999998,69.28699999999999,172.96900000000002,188.78,170.17,204.09799999999998,179.269,101.23100000000001,182.995,73.007,179.93599999999998,109.586,181.675,195.495,180.804,213.033,177.046,121.161,177.52599999999998,230.65200000000002,189.378,87.57700000000001,186.981,214.417,184.266,208.1,194.231,214.449,191.762,2.0,216.0,112.681,36.056999999999995,236.34599999999998,35.314,121.995,37.798,92.956,58.526,204.315,57.478,92.212,49.974,201.31,66.913,92.624,67.211,107.41799999999999,79.374,120.678,75.946,91.476,78.805,217.94400000000002,77.322,106.589,70.045,80.17699999999999,69.971,125.74,150.938,113.346,105.98100000000001,,,,,,
9.5,38.0,,202.739,89.61,190.06900000000002,86.59700000000001,233.843,86.641,249.92700000000002,83.67399999999999,89.631,87.109,137.364,82.588,129.381,98.29899999999999,223.042,95.36399999999999,79.699,95.865,185.93900000000002,95.089,100.604,94.007,207.06799999999998,106.94200000000001,121.11,103.95700000000001,248.141,106.311,194.668,105.96,196.576,97.57799999999999,118.49700000000001,116.758,192.41299999999998,118.329,106.85,119.009,263.51599999999996,113.527,201.753,114.23700000000001,136.506,111.544,216.94299999999998,107.291,233.44299999999998,128.668,114.01100000000001,126.855,86.211,128.194,125.07799999999999,126.95100000000001,91.26700000000001,123.792,220.247,124.90100000000001,99.381,119.98899999999999,184.668,137.546,99.554,138.158,126.897,133.78799999999998,115.99600000000001,133.04399999999998,214.111,131.062,263.173,144.097,229.303,144.49,121.87700000000001,142.738,199.635,139.791,107.795,148.497,87.311,144.638,189.94299999999998,160.44,209.51,160.063,123.603,157.73,84.663,156.204,200.976,156.696,221.30700000000002,168.61900000000003,204.87900000000002,167.812,103.531,170.919,244.50599999999997,169.02900000000002,84.265,168.11900000000003,54.218,166.99200000000002,122.73299999999999,166.292,64.65,165.804,112.175,175.357,69.265,172.972,188.873,170.28599999999997,204.093,179.21900000000002,101.279,182.952,72.984,179.878,109.564,181.653,195.503,180.791,213.016,177.00400000000002,121.22200000000001,177.50400000000002,230.609,189.41400000000002,87.63799999999999,186.924,214.342,184.195,208.101,194.21599999999998,214.455,191.75,2.0,216.0,112.68299999999999,36.046,236.365,35.398,122.01299999999999,38.066,92.95700000000001,58.475,204.328,57.461999999999996,92.211,49.964,201.263,66.836,92.671,67.21600000000001,107.514,79.383,120.65700000000001,75.932,91.464,78.78,217.88,77.279,106.552,70.028,80.097,69.893,125.645,150.97,113.45700000000001,105.941,,,,,,
9.75,39.0,,202.764,89.646,190.173,86.745,233.838,86.656,249.923,83.587,89.56,87.124,137.297,82.56299999999999,129.407,98.28399999999999,222.96099999999998,95.361,79.686,95.869,185.96599999999998,95.10799999999999,100.617,93.969,207.077,107.035,121.11,103.994,248.171,106.36399999999999,194.68099999999998,105.914,196.53,97.611,118.51799999999999,116.74799999999999,192.389,118.319,106.81,118.97399999999999,263.5,113.58200000000001,201.73,114.234,136.507,111.553,216.942,107.316,233.408,128.665,114.024,126.845,86.165,128.183,125.09700000000001,126.99799999999999,91.258,123.76899999999999,220.063,124.853,99.469,119.963,184.61700000000002,137.842,99.45299999999999,138.185,126.939,133.803,116.01700000000001,133.026,214.08700000000002,131.082,263.267,144.155,229.299,144.511,121.88,142.697,199.59,139.804,107.811,148.5,87.31700000000001,144.629,189.94799999999998,160.381,209.524,160.042,123.541,157.71,84.694,156.201,201.003,156.70600000000002,221.27900000000002,168.636,204.873,167.743,103.50200000000001,170.981,244.525,169.023,84.281,168.142,54.248000000000005,166.967,122.76,166.31,64.687,165.815,112.16,175.36900000000003,69.27,172.937,188.887,170.245,204.1,179.19799999999998,101.243,182.933,72.991,179.815,109.56200000000001,181.639,195.513,180.803,213.013,176.99099999999999,121.27,177.485,230.63099999999997,189.378,87.649,186.925,214.322,184.19099999999997,208.107,194.185,214.43900000000002,191.737,2.0,216.0,112.697,36.028,236.37400000000002,35.435,121.833,38.198,92.97399999999999,58.513999999999996,204.293,57.443999999999996,92.226,49.956,201.22099999999998,66.834,92.67399999999999,67.205,107.51799999999999,79.248,120.649,75.916,91.45700000000001,78.757,217.857,77.291,106.509,70.018,80.064,69.875,125.73200000000001,150.894,113.336,106.057,,,,,,
10.0,40.0,,202.736,89.62700000000001,190.019,86.9,233.832,86.559,249.93099999999998,83.648,89.546,87.13600000000001,137.22299999999998,82.566,129.425,98.279,222.96400000000003,95.39299999999999,79.751,95.85700000000001,185.93400000000003,95.116,100.62799999999999,94.025,207.085,107.02799999999999,121.14399999999999,104.04299999999999,248.15,106.34200000000001,194.625,106.01299999999999,196.472,97.639,118.45100000000001,116.792,192.375,118.28,106.816,118.97200000000001,263.474,113.539,201.735,114.241,136.542,111.572,216.94099999999997,107.32,233.391,128.687,114.038,126.824,86.181,128.156,125.10700000000001,126.961,91.28299999999999,123.72200000000001,219.981,124.823,99.43700000000001,119.98200000000001,184.585,137.865,99.435,138.224,126.93799999999999,133.779,116.035,133.00799999999998,214.138,131.093,263.339,144.005,229.308,144.439,121.90899999999999,142.69799999999998,199.565,139.75799999999998,107.79,148.503,87.279,144.556,189.925,160.33700000000002,209.518,160.024,123.446,157.704,84.704,156.215,201.071,156.811,221.263,168.646,204.856,167.74099999999999,103.46,170.965,244.537,169.0,84.271,168.12,54.232,166.953,122.743,166.27700000000002,64.718,165.826,112.149,175.33,69.27600000000001,172.949,188.863,170.232,204.105,179.19,101.29,182.90400000000002,72.959,179.72299999999998,109.537,181.62900000000002,195.544,180.829,212.984,176.956,121.273,177.46900000000002,230.614,189.399,87.584,186.87400000000002,214.248,184.174,208.09,194.149,214.41400000000002,191.75,2.0,216.0,112.704,36.005,236.31799999999998,35.476,122.374,37.507,92.943,58.527,204.313,57.426,92.23200000000001,49.941,201.113,66.797,92.664,67.211,107.536,79.165,120.635,75.898,91.417,78.795,217.855,77.26899999999999,106.515,70.018,79.995,69.867,125.912,150.753,113.32600000000001,106.04899999999999,,,,,,
10.25,41.0,,202.708,89.568,190.174,86.744,233.80599999999998,86.544,249.907,83.52,89.62200000000001,87.14399999999999,137.30100000000002,82.677,129.483,98.29799999999999,222.951,95.428,79.65,95.867,185.917,95.126,100.618,93.905,207.081,106.97200000000001,121.14399999999999,104.07,248.169,106.353,194.66400000000002,105.959,196.425,97.47399999999999,118.493,116.788,192.31900000000002,118.226,106.819,118.932,263.35900000000004,113.529,201.75,114.24700000000001,136.57,111.571,216.946,107.29899999999999,233.399,128.694,114.053,126.818,86.19200000000001,128.164,125.113,126.89,91.28200000000001,123.745,219.942,124.555,99.538,120.126,184.61900000000003,137.843,99.50200000000001,138.16,127.01,133.69899999999998,116.055,133.006,214.166,131.041,263.392,143.92700000000002,229.173,144.547,121.916,142.694,199.495,139.72299999999998,107.79799999999999,148.495,87.22200000000001,144.532,189.925,160.336,209.517,160.031,123.396,157.69,84.713,156.165,201.07299999999998,156.795,221.248,168.65099999999998,204.854,167.705,103.46,170.97799999999998,244.584,168.968,84.307,168.035,54.196999999999996,166.945,122.73700000000001,166.27,64.791,165.739,112.154,175.27900000000002,69.25399999999999,172.91099999999997,188.815,170.24599999999998,204.075,179.28,101.26,182.923,72.92699999999999,179.638,109.51799999999999,181.62400000000002,195.517,180.782,212.96900000000002,176.965,121.315,177.459,230.66400000000002,189.312,87.542,186.84900000000002,214.217,184.16099999999997,208.08599999999998,194.13400000000001,214.386,191.747,2.0,216.0,112.73100000000001,36.052,236.33599999999998,35.441,122.251,37.444,92.931,58.49100000000001,204.31599999999997,57.428000000000004,92.22399999999999,49.96,201.09599999999998,66.753,92.709,67.229,107.537,79.205,120.63799999999999,75.90899999999999,91.436,78.751,217.895,77.27199999999999,106.51799999999999,70.02600000000001,79.992,69.801,125.96700000000001,150.82,113.29700000000001,106.094,,,,,,
10.5,42.0,,202.655,89.52799999999999,190.118,86.64399999999999,233.805,86.53,249.81400000000002,83.51799999999999,89.601,87.182,137.29399999999998,82.62700000000001,129.502,98.303,222.93599999999998,95.413,79.628,95.861,185.88099999999997,95.09899999999999,100.64,93.81200000000001,207.06799999999998,107.051,121.131,104.10700000000001,248.15099999999998,106.32,194.648,105.991,197.0,98.0,118.383,116.76799999999999,192.28099999999998,118.227,106.87100000000001,118.96799999999999,263.303,113.447,201.74599999999998,114.243,136.583,111.57,216.959,107.23899999999999,233.41,128.70600000000002,114.064,126.77,86.15700000000001,128.17600000000002,125.09200000000001,126.885,91.307,123.78200000000001,220.084,124.772,99.573,120.23100000000001,184.60299999999998,137.874,99.514,138.10399999999998,127.045,133.691,116.06700000000001,133.03,214.17700000000002,131.035,263.444,144.049,229.13299999999998,144.553,121.90299999999999,142.651,199.484,139.711,107.81200000000001,148.485,87.26799999999999,144.52100000000002,189.90400000000002,160.30700000000002,209.519,160.01,123.34,157.7,84.709,156.142,201.042,156.79,221.245,168.646,204.85299999999998,167.637,103.45299999999999,170.94400000000002,244.56400000000002,168.937,84.28,168.017,54.247,166.96400000000003,122.73200000000001,166.21400000000003,64.788,165.65099999999998,112.126,175.30900000000003,69.225,172.935,188.773,170.196,204.10299999999998,179.33700000000002,101.175,182.89700000000002,72.943,179.58599999999998,109.51100000000001,181.583,195.52700000000002,180.65200000000002,212.96400000000003,176.97799999999998,121.39,177.412,230.638,189.327,87.55,186.794,214.245,184.153,208.1,194.112,214.37099999999998,191.743,2.0,216.0,112.727,36.028,236.322,35.426,122.175,37.553000000000004,92.93,58.474,204.327,57.365,92.236,49.968999999999994,201.11700000000002,66.78699999999999,92.68299999999999,67.237,107.49600000000001,79.09899999999999,120.62799999999999,75.903,91.415,78.779,217.898,77.291,106.51299999999999,70.03699999999999,80.01,69.733,125.92299999999999,150.968,113.23200000000001,106.09100000000001,,,,,,
10.75,43.0,,202.64700000000002,89.559,190.37900000000002,86.595,233.817,86.499,249.812,83.542,89.62,87.149,137.248,82.705,129.505,98.295,222.93400000000003,95.376,79.726,95.87899999999999,185.868,95.06700000000001,100.635,93.807,207.081,107.042,121.15299999999999,104.13,248.108,106.31700000000001,194.655,105.92299999999999,196.438,97.542,118.40899999999999,116.70100000000001,192.293,118.219,106.834,118.949,263.282,113.49,201.753,114.219,136.592,111.61399999999999,216.94299999999998,107.27,233.34799999999998,128.657,114.1,126.80799999999999,86.14200000000001,128.181,125.13,126.927,91.285,123.75399999999999,220.326,124.875,99.65299999999999,120.287,184.582,137.878,99.413,138.131,127.03299999999999,133.711,116.054,133.016,214.188,131.07399999999998,263.285,144.01,229.175,144.436,121.929,142.628,199.47099999999998,139.753,107.795,148.47299999999998,87.176,144.499,189.93099999999998,160.256,209.52599999999998,160.012,123.257,157.69,84.68,156.085,201.019,156.767,221.243,168.618,204.85,167.63,103.464,170.982,244.593,168.947,84.289,168.035,54.22,166.981,122.72399999999999,166.22400000000002,64.813,165.601,112.117,175.36700000000002,69.244,172.94099999999997,188.739,170.108,204.203,179.368,101.154,182.889,72.907,179.558,109.50399999999999,181.571,195.543,180.588,212.95,176.959,121.385,177.36700000000002,230.61,189.37900000000002,87.529,186.77900000000002,214.22,184.187,208.109,194.107,214.396,191.732,2.0,216.0,112.706,36.043,236.285,35.42,122.051,37.817,92.941,58.43600000000001,204.31099999999998,57.47,92.221,49.976000000000006,201.136,66.793,92.69,67.208,107.51100000000001,79.206,120.63799999999999,75.906,91.382,78.786,217.877,77.29899999999999,106.494,70.041,80.092,69.762,125.954,150.83100000000002,113.274,106.125,,,,,,
11.0,44.0,,202.612,89.514,190.335,86.647,233.821,86.529,249.78,83.538,89.60600000000001,87.17399999999999,137.246,82.662,129.553,98.27,222.955,95.36399999999999,79.783,95.852,185.88099999999997,95.096,100.618,93.791,207.09099999999998,106.98200000000001,121.18,104.12100000000001,248.105,106.32600000000001,194.655,105.898,196.386,97.514,118.565,116.67399999999999,192.285,118.234,106.779,118.943,263.298,113.53200000000001,201.73,114.212,136.599,111.646,216.93900000000002,107.25200000000001,233.352,128.68,114.11,126.82600000000001,86.15299999999999,128.205,125.104,126.837,91.257,123.727,220.646,125.08200000000001,99.536,120.27,184.562,137.861,99.46600000000001,138.19299999999998,127.11200000000001,133.662,116.061,133.00799999999998,214.16099999999997,131.135,263.061,143.991,229.174,144.393,121.887,142.639,199.484,139.783,107.77799999999999,148.47299999999998,87.149,144.442,189.868,160.309,209.50799999999998,160.024,123.211,157.695,84.682,156.076,201.055,156.827,221.218,168.612,204.843,167.555,103.447,171.00900000000001,244.6,168.965,84.27799999999999,168.03799999999998,54.196000000000005,166.97799999999998,122.751,166.27200000000002,64.774,165.655,112.131,175.368,69.234,172.951,188.71099999999998,170.01,204.18599999999998,179.31400000000002,101.12899999999999,182.90099999999998,72.874,179.56599999999997,109.5,181.55700000000002,195.535,180.59,212.93599999999998,176.96400000000003,121.419,177.321,230.613,189.364,87.491,186.80200000000002,214.232,184.149,208.06900000000002,194.105,214.399,191.69400000000002,2.0,216.0,112.675,36.071999999999996,236.27900000000002,35.321999999999996,122.01799999999999,37.821,92.91,58.417,204.282,57.378,92.225,49.95399999999999,201.07299999999998,66.83,92.66,67.214,107.417,79.218,120.64299999999999,75.92399999999999,91.355,78.78,217.86700000000002,77.281,106.49,70.021,80.03,69.699,125.931,150.696,113.277,106.12700000000001,,,,,,
11.25,45.0,,202.56400000000002,89.476,190.52,86.81700000000001,233.787,86.536,249.78799999999998,83.666,89.564,87.162,137.20600000000002,82.70299999999999,129.549,98.30799999999999,222.928,95.411,79.753,95.829,185.865,95.07700000000001,100.626,93.809,207.08700000000002,106.926,121.169,104.14399999999999,248.09,106.34200000000001,194.56,105.927,196.453,97.564,118.51,116.736,192.278,118.241,106.75299999999999,118.934,263.28,113.57,201.726,114.20200000000001,136.591,111.639,216.947,107.31200000000001,233.312,128.688,114.10600000000001,126.756,86.11200000000001,128.234,125.21600000000001,126.90100000000001,91.26299999999999,123.714,220.467,124.88799999999999,99.609,120.215,184.55900000000003,138.03,99.488,138.20600000000002,127.165,133.675,116.072,133.016,214.107,131.097,263.07599999999996,144.19899999999998,229.136,144.36,121.90100000000001,142.656,199.458,139.78,107.791,148.441,87.182,144.416,189.877,160.287,209.49400000000003,160.005,123.23700000000001,157.689,84.67399999999999,156.099,201.067,156.857,221.172,168.63,204.84599999999998,167.571,103.40299999999999,171.00799999999998,244.607,168.959,84.272,168.024,54.16,166.979,122.723,166.227,64.792,165.707,112.11399999999999,175.395,69.245,172.94400000000002,188.71900000000002,170.04,204.21099999999998,179.292,101.146,182.89,72.926,179.565,109.494,181.548,195.53599999999997,180.59799999999998,212.923,176.96200000000002,121.402,177.294,230.59900000000002,189.36900000000003,87.57,186.815,214.19099999999997,184.138,208.06900000000002,194.085,214.38400000000001,191.68599999999998,2.0,216.0,112.699,36.099000000000004,236.33599999999998,35.327,121.84899999999999,38.041,92.904,58.387,204.24900000000002,57.43600000000001,92.211,49.961999999999996,200.998,66.845,92.69200000000001,67.186,107.38,79.165,120.65,75.914,91.355,78.843,217.891,77.248,106.521,70.05199999999999,79.99,69.707,125.92399999999999,150.697,113.363,106.089,,,,,,
11.5,46.0,,202.50799999999998,89.5,190.662,87.473,233.78799999999998,86.57700000000001,249.84099999999998,83.536,89.48299999999999,87.17299999999999,137.259,82.76799999999999,129.526,98.29,222.925,95.39,79.813,95.82600000000001,185.81099999999998,95.12700000000001,100.601,93.816,207.072,106.912,121.19200000000001,104.125,248.03799999999998,106.415,194.657,105.831,196.67700000000002,97.414,118.56,116.729,192.18400000000003,118.162,106.74799999999999,118.949,263.212,113.616,201.727,114.18299999999999,136.577,111.67200000000001,216.958,107.241,233.331,128.64600000000002,114.118,126.742,86.098,128.235,125.195,126.913,91.264,123.714,220.342,124.76700000000001,99.613,120.258,184.553,137.976,99.587,138.173,127.14,133.681,116.044,133.014,214.107,131.063,262.909,143.882,229.173,144.319,121.914,142.619,199.44799999999998,139.833,107.804,148.44299999999998,87.18700000000001,144.414,189.878,160.276,209.458,159.988,123.23700000000001,157.692,84.639,156.032,201.037,156.82299999999998,221.148,168.62099999999998,204.80700000000002,167.581,103.37899999999999,171.019,244.583,168.946,84.28200000000001,168.03900000000002,54.158,166.93400000000003,122.705,166.22,64.679,165.612,112.105,175.37,69.23899999999999,172.929,188.69400000000002,169.987,204.12599999999998,179.218,101.221,182.896,72.91199999999999,179.66299999999998,109.493,181.56400000000002,195.53,180.597,212.91099999999997,176.953,121.37200000000001,177.315,230.628,189.31400000000002,87.57799999999999,186.743,214.14700000000002,184.16400000000002,208.06400000000002,194.055,214.358,191.675,2.0,216.0,112.66799999999999,36.09,236.30700000000002,35.346,121.89299999999999,38.111999999999995,92.93299999999999,58.388999999999996,204.234,57.44,92.195,49.949,201.042,66.888,92.691,67.163,107.48700000000001,79.12899999999999,120.667,75.906,91.354,78.834,217.89700000000002,77.232,106.55,70.10300000000001,80.02,69.699,125.869,150.709,113.31299999999999,106.113,,,,,,
