TimesH,Frame,14,18,26,82,85,92,116,117,118,128,142,144,148,156,164,167,172,174,175,178,179,183,184,187,191,206,207,208,222,226,227,230,235,241,243,245,247,256,259,261,265,275,278,281,289,295,303,310,311,312,315,317,318,321,328,333,336,338,339,340,345,347,351,362,372,373,375,380,384,514,569,625,636,702,729,1225,1270
310.5,1242.0,603.378,605.2080000000001,604.344,604.846,607.32,603.485,607.452,604.5,606.143,607.112,612.7919999999999,613.548,610.238,611.265,603.879,608.35,605.311,606.299,613.436,609.005,604.99,604.202,604.992,610.247,603.1030000000001,611.087,609.636,609.861,605.03,607.404,609.364,610.35,605.347,605.6419999999999,614.648,607.6519999999999,611.327,607.73,608.97,603.768,607.32,604.961,603.846,608.372,611.342,607.146,609.995,610.366,606.4680000000001,605.295,607.869,610.57,604.418,609.227,604.545,604.753,604.69,603.526,606.556,606.215,603.739,606.7,604.836,606.065,607.988,609.79,604.94,604.005,603.6659999999999,,,,,,,,
310.75,1243.0,602.443,606.047,604.2769999999999,605.205,608.095,603.758,607.061,604.701,606.742,606.6669999999999,612.911,614.7,611.783,612.933,603.492,607.433,606.825,606.762,614.094,609.23,604.321,604.633,605.215,611.183,603.677,611.405,609.451,611.504,604.95,608.3240000000001,610.374,609.96,605.645,606.245,616.339,609.377,613.585,608.599,609.665,604.4780000000001,607.689,604.9069999999999,603.841,609.6,612.137,607.818,611.827,610.594,607.236,605.17,607.4169999999999,611.5269999999999,605.078,609.8,604.096,606.165,605.054,604.1,606.738,606.477,604.111,607.1519999999999,604.931,606.251,607.864,611.024,604.607,604.585,604.0409999999999,,,,,,,,
311.0,1244.0,602.011,605.198,604.201,605.073,608.1669999999999,603.703,607.764,604.774,607.7080000000001,606.694,614.159,614.779,612.205,613.278,603.599,607.868,606.61,607.3,615.641,609.615,604.159,604.8430000000001,605.62,612.236,603.5980000000001,611.923,610.393,611.455,605.3240000000001,608.253,610.38,610.815,605.764,606.5790000000001,615.555,608.283,613.474,609.605,610.425,604.794,608.627,605.28,604.012,609.757,611.872,608.076,610.794,611.336,606.109,604.332,609.211,611.364,605.289,610.297,605.206,606.295,606.02,604.222,605.669,607.65,604.253,606.927,605.977,606.257,608.182,610.748,605.504,604.7090000000001,604.409,,,,,,,,
311.25,1245.0,602.908,606.9259999999999,604.653,605.362,608.5,604.043,607.9159999999999,605.0219999999999,606.862,607.533,614.198,615.169,612.855,613.243,603.717,608.259,606.914,606.587,615.0980000000001,609.365,604.911,603.95,605.814,610.951,603.8480000000001,612.5740000000001,609.6669999999999,611.729,604.456,609.109,610.1030000000001,610.268,607.089,606.275,615.8430000000001,609.519,612.684,609.7,611.102,603.354,608.4780000000001,605.373,603.58,609.674,612.867,608.586,611.102,611.456,606.991,605.0930000000001,608.151,612.494,605.014,610.679,604.753,606.518,605.63,603.726,606.033,606.323,603.754,606.88,606.036,606.188,607.614,611.4580000000001,605.043,604.3530000000001,603.5509999999999,,,,,,,,
311.5,1246.0,602.661,606.68,604.297,605.2280000000001,608.6990000000001,603.966,607.984,604.5930000000001,607.3330000000001,606.98,614.91,615.466,612.043,613.44,604.571,607.636,607.592,606.716,615.175,610.302,604.0219999999999,605.174,605.235,610.747,602.942,612.955,609.252,611.431,605.899,608.409,610.0419999999999,610.567,607.029,606.0840000000001,615.655,608.2719999999999,614.6080000000001,610.1469999999999,610.663,604.321,608.913,604.685,603.851,609.5930000000001,612.789,608.8340000000001,612.35,611.618,607.224,605.394,608.943,611.5740000000001,604.604,610.9630000000001,605.2280000000001,605.685,605.947,604.018,605.727,605.981,604.077,606.5790000000001,606.479,606.376,608.514,610.655,606.1080000000001,604.066,604.346,,,,,,,,
311.75,1247.0,602.865,606.389,604.35,605.365,609.135,602.952,608.26,604.386,606.746,606.332,614.14,616.047,613.0169999999999,613.712,604.255,608.251,607.24,607.151,614.811,610.635,604.927,604.878,606.1469999999999,610.2909999999999,603.684,612.575,610.331,611.0419999999999,605.349,608.7,610.432,610.75,606.38,606.466,615.275,609.538,613.985,609.752,611.851,603.668,608.842,605.9580000000001,604.883,610.294,613.052,608.685,612.1519999999999,611.984,606.3240000000001,605.227,608.747,611.739,604.2080000000001,611.247,605.321,606.061,606.012,603.922,606.365,607.247,603.688,606.8380000000001,607.031,606.284,608.925,610.549,605.999,604.0840000000001,603.279,,,,,,,,
312.0,1248.0,602.206,607.1080000000001,605.219,605.775,609.195,603.003,607.927,605.009,607.587,607.252,614.067,614.742,612.739,613.484,603.367,608.44,608.023,607.151,614.8969999999999,610.3380000000001,605.072,604.5509999999999,605.806,611.0509999999999,604.13,613.2769999999999,611.222,611.566,605.1759999999999,609.495,609.46,610.809,606.295,606.316,616.283,608.689,614.997,610.749,612.132,604.467,608.5269999999999,605.429,603.889,609.526,613.462,607.81,611.946,612.9590000000001,606.485,605.942,608.923,611.226,604.863,610.7959999999999,605.191,606.491,606.573,604.124,606.19,607.571,604.19,605.869,606.44,606.982,608.695,611.195,606.56,605.092,604.538,,,,,,,,
312.25,1249.0,602.94,606.0830000000001,604.945,606.126,609.471,603.087,608.3530000000001,604.418,607.1419999999999,606.669,614.0840000000001,615.544,612.442,614.44,604.396,608.629,607.644,607.692,615.352,610.7669999999999,605.404,604.4730000000001,605.581,611.28,603.995,612.2819999999999,612.048,612.2090000000001,605.107,608.979,609.423,610.822,606.615,606.788,615.913,608.877,614.965,610.424,611.679,604.145,609.962,605.1469999999999,604.7330000000001,610.341,613.507,608.423,612.374,612.0930000000001,606.06,605.876,609.133,612.091,605.987,611.081,604.74,606.845,606.737,604.2719999999999,605.753,608.115,604.3290000000001,606.275,606.732,606.795,608.633,610.49,606.633,604.202,604.422,,,,,,,,
312.5,1250.0,602.444,605.969,604.6659999999999,606.359,609.033,603.5840000000001,608.477,605.059,607.854,606.293,615.531,616.2909999999999,612.621,614.617,603.499,608.6669999999999,607.868,607.086,615.057,610.99,605.4169999999999,604.943,606.22,610.765,604.087,613.347,611.194,611.4780000000001,605.238,609.835,611.536,611.4680000000001,606.3430000000001,607.005,615.788,609.01,614.408,611.189,612.283,604.283,610.438,605.76,603.797,611.11,614.3009999999999,608.436,612.995,613.4259999999999,605.925,605.948,607.918,611.2909999999999,605.151,611.773,605.211,607.085,606.664,603.9019999999999,605.7959999999999,607.34,604.7040000000001,606.545,607.55,607.317,608.6669999999999,610.255,607.271,605.219,604.616,,,,,,,,
