TimesH,Frame,NoMissing,11,11,45,45,52,52,54,54,55,55,57,57,66,66,81,81,82,82,83,83,94,94,98,98,103,103,104,104,105,105,106,106,107,107,116,116,126,126,130,130,140,140,148,148,149,149,152,152,154,154,157,157,158,158,159,159,166,166,171,171,173,173,188,188,194,194,195,195,198,198,209,209,210,210,212,212,219,219,222,222,224,224,227,227,228,228,230,230,238,238,241,241,245,245,246,246,251,251,257,257,258,258,261,261,263,263,266,266,267,267,269,269,286,286,288,288,291,291,292,292,297,297,298,298,304,304,306,306,318,318,321,321,322,322,324,324,326,326,329,329,333,333,336,336,341,341,347,347,350,350,356,356,361,361,362,362,368,368,373,373,376,376,400,400,416,416,444,444,449,449,451,451,453,453,457,457,537,537,538,538,611,611,682,682,800,800,888,888,896,896,974,974
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
114.25,457.0,,92.88799999999999,46.906000000000006,216.46200000000002,68.281,117.052,67.29899999999999,59.158,71.314,104.82,74.563,83.235,70.085,72.419,70.994,77.104,78.572,106.109,79.705,111.944,81.008,236.41099999999997,84.417,100.90799999999999,83.56,116.514,89.04,57.863,88.139,87.88799999999999,84.93,202.174,88.47,128.472,88.43299999999999,79.816,93.383,229.61,95.43700000000001,129.213,97.899,210.408,102.318,81.39399999999999,103.685,197.40099999999998,104.895,248.00799999999998,105.266,86.868,105.544,94.508,106.779,112.49700000000001,107.62799999999999,126.82799999999999,106.147,132.041,109.87299999999999,190.19299999999998,113.587,242.778,112.427,188.324,119.478,100.89299999999999,120.902,205.359,122.39200000000001,118.824,120.95700000000001,236.938,126.555,245.82,124.745,194.77200000000002,125.36399999999999,136.392,130.484,208.003,131.377,86.0,133.0,178.468,129.673,222.516,134.269,195.82,133.49200000000002,69.318,138.27,239.792,142.82299999999998,119.14,138.623,130.122,138.904,97.77,142.004,113.287,143.577,136.099,146.467,196.74,144.125,220.479,145.786,75.898,149.209,127.243,147.889,106.92399999999999,148.526,93.26700000000001,156.00799999999998,112.63,155.497,80.643,161.506,238.11,167.745,88.15899999999999,159.417,123.76100000000001,161.05200000000002,103.462,162.015,196.327,158.344,250.11,169.774,102.37200000000001,169.425,112.564,168.668,200.91400000000002,169.95,82.038,169.726,72.613,172.393,120.765,174.234,239.669,175.549,251.71900000000002,179.058,203.482,178.46900000000002,86.12799999999999,181.078,94.617,184.173,188.625,184.84900000000002,239.773,187.75,225.78099999999998,185.803,85.587,188.773,105.637,193.84900000000002,3.0,217.0,95.985,11.925,105.43799999999999,29.535,61.861000000000004,32.025999999999996,207.237,32.895,78.092,31.538,100.28,40.853,217.59900000000002,166.106,255.447,184.822,182.565,110.523,128.024,80.307,192.167,152.847,85.876,153.02100000000002,121.061,113.34899999999999,233.375,152.792
114.5,458.0,,92.83200000000001,46.821999999999996,216.455,68.28399999999999,117.04799999999999,67.334,59.225,71.366,104.949,74.617,83.23200000000001,70.05,72.433,71.06,77.13,78.571,106.087,79.712,112.016,80.976,236.407,84.36200000000001,100.787,83.458,116.581,88.715,58.292,88.24,87.85700000000001,84.90700000000001,202.199,88.391,128.45,88.34,79.835,93.334,229.602,95.51700000000001,129.33,97.875,210.635,102.559,81.305,103.891,197.31599999999997,104.94200000000001,248.032,105.275,86.83200000000001,105.546,94.35600000000001,106.73700000000001,112.491,107.604,126.805,106.195,132.089,109.84700000000001,190.27200000000002,113.60700000000001,242.791,112.439,188.40599999999998,119.555,100.891,120.9,205.334,122.541,118.815,120.93700000000001,236.894,126.596,245.847,124.73,194.73,125.374,136.333,130.475,208.00599999999997,131.369,85.87,132.476,178.52900000000002,129.668,222.49900000000002,134.269,195.852,133.468,69.262,138.283,239.78400000000002,142.842,119.165,138.579,130.276,138.976,97.726,142.029,113.338,143.584,136.041,146.578,196.763,144.037,220.524,145.78799999999998,75.89399999999999,149.328,127.04,147.673,106.779,148.548,93.338,155.915,112.559,155.571,80.612,161.53,238.122,167.68200000000002,88.18,159.392,123.84,161.119,103.56200000000001,162.14700000000002,196.25799999999998,158.327,250.213,169.84,102.338,169.423,112.574,168.72299999999998,200.80599999999998,170.081,82.038,169.71900000000002,72.543,172.41299999999998,120.804,174.263,239.687,175.604,251.795,179.158,203.582,178.518,86.211,181.07299999999998,94.742,184.19,188.69299999999998,184.803,239.765,187.75099999999998,225.80900000000003,185.78599999999997,85.508,188.69799999999998,105.70700000000001,193.611,3.0,217.0,95.976,11.915999999999999,105.47200000000001,29.723000000000003,61.943999999999996,32.088,207.22,33.05,78.118,31.576999999999998,100.29700000000001,40.85,217.613,166.18900000000002,255.48,184.74,182.52599999999998,110.35700000000001,128.099,80.277,192.3,152.84,85.807,152.991,121.02600000000001,113.242,233.37400000000002,152.817
114.75,459.0,,92.885,46.763999999999996,216.55900000000003,68.28,116.995,67.343,59.25899999999999,71.354,104.926,74.53,83.26899999999999,70.101,72.375,71.015,77.197,78.608,106.04299999999999,79.773,112.03200000000001,80.97800000000001,236.487,84.307,100.73899999999999,83.15100000000001,116.566,88.50299999999999,58.215,88.19200000000001,87.759,84.913,202.18599999999998,88.429,128.392,88.494,79.89399999999999,93.274,229.593,95.48700000000001,129.379,97.86,210.632,102.62700000000001,81.347,103.936,197.176,104.95299999999999,247.988,105.29899999999999,86.87700000000001,105.488,94.417,106.697,112.444,107.568,126.78,106.156,131.976,110.022,190.29,113.521,242.827,112.421,188.36700000000002,119.521,100.912,120.932,205.372,122.55,118.874,120.947,236.83,126.63799999999999,245.828,124.73,194.72799999999998,125.311,136.311,130.477,208.00799999999998,131.36700000000002,85.876,132.477,178.58700000000002,129.649,222.438,134.28799999999998,195.93200000000002,133.351,69.291,138.261,239.75900000000001,142.842,119.125,138.53799999999998,130.388,139.113,97.694,141.995,113.303,143.65200000000002,136.05200000000002,146.596,196.773,144.07299999999998,220.519,145.755,75.89399999999999,149.357,127.12299999999999,148.164,106.87799999999999,148.484,93.34299999999999,155.839,112.601,155.52,80.632,161.532,238.146,167.59400000000002,88.266,159.436,123.84200000000001,161.082,103.58,162.17,196.25900000000001,158.401,250.16299999999998,169.843,102.229,169.405,112.61200000000001,168.576,200.544,170.267,81.999,169.65900000000002,72.581,172.43400000000003,120.807,174.267,239.717,175.637,251.74099999999999,179.197,203.454,178.535,86.135,181.081,94.75299999999999,183.982,188.68400000000003,184.824,239.717,187.74599999999998,225.868,185.798,85.56,188.699,105.912,193.669,3.0,217.0,95.978,11.91,105.50200000000001,29.781999999999996,61.938,31.974,207.389,32.83,78.11,31.566999999999997,100.29899999999999,40.948,217.627,166.169,255.59599999999998,184.94099999999997,182.612,110.281,128.064,80.40100000000001,192.28900000000002,152.873,85.734,152.916,120.985,113.318,233.425,152.811
115.0,460.0,,92.928,46.699,216.553,68.37,117.209,67.279,59.25899999999999,71.346,104.936,74.382,83.25299999999999,70.108,72.283,71.07300000000001,77.135,78.507,106.04299999999999,79.78399999999999,112.021,80.971,236.421,84.306,100.602,83.301,116.527,88.521,58.173,88.204,87.681,84.943,202.15900000000002,88.473,128.377,88.209,79.893,93.33,229.56,95.475,129.46200000000002,97.815,210.467,102.44200000000001,81.34899999999999,103.93700000000001,197.179,104.95200000000001,247.96900000000002,105.366,86.902,105.51899999999999,94.495,106.689,112.5,107.551,126.757,106.12799999999999,131.85299999999998,110.20299999999999,190.292,113.584,242.86900000000003,112.37299999999999,188.28400000000002,119.471,100.93700000000001,120.912,205.291,122.49799999999999,118.89399999999999,120.88600000000001,236.805,126.596,245.803,124.666,194.696,125.337,136.282,130.481,208.017,131.371,85.946,132.653,178.575,129.67,222.39700000000002,134.297,195.99400000000003,133.25,69.227,138.226,239.75799999999998,142.85,119.134,138.52,130.374,139.101,97.738,142.025,113.274,143.625,136.049,146.614,196.75400000000002,144.036,220.549,145.785,75.83800000000001,149.336,126.925,147.55200000000002,106.75,148.605,93.27600000000001,155.861,112.796,155.405,80.618,161.54,238.236,167.947,88.31200000000001,159.43,123.80799999999999,161.07299999999998,103.57,162.312,196.215,158.533,250.169,169.859,102.241,169.433,112.585,168.584,200.574,170.257,82.01700000000001,169.67700000000002,72.52,172.49,120.789,174.27700000000002,239.72299999999998,175.584,251.692,179.157,203.581,178.52700000000002,86.08,181.02900000000002,94.786,183.935,188.68200000000002,184.872,239.67700000000002,187.787,225.84400000000002,185.817,85.666,188.737,105.97200000000001,193.635,3.0,217.0,95.973,11.917,105.38600000000001,29.96,62.023,32.102,207.40400000000002,32.613,78.102,31.545,100.212,41.047,217.595,166.11700000000002,255.704,185.109,182.563,110.338,128.158,80.34,192.41099999999997,152.892,85.66799999999999,152.846,120.95,113.348,233.554,152.798
115.25,461.0,,92.919,46.676,216.533,68.227,117.23899999999999,67.36399999999999,59.236999999999995,71.327,105.007,74.363,83.23899999999999,70.149,72.352,71.03699999999999,77.168,78.544,106.06299999999999,79.744,111.96,80.985,236.426,84.31200000000001,100.54299999999999,83.31,116.58,88.445,57.748999999999995,87.96700000000001,87.693,84.912,202.06599999999997,88.525,128.368,88.34200000000001,79.852,93.397,229.53799999999998,95.51799999999999,129.518,97.741,210.45,102.369,81.418,103.93,197.138,104.945,247.99400000000003,105.35600000000001,86.925,105.537,94.65899999999999,106.706,112.436,107.491,126.76299999999999,106.155,131.924,110.115,190.27700000000002,113.52,242.859,112.398,188.26,119.369,100.919,120.93,205.28099999999998,122.51,118.887,120.889,236.826,126.529,245.793,124.62,194.774,125.291,136.329,130.511,208.005,131.381,85.86,132.503,178.729,129.697,222.362,134.312,196.012,133.265,69.192,138.279,239.75,142.799,119.132,138.554,130.475,139.327,97.74,142.029,113.391,143.589,135.99,146.668,196.733,144.05200000000002,220.52,145.785,75.964,149.151,126.999,147.572,106.71600000000001,148.622,93.31299999999999,155.812,112.49700000000001,155.661,80.627,161.498,238.266,167.861,88.32,159.46,123.896,161.075,103.62,162.368,196.315,158.496,250.171,169.833,102.277,169.40099999999998,112.615,168.54,200.43099999999998,170.236,81.991,169.665,72.538,172.519,120.80799999999999,174.261,239.662,175.47799999999998,251.705,179.172,203.521,178.49599999999998,86.15700000000001,181.06799999999998,94.82700000000001,183.898,188.74099999999999,184.843,239.46,187.93200000000002,225.798,185.782,85.661,188.826,106.095,193.72400000000002,3.0,217.0,95.961,11.925,105.145,30.236,62.137,32.361,207.45,32.506,78.131,31.533,100.281,41.114,217.604,166.107,255.764,185.257,182.519,110.33200000000001,128.143,80.234,192.405,152.85,85.631,152.78,120.955,113.29700000000001,233.487,152.864
115.5,462.0,,92.95100000000001,46.728,216.544,68.235,117.34,67.414,59.276,71.30199999999999,104.98200000000001,74.332,83.262,70.142,72.163,71.087,77.14,78.48100000000001,106.065,79.805,112.02799999999999,80.899,236.377,84.189,100.46600000000001,83.339,116.53299999999999,88.486,57.803999999999995,87.95299999999999,87.788,84.881,202.07299999999998,88.55,128.321,88.40799999999999,79.833,93.48,229.516,95.397,129.45600000000002,97.836,210.405,102.363,81.441,103.919,197.149,104.881,248.05700000000002,105.334,86.96799999999999,105.58,94.564,106.742,112.492,107.521,126.75200000000001,106.08,131.923,110.155,190.238,113.546,242.692,112.501,188.25900000000001,119.385,100.984,120.92399999999999,205.19799999999998,122.63600000000001,118.948,120.814,236.899,126.47399999999999,245.725,124.632,194.799,125.256,136.30200000000002,130.494,207.988,131.392,85.853,132.55700000000002,178.715,129.686,222.287,134.282,196.014,133.27100000000002,69.214,138.32399999999998,239.732,142.812,119.06299999999999,138.45600000000002,130.507,139.405,97.721,141.993,113.45299999999999,143.518,135.947,146.688,196.733,144.084,220.548,145.822,75.953,149.106,126.971,147.433,106.76799999999999,148.56799999999998,93.29,155.908,112.76,155.486,80.609,161.498,238.19299999999998,167.73,88.336,159.47299999999998,123.829,161.054,103.64200000000001,162.393,196.33599999999998,158.509,250.21599999999998,169.94099999999997,102.25399999999999,169.39,112.67399999999999,168.547,200.638,169.945,82.001,169.638,72.508,172.51,120.811,174.25,239.653,175.458,251.71099999999998,179.09799999999998,203.525,178.572,86.177,181.06900000000002,94.71600000000001,183.90900000000002,188.703,184.88400000000001,,,225.798,185.752,85.601,188.81099999999998,106.087,193.56400000000002,3.0,217.0,95.96700000000001,11.913,105.36399999999999,30.081,61.922,32.306999999999995,207.53799999999998,32.674,78.127,31.545,100.251,41.22,217.667,166.08700000000002,255.78799999999998,185.132,182.49,110.34100000000001,128.236,80.154,192.43,152.88,85.609,152.72899999999998,120.96,113.27600000000001,233.535,152.889
115.75,463.0,,92.93299999999999,46.765,216.437,68.167,117.131,67.39699999999999,59.278,71.304,105.056,74.851,83.315,70.133,72.182,71.102,77.153,78.406,106.05,79.78,112.064,80.884,236.32299999999998,84.214,100.501,83.177,116.709,88.38799999999999,58.025,88.074,87.742,84.906,202.137,88.462,128.506,88.97200000000001,79.755,93.50299999999999,229.547,95.35799999999999,129.371,97.818,210.31900000000002,102.334,81.42699999999999,103.94200000000001,197.197,104.852,248.078,105.359,86.971,105.575,94.633,106.736,112.47399999999999,107.507,126.745,106.094,131.879,110.15700000000001,190.139,113.429,242.726,112.49799999999999,188.264,119.417,100.98899999999999,120.928,205.201,122.56700000000001,119.045,120.815,236.91299999999998,126.34299999999999,245.72299999999998,124.637,194.824,125.26100000000001,136.267,130.40200000000002,207.99200000000002,131.39,85.913,132.719,178.78,129.651,222.32,134.281,196.065,133.27200000000002,69.346,138.283,239.769,142.842,119.10799999999999,138.401,130.518,139.375,97.656,141.989,113.30799999999999,143.471,135.972,146.672,196.74400000000003,144.071,220.50799999999998,145.796,76.058,149.02100000000002,126.929,147.588,106.691,148.61,93.193,156.025,113.354,155.03799999999998,80.62,161.471,238.203,168.173,88.391,159.507,123.81299999999999,161.123,103.665,162.45600000000002,196.285,158.41899999999998,250.14700000000002,169.968,102.21700000000001,169.335,112.69,168.514,201.095,169.89,82.00200000000001,169.62400000000002,72.467,172.51,120.79299999999999,174.213,239.75400000000002,175.55900000000003,251.645,179.051,203.49400000000003,178.5,86.145,181.08599999999998,94.744,183.817,188.646,184.889,239.46400000000003,187.851,225.828,185.72299999999998,85.62299999999999,188.805,106.01899999999999,193.408,3.0,217.0,95.977,11.929,105.29799999999999,30.065,61.817,32.211999999999996,207.63400000000001,32.791,78.143,31.521,100.374,41.088,217.706,166.08,255.69,185.082,182.497,110.353,128.241,80.12,192.551,152.829,85.697,152.774,120.995,113.236,233.44,152.891
116.0,464.0,,92.927,46.843999999999994,216.563,68.29899999999999,117.162,67.421,59.29,71.293,105.125,74.436,83.32,70.10600000000001,72.046,71.153,77.206,78.49,106.079,79.777,112.10700000000001,80.832,236.325,84.21799999999999,100.449,83.096,116.52,88.47,57.763999999999996,87.95200000000001,87.851,84.822,202.17,88.44200000000001,128.539,89.444,79.763,93.521,229.551,95.31,129.497,97.777,210.373,102.306,81.35300000000001,104.071,197.18,104.785,248.042,105.333,86.9,105.51899999999999,94.76,106.771,112.495,107.51799999999999,126.73899999999999,106.209,131.822,110.17,190.11900000000003,113.47399999999999,242.8,112.493,188.24599999999998,119.435,101.021,120.944,205.24,122.50200000000001,119.0,120.78200000000001,236.917,126.302,245.717,124.632,194.834,125.271,136.338,130.455,207.972,131.393,86.027,132.963,178.81900000000002,129.655,222.261,134.285,196.07299999999998,133.278,69.37899999999999,138.269,239.753,142.835,119.11200000000001,138.356,130.56,139.42700000000002,97.664,141.954,113.359,143.422,135.931,146.615,196.76,144.047,220.525,145.80700000000002,76.065,148.908,126.91,147.68200000000002,106.764,148.565,93.23700000000001,155.969,113.931,154.424,80.642,161.465,238.34599999999998,167.97400000000002,88.404,159.512,123.735,161.132,103.656,162.60399999999998,196.263,158.343,250.257,170.015,102.309,169.37900000000002,112.652,168.476,200.93200000000002,169.84799999999998,81.93299999999999,169.55900000000003,72.541,172.511,120.8,174.149,239.771,175.55900000000003,251.63,179.014,203.46200000000002,178.513,86.145,181.00400000000002,94.88,183.774,188.679,184.87,239.445,187.924,225.78799999999998,185.74099999999999,85.648,188.609,106.08,193.399,3.0,217.0,95.984,11.944,105.60700000000001,29.671,62.287,32.561,207.40400000000002,32.759,78.148,31.511,100.287,41.063,217.588,166.05700000000002,255.708,184.921,182.58,110.331,128.247,80.007,192.46400000000003,152.803,85.60799999999999,152.701,121.045,113.21700000000001,233.516,152.849
116.25,465.0,,92.885,46.872,216.472,68.242,117.469,67.26899999999999,59.331,71.358,105.15799999999999,74.30199999999999,83.26,70.111,72.045,71.186,77.204,78.435,106.126,79.653,112.06,80.80199999999999,236.236,84.213,100.485,83.09899999999999,116.723,88.40100000000001,57.838,87.959,87.949,84.791,202.158,88.428,128.58700000000002,89.189,79.756,93.50399999999999,229.391,95.147,129.524,97.696,210.65900000000002,102.47200000000001,81.403,104.05,197.17700000000002,104.764,248.06400000000002,105.383,86.848,105.52600000000001,94.59700000000001,106.721,112.448,107.53299999999999,126.75299999999999,106.11399999999999,131.842,110.12100000000001,190.112,113.428,242.861,112.506,188.231,119.47,101.065,121.03399999999999,205.235,122.52,118.95700000000001,120.76100000000001,236.9,126.265,245.77599999999998,124.602,194.835,125.287,136.321,130.429,207.987,131.39700000000002,86.03,132.903,178.80700000000002,129.649,222.083,134.306,196.08700000000002,133.262,69.303,138.268,239.77599999999998,142.85299999999998,119.1,138.415,130.545,139.471,97.661,141.91,113.21,143.45,135.96,146.58100000000002,196.72099999999998,144.092,220.533,145.838,76.068,148.987,126.86399999999999,148.055,106.861,148.471,93.211,155.98,113.90100000000001,154.463,80.653,161.474,238.393,168.05900000000003,88.445,159.549,123.656,161.085,103.65700000000001,162.638,196.313,158.335,250.231,169.99,102.316,169.375,112.708,168.532,200.955,169.85299999999998,81.89399999999999,169.579,72.655,172.49400000000003,120.777,174.149,239.78,175.59400000000002,251.645,179.02900000000002,203.453,178.53400000000002,86.105,180.99200000000002,94.814,183.71099999999998,188.78099999999998,184.916,239.72299999999998,187.685,225.801,185.68400000000003,85.76899999999999,188.577,106.04299999999999,193.155,3.0,217.0,95.98899999999999,11.946,105.521,29.698,62.1,32.568000000000005,207.0,32.0,78.146,31.436999999999998,100.44200000000001,41.033,217.692,166.05700000000002,255.503,184.658,182.378,110.464,128.33100000000002,79.977,192.625,152.755,85.637,152.679,121.035,113.219,233.585,152.821
116.5,466.0,,92.884,46.81100000000001,216.574,68.426,117.49700000000001,67.16199999999999,59.295,71.327,,,83.242,70.104,71.985,71.203,77.185,78.432,106.20100000000001,79.547,112.12299999999999,80.876,236.12,84.18700000000001,100.271,82.98299999999999,116.706,88.32,57.955,87.88600000000001,87.79899999999999,84.84899999999999,202.15900000000002,88.43700000000001,128.57399999999998,88.861,79.694,93.516,229.31400000000002,95.13,129.57399999999998,97.59899999999999,210.852,102.788,81.454,104.053,197.11599999999999,104.76899999999999,248.053,105.455,86.82700000000001,105.602,94.54899999999999,106.714,112.499,107.50399999999999,126.74700000000001,106.086,131.775,110.236,190.11900000000003,113.363,242.94799999999998,112.583,188.24099999999999,119.391,101.102,121.03200000000001,205.18,122.566,118.806,120.75200000000001,236.859,126.264,245.84099999999998,124.613,194.81900000000002,125.292,136.347,130.539,207.986,131.40200000000002,86.149,133.192,178.873,129.629,222.172,134.291,196.082,133.257,69.333,138.356,239.787,142.865,119.178,138.39,130.60299999999998,139.47799999999998,97.665,141.905,113.257,143.431,136.069,146.42700000000002,196.706,144.122,220.52900000000002,145.875,75.987,149.063,126.895,148.061,106.899,148.498,93.287,155.912,113.85700000000001,154.41,80.665,161.459,238.798,169.795,88.443,159.543,123.773,161.143,103.663,162.637,196.26,158.4,250.215,169.96900000000002,102.406,169.372,112.706,168.59,200.73,169.893,81.95,169.614,72.569,172.477,120.788,174.111,239.737,175.55700000000002,251.69299999999998,178.998,203.511,178.486,86.171,181.007,95.02,183.75,188.81799999999998,184.924,,,225.81099999999998,185.688,85.779,188.44299999999998,106.042,193.09099999999998,3.0,217.0,95.985,11.929,105.539,29.869,62.276,32.751,207.03400000000002,32.266999999999996,78.132,31.421,100.368,40.989,217.757,166.09400000000002,255.33700000000002,184.85,182.60299999999998,110.30799999999999,128.36,79.918,192.21400000000003,152.861,85.666,152.681,120.992,113.238,233.675,152.827
116.75,467.0,,92.865,46.75,216.614,68.36399999999999,117.803,67.343,59.291000000000004,71.32300000000001,,,83.227,70.079,72.012,71.191,77.219,78.443,106.295,79.527,112.162,80.87,236.162,84.219,100.406,83.075,116.87799999999999,88.36399999999999,57.773999999999994,87.742,87.75,84.837,202.139,88.40299999999999,128.466,88.836,79.824,93.49799999999999,229.364,95.055,129.644,97.561,210.44299999999998,102.561,81.608,104.14,197.11599999999999,104.7,248.05700000000002,105.39299999999999,86.77799999999999,105.677,94.551,106.773,112.56700000000001,107.54299999999999,126.749,106.001,131.57399999999998,110.48899999999999,190.113,113.38799999999999,242.86700000000002,112.603,188.231,119.277,101.17200000000001,120.977,205.162,122.60799999999999,118.904,120.734,236.84799999999998,126.178,245.886,124.57799999999999,194.8,125.294,136.358,130.41,207.997,131.401,86.18799999999999,133.21,178.78900000000002,129.623,222.24900000000002,134.308,196.114,133.213,69.365,138.406,239.761,142.833,119.208,138.374,130.761,139.582,97.71,141.945,113.255,143.437,136.014,146.431,196.717,144.192,220.555,145.91299999999998,76.053,149.045,126.926,148.101,106.796,148.52200000000002,93.24799999999999,155.972,113.941,154.263,80.63,161.444,238.58900000000003,167.93400000000003,88.425,159.556,123.721,161.244,103.60799999999999,162.672,196.245,158.40200000000002,250.138,169.99400000000003,102.44,169.361,112.719,168.53400000000002,200.805,170.03599999999997,81.921,169.605,72.594,172.45,120.84299999999999,174.048,239.783,175.502,251.75599999999997,179.021,203.488,178.493,86.139,181.03099999999998,95.03,183.795,188.824,184.93599999999998,,,225.828,185.703,85.77799999999999,188.766,106.01700000000001,193.325,2.0,216.0,95.988,11.897,105.432,29.89,62.122,32.61,206.69400000000002,32.169000000000004,78.15100000000001,31.414,100.411,40.935,217.825,166.19099999999997,255.61,184.96400000000003,182.56,110.469,128.297,79.926,192.331,152.909,85.626,152.666,120.988,113.25399999999999,233.701,152.846
117.0,468.0,,92.884,46.687,216.59099999999998,68.339,118.09200000000001,67.469,59.263999999999996,71.336,105.23,74.392,83.28200000000001,70.082,72.143,71.165,77.22,78.47,106.26899999999999,79.485,112.14399999999999,80.876,236.25400000000002,84.24700000000001,100.458,83.081,116.975,88.40799999999999,57.725,87.76299999999999,87.77799999999999,84.838,202.145,88.366,128.499,88.579,79.933,93.43700000000001,229.261,95.02799999999999,129.584,97.648,210.71,102.529,81.597,104.155,197.067,104.665,248.03900000000002,105.37799999999999,86.725,105.667,94.505,106.72399999999999,112.587,107.52600000000001,126.792,106.051,131.4,110.81299999999999,190.162,113.23700000000001,242.93200000000002,112.575,188.21400000000003,119.307,101.16799999999999,120.947,205.21400000000003,122.53299999999999,118.885,120.695,236.824,126.258,245.926,124.656,194.80700000000002,125.307,136.306,130.336,208.00799999999998,131.398,86.184,133.217,178.722,129.593,222.168,134.298,196.139,133.21200000000002,69.184,138.42700000000002,239.78599999999997,142.82,119.338,138.368,130.703,139.622,97.73,141.931,113.24,143.377,136.054,146.153,196.74,144.194,220.58900000000003,145.964,76.093,148.881,126.904,149.746,106.949,148.482,93.221,156.101,113.874,154.437,80.641,161.414,238.565,167.937,88.375,159.56,123.83200000000001,161.29399999999998,103.584,162.7,196.267,158.369,250.044,170.024,102.39,169.358,112.77799999999999,168.507,200.843,169.925,81.87899999999999,169.584,72.574,172.46,120.88600000000001,174.05700000000002,239.717,175.44099999999997,251.77,179.05,203.512,178.65400000000002,86.15799999999999,181.03900000000002,94.934,183.824,188.792,184.949,,,225.84400000000002,185.703,85.75399999999999,188.612,105.883,193.153,2.0,216.0,95.977,11.872,105.28,29.983,61.968,32.586,206.67,32.699,78.133,31.427,100.465,41.06100000000001,217.795,166.18099999999998,255.437,185.139,182.735,110.36200000000001,128.30200000000002,79.868,192.33700000000002,152.968,85.57799999999999,152.622,121.007,113.23,233.61,152.86700000000002
117.25,469.0,,92.854,46.782,216.601,68.505,118.001,67.533,59.25,71.345,105.185,74.48,83.28200000000001,70.089,72.388,71.089,77.23899999999999,78.509,106.275,79.544,112.165,80.76100000000001,236.22299999999998,84.288,100.45700000000001,83.15799999999999,117.098,88.462,57.754,87.78200000000001,87.679,84.845,202.18400000000003,88.36200000000001,128.47,88.941,79.995,93.382,229.41099999999997,95.042,129.678,97.55,210.838,102.779,81.494,104.184,197.082,104.65700000000001,248.06400000000002,105.398,86.801,105.681,94.521,106.726,112.544,107.47399999999999,126.802,106.05799999999999,131.537,110.573,190.178,113.15799999999999,242.953,112.624,188.19,119.361,101.12200000000001,120.946,205.28900000000002,122.49600000000001,119.08,120.695,236.785,126.305,245.975,124.675,194.80200000000002,125.29299999999999,136.202,130.31,208.011,131.394,86.0,133.0,178.701,129.629,221.93200000000002,134.332,196.16400000000002,133.172,69.154,138.49200000000002,239.78400000000002,142.804,119.32600000000001,138.326,130.737,139.55700000000002,97.805,141.968,113.302,143.34799999999998,136.116,145.99,196.75,144.142,220.55,145.907,76.069,149.001,126.99,149.98,106.803,148.55,93.213,156.043,113.315,154.914,80.646,161.423,238.648,168.003,88.39,159.556,123.71600000000001,161.305,103.535,162.696,196.27200000000002,158.325,250.085,169.94099999999997,102.389,169.372,112.764,168.497,200.555,170.053,81.837,169.553,72.524,172.42,120.854,174.071,239.68599999999998,175.43599999999998,251.747,179.053,203.535,178.64700000000002,86.221,181.032,94.775,183.842,188.76,184.924,246.575,187.43400000000003,225.804,185.705,85.765,188.768,105.939,193.19299999999998,3.0,217.0,96.007,11.847000000000001,105.37200000000001,29.927,61.70399999999999,32.486,206.83700000000002,32.754,78.096,31.406,100.45700000000001,41.051,217.72,166.13,255.489,185.199,182.644,110.434,128.329,79.88,192.231,152.96,85.509,152.655,121.014,113.18700000000001,233.639,152.842
