TimesH,Frame,2,4,7,8,10,15,16,17,21,22,27,33,36,38,39,44,46,48,49,51,53,54,59,65,66,68,69,71,73,75,79,81,84,87,92,93,94,98,106,119,121,124,127,130,131,137,139,140,141,142,146,147,149,153,158,166,170,171,173,175,177,178,185,186,189,194,195,208,214,235,273,275,297,300,306,312,317,322,332,337,338,339,341,345,381,612,901,926,941
0.0,0.0,605.703,603.757,603.1080000000001,604.865,608.0,606.703,612.054,604.784,605.243,607.216,608.811,607.919,611.0269999999999,604.243,607.081,605.595,609.3240000000001,610.3240000000001,607.784,601.946,610.135,612.703,607.946,604.595,610.054,604.703,611.514,606.081,605.5409999999999,605.622,612.081,606.054,612.1080000000001,610.9730000000001,605.8380000000001,602.6759999999999,605.1080000000001,609.6759999999999,608.1080000000001,606.703,605.405,608.919,606.622,609.946,604.703,608.4590000000001,606.405,609.703,607.1619999999999,605.919,605.0,604.1619999999999,609.0269999999999,603.946,607.405,604.514,606.5409999999999,605.8380000000001,605.784,604.189,607.189,605.9730000000001,606.946,607.243,607.297,604.3240000000001,605.432,605.5409999999999,605.054,600.081,602.6759999999999,601.3240000000001,602.73,603.622,602.811,602.703,603.378,605.0,608.351,609.622,605.784,604.405,606.865,604.378,,,,,
0.25,1.0,605.297,603.595,603.757,604.8380000000001,608.405,606.135,612.1619999999999,604.405,604.514,605.703,608.946,607.0,610.73,603.216,607.378,606.811,609.514,609.595,607.568,602.3240000000001,609.595,611.622,608.189,604.9730000000001,609.622,604.243,611.919,604.081,605.703,605.351,611.081,605.27,611.919,611.297,605.703,602.8919999999999,606.135,609.1080000000001,607.4590000000001,606.135,606.135,609.081,606.351,610.0,604.243,608.135,606.054,608.0269999999999,606.0,605.486,604.405,604.1619999999999,607.3240000000001,603.216,607.946,604.135,606.216,605.297,604.27,604.5409999999999,606.73,606.216,607.1080000000001,607.054,607.8380000000001,602.919,604.703,605.351,605.1080000000001,601.514,602.243,601.405,602.378,603.8380000000001,603.054,603.622,603.1619999999999,604.1619999999999,608.784,609.6759999999999,605.6759999999999,603.514,607.297,603.811,,,,,
0.5,2.0,604.622,603.919,603.8919999999999,605.405,608.3240000000001,606.405,611.622,604.568,605.081,606.054,608.946,607.595,611.486,603.6759999999999,607.0269999999999,605.5409999999999,610.297,609.378,607.081,602.5409999999999,609.8380000000001,610.946,608.081,604.73,609.4590000000001,604.811,611.9730000000001,604.8380000000001,605.568,605.1080000000001,612.568,605.432,612.1619999999999,610.054,605.27,602.054,606.3240000000001,608.3240000000001,608.0269999999999,607.189,606.405,608.946,606.595,609.811,604.8380000000001,607.703,606.216,609.3240000000001,607.189,606.0269999999999,604.0,603.9730000000001,607.8919999999999,603.865,608.054,603.919,606.297,605.0269999999999,604.351,603.405,607.243,606.432,606.919,606.4590000000001,607.811,603.622,604.514,604.054,604.27,601.378,601.946,601.378,602.432,603.865,603.243,603.486,603.649,604.054,608.6759999999999,607.6759999999999,605.865,604.0269999999999,607.216,603.243,609.378,,,,
0.75,3.0,604.27,603.9730000000001,603.189,605.946,607.432,606.784,611.081,604.73,604.9730000000001,605.351,609.297,607.405,610.784,603.216,606.595,605.811,610.135,609.378,607.811,602.8919999999999,610.081,611.8380000000001,607.486,604.405,610.081,604.622,612.054,605.595,604.919,606.216,612.135,605.432,612.8380000000001,611.649,605.1080000000001,602.081,606.081,608.135,607.4590000000001,606.9730000000001,606.757,607.5409999999999,606.622,609.1080000000001,605.3240000000001,607.9730000000001,606.622,608.0,607.0,606.1619999999999,605.054,603.757,607.946,603.27,607.622,604.9730000000001,605.595,604.514,603.703,605.135,607.757,605.595,606.8919999999999,607.297,607.946,603.73,604.6759999999999,604.649,605.8380000000001,600.5409999999999,603.054,601.1080000000001,602.243,604.0269999999999,602.865,603.6759999999999,603.27,604.622,608.568,608.919,607.216,603.784,607.811,603.4590000000001,608.1619999999999,,,,
1.0,4.0,604.757,603.8919999999999,603.811,605.081,607.622,606.757,611.486,605.351,605.081,603.405,608.486,607.568,610.568,603.3240000000001,606.865,605.081,610.865,609.243,607.216,602.919,608.946,611.135,607.595,604.3240000000001,609.1619999999999,604.514,611.135,605.622,605.135,605.5409999999999,612.1080000000001,605.622,613.0269999999999,611.0269999999999,605.514,602.405,606.1619999999999,608.4590000000001,606.946,607.703,606.946,607.6759999999999,606.9730000000001,610.4590000000001,604.811,607.811,606.595,608.73,606.757,605.27,604.784,603.811,608.811,604.054,608.135,603.135,605.73,604.4590000000001,605.0269999999999,605.189,607.703,606.432,607.8380000000001,607.5409999999999,609.351,604.0269999999999,604.8919999999999,604.405,604.595,601.5409999999999,602.649,601.568,602.6759999999999,603.0269999999999,602.622,604.432,603.703,604.378,607.865,609.8380000000001,607.054,604.514,607.595,603.919,608.514,,,,
1.25,5.0,604.216,603.568,604.0,605.351,609.297,607.514,612.4590000000001,604.378,605.27,605.135,608.1619999999999,607.27,611.189,602.9730000000001,607.4590000000001,604.73,610.568,609.3240000000001,607.297,603.865,609.0269999999999,611.216,607.405,604.73,609.622,605.081,611.189,605.5409999999999,604.919,605.3240000000001,611.486,605.081,612.189,610.6759999999999,605.622,602.189,605.73,608.703,607.243,606.8919999999999,607.216,607.5409999999999,606.811,610.649,604.622,607.5409999999999,606.703,608.5409999999999,606.6759999999999,606.6759999999999,604.405,603.6759999999999,608.514,603.73,608.432,604.811,605.703,604.8380000000001,604.865,604.649,608.351,606.0269999999999,607.703,606.405,608.649,603.486,604.297,604.73,605.1619999999999,601.1619999999999,602.8380000000001,601.811,602.432,603.595,604.135,604.3240000000001,604.1080000000001,604.622,608.1080000000001,608.378,606.703,604.216,607.784,603.5409999999999,607.703,,,,
1.5,6.0,604.405,603.946,604.649,604.432,608.243,607.622,611.1619999999999,604.811,605.081,605.4590000000001,609.432,607.865,610.946,602.6759999999999,606.8919999999999,605.4590000000001,609.6759999999999,609.703,608.216,602.946,609.378,611.351,607.297,605.405,609.297,604.568,611.378,605.73,605.8919999999999,604.919,612.135,604.486,612.243,610.919,604.73,602.486,606.811,607.919,607.405,607.8919999999999,606.568,608.595,606.6759999999999,610.5409999999999,605.216,608.351,606.27,608.568,606.27,606.514,604.243,603.73,609.054,603.568,608.27,604.5409999999999,606.703,605.8380000000001,605.243,605.27,609.0269999999999,605.9730000000001,607.1619999999999,607.189,608.649,603.6759999999999,604.8380000000001,603.9730000000001,604.649,600.946,603.135,601.9730000000001,603.1619999999999,603.135,603.649,603.595,603.351,605.946,609.3240000000001,609.784,606.811,603.595,608.946,604.0,608.054,,,,
1.75,7.0,605.486,604.216,604.703,604.622,607.9730000000001,607.8380000000001,611.9730000000001,605.0269999999999,605.189,605.189,609.216,608.0,610.6759999999999,603.1080000000001,607.432,605.784,609.73,609.297,608.486,602.865,610.135,611.351,607.622,603.405,609.649,605.3240000000001,610.568,605.865,605.919,606.243,611.865,604.919,612.216,611.8919999999999,605.243,601.6759999999999,606.73,608.297,607.135,608.243,607.216,608.514,606.811,610.081,604.649,609.0269999999999,607.514,609.946,606.73,606.4590000000001,604.8380000000001,604.054,608.514,603.946,608.297,605.243,606.865,605.351,605.432,605.622,608.5409999999999,606.486,607.4590000000001,607.649,608.081,603.5409999999999,605.486,604.1080000000001,604.4590000000001,601.622,603.0,602.1619999999999,602.5409999999999,603.865,603.081,604.757,604.784,606.0,608.27,609.351,607.649,603.1080000000001,609.081,604.622,608.27,,,,
2.0,8.0,605.703,603.514,604.378,605.0269999999999,609.1619999999999,607.486,612.919,604.8919999999999,605.243,606.1080000000001,609.216,607.784,612.135,602.1080000000001,607.919,604.865,610.9730000000001,609.405,607.216,603.405,609.9730000000001,611.189,607.568,603.9730000000001,609.622,605.1080000000001,612.081,605.8380000000001,606.784,605.486,611.27,606.432,612.1080000000001,610.405,605.514,602.622,605.351,609.0269999999999,606.703,607.8919999999999,607.216,609.1619999999999,607.5409999999999,611.378,605.27,608.378,606.919,610.703,607.432,605.405,605.568,604.703,608.378,606.3240000000001,609.568,604.703,605.3240000000001,606.135,605.189,604.27,609.405,607.0269999999999,608.243,607.649,609.27,604.5409999999999,604.865,604.351,605.3240000000001,601.27,604.649,602.8380000000001,604.514,604.919,603.703,604.27,604.649,606.1080000000001,609.216,609.649,607.405,605.0269999999999,609.1619999999999,603.946,608.595,,,,
