TimesH,Frame,3,5,9,12,13,21,24,26,28,29,34,35,37,38,40,41,45,49,53,54,57,65,67,70,73,77,79,108,111,125,128,131,132,134,135,136,138,143,146,148,149,155,164,166,171,177,184,197,198,211,212,216,217,221,223,230,232,233,235,240,241,248,253,257,264,265,386,495,606,801,860,970,984,1124
310.5,1242.0,603.466,605.876,604.7280000000001,603.615,603.441,602.2230000000001,602.745,602.935,603.854,602.67,604.119,603.0459999999999,604.836,603.241,604.369,603.881,605.019,603.439,603.836,603.029,602.9119999999999,604.354,602.9780000000001,602.0419999999999,605.112,602.66,605.558,602.414,603.427,602.396,603.105,603.0930000000001,602.366,603.028,602.536,603.8430000000001,602.764,604.077,603.628,603.5269999999999,603.621,603.398,602.637,602.601,602.661,604.597,603.328,602.661,601.8580000000001,602.395,602.326,602.37,603.08,603.895,602.727,601.781,603.559,603.646,603.726,601.727,603.6619999999999,603.595,604.367,603.242,602.0409999999999,605.2919999999999,,,,,,,,
310.75,1243.0,603.05,604.977,604.019,603.366,602.8290000000001,601.9259999999999,602.145,602.314,603.34,602.768,603.811,602.564,604.365,603.089,603.812,604.552,604.673,602.72,603.524,603.224,603.3919999999999,603.631,602.812,603.0319999999999,605.0509999999999,601.93,604.62,601.461,603.101,602.15,602.25,601.919,601.904,604.189,602.5459999999999,602.502,601.423,603.987,603.466,603.682,603.186,603.216,602.697,602.198,601.8580000000001,604.32,602.12,602.034,601.761,602.0980000000001,602.332,602.4169999999999,602.154,604.465,602.493,601.414,603.261,603.71,603.746,602.52,604.4730000000001,604.18,603.566,603.496,602.38,605.385,,,,,,,,
311.0,1244.0,603.004,605.645,603.835,603.501,602.7330000000001,602.226,601.684,602.01,602.526,602.606,603.738,602.322,604.193,602.706,603.582,605.117,605.311,603.275,603.533,604.274,603.289,604.293,602.783,601.74,605.048,602.656,605.342,601.991,602.88,601.807,602.345,602.003,602.1709999999999,603.336,602.227,602.864,601.867,603.799,602.984,603.842,603.1569999999999,603.018,602.697,601.828,601.9780000000001,603.9490000000001,602.056,601.909,601.374,602.502,602.016,602.106,602.62,604.215,602.502,601.288,603.138,603.726,604.187,602.4119999999999,604.1759999999999,603.966,603.7869999999999,602.852,602.1080000000001,605.138,,,,,,,,
311.25,1245.0,603.436,606.21,603.98,603.765,603.5509999999999,601.686,602.5,601.6569999999999,602.386,603.423,603.6759999999999,602.658,603.805,602.62,603.8380000000001,604.72,604.069,602.859,603.153,603.244,603.621,604.401,602.618,602.106,605.7080000000001,602.446,606.121,602.286,602.768,602.8430000000001,601.818,602.601,601.521,603.143,603.0509999999999,602.819,601.815,604.011,603.303,603.131,602.639,603.15,602.309,602.315,601.781,604.015,601.908,602.168,601.48,602.558,601.814,602.259,603.047,603.615,602.141,601.404,603.243,603.3,604.066,603.023,603.8480000000001,604.006,603.909,602.937,601.846,605.466,,,,,,,,
311.5,1246.0,602.9019999999999,605.9730000000001,604.146,602.9540000000001,603.339,602.025,601.155,603.0840000000001,603.055,602.85,603.511,602.828,604.055,602.7909999999999,603.131,604.447,604.178,602.389,603.63,602.908,602.763,604.497,602.6,602.06,604.341,602.405,605.675,602.13,603.284,602.487,602.576,602.374,602.056,603.146,602.539,603.35,602.489,604.5,603.12,603.379,603.179,603.617,602.956,601.68,602.619,604.2280000000001,603.2280000000001,601.45,601.243,602.539,602.95,602.262,602.8,604.221,602.84,602.24,603.354,604.0,604.612,602.8240000000001,604.711,604.073,604.175,602.645,602.414,605.011,,,,,,,,
311.75,1247.0,603.592,605.638,604.146,603.3480000000001,603.3430000000001,601.439,601.309,601.9830000000001,602.65,603.05,603.799,602.121,604.768,602.794,603.4730000000001,604.259,604.79,602.773,604.304,604.256,603.078,604.121,602.888,602.6659999999999,604.74,601.972,605.612,602.991,603.943,602.737,602.925,602.7080000000001,602.134,603.189,602.9259999999999,602.905,602.7769999999999,604.2869999999999,603.622,603.776,603.4209999999999,603.64,602.316,601.899,602.731,603.937,601.3380000000001,602.008,601.464,602.488,602.398,602.106,603.113,604.237,602.487,602.194,603.471,603.6,603.8,602.409,604.311,603.534,603.597,602.894,602.293,606.182,,,,,,,,
312.0,1248.0,603.898,605.259,603.727,603.12,603.257,601.66,601.76,602.7180000000001,603.881,603.299,603.648,602.059,604.47,602.906,604.094,605.014,605.571,603.014,603.6519999999999,603.543,603.198,604.189,602.5840000000001,602.177,604.669,602.136,605.554,602.303,603.299,602.556,602.538,602.974,601.72,603.2819999999999,602.7330000000001,602.3580000000001,602.316,604.242,603.044,604.018,602.9680000000001,603.4169999999999,602.01,602.466,602.254,604.043,601.938,602.62,601.805,603.148,602.087,602.243,602.705,604.881,602.266,601.966,602.88,603.846,604.645,602.565,603.619,603.648,604.254,602.2280000000001,601.981,606.48,,,,,,,,
312.25,1249.0,603.986,605.5740000000001,603.543,603.629,603.991,601.628,601.749,602.5980000000001,603.405,602.601,603.273,601.818,604.651,602.0509999999999,602.852,605.809,604.311,602.749,603.998,603.736,603.344,604.516,602.918,601.72,604.529,602.025,605.047,602.005,603.399,602.621,602.163,601.919,601.923,603.124,602.885,602.552,601.752,603.592,603.207,603.189,602.877,602.872,604.735,602.29,602.099,603.976,601.851,602.638,601.802,603.072,602.278,600.779,603.1030000000001,604.847,602.0269999999999,602.184,603.247,603.799,605.256,602.366,604.249,603.46,603.839,603.306,602.87,606.1419999999999,,,,,,,,
312.5,1250.0,603.12,605.7819999999999,604.309,604.04,603.263,602.172,601.732,602.68,603.154,603.023,603.947,602.553,604.431,602.047,603.659,605.349,605.4490000000001,603.178,604.4,604.0219999999999,603.268,604.148,602.52,602.278,605.243,602.125,605.759,602.303,603.304,602.63,602.262,602.475,601.735,603.121,602.697,603.538,602.069,604.332,603.73,603.664,602.901,603.781,602.781,602.071,602.01,603.7669999999999,601.544,601.771,601.496,602.587,602.43,601.556,602.576,604.607,602.239,602.224,603.486,603.6,604.033,602.418,604.684,603.879,604.57,602.462,602.6659999999999,605.854,,,,,,,,
