TimesH,Frame,NoMissing,14,14,18,18,26,26,82,82,85,85,92,92,116,116,117,117,118,118,128,128,142,142,144,144,148,148,156,156,164,164,167,167,172,172,174,174,175,175,178,178,179,179,183,183,184,184,187,187,191,191,206,206,207,207,208,208,222,222,226,226,227,227,230,230,235,235,241,241,243,243,245,245,247,247,256,256,259,259,261,261,265,265,275,275,278,278,281,281,289,289,295,295,303,303,310,310,311,311,312,312,315,315,317,317,318,318,321,321,328,328,333,333,336,336,338,338,339,339,340,340,345,345,347,347,351,351,362,362,372,372,373,373,375,375,380,380,384,384,514,514,569,569,625,625,636,636,702,702,729,729,1225,1225,1270,1270
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
329.5,1318.0,,236.173,200.229,81.561,36.88,99.90700000000001,29.701999999999998,202.15599999999998,77.711,75.743,75.751,61.379,72.078,89.99600000000001,57.343999999999994,125.022,57.909,108.56,57.871,96.34299999999999,50.207,116.081,109.309,110.01799999999999,107.37100000000001,95.007,104.859,119.993,101.898,252.579,96.927,190.99400000000003,95.96700000000001,81.813,93.447,218.778,92.57600000000001,110.802,92.835,132.911,90.083,66.523,90.387,59.06399999999999,89.445,236.468,87.935,104.23200000000001,87.443,166.62,85.147,110.279,134.64600000000002,87.037,133.297,225.762,132.873,244.31099999999998,128.47799999999998,137.953,124.354,220.22799999999998,126.354,92.89399999999999,125.694,171.68599999999998,123.814,235.062,120.084,130.918,121.897,187.519,118.74799999999999,120.26700000000001,118.66799999999999,92.384,114.245,200.891,112.671,248.21400000000003,110.522,116.979,159.678,180.429,155.224,69.37899999999999,155.371,222.555,154.74200000000002,108.541,150.238,196.312,147.97,119.09100000000001,145.209,133.38,142.672,74.017,142.806,244.646,141.44,136.537,141.14600000000002,92.387,139.569,68.675,138.291,218.243,136.72899999999998,239.62400000000002,188.96599999999998,209.178,185.919,221.013,185.558,232.028,182.44799999999998,110.31299999999999,183.202,202.579,182.15900000000002,192.53599999999997,180.94099999999997,239.252,178.94299999999998,80.334,178.805,72.89699999999999,171.435,227.856,167.03900000000002,215.65900000000002,165.92,193.016,164.602,252.49099999999999,163.03799999999998,70.006,163.197,197.59400000000002,90.71600000000001,219.77900000000002,112.61399999999999,204.676,69.847,114.432,71.425,73.986,101.06,224.615,99.721,,,,
329.75,1319.0,,236.072,200.22,81.548,36.897,99.91799999999999,29.715999999999998,202.515,77.904,75.72399999999999,75.74,61.386,72.116,89.999,57.413000000000004,125.04299999999999,57.606,108.721,57.907,96.352,50.233000000000004,116.06700000000001,109.307,109.96700000000001,107.37899999999999,95.249,104.75200000000001,119.971,101.935,252.606,97.00200000000001,191.03799999999998,95.925,81.806,93.48299999999999,218.799,92.59700000000001,110.805,92.82600000000001,132.925,90.079,66.487,90.36399999999999,58.975,89.48299999999999,236.46400000000003,87.945,104.209,87.43,166.623,85.169,110.23200000000001,134.689,87.039,133.293,225.755,132.905,244.271,128.501,137.996,124.34,220.27599999999998,126.34100000000001,92.891,125.664,171.68,123.824,235.033,120.07,130.891,121.93,187.47299999999998,118.713,120.31,118.611,92.274,114.223,201.013,112.571,248.22,110.531,116.988,159.67600000000002,180.41099999999997,155.32299999999998,69.358,155.36700000000002,222.542,154.721,108.479,150.24,196.351,148.03,119.09100000000001,145.234,133.344,142.711,74.021,142.816,244.65200000000002,141.41899999999998,136.565,141.132,92.435,139.554,68.689,138.238,218.222,136.69,239.699,188.92,209.143,185.845,221.12099999999998,185.672,232.035,182.43400000000003,110.325,183.185,202.55700000000002,182.14700000000002,192.665,181.013,239.27900000000002,178.947,80.378,178.78,72.9,171.479,227.843,167.053,215.678,165.94099999999997,192.987,164.503,252.54,163.093,70.031,163.151,198.387,91.814,219.78599999999997,112.601,204.71400000000003,69.939,114.417,71.455,74.095,101.289,224.2,99.61399999999999,,,,
330.0,1320.0,,235.99599999999998,200.12599999999998,81.581,36.937,99.915,29.718000000000004,202.50400000000002,77.896,75.748,75.706,61.437,72.058,90.022,57.445,125.071,57.777,108.931,58.00899999999999,96.34899999999999,50.173,116.06,109.28299999999999,110.00299999999999,107.363,95.27,104.73,119.75200000000001,102.16799999999999,252.571,96.90799999999999,191.043,95.93799999999999,81.717,93.541,218.65099999999998,92.536,110.829,92.774,132.844,89.884,66.417,90.34,59.027,89.411,236.523,87.962,104.226,87.436,166.628,85.164,110.22200000000001,134.702,87.04299999999999,133.269,225.743,132.94899999999998,244.355,128.484,137.644,124.625,220.422,126.48200000000001,92.927,125.73200000000001,171.757,123.915,235.044,120.086,130.895,121.904,187.503,118.777,120.265,118.594,92.32700000000001,114.241,200.81799999999998,112.646,248.172,110.617,116.96600000000001,159.67,180.391,155.389,69.334,155.371,222.50400000000002,154.8,108.48100000000001,150.265,196.4,148.089,119.06299999999999,145.253,133.365,142.734,74.014,142.789,244.64700000000002,141.404,136.641,141.17,92.417,139.61,68.78699999999999,138.178,218.229,136.61700000000002,239.72400000000002,188.842,209.16299999999998,185.90900000000002,221.10299999999998,185.66,231.96900000000002,182.327,110.27600000000001,183.083,202.55599999999998,182.155,192.752,181.05900000000003,239.333,178.96,80.347,178.775,72.929,171.47099999999998,227.84599999999998,167.028,215.74099999999999,166.019,192.989,164.47099999999998,252.481,163.02200000000002,70.05,163.191,197.987,91.52600000000001,219.525,112.39299999999999,204.697,70.02,114.544,71.926,74.279,101.48899999999999,223.985,99.495,,,,
330.25,1321.0,,235.889,200.042,81.572,36.889,99.935,29.691999999999997,202.38299999999998,77.834,75.74,75.689,61.416000000000004,72.07,89.89,57.222,125.08200000000001,57.911,109.137,58.022,96.412,50.144,116.147,109.304,110.03200000000001,107.382,95.36200000000001,104.758,119.756,102.212,252.597,96.814,191.002,95.99,81.743,93.491,218.753,92.53200000000001,110.82600000000001,92.72,132.714,89.897,66.38600000000001,90.38600000000001,59.141000000000005,89.561,236.551,87.956,104.189,87.415,166.56900000000002,85.145,110.198,134.719,87.064,133.244,225.75900000000001,132.945,244.38,128.403,137.886,124.447,220.377,126.50200000000001,92.912,125.63799999999999,171.763,123.902,234.989,120.14399999999999,130.899,121.87899999999999,187.514,118.74700000000001,120.431,118.404,92.36200000000001,114.21799999999999,200.78400000000002,112.689,248.234,110.65100000000001,116.97,159.751,180.446,155.359,69.281,155.418,222.52200000000002,154.938,108.304,150.282,196.442,148.07,119.052,145.252,133.278,142.77,74.01,142.79,244.65200000000002,141.408,136.713,141.112,92.34700000000001,139.648,68.798,138.19799999999998,218.21599999999998,136.56799999999998,239.71599999999998,188.767,209.265,185.9,221.207,185.709,232.00099999999998,182.359,110.354,183.08599999999998,202.51,182.149,192.842,181.21200000000002,239.345,178.935,80.391,178.80900000000003,72.96300000000001,171.458,227.88099999999997,167.06099999999998,215.752,166.06799999999998,193.09,164.43099999999998,252.578,163.02100000000002,70.075,163.221,197.61599999999999,90.83,219.56900000000002,112.414,204.69400000000002,70.036,114.62799999999999,72.182,74.34100000000001,101.434,223.505,99.213,,,,
330.5,1322.0,,236.021,200.077,81.52600000000001,36.897,99.96,29.701,202.423,77.727,75.766,75.736,61.37,72.116,89.791,57.23,125.084,57.858999999999995,109.186,58.051,96.458,50.137,116.12200000000001,109.295,110.015,107.42299999999999,95.39399999999999,104.807,119.595,102.477,252.56599999999997,96.86399999999999,191.00900000000001,96.051,81.702,93.523,218.635,92.31,110.79,92.721,132.666,90.03299999999999,66.419,90.38,59.097,89.46600000000001,236.53099999999998,87.95299999999999,104.18299999999999,87.413,166.632,85.146,110.16,134.727,87.07799999999999,133.232,225.72400000000002,132.986,244.455,128.541,137.957,124.4,220.343,126.50399999999999,92.912,125.64,171.778,123.897,234.99099999999999,120.133,130.893,121.874,187.53,118.792,120.59,118.26299999999999,92.367,114.18,200.69299999999998,112.73899999999999,248.248,110.631,116.971,159.792,180.46200000000002,155.32299999999998,69.318,155.408,222.518,155.077,108.301,150.25799999999998,196.412,148.02100000000002,119.044,145.3,133.292,142.809,74.01100000000001,142.80100000000002,244.65900000000002,141.364,136.705,141.078,92.361,139.629,68.84,138.18,218.167,136.597,239.72299999999998,188.72,209.233,185.93200000000002,221.535,185.997,232.011,182.472,110.29,183.067,202.53099999999998,182.128,192.86900000000003,181.34099999999998,239.38,178.915,80.36399999999999,178.794,72.944,171.48,227.892,167.06,215.821,166.12400000000002,193.172,164.455,252.671,163.06,70.07600000000001,163.184,197.764,91.53,219.553,112.387,204.486,69.936,114.625,72.187,74.314,101.455,223.388,99.165,,,,
330.75,1323.0,,235.96200000000002,200.093,81.508,36.9,99.949,29.701,202.187,77.498,75.943,75.832,61.419,72.199,89.75200000000001,57.181000000000004,125.14399999999999,57.876999999999995,109.26,57.989,96.4,50.119,116.145,109.256,109.98299999999999,107.42,95.09200000000001,104.964,119.719,102.214,252.63400000000001,96.807,191.0,96.008,81.742,93.572,218.57,92.119,110.81200000000001,92.743,132.601,90.064,66.402,90.42299999999999,59.146,89.609,236.56,88.022,104.193,87.40100000000001,166.643,85.146,110.13600000000001,134.77700000000002,87.06,133.231,225.74599999999998,133.001,244.342,128.421,137.895,124.369,220.342,126.48899999999999,92.93700000000001,125.617,171.797,123.956,235.054,120.12799999999999,130.844,121.874,187.52700000000002,118.632,120.354,118.51299999999999,92.37799999999999,114.194,200.74,112.646,248.21900000000002,110.662,116.965,159.796,180.486,155.364,69.288,155.422,222.392,155.059,108.145,150.24200000000002,196.422,148.017,119.04700000000001,145.33100000000002,133.416,142.762,74.033,142.77,244.65900000000002,141.463,136.666,141.084,92.397,139.584,68.806,138.191,218.153,136.622,239.761,188.753,209.22799999999998,185.956,221.26,185.757,232.05,182.49900000000002,110.29,183.012,202.516,182.13400000000001,192.903,181.375,239.387,178.916,80.334,178.797,72.97399999999999,171.455,227.86,167.033,215.81900000000002,166.139,193.23,164.497,252.61900000000003,163.132,70.08800000000001,163.181,197.636,91.712,219.40400000000002,112.21600000000001,204.49599999999998,69.90899999999999,114.715,72.26100000000001,74.273,101.22,223.294,99.149,,,,
331.0,1324.0,,235.91400000000002,200.07,81.506,36.893,99.95299999999999,29.715,202.179,77.44800000000001,75.945,75.882,61.372,72.143,89.791,57.273999999999994,125.111,57.773999999999994,109.066,57.93600000000001,96.40899999999999,50.093,116.221,109.32,109.90899999999999,107.40299999999999,95.141,104.902,119.825,102.04,252.523,96.84299999999999,190.946,96.00299999999999,81.702,93.55799999999999,218.65599999999998,92.22399999999999,110.81299999999999,92.704,132.555,89.992,66.395,90.46799999999999,59.31399999999999,89.57,236.549,88.05,104.249,87.43,166.61599999999999,85.17299999999999,110.12100000000001,134.80200000000002,87.085,133.22299999999998,225.748,133.03,244.41,128.373,137.89600000000002,124.348,220.335,126.506,92.992,125.677,171.738,123.929,235.032,120.17399999999999,130.817,121.87799999999999,187.53,118.619,120.58,118.26,92.43299999999999,114.18299999999999,200.795,112.61,248.21200000000002,110.64299999999999,116.92399999999999,159.739,180.52200000000002,155.175,69.255,155.43200000000002,222.327,155.016,108.32799999999999,150.262,196.472,148.009,119.086,145.347,133.371,142.80700000000002,73.99,142.809,244.709,141.433,136.737,141.013,92.402,139.58,68.8,138.168,218.173,136.555,239.72799999999998,188.737,209.282,185.993,221.188,185.72400000000002,232.042,182.45,110.34200000000001,182.919,202.551,182.158,192.93400000000003,181.418,239.415,178.933,80.267,178.736,72.947,171.451,227.96,167.13,215.86900000000003,166.127,193.128,164.50900000000001,252.653,163.11,70.045,163.179,197.695,91.70100000000001,219.37900000000002,112.215,204.66400000000002,69.986,,,74.264,101.02799999999999,223.36,99.17399999999999,,,,
331.25,1325.0,,235.798,200.037,81.485,36.882,99.96600000000001,29.695,202.217,77.46600000000001,75.923,75.865,61.41,72.128,89.779,57.278999999999996,125.13600000000001,57.725,108.869,57.858999999999995,96.397,50.082,116.243,109.333,109.814,107.398,95.131,104.895,119.693,102.137,252.632,97.054,190.88299999999998,96.035,81.73899999999999,93.556,218.695,92.204,110.82,92.671,132.495,89.929,66.352,90.53399999999999,59.408,89.539,236.488,88.066,104.266,87.39200000000001,166.609,85.185,110.12,134.832,87.07799999999999,133.253,225.718,133.08100000000002,244.50900000000001,128.165,137.914,124.406,220.40200000000002,126.509,92.97399999999999,125.719,171.766,123.965,235.023,120.148,130.799,121.898,187.521,118.678,120.649,118.255,92.384,114.191,200.94,112.486,248.199,110.62700000000001,116.995,159.58100000000002,180.507,155.119,69.26,155.45,222.548,155.334,108.465,150.227,196.435,147.966,119.081,145.403,133.495,142.846,73.987,142.82299999999998,244.725,141.403,136.808,140.999,92.444,139.562,68.773,138.16299999999998,218.146,136.609,239.8,188.764,209.30200000000002,185.986,221.551,186.0,232.135,182.524,110.382,182.98,202.54,182.185,192.85299999999998,181.30900000000003,239.421,178.953,80.221,178.731,72.933,171.421,227.918,167.135,215.852,166.065,193.188,164.56599999999997,252.69299999999998,163.107,70.01,163.171,197.59599999999998,91.8,219.37,112.242,204.658,70.043,114.522,72.085,74.34,101.176,223.299,99.185,,,,
331.5,1326.0,,235.84799999999998,200.111,81.532,36.908,99.98,29.68,202.325,77.574,75.977,75.859,61.43,72.155,89.63799999999999,57.173,125.12799999999999,57.589,108.98899999999999,57.85,96.361,50.013999999999996,116.209,109.32799999999999,109.83,107.39,95.292,104.789,119.55799999999999,102.307,252.824,97.061,190.91,96.008,81.796,93.61200000000001,218.676,92.13799999999999,110.807,92.646,132.338,90.01299999999999,66.317,90.61,59.371,89.431,236.517,88.006,104.301,87.39399999999999,166.606,85.119,110.146,134.806,87.065,133.244,225.704,133.062,244.535,128.293,138.00799999999998,124.273,220.351,126.509,93.02,125.74,171.774,123.98100000000001,235.03799999999998,120.15299999999999,130.785,121.905,187.495,118.635,120.695,118.13600000000001,92.414,114.21700000000001,200.975,112.471,248.19099999999997,110.61200000000001,117.005,159.60299999999998,180.537,154.982,69.306,155.466,222.50099999999998,155.30200000000002,108.46600000000001,150.244,196.389,147.965,119.055,145.381,133.64600000000002,142.916,73.97,142.851,244.697,141.425,136.834,140.982,92.396,139.605,68.783,138.167,218.13099999999997,136.61,239.74900000000002,188.797,209.31900000000002,185.928,221.238,185.75799999999998,232.123,182.61700000000002,110.416,182.91299999999998,202.533,182.138,192.915,181.39,239.44400000000002,178.93200000000002,80.203,178.72,72.90100000000001,171.415,227.94799999999998,167.19299999999998,215.804,166.06799999999998,193.22299999999998,164.49599999999998,252.763,163.141,70.029,163.18,197.572,91.829,219.22,112.175,204.56900000000002,70.039,114.581,72.056,74.49,101.36,223.15900000000002,99.059,,,,
331.75,1327.0,,235.949,200.204,81.571,36.909,99.958,29.647,202.31099999999998,77.57300000000001,76.009,75.845,61.375,72.071,89.583,57.001000000000005,125.154,57.538999999999994,109.445,58.049,96.34100000000001,49.994,116.241,109.34,109.822,107.415,95.225,104.834,119.55,102.289,252.84099999999998,97.12299999999999,190.87,95.975,81.771,93.65799999999999,218.80900000000003,92.402,110.79700000000001,92.631,132.19799999999998,89.992,66.375,90.666,59.278,89.331,236.455,88.09299999999999,104.32700000000001,87.41,166.602,85.198,110.15,134.832,87.027,133.25799999999998,225.727,133.069,244.525,128.251,137.923,124.322,220.43099999999998,126.561,93.01100000000001,125.755,171.768,124.037,235.082,120.15,130.761,121.90299999999999,187.476,118.47200000000001,120.661,118.23899999999999,92.44200000000001,114.18299999999999,200.965,112.45,248.203,110.57700000000001,117.008,159.588,180.571,154.931,69.344,155.41899999999998,222.442,155.161,108.441,150.29399999999998,196.428,147.945,119.035,145.406,133.487,142.984,73.997,142.83100000000002,244.69400000000002,141.464,136.881,140.946,92.37799999999999,139.578,68.82300000000001,138.148,218.17,136.625,239.705,188.794,209.268,185.865,221.27900000000002,185.778,232.12,182.52700000000002,110.47,183.062,202.515,182.205,192.87,181.31,239.451,178.924,80.168,178.74900000000002,72.862,171.44299999999998,227.938,167.24200000000002,215.77900000000002,166.072,193.25,164.43400000000003,252.824,163.174,70.01899999999999,163.20600000000002,197.252,91.661,219.21200000000002,112.162,204.563,70.01100000000001,114.664,72.122,74.283,101.12899999999999,223.204,99.055,,,,
332.0,1328.0,,235.868,200.08700000000002,81.566,36.906,99.945,29.643,202.222,77.487,76.03699999999999,75.852,61.379,71.991,89.711,57.205,125.117,57.583999999999996,109.35700000000001,58.056999999999995,96.381,49.981,116.211,109.34,109.80799999999999,107.41,95.31,104.73,119.499,102.461,252.953,97.094,190.864,95.919,81.782,93.69200000000001,218.743,92.389,110.742,92.71,132.186,90.11399999999999,66.40100000000001,90.689,59.315,89.387,236.437,88.039,104.32600000000001,87.416,166.61700000000002,85.20700000000001,110.116,134.88,87.024,133.247,225.726,133.07399999999998,244.62599999999998,128.181,138.024,124.287,220.424,126.571,93.02799999999999,125.78399999999999,171.769,124.044,235.09099999999998,120.162,130.755,121.899,187.49,118.485,120.509,118.39,92.37299999999999,114.206,200.862,112.479,248.162,110.63799999999999,117.039,159.575,180.521,154.986,69.315,155.42600000000002,222.34099999999998,155.136,108.33,150.274,196.438,147.923,119.044,145.408,133.654,143.064,73.998,142.846,244.674,141.457,136.856,141.033,92.35600000000001,139.565,68.863,138.137,218.153,136.60399999999998,239.77,188.835,209.285,185.838,221.52599999999998,185.97799999999998,232.165,182.49599999999998,110.486,183.185,202.51,182.209,192.89700000000002,181.271,239.42,178.924,80.229,178.77200000000002,72.844,171.40400000000002,227.97099999999998,167.262,215.75799999999998,166.08900000000003,193.325,164.38099999999997,252.828,163.16299999999998,69.988,163.25,197.40099999999998,91.8,219.21,112.205,204.482,70.01100000000001,114.72,72.363,74.217,101.264,223.143,99.03,,,,
332.25,1329.0,,235.891,200.084,81.575,36.898,99.92,29.651,202.268,77.575,76.045,75.893,61.35,71.97800000000001,89.685,57.17,125.152,57.542,109.49600000000001,58.187,96.40299999999999,49.966,116.221,109.346,109.836,107.37700000000001,95.35799999999999,104.714,119.47,102.566,252.916,97.139,190.868,95.835,81.789,93.675,218.71200000000002,92.382,110.712,92.708,131.939,90.029,66.41,90.72399999999999,59.458999999999996,89.6,236.455,88.05799999999999,104.27600000000001,87.459,166.63099999999997,85.197,110.12,134.881,87.027,133.25,225.702,133.061,244.577,128.11700000000002,138.007,124.39200000000001,220.408,126.595,93.021,125.76700000000001,171.771,124.02799999999999,235.08900000000003,120.13799999999999,130.781,121.92399999999999,187.547,118.697,120.434,118.552,92.296,114.175,200.78099999999998,112.459,248.188,110.66,117.068,159.731,180.503,155.106,69.292,155.418,222.485,155.341,108.35799999999999,150.334,196.482,147.96,119.059,145.44299999999998,133.572,143.097,73.96,142.855,244.636,141.501,136.89,140.937,92.369,139.55700000000002,68.833,138.122,218.14700000000002,136.561,239.769,188.80900000000003,209.208,185.80700000000002,221.583,186.045,232.166,182.542,110.551,183.217,202.482,182.282,192.854,181.264,239.451,178.915,80.278,178.739,72.807,171.418,227.96900000000002,167.226,215.68400000000003,166.03799999999998,193.231,164.503,252.83900000000003,163.19799999999998,69.985,163.249,197.206,91.805,219.209,112.219,204.467,69.999,114.75200000000001,72.279,74.308,101.469,223.092,99.01299999999999,,,,
332.5,1330.0,,235.858,200.024,81.587,36.919000000000004,99.92200000000001,29.677,202.50099999999998,77.77600000000001,75.98899999999999,75.876,61.403999999999996,72.00399999999999,89.598,57.028,125.081,57.342,109.645,58.278,96.41799999999999,50.033,116.243,109.34700000000001,109.805,107.42,95.397,104.73,119.499,102.662,252.885,96.939,190.824,95.852,81.738,93.624,218.678,92.54299999999999,110.779,92.64,131.875,89.99700000000001,66.471,90.736,59.483000000000004,89.69200000000001,236.46200000000002,88.04,104.223,87.42299999999999,166.625,85.149,110.14,134.889,87.039,133.217,225.683,133.075,244.446,128.359,138.115,124.40700000000001,220.377,126.569,93.00399999999999,125.741,171.71599999999998,124.00200000000001,235.088,120.059,130.786,121.915,187.503,118.712,120.406,118.564,92.24700000000001,114.139,200.737,112.48700000000001,248.24599999999998,110.57600000000001,116.99700000000001,159.70600000000002,180.50900000000001,155.134,69.318,155.404,222.515,155.328,108.476,150.359,196.47799999999998,147.917,119.045,145.424,133.44899999999998,143.024,73.987,142.85399999999998,244.58,141.474,136.909,140.914,92.36200000000001,139.584,68.892,138.107,218.13299999999998,136.571,239.805,188.803,209.175,185.75900000000001,221.554,186.02599999999998,232.137,182.467,110.572,183.16299999999998,202.60299999999998,182.12,192.86900000000003,181.33599999999998,239.46099999999998,178.899,80.257,178.75,72.833,171.437,228.015,167.28099999999998,215.72099999999998,166.03900000000002,193.19099999999997,164.49400000000003,252.917,163.17600000000002,69.959,163.215,197.141,91.87200000000001,219.199,112.17299999999999,204.391,70.048,114.829,72.28699999999999,74.282,101.679,223.11700000000002,99.01100000000001,,,,
332.75,1331.0,,235.83700000000002,200.02,81.601,36.949,99.928,29.656999999999996,202.50400000000002,77.79,76.01100000000001,75.93,61.349,71.93,89.51299999999999,57.016999999999996,125.04799999999999,57.328,109.398,58.034,96.439,49.986999999999995,116.32799999999999,109.391,109.833,107.385,95.36200000000001,104.713,119.462,102.68299999999999,252.847,97.146,190.799,95.81700000000001,81.791,93.626,218.727,92.163,110.74700000000001,92.697,131.882,89.965,66.48899999999999,90.715,59.486000000000004,89.654,236.438,88.009,104.242,87.413,166.65099999999998,85.175,110.16,134.864,87.05,133.22899999999998,225.667,133.097,244.49099999999999,128.55,137.99200000000002,124.51299999999999,220.226,126.49,92.978,125.74799999999999,171.72299999999998,124.012,235.118,120.15100000000001,130.841,121.916,187.47299999999998,118.61200000000001,120.445,118.427,92.491,114.196,200.703,112.48200000000001,248.234,110.616,117.01,159.748,180.485,155.18,69.335,155.388,222.486,155.464,108.44200000000001,150.48,196.435,147.846,118.99600000000001,145.409,133.356,142.981,73.987,142.843,244.58,141.53,136.941,140.91899999999998,92.35600000000001,139.611,68.92399999999999,138.048,218.123,136.62,239.715,188.972,209.17,185.74900000000002,221.58700000000002,186.03599999999997,232.118,182.43900000000002,110.382,182.988,202.618,182.08900000000003,192.86900000000003,181.285,239.44400000000002,178.87900000000002,80.313,178.782,72.837,171.40599999999998,228.016,167.359,215.761,166.09599999999998,193.15900000000002,164.46900000000002,252.95,163.219,69.97800000000001,163.173,197.352,91.93799999999999,219.226,112.234,204.405,70.038,114.75399999999999,72.381,74.361,101.531,223.169,99.09,,,,
333.0,1332.0,,235.851,199.924,81.57300000000001,36.961,99.919,29.68,202.394,77.652,76.05,75.975,61.327,72.04,89.35600000000001,56.755,125.065,57.358000000000004,109.385,57.913000000000004,96.416,50.021,116.27799999999999,109.367,109.814,107.40100000000001,95.428,104.634,119.38,102.696,252.732,97.279,190.764,95.87,81.805,93.624,218.797,92.098,110.78200000000001,92.62899999999999,131.852,89.936,66.521,90.625,59.33,89.37,236.419,88.01299999999999,104.211,87.45,166.703,85.18700000000001,110.148,134.89,87.044,133.216,225.643,133.09799999999998,244.572,128.321,138.101,124.456,220.19799999999998,126.43299999999999,92.96700000000001,125.734,171.685,123.999,235.11599999999999,120.113,130.845,121.927,187.502,118.615,120.411,118.43799999999999,92.635,114.286,200.565,112.556,248.27200000000002,110.635,117.01,159.77200000000002,180.435,155.266,69.333,155.381,222.475,155.404,108.384,150.497,196.43900000000002,147.82,118.98100000000001,145.417,133.304,143.014,73.987,142.864,244.574,141.499,136.939,140.966,92.34100000000001,139.636,68.971,138.012,218.113,136.636,239.65,188.99099999999999,209.23,185.887,221.605,186.05200000000002,232.196,182.524,110.35,182.87400000000002,202.606,182.092,192.893,181.264,239.46,178.891,80.30199999999999,178.794,72.873,171.39700000000002,228.02700000000002,167.37099999999998,215.82299999999998,166.095,193.17,164.535,253.053,163.243,69.92399999999999,163.195,197.37900000000002,91.96,219.267,112.318,204.287,69.98100000000001,114.665,72.342,74.431,101.584,223.174,99.119,,,,
333.25,1333.0,,235.873,199.895,81.545,36.966,99.926,29.675,202.50599999999997,77.673,76.048,75.997,61.343999999999994,72.094,89.245,56.707,125.037,57.355,109.0,58.0,96.415,50.008,116.374,109.41,109.85799999999999,107.446,95.417,104.641,119.395,102.73299999999999,252.71599999999998,97.477,190.778,95.86200000000001,81.815,93.67299999999999,218.78799999999998,92.105,110.83200000000001,92.535,131.696,89.949,66.468,90.71,59.317,89.354,236.392,87.965,104.241,87.48700000000001,166.69400000000002,85.13799999999999,110.206,134.881,87.01899999999999,133.219,225.62900000000002,133.14,244.532,128.248,138.161,124.507,220.165,126.4,92.99,125.73200000000001,171.705,124.04799999999999,235.101,120.041,130.843,121.906,187.543,118.756,120.292,118.60799999999999,92.713,114.28200000000001,200.565,112.613,248.236,110.64,116.92,159.852,180.39,155.359,69.31,155.389,222.46400000000003,155.461,108.34899999999999,150.48,196.428,147.776,118.97,145.431,133.405,143.11,73.997,142.863,244.618,141.48,136.922,140.987,92.316,139.645,69.0,138.016,218.104,136.63299999999998,239.644,189.002,209.257,185.91099999999997,221.63099999999997,186.08900000000003,232.19,182.525,110.384,182.83700000000002,202.602,182.101,192.895,181.24200000000002,239.49,178.924,80.346,178.78400000000002,72.875,171.415,228.003,167.278,215.859,166.054,193.253,164.50400000000002,253.02700000000002,163.245,69.934,163.155,197.51,91.99600000000001,219.27599999999998,112.238,204.173,69.957,114.632,72.331,74.4,101.68799999999999,223.22099999999998,99.17,,,,
333.5,1334.0,,235.843,199.918,81.548,36.964,99.92200000000001,29.655,202.455,77.72,76.018,75.96600000000001,61.276,72.092,89.243,56.688,125.056,57.157,108.542,57.913999999999994,96.39299999999999,50.019,116.366,109.39,109.835,107.432,95.62299999999999,104.476,119.368,102.634,252.949,97.289,190.817,95.82600000000001,81.803,93.705,218.798,92.086,110.855,92.553,131.69799999999998,89.98200000000001,66.465,90.69200000000001,59.342,89.348,236.34400000000002,87.96799999999999,104.178,87.46600000000001,166.672,85.15299999999999,110.236,134.871,87.03200000000001,133.22299999999998,225.63299999999998,133.181,244.695,128.148,137.983,124.68,220.19799999999998,126.449,93.01,125.788,171.669,123.963,235.106,120.03299999999999,130.83100000000002,121.919,187.57,118.853,120.264,118.595,92.62899999999999,114.262,200.453,112.633,248.235,110.679,116.895,159.825,180.34799999999998,155.30200000000002,69.327,155.395,222.648,155.55100000000002,108.262,150.412,196.451,147.784,118.961,145.42600000000002,133.358,143.016,73.993,142.86,244.607,141.491,136.953,140.92700000000002,92.286,139.619,69.04,137.97,218.07,136.644,239.579,189.02900000000002,209.32299999999998,185.958,221.646,186.081,232.17700000000002,182.55599999999998,110.34,182.799,202.6,182.095,192.91099999999997,181.28799999999998,239.489,178.93599999999998,80.342,178.79,72.884,171.36599999999999,227.977,167.378,215.90900000000002,166.09,193.16400000000002,164.582,253.06599999999997,163.249,69.999,163.12,197.13099999999997,91.759,219.28799999999998,112.27,204.165,69.928,114.693,72.318,74.508,101.632,223.2,99.10700000000001,,,,
