TimesH,Frame,11,45,52,54,55,57,66,81,82,83,94,98,103,104,105,106,107,116,126,130,140,148,149,152,154,157,158,159,166,171,173,188,194,195,198,209,210,212,219,222,224,227,228,230,238,241,245,246,251,257,258,261,263,266,267,269,286,288,291,292,297,298,304,306,318,321,322,324,326,329,333,336,341,347,350,356,361,362,368,373,376,400,416,444,449,451,453,457,537,538,611,682,800,888,896,974
0.0,0.0,616.865,619.297,629.405,607.27,628.8919999999999,621.865,613.135,618.216,630.757,630.6759999999999,626.135,638.4590000000001,643.27,610.135,632.0,632.649,638.405,631.378,625.243,638.811,645.568,629.297,636.514,616.6759999999999,636.946,638.432,647.73,648.757,643.1080000000001,637.4590000000001,621.0269999999999,,652.3240000000001,645.0269999999999,649.8919999999999,628.73,617.432,640.784,649.243,650.514,640.297,635.649,650.6759999999999,646.297,616.081,626.757,658.919,650.432,654.486,656.595,642.135,645.514,646.4590000000001,617.865,645.811,650.243,644.6759999999999,648.8919999999999,622.649,617.703,636.4590000000001,641.0,648.297,634.946,615.703,641.0,639.8919999999999,635.811,621.4590000000001,613.378,629.568,618.5409999999999,,627.243,620.243,618.243,616.622,613.1080000000001,617.919,609.73,610.9730000000001,602.243,602.1619999999999,608.811,603.595,605.1619999999999,605.432,614.135,,,,,,,,
0.25,1.0,612.73,614.946,622.3240000000001,606.405,622.514,619.0269999999999,611.622,615.054,625.649,626.297,620.0269999999999,630.297,633.649,608.378,626.6759999999999,625.243,628.6759999999999,624.514,618.73,629.811,636.9730000000001,624.081,627.0269999999999,613.568,627.5409999999999,630.8380000000001,637.73,639.081,633.946,628.595,615.919,,640.784,635.189,640.595,619.946,613.486,632.243,638.514,640.6759999999999,632.919,629.351,639.405,638.568,613.514,620.514,647.27,642.135,643.081,645.622,634.243,638.297,637.73,615.189,635.946,642.216,636.5409999999999,638.6759999999999,618.6759999999999,615.297,629.1619999999999,633.757,640.568,628.4590000000001,613.135,634.0269999999999,632.6759999999999,631.135,617.8919999999999,610.297,623.486,616.0269999999999,609.27,622.6759999999999,616.243,613.9730000000001,613.432,611.135,614.811,607.8380000000001,608.622,601.27,603.1080000000001,608.1619999999999,603.297,606.1080000000001,604.919,610.919,,,,,,,,
0.5,2.0,609.757,612.405,617.4590000000001,605.0,618.3240000000001,615.865,608.568,614.405,621.432,620.757,615.757,624.757,625.9730000000001,606.946,622.243,619.73,624.351,619.946,616.081,624.054,627.243,619.0269999999999,620.0269999999999,609.73,623.189,625.1619999999999,630.1080000000001,633.405,629.432,622.297,613.135,624.5409999999999,634.27,628.946,635.405,616.622,611.0,626.6759999999999,633.054,633.297,626.297,624.0,634.1080000000001,630.9730000000001,610.432,616.514,641.243,635.568,635.8380000000001,640.216,627.73,631.8380000000001,629.568,612.865,629.811,634.703,632.378,634.216,615.405,612.703,624.486,628.8919999999999,634.9730000000001,624.757,611.378,628.9730000000001,626.946,626.243,614.27,609.5409999999999,619.0,613.135,607.1080000000001,617.568,613.703,611.8919999999999,610.8380000000001,609.486,613.6759999999999,606.757,607.378,601.73,601.514,607.73,603.757,604.9730000000001,604.1619999999999,608.757,,,,,,,,
0.75,3.0,608.216,611.432,615.135,605.1080000000001,616.919,613.189,609.216,614.865,618.8919999999999,619.919,613.73,622.9730000000001,621.4590000000001,606.568,619.486,616.0,620.6759999999999,616.27,613.405,620.514,623.351,614.6759999999999,617.8380000000001,608.622,618.703,620.3240000000001,625.757,629.8919999999999,625.1080000000001,619.0,611.5409999999999,620.703,628.757,625.189,632.811,612.919,610.8919999999999,624.0269999999999,628.6759999999999,628.486,622.9730000000001,622.135,628.0,628.0,609.811,615.622,636.3240000000001,632.3240000000001,630.919,636.216,624.189,629.0,624.757,610.351,627.1619999999999,631.378,626.27,630.0,614.189,610.351,620.811,624.8919999999999,631.1080000000001,622.73,610.0,626.081,624.297,623.514,611.486,607.405,617.5409999999999,612.216,606.135,616.405,611.595,610.703,610.1080000000001,608.27,612.432,606.351,607.378,601.189,602.243,607.0,603.135,604.1080000000001,604.351,607.649,,,,,,,,
1.0,4.0,607.486,611.081,612.865,604.703,614.9730000000001,612.8380000000001,608.784,613.189,617.8380000000001,619.189,611.351,619.73,619.514,605.8919999999999,617.946,613.622,618.189,614.4590000000001,611.5409999999999,619.595,620.27,613.9730000000001,616.757,608.622,619.081,619.811,624.568,627.784,623.486,618.0,609.649,620.811,625.9730000000001,622.4590000000001,628.784,612.0,608.622,622.216,626.1619999999999,625.135,621.4590000000001,622.081,626.6759999999999,626.5409999999999,608.351,615.27,632.919,628.9730000000001,629.514,632.8919999999999,621.486,627.3240000000001,623.27,609.3240000000001,624.1619999999999,629.4590000000001,622.432,627.514,612.4590000000001,609.8380000000001,619.351,621.378,627.8380000000001,622.054,609.1080000000001,623.649,621.946,621.703,610.6759999999999,607.081,616.297,610.4590000000001,606.0,615.3240000000001,610.649,610.486,609.622,608.703,611.189,605.6759999999999,606.351,601.4590000000001,601.8919999999999,605.784,603.1619999999999,604.784,603.568,606.9730000000001,,,,,,,,
1.25,5.0,607.27,609.351,612.703,604.784,614.1619999999999,612.27,607.514,614.1619999999999,617.081,617.5409999999999,611.0269999999999,620.1619999999999,617.8919999999999,606.27,615.757,613.514,618.3240000000001,614.0269999999999,611.568,618.054,619.784,613.811,615.486,607.189,617.243,618.649,622.135,626.216,624.081,616.811,609.595,618.9730000000001,624.8380000000001,622.3240000000001,628.1619999999999,612.514,608.919,621.73,625.703,623.1619999999999,619.4590000000001,621.378,624.4590000000001,624.757,607.811,613.1080000000001,632.054,627.514,627.9730000000001,631.1080000000001,621.432,625.6759999999999,621.784,609.0,623.216,627.351,621.0,626.703,611.6759999999999,609.378,617.784,622.595,626.3240000000001,620.1619999999999,609.297,622.622,622.811,620.811,610.5409999999999,607.486,616.73,611.135,605.8919999999999,613.351,610.486,609.1619999999999,609.811,608.351,611.1619999999999,605.486,605.811,601.0,601.9730000000001,605.811,603.135,603.811,604.0,607.757,,,,,,,,
1.5,6.0,606.405,608.6759999999999,612.703,603.811,614.432,611.405,608.919,613.811,618.4590000000001,617.405,610.081,618.0269999999999,616.243,605.514,617.081,613.1080000000001,617.378,614.514,611.568,617.6759999999999,619.811,613.595,615.4590000000001,607.8919999999999,616.622,618.865,623.0,626.432,623.081,617.595,609.649,618.8919999999999,625.486,621.595,628.568,614.514,607.811,622.3240000000001,625.73,623.595,619.0269999999999,621.0269999999999,624.486,625.73,609.0,613.784,631.4590000000001,627.432,626.486,631.703,622.9730000000001,626.297,620.297,609.622,623.1080000000001,626.784,622.3240000000001,628.135,611.811,609.757,617.351,621.946,627.189,621.703,608.6759999999999,622.703,622.6759999999999,621.405,609.378,606.649,616.486,610.432,606.135,614.568,609.811,609.757,608.568,608.135,611.568,605.8380000000001,605.351,601.3240000000001,601.919,606.514,604.0,604.081,604.27,606.8380000000001,,,,,,,,
1.75,7.0,607.757,610.135,611.946,605.054,615.081,612.811,609.405,614.3240000000001,618.4590000000001,617.216,610.8380000000001,618.568,616.486,606.784,617.865,614.0,617.649,613.486,611.622,617.757,618.919,612.135,615.189,608.3240000000001,617.405,619.946,623.135,624.919,623.865,617.1080000000001,609.649,620.297,626.1619999999999,620.73,629.1080000000001,611.378,609.297,622.0269999999999,626.216,623.5409999999999,618.8380000000001,621.1080000000001,626.297,627.1080000000001,608.135,614.6759999999999,631.351,628.622,627.784,630.919,623.622,627.514,621.568,609.297,623.865,627.919,623.216,626.919,612.8380000000001,610.1619999999999,617.6759999999999,622.6759999999999,627.703,621.405,608.486,623.568,623.1080000000001,620.135,611.514,607.27,617.6759999999999,609.622,606.568,614.27,609.919,610.432,609.3240000000001,609.4590000000001,611.8919999999999,605.6759999999999,606.486,601.0,602.27,605.514,603.27,603.73,604.432,607.216,624.0,605.514,,,,,,
2.0,8.0,608.4590000000001,608.8380000000001,613.378,605.432,613.054,612.649,611.135,615.514,619.919,618.811,609.8380000000001,620.081,616.919,606.216,617.514,615.135,617.73,615.649,613.081,619.568,619.514,614.595,617.1619999999999,608.243,618.432,620.432,623.351,626.0,624.1080000000001,618.5409999999999,609.351,621.1619999999999,629.3240000000001,621.811,631.243,612.3240000000001,610.568,622.1619999999999,626.351,623.6759999999999,621.865,622.5409999999999,627.595,627.622,609.0269999999999,614.946,631.622,628.081,630.189,632.5409999999999,622.5409999999999,626.8380000000001,621.4590000000001,611.189,623.5409999999999,629.919,624.351,628.622,,609.784,619.405,623.243,628.919,621.243,609.351,624.0269999999999,622.9730000000001,621.9730000000001,611.1080000000001,607.919,618.135,610.865,606.27,615.0269999999999,610.811,610.946,609.595,609.649,611.568,606.432,607.297,601.054,602.6759999999999,605.0,603.568,604.4590000000001,605.297,607.6759999999999,626.216,604.595,,,,,,
2.25,9.0,607.568,610.405,614.0,605.622,614.432,613.757,611.0269999999999,616.568,619.189,618.9730000000001,610.649,621.4590000000001,618.3240000000001,606.9730000000001,618.757,614.946,619.432,616.865,613.297,620.432,619.1619999999999,615.378,615.784,609.351,618.1080000000001,622.297,625.135,627.27,624.432,618.9730000000001,611.0269999999999,621.811,629.351,623.0,631.351,612.757,610.514,622.5409999999999,628.432,625.378,621.784,622.486,627.73,627.0269999999999,609.432,615.568,632.946,629.1080000000001,629.5409999999999,632.865,623.351,628.189,621.946,610.243,625.243,630.351,625.9730000000001,628.622,,610.784,620.378,624.703,630.1619999999999,621.784,609.0269999999999,624.216,624.865,621.378,610.919,608.0,618.216,612.1080000000001,606.0269999999999,616.946,610.0,611.135,609.351,610.0269999999999,612.0269999999999,607.6759999999999,606.405,601.514,603.216,605.595,604.378,604.514,606.054,606.919,625.1619999999999,605.568,,,,,,
2.5,10.0,608.486,610.595,614.6759999999999,606.216,615.649,614.784,612.811,617.649,620.5409999999999,619.919,611.919,621.189,619.919,607.243,620.081,615.054,619.405,618.135,613.8380000000001,620.486,620.27,614.8380000000001,617.6759999999999,609.73,619.6759999999999,622.946,625.0269999999999,628.1080000000001,624.784,618.811,611.351,622.865,630.4590000000001,623.8380000000001,631.5409999999999,615.0269999999999,610.703,624.0269999999999,628.054,626.0269999999999,622.5409999999999,622.0,627.0269999999999,627.081,610.595,615.8919999999999,633.946,629.622,629.865,635.6759999999999,622.8380000000001,629.622,623.514,610.649,626.73,631.757,625.5409999999999,630.3240000000001,,610.9730000000001,620.8380000000001,624.486,630.8380000000001,622.3240000000001,609.595,625.135,625.73,622.243,611.8380000000001,608.27,618.8919999999999,611.27,606.946,616.405,611.1080000000001,611.4590000000001,609.514,609.8380000000001,612.432,607.0,607.081,601.514,602.8919999999999,606.297,604.486,604.622,605.8919999999999,608.4590000000001,625.568,605.514,,,,,,
2.75,11.0,608.946,610.946,614.054,606.73,615.243,615.73,612.568,617.0,622.0,619.865,610.297,624.081,618.946,607.784,620.1080000000001,616.1619999999999,618.8919999999999,618.4590000000001,614.865,621.3240000000001,621.054,615.784,618.0269999999999,609.135,620.243,623.946,627.243,626.784,624.595,619.946,612.054,622.351,631.378,624.216,632.351,614.432,611.3240000000001,624.4590000000001,627.757,626.595,623.054,622.9730000000001,629.622,627.297,609.1619999999999,616.297,633.595,629.432,632.378,635.568,622.622,630.8919999999999,624.3240000000001,610.568,626.784,632.73,626.8919999999999,629.784,,612.243,621.703,623.8380000000001,632.081,622.189,609.757,626.189,624.8380000000001,621.946,612.081,608.595,617.9730000000001,612.0269999999999,606.8919999999999,616.1619999999999,611.297,611.486,609.757,610.0,612.8919999999999,607.757,607.4590000000001,600.9730000000001,604.054,605.595,604.9730000000001,604.595,607.1080000000001,608.514,626.8380000000001,605.378,,,,,,
