TimesH,Frame,NoMissing,24,24,29,29,248,248,304,304,306,306,309,309,313,313,316,316,318,318,319,319,324,324,325,325,338,338,350,350,352,352,354,354,362,362,363,363,366,366,373,373,375,375,376,376,377,377,378,378,381,381,386,386,387,387,390,390,391,391,393,393,398,398,403,403,404,404,413,413,414,414,415,415,416,416,424,424,425,425,427,427,428,428,431,431,432,432,434,434,435,435,444,444,445,445,447,447,448,448,456,456,458,458,459,459,460,460,461,461,466,466,469,469,470,470,472,472,485,485,486,486,491,491,503,503,507,507,508,508,509,509,510,510,512,512,516,516,518,518,522,522,526,526,532,532,543,543,549,549,562,562,569,569,576,576,582,582,950,950,980,980,1091,1091,1460,1460,1570,1570,1820,1820,2348,2348
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
101.75,407.0,,109.48700000000001,245.796,243.19299999999998,229.46400000000003,272.55400000000003,94.06299999999999,121.09,133.7,172.502,133.341,109.555,137.364,125.069,141.437,174.438,140.782,229.34900000000002,143.32299999999998,271.031,141.30200000000002,244.217,147.97899999999998,167.075,145.14700000000002,270.931,118.179,268.732,125.15100000000001,243.15099999999998,126.648,261.464,128.76,230.21099999999998,162.289,263.992,163.164,256.176,165.602,241.146,167.727,109.152,166.945,136.811,167.899,81.066,170.446,283.857,170.014,266.225,171.745,230.22400000000002,171.294,284.678,150.168,107.96,151.135,171.014,152.247,253.63,152.416,115.23100000000001,153.077,242.335,153.21,292.434,155.151,258.423,157.766,280.528,158.22,148.925,159.303,131.476,185.015,282.183,187.79,288.078,187.43400000000003,224.639,188.19,312.488,189.547,109.93799999999999,189.65,296.877,187.748,155.755,190.19099999999997,267.033,190.03900000000002,229.295,192.612,121.936,191.703,124.071,171.68200000000002,143.366,174.976,166.703,176.463,229.41299999999998,178.65200000000002,275.53,178.28,88.304,179.873,112.811,180.71099999999998,178.41099999999997,179.317,241.292,181.267,120.656,182.283,99.676,182.58900000000003,281.841,209.44099999999997,292.642,205.851,100.115,210.149,149.941,214.21400000000003,140.556,195.27,173.065,195.197,258.233,194.581,276.971,195.05200000000002,105.45299999999999,196.378,234.554,199.733,152.653,199.15599999999998,143.51,201.808,158.907,201.67,113.917,206.765,125.786,220.093,135.408,224.149,167.428,224.613,114.521,218.58,161.901,216.55200000000002,140.22299999999998,217.157,261.445,211.31400000000002,126.758,202.89,172.26,172.27599999999998,138.92,152.675,342.11,204.40900000000002,248.97299999999998,175.359,272.024,162.52200000000002
102.0,408.0,,109.48,245.81599999999997,243.197,229.447,272.573,94.06,121.084,133.72299999999998,172.481,133.30200000000002,109.574,137.404,125.08,141.335,174.37400000000002,140.727,229.25099999999998,143.393,271.133,141.39600000000002,244.208,147.995,167.106,145.134,270.885,118.238,268.715,125.15700000000001,243.15400000000002,126.662,261.47,128.764,230.21400000000003,162.369,263.948,163.132,256.144,165.583,241.143,167.747,109.178,166.892,136.799,167.915,81.067,170.43599999999998,283.828,170.007,266.269,171.822,230.22099999999998,171.292,284.66200000000003,150.13,107.927,151.136,171.018,152.253,253.627,152.41899999999998,115.22399999999999,153.083,242.326,153.18,292.438,155.143,258.318,157.70600000000002,280.535,158.241,148.91899999999998,159.262,131.47,185.013,282.17900000000003,187.795,288.006,187.394,224.607,187.975,312.533,189.687,109.91799999999999,189.63,296.88599999999997,187.768,155.75799999999998,190.285,267.064,190.074,229.31900000000002,192.606,121.92200000000001,191.69400000000002,124.036,171.673,143.358,174.97799999999998,166.72299999999998,176.46200000000002,229.372,178.648,275.53700000000003,178.248,88.32,179.908,112.821,180.705,178.392,179.007,241.28,181.257,120.667,182.291,99.725,182.636,281.828,209.398,292.656,205.864,100.105,210.15900000000002,149.767,214.31900000000002,140.57299999999998,195.27200000000002,173.081,195.18099999999998,258.013,194.602,276.978,195.049,105.50399999999999,196.363,234.497,199.726,152.659,199.141,143.546,201.86,158.91,201.592,113.92,206.765,125.757,220.082,135.385,224.132,167.458,224.627,115.0,218.0,161.933,216.544,140.224,217.136,261.409,211.326,126.764,202.89,172.24,172.364,138.961,152.70600000000002,342.244,204.612,249.003,175.375,272.018,162.52
102.25,409.0,,109.449,245.80599999999998,243.12099999999998,229.521,272.59,94.046,121.09,133.678,172.48,133.278,109.584,137.417,125.09299999999999,141.335,174.35,140.766,229.308,143.39700000000002,271.181,141.27200000000002,244.183,147.985,167.058,145.115,270.89799999999997,118.24799999999999,268.72900000000004,125.16799999999999,243.17,126.65799999999999,261.469,128.762,230.22,162.388,263.981,163.14,256.175,165.551,241.144,167.722,109.212,167.1,136.785,167.92,80.982,170.488,283.812,170.007,266.307,171.90599999999998,230.225,171.25599999999997,284.44599999999997,150.28,107.921,151.14,171.018,152.252,253.605,152.339,115.22,153.079,242.33900000000003,153.18200000000002,292.435,155.138,258.368,157.76,280.579,158.235,148.955,159.219,131.47,185.02,282.182,187.75900000000001,288.02,187.34900000000002,224.687,188.016,312.557,189.643,109.927,189.64700000000002,296.902,187.757,155.72799999999998,190.264,267.077,190.077,229.291,192.579,121.91,191.68099999999998,124.044,171.667,143.338,174.96900000000002,166.68599999999998,176.435,229.33599999999998,178.64700000000002,275.578,178.24200000000002,88.307,179.929,112.82600000000001,180.696,178.375,178.89,241.305,181.22799999999998,120.684,182.267,99.72,182.595,281.842,209.393,292.672,205.85299999999998,100.15799999999999,210.168,149.80100000000002,214.30700000000002,140.567,195.313,173.018,195.157,257.95,194.585,276.953,195.033,105.51899999999999,196.358,234.517,199.717,152.619,199.149,143.495,201.821,158.912,201.519,113.93,206.763,125.71799999999999,220.033,135.39,224.149,167.47099999999998,224.638,114.494,218.58,161.916,216.55599999999998,140.18,217.26,261.427,211.29,126.765,202.891,172.21900000000002,172.329,138.94299999999998,152.692,342.49199999999996,204.77900000000002,248.65099999999998,175.53,272.031,162.50799999999998
102.5,410.0,,109.39200000000001,245.815,243.135,229.50799999999998,272.58799999999997,94.04899999999999,121.022,133.519,172.445,133.295,109.566,137.446,125.12,141.296,174.33599999999998,140.835,229.238,143.44299999999998,271.16700000000003,141.25,244.169,147.95,167.06799999999998,145.156,270.933,118.24,268.775,125.191,243.197,126.678,261.47900000000004,128.755,230.196,162.391,263.953,163.119,256.126,165.541,241.148,167.725,109.206,167.075,136.849,167.926,81.013,170.49599999999998,283.83,170.012,266.305,171.951,230.204,171.245,284.465,150.293,107.91,151.149,171.00799999999998,152.282,253.715,152.30700000000002,115.226,153.075,242.347,153.18,292.444,155.139,258.437,157.81799999999998,280.587,158.232,148.9,159.19,131.453,185.013,282.185,187.78900000000002,288.04200000000003,187.28599999999997,224.52900000000002,187.872,312.628,189.555,109.917,189.632,296.899,187.761,155.716,190.183,267.073,190.06799999999998,229.28799999999998,192.53599999999997,121.90100000000001,191.666,124.02799999999999,171.673,143.363,174.979,166.666,176.451,229.268,178.595,275.414,178.18,88.18299999999999,179.887,112.829,180.679,178.41299999999998,179.03900000000002,241.269,181.217,120.689,182.265,99.64200000000001,182.50900000000001,281.867,209.372,292.666,205.825,100.15799999999999,210.16299999999998,149.695,214.274,140.548,195.32,172.989,195.132,258.618,194.415,276.9,195.03,105.602,196.30599999999998,234.493,199.722,152.57,199.153,143.512,201.831,158.915,201.447,113.932,206.75900000000001,125.762,220.093,135.357,224.114,167.477,224.605,115.0,218.0,161.942,216.553,140.159,217.263,261.409,211.30700000000002,126.764,202.899,172.11900000000003,172.266,138.921,152.719,342.33099999999996,204.93400000000003,248.63299999999998,175.558,272.045,162.523
102.75,411.0,,109.37200000000001,245.80200000000002,243.199,229.44799999999998,272.585,94.054,121.022,133.494,172.446,133.261,109.56299999999999,137.434,125.12,141.389,174.328,140.739,229.183,143.399,271.187,141.25799999999998,244.162,147.872,167.06400000000002,145.136,270.91900000000004,118.234,268.75,125.15100000000001,243.18599999999998,126.684,261.481,128.751,230.141,162.436,264.031,163.14700000000002,256.126,165.545,241.158,167.75099999999998,109.225,167.21200000000002,136.844,167.91099999999997,80.986,170.53599999999997,283.82599999999996,169.984,266.336,171.87,230.21900000000002,171.287,284.499,150.22299999999998,107.915,151.154,170.977,152.351,253.64,152.311,115.23899999999999,153.067,242.34599999999998,153.192,292.465,155.143,258.471,157.836,280.559,158.227,148.951,159.186,131.44,185.017,282.193,187.78099999999998,287.999,187.268,224.43599999999998,187.708,312.504,189.49,109.93700000000001,189.604,296.893,187.763,155.668,190.109,267.08099999999996,190.053,229.262,192.5,121.90299999999999,191.657,123.991,171.68900000000002,143.341,174.97,166.653,176.49,229.264,178.667,275.558,178.13400000000001,88.295,179.885,112.835,180.68,178.497,178.507,241.275,181.197,120.691,182.257,99.68799999999999,182.523,281.841,209.364,292.67400000000004,205.813,100.227,210.176,149.689,214.248,140.543,195.293,172.96599999999998,195.05900000000003,258.65,194.422,276.888,195.037,105.585,196.331,234.535,199.72299999999998,152.52200000000002,199.148,143.517,201.84400000000002,158.942,201.519,113.93,206.745,125.712,220.02599999999998,135.34,224.079,167.486,224.562,115.0,218.0,161.959,216.543,140.185,217.226,261.443,211.27900000000002,126.762,202.893,172.14700000000002,172.317,138.924,152.725,342.029,204.423,248.243,175.88099999999997,272.029,162.52100000000002
103.0,412.0,,109.367,245.795,243.25099999999998,229.399,272.587,94.052,121.056,133.472,172.442,133.289,109.51799999999999,137.497,125.14200000000001,141.444,174.31900000000002,140.847,229.215,143.422,271.251,141.205,244.195,147.894,167.093,145.09799999999998,270.973,118.24700000000001,268.79200000000003,125.14,243.19099999999997,126.689,261.478,128.756,230.148,162.414,264.043,163.111,256.092,165.572,241.17700000000002,167.755,109.242,167.141,136.851,167.89700000000002,80.961,170.505,283.79400000000004,169.99099999999999,266.367,171.838,230.18400000000003,171.268,284.459,150.24200000000002,107.921,151.135,170.937,152.321,253.782,152.153,115.241,153.06799999999998,242.326,153.155,292.46299999999997,155.14700000000002,258.448,157.832,280.535,158.232,148.876,159.203,131.445,185.00400000000002,282.17,187.76,287.98400000000004,187.30700000000002,224.295,187.74400000000003,312.732,189.555,109.946,189.601,296.884,187.767,155.594,190.128,267.093,190.042,229.225,192.487,121.89200000000001,191.642,124.035,171.668,143.33,174.949,166.655,176.42700000000002,229.255,178.66400000000002,275.541,178.157,88.219,179.889,112.83200000000001,180.68400000000003,178.57,178.21599999999998,241.25400000000002,181.19400000000002,120.68799999999999,182.26,99.675,182.475,281.837,209.37599999999998,292.67,205.80900000000003,100.184,210.15,149.744,214.195,140.516,195.304,172.998,195.025,258.622,194.446,276.858,195.02900000000002,105.58,196.31599999999997,234.521,199.72,152.505,199.12900000000002,143.504,201.78400000000002,158.966,201.52900000000002,113.93799999999999,206.739,125.72200000000001,220.018,135.31799999999998,224.093,167.512,224.50900000000001,114.514,218.425,161.941,216.525,140.17600000000002,217.149,261.418,211.294,126.757,202.89700000000002,172.174,172.31599999999997,138.934,152.751,342.12699999999995,204.574,248.257,175.888,272.04200000000003,162.512
103.25,413.0,,109.40700000000001,245.792,243.176,229.405,272.595,94.051,121.051,133.399,172.421,133.244,109.51299999999999,137.507,125.154,141.463,174.283,140.77700000000002,229.217,143.35299999999998,271.418,141.254,244.17,147.92,167.017,145.075,270.971,118.26100000000001,268.803,125.10700000000001,243.18900000000002,126.679,261.486,128.75,230.188,162.39,264.04400000000004,163.161,256.134,165.555,241.19799999999998,167.75,109.318,167.06799999999998,136.847,167.90200000000002,81.012,170.49400000000003,283.763,169.982,266.369,171.72299999999998,230.19799999999998,171.24900000000002,284.5,150.22,107.915,151.16299999999998,170.935,152.404,253.833,152.105,115.235,153.069,242.34799999999998,153.161,292.465,155.137,258.464,157.81,280.553,158.247,148.822,159.122,131.447,185.00599999999997,282.14599999999996,187.74,287.991,187.32299999999998,224.233,187.53900000000002,312.615,189.502,109.926,189.57,296.87,187.826,155.688,190.158,267.064,190.065,229.203,192.45,121.883,191.642,124.057,171.67,143.33700000000002,174.951,166.649,176.393,229.201,178.704,275.735,178.13299999999998,88.28399999999999,179.86700000000002,112.84100000000001,180.68200000000002,178.43400000000003,178.44299999999998,241.233,181.19,120.714,182.243,99.61200000000001,182.495,281.843,209.345,292.66900000000004,205.82,100.19,210.158,149.68200000000002,214.222,140.50799999999998,195.295,172.94,195.037,258.62,194.412,276.828,195.02200000000002,105.677,196.29,234.49099999999999,199.735,152.493,199.173,143.52200000000002,201.688,158.971,201.55599999999998,113.943,206.729,125.56,219.894,135.312,224.077,167.51,224.55700000000002,114.538,218.415,161.941,216.542,140.215,217.15099999999998,261.41200000000003,211.274,126.76100000000001,202.87900000000002,172.215,172.30900000000003,138.91,152.77700000000002,342.027,204.65,248.21400000000003,175.919,272.034,162.506
103.5,414.0,,109.36200000000001,245.778,243.112,229.407,272.603,94.05,121.039,133.414,172.398,133.218,109.545,137.409,125.184,141.305,174.248,140.743,229.31,143.548,271.659,141.187,244.165,147.914,166.921,145.09799999999998,270.987,118.24,268.76099999999997,125.14399999999999,243.16400000000002,126.645,261.486,128.749,230.19799999999998,162.346,264.069,163.203,256.132,165.52700000000002,241.197,167.71400000000003,109.219,167.192,136.844,167.926,80.992,170.479,283.742,169.96099999999998,266.36400000000003,171.635,230.207,171.285,284.358,150.205,107.92399999999999,151.157,170.953,152.322,253.81599999999997,152.13299999999998,115.24,153.066,242.345,153.19,292.467,155.127,258.5,157.892,280.575,158.241,148.89,159.134,131.461,184.99200000000002,282.143,187.74099999999999,287.986,187.329,224.105,187.419,312.528,189.46599999999998,109.915,189.53599999999997,296.868,187.80900000000003,155.744,190.15200000000002,267.072,190.05599999999998,229.265,192.459,121.883,191.63099999999997,124.04,171.703,143.349,174.94299999999998,166.67,176.422,229.22799999999998,178.72099999999998,275.694,178.07299999999998,88.258,179.794,112.851,180.679,178.278,178.532,241.248,181.19299999999998,120.72,182.238,99.60700000000001,182.514,281.81,209.315,292.666,205.812,100.176,210.149,149.692,214.282,140.52200000000002,195.293,172.946,195.021,258.438,194.549,276.798,195.014,105.675,196.28599999999997,234.495,199.71099999999998,152.549,199.114,143.47299999999998,201.708,158.964,201.643,113.943,206.734,125.499,219.859,135.316,224.041,167.511,224.593,115.0,218.0,161.965,216.541,140.191,217.172,261.397,211.236,126.764,202.875,172.213,172.322,138.829,152.74200000000002,342.16900000000004,204.692,248.209,175.935,272.033,162.494
103.75,415.0,,109.384,245.78799999999998,243.243,229.338,272.622,94.04799999999999,121.07700000000001,133.578,172.429,133.329,109.552,137.411,125.18700000000001,141.231,174.271,140.685,229.28799999999998,143.513,271.654,141.153,244.174,147.92,166.926,145.07299999999998,270.988,118.26799999999999,268.763,125.212,243.14,126.611,261.47900000000004,128.741,230.218,162.33100000000002,264.093,163.18200000000002,256.119,165.53400000000002,241.172,167.707,109.307,167.71099999999998,136.877,167.93200000000002,80.95100000000001,170.505,283.71299999999997,169.963,266.281,171.715,230.24400000000003,171.304,284.561,150.202,107.944,151.14600000000002,170.968,152.345,253.82,152.195,115.242,153.069,242.34599999999998,153.21200000000002,292.465,155.123,258.513,157.968,280.562,158.225,148.857,159.201,131.468,184.97400000000002,282.126,187.75400000000002,288.007,187.35299999999998,224.398,187.59,312.381,189.38,109.898,189.56599999999997,296.85,187.783,155.784,190.188,267.07099999999997,190.03900000000002,229.327,192.487,121.887,191.604,124.066,171.66,143.35299999999998,174.957,166.68400000000003,176.44,229.178,178.68599999999998,275.551,178.077,88.194,179.778,112.86,180.685,178.188,178.83599999999998,241.238,181.195,120.766,182.204,99.67299999999999,182.52900000000002,281.818,209.301,292.675,205.83599999999998,100.16799999999999,210.15200000000002,149.738,214.28400000000002,140.519,195.266,172.87599999999998,194.965,258.47900000000004,194.54,276.789,195.015,105.745,196.27,234.49900000000002,199.71099999999998,152.529,199.153,143.52700000000002,201.7,158.94799999999998,201.648,113.939,206.727,125.51799999999999,219.78400000000002,135.32299999999998,224.042,167.53599999999997,224.583,114.53200000000001,218.515,161.989,216.53,140.214,217.05200000000002,261.379,211.248,126.741,202.85299999999998,172.227,172.294,138.829,152.762,341.81,204.521,248.136,175.945,272.08099999999996,162.47799999999998
104.0,416.0,,109.37200000000001,245.787,243.3,229.35299999999998,272.618,94.044,121.038,133.52200000000002,172.403,133.33100000000002,109.58200000000001,137.405,125.178,141.346,174.263,140.541,229.14700000000002,143.497,271.672,141.231,244.15,147.972,166.97799999999998,145.083,271.0,118.23200000000001,268.682,125.13,243.21099999999998,126.63,261.48400000000004,128.734,230.24599999999998,162.33700000000002,264.072,163.125,256.153,165.55200000000002,241.172,167.715,109.32,167.68099999999998,136.864,167.94,80.918,170.546,283.731,169.96599999999998,266.282,171.73,230.178,171.299,284.545,150.122,107.948,151.151,170.946,152.54399999999998,253.79,152.18200000000002,115.24799999999999,153.067,242.357,153.24,292.471,155.116,258.661,157.977,280.559,158.233,148.834,159.234,131.487,184.982,282.124,187.75099999999998,288.012,187.357,224.342,187.595,312.383,189.34400000000002,109.88,189.563,296.89099999999996,187.771,155.69899999999998,190.195,267.098,190.002,229.361,192.475,121.89,191.597,124.04,171.65900000000002,143.371,174.96099999999998,166.662,176.388,229.136,178.56900000000002,275.618,178.10299999999998,88.209,179.81400000000002,112.869,180.68200000000002,178.257,178.618,241.25,181.208,120.78200000000001,182.19799999999998,99.611,182.53799999999998,281.807,209.27700000000002,292.663,205.833,100.15100000000001,210.127,149.803,214.22799999999998,140.498,195.264,172.861,194.916,258.166,194.64700000000002,276.791,195.016,105.814,196.22400000000002,234.519,199.726,152.627,199.11900000000003,143.464,201.65400000000002,158.97899999999998,201.695,113.928,206.725,125.501,219.76,135.308,224.03900000000002,167.511,224.6,114.52,218.542,162.011,216.483,140.185,217.08700000000002,261.399,211.27700000000002,126.745,202.85,172.217,172.298,138.81799999999998,152.783,342.101,204.563,248.12599999999998,175.96400000000003,272.077,162.469
104.25,417.0,,109.39,245.77200000000002,243.273,229.40099999999998,272.622,94.04899999999999,120.95700000000001,133.40200000000002,172.385,133.34799999999998,109.539,137.451,125.149,141.485,174.25400000000002,140.571,229.021,143.36700000000002,271.695,141.273,244.153,147.89700000000002,167.032,145.091,270.997,118.205,268.70099999999996,125.154,243.197,126.64299999999999,261.48900000000003,128.735,230.234,162.359,264.012,163.054,256.092,165.60299999999998,241.16,167.692,109.575,167.752,136.852,167.946,81.015,170.49400000000003,283.778,169.982,266.327,171.69099999999997,230.238,171.308,284.468,150.107,107.95700000000001,151.127,171.00900000000001,152.339,253.808,152.149,115.255,153.05700000000002,242.36,153.243,292.47,155.12,258.507,157.945,280.551,158.236,148.791,159.25799999999998,131.498,184.96400000000003,282.079,187.757,287.947,187.34,224.334,187.577,312.394,189.32299999999998,109.87100000000001,189.553,296.882,187.733,155.68200000000002,190.19400000000002,267.149,189.965,229.329,192.47799999999998,121.883,191.58700000000002,124.042,171.67700000000002,143.391,174.94,166.669,176.325,229.088,178.567,275.586,178.045,88.29700000000001,179.80599999999998,112.85700000000001,180.673,178.25,178.581,241.27700000000002,181.202,120.781,182.18200000000002,99.646,182.547,281.812,209.268,292.685,205.84,100.21799999999999,210.11,149.767,214.267,140.526,195.28099999999998,172.921,194.91099999999997,258.754,194.421,276.779,195.012,105.84700000000001,196.155,234.484,199.68,152.643,199.104,143.461,201.514,159.009,201.632,113.92399999999999,206.72799999999998,125.475,219.778,135.283,224.024,167.521,224.577,114.56299999999999,218.50400000000002,162.004,216.46200000000002,140.194,217.03,261.394,211.233,126.738,202.83900000000003,172.19799999999998,172.24900000000002,138.82299999999998,152.817,342.085,204.53400000000002,248.22400000000002,175.96900000000002,272.08299999999997,162.454
104.5,418.0,,109.37100000000001,245.774,243.153,229.445,272.63599999999997,94.046,121.055,133.513,172.36,133.35399999999998,109.48100000000001,137.51,125.15299999999999,141.493,174.24400000000003,140.589,229.09599999999998,143.325,271.732,141.196,244.176,147.994,167.015,145.082,271.017,118.205,268.721,125.164,243.185,126.60700000000001,261.508,128.741,230.22799999999998,162.405,264.13599999999997,163.043,256.025,165.622,241.173,167.69799999999998,109.64200000000001,167.75,136.85399999999998,167.963,80.936,170.535,283.79900000000004,169.99400000000003,266.27,171.63400000000001,230.243,171.34799999999998,284.379,150.049,107.95100000000001,151.138,170.96099999999998,152.30200000000002,253.83,152.16299999999998,115.259,153.058,242.352,153.261,292.478,155.12,258.381,157.947,280.575,158.252,148.751,159.237,131.491,184.975,282.105,187.77900000000002,288.003,187.34099999999998,224.237,187.601,312.385,189.30200000000002,109.884,189.545,296.869,187.736,155.636,190.225,267.115,189.952,229.295,192.503,121.874,191.57,124.03299999999999,171.665,143.381,174.954,166.672,176.334,229.09900000000002,178.58700000000002,275.597,178.047,88.294,179.792,112.85600000000001,180.669,178.204,178.94400000000002,241.264,181.205,120.76899999999999,182.17700000000002,99.61399999999999,182.53400000000002,281.802,209.263,292.684,205.831,100.21700000000001,210.06599999999997,149.83100000000002,214.16099999999997,140.534,195.273,172.90900000000002,194.765,258.709,194.373,276.776,195.007,105.84100000000001,196.078,234.498,199.662,152.635,199.135,143.547,201.547,158.986,201.61,113.914,206.73,125.516,219.804,135.287,224.04,167.53799999999998,224.614,114.539,218.52599999999998,161.999,216.489,140.189,217.077,261.411,211.24900000000002,126.75200000000001,202.83599999999998,172.192,172.253,138.843,152.828,342.025,204.472,248.195,175.981,272.108,162.42600000000002
104.75,419.0,,109.365,245.764,243.016,229.595,272.645,94.03299999999999,121.014,133.505,172.356,133.384,109.47200000000001,137.48,125.139,141.489,174.233,140.57399999999998,228.99099999999999,143.295,271.695,141.17600000000002,244.15200000000002,147.945,167.033,145.11,271.04,118.198,268.76099999999997,125.161,243.22,126.6,261.514,128.733,230.21,162.438,264.113,163.045,256.014,165.548,241.18900000000002,167.675,109.734,167.83599999999998,136.832,167.95,80.92699999999999,170.43400000000003,283.791,170.014,266.197,171.582,230.231,171.328,284.324,150.049,107.958,151.131,170.947,152.266,253.835,152.062,115.266,153.061,242.33599999999998,153.289,292.467,155.121,258.418,157.9,280.582,158.26,148.734,159.148,131.482,184.982,282.111,187.77700000000002,288.03,187.324,224.21400000000003,187.49400000000003,312.5,189.328,109.88,189.544,296.842,187.73,155.627,190.239,267.087,189.977,229.269,192.519,121.861,191.555,124.07600000000001,171.613,143.364,174.96,166.687,176.38299999999998,229.03400000000002,178.622,275.58799999999997,178.08599999999998,88.28299999999999,179.78,112.85700000000001,180.65200000000002,178.204,178.88400000000001,241.25400000000002,181.192,120.795,182.18,99.669,182.56900000000002,281.77099999999996,209.268,292.67,205.83,100.236,210.06,149.83700000000002,214.128,140.555,195.25900000000001,172.899,194.79,258.64599999999996,194.395,276.76,195.016,105.834,196.04,234.486,199.672,152.664,199.127,143.498,201.47,158.974,201.604,113.912,206.72299999999998,125.463,219.822,135.284,224.03799999999998,167.555,224.579,114.544,218.52,161.987,216.47099999999998,140.221,217.03,261.39799999999997,211.22400000000002,126.73700000000001,202.828,172.2,172.24400000000003,138.773,152.786,341.85400000000004,204.65900000000002,248.285,175.90900000000002,272.112,162.43
105.0,420.0,,109.34100000000001,245.75900000000001,242.935,229.642,272.644,94.03299999999999,120.93700000000001,133.469,172.34400000000002,133.408,109.459,137.445,125.167,141.56,174.25,140.59799999999998,229.06599999999997,143.275,271.555,141.097,244.135,147.892,167.053,145.16,271.06,118.179,268.76099999999997,125.194,243.231,126.58,261.51,128.736,230.183,162.455,264.132,163.114,255.981,165.57,241.18599999999998,167.645,109.77799999999999,167.769,136.836,167.93200000000002,81.006,170.37099999999998,283.784,170.005,266.186,171.595,230.266,171.35299999999998,284.186,150.175,107.95700000000001,151.138,170.93599999999998,152.304,253.863,152.05700000000002,115.26700000000001,153.05700000000002,242.34799999999998,153.279,292.466,155.124,258.59,157.988,280.54400000000004,158.249,148.731,159.09799999999998,131.46200000000002,184.98,282.14,187.74900000000002,288.02099999999996,187.359,224.127,187.458,312.66,189.35,109.87799999999999,189.52700000000002,296.823,187.726,155.567,190.287,267.061,189.993,229.28900000000002,192.507,121.84,191.55,124.08,171.604,143.36,174.952,166.7,176.412,228.98,178.46,275.541,178.105,88.24,179.813,112.865,180.642,178.213,179.19400000000002,241.236,181.179,120.789,182.18,99.685,182.593,281.752,209.268,292.678,205.83700000000002,100.29700000000001,210.047,149.876,214.05700000000002,140.549,195.25099999999998,172.863,194.66299999999998,258.517,194.372,276.749,195.019,105.819,196.00400000000002,234.523,199.71,152.67700000000002,199.125,143.589,201.449,158.999,201.612,113.917,206.717,125.48100000000001,219.84099999999998,135.281,224.044,167.581,224.56799999999998,114.559,218.523,162.013,216.49,140.21200000000002,217.043,261.353,211.226,126.728,202.82,172.226,172.208,138.789,152.783,341.973,204.62,248.207,175.93200000000002,272.10900000000004,162.44299999999998
105.25,421.0,,109.34,245.735,243.13299999999998,229.451,272.637,94.039,120.96700000000001,133.34799999999998,172.358,133.359,109.48200000000001,137.463,125.162,141.497,174.235,140.507,229.08599999999998,143.159,271.561,141.082,244.18,147.904,166.987,145.23,271.04200000000003,118.227,268.78700000000003,125.12100000000001,243.21400000000003,126.588,261.524,128.739,230.195,162.42,264.257,163.165,255.94400000000002,165.613,241.22400000000002,167.581,109.734,167.83,136.84,167.94299999999998,80.998,170.31400000000002,283.79200000000003,170.012,266.122,171.68400000000003,230.25400000000002,171.351,284.23,150.32299999999998,107.96,151.14,170.926,152.369,253.83,152.109,115.26700000000001,153.06,242.31900000000002,153.292,292.452,155.126,258.558,157.97,280.563,158.28799999999998,148.718,159.05,131.472,184.97299999999998,282.15,187.75,288.075,187.4,224.03400000000002,187.28400000000002,312.577,189.327,109.881,189.565,296.806,187.71900000000002,155.57399999999998,190.27700000000002,267.096,189.953,229.28400000000002,192.50099999999998,121.82600000000001,191.52599999999998,124.066,171.59799999999998,143.356,174.953,166.709,176.40200000000002,229.13,178.44099999999997,275.547,178.107,88.223,179.821,112.866,180.63099999999997,178.187,178.97,241.231,181.171,120.79299999999999,182.172,99.60799999999999,182.507,281.73400000000004,209.282,292.675,205.87,100.277,210.04,149.898,214.00799999999998,140.535,195.255,172.75799999999998,194.49900000000002,258.532,194.386,276.77299999999997,195.02700000000002,105.75399999999999,196.02599999999998,234.52900000000002,199.73,152.681,199.122,143.526,201.479,159.004,201.609,113.917,206.71599999999998,125.435,219.80900000000003,135.299,224.035,167.593,224.523,114.546,218.56,161.991,216.507,140.24,217.025,261.45,211.18099999999998,126.726,202.83,172.274,172.172,138.793,152.786,342.14300000000003,204.55700000000002,248.22299999999998,175.894,272.119,162.417
