TimesH,Frame,NoMissing,24,24,29,29,248,248,304,304,306,306,309,309,313,313,316,316,318,318,319,319,324,324,325,325,338,338,350,350,352,352,354,354,362,362,363,363,366,366,373,373,375,375,376,376,377,377,378,378,381,381,386,386,387,387,390,390,391,391,393,393,398,398,403,403,404,404,413,413,414,414,415,415,416,416,424,424,425,425,427,427,428,428,431,431,432,432,434,434,435,435,444,444,445,445,447,447,448,448,456,456,458,458,459,459,460,460,461,461,466,466,469,469,470,470,472,472,485,485,486,486,491,491,503,503,507,507,508,508,509,509,510,510,512,512,516,516,518,518,522,522,526,526,532,532,543,543,549,549,562,562,569,569,576,576,582,582,950,950,980,980,1091,1091,1460,1460,1570,1570,1820,1820,2348,2348
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
35.75,143.0,,109.28200000000001,245.27700000000002,242.632,230.06,272.383,95.301,120.27600000000001,133.61700000000002,173.24400000000003,135.251,108.77,137.869,124.469,141.053,175.363,141.591,230.137,143.385,270.661,141.667,243.44299999999998,148.194,167.632,146.528,270.968,119.335,268.296,125.75200000000001,243.614,126.79899999999999,261.03700000000003,128.94299999999998,229.608,163.661,263.759,163.274,255.75099999999998,165.484,241.09099999999998,168.76,111.109,168.851,137.141,169.25799999999998,80.916,170.327,283.931,170.56400000000002,265.714,172.173,229.34799999999998,171.715,287.577,149.374,107.478,151.472,171.62,150.637,254.144,151.762,114.428,153.15200000000002,241.899,154.891,292.314,155.291,258.657,158.523,281.329,159.405,149.342,159.691,132.054,186.352,281.715,189.11900000000003,289.103,188.334,221.757,186.333,313.212,189.706,111.426,189.94400000000002,297.856,188.174,154.993,191.065,266.806,191.02599999999998,228.94400000000002,193.842,122.806,196.34599999999998,123.846,173.31,143.059,175.519,167.313,178.46900000000002,228.067,179.40099999999998,275.77099999999996,178.91,88.06700000000001,179.764,112.925,180.71099999999998,177.09099999999998,181.18900000000002,240.88400000000001,183.24400000000003,120.557,182.94299999999998,100.09,183.22099999999998,281.506,208.828,293.42900000000003,208.83900000000003,100.334,211.142,150.05200000000002,214.81900000000002,141.042,195.372,172.578,194.458,254.868,196.222,280.203,196.38400000000001,106.97200000000001,197.378,235.225,200.141,153.077,199.86700000000002,144.635,202.921,157.934,202.64700000000002,115.617,207.315,125.348,220.764,135.817,223.81599999999997,167.66299999999998,224.365,114.654,218.199,161.47799999999998,216.707,139.888,217.68599999999998,263.006,210.467,126.59299999999999,205.46900000000002,172.43599999999998,174.56400000000002,137.77100000000002,150.013,344.827,206.43400000000003,250.28799999999998,173.99599999999998,272.056,162.439
36.0,144.0,,109.304,245.275,242.708,230.03400000000002,272.387,95.29899999999999,120.305,133.619,173.257,135.256,108.755,137.882,124.47200000000001,141.05100000000002,175.33599999999998,141.689,230.146,143.36,270.661,141.66299999999998,243.44400000000002,148.20600000000002,167.653,146.516,270.967,119.34899999999999,268.276,125.757,243.607,126.79799999999999,261.04400000000004,128.937,229.606,163.654,263.694,163.257,255.74599999999998,165.481,241.084,168.75599999999997,111.117,168.891,137.126,169.22400000000002,80.918,170.325,283.95,170.574,265.705,172.18099999999998,229.35,171.706,287.584,149.369,107.46799999999999,151.47299999999998,171.622,150.63,254.21599999999998,151.8,114.419,153.157,241.892,154.905,292.311,155.28799999999998,258.656,158.512,281.33099999999996,159.40200000000002,149.33100000000002,159.673,132.055,186.357,281.7,189.046,289.098,188.357,221.734,186.217,313.228,189.69400000000002,111.42200000000001,189.93599999999998,297.824,188.11,155.01,191.063,266.785,191.00099999999998,228.954,193.801,122.80799999999999,196.342,123.806,173.351,143.049,175.52,167.305,178.467,228.06,179.39,275.778,178.898,88.071,179.75099999999998,112.913,180.71,177.12400000000002,181.03400000000002,240.90099999999998,183.25099999999998,120.535,182.96099999999998,100.094,183.225,281.493,208.833,293.444,208.86700000000002,100.309,211.108,150.05100000000002,214.81099999999998,141.047,195.399,172.583,194.43200000000002,254.888,196.218,280.209,196.373,106.92,197.372,235.22400000000002,200.18,153.076,199.88,144.61,202.887,157.935,202.665,115.609,207.312,125.35700000000001,220.737,135.795,223.83599999999998,167.655,224.36,114.56,218.292,161.423,216.668,139.885,217.71599999999998,263.035,210.44,126.64,205.546,172.41,174.583,137.754,150.009,344.92,206.326,250.3,173.986,272.07,162.347
36.25,145.0,,109.301,245.269,242.813,230.042,272.372,95.29799999999999,120.355,133.589,173.235,135.24,108.74799999999999,137.893,124.475,141.045,175.378,141.741,230.18200000000002,143.32299999999998,270.683,141.658,243.425,148.205,167.639,146.511,270.972,119.366,268.28,125.74700000000001,243.585,126.76799999999999,261.059,128.94,229.612,163.64600000000002,263.703,163.261,255.736,165.47,241.065,168.74099999999999,111.027,168.793,137.142,169.22,80.923,170.324,283.953,170.585,265.705,172.183,229.354,171.699,287.593,149.357,107.47399999999999,151.465,171.638,150.629,254.275,151.806,114.43299999999999,153.159,241.907,154.906,292.312,155.27700000000002,258.64799999999997,158.504,281.319,159.391,149.375,159.7,132.06,186.361,281.741,189.06900000000002,289.107,188.36,221.655,186.16099999999997,313.223,189.68200000000002,111.443,189.951,297.812,188.13099999999997,154.953,191.03900000000002,266.783,191.015,228.988,193.792,122.81299999999999,196.338,123.499,173.68900000000002,143.042,175.533,167.30200000000002,178.481,228.04,179.377,275.78700000000003,178.898,88.056,179.783,112.906,180.69799999999998,177.11900000000003,180.93400000000003,240.9,183.24900000000002,120.506,182.958,100.08,183.231,281.509,208.797,293.45099999999996,208.878,100.256,211.112,150.055,214.803,141.076,195.361,172.588,194.451,254.90200000000002,196.217,280.244,196.313,106.96,197.328,235.387,200.155,153.082,199.86599999999999,144.64,202.938,157.937,202.68900000000002,115.579,207.329,125.335,220.72099999999998,135.80100000000002,223.86900000000003,167.66400000000002,224.331,114.618,218.218,161.385,216.669,139.918,217.753,263.01599999999996,210.456,126.65100000000001,205.46400000000003,172.396,174.533,137.754,150.00799999999998,344.965,206.27200000000002,250.28400000000002,173.984,272.056,162.329
36.5,146.0,,109.29799999999999,245.30200000000002,242.856,229.985,272.382,95.331,120.353,133.608,173.22299999999998,135.239,108.76100000000001,137.88299999999998,124.45,141.053,175.40400000000002,141.683,230.157,143.281,270.705,141.641,243.418,148.209,167.63400000000001,146.52,270.969,119.35799999999999,268.312,125.749,243.604,126.794,261.07599999999996,128.934,229.61900000000003,163.644,263.71,163.244,255.72299999999998,165.46,241.06400000000002,168.75400000000002,111.04799999999999,168.799,137.139,169.19299999999998,80.916,170.328,283.955,170.58700000000002,265.711,172.18,229.36,171.68900000000002,287.586,149.35299999999998,107.486,151.468,171.61,150.627,254.21400000000003,151.88,114.444,153.17,241.915,154.911,292.303,155.247,258.625,158.506,281.324,159.388,149.371,159.67700000000002,132.064,186.375,281.781,189.047,289.121,188.36,221.732,186.197,313.223,189.666,111.435,189.958,297.789,188.09,154.953,191.047,266.74,191.048,228.983,193.729,122.814,196.33900000000003,123.436,173.778,143.036,175.52700000000002,167.301,178.488,228.041,179.36,275.79900000000004,178.89,88.025,179.817,112.919,180.69099999999997,177.114,180.86700000000002,240.892,183.24599999999998,120.494,182.949,100.104,183.22299999999998,281.47900000000004,208.80700000000002,293.41900000000004,208.865,100.21700000000001,211.12400000000002,150.07299999999998,214.80700000000002,141.076,195.37900000000002,172.58599999999998,194.48,254.908,196.21599999999998,280.268,196.364,106.935,197.31099999999998,235.47,200.202,153.07,199.87599999999998,144.642,202.95,157.92,202.739,115.611,207.31799999999998,125.331,220.732,135.797,223.86,167.685,224.334,114.54700000000001,218.328,161.385,216.66,139.912,217.778,263.086,210.396,126.625,205.46,172.392,174.515,137.751,150.028,344.963,206.31799999999998,250.295,173.96599999999998,272.046,162.24200000000002
36.75,147.0,,109.32799999999999,245.327,242.916,230.002,272.373,95.301,120.391,133.596,173.19,135.21200000000002,108.77,137.85299999999998,124.46600000000001,141.058,175.417,141.621,230.16400000000002,143.225,270.668,141.636,243.41,148.19799999999998,167.64700000000002,146.526,270.967,119.36,268.295,125.71700000000001,243.628,126.79,261.096,128.925,229.61700000000002,163.632,263.709,163.237,255.709,165.456,241.046,168.755,111.05799999999999,168.739,137.10399999999998,169.172,80.90899999999999,170.34799999999998,283.975,170.606,265.711,172.175,229.351,171.68200000000002,287.558,149.346,107.49799999999999,151.47,171.6,150.61,254.233,151.875,114.458,153.155,241.907,154.92,292.306,155.215,258.586,158.494,281.313,159.386,149.366,159.685,132.058,186.37400000000002,281.782,189.016,289.117,188.361,221.731,186.363,313.224,189.66299999999998,111.39,189.949,297.779,188.142,155.009,191.051,266.755,191.054,228.949,193.725,122.806,196.342,123.49700000000001,173.71400000000003,143.047,175.52200000000002,167.28799999999998,178.485,228.092,179.35,275.80400000000003,178.873,88.029,179.78599999999997,112.9,180.702,177.13299999999998,180.886,240.888,183.24,120.50299999999999,182.953,100.074,183.231,281.469,208.808,293.445,208.87599999999998,100.175,211.13400000000001,150.07299999999998,214.808,141.019,195.352,172.57299999999998,194.475,254.91,196.22299999999998,280.257,196.407,106.93700000000001,197.266,235.53799999999998,200.21400000000003,153.076,199.887,144.606,202.912,157.871,202.825,115.59899999999999,207.333,125.321,220.68,135.826,223.84400000000002,167.683,224.34599999999998,114.53399999999999,218.329,161.404,216.649,139.909,217.77700000000002,263.079,210.407,126.66799999999999,205.537,172.387,174.523,137.759,150.03,344.913,206.28799999999998,250.30599999999998,173.965,272.02,162.244
37.0,148.0,,109.28200000000001,245.343,243.043,229.951,272.353,95.304,120.406,133.605,173.174,135.21,108.77,137.855,124.43799999999999,141.069,175.364,141.596,230.17700000000002,143.286,270.63,141.638,243.396,148.211,167.655,146.53,270.959,119.34200000000001,268.29200000000003,125.715,243.648,126.785,261.119,128.912,229.62900000000002,163.625,263.686,163.22899999999998,255.696,165.43900000000002,241.047,168.74900000000002,111.087,168.676,137.106,169.199,80.89699999999999,170.355,283.98,170.59599999999998,265.707,172.173,229.34900000000002,171.685,287.526,149.339,107.507,151.475,171.58700000000002,150.622,254.27,151.862,114.464,153.15,241.903,154.936,292.32,155.222,258.595,158.516,281.306,159.384,149.346,159.691,132.053,186.38299999999998,281.829,189.011,289.14,188.385,221.74,186.546,313.224,189.65200000000002,111.405,189.937,297.825,188.168,155.06,191.042,266.751,191.05900000000003,228.98,193.715,122.81,196.329,123.491,173.71599999999998,143.059,175.523,167.292,178.489,228.125,179.392,275.814,178.87900000000002,88.029,179.804,112.902,180.705,177.142,180.753,240.90599999999998,183.24200000000002,120.491,182.958,100.113,183.24,281.465,208.805,293.459,208.834,100.20700000000001,211.11599999999999,150.062,214.813,141.009,195.33700000000002,172.57299999999998,194.488,254.905,196.21900000000002,280.305,196.368,106.90899999999999,197.304,235.347,200.128,153.077,199.878,144.624,202.97400000000002,157.862,202.85,115.65299999999999,207.303,125.337,220.673,135.82299999999998,223.86599999999999,167.65599999999998,224.328,114.589,218.28,161.388,216.71,139.89600000000002,217.78599999999997,263.04,210.44400000000002,126.695,205.46599999999998,172.363,174.535,137.761,150.018,344.87699999999995,206.225,250.301,173.935,272.026,162.259
37.25,149.0,,109.30799999999999,245.396,243.192,229.87400000000002,272.356,95.296,120.40100000000001,133.583,173.18,135.225,108.781,137.85299999999998,124.428,141.085,175.35,141.625,230.16299999999998,143.293,270.668,141.671,243.394,148.205,167.646,146.534,270.95799999999997,119.32799999999999,268.317,125.735,243.649,126.786,261.125,128.90200000000002,229.63099999999997,163.626,263.672,163.236,255.69400000000002,165.416,241.06,168.753,111.051,168.68,137.09799999999998,169.15099999999998,80.877,170.352,283.986,170.58900000000003,265.695,172.162,229.34599999999998,171.683,287.522,149.335,107.515,151.486,171.574,150.618,254.34,151.797,114.462,153.154,241.908,154.939,292.339,155.21200000000002,258.621,158.539,281.3,159.375,149.372,159.708,132.049,186.392,281.81,189.00400000000002,289.14799999999997,188.399,221.722,186.278,313.22900000000004,189.648,111.439,189.918,297.842,188.102,155.032,191.03799999999998,266.747,191.076,228.83700000000002,193.72,122.806,196.338,123.54799999999999,173.543,143.05,175.532,167.287,178.484,228.132,179.394,275.815,178.88,88.022,179.796,112.89299999999999,180.703,177.23,180.683,240.90599999999998,183.261,120.48200000000001,182.963,100.109,183.237,281.462,208.80700000000002,293.464,208.81099999999998,100.167,211.16099999999997,150.067,214.80900000000003,141.007,195.326,172.553,194.50799999999998,254.891,196.226,280.306,196.386,106.84299999999999,197.28400000000002,235.45,200.213,153.084,199.87400000000002,144.653,203.00900000000001,157.857,202.882,115.66799999999999,207.304,125.34299999999999,220.67700000000002,135.829,223.84799999999998,167.636,224.32299999999998,114.682,218.178,161.362,216.75400000000002,139.893,217.80200000000002,263.077,210.44799999999998,126.699,205.475,172.31099999999998,174.548,137.759,150.013,344.884,206.188,250.3,173.915,272.05,162.292
37.5,150.0,,109.36,245.41099999999997,243.084,229.872,272.357,95.286,120.37899999999999,133.577,173.196,135.23,108.774,137.87,124.443,141.077,175.364,141.612,230.19400000000002,143.3,270.698,141.675,243.38099999999997,148.19799999999998,167.658,146.512,270.952,119.321,268.322,125.73,243.65599999999998,126.77,261.125,128.91899999999998,229.63099999999997,163.624,263.637,163.196,255.674,165.41,241.05599999999998,168.752,111.037,168.65599999999998,137.053,169.13,80.887,170.36,283.994,170.577,265.691,172.15900000000002,229.34400000000002,171.67,287.513,149.32,107.512,151.484,171.56799999999998,150.608,254.331,151.769,114.448,153.14600000000002,241.898,154.92700000000002,292.327,155.226,258.645,158.531,281.285,159.369,149.363,159.696,132.043,186.392,281.793,189.00400000000002,289.152,188.393,221.641,186.687,313.23400000000004,189.653,111.432,189.91299999999998,297.85400000000004,188.08900000000003,155.015,191.02900000000002,266.782,191.06099999999998,228.843,193.77599999999998,122.81200000000001,196.33599999999998,123.81700000000001,173.333,143.055,175.535,167.27200000000002,178.45,228.077,179.37599999999998,275.829,178.86599999999999,88.04,179.8,112.87899999999999,180.705,177.19,180.71900000000002,240.894,183.25599999999997,120.48299999999999,182.96900000000002,100.09899999999999,183.21099999999998,281.47700000000003,208.794,293.475,208.78400000000002,100.204,211.15,150.08100000000002,214.81400000000002,141.036,195.329,172.55700000000002,194.476,254.878,196.232,280.243,196.419,106.75299999999999,197.28799999999998,235.345,200.18200000000002,153.088,199.88400000000001,144.61700000000002,202.953,157.87,202.87,115.68299999999999,207.287,125.324,220.62,135.839,223.86599999999999,167.642,224.315,114.723,218.139,161.499,216.74900000000002,139.91,217.8,262.98900000000003,210.523,126.723,205.485,172.30700000000002,174.53400000000002,137.764,150.014,344.87699999999995,206.18900000000002,250.3,173.924,272.026,162.386
37.75,151.0,,109.37100000000001,245.42700000000002,242.87099999999998,229.93599999999998,272.362,95.295,120.381,133.55700000000002,173.21900000000002,135.244,108.78200000000001,137.856,124.46,141.066,175.365,141.67600000000002,230.155,143.27200000000002,270.718,141.686,243.365,148.159,167.66099999999997,146.481,270.95099999999996,119.288,268.318,125.755,243.655,126.773,261.133,128.917,229.635,163.619,263.631,163.20600000000002,255.67,165.408,241.051,168.743,111.029,168.669,137.024,169.12,80.881,170.368,283.981,170.595,265.689,172.16099999999997,229.352,171.65599999999998,287.518,149.31,107.50399999999999,151.489,171.55700000000002,150.612,254.303,151.80200000000002,114.461,153.134,241.895,154.931,292.328,155.215,258.682,158.55100000000002,281.289,159.363,149.369,159.673,132.041,186.4,281.8,188.93900000000002,289.164,188.412,221.623,186.73,313.23900000000003,189.66099999999997,111.404,189.926,297.848,188.05700000000002,155.056,191.02900000000002,266.786,191.054,228.852,193.731,122.81,196.361,123.83200000000001,173.31400000000002,143.055,175.549,167.274,178.449,228.08700000000002,179.356,275.83,178.856,88.024,179.799,112.90899999999999,180.69299999999998,177.143,180.74900000000002,240.90599999999998,183.261,120.449,182.96599999999998,100.10799999999999,183.202,281.462,208.78599999999997,293.44599999999997,208.74900000000002,100.154,211.16,150.088,214.817,140.999,195.297,172.577,194.493,254.89,196.22799999999998,280.243,196.457,106.73200000000001,197.294,235.305,200.203,153.062,199.894,144.641,202.99200000000002,157.832,202.919,115.70100000000001,207.283,125.324,220.55900000000003,135.844,223.892,167.641,224.308,114.685,218.15,161.562,216.703,139.90200000000002,217.824,263.144,210.426,126.73,205.49,172.31900000000002,174.52700000000002,137.755,150.012,344.87699999999995,206.266,250.31099999999998,173.937,272.041,162.44799999999998
38.0,152.0,,109.333,245.408,242.9,229.88099999999997,272.349,95.304,120.38600000000001,133.558,173.22,135.255,108.76899999999999,137.856,124.449,141.053,175.33700000000002,141.751,230.16400000000002,143.269,270.71,141.666,243.378,148.16299999999998,167.674,146.474,270.955,119.302,268.347,125.711,243.665,126.774,261.14099999999996,128.91,229.63,163.613,263.632,163.19,255.672,165.41099999999997,241.058,168.747,111.01899999999999,168.59400000000002,137.00799999999998,169.071,80.893,170.38400000000001,283.961,170.585,265.678,172.16299999999998,229.342,171.65599999999998,287.53700000000003,149.304,107.50299999999999,151.501,171.535,150.591,254.28799999999998,151.81799999999998,114.465,153.135,241.903,154.94799999999998,292.329,155.221,258.681,158.55200000000002,281.285,159.355,149.372,159.683,132.034,186.389,281.801,188.938,289.161,188.394,221.695,186.44799999999998,313.26,189.666,111.37100000000001,189.93599999999998,297.849,188.079,155.05,191.04,266.778,191.03799999999998,228.77,193.73,122.807,196.36,123.87299999999999,173.238,143.046,175.551,167.27200000000002,178.442,228.107,179.33599999999998,275.825,178.856,88.023,179.794,112.929,180.683,177.093,180.78,240.862,183.303,120.461,182.956,100.11200000000001,183.225,281.445,208.787,293.42400000000004,208.709,100.15700000000001,211.16400000000002,150.113,214.817,140.967,195.313,172.581,194.47799999999998,254.875,196.227,280.253,196.44299999999998,106.77,197.271,235.263,200.171,153.056,199.88400000000001,144.659,203.02200000000002,157.85399999999998,202.88299999999998,115.686,207.293,125.319,220.563,135.83700000000002,223.915,167.61700000000002,224.293,114.71799999999999,218.113,161.526,216.72799999999998,139.886,217.84400000000002,263.008,210.52,126.73299999999999,205.49200000000002,172.331,174.50900000000001,137.769,150.006,344.86300000000006,206.28900000000002,250.3,173.929,272.099,162.48
38.25,153.0,,109.336,245.417,242.817,229.982,272.357,95.288,120.399,133.561,173.21599999999998,135.253,108.765,137.845,124.43700000000001,141.035,175.354,141.744,230.15099999999998,143.372,270.671,141.65,243.389,148.17600000000002,167.66,146.471,270.939,119.294,268.347,125.72200000000001,243.673,126.755,261.155,128.905,229.62900000000002,163.607,263.625,163.19799999999998,255.66400000000002,165.39700000000002,241.06,168.74200000000002,111.10700000000001,168.59599999999998,136.97899999999998,169.00400000000002,80.895,170.40099999999998,283.965,170.578,265.689,172.155,229.345,171.65099999999998,287.558,149.308,107.495,151.502,171.525,150.589,254.292,151.833,114.465,153.131,241.903,154.974,292.347,155.217,258.64599999999996,158.518,281.281,159.358,149.365,159.621,132.039,186.398,281.801,188.93200000000002,289.154,188.392,221.657,186.593,313.25,189.675,111.333,189.956,297.835,188.055,155.069,191.032,266.789,191.044,228.76,193.69799999999998,122.803,196.373,123.88600000000001,173.238,143.04,175.549,167.27599999999998,178.456,228.12,179.357,275.823,178.851,88.023,179.78900000000002,112.90799999999999,180.68900000000002,177.077,180.72099999999998,240.878,183.278,120.45299999999999,182.96599999999998,100.113,183.201,281.438,208.783,293.445,208.69099999999997,100.169,211.135,150.099,214.81099999999998,140.952,195.34,172.57299999999998,194.50099999999998,254.89700000000002,196.225,280.262,196.416,106.788,197.247,235.332,200.209,153.058,199.88099999999997,144.644,203.01,157.862,202.888,115.676,207.28400000000002,125.31,220.546,135.841,223.923,167.613,224.285,114.792,218.03900000000002,161.567,216.74099999999999,139.858,217.873,263.025,210.52,126.74799999999999,205.52200000000002,172.329,174.514,137.784,149.997,344.74199999999996,206.38400000000001,250.293,173.91299999999998,272.08799999999997,162.517
38.5,154.0,,109.311,245.425,242.783,230.067,272.355,95.29299999999999,120.399,133.53,173.19099999999997,135.273,108.75200000000001,137.86700000000002,124.43700000000001,141.047,175.358,141.674,230.18099999999998,143.436,270.656,141.649,243.403,148.181,167.66299999999998,146.464,270.94599999999997,119.29,268.32,125.691,243.665,126.75200000000001,261.165,128.89700000000002,229.632,163.602,263.632,163.211,255.65900000000002,165.382,241.06400000000002,168.735,111.244,168.649,136.972,169.03799999999998,80.877,170.394,283.974,170.59,265.66900000000004,172.15200000000002,229.34,171.646,287.56,149.31,107.492,151.502,171.50799999999998,150.58100000000002,254.357,151.78,114.465,153.128,241.907,154.976,292.367,155.239,258.637,158.515,281.268,159.347,149.33700000000002,159.599,132.031,186.40900000000002,281.825,188.975,289.152,188.40099999999998,221.671,186.541,313.248,189.669,111.28299999999999,189.957,297.86,188.08700000000002,155.067,191.055,266.763,191.019,228.81099999999998,193.67,122.795,196.38299999999998,123.92399999999999,173.185,143.028,175.548,167.28400000000002,178.459,228.107,179.398,275.811,178.83900000000003,88.00200000000001,179.767,112.91,180.692,176.998,180.715,240.896,183.267,120.42,182.96,100.11200000000001,183.207,281.426,208.791,293.448,208.65099999999998,100.132,211.15,150.108,214.80700000000002,140.96200000000002,195.355,172.579,194.49599999999998,254.891,196.226,280.347,196.419,106.78,197.268,235.386,200.19799999999998,153.031,199.88,144.659,203.037,157.863,202.91,115.671,207.291,125.23,220.485,135.84799999999998,223.93400000000003,167.63099999999997,224.268,114.815,218.032,161.595,216.702,139.893,217.907,262.98400000000004,210.58900000000003,126.76100000000001,205.498,172.298,174.50400000000002,137.784,150.007,344.773,206.395,250.29,173.903,272.106,162.511
38.75,155.0,,109.266,245.48,242.765,230.09799999999998,272.323,95.274,120.41,133.523,173.18200000000002,135.264,108.75399999999999,137.882,124.42299999999999,141.025,175.33599999999998,141.634,230.183,143.496,270.66900000000004,141.643,243.40099999999998,148.151,167.653,146.458,270.952,119.27600000000001,268.307,125.676,243.641,126.759,261.171,128.904,229.63299999999998,163.6,263.615,163.189,255.662,165.34799999999998,241.054,168.731,111.15,168.62599999999998,136.97299999999998,169.005,80.876,170.398,283.972,170.592,265.66200000000003,172.141,229.343,171.643,287.562,149.31799999999998,107.48,151.497,171.482,150.588,254.38,151.781,114.476,153.128,241.91400000000002,154.986,292.382,155.233,258.643,158.531,281.272,159.346,149.316,159.594,132.024,186.41299999999998,281.881,188.986,289.163,188.394,221.597,186.49400000000003,313.245,189.671,111.303,189.97099999999998,297.844,188.143,155.077,191.05200000000002,266.733,191.002,228.78799999999998,193.648,122.8,196.37900000000002,123.973,173.102,143.04,175.555,167.262,178.467,228.137,179.423,275.81,178.842,88.01899999999999,179.75900000000001,112.919,180.665,176.986,180.636,240.896,183.247,120.413,182.94299999999998,100.09899999999999,183.207,281.39099999999996,208.791,293.44,208.61,100.155,211.106,150.108,214.81900000000002,140.964,195.389,172.58700000000002,194.49099999999999,254.905,196.22400000000002,280.341,196.412,106.72399999999999,197.25400000000002,235.40400000000002,200.19099999999997,153.012,199.86700000000002,144.675,203.06,157.83100000000002,202.972,115.699,207.262,125.21799999999999,220.446,135.849,223.92700000000002,167.627,224.267,114.758,218.067,161.65,216.696,139.817,217.905,263.0,210.584,126.765,205.50900000000001,172.315,174.505,137.779,149.99,344.798,206.355,250.3,173.898,272.067,162.488
39.0,156.0,,109.256,245.493,242.665,230.132,272.35,95.26700000000001,120.428,133.509,173.157,135.25799999999998,108.76299999999999,137.895,124.426,141.019,175.40599999999998,141.718,230.18900000000002,143.471,270.722,141.668,243.4,148.157,167.658,146.468,270.954,119.25200000000001,268.317,125.69,243.66,126.76299999999999,261.186,128.891,229.642,163.593,263.61400000000003,163.203,255.646,165.33900000000003,241.05700000000002,168.736,111.113,168.649,136.951,168.959,80.855,170.40099999999998,283.983,170.579,265.676,172.11599999999999,229.362,171.65099999999998,287.573,149.309,107.49,151.493,171.476,150.585,254.405,151.776,114.47200000000001,153.121,241.922,154.999,292.372,155.233,258.622,158.535,281.267,159.344,149.32299999999998,159.541,132.018,186.416,281.887,189.016,289.186,188.446,221.608,186.416,313.248,189.68200000000002,111.271,189.96900000000002,297.88,188.136,155.111,191.05599999999998,266.76,190.99400000000003,228.81900000000002,193.688,122.81200000000001,196.363,123.99600000000001,173.058,143.043,175.55700000000002,167.26,178.463,228.15099999999998,179.422,275.795,178.84,88.01899999999999,179.74400000000003,112.917,180.697,177.15,180.648,240.90200000000002,183.245,120.428,182.94,100.089,183.217,281.355,208.785,293.421,208.578,100.152,211.11599999999999,150.10399999999998,214.815,140.966,195.396,172.592,194.50599999999997,254.896,196.236,280.312,196.415,106.734,197.24400000000003,235.342,200.09799999999998,153.014,199.868,144.711,203.13,157.81,203.003,115.734,207.22400000000002,125.208,220.43099999999998,135.842,223.93099999999998,167.614,224.261,114.789,218.043,161.672,216.75400000000002,139.835,217.917,262.935,210.65200000000002,126.774,205.50799999999998,172.36700000000002,174.512,137.762,149.97799999999998,344.707,206.38099999999997,250.31400000000002,173.896,272.029,162.453
39.25,157.0,,109.24700000000001,245.479,242.646,230.102,272.377,95.26700000000001,120.39299999999999,133.52700000000002,173.149,135.246,108.76299999999999,137.865,124.43,141.011,175.40900000000002,141.70600000000002,230.195,143.446,270.748,141.653,243.40099999999998,148.14700000000002,167.65099999999998,146.451,270.971,119.236,268.282,125.62700000000001,243.65200000000002,126.744,261.183,128.88,229.644,163.596,263.643,163.211,255.649,165.354,241.06400000000002,168.74200000000002,111.20200000000001,168.77,136.923,168.928,80.858,170.394,283.994,170.571,265.682,172.09400000000002,229.363,171.65400000000002,287.572,149.312,107.49,151.495,171.497,150.586,254.396,151.80100000000002,114.48299999999999,153.127,241.92,155.011,292.377,155.246,258.616,158.542,281.265,159.342,149.36700000000002,159.489,132.012,186.42,281.939,189.047,289.202,188.483,221.50400000000002,186.554,313.235,189.676,111.266,189.96599999999998,297.932,188.07,155.089,191.05200000000002,266.728,190.97,228.828,193.81799999999998,122.809,196.363,124.05799999999999,172.95,143.037,175.565,167.252,178.454,228.16,179.419,275.793,178.864,88.008,179.725,112.919,180.706,177.095,180.613,240.893,183.27,120.44,182.93099999999998,100.07,183.206,281.327,208.78900000000002,293.377,208.546,100.146,211.097,150.097,214.804,140.98,195.33,172.60299999999998,194.548,254.90599999999998,196.24400000000003,280.347,196.372,106.73700000000001,197.262,235.303,200.136,152.999,199.88299999999998,144.721,203.137,157.785,203.02700000000002,115.71799999999999,207.21900000000002,125.205,220.421,135.857,223.92700000000002,167.595,224.267,114.90299999999999,217.90400000000002,161.69,216.791,139.858,217.93400000000003,262.846,210.77599999999998,126.774,205.489,172.351,174.463,137.762,149.972,344.657,206.31799999999998,250.324,173.88299999999998,272.048,162.457
