TimesH,Frame,1,5,9,10,11,12,18,32,37,38,46,47,59,62,65,73,75,88,102,104,116,123,124,140,150,154,419,432,454,478,516,531,542,582,584,589,606,613,617,621,622,628,634,644,654,668,683,690,693,694,706,714,718,727,735,746,753,754,771,773,775,786,787,789,793,800,804,809,810,816,818,827,844,845,846,853,861,871,874,876,878,890,905,919,923,927,929,940,941,943,945,949,950,964,971,985,988,989,993,1003,1015,1022,1027,1032,1045,1049,1050,1051,1052,1054,1068,1069,1073,1078,1080,1081,1083,1161,1186,1194,1260,1309,1415,1416,1653,1750,1806,1866,1911,1972,2008,2083,2136,2325,2337,2347
0.0,0.0,685.5139999999999,695.378,702.1080000000001,685.054,696.216,681.1619999999999,685.8380000000001,702.811,685.459,694.703,687.243,692.432,697.243,697.4860000000001,688.405,682.757,680.4860000000001,688.432,685.135,683.216,670.4860000000001,685.243,675.784,660.757,666.135,646.595,627.73,631.9730000000001,625.0269999999999,632.622,636.135,635.649,633.216,640.1619999999999,638.5409999999999,639.378,643.135,641.595,629.216,642.514,643.1619999999999,645.243,644.8919999999999,645.568,649.3240000000001,647.135,648.5409999999999,650.622,635.4590000000001,650.243,651.432,652.9730000000001,650.0269999999999,648.865,650.946,652.27,662.243,653.622,655.243,658.216,658.9730000000001,661.595,651.405,654.081,641.703,653.0,659.6489999999999,666.568,657.1080000000001,654.405,663.243,670.595,670.676,659.1619999999999,663.811,669.405,668.676,662.054,668.054,669.595,670.757,674.8919999999999,671.676,673.297,664.8380000000001,679.189,684.405,661.595,654.919,661.8919999999999,670.0269999999999,660.4860000000001,676.0269999999999,668.135,674.5139999999999,680.919,681.189,678.703,684.568,689.324,686.595,661.297,671.216,686.27,686.676,676.6489999999999,690.784,688.811,679.784,677.946,695.73,677.216,677.919,694.946,661.8380000000001,634.6759999999999,692.1619999999999,,,,,,,,,,,,,,,,,,,
0.25,1.0,682.595,692.054,700.378,682.1619999999999,693.622,677.216,682.595,698.324,684.135,694.081,683.595,688.189,696.054,696.081,684.541,679.541,678.297,687.216,681.703,681.4860000000001,666.216,681.865,672.1080000000001,656.3510000000001,661.5139999999999,646.946,626.297,630.297,624.378,631.9730000000001,634.1080000000001,633.378,633.351,639.4590000000001,636.919,636.378,640.0269999999999,641.0,628.081,641.216,640.8380000000001,643.595,642.081,643.6759999999999,646.378,646.216,646.486,647.216,634.486,649.3240000000001,650.1080000000001,652.054,650.811,647.784,650.243,650.351,661.3510000000001,653.189,652.595,655.8380000000001,656.1619999999999,660.865,650.486,652.919,641.4590000000001,651.27,657.6489999999999,664.8380000000001,653.27,653.6759999999999,661.27,668.378,670.216,656.541,663.568,664.568,665.432,662.0,668.189,667.405,669.27,671.432,670.054,671.189,662.6489999999999,677.378,683.0269999999999,658.4860000000001,655.6489999999999,660.568,668.054,659.4860000000001,674.622,667.297,672.243,677.135,678.081,675.3510000000001,683.1080000000001,687.189,684.784,657.622,669.378,685.297,683.459,673.297,687.9730000000001,684.757,681.784,676.703,693.378,675.676,673.432,692.4860000000001,662.135,632.4590000000001,689.784,,,,,,,,,,,,,,,,,,,
0.5,2.0,679.865,693.054,700.595,679.541,693.243,675.243,679.378,695.622,681.054,694.919,680.4860000000001,686.135,693.135,695.405,682.0269999999999,677.73,674.135,685.865,679.8380000000001,676.9730000000001,665.405,680.1080000000001,669.9730000000001,655.1619999999999,659.081,645.946,625.595,629.378,624.054,630.081,632.946,632.595,632.649,639.054,636.405,637.27,641.216,641.568,627.784,640.9730000000001,639.919,642.135,642.081,644.73,646.243,646.1619999999999,646.784,646.27,633.8380000000001,648.1080000000001,649.27,652.351,649.27,647.405,649.622,648.919,661.27,651.243,652.757,655.1080000000001,655.3240000000001,658.459,648.378,652.486,640.811,649.1619999999999,656.5139999999999,663.73,652.8919999999999,651.865,659.73,668.189,668.459,655.378,661.405,664.622,665.297,661.216,667.8919999999999,666.595,667.4860000000001,671.405,668.378,670.081,660.811,676.622,681.459,659.1619999999999,653.9730000000001,660.8919999999999,667.189,658.0,672.8380000000001,666.4860000000001,670.189,677.865,678.946,674.4860000000001,682.243,687.1619999999999,682.568,657.9730000000001,669.865,681.189,682.3510000000001,672.324,686.595,683.1619999999999,680.135,676.784,691.054,675.622,674.081,691.757,660.757,631.432,687.459,643.514,,682.9730000000001,,,,,,,,,,,,,,,,
0.75,3.0,676.432,691.6489999999999,696.8919999999999,680.081,691.3510000000001,672.8380000000001,677.541,691.784,681.1080000000001,689.8919999999999,679.5139999999999,684.541,692.622,691.135,679.4860000000001,675.6489999999999,673.9730000000001,684.568,677.135,675.73,665.27,678.1619999999999,667.459,653.8380000000001,657.757,644.8919999999999,625.8919999999999,628.4590000000001,623.297,630.135,632.6759999999999,631.8919999999999,632.189,638.189,635.622,635.189,641.405,639.73,627.135,641.243,639.595,642.8919999999999,641.0269999999999,641.73,644.486,644.649,645.4590000000001,645.622,634.135,647.757,650.568,651.054,648.865,646.5409999999999,648.757,649.27,661.8380000000001,650.432,653.622,654.622,654.5409999999999,659.135,648.622,651.919,639.946,647.568,656.432,663.676,650.3240000000001,650.4590000000001,658.5139999999999,667.135,666.3510000000001,654.351,662.378,664.703,663.405,659.378,667.432,665.432,668.459,670.297,667.054,670.568,660.297,672.27,680.6489999999999,659.541,653.73,660.811,667.27,658.1080000000001,672.6489999999999,665.541,669.8380000000001,676.189,678.622,674.3510000000001,681.1080000000001,684.8919999999999,680.6489999999999,655.73,667.189,681.811,678.405,670.811,684.216,681.081,676.216,674.73,691.1080000000001,672.6489999999999,672.568,687.568,659.946,632.946,687.8919999999999,642.514,637.405,679.297,,,,,,,,,,,,,,,,
1.0,4.0,675.081,691.622,696.378,678.0269999999999,688.459,671.216,675.405,689.135,677.784,688.5139999999999,677.8380000000001,682.324,690.946,689.4860000000001,677.6489999999999,675.0,672.0,681.541,676.3510000000001,674.0269999999999,664.73,675.865,665.8380000000001,652.4590000000001,657.541,643.757,625.9730000000001,629.8380000000001,623.27,630.405,633.4590000000001,632.243,632.811,637.8919999999999,636.4590000000001,635.351,641.081,638.73,627.1619999999999,640.8919999999999,639.703,642.757,640.243,643.3240000000001,644.8380000000001,644.6759999999999,645.054,646.189,633.703,647.432,648.649,651.486,648.3240000000001,645.919,648.351,646.865,660.811,650.405,650.189,652.595,654.405,656.3510000000001,646.865,652.0269999999999,639.486,647.135,655.405,661.865,650.946,650.189,657.676,666.6489999999999,666.324,653.405,660.459,664.216,661.595,658.8380000000001,667.541,665.1619999999999,665.568,668.405,666.784,667.676,659.6489999999999,672.595,679.405,658.1080000000001,651.811,660.297,664.135,658.568,670.9730000000001,665.054,670.3510000000001,674.243,679.595,674.432,678.5139999999999,684.703,680.73,657.703,667.378,680.189,677.622,668.8919999999999,683.73,679.595,675.1080000000001,674.432,688.865,671.676,669.919,686.27,658.4860000000001,632.27,685.8380000000001,641.919,638.4590000000001,676.1080000000001,,,,,,,,,,,,,,,,
1.25,5.0,675.054,690.27,695.378,676.8380000000001,690.405,670.405,674.405,686.0,679.3510000000001,687.432,676.946,682.27,690.6489999999999,690.595,678.216,673.0269999999999,672.4860000000001,680.0,675.054,672.865,663.27,674.784,664.757,652.757,657.6489999999999,643.351,626.595,629.4590000000001,623.405,630.378,632.135,631.5409999999999,632.73,637.514,636.946,635.5409999999999,639.568,640.1080000000001,627.054,640.189,638.8919999999999,642.865,640.919,643.4590000000001,645.8380000000001,644.595,645.1619999999999,646.919,633.216,645.757,649.0269999999999,650.351,649.0269999999999,645.568,648.73,647.054,661.216,650.432,650.135,652.514,652.73,657.243,646.0269999999999,650.514,640.3240000000001,647.351,654.135,663.946,650.865,650.0269999999999,657.8919999999999,667.0269999999999,666.432,652.1080000000001,659.865,663.757,661.568,659.595,667.73,664.541,665.8380000000001,668.9730000000001,666.378,667.459,657.676,671.054,679.8380000000001,658.324,652.297,659.8380000000001,663.0,658.757,670.6489999999999,665.4860000000001,668.324,673.757,676.757,673.8380000000001,679.946,683.73,679.3510000000001,657.405,667.73,680.4860000000001,677.135,667.811,682.216,677.27,674.73,676.054,686.405,669.432,669.405,684.0,659.054,631.9730000000001,685.73,,638.378,675.1619999999999,,,,,,,,,,,,,,,,
1.5,6.0,675.1619999999999,689.784,693.784,675.703,688.459,670.9730000000001,672.811,687.0269999999999,677.784,687.297,675.1619999999999,680.5139999999999,691.1619999999999,687.8919999999999,678.459,672.216,673.1619999999999,681.324,673.568,673.054,662.6489999999999,672.8919999999999,662.784,650.649,656.189,643.6759999999999,626.1619999999999,628.9730000000001,624.351,629.486,631.73,632.595,632.432,638.351,637.703,635.216,639.649,640.73,628.351,639.784,639.405,640.811,641.5409999999999,643.054,644.703,645.757,645.703,645.757,633.784,646.9730000000001,649.1080000000001,651.405,648.486,644.9730000000001,648.514,647.1080000000001,662.297,651.135,650.297,652.405,653.649,658.1619999999999,645.8380000000001,650.784,639.378,646.703,653.73,663.757,650.514,648.9730000000001,659.432,667.405,667.4860000000001,652.649,660.3510000000001,663.946,660.595,658.378,665.73,664.6489999999999,665.1619999999999,667.865,667.27,666.459,659.054,671.0269999999999,680.757,657.3510000000001,653.432,659.4860000000001,661.622,658.405,670.676,665.0269999999999,670.8919999999999,672.757,676.8380000000001,673.568,679.865,682.865,678.865,656.135,666.757,678.27,677.919,666.595,683.541,677.4860000000001,674.568,674.1080000000001,686.243,669.081,669.784,683.9730000000001,658.0269999999999,631.784,685.297,641.703,637.919,675.216,,,,,,,,,,,,,,,,
1.75,7.0,674.5139999999999,691.054,692.8919999999999,675.946,689.054,669.784,672.757,684.432,678.189,687.541,675.5139999999999,681.0,692.1080000000001,686.297,677.622,672.054,672.73,680.73,672.811,673.568,662.243,675.1619999999999,664.054,651.595,655.8380000000001,645.0269999999999,626.135,629.405,625.216,630.568,632.595,632.216,631.784,637.811,637.243,635.405,639.73,639.27,627.3240000000001,641.568,640.1619999999999,642.405,640.811,643.135,645.595,645.486,645.3240000000001,646.0,633.486,647.054,648.568,650.4590000000001,648.9730000000001,646.622,649.351,647.622,662.676,650.73,650.757,651.8380000000001,653.73,658.378,646.081,651.351,641.6759999999999,647.1080000000001,653.297,663.4860000000001,650.811,650.946,658.784,665.1619999999999,668.622,653.1080000000001,659.0,663.5139999999999,662.189,659.135,667.1619999999999,665.4860000000001,664.6489999999999,667.189,668.541,667.432,658.1619999999999,672.405,679.216,658.595,653.3240000000001,661.081,663.568,658.9730000000001,672.081,665.757,669.1080000000001,674.676,676.1619999999999,672.297,680.1080000000001,682.189,677.865,657.1080000000001,666.432,677.811,677.243,666.9730000000001,682.1080000000001,678.297,674.459,673.6489999999999,685.243,668.6489999999999,670.27,681.946,658.676,632.73,683.919,640.811,638.1619999999999,674.054,,,,,,,,,,,,,,,,
2.0,8.0,674.757,687.865,692.757,676.1080000000001,689.541,670.73,672.378,685.054,678.8380000000001,686.0269999999999,674.432,681.135,691.297,686.8919999999999,679.432,672.676,671.1619999999999,679.135,672.703,673.324,664.378,674.8380000000001,662.757,652.135,656.324,644.216,626.5409999999999,630.054,624.784,631.0,632.946,632.514,633.3240000000001,638.1619999999999,637.189,635.9730000000001,641.757,640.405,628.405,641.946,639.568,643.8919999999999,641.865,643.6759999999999,646.757,644.8919999999999,644.784,646.649,634.189,647.9730000000001,649.297,651.703,649.514,645.27,650.0,648.081,662.73,650.3240000000001,650.8919999999999,651.946,654.865,657.595,646.8919999999999,650.703,642.405,646.4590000000001,655.081,663.703,651.405,650.216,657.243,667.541,665.865,654.27,660.1080000000001,663.243,661.243,661.27,666.595,663.8919999999999,665.459,666.216,667.703,667.6489999999999,658.054,671.784,680.0269999999999,658.811,654.1080000000001,662.8380000000001,663.0269999999999,658.622,672.3510000000001,666.5139999999999,670.757,674.0,676.243,672.622,679.216,682.378,676.8380000000001,657.081,667.216,679.6489999999999,677.135,667.5139999999999,682.703,678.081,674.0269999999999,674.0,684.811,670.541,670.811,684.0,658.1080000000001,632.622,683.784,641.1619999999999,639.73,673.784,670.432,,,,,,,,,,,,,,,
2.25,9.0,676.081,688.378,693.459,675.216,688.459,670.27,670.459,685.3510000000001,678.919,683.811,674.9730000000001,679.378,691.811,686.676,677.622,672.757,672.919,681.054,673.5139999999999,674.0,664.243,676.459,662.378,650.9730000000001,655.784,644.8380000000001,626.73,630.0269999999999,624.595,631.4590000000001,631.919,633.432,633.703,639.216,637.5409999999999,635.432,642.703,640.649,628.568,642.297,641.216,643.27,641.8380000000001,644.135,647.1619999999999,646.649,646.0,646.351,634.4590000000001,648.919,649.8919999999999,653.378,650.946,645.73,648.8919999999999,648.6759999999999,663.865,653.486,649.8380000000001,653.1080000000001,655.0,658.757,646.622,651.297,641.919,647.5409999999999,654.216,663.5139999999999,652.703,649.4590000000001,657.73,666.811,668.595,654.0269999999999,660.865,663.0,663.595,661.054,665.8380000000001,664.1080000000001,665.8380000000001,669.541,668.27,668.081,659.568,670.432,681.054,659.811,655.9730000000001,662.919,664.5139999999999,659.459,670.1619999999999,666.865,669.757,674.703,676.541,673.1080000000001,680.189,683.054,678.4860000000001,656.946,667.676,678.676,678.459,665.865,683.0269999999999,679.1619999999999,675.703,674.622,685.405,669.054,669.6489999999999,681.784,659.405,633.5409999999999,684.135,,638.919,674.459,672.189,,,,,,,,,,,,,,,
2.5,10.0,675.703,686.865,693.919,678.297,689.676,669.622,671.1619999999999,686.0,677.459,684.1080000000001,672.919,680.1080000000001,690.622,686.189,679.757,672.676,674.324,680.5139999999999,674.0,675.1619999999999,662.757,675.1080000000001,663.432,651.297,655.351,645.0269999999999,627.1619999999999,631.351,624.8919999999999,631.1619999999999,633.4590000000001,633.243,632.757,638.811,637.297,637.297,642.0,640.1080000000001,628.757,641.946,640.811,643.054,642.8919999999999,643.5409999999999,647.351,646.189,645.73,648.135,634.8919999999999,649.432,650.243,653.216,650.703,645.811,650.73,648.73,663.081,653.6759999999999,651.8380000000001,652.811,656.541,659.216,646.811,652.0,642.351,647.8380000000001,655.189,663.865,651.0,650.514,657.541,669.27,667.622,653.054,660.865,663.405,662.8380000000001,660.405,667.5139999999999,666.432,667.0,668.73,668.8919999999999,668.595,658.3510000000001,673.0269999999999,681.595,659.378,655.351,662.054,666.135,660.541,672.432,666.1619999999999,670.8380000000001,676.405,676.432,674.405,679.757,682.757,679.541,657.189,668.865,677.865,678.081,666.568,683.378,678.811,674.081,675.6489999999999,684.568,666.811,670.568,682.5139999999999,659.405,633.189,683.622,,640.297,673.081,672.541,,,,,,,,,,,,,,,
