TimesH,Frame,24,29,248,304,306,309,313,316,318,319,324,325,338,350,352,354,362,363,366,373,375,376,377,378,381,386,387,390,391,393,398,403,404,413,414,415,416,424,425,427,428,431,432,434,435,444,445,447,448,456,458,459,460,461,466,469,470,472,485,486,491,503,507,508,509,510,512,516,518,522,526,532,543,549,562,569,576,582,950,980,1091,1460,1570,1820,2348
0.0,0.0,632.946,632.622,615.0269999999999,615.1080000000001,615.811,616.1619999999999,616.27,616.73,619.135,616.865,619.6759999999999,618.595,616.405,616.0,618.514,617.8919999999999,620.9730000000001,620.405,625.189,624.054,616.6759999999999,618.757,616.1619999999999,621.432,625.865,620.5409999999999,619.378,616.054,617.0,619.3240000000001,616.27,620.568,621.649,620.135,622.514,619.1080000000001,623.1619999999999,626.405,623.378,622.757,622.595,622.243,622.568,623.784,627.27,625.946,633.432,621.73,622.216,625.6759999999999,622.27,621.351,617.8380000000001,620.081,619.8380000000001,624.919,622.8380000000001,620.1080000000001,638.8919999999999,632.6759999999999,623.514,633.297,625.622,624.405,629.8380000000001,629.514,621.595,627.703,624.378,625.514,628.703,623.784,636.568,637.297,632.27,629.378,633.0,634.4590000000001,,,,,,,
0.25,1.0,630.595,631.703,613.703,614.784,615.486,615.568,614.703,615.3240000000001,618.1080000000001,615.703,619.595,617.73,614.568,615.4590000000001,617.297,616.135,620.3240000000001,619.919,624.486,622.73,615.757,617.9730000000001,614.5409999999999,620.351,625.1619999999999,621.054,619.243,614.946,617.351,617.919,615.595,619.784,620.27,619.622,621.595,619.0,621.865,626.216,623.0269999999999,622.8919999999999,619.811,621.514,621.622,623.378,627.73,625.1080000000001,632.5409999999999,621.189,621.0269999999999,624.8919999999999,622.243,620.73,616.757,618.8380000000001,619.486,624.0,622.703,618.514,638.568,631.595,622.703,632.811,624.514,624.4590000000001,629.351,628.9730000000001,620.919,626.054,624.622,624.189,627.243,624.5409999999999,635.486,637.486,631.0,628.622,632.4590000000001,634.9730000000001,,,,,,,
0.5,2.0,631.865,630.865,614.0,614.054,614.784,616.054,614.784,615.73,617.135,615.405,618.4590000000001,618.351,613.9730000000001,615.432,616.514,616.3240000000001,620.351,620.243,624.568,623.865,616.378,618.378,614.622,620.432,625.27,621.1619999999999,618.486,614.865,617.514,617.3240000000001,616.432,619.378,620.811,618.595,621.405,617.865,623.081,626.1080000000001,622.946,622.1080000000001,621.378,622.405,622.649,622.6759999999999,627.6759999999999,624.946,633.622,620.919,621.054,624.5409999999999,621.297,619.919,616.9730000000001,619.1619999999999,619.73,624.189,623.081,619.1080000000001,638.6759999999999,631.5409999999999,621.919,631.27,625.297,623.0269999999999,628.703,628.1619999999999,620.486,626.649,623.8380000000001,625.27,627.8919999999999,624.514,635.5409999999999,637.649,630.8380000000001,630.27,631.135,635.351,,,,,,,
0.75,3.0,630.9730000000001,632.216,613.8919999999999,614.0269999999999,614.919,616.514,614.8919999999999,615.216,617.919,615.8919999999999,618.811,617.486,614.378,614.811,617.27,616.9730000000001,620.757,620.297,625.189,623.216,615.216,617.703,615.3240000000001,620.0,625.1080000000001,620.1080000000001,618.4590000000001,615.216,616.5409999999999,618.0,615.297,619.27,621.351,616.9730000000001,621.243,617.811,623.568,626.0,623.27,622.27,619.568,621.135,622.054,622.378,626.1619999999999,624.919,633.9730000000001,620.5409999999999,620.514,624.405,621.703,620.189,616.243,620.4590000000001,620.081,624.5409999999999,623.595,617.8919999999999,638.351,631.649,622.8380000000001,631.865,625.351,623.4590000000001,629.081,628.243,620.811,626.3240000000001,624.514,625.4590000000001,628.135,625.216,636.27,638.405,630.378,629.703,633.486,635.0269999999999,,,,,,,
1.0,4.0,630.054,630.919,613.703,613.4590000000001,614.865,616.3240000000001,614.514,615.622,616.6759999999999,615.865,618.514,617.622,614.189,614.73,616.811,616.757,619.757,619.757,624.27,622.9730000000001,616.378,617.6759999999999,615.432,621.216,623.811,620.703,619.0,614.4590000000001,616.4590000000001,617.5409999999999,616.189,619.568,620.378,617.865,621.8380000000001,618.054,622.189,625.432,622.243,621.9730000000001,619.919,621.703,621.6759999999999,621.919,626.243,624.3240000000001,634.703,620.568,620.946,625.297,621.297,619.514,616.8919999999999,619.189,619.27,622.73,622.757,619.27,638.0269999999999,631.486,622.919,634.0269999999999,626.351,623.6759999999999,628.243,628.649,620.0269999999999,625.649,625.243,624.9730000000001,627.73,625.0269999999999,637.1080000000001,637.405,629.865,629.27,632.0,634.946,,,,,,,
1.25,5.0,630.514,631.1619999999999,613.486,614.4590000000001,615.054,615.784,615.73,614.8380000000001,616.6759999999999,615.216,618.622,618.595,614.297,615.297,616.8919999999999,616.946,620.243,620.3240000000001,623.27,622.622,615.73,617.811,614.9730000000001,619.811,623.919,620.216,619.378,614.946,616.4590000000001,617.757,615.784,619.568,620.946,617.1619999999999,621.757,617.1080000000001,622.3240000000001,625.622,622.622,622.0269999999999,620.622,619.703,621.703,621.405,626.703,624.649,633.514,619.8919999999999,619.27,624.8380000000001,620.865,619.514,616.622,618.9730000000001,619.405,622.622,623.216,617.757,638.0269999999999,630.9730000000001,623.514,632.5409999999999,625.297,623.5409999999999,628.432,627.811,620.784,626.1080000000001,626.135,625.568,627.3240000000001,625.432,636.622,637.9730000000001,630.0269999999999,629.405,632.73,634.378,,,,,,,
1.5,6.0,631.189,630.054,613.1080000000001,613.6759999999999,615.0269999999999,616.0,615.054,615.1080000000001,617.405,616.135,617.9730000000001,617.757,614.73,615.243,617.297,616.595,620.378,619.054,623.0269999999999,621.8380000000001,615.486,617.9730000000001,614.8380000000001,619.0269999999999,624.1619999999999,619.595,618.757,614.568,615.811,617.514,615.946,619.73,620.0,617.757,621.919,618.189,621.595,624.297,622.4590000000001,622.243,620.514,621.27,621.054,621.9730000000001,626.351,623.9730000000001,634.486,619.784,620.081,624.5409999999999,620.919,619.514,615.865,619.757,619.5409999999999,623.6759999999999,623.514,618.378,638.351,631.703,623.1080000000001,632.811,624.9730000000001,623.568,628.622,627.595,621.3240000000001,626.0269999999999,625.9730000000001,625.216,628.3240000000001,625.703,636.405,636.865,630.514,631.432,632.189,634.514,,,,,,,
1.75,7.0,630.432,630.0269999999999,613.514,614.6759999999999,614.946,616.6759999999999,615.568,614.919,617.243,615.378,618.9730000000001,616.919,614.5409999999999,614.865,617.216,616.703,620.757,619.73,622.8919999999999,623.0,615.514,617.432,615.649,619.6759999999999,625.1080000000001,620.081,618.811,614.514,615.757,616.405,615.622,619.5409999999999,620.486,617.595,621.757,617.486,622.5409999999999,625.5409999999999,622.6759999999999,622.135,621.081,621.081,622.73,622.1619999999999,625.568,624.514,634.0269999999999,619.811,620.568,623.8380000000001,621.351,620.1080000000001,616.514,618.649,618.784,622.5409999999999,623.432,618.0,639.216,632.27,622.811,632.73,624.865,623.189,629.757,627.514,620.757,625.9730000000001,625.8919999999999,625.1619999999999,628.054,625.865,636.5409999999999,638.757,630.135,629.649,632.73,634.432,,,,,,,
2.0,8.0,631.3240000000001,631.27,613.432,613.8919999999999,614.649,615.568,616.054,615.1619999999999,615.9730000000001,616.0269999999999,619.919,616.919,614.6759999999999,616.1619999999999,616.784,616.27,619.4590000000001,619.486,623.8919999999999,622.622,615.216,618.135,615.135,618.865,623.8919999999999,620.0269999999999,620.0,614.9730000000001,616.081,617.865,614.9730000000001,619.189,621.5409999999999,618.0,622.378,617.297,621.919,625.054,623.243,621.405,620.6759999999999,620.811,622.405,622.351,626.405,624.432,634.351,619.73,619.703,623.622,621.054,620.135,616.946,619.865,620.081,622.6759999999999,623.432,618.189,637.757,631.486,623.622,632.6759999999999,625.595,622.946,628.811,627.1080000000001,620.405,625.595,625.6759999999999,625.405,627.378,624.919,637.595,639.216,629.919,631.4590000000001,631.6759999999999,632.297,,,,,,,
