TimesH,Frame,NoMissing,6,6,11,11,12,12,14,14,18,18,22,22,26,26,35,35,45,45,50,50,80,80,116,116,124,124,142,142,145,145,147,147,152,152,155,155,166,166,174,174,183,183,223,223,224,224,235,235,332,332,335,335,338,338,481,481,832,832
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
186.0,744.0,,127.71600000000001,139.08700000000002,239.68400000000003,131.22799999999998,232.952,130.741,111.33200000000001,133.941,293.972,155.082,223.8,152.115,116.931,149.653,215.67,108.005,123.943,129.873,263.825,128.232,273.79,94.221,134.502,204.459,113.525,202.30700000000002,294.464,204.58900000000003,106.036,191.187,123.38600000000001,193.355,313.795,189.553,158.49,189.65400000000002,274.311,198.40599999999998,279.514,193.554,253.842,176.613,278.784,168.46200000000002,106.766,170.102,82.022,164.608,284.107,218.386,94.111,215.997,148.13,215.014,344.916,198.145,,
186.25,745.0,,127.71700000000001,139.09,239.593,131.084,232.91,130.809,111.36200000000001,133.899,294.025,155.135,223.81,152.109,116.94,149.637,215.942,107.822,123.944,129.874,263.818,128.233,273.873,94.344,134.47299999999998,204.45,113.505,202.31799999999998,294.533,204.521,106.03200000000001,191.195,123.383,193.354,313.75,189.516,158.493,189.675,274.313,198.40900000000002,279.548,193.528,253.916,176.59,278.842,168.476,106.8,170.095,82.196,164.53599999999997,284.128,218.391,94.135,216.011,148.136,215.03099999999998,344.82,198.185,,
186.5,746.0,,127.803,139.092,239.453,130.945,232.872,130.786,111.36399999999999,133.917,294.046,155.14,223.842,152.129,116.919,149.621,215.90900000000002,107.846,123.859,129.881,263.818,128.2,273.803,94.38799999999999,134.49200000000002,204.465,113.475,202.243,294.539,204.498,106.02799999999999,191.19400000000002,123.398,193.345,313.664,189.49,158.493,189.675,274.302,198.394,279.336,193.47099999999998,253.912,176.67,278.884,168.47400000000002,106.82,170.083,82.241,164.593,284.108,218.41099999999997,94.118,215.979,148.191,214.908,344.787,198.083,,
186.75,747.0,,127.823,139.058,239.44799999999998,131.013,232.84,130.817,111.36,133.97,294.064,155.118,223.799,152.113,116.931,149.638,215.84799999999998,108.009,123.84,129.907,263.813,128.20600000000002,273.89799999999997,94.339,134.491,204.43200000000002,113.475,202.201,294.566,204.488,106.01100000000001,191.174,123.402,193.36599999999999,313.693,189.468,158.424,189.765,274.319,198.40200000000002,279.358,193.419,253.84900000000002,176.641,278.92900000000003,168.438,106.86200000000001,170.112,82.241,164.52200000000002,284.092,218.385,94.07600000000001,216.025,148.268,214.84799999999998,344.728,198.203,,
187.0,748.0,,127.88,139.048,239.40599999999998,131.17600000000002,232.893,130.743,111.43,133.989,294.078,155.132,223.75599999999997,152.067,116.904,149.658,215.709,108.426,123.818,129.889,263.823,128.165,273.97900000000004,94.32,134.47,204.382,113.49600000000001,202.173,294.605,204.423,106.008,191.155,123.389,193.40200000000002,313.724,189.483,158.434,189.75900000000001,274.335,198.412,279.415,193.38299999999998,253.85299999999998,176.706,278.91900000000004,168.43599999999998,106.84200000000001,170.05599999999998,82.145,164.468,284.091,218.39700000000002,94.04,215.99400000000003,148.137,214.87599999999998,344.741,198.21,,
187.25,749.0,,127.93700000000001,139.02200000000002,239.359,131.137,232.887,130.734,111.50299999999999,133.972,294.089,155.091,223.705,151.984,116.91,149.635,215.81099999999998,108.40899999999999,123.859,129.888,263.829,128.162,273.835,94.31299999999999,134.523,204.421,113.469,202.16099999999997,294.666,204.362,105.98200000000001,191.16299999999998,123.374,193.41099999999997,313.755,189.49,158.411,189.77,274.327,198.408,279.444,193.338,253.778,176.762,278.908,168.42700000000002,106.81200000000001,170.05599999999998,82.15799999999999,164.485,284.143,218.39,94.006,215.88,148.189,214.963,344.699,198.234,,
187.5,750.0,,127.913,139.006,239.456,131.135,232.882,130.778,111.44200000000001,134.01,294.128,155.08,223.61700000000002,151.909,116.87799999999999,149.624,215.753,108.484,123.814,129.905,263.823,128.157,273.9,94.34100000000001,134.501,204.417,113.45100000000001,202.14,294.716,204.30599999999998,105.97399999999999,191.144,123.339,193.415,313.785,189.50599999999997,158.431,189.773,274.342,198.389,279.603,193.30700000000002,253.767,176.773,278.928,168.42700000000002,106.84299999999999,170.071,82.17399999999999,164.593,284.143,218.415,93.95299999999999,215.833,148.234,214.892,344.721,198.225,,
187.75,751.0,,127.92200000000001,138.97299999999998,239.495,131.149,232.858,130.70600000000002,111.463,134.001,294.112,155.065,223.64,151.93,116.887,149.632,215.77599999999998,108.48299999999999,123.788,129.917,263.822,128.156,273.88599999999997,94.413,134.482,204.43099999999998,113.434,202.135,294.753,204.22400000000002,105.95100000000001,191.15099999999998,123.338,193.43900000000002,313.776,189.49599999999998,158.39600000000002,189.767,274.349,198.391,279.577,193.25799999999998,253.797,176.735,278.91900000000004,168.43200000000002,106.88,170.03799999999998,82.205,164.628,284.112,218.412,94.052,215.817,148.236,214.94799999999998,344.795,198.275,,
188.0,752.0,,127.865,138.909,239.546,131.245,232.899,130.648,111.383,134.002,294.142,155.05,223.63099999999997,151.934,116.885,149.635,215.78,108.684,123.8,129.93,263.848,128.141,274.032,94.43799999999999,134.438,204.435,113.443,202.123,294.76599999999996,204.21099999999998,105.925,191.144,123.318,193.472,313.767,189.442,158.431,189.77700000000002,274.342,198.392,279.575,193.24900000000002,253.845,176.84900000000002,278.899,168.446,106.931,170.015,82.251,164.53400000000002,284.073,218.313,94.085,215.84599999999998,148.3,214.856,344.80300000000005,198.27200000000002,,
188.25,753.0,,127.931,138.922,239.649,131.196,232.93400000000003,130.606,111.405,133.952,294.111,155.041,223.533,151.89700000000002,116.919,149.619,215.752,108.65299999999999,123.757,129.931,263.868,128.132,274.19,94.429,134.414,204.46200000000002,113.454,202.13099999999997,294.80400000000003,204.15900000000002,105.91799999999999,191.12900000000002,123.316,193.458,313.741,189.451,158.381,189.761,274.33799999999997,198.38299999999998,279.601,193.235,253.9,176.889,278.902,168.416,106.92399999999999,170.046,82.309,164.49900000000002,284.048,218.269,93.98899999999999,215.737,148.36700000000002,214.726,344.86199999999997,198.176,,
188.5,754.0,,127.896,138.905,239.679,131.195,232.86700000000002,130.612,111.34,133.933,294.09,154.999,223.61,151.906,116.92,149.624,215.72799999999998,108.63,123.762,129.925,263.863,128.142,274.381,94.579,134.422,204.454,113.48299999999999,202.143,294.827,204.132,105.911,191.113,123.316,193.47,313.76,189.489,158.4,189.753,274.35200000000003,198.377,279.595,193.197,253.965,176.957,278.942,168.395,106.939,170.016,82.287,164.58599999999998,284.048,218.208,94.00299999999999,215.69400000000002,148.46,214.738,344.76800000000003,198.132,,
188.75,755.0,,127.898,138.862,239.609,131.14700000000002,232.824,130.563,111.333,133.941,294.08099999999996,154.959,223.58900000000003,151.945,116.904,149.643,215.613,108.603,123.779,129.912,263.871,128.128,274.298,94.6,134.391,204.421,113.485,202.125,294.83799999999997,204.123,105.89399999999999,191.11,123.32600000000001,193.447,313.756,189.487,158.405,189.755,274.344,198.378,279.526,193.115,253.88099999999997,176.80200000000002,278.91900000000004,168.35299999999998,106.956,170.02700000000002,82.204,164.683,284.065,218.185,94.008,215.597,148.524,214.65599999999998,344.713,198.22400000000002,,
189.0,756.0,,127.863,138.876,239.637,131.101,232.78799999999998,130.55,111.396,133.921,294.10900000000004,154.964,223.50799999999998,151.934,116.881,149.66,215.579,108.579,123.708,129.914,263.889,128.10299999999998,274.151,94.62899999999999,134.39700000000002,204.424,113.492,202.113,294.88599999999997,204.093,105.87799999999999,191.12400000000002,123.30799999999999,193.39,313.742,189.485,158.377,189.798,274.358,198.388,279.592,193.13099999999997,253.93099999999998,176.856,278.961,168.342,106.98899999999999,170.035,82.25299999999999,164.72299999999998,284.059,218.132,94.04,215.613,148.524,214.63099999999997,344.81699999999995,198.15599999999998,,
189.25,757.0,,127.82,138.835,239.67700000000002,131.089,232.78900000000002,130.576,111.354,133.97299999999998,294.10200000000003,154.964,223.57299999999998,151.95,116.869,149.67600000000002,215.725,108.301,123.69,129.918,263.908,128.078,273.83299999999997,94.57799999999999,134.382,204.4,113.492,202.113,294.91200000000003,204.046,105.89,191.11900000000003,123.291,193.35299999999998,313.757,189.459,158.375,189.75900000000001,274.345,198.363,279.651,193.043,253.91299999999998,176.77700000000002,278.98400000000004,168.293,106.95,170.062,82.251,164.74,284.065,218.11599999999999,94.059,215.671,148.505,214.52,344.82099999999997,198.111,,
189.5,758.0,,127.777,138.81,239.671,131.011,232.84599999999998,130.559,111.354,133.996,294.121,154.97,223.516,151.97799999999998,116.848,149.7,215.63299999999998,108.26299999999999,123.65700000000001,129.908,263.914,128.065,274.132,94.845,134.414,204.40400000000002,113.463,202.109,294.92400000000004,204.011,105.917,191.114,123.31700000000001,193.389,313.777,189.46599999999998,158.371,189.812,274.344,198.36,279.668,192.97299999999998,253.935,176.75400000000002,278.947,168.313,106.999,170.06099999999998,82.322,164.555,284.121,218.09599999999998,94.10799999999999,215.688,148.487,214.50599999999997,345.019,198.142,,
189.75,759.0,,127.831,138.83,239.757,131.04399999999998,232.885,130.602,111.344,133.97,294.117,154.985,223.523,151.993,116.852,149.67700000000002,215.755,108.32700000000001,123.649,129.933,263.911,128.072,274.015,94.77600000000001,134.433,204.453,113.463,202.09900000000002,294.92,203.989,105.90700000000001,191.125,123.336,193.386,313.741,189.426,158.389,189.77900000000002,274.362,198.35299999999998,279.732,192.935,253.887,176.821,278.949,168.325,106.962,170.097,82.279,164.56400000000002,284.13599999999997,218.06099999999998,94.10600000000001,215.592,148.435,214.68400000000003,345.19699999999995,198.243,,
190.0,760.0,,127.82799999999999,138.765,239.68099999999998,131.007,232.959,130.55700000000002,111.35799999999999,134.018,294.123,154.983,223.56400000000002,151.947,116.84899999999999,149.65,215.858,108.26700000000001,123.6,129.922,263.907,128.05100000000002,274.221,94.86399999999999,134.41899999999998,204.435,113.476,202.075,294.908,203.983,105.915,191.12599999999998,123.321,193.386,313.69,189.445,158.379,189.79,274.346,198.342,279.70799999999997,192.877,253.889,176.77900000000002,278.947,168.338,106.95,170.16099999999997,82.244,164.52599999999998,284.098,218.05900000000003,94.15299999999999,215.524,148.5,214.78,344.788,198.00900000000001,,
190.25,761.0,,127.79700000000001,138.72899999999998,239.62900000000002,131.001,232.905,130.594,111.346,133.967,294.147,155.03,223.55200000000002,151.936,116.848,149.63299999999998,215.855,108.255,123.59,129.916,263.914,128.049,274.247,94.95299999999999,134.407,204.456,113.434,202.05900000000003,294.906,203.96099999999998,105.93,191.12099999999998,123.29700000000001,193.385,313.697,189.44799999999998,158.412,189.83599999999998,274.363,198.36,279.77099999999996,192.894,253.918,176.856,278.985,168.31,107.00299999999999,170.18,82.264,164.516,284.06,218.048,94.154,215.50099999999998,148.513,214.87,344.839,197.89,,
190.5,762.0,,127.8,138.734,239.697,131.00799999999998,232.889,130.577,111.412,133.856,294.166,155.02200000000002,223.574,151.96200000000002,116.905,149.641,216.03799999999998,108.177,123.6,129.898,263.927,128.039,274.296,94.911,134.391,204.42,113.411,202.06599999999997,294.911,203.918,105.931,191.112,123.277,193.37400000000002,313.687,189.43900000000002,158.434,189.83599999999998,274.356,198.33599999999998,279.738,192.9,253.81599999999997,176.88099999999997,278.97700000000003,168.326,107.04299999999999,170.172,82.182,164.512,284.069,218.02,94.228,215.525,148.505,214.72,344.98699999999997,197.947,,
190.75,763.0,,127.84299999999999,138.644,239.718,130.955,232.91400000000002,130.62,111.40100000000001,133.78799999999998,294.2,155.017,223.58599999999998,151.916,116.94,149.628,216.14700000000002,108.23700000000001,123.63,129.855,263.907,128.03,274.20099999999996,94.98100000000001,134.414,204.428,113.42299999999999,202.043,294.94599999999997,203.894,105.921,191.09900000000002,123.29799999999999,193.33700000000002,313.72,189.482,158.382,189.84799999999998,274.36,198.332,279.846,192.93,253.793,176.922,279.008,168.32299999999998,107.02799999999999,170.18900000000002,82.25,164.613,284.063,217.984,94.274,215.58900000000003,148.398,214.803,344.73400000000004,197.908,,
191.0,764.0,,127.816,138.602,239.706,130.938,232.917,130.564,111.50200000000001,133.696,294.216,155.001,223.582,151.873,116.929,149.639,216.079,108.34700000000001,123.695,129.868,263.904,128.009,274.522,94.98,134.366,204.365,113.426,202.062,294.969,203.89,105.926,191.095,123.32799999999999,193.361,313.723,189.479,158.411,189.84799999999998,274.341,198.326,279.85200000000003,192.865,253.743,176.96900000000002,279.006,168.326,107.0,170.14700000000002,82.177,164.771,284.07099999999997,217.94099999999997,94.304,215.514,148.593,214.78599999999997,344.81199999999995,198.00599999999997,,
191.25,765.0,,127.714,138.588,239.762,131.004,232.894,130.536,111.486,133.727,294.231,154.991,223.567,151.849,116.932,149.66299999999998,216.014,108.322,123.727,129.816,263.906,128.014,274.308,95.022,134.344,204.34599999999998,113.461,202.02700000000002,295.0,203.877,105.916,191.097,123.34200000000001,193.37,313.695,189.489,158.43,189.81,274.358,198.322,279.918,192.824,253.78599999999997,176.952,279.015,168.28900000000002,106.962,170.175,82.07799999999999,164.77599999999998,284.05400000000003,217.91,94.274,215.55599999999998,148.64700000000002,214.829,344.69800000000004,197.982,,
191.5,766.0,,127.74700000000001,138.547,239.80200000000002,130.982,232.9,130.584,111.49700000000001,133.672,294.26599999999996,155.026,223.553,151.85299999999998,116.925,149.66299999999998,216.157,108.236,123.729,129.819,263.908,128.007,274.329,95.042,134.371,204.31900000000002,113.459,201.997,295.02299999999997,203.87,105.914,191.108,123.337,193.36599999999999,313.691,189.454,158.472,189.761,274.345,198.298,279.905,192.803,253.747,176.97099999999998,279.02099999999996,168.28799999999998,106.955,170.113,82.095,164.707,284.07099999999997,217.91299999999998,94.287,215.553,148.701,214.828,344.798,197.86599999999999,,
191.75,767.0,,127.571,138.477,239.75900000000001,130.936,232.861,130.572,111.51100000000001,133.667,294.341,155.05,223.543,151.8,116.934,149.614,216.149,108.28200000000001,123.75200000000001,129.83700000000002,263.89799999999997,127.993,274.183,95.05799999999999,134.349,204.308,113.45700000000001,201.96200000000002,295.04900000000004,203.87,105.917,191.108,123.359,193.335,313.682,189.437,158.483,189.71900000000002,274.349,198.25799999999998,279.892,192.69299999999998,253.69,177.123,279.007,168.252,106.946,170.11900000000003,82.125,164.766,284.072,217.87599999999998,94.289,215.55599999999998,148.556,214.78599999999997,344.61400000000003,197.922,,
192.0,768.0,,127.615,138.475,239.748,130.91899999999998,232.83700000000002,130.658,111.45200000000001,133.833,294.341,155.04,223.50099999999998,151.747,116.93,149.65200000000002,216.15900000000002,108.29899999999999,123.76799999999999,129.814,263.893,127.98,274.186,95.09100000000001,134.311,204.28599999999997,113.44,201.989,295.063,203.824,105.90299999999999,191.12099999999998,123.399,193.356,313.692,189.46599999999998,158.484,189.644,274.337,198.253,279.89599999999996,192.68400000000003,253.704,177.082,279.03700000000003,168.269,106.95299999999999,170.084,82.116,164.75900000000001,284.094,217.835,94.29299999999999,215.553,148.609,214.74200000000002,344.806,197.857,,
192.25,769.0,,127.56299999999999,138.403,239.718,130.92600000000002,232.801,130.724,111.419,133.828,294.327,155.036,223.502,151.755,116.85799999999999,149.615,216.03099999999998,108.31,123.706,129.816,263.89099999999996,127.96700000000001,274.096,95.037,134.313,204.305,113.412,202.00799999999998,295.08,203.791,105.88799999999999,191.106,123.395,193.352,313.70799999999997,189.43400000000003,158.47,189.67,274.342,198.25400000000002,279.916,192.61599999999999,253.68900000000002,177.065,279.052,168.261,106.932,170.046,82.12700000000001,164.73,284.079,217.80900000000003,94.322,215.548,148.459,214.80599999999998,344.865,197.86599999999999,,
192.5,770.0,,127.492,138.33700000000002,239.65099999999998,130.859,232.752,130.718,111.37799999999999,133.798,294.32599999999996,155.043,223.503,151.754,116.865,149.59,216.021,108.345,123.61399999999999,129.778,263.888,127.96600000000001,274.057,94.943,134.319,204.315,113.381,201.99099999999999,295.08799999999997,203.80700000000002,105.92200000000001,191.104,123.37799999999999,193.38400000000001,313.71,189.43200000000002,158.454,189.65900000000002,274.341,198.252,279.874,192.61599999999999,253.72099999999998,177.044,279.03700000000003,168.298,106.92399999999999,170.03,82.15899999999999,164.678,284.112,217.793,94.37899999999999,215.53099999999998,148.414,214.738,344.952,197.90400000000002,,
