TimesH,Frame,NoMissing,160,160,211,211,225,225,240,240,331,331,344,344,440,440,468,468,783,783,979,979,1024,1024,1060,1060,1119,1119,1303,1303,1459,1459,1694,1694,1783,1783,1942,1942,2344,2344,2446,2446,2451,2451,2846,2846,2854,2854,3041,3041,3066,3066,3293,3293,3604,3604,4069,4069,4118,4118,4174,4174,4181,4181,4214,4214,4262,4262,4459,4459,4673,4673,4696,4696,4890,4890,5315,5315,5374,5374,5502,5502,5509,5509
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
435.0,1740.0,,130.244,161.15,44.257,187.891,148.827,184.287,141.769,170.67700000000002,130.759,16.187,120.814,192.275,143.034,41.915,177.292,43.942,159.305,10.664000000000001,221.34400000000002,77.047,153.045,83.02799999999999,93.639,178.324,93.04700000000001,157.245,340.273,181.166,137.57299999999998,192.584,129.95600000000002,195.524,84.42200000000001,184.243,40.611999999999995,182.699,182.051,95.131,132.136,71.023,227.438,41.695,36.256,193.058,247.338,25.486,150.69899999999998,162.781,276.461,95.416,240.13299999999998,18.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.25,1741.0,,130.265,161.142,44.336000000000006,187.81400000000002,148.817,184.296,141.798,170.704,130.66899999999998,16.27,120.809,192.275,143.02200000000002,41.974,177.301,44.016999999999996,159.37,10.597999999999999,221.34,76.993,152.97299999999998,82.77,93.55,178.24599999999998,93.01899999999999,157.25799999999998,340.281,181.15099999999998,137.572,192.61900000000003,130.002,195.52,84.36399999999999,184.11,40.551,182.662,182.018,95.15100000000001,132.10399999999998,71.006,227.355,41.583999999999996,36.356,192.80599999999998,247.602,25.241999999999997,150.696,162.89700000000002,276.472,95.52799999999999,240.125,18.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.5,1742.0,,130.279,161.125,44.443000000000005,188.264,148.809,184.12599999999998,141.816,170.709,130.662,16.237000000000002,120.836,192.24099999999999,142.947,41.99100000000001,177.275,43.998000000000005,159.358,10.571,221.338,76.986,152.939,82.507,93.569,178.24900000000002,93.064,157.254,340.211,181.24400000000003,137.542,192.61700000000002,129.968,195.477,84.33200000000001,184.03599999999997,40.55,182.512,182.032,95.118,132.156,70.997,227.585,41.352,36.446999999999996,193.00400000000002,247.7,25.109,151.269,162.484,276.45099999999996,95.598,240.072,18.570999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.75,1743.0,,130.279,161.116,44.405,188.043,148.755,183.97099999999998,141.855,170.718,130.6,16.237000000000002,120.85,192.21200000000002,142.877,41.931000000000004,177.303,43.993,159.352,10.54,221.322,76.973,152.91,82.06,93.512,178.09799999999998,93.134,157.216,340.07199999999995,181.218,137.564,192.63299999999998,129.982,195.398,84.352,183.899,40.661,182.56099999999998,182.03099999999998,95.11,132.033,70.961,227.645,41.325,36.408,192.907,247.80599999999998,24.813000000000002,151.312,162.252,276.551,95.535,240.208,18.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.0,1744.0,,130.298,161.062,44.368,188.00900000000001,148.713,183.889,141.841,170.688,130.18,16.555999999999997,120.85700000000001,192.19799999999998,142.72,41.895,177.332,44.013999999999996,159.334,10.504000000000001,221.31799999999998,76.952,152.879,81.973,93.667,178.153,93.10600000000001,157.286,340.08,181.282,137.531,192.62099999999998,129.961,195.405,84.35600000000001,183.80599999999998,40.749,182.398,182.07,95.035,131.9,70.984,227.77,41.308,36.573,192.916,247.97400000000002,24.703000000000003,151.373,162.24200000000002,276.70799999999997,95.484,240.36700000000002,18.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.25,1745.0,,130.279,161.035,44.474,188.081,148.709,183.76,141.866,170.668,129.925,16.72,120.851,192.19,142.703,41.81,177.357,43.935,159.32,10.559000000000001,221.299,76.993,152.894,81.831,93.40100000000001,178.02900000000002,93.115,157.269,340.25199999999995,181.22299999999998,137.50799999999998,192.56,129.96200000000002,195.32,84.40799999999999,183.78799999999998,40.719,182.16,182.03599999999997,95.10799999999999,131.888,70.987,227.88,41.103,36.868,192.995,248.081,24.208000000000002,151.091,162.32299999999998,276.74,95.439,240.481,18.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.5,1746.0,,130.282,161.05200000000002,44.497,188.169,148.673,183.69799999999998,141.892,170.71099999999998,130.019,16.764,120.87200000000001,192.22799999999998,142.66899999999998,41.826,177.36700000000002,43.806000000000004,159.364,10.619000000000002,221.34,77.023,152.888,81.821,93.58,178.042,93.061,157.191,340.469,181.15200000000002,137.489,192.567,129.974,195.24,84.40100000000001,183.67700000000002,40.695,182.109,181.99400000000003,95.133,131.986,71.016,227.79,41.067,36.869,192.899,248.233,23.974,150.892,162.344,276.64,95.52799999999999,240.50099999999998,18.644000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.75,1747.0,,130.27100000000002,161.062,44.505,188.41,148.64600000000002,183.604,141.925,170.783,129.869,16.825,120.848,192.19,142.65,41.777,177.375,43.869,159.381,10.589,221.3,77.065,152.93200000000002,81.84,93.751,178.02700000000002,93.07,157.107,340.84,180.886,137.442,192.514,129.957,195.265,84.461,183.639,40.674,182.041,182.041,95.111,131.696,70.869,227.75099999999998,41.103,36.98,192.623,248.327,23.320999999999998,150.901,162.35399999999998,276.978,95.21600000000001,240.36599999999999,18.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.0,1748.0,,130.262,161.065,44.464,188.497,148.63299999999998,183.53099999999998,141.91299999999998,170.78599999999997,129.8,16.910999999999998,120.79899999999999,192.196,142.821,41.802,177.354,43.851000000000006,159.326,10.616,221.294,77.08,152.869,81.613,93.626,177.915,93.05,157.19299999999998,341.215,180.857,137.466,192.56599999999997,129.91899999999998,195.178,84.443,183.51,40.583,182.06,182.08700000000002,95.075,131.58,70.847,227.771,41.169,36.849000000000004,192.078,248.30599999999998,23.795,150.871,162.279,276.954,95.178,240.488,18.500999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.25,1749.0,,130.261,161.03799999999998,44.333999999999996,188.778,148.637,183.395,141.942,170.783,129.894,16.82,120.791,192.171,142.81,41.869,177.418,43.793,159.312,10.572000000000001,221.28400000000002,77.081,152.868,81.532,93.571,177.9,93.00399999999999,157.29,340.655,180.95,137.452,192.53599999999997,129.887,195.074,84.54299999999999,183.41299999999998,40.652,182.062,182.102,95.059,131.915,70.92399999999999,227.855,41.144,36.99,191.542,248.28900000000002,23.671999999999997,150.63299999999998,162.291,276.918,95.20100000000001,240.58900000000003,18.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.5,1750.0,,130.236,161.02200000000002,44.356,188.437,148.614,183.278,141.905,170.75400000000002,130.099,16.613,120.814,192.138,142.747,41.91,177.368,43.632,159.261,10.536,221.274,77.04,152.882,81.579,93.361,177.808,92.98700000000001,157.27700000000002,340.463,181.016,137.416,192.518,129.865,195.1,84.67399999999999,183.301,40.641,181.88400000000001,182.081,95.098,131.808,70.953,227.893,41.153,37.757,190.332,248.335,23.259,150.748,162.309,277.065,95.163,240.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.75,1751.0,,130.309,160.97299999999998,44.295,188.553,148.609,183.25599999999997,141.895,170.696,130.119,16.609,120.802,192.13099999999997,142.741,41.888999999999996,177.355,43.62,159.245,10.559000000000001,221.29,76.975,152.899,81.541,93.3,177.77700000000002,92.993,157.16,340.545,180.852,137.431,192.514,129.827,194.958,84.70200000000001,183.25599999999997,40.637,181.815,182.108,95.07600000000001,131.985,70.942,227.958,41.099,37.792,190.01,248.37,23.156,150.39700000000002,162.531,277.095,95.07700000000001,240.489,18.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.0,1752.0,,130.31,160.981,44.343999999999994,188.32,148.597,183.136,141.878,170.705,129.93200000000002,16.597,120.766,192.179,142.691,41.937,177.327,43.669,159.253,10.597999999999999,221.31099999999998,76.98899999999999,152.85299999999998,81.509,93.53299999999999,177.835,93.029,157.05700000000002,340.56199999999995,180.872,137.447,192.523,129.842,194.949,84.725,183.25599999999997,40.552,181.74599999999998,182.09400000000002,95.02799999999999,131.961,70.91199999999999,227.986,41.123999999999995,37.786,190.097,248.55599999999998,22.576999999999998,150.32,162.43200000000002,276.988,95.17,240.0,18.0,43.345,172.40900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.25,1753.0,,130.33100000000002,160.954,44.331,188.15,148.578,182.959,141.93,170.679,130.053,16.62,120.802,192.14,142.65200000000002,41.903999999999996,177.484,43.762,159.141,10.482999999999999,221.3,77.00399999999999,152.816,81.541,93.65700000000001,177.829,93.02600000000001,156.951,340.80300000000005,180.743,137.452,192.519,129.843,194.935,84.912,183.15599999999998,40.543,181.613,182.083,95.059,132.01,70.889,227.831,41.09,37.801,189.90599999999998,248.585,22.421999999999997,150.313,162.34799999999998,276.988,95.118,240.0,18.0,43.403999999999996,172.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.5,1754.0,,130.35299999999998,160.921,44.402,188.112,148.564,182.793,141.96200000000002,170.68200000000002,130.059,16.729,120.742,192.137,142.615,41.923,177.472,43.768,159.124,10.413,221.267,76.97800000000001,152.821,81.542,93.95,177.88,93.044,156.953,341.038,180.58,137.425,192.507,129.843,194.903,84.891,183.122,40.562,181.555,182.093,95.06200000000001,132.003,70.896,227.926,41.042,37.824,189.97799999999998,248.61599999999999,22.334,150.24,162.36,277.142,95.001,240.446,18.484,43.531000000000006,172.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.75,1755.0,,130.398,160.928,44.336999999999996,187.93,148.579,182.46,141.965,170.671,130.306,16.702,120.743,192.122,142.602,41.857,177.452,43.758,159.135,10.484000000000002,221.28099999999998,76.984,152.835,81.551,93.963,177.86599999999999,92.977,156.87,340.721,180.63400000000001,137.433,192.535,129.811,194.888,84.866,183.06799999999998,40.631,181.505,182.058,95.04,132.004,70.88600000000001,227.877,41.085,37.842,190.21200000000002,248.605,22.464000000000002,150.05700000000002,162.154,277.342,95.027,240.525,18.430999999999997,43.6,172.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.0,1756.0,,130.411,160.9,44.443000000000005,187.887,148.534,182.576,141.97,170.706,130.49200000000002,16.660999999999998,120.76899999999999,192.07299999999998,142.68200000000002,41.813,177.36900000000003,43.808,159.1,10.382,221.27700000000002,77.024,152.83,81.571,93.81,177.795,92.958,156.836,340.806,180.658,137.418,192.579,129.808,194.893,84.51,183.327,40.561,181.451,182.02599999999998,95.053,131.925,70.874,227.75799999999998,41.056999999999995,37.873000000000005,190.15,248.433,22.805999999999997,150.217,162.046,277.237,95.053,240.726,18.521,43.541000000000004,172.53900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.25,1757.0,,130.44,160.889,44.48,187.98,148.548,182.22400000000002,141.98,170.709,130.394,16.609,120.802,192.03599999999997,142.64600000000002,41.784,177.396,43.763999999999996,159.091,10.395,221.274,77.055,152.858,81.524,93.948,177.80900000000003,92.93700000000001,156.91899999999998,340.86300000000006,180.685,137.369,192.57299999999998,129.819,194.96400000000003,84.831,183.02900000000002,40.525999999999996,181.386,182.014,95.027,131.814,70.884,227.676,41.025,37.778,190.484,248.43099999999998,23.033,150.41,161.967,277.257,95.12200000000001,240.82299999999998,18.778,43.832,173.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.5,1758.0,,130.418,160.908,44.451,187.85299999999998,148.49200000000002,182.141,142.002,170.68099999999998,130.241,16.692,120.795,191.975,142.602,41.761,177.429,43.74100000000001,159.072,10.414000000000001,221.266,77.078,152.868,81.457,93.927,177.796,92.947,156.97299999999998,340.79400000000004,180.795,137.385,192.55700000000002,129.84,194.93,84.603,183.048,40.501,181.238,182.02200000000002,94.958,131.997,70.835,227.625,41.012,37.721,190.558,248.468,23.003,150.434,161.879,277.454,94.991,240.827,18.994,43.806000000000004,174.30900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.75,1759.0,,130.455,160.877,44.458999999999996,188.275,148.45,182.08900000000003,141.97899999999998,170.662,130.252,16.727999999999998,120.836,191.97400000000002,142.743,41.736999999999995,177.392,43.861000000000004,159.055,10.36,221.252,77.035,152.84,81.497,94.06700000000001,177.843,92.88799999999999,157.08,340.95300000000003,180.799,137.406,192.554,129.828,194.928,84.568,183.051,40.506,181.148,182.005,95.045,131.856,70.82300000000001,227.734,41.013999999999996,37.803000000000004,190.47299999999998,249.0,22.0,150.369,161.644,277.664,94.93299999999999,240.835,18.893,43.895,173.97299999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.0,1760.0,,130.439,160.91,44.681000000000004,187.56,148.44,182.017,141.999,170.666,130.059,16.772000000000002,120.869,191.96400000000003,142.72,41.698,177.475,43.89,159.083,10.47,221.252,77.04,152.82,81.495,94.01700000000001,177.81799999999998,92.935,157.066,341.051,180.74900000000002,137.423,192.562,129.835,194.933,84.655,182.93,40.483000000000004,181.067,181.995,95.074,131.991,70.793,227.71599999999998,40.992,37.941,190.14,248.442,22.891,150.475,161.60399999999998,277.952,94.78299999999999,240.877,18.811,44.088,174.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.25,1761.0,,130.434,160.855,44.47,187.938,148.39700000000002,181.838,141.993,170.63,130.327,16.734,120.84299999999999,191.955,142.775,41.644,177.49599999999998,43.823,159.042,10.373,221.28799999999998,77.10300000000001,152.816,81.495,94.016,177.80900000000003,93.021,157.112,340.849,180.81099999999998,137.46200000000002,192.542,129.839,194.87,84.469,182.924,40.492,181.10299999999998,181.986,95.071,131.94299999999998,70.727,227.731,40.861999999999995,37.991,189.91299999999998,248.604,22.285999999999998,150.605,161.643,277.575,95.116,240.794,18.569000000000003,43.94,174.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.5,1762.0,,130.458,160.83700000000002,44.516999999999996,188.015,148.4,181.735,142.016,170.642,130.202,16.807000000000002,120.81700000000001,191.933,142.784,41.626000000000005,177.55200000000002,43.937,159.07399999999998,10.259,221.285,77.093,152.817,81.53,93.98,177.80700000000002,93.023,157.215,340.901,180.77700000000002,137.493,192.523,129.819,194.856,84.477,182.958,40.505,181.101,181.979,95.037,131.895,70.712,227.893,40.908,37.893,190.12099999999998,248.61599999999999,22.101999999999997,150.471,161.495,277.49,95.257,240.822,18.627,44.053999999999995,174.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.75,1763.0,,130.485,160.79399999999998,44.489,188.081,148.404,181.84599999999998,142.011,170.62599999999998,130.361,16.739,120.819,191.886,142.73,41.646,177.56099999999998,43.858000000000004,159.041,10.25,221.265,77.018,152.856,81.518,93.838,177.701,93.102,157.22,340.934,180.769,137.476,192.512,129.80700000000002,194.868,84.56,182.907,40.467,181.024,181.96,95.044,131.72299999999998,70.642,227.71599999999998,40.899,37.89,190.002,248.71900000000002,21.923000000000002,150.325,161.44,277.955,95.057,240.764,18.361,43.847,175.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.0,1764.0,,130.469,160.738,44.401,187.968,148.406,181.822,142.039,170.62099999999998,130.352,16.777,120.77600000000001,191.873,142.722,41.614,177.595,43.832,159.09799999999998,10.25,221.25900000000001,76.997,152.847,81.52,93.70700000000001,177.683,93.10799999999999,157.039,341.093,180.704,137.446,192.505,129.821,194.87,84.585,182.908,40.449,180.96200000000002,181.95,95.06200000000001,131.651,70.694,227.852,40.869,37.8,190.106,248.635,22.212,150.315,161.344,277.823,95.279,240.732,18.442,44.06100000000001,174.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.25,1765.0,,130.452,160.765,44.367,187.979,148.395,181.815,142.035,170.607,130.203,16.82,120.81700000000001,191.856,142.75,41.582,177.585,43.821000000000005,159.113,10.349,221.21,76.97,152.8,81.485,93.76100000000001,177.69799999999998,93.022,157.065,,,137.463,192.457,129.851,194.899,84.71799999999999,182.863,40.56,180.815,181.942,95.09700000000001,131.468,70.74,227.799,40.802,37.821,190.13099999999997,248.618,22.186999999999998,150.316,161.248,277.976,95.23700000000001,240.74400000000003,18.61,44.023999999999994,174.59599999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.5,1766.0,,130.44799999999998,160.69299999999998,44.376999999999995,187.825,148.382,181.571,142.082,170.615,130.347,16.826,120.839,191.82299999999998,142.786,41.614,177.563,43.785,159.049,10.275,221.203,77.032,152.835,81.459,93.666,177.648,93.07600000000001,156.96,,,137.475,192.49200000000002,129.841,194.93200000000002,84.581,182.9,40.571,180.769,181.94,95.03200000000001,131.531,70.71,227.88299999999998,40.78,37.804,189.928,248.558,22.205,150.276,161.139,277.851,95.279,240.72299999999998,18.648,44.053000000000004,174.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.75,1767.0,,130.47,160.656,44.353,187.74099999999999,148.366,181.62400000000002,142.079,170.59799999999998,130.44299999999998,16.778,120.88799999999999,191.81,142.684,41.556999999999995,177.618,43.864,159.019,10.205,221.166,76.994,152.868,81.48899999999999,93.713,177.638,93.08200000000001,156.869,,,137.477,192.498,129.816,194.946,84.59899999999999,182.835,40.544000000000004,180.763,181.928,95.04299999999999,131.059,70.824,227.975,40.701,37.812,190.018,248.69299999999998,22.093000000000004,150.32399999999998,161.003,277.83,95.119,240.808,18.519000000000002,44.065,174.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.0,1768.0,,130.548,160.55100000000002,44.325,187.6,148.368,181.59799999999998,142.076,170.581,130.481,16.84,120.90299999999999,191.82,142.546,41.531000000000006,177.519,43.769,159.05700000000002,10.248,221.174,76.939,152.86700000000002,81.446,93.882,177.637,93.116,156.901,,,137.45,192.47099999999998,129.803,194.90099999999998,84.61200000000001,182.80900000000003,40.571999999999996,180.805,181.94799999999998,94.962,131.072,70.783,227.887,40.788000000000004,37.853,189.907,248.737,22.014,150.334,160.856,277.707,95.163,240.795,18.391,44.075,174.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,1769.0,,130.563,160.549,44.405,187.707,148.369,181.601,142.094,170.583,130.36,16.892,120.929,191.80700000000002,142.607,41.56399999999999,177.52599999999998,43.772,159.094,10.237,221.197,76.908,152.858,81.388,93.822,177.657,93.193,156.827,341.349,180.625,137.468,192.412,129.805,194.97799999999998,84.626,182.745,40.565,180.917,181.94,94.916,131.58,70.53,227.951,40.774,37.86,190.05,248.75900000000001,21.974,150.576,160.399,277.796,95.12,240.842,18.298,44.004,174.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,1770.0,,130.606,160.52100000000002,44.363,187.71,148.344,181.53,142.139,170.604,130.345,16.898,120.97399999999999,191.794,142.486,41.607,177.558,43.786,159.123,10.222999999999999,221.225,76.90899999999999,152.846,81.467,93.905,177.648,93.134,156.796,342.01199999999994,180.274,137.439,192.398,129.77100000000002,194.96599999999998,84.52799999999999,182.74200000000002,40.593,180.827,181.907,94.90299999999999,131.111,70.732,228.101,40.709,37.87,189.99,248.77900000000002,21.908,150.365,160.406,277.744,95.125,240.8,18.462,44.138999999999996,174.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,1771.0,,130.624,160.507,44.39,187.722,148.347,181.614,142.129,170.565,130.493,16.808,120.921,191.821,142.315,41.675,177.46900000000002,43.628,159.097,10.257,221.24,76.943,152.856,81.461,93.836,177.65900000000002,93.09299999999999,156.838,342.035,180.13400000000001,137.412,192.41299999999998,129.77,194.984,84.569,182.653,40.601,180.828,181.91,94.863,130.803,70.837,228.019,40.685,37.921,189.854,248.861,21.741,150.345,160.29,277.647,95.166,240.85299999999998,18.335,44.135,174.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0,1772.0,,130.68,160.47899999999998,44.565,187.41,148.31,181.579,142.15,170.563,130.428,16.864,120.932,191.835,142.423,41.67100000000001,177.553,43.713,159.063,10.144,221.247,77.007,152.83,81.39699999999999,93.773,177.618,93.081,156.715,341.767,180.257,137.415,192.378,129.768,194.928,84.619,182.604,40.501,180.7,181.858,94.82799999999999,130.856,70.845,228.104,40.622,37.906,189.799,248.81400000000002,21.756,150.27,160.326,277.783,95.10700000000001,240.894,18.201,44.099,174.21900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.25,1773.0,,130.665,160.491,44.45,187.657,148.31,181.528,142.185,170.58599999999998,130.434,16.846,120.94,191.868,142.412,41.675,177.523,43.666000000000004,159.049,10.185,221.278,76.975,152.819,81.423,93.74700000000001,177.61900000000003,93.05,156.656,341.816,180.213,137.423,192.41099999999997,129.76,194.919,84.617,182.56099999999998,40.455999999999996,180.69299999999998,181.803,94.899,130.006,70.866,228.28400000000002,40.611,37.861,189.832,248.799,21.708000000000002,150.155,160.386,277.625,95.12,240.937,18.105,44.214,174.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,1774.0,,130.686,160.493,44.396,187.638,148.306,181.678,142.226,170.592,130.352,16.843,120.941,191.875,142.453,41.65,177.489,43.507,159.056,10.176,221.245,76.945,152.825,81.449,93.807,177.58,93.01100000000001,156.524,341.844,180.261,137.41899999999998,192.363,129.778,194.917,84.56700000000001,182.59799999999998,40.394,180.662,181.769,94.839,130.151,70.884,228.268,40.596,37.869,189.89700000000002,248.84099999999998,21.732,150.267,160.257,277.57,95.15,240.965,18.096,44.178999999999995,174.43400000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,1775.0,,130.644,160.515,44.443999999999996,187.477,148.315,181.81400000000002,142.22899999999998,170.577,130.393,16.844,120.906,191.937,142.506,41.618,177.377,43.445,159.06,10.128,221.231,76.954,152.811,81.41,93.78299999999999,177.609,92.95700000000001,156.381,342.04,180.09900000000002,137.378,192.38299999999998,129.767,194.89700000000002,84.52600000000001,182.578,40.294000000000004,180.623,181.76,94.70700000000001,129.775,70.926,228.295,40.623000000000005,37.944,189.80200000000002,248.954,21.559,150.355,160.048,277.611,95.212,240.91099999999997,18.093,44.378,174.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.0,1776.0,,130.671,160.513,44.607,187.232,148.341,181.725,142.262,170.52599999999998,130.40200000000002,16.823,120.947,191.91,142.589,41.604,177.595,43.655,159.047,10.14,221.261,76.94800000000001,152.804,81.378,93.633,177.636,92.853,156.474,341.983,180.085,137.327,192.34400000000002,129.752,194.808,84.50399999999999,182.52200000000002,40.271,180.6,181.74900000000002,94.677,130.08,70.869,228.395,40.653,37.914,189.803,248.898,21.559,150.474,159.889,277.433,95.315,240.91299999999998,18.022000000000002,44.208999999999996,174.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,1777.0,,130.691,160.494,44.648999999999994,187.076,148.371,181.685,142.30100000000002,170.50099999999998,130.47299999999998,16.788,120.926,191.929,142.607,41.585,177.708,43.628,159.036,10.213,221.235,76.86399999999999,152.821,81.37100000000001,93.735,177.643,92.84200000000001,156.488,342.38800000000003,179.878,137.298,192.359,129.766,194.84099999999998,84.50399999999999,182.537,40.282,180.489,181.708,94.62700000000001,129.968,70.844,228.35,40.762,37.873000000000005,189.766,248.907,21.566999999999997,150.477,159.844,277.347,95.36200000000001,241.02700000000002,17.919,44.207,174.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,1778.0,,130.725,160.453,44.669,186.947,148.365,181.706,142.356,170.45,130.477,16.739,120.93700000000001,191.908,142.627,41.504,177.657,43.647,159.047,10.199,221.24099999999999,76.938,152.862,81.359,93.58200000000001,177.637,92.76799999999999,156.487,342.36300000000006,179.84400000000002,137.232,192.38400000000001,129.73,194.84799999999998,84.535,182.567,40.232,180.455,181.72,94.42399999999999,129.61700000000002,70.906,228.305,40.793,37.896,189.93099999999998,248.892,21.584,150.424,159.85399999999998,277.308,95.444,240.97099999999998,17.992,44.098,174.59599999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,1779.0,,130.678,160.47299999999998,44.617,187.024,148.319,181.7,142.369,170.435,130.863,16.477999999999998,120.93700000000001,191.935,142.588,41.44,177.64700000000002,43.51,159.088,10.224,221.26,76.931,152.86,81.38,93.605,177.67700000000002,92.706,156.512,342.37300000000005,179.84400000000002,137.21200000000002,192.36599999999999,129.717,194.78599999999997,84.43799999999999,182.562,40.274,180.38099999999997,181.674,94.34200000000001,129.44899999999998,70.885,228.21900000000002,40.829,37.891,189.916,248.935,21.726999999999997,150.69799999999998,159.398,277.343,95.366,240.924,17.866,44.161,174.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0,1780.0,,130.672,160.463,44.471000000000004,187.21400000000003,148.362,181.511,142.352,170.4,130.745,16.542,120.955,191.952,142.496,41.417,177.57299999999998,43.44,159.108,10.276,221.25599999999997,76.906,152.843,81.363,93.421,177.52900000000002,92.711,156.45,342.44800000000004,179.74200000000002,137.201,192.36599999999999,129.77,194.78099999999998,84.369,182.618,40.264,180.365,181.63099999999997,94.20700000000001,129.924,70.854,228.263,40.878,37.902,189.678,249.043,21.683000000000003,150.624,159.327,277.383,95.449,241.05200000000002,17.739,44.137,174.53400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.25,1781.0,,130.707,160.441,44.531000000000006,187.13,148.339,181.576,142.379,170.39,131.001,16.396,120.96700000000001,191.918,142.599,41.42100000000001,177.475,43.318000000000005,159.095,10.276,221.28099999999998,76.99600000000001,152.855,81.313,93.50200000000001,177.613,92.624,156.453,342.535,179.58900000000003,137.173,192.34,129.767,194.817,84.354,182.467,40.296,180.32299999999998,181.63400000000001,93.919,131.542,70.06,228.24099999999999,40.923,37.874,189.67,249.067,21.684,150.64600000000002,159.24,277.346,95.492,241.02599999999998,17.767,44.111999999999995,174.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.5,1782.0,,130.73,160.358,44.442,187.27,148.359,181.63,142.403,170.36900000000003,131.029,16.362000000000002,120.99799999999999,191.90400000000002,142.556,41.203,177.385,43.251999999999995,159.089,10.222000000000001,221.31400000000002,77.051,152.851,81.258,93.289,177.498,92.62200000000001,156.27200000000002,342.36300000000006,179.615,137.179,192.34900000000002,129.797,194.773,84.415,182.507,40.298,180.31799999999998,181.627,93.81700000000001,130.685,70.461,228.205,40.9,37.904,189.83,248.959,21.691,150.592,159.14600000000002,277.415,95.435,241.037,17.679000000000002,44.312,174.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.75,1783.0,,130.70600000000002,160.376,44.34,187.235,148.341,181.688,142.398,170.38099999999997,131.111,16.33,121.04299999999999,191.907,142.332,41.135,177.293,43.173,159.004,10.253,221.30599999999998,77.07,152.873,81.229,93.501,177.612,92.601,156.08100000000002,342.32800000000003,179.696,137.181,192.33900000000003,129.78,194.773,84.428,182.497,40.248000000000005,180.345,181.63099999999997,93.506,131.034,70.171,228.233,40.893,37.918,189.75,248.899,21.599,150.553,159.108,277.39799999999997,95.40299999999999,241.15,17.666,44.298,174.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.0,1784.0,,130.715,160.335,44.34,187.22,148.30700000000002,181.729,142.414,170.37,131.062,16.355999999999998,121.03299999999999,191.888,142.481,41.152,177.364,43.2,159.039,10.13,221.304,77.048,152.9,81.214,93.1,177.44799999999998,92.568,156.041,342.457,179.66099999999997,137.195,192.3,129.80200000000002,194.739,84.426,182.52900000000002,40.278,180.385,181.618,93.12299999999999,132.029,68.987,228.299,40.872,37.914,189.785,249.00099999999998,21.461,150.541,159.046,277.335,95.464,241.144,17.709,44.098,174.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
