TimesH,Frame,NoMissing,160,160,211,211,225,225,240,240,331,331,344,344,440,440,468,468,783,783,979,979,1024,1024,1060,1060,1119,1119,1303,1303,1459,1459,1694,1694,1783,1783,1942,1942,2344,2344,2446,2446,2451,2451,2846,2846,2854,2854,3041,3041,3066,3066,3293,3293,3604,3604,4069,4069,4118,4118,4174,4174,4181,4181,4214,4214,4262,4262,4459,4459,4673,4673,4696,4696,4890,4890,5315,5315,5374,5374,5502,5502,5509,5509
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
363.5,1454.0,,130.868,168.247,44.582,192.458,148.384,192.38099999999997,144.041,183.049,125.03,25.112,122.36200000000001,199.827,138.787,54.95,178.549,50.449,155.778,17.223,212.25900000000001,83.69200000000001,145.882,91.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.75,1455.0,,130.863,168.27200000000002,44.606,192.415,148.421,192.31799999999998,144.005,183.054,124.90100000000001,25.439,122.339,199.773,138.83100000000002,54.965,178.68900000000002,50.347,155.783,17.224,212.24400000000003,83.902,145.85299999999998,91.87299999999999,97.3,182.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,1456.0,,130.894,168.257,44.617,192.425,148.418,192.252,144.02700000000002,183.016,124.946,25.206,122.26,199.71099999999998,138.774,54.951,178.554,50.208,155.783,17.239,212.271,83.72,145.849,92.041,97.277,182.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.25,1457.0,,130.878,168.33900000000003,44.655,192.377,148.542,192.355,143.97899999999998,182.985,124.964,25.333000000000002,122.264,199.665,138.762,54.923,178.782,49.942,155.78,17.24,212.27900000000002,83.771,145.862,91.73899999999999,97.139,182.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.5,1458.0,,130.921,168.356,44.685,192.305,148.569,192.31599999999997,143.966,182.945,126.0,23.0,122.255,199.58900000000003,138.797,54.945,178.878,49.881,155.775,17.24,212.217,84.09700000000001,145.879,91.755,97.412,182.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.75,1459.0,,130.94,168.403,44.683,192.282,148.563,192.234,143.93200000000002,182.903,126.0,23.0,122.279,199.59400000000002,138.8,54.963,179.123,49.993,155.724,17.238,212.21599999999998,84.155,145.882,91.7,97.46,182.46599999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,1460.0,,130.92700000000002,168.36700000000002,44.684,192.237,148.564,192.188,143.895,182.889,126.275,23.135,122.277,199.47799999999998,138.792,54.971000000000004,179.13099999999997,49.97,155.779,17.223,212.215,83.916,145.946,91.76700000000001,97.23,182.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.25,1461.0,,130.951,168.44299999999998,44.75899999999999,192.231,148.592,192.176,143.941,182.863,126.645,22.496,122.226,199.449,138.836,54.994,179.14,49.905,155.755,17.24,212.26,83.663,145.92,91.82600000000001,97.26799999999999,182.43599999999998,91.91,173.06400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.5,1462.0,,130.929,168.475,44.765,192.245,148.599,192.21,143.91,182.805,126.645,22.281,122.167,199.43099999999998,138.842,55.031000000000006,179.395,49.832,155.72299999999998,17.278,212.233,83.744,145.901,91.993,97.199,182.424,91.994,173.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.75,1463.0,,130.898,168.649,44.793,192.299,148.624,192.22799999999998,143.931,182.80700000000002,126.723,22.225,122.167,199.43099999999998,138.855,55.023,179.12099999999998,49.981,155.797,17.262999999999998,212.21099999999998,83.44200000000001,145.94899999999998,91.993,97.104,182.425,92.117,173.15400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,1464.0,,130.94899999999998,168.571,44.76,192.266,148.644,192.257,143.99200000000002,182.77,126.79700000000001,22.128,122.238,199.457,138.869,55.058,179.048,50.073,155.79399999999998,17.254,212.12099999999998,83.774,145.959,91.97399999999999,97.022,182.437,92.088,173.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.25,1465.0,,130.91299999999998,168.50799999999998,44.812,192.25900000000001,148.632,192.226,143.952,182.773,126.87,22.11,122.264,199.48,138.91299999999998,55.016999999999996,179.10299999999998,50.098,155.766,17.215999999999998,212.18,83.51,145.974,91.82799999999999,96.925,182.43,92.096,173.09099999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.5,1466.0,,130.925,168.497,44.76,192.301,148.637,192.24099999999999,143.931,182.798,126.823,22.066999999999997,122.193,199.46099999999998,138.88,54.996,179.171,50.023999999999994,155.761,17.224,212.168,83.637,145.964,91.757,96.464,182.37099999999998,92.19200000000001,173.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.75,1467.0,,130.888,168.52,44.786,192.292,148.66899999999998,192.222,143.9,182.77900000000002,126.848,22.134,122.21600000000001,199.41400000000002,138.878,54.989,179.207,50.113,155.752,17.215999999999998,212.128,83.68700000000001,145.99200000000002,91.699,96.463,182.34599999999998,94.169,166.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,1468.0,,130.905,168.567,44.803999999999995,192.308,148.71200000000002,192.199,143.875,182.72299999999998,126.88799999999999,22.156999999999996,122.18799999999999,199.46400000000003,138.852,54.992,179.166,50.076,155.74,17.219,212.146,83.444,145.964,91.694,96.637,182.354,94.272,166.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.25,1469.0,,130.92700000000002,168.618,44.816,192.27200000000002,148.744,192.209,143.915,182.558,126.795,22.128,122.23700000000001,199.551,138.864,54.97,179.209,50.00899999999999,155.675,17.214000000000002,212.21,83.352,145.947,91.536,96.51799999999999,182.285,94.137,166.02200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.5,1470.0,,130.91299999999998,168.532,44.798,192.28400000000002,148.797,192.183,143.894,182.53599999999997,126.715,22.006999999999998,122.235,199.497,138.879,54.976000000000006,179.237,49.911,155.68,17.189,212.202,83.56700000000001,145.975,91.463,96.469,182.25400000000002,94.167,166.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.75,1471.0,,130.9,168.533,44.83,192.275,148.838,192.15,143.947,182.47,126.757,21.954,122.244,199.553,138.904,54.926,179.28799999999998,49.788999999999994,155.789,17.112000000000002,212.11900000000003,83.706,145.977,91.523,96.35600000000001,182.18400000000003,94.081,166.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,1472.0,,130.924,168.50900000000001,44.836000000000006,192.27700000000002,148.86700000000002,192.13400000000001,143.986,182.356,126.728,21.925,122.228,199.53,138.89700000000002,54.931000000000004,179.27200000000002,49.772,155.836,17.118,212.143,83.635,146.049,91.631,96.346,182.19400000000002,94.149,166.11900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.25,1473.0,,130.91299999999998,168.53599999999997,44.773999999999994,192.225,148.888,192.081,144.028,182.22099999999998,126.802,21.971999999999998,122.271,199.53599999999997,138.876,54.912,179.31599999999997,49.711000000000006,155.892,17.104,212.29,83.39200000000001,146.042,91.693,96.285,182.18599999999998,94.177,166.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.5,1474.0,,130.922,168.503,44.76,192.213,148.916,192.02700000000002,144.003,182.218,126.9,21.953000000000003,122.319,199.475,138.873,54.906000000000006,179.245,49.708,155.891,17.086,212.28599999999997,83.195,146.046,91.689,96.275,182.209,94.12799999999999,165.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.75,1475.0,,130.907,168.547,44.758,192.197,148.914,191.997,143.995,182.22,126.806,21.974,122.30799999999999,199.47799999999998,138.894,54.87,179.268,49.79,155.844,17.078,212.287,83.21,146.03799999999998,91.704,96.214,182.235,94.10700000000001,165.88099999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,1476.0,,130.881,168.609,44.777,192.24599999999998,148.941,191.96400000000003,143.98,182.18099999999998,126.869,21.974,122.387,199.463,138.901,54.836999999999996,179.146,49.917,155.85299999999998,17.062,212.296,83.37899999999999,146.15200000000002,91.63600000000001,96.211,182.199,94.10700000000001,165.91400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.25,1477.0,,130.898,168.61700000000002,44.788000000000004,192.218,148.967,191.956,143.97899999999998,182.123,126.831,21.932,122.287,199.4,138.942,54.817,179.02200000000002,50.153,155.874,17.070999999999998,212.12099999999998,83.323,146.109,91.64399999999999,96.19200000000001,182.192,94.08200000000001,165.93599999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.5,1478.0,,130.898,168.593,44.708,192.248,148.996,191.96599999999998,143.97299999999998,182.12900000000002,126.84700000000001,21.945,122.304,199.40900000000002,138.87,54.839,178.99900000000002,50.071999999999996,155.87,17.042,211.968,83.32799999999999,146.121,91.564,96.213,182.213,94.12299999999999,165.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.75,1479.0,,130.9,168.583,44.699,192.25799999999998,148.998,191.93400000000003,143.938,182.045,126.837,21.857,122.245,199.373,138.846,54.801,178.951,49.97,155.858,16.993,211.905,83.314,146.179,91.55,96.166,182.204,94.177,165.96900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,1480.0,,130.93200000000002,168.582,44.678000000000004,192.25599999999997,148.996,191.87099999999998,143.923,181.99400000000003,126.83200000000001,21.851999999999997,122.262,199.364,138.806,54.763000000000005,179.007,49.888999999999996,155.84,17.017,211.922,83.311,146.2,91.51100000000001,96.169,182.201,94.189,165.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.25,1481.0,,130.982,168.648,44.673,192.257,149.006,191.864,143.923,181.945,126.787,21.859,122.32799999999999,199.362,138.826,54.708999999999996,178.92,49.746,155.85399999999998,16.937,211.81900000000002,83.25399999999999,146.185,91.46700000000001,96.135,182.18,94.206,165.86599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.5,1482.0,,130.958,168.727,44.711999999999996,192.263,149.004,191.852,143.905,181.94099999999997,126.83,21.869,122.281,199.233,138.826,54.674,178.76,49.882,155.864,16.903,211.717,83.36399999999999,146.209,91.399,96.11399999999999,182.203,94.081,165.68200000000002,335.798,176.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.75,1483.0,,130.947,168.702,44.769,192.263,149.016,191.84,143.898,181.96200000000002,126.818,21.906,122.368,199.28099999999998,138.83700000000002,54.688,178.64,50.187,155.846,16.902,211.755,83.305,146.2,91.181,96.06700000000001,182.14700000000002,94.04299999999999,165.58900000000003,335.75300000000004,176.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,1484.0,,130.924,168.68,44.795,192.26,149.011,191.855,143.876,181.97799999999998,126.79700000000001,21.936,122.34299999999999,199.297,138.839,54.646,178.80200000000002,49.869,155.792,16.858,,,146.246,91.109,96.057,182.157,94.088,165.583,335.759,176.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.25,1485.0,,130.93200000000002,168.703,44.879,192.239,149.023,191.852,143.874,181.96400000000003,126.822,21.951999999999998,122.37299999999999,199.342,138.923,54.57,178.8,49.653999999999996,155.81,16.86,,,146.276,91.008,96.041,182.106,94.038,165.692,335.75800000000004,176.36700000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.5,1486.0,,130.928,168.69400000000002,44.875,192.18200000000002,149.032,191.862,143.887,181.937,126.837,21.874000000000002,122.397,199.36900000000003,138.974,54.548,178.729,49.86600000000001,155.797,16.831,,,146.236,90.976,96.022,182.10299999999998,94.052,165.733,335.775,176.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
