TimesH,Frame,6,12,22,28,40,65,85,90,95,102,117,130,137,169,188,190,205,210,234,236,282,290,294,317,352,370,371,467,485,486,501,511,526,550,585,597,604,644,645,660,667,1574
181.5,726.0,633.395,627.174,628.729,632.548,632.113,629.387,630.363,631.201,623.636,630.09,627.98,625.817,624.923,627.206,624.69,625.095,621.654,631.089,625.9,625.5790000000001,628.548,627.893,624.248,623.639,616.994,617.305,619.415,619.6669999999999,622.1419999999999,624.656,626.169,618.901,618.047,623.924,628.769,623.648,628.628,629.224,629.559,626.615,630.961,
181.75,727.0,633.695,629.5790000000001,630.0830000000001,633.504,634.359,629.526,631.906,634.319,625.27,630.561,630.625,626.695,623.533,627.716,625.995,625.985,621.888,631.533,626.1519999999999,625.845,628.1419999999999,627.513,625.403,624.211,616.585,617.851,619.84,619.991,621.971,624.88,626.498,620.773,618.327,624.259,629.802,623.501,630.697,631.193,631.005,629.475,632.387,
182.0,728.0,634.4780000000001,630.319,630.75,635.104,636.6469999999999,630.259,631.189,634.866,626.038,632.803,630.957,627.2,624.7919999999999,627.42,626.831,625.626,623.45,631.7330000000001,626.5419999999999,625.731,627.769,627.8580000000001,625.9169999999999,624.5830000000001,618.114,618.3380000000001,620.431,620.523,623.577,626.5,628.918,620.089,618.117,623.941,631.013,624.755,633.3530000000001,631.279,632.2719999999999,630.465,633.976,
182.25,729.0,635.875,631.531,631.944,636.7330000000001,637.47,630.119,634.3330000000001,634.7869999999999,627.006,632.823,632.486,627.693,624.798,630.049,628.23,626.697,623.844,631.5419999999999,626.7090000000001,625.61,629.078,628.001,627.722,624.826,617.322,618.442,620.956,620.855,625.238,627.62,629.825,621.854,619.119,626.629,632.086,625.161,635.285,632.901,633.554,631.224,634.6,
182.5,730.0,638.361,634.32,635.144,640.155,641.344,632.119,636.467,638.4830000000001,628.447,635.385,634.4169999999999,629.46,625.937,631.924,629.082,628.682,625.286,633.071,627.599,626.896,630.653,628.841,629.1,625.844,619.396,618.788,621.621,622.687,626.045,629.609,632.111,621.492,620.182,626.555,633.252,625.439,637.059,635.158,636.8290000000001,633.172,637.844,
182.75,731.0,641.812,637.764,638.793,644.442,645.0980000000001,633.423,639.795,641.957,630.9209999999999,639.445,639.414,632.477,626.769,632.901,630.979,631.7090000000001,626.435,636.735,629.837,628.77,632.987,630.869,630.8430000000001,627.988,619.504,619.685,622.476,624.488,627.81,631.432,633.614,622.9730000000001,621.967,628.489,636.303,627.5880000000001,640.236,637.956,641.035,637.053,641.389,
183.0,732.0,644.989,641.844,643.246,647.746,649.905,636.67,644.336,646.064,634.895,643.067,643.409,636.7959999999999,628.678,635.484,634.681,635.633,629.846,640.008,632.99,631.38,636.139,633.286,634.76,631.17,621.138,621.182,624.7909999999999,626.0830000000001,629.927,633.9169999999999,635.432,624.352,623.1,629.635,638.717,629.545,644.538,641.07,643.3580000000001,640.614,645.053,
183.25,733.0,648.7230000000001,647.23,648.5459999999999,651.4019999999999,653.564,638.3430000000001,650.021,650.961,638.612,647.835,647.879,638.202,630.9540000000001,638.4259999999999,636.5219999999999,637.235,631.878,643.64,635.86,633.5269999999999,639.8919999999999,636.731,638.743,634.3969999999999,622.543,622.888,626.121,627.384,630.999,636.536,637.696,626.645,624.712,632.137,643.41,630.663,647.404,644.494,648.609,644.3530000000001,649.7719999999999,
183.5,734.0,652.6569999999999,650.903,652.534,654.992,656.5360000000001,639.975,652.955,654.021,642.285,650.8919999999999,652.84,642.869,633.2,640.794,640.258,640.698,632.571,645.505,639.0830000000001,634.964,642.3580000000001,639.104,641.6619999999999,635.976,623.605,624.207,626.492,629.253,632.364,637.998,640.518,627.722,625.918,632.605,645.414,632.4019999999999,650.887,647.362,652.133,647.436,653.476,
183.75,735.0,655.273,653.428,653.815,657.91,659.4060000000001,641.891,656.9760000000001,656.421,646.3530000000001,654.319,655.58,644.854,634.5980000000001,642.996,641.4630000000001,642.621,635.538,648.597,640.467,636.649,643.94,641.1569999999999,643.314,637.568,624.101,626.2959999999999,628.196,629.6419999999999,634.736,639.5509999999999,643.286,628.303,626.764,634.737,648.3530000000001,633.526,653.109,649.582,653.5319999999999,650.153,656.585,
184.0,736.0,657.211,656.314,655.955,659.7919999999999,662.0210000000001,645.044,658.63,659.885,647.893,657.674,659.6519999999999,644.5840000000001,635.697,644.195,642.821,643.385,635.945,651.396,643.308,637.332,648.735,642.325,648.655,641.24,624.638,627.438,629.185,631.79,636.288,640.842,642.985,629.481,628.812,636.703,649.47,634.2330000000001,653.985,651.304,657.145,651.547,658.556,
184.25,737.0,657.7230000000001,658.32,657.559,660.8510000000001,664.5010000000001,647.021,661.2539999999999,660.9630000000001,648.882,657.805,660.3510000000001,648.207,636.101,645.266,644.013,644.415,636.2959999999999,651.909,645.4209999999999,637.9159999999999,648.32,643.116,648.815,641.74,625.6080000000001,628.591,629.989,631.877,636.944,642.0790000000001,644.28,629.99,629.427,636.203,650.288,636.031,656.074,652.4540000000001,657.0419999999999,653.531,660.118,
184.5,738.0,659.6089999999999,656.992,658.9989999999999,661.466,664.4860000000001,647.437,660.507,659.9939999999999,650.581,658.575,661.012,647.904,636.052,645.547,643.391,646.823,639.471,652.932,645.87,637.64,650.677,644.068,650.669,643.4680000000001,625.5830000000001,628.251,628.906,631.975,636.835,641.651,645.184,630.523,629.34,635.975,651.387,636.7719999999999,656.456,653.115,659.706,653.2769999999999,660.316,
184.75,739.0,660.681,658.041,657.482,660.8789999999999,663.6410000000001,647.724,661.2739999999999,660.942,650.592,656.418,663.262,647.543,636.746,645.862,645.067,646.866,637.46,653.646,646.625,637.818,651.825,644.678,650.322,641.427,626.044,630.611,630.78,633.012,637.7040000000001,642.089,644.826,630.7280000000001,630.141,636.2669999999999,650.695,635.97,654.712,653.322,658.5039999999999,653.205,661.836,
185.0,740.0,659.533,657.2339999999999,655.315,659.925,662.95,646.4209999999999,659.855,659.475,648.251,657.945,663.1510000000001,646.153,636.4590000000001,646.143,643.621,647.7130000000001,638.278,653.362,645.795,637.469,651.7330000000001,644.606,651.9259999999999,641.606,625.377,629.942,629.36,632.342,638.264,642.003,645.59,630.374,630.487,636.4169999999999,650.28,637.247,654.576,654.035,659.678,653.373,660.171,
185.25,741.0,658.461,656.612,655.2869999999999,659.5930000000001,661.9860000000001,645.0980000000001,658.59,659.4630000000001,649.246,655.691,661.2139999999999,645.624,636.05,645.45,643.589,646.379,636.819,653.068,645.625,637.6990000000001,651.1659999999999,644.401,651.318,641.496,624.821,630.206,629.072,632.673,637.346,641.381,644.429,629.668,631.09,635.5319999999999,650.7180000000001,637.091,654.312,653.9069999999999,657.423,652.181,660.799,
