TimesH,Frame,160,211,225,240,331,344,440,468,783,979,1024,1060,1119,1303,1459,1694,1783,1942,2344,2446,2451,2846,2854,3041,3066,3293,3604,4069,4118,4174,4181,4214,4262,4459,4673,4696,4890,5315,5374,5502,5509
354.0,1416.0,624.504,619.336,620.0,623.133,612.714,618.238,615.975,614.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.25,1417.0,627.145,621.303,621.44,624.4019999999999,612.504,619.386,617.52,615.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.5,1418.0,628.581,621.55,622.859,625.309,613.2769999999999,619.619,617.66,616.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.75,1419.0,629.645,623.521,,626.39,613.24,619.872,619.345,616.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,1420.0,631.893,624.513,623.109,626.75,612.745,620.986,619.33,616.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.25,1421.0,636.149,627.5319999999999,625.755,629.711,614.672,624.065,620.245,618.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.5,1422.0,642.573,630.4019999999999,629.136,633.762,614.734,627.721,621.151,618.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.75,1423.0,647.2919999999999,633.717,632.295,638.0509999999999,615.632,631.18,622.465,620.1759999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,1424.0,651.9630000000001,637.8480000000001,,642.134,616.743,635.026,624.113,622.395,617.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.25,1425.0,657.441,640.0980000000001,,645.889,617.691,637.577,624.2959999999999,623.1990000000001,618.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.5,1426.0,660.1619999999999,644.7090000000001,,649.238,618.769,638.505,626.356,624.072,619.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.75,1427.0,661.2489999999999,645.4119999999999,640.967,649.845,618.805,641.501,625.831,624.656,619.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0,1428.0,663.544,646.38,643.44,650.63,619.21,643.266,626.255,625.151,620.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.25,1429.0,663.584,649.3530000000001,643.936,651.811,620.134,644.491,627.0,626.227,620.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.5,1430.0,663.7230000000001,648.714,643.28,651.707,618.985,643.007,627.263,626.27,620.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.75,1431.0,664.232,649.006,643.313,651.132,619.106,643.808,626.673,625.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,1432.0,660.4069999999999,647.831,643.761,651.143,619.0459999999999,643.404,625.497,625.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.25,1433.0,658.617,647.279,641.896,650.408,618.314,640.946,626.3530000000001,625.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.5,1434.0,658.4860000000001,645.283,642.004,648.42,618.8919999999999,640.665,625.01,625.675,619.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.75,1435.0,657.122,644.224,640.59,647.746,618.44,640.356,625.253,624.151,619.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,1436.0,655.119,642.835,638.4159999999999,646.0319999999999,618.255,638.727,623.7819999999999,624.464,619.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.25,1437.0,653.0409999999999,641.659,637.701,644.89,617.409,638.403,623.749,624.154,619.2869999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.5,1438.0,651.361,639.446,637.0790000000001,643.793,617.285,637.189,622.419,622.442,619.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.75,1439.0,650.96,640.91,635.4590000000001,642.679,617.872,636.808,622.363,621.879,618.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,1440.0,648.51,636.4580000000001,635.646,641.2230000000001,617.842,635.814,621.719,622.904,617.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.25,1441.0,646.985,637.125,635.383,641.251,616.589,635.559,621.48,622.268,617.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.5,1442.0,646.406,635.375,634.235,640.327,615.78,634.7919999999999,620.5880000000001,622.0269999999999,617.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.75,1443.0,645.877,635.2040000000001,633.143,640.771,616.4209999999999,634.113,619.499,621.327,616.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,1444.0,644.401,633.511,632.4780000000001,638.471,616.705,633.7040000000001,620.441,620.663,615.8380000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.25,1445.0,644.711,634.104,631.56,639.779,616.039,632.445,619.515,619.5840000000001,616.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.5,1446.0,642.0409999999999,631.43,631.908,637.6519999999999,616.4259999999999,632.2869999999999,618.9490000000001,620.169,615.7,624.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.75,1447.0,641.236,631.871,630.997,637.349,616.445,633.127,619.0219999999999,619.307,615.632,624.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,1448.0,640.5459999999999,630.0319999999999,631.111,637.4490000000001,615.749,631.269,618.7669999999999,619.375,615.606,624.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.25,1449.0,641.123,629.331,630.058,636.967,617.371,630.748,618.965,619.063,615.2280000000001,622.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.5,1450.0,640.413,628.485,629.9540000000001,637.245,616.238,630.883,618.125,620.125,616.466,623.545,630.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.75,1451.0,640.239,630.059,629.379,635.8969999999999,616.452,630.932,617.8290000000001,618.234,614.962,623.205,630.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.0,1452.0,637.607,628.635,629.586,635.143,616.5930000000001,630.0509999999999,617.435,618.475,614.943,623.067,630.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.25,1453.0,638.525,628.3330000000001,629.545,635.409,616.393,629.748,617.047,618.755,614.97,622.0409999999999,629.6619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.5,1454.0,637.5840000000001,628.747,630.269,634.368,616.319,629.573,618.356,618.809,615.03,622.5319999999999,630.6419999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.75,1455.0,637.607,628.113,628.409,634.5459999999999,616.808,629.195,617.049,618.908,615.112,621.847,630.242,636.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,1456.0,637.7090000000001,628.006,629.823,634.1569999999999,615.501,628.144,618.722,618.1619999999999,616.126,622.0219999999999,630.512,635.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.25,1457.0,637.117,627.851,628.781,634.635,616.325,627.99,617.5880000000001,618.624,615.179,622.452,630.885,636.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.5,1458.0,636.0740000000001,626.779,628.481,633.276,616.556,627.924,617.889,618.315,614.707,621.722,630.4780000000001,635.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.75,1459.0,636.928,625.961,628.479,634.283,617.003,627.807,617.613,619.005,615.256,621.964,632.187,635.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,1460.0,636.668,624.883,627.189,632.955,616.2,627.105,617.896,617.601,614.545,621.396,631.477,634.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.25,1461.0,635.539,625.475,628.389,633.7869999999999,615.993,627.398,618.066,617.521,615.151,622.02,630.564,632.953,628.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.5,1462.0,636.552,624.789,628.714,633.013,616.365,626.573,618.221,617.9159999999999,614.932,622.145,630.0269999999999,633.198,629.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.75,1463.0,634.841,624.659,628.852,632.754,615.351,625.873,618.009,617.047,614.905,621.7090000000001,630.466,631.484,629.2909999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,1464.0,635.482,623.76,629.0980000000001,632.81,615.685,626.024,617.919,618.851,615.0419999999999,621.379,630.057,631.335,627.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.25,1465.0,634.383,623.677,627.7959999999999,632.364,615.49,625.437,618.37,617.4159999999999,615.471,621.893,629.08,630.948,628.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.5,1466.0,634.656,623.148,627.716,631.214,615.11,625.357,618.821,617.831,614.889,621.139,629.308,629.695,628.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.75,1467.0,634.135,621.919,626.742,632.135,615.59,625.16,618.986,617.258,614.918,621.756,628.688,629.747,629.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,1468.0,634.016,622.069,627.17,631.558,614.686,624.479,619.651,617.033,615.087,621.491,628.8340000000001,629.351,629.5459999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.25,1469.0,632.876,622.5790000000001,626.883,630.702,614.511,624.3290000000001,619.363,616.698,615.0830000000001,621.014,628.226,629.14,627.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.5,1470.0,633.061,621.805,626.521,631.215,615.241,623.646,618.646,616.826,615.0419999999999,621.352,629.043,627.65,628.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.75,1471.0,633.585,621.4540000000001,627.655,630.112,614.235,624.269,620.249,617.587,615.706,621.467,627.9680000000001,626.7819999999999,627.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,1472.0,632.471,621.765,626.31,630.507,613.919,623.985,619.71,616.9780000000001,614.581,620.851,629.048,627.928,626.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.25,1473.0,631.4169999999999,621.321,627.097,630.33,613.408,623.221,620.686,617.086,614.738,619.285,628.207,626.645,627.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.5,1474.0,631.499,621.37,625.764,629.403,614.178,623.698,619.986,616.1569999999999,615.11,620.855,628.928,626.504,627.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.75,1475.0,631.643,622.246,626.029,630.059,614.163,623.5930000000001,619.735,616.761,615.4830000000001,619.375,629.3,625.311,628.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,1476.0,630.773,619.868,625.851,629.98,614.028,623.655,619.847,617.2330000000001,614.781,619.936,627.993,625.84,626.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.25,1477.0,630.835,619.855,626.54,629.836,614.822,622.701,620.653,616.057,615.2090000000001,620.3530000000001,629.132,625.5930000000001,628.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.5,1478.0,630.357,619.7919999999999,624.5,628.505,613.214,622.914,621.016,616.117,614.567,620.112,628.557,624.808,626.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.75,1479.0,630.481,619.965,624.479,629.494,613.839,622.053,621.457,616.857,614.378,620.2669999999999,628.0740000000001,626.372,625.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
