TimesH,Frame,NoMissing,36,36,65,65,100,100,133,133,135,135,148,148,150,150,151,151,235,235,240,240,252,252,305,305,311,311,312,312,1117,1117,1290,1290,1367,1367,1415,1415,1692,1692,1725,1725,1846,1846,1947,1947,1969,1969,2045,2045,2086,2086,2123,2123,2331,2331,2337,2337,2408,2408,2409,2409,2431,2431,2447,2447,2453,2453,2499,2499,2522,2522,2566,2566,2580,2580,2640,2640,2647,2647,2660,2660,2667,2667,2711,2711,2810,2810,3114,3114,3148,3148,3363,3363,3482,3482,3493,3493,3692,3692,3695,3695,3704,3704,3760,3760,3843,3843,3890,3890,3958,3958,4019,4019,4063,4063,4107,4107,4154,4154,4182,4182,4216,4216,4227,4227,4232,4232,4240,4240,4254,4254,4261,4261,4303,4303
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
457.25,1829.0,,152.382,147.84,121.86,170.472,110.829,172.834,141.41899999999998,190.372,92.686,183.179,145.186,175.916,101.281,179.421,118.84700000000001,179.53400000000002,114.913,93.803,101.189,143.596,165.81099999999998,126.479,92.58200000000001,197.611,119.43,199.607,113.036,198.692,269.461,192.11700000000002,136.453,160.472,285.716,170.188,112.993,190.955,253.26,170.91299999999998,140.39600000000002,35.029,260.214,185.165,105.741,77.161,250.52700000000002,159.251,108.15799999999999,186.972,101.79299999999999,163.00799999999998,173.39700000000002,60.051,139.45600000000002,184.104,116.787,139.259,52.858999999999995,158.685,71.971,158.196,163.736,162.648,132.871,69.75,80.421,174.46099999999998,65.819,172.648,153.893,159.111,150.931,97.565,168.517,168.75599999999997,98.213,191.517,279.691,146.74200000000002,168.77200000000002,85.257,219.265,98.569,120.111,164.391,289.776,115.148,121.635,149.69799999999998,285.20599999999996,177.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.5,1830.0,,152.409,147.834,121.855,170.46400000000003,110.822,172.87900000000002,141.42600000000002,190.358,92.669,183.105,145.159,175.92700000000002,101.26100000000001,179.38299999999998,118.835,179.483,114.822,93.71799999999999,101.17399999999999,143.582,165.862,126.54799999999999,92.508,197.50900000000001,119.41799999999999,199.671,113.031,198.696,269.533,192.02,136.484,160.369,285.699,170.09900000000002,113.015,190.976,253.243,170.894,140.35,35.272,260.204,185.122,105.73899999999999,77.179,250.50099999999998,159.201,108.116,186.94299999999998,101.779,163.055,173.33700000000002,59.748999999999995,139.561,184.362,116.8,139.248,52.92,158.659,71.971,158.215,163.763,162.651,132.937,69.84899999999999,80.461,174.614,65.806,172.59900000000002,153.983,159.124,150.811,97.771,168.584,169.03599999999997,98.215,191.465,279.656,146.664,168.757,85.241,219.22,98.542,120.057,164.355,289.809,115.113,121.598,149.651,285.286,177.61599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.75,1831.0,,152.361,147.75,121.824,170.463,110.795,172.922,141.406,190.338,92.59899999999999,183.03099999999998,145.14,175.891,101.23100000000001,179.31599999999997,118.822,179.454,114.896,93.734,101.14299999999999,143.634,165.915,126.73700000000001,92.556,197.40900000000002,119.499,199.627,113.042,198.674,269.51599999999996,192.09400000000002,136.44,160.29,285.675,170.062,112.90899999999999,190.90599999999998,253.239,170.821,140.209,35.689,260.197,185.06400000000002,105.59,77.068,250.19400000000002,158.967,108.145,186.84400000000002,101.771,163.03799999999998,173.287,59.684,139.57299999999998,184.445,116.76,139.2,53.032,158.736,71.959,158.194,163.78,162.545,132.957,69.692,80.525,174.688,65.704,172.519,153.93,159.119,150.842,97.844,168.852,169.01,98.23200000000001,191.442,279.747,146.475,168.71599999999998,85.262,219.257,98.499,119.96799999999999,164.41299999999998,289.815,115.12200000000001,121.587,149.55,285.303,177.58700000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.0,1832.0,,152.269,147.636,121.803,170.438,110.786,172.93099999999998,141.387,190.32,92.556,182.958,145.086,175.877,101.209,179.32,118.84200000000001,179.455,114.92,93.74600000000001,101.119,143.62,165.93400000000003,127.038,92.605,197.37400000000002,119.464,199.447,113.065,198.717,269.553,192.06400000000002,136.35399999999998,160.235,285.707,170.015,112.86,190.938,253.22799999999998,170.637,140.345,35.251999999999995,260.204,185.017,105.387,77.03,250.18099999999998,158.882,108.14200000000001,186.84,101.706,162.963,173.183,59.43899999999999,139.564,184.372,116.848,139.139,53.003,158.83,71.967,158.191,163.809,162.45,133.01,69.723,80.553,174.697,65.773,172.606,154.013,159.154,150.783,97.838,168.817,169.13,98.23,191.412,279.744,146.494,168.722,85.273,219.18200000000002,98.4,119.829,164.354,289.78,114.98,121.624,149.497,285.35,177.602,140.736,132.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.25,1833.0,,152.232,147.612,121.80799999999999,170.43,110.79299999999999,172.946,141.38299999999998,190.328,92.54299999999999,182.916,145.06,175.808,101.182,179.325,118.891,179.42700000000002,114.93700000000001,93.74700000000001,101.11399999999999,143.667,165.97099999999998,127.244,92.63799999999999,197.296,119.476,199.467,113.044,198.72799999999998,269.58299999999997,192.019,136.239,160.19299999999998,285.7,169.95,112.869,190.94400000000002,253.252,170.59599999999998,140.065,35.428000000000004,260.21,184.956,105.354,76.954,250.28400000000002,158.856,108.126,186.824,101.75,162.945,173.146,59.369,139.519,184.24900000000002,116.863,139.141,53.019,158.442,71.961,158.201,163.804,162.429,133.114,69.57600000000001,80.524,174.683,65.763,172.642,153.95,159.156,150.825,97.814,169.047,168.888,98.28200000000001,191.424,279.789,146.369,168.668,85.325,219.204,98.323,119.785,164.232,289.767,114.95700000000001,121.67299999999999,149.447,285.356,177.60299999999998,140.98,131.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.5,1834.0,,152.213,147.495,121.821,170.417,110.77600000000001,172.916,141.376,190.32299999999998,92.53,182.872,145.063,175.84,101.209,179.327,118.859,179.357,114.925,93.74,101.10700000000001,143.66299999999998,165.953,127.34,92.59899999999999,197.28099999999998,119.524,199.53099999999998,113.036,198.74200000000002,269.522,192.092,136.246,160.202,285.684,169.937,112.81200000000001,190.92,253.263,170.351,140.145,35.184,260.231,184.946,105.213,77.039,250.407,158.78799999999998,108.15899999999999,186.79,101.771,162.912,173.176,59.403,139.482,184.00599999999997,116.869,139.065,52.968,158.24,71.955,158.207,163.765,162.374,133.102,69.54,80.564,174.764,65.845,172.675,153.939,159.075,150.903,97.736,168.93599999999998,168.88299999999998,98.281,191.396,279.802,146.311,168.71099999999998,85.286,219.18099999999998,98.236,119.794,164.19099999999997,289.772,114.867,121.665,149.37,285.32599999999996,177.622,140.969,131.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.75,1835.0,,152.203,147.52,121.845,170.396,110.76799999999999,172.889,141.398,190.30900000000003,92.525,182.84099999999998,145.097,175.85299999999998,101.18799999999999,179.27,118.844,179.335,114.947,93.735,101.101,143.657,166.041,127.671,92.666,197.21400000000003,119.56700000000001,199.519,113.016,198.73,269.519,192.162,136.24,160.18,285.779,169.824,112.84,190.828,253.33900000000003,170.167,140.14600000000002,35.258,260.228,184.90900000000002,105.26799999999999,77.101,250.092,158.779,108.134,186.745,101.788,162.891,173.16,59.287,139.554,184.097,116.932,139.049,52.902,158.17700000000002,71.961,158.188,163.74,162.28799999999998,133.16,69.56,80.52600000000001,174.699,65.782,172.658,153.94299999999998,159.03799999999998,150.915,97.67299999999999,168.947,169.016,98.279,191.396,279.83299999999997,146.143,168.767,85.359,219.178,98.17200000000001,119.755,164.243,289.763,114.677,121.7,149.265,285.393,177.613,140.951,132.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.0,1836.0,,152.16899999999998,147.475,121.867,170.387,110.745,172.896,141.405,190.32299999999998,92.527,182.77200000000002,145.078,175.908,101.21600000000001,179.266,118.837,179.29,115.00399999999999,93.743,101.101,143.615,165.912,127.35,92.664,197.202,119.615,199.41299999999998,113.00299999999999,198.71599999999998,269.572,192.12099999999998,136.174,160.118,285.782,169.74200000000002,112.91799999999999,190.81900000000002,253.34,170.301,140.023,34.97,260.235,184.916,105.348,76.818,250.021,158.612,108.109,186.78799999999998,101.788,162.825,173.19299999999998,59.388000000000005,139.42,183.87900000000002,116.844,139.018,52.831,158.27,71.992,158.19799999999998,163.735,162.291,133.22899999999998,69.41199999999999,80.454,174.649,65.783,172.54,153.96200000000002,159.091,150.9,97.70299999999999,168.958,169.12400000000002,98.228,191.393,279.817,146.186,168.688,85.359,219.137,98.194,119.75,164.14,289.805,114.446,121.684,149.26,285.471,177.597,140.756,132.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.25,1837.0,,152.173,147.501,121.867,170.389,110.714,172.89700000000002,141.403,190.329,92.546,182.765,145.062,175.813,101.204,179.24,118.822,179.248,114.95299999999999,93.66,101.088,143.628,165.87599999999998,127.35600000000001,92.649,197.24599999999998,119.60799999999999,199.451,113.023,198.743,269.57599999999996,192.201,136.183,160.075,285.699,169.7,112.89,190.791,253.386,170.148,140.03,34.937,260.236,184.87900000000002,105.306,76.777,249.757,158.291,108.126,186.763,101.742,162.804,173.303,59.363,139.37,183.899,116.87200000000001,139.006,52.898,158.141,71.97399999999999,158.203,163.719,162.235,133.263,69.503,80.561,174.73,65.76100000000001,172.55599999999998,153.95600000000002,159.078,150.8,97.865,168.96,169.084,98.23100000000001,191.394,279.834,146.243,168.662,85.35700000000001,219.15599999999998,98.18700000000001,119.90799999999999,163.998,289.82099999999997,114.40899999999999,121.708,149.209,285.439,177.58900000000003,140.695,132.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.5,1838.0,,152.19899999999998,147.483,121.876,170.368,110.664,172.862,141.394,190.321,92.58200000000001,182.715,145.02200000000002,175.827,101.214,179.217,118.79,179.207,114.95299999999999,93.66,101.089,143.64600000000002,165.835,127.301,92.633,197.19099999999997,119.553,199.457,113.009,198.748,269.638,192.104,136.143,160.03799999999998,285.682,169.614,112.803,190.795,253.40900000000002,170.051,139.997,34.945,260.233,184.843,105.34200000000001,76.563,249.84799999999998,158.03,108.12700000000001,186.77599999999998,101.786,162.809,173.378,59.371,139.281,183.665,116.865,138.99200000000002,52.82899999999999,158.083,71.992,158.215,163.685,162.30200000000002,133.28799999999998,69.483,80.532,174.66099999999997,65.773,172.493,154.031,159.097,151.016,97.82799999999999,168.886,169.109,98.219,191.368,279.871,146.114,168.66299999999998,85.445,219.15099999999998,98.139,119.829,163.95,289.858,114.445,121.736,149.18,285.478,177.53900000000002,140.624,132.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.75,1839.0,,152.137,147.47,121.875,170.36,110.67200000000001,172.856,141.38299999999998,190.30200000000002,92.564,182.68200000000002,145.077,175.813,101.227,179.207,118.773,179.15599999999998,114.916,93.65,101.095,143.642,165.903,127.376,92.691,197.17,119.60700000000001,199.437,113.01899999999999,198.757,269.519,192.032,136.13299999999998,160.015,285.598,169.364,112.803,190.771,253.417,170.005,139.894,34.495,260.22900000000004,184.72099999999998,105.336,76.345,249.898,157.964,108.134,186.761,101.76899999999999,162.741,173.422,59.228,139.218,183.605,116.90899999999999,138.911,52.868,157.781,71.98100000000001,158.197,163.72799999999998,162.255,133.359,69.43,80.48100000000001,174.648,65.77,172.535,154.017,159.091,151.092,97.69200000000001,168.98,169.11700000000002,98.227,191.334,279.82099999999997,146.205,168.632,85.53299999999999,219.093,98.035,119.845,163.893,289.911,114.411,121.786,149.058,285.55400000000003,177.543,140.811,132.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.0,1840.0,,152.11700000000002,147.368,121.85600000000001,170.36599999999999,110.664,172.856,141.372,190.303,92.559,182.65400000000002,145.084,175.896,101.256,179.237,118.76700000000001,179.15,114.969,93.671,101.09700000000001,143.632,165.83,127.39200000000001,92.639,197.125,119.63,199.44099999999997,112.991,198.72400000000002,269.514,192.169,136.047,159.975,285.546,169.183,112.74700000000001,190.72799999999998,253.4,169.9,139.965,34.277,260.242,184.679,105.3,76.46600000000001,249.92,158.134,108.10799999999999,186.74599999999998,101.78299999999999,162.711,173.375,59.16,139.185,183.602,116.96,138.84,52.967,157.622,71.98,158.207,163.719,162.20600000000002,133.47299999999998,69.365,80.475,174.679,65.737,172.517,154.033,158.998,151.231,97.697,168.90099999999998,169.032,98.26100000000001,191.33700000000002,279.827,146.019,168.666,85.53200000000001,219.12599999999998,97.999,119.875,163.83100000000002,289.878,114.3,121.82799999999999,149.01,285.635,177.544,140.874,132.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.25,1841.0,,152.105,147.342,121.852,170.35,110.676,172.86700000000002,141.369,190.30599999999998,92.57700000000001,182.64,145.088,175.93099999999998,101.26100000000001,179.233,118.77,179.092,115.007,93.693,101.133,143.607,165.90099999999998,127.242,92.525,197.16400000000002,119.67200000000001,199.41099999999997,112.98299999999999,198.668,269.653,191.87900000000002,136.023,159.954,285.308,168.64700000000002,112.646,190.607,253.419,169.727,140.066,34.014,260.243,184.59,105.28200000000001,76.575,250.035,157.998,108.09,186.739,101.806,162.66,173.187,59.025,139.246,183.60299999999998,116.936,138.851,53.007,157.67600000000002,71.982,158.19899999999998,163.724,162.096,133.489,69.33800000000001,80.434,174.61900000000003,65.736,172.47,154.031,158.996,151.127,97.705,168.97799999999998,169.09900000000002,98.24600000000001,191.34900000000002,279.827,145.988,168.747,85.48299999999999,219.15400000000002,98.007,119.819,163.813,289.866,114.255,121.84100000000001,148.938,285.698,177.53900000000002,140.866,132.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.5,1842.0,,152.171,147.255,121.846,170.35299999999998,110.67299999999999,172.91400000000002,141.361,190.31400000000002,92.564,182.637,145.075,175.91299999999998,101.27,179.27200000000002,118.73299999999999,179.07299999999998,114.995,93.67299999999999,101.145,143.631,166.00400000000002,127.33,92.509,197.15400000000002,119.65899999999999,199.40400000000002,112.98700000000001,198.65599999999998,269.431,191.824,135.982,159.876,285.156,168.34,112.586,190.612,253.422,169.685,140.13,33.888000000000005,260.257,184.56799999999998,105.264,76.48,249.832,158.092,108.117,186.769,101.76799999999999,162.60299999999998,173.28799999999998,59.118,139.191,183.49900000000002,116.94,138.863,53.023999999999994,157.661,71.961,158.186,163.73,162.111,133.428,69.267,80.458,174.55,65.764,172.476,153.958,158.957,151.28799999999998,97.641,168.984,168.94799999999998,98.23100000000001,191.30200000000002,279.855,145.852,168.676,85.564,219.132,98.016,119.859,163.716,289.89599999999996,114.227,121.822,148.87,285.807,177.583,140.829,132.33100000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.75,1843.0,,152.208,147.268,121.825,170.37599999999998,110.648,172.86700000000002,141.369,190.303,92.551,182.622,145.083,175.905,101.272,179.255,118.75200000000001,179.05,114.883,93.62899999999999,101.113,143.631,165.96099999999998,127.39,92.57799999999999,197.146,119.602,199.41400000000002,112.984,198.62900000000002,269.48900000000003,191.855,136.006,159.88299999999998,285.027,167.674,112.588,190.638,253.39700000000002,169.69,140.056,34.1,260.253,184.53,105.204,76.415,249.924,158.083,108.15,186.762,101.727,162.559,173.34799999999998,59.004,139.22,183.623,116.941,138.84,53.045,157.6,71.964,158.18200000000002,163.7,162.00799999999998,133.363,69.23,80.554,174.56,65.722,172.46900000000002,153.999,158.974,151.407,97.616,169.00400000000002,168.88099999999997,98.27799999999999,191.29,279.88,145.822,168.733,85.535,219.115,97.95200000000001,119.809,163.678,289.922,114.26100000000001,121.777,148.75,285.846,177.567,140.908,132.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.0,1844.0,,152.248,147.142,121.83,170.362,110.67299999999999,172.845,141.369,190.30599999999998,92.588,182.61700000000002,145.047,175.97799999999998,101.28299999999999,179.232,118.72399999999999,179.047,114.956,93.65299999999999,101.102,143.623,166.00099999999998,127.479,92.65299999999999,197.047,119.631,199.456,113.01100000000001,198.615,269.538,191.928,135.93200000000002,159.85,285.051,167.582,112.473,190.609,253.41400000000002,169.78799999999998,140.15200000000002,34.378,260.252,184.524,105.23899999999999,76.442,249.87400000000002,157.537,108.185,186.708,101.75299999999999,162.592,173.083,58.833999999999996,139.27200000000002,183.563,116.946,138.809,53.11,157.471,71.964,158.18,163.692,161.98,133.342,68.993,80.505,174.68200000000002,65.67,172.521,154.066,158.93,151.267,97.70700000000001,169.04,168.915,98.26100000000001,191.235,279.885,145.85399999999998,168.737,85.535,219.111,97.946,119.76899999999999,163.648,289.954,114.26,121.72399999999999,148.736,285.83799999999997,177.52700000000002,140.952,132.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.25,1845.0,,152.275,147.116,121.81,170.378,110.67399999999999,172.9,141.349,190.32,92.594,182.59799999999998,145.036,175.97,101.277,179.206,118.713,179.03599999999997,114.931,93.57600000000001,101.119,143.631,165.955,127.37,92.693,197.012,119.618,199.437,112.99,198.58900000000003,269.568,191.899,135.924,159.84799999999998,284.968,167.03599999999997,112.507,190.49099999999999,253.43,169.695,140.085,34.158,260.221,184.50400000000002,105.176,76.388,250.41299999999998,157.211,108.23700000000001,186.692,101.772,162.56,173.285,58.754,139.27700000000002,183.609,116.93700000000001,138.78,53.106,157.408,71.972,158.151,163.701,161.958,133.32399999999998,68.971,80.52,174.653,65.631,172.50599999999997,154.077,158.855,151.344,97.45299999999999,168.958,168.843,98.292,191.31400000000002,279.893,145.691,168.753,85.48700000000001,219.141,97.928,119.765,163.634,289.91200000000003,114.119,121.663,148.624,285.856,177.497,141.029,132.17700000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.5,1846.0,,152.30700000000002,147.128,121.81200000000001,170.392,110.635,172.878,141.358,190.324,92.604,182.55200000000002,145.042,175.864,101.302,179.239,118.73899999999999,179.00599999999997,114.988,93.596,101.117,143.643,165.953,127.29799999999999,92.719,197.024,119.62799999999999,199.43099999999998,112.99,198.579,269.58299999999997,191.97099999999998,135.909,159.814,284.932,166.576,112.305,190.57299999999998,253.40900000000002,169.78,140.12,34.089,260.19,184.417,105.209,76.222,250.36599999999999,157.412,108.243,186.72799999999998,101.7,162.541,173.18400000000003,58.635,139.263,183.582,116.944,138.72899999999998,53.086999999999996,157.389,71.973,158.118,163.658,161.96,133.375,68.76,80.554,174.585,65.482,172.528,154.035,158.814,151.592,97.275,168.989,168.783,98.281,191.294,279.927,145.57299999999998,168.611,85.589,219.158,97.87100000000001,119.76100000000001,163.613,289.903,114.079,121.646,148.57299999999998,285.91200000000003,177.476,141.029,132.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.75,1847.0,,152.393,147.213,121.81700000000001,170.377,110.617,172.91099999999997,141.342,190.30599999999998,92.60799999999999,182.523,145.029,175.826,101.309,179.255,118.744,178.99099999999999,114.99700000000001,93.639,101.09299999999999,143.645,165.94,127.225,92.743,196.997,119.649,199.421,113.00200000000001,198.541,269.617,192.007,135.83100000000002,159.785,284.94,166.555,112.34899999999999,190.55200000000002,253.42,169.50900000000001,140.20600000000002,34.166,260.194,184.34900000000002,105.196,76.336,250.49400000000003,156.905,108.177,186.74,101.632,162.526,172.929,58.65,139.203,183.361,116.884,138.755,53.066,157.36700000000002,71.992,158.109,163.661,161.901,133.334,68.847,80.543,174.57,65.53399999999999,172.44299999999998,154.02700000000002,158.814,151.781,97.036,169.106,168.933,98.311,191.33599999999998,279.959,145.442,168.733,85.693,219.13400000000001,97.868,119.779,163.622,289.91900000000004,114.04899999999999,121.65700000000001,148.486,285.905,177.49099999999999,140.964,132.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.0,1848.0,,152.38299999999998,147.162,121.82700000000001,170.372,110.625,172.87,141.33100000000002,190.315,92.60600000000001,182.50400000000002,145.036,175.889,101.31299999999999,179.234,118.735,178.968,114.94200000000001,93.54700000000001,101.10799999999999,143.65200000000002,165.959,127.315,92.713,197.076,119.647,199.445,113.0,198.515,269.506,191.945,135.83100000000002,159.756,285.065,166.28099999999998,112.34100000000001,190.56099999999998,253.455,169.35,140.216,33.986999999999995,260.183,184.321,105.056,76.376,250.708,156.77700000000002,108.119,186.78400000000002,101.61,162.536,172.97400000000002,58.498000000000005,139.128,183.28599999999997,116.84299999999999,138.76,53.006,157.39700000000002,71.994,158.08,163.61,161.89700000000002,133.32,68.666,80.516,174.62099999999998,65.529,172.493,154.045,158.835,151.681,97.152,169.25599999999997,169.03799999999998,98.294,191.30200000000002,279.98400000000004,145.428,168.722,85.76,219.141,97.749,119.725,163.56799999999998,289.952,114.089,121.572,148.329,285.969,177.475,141.048,132.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.25,1849.0,,152.398,147.276,121.855,170.34400000000002,110.649,172.832,141.345,190.324,92.585,182.47299999999998,145.019,175.835,101.27799999999999,179.206,118.73,178.953,114.882,93.523,101.098,143.649,165.94,127.29,92.665,197.112,119.64200000000001,199.487,112.99,198.528,269.6,191.892,135.814,159.67,285.124,166.109,112.292,190.583,253.483,169.28799999999998,140.292,33.702,260.193,184.269,105.126,76.277,250.7,156.91299999999998,108.12799999999999,186.74900000000002,101.74,162.516,172.99200000000002,58.395,139.215,183.419,116.947,138.7,52.96,157.287,72.016,158.091,163.618,161.839,133.27700000000002,68.523,80.483,174.58599999999998,65.456,172.482,154.032,158.736,151.76,97.068,169.055,168.96900000000002,98.256,191.269,280.017,145.385,168.644,85.84899999999999,219.143,97.70200000000001,119.586,163.575,289.934,114.06299999999999,121.61200000000001,148.136,285.98400000000004,177.50099999999998,141.124,132.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.5,1850.0,,152.351,147.256,121.85799999999999,170.34799999999998,110.662,172.87400000000002,141.345,190.33,92.585,182.47099999999998,144.98,175.847,101.271,179.165,118.73100000000001,178.959,114.96799999999999,93.51899999999999,101.086,143.656,165.88400000000001,127.198,92.619,197.109,119.656,199.497,113.01799999999999,198.511,269.42,191.915,135.80200000000002,159.687,285.19,165.95,112.307,190.583,253.53599999999997,168.891,140.222,33.82,260.198,184.229,105.079,76.182,250.657,156.584,108.12899999999999,186.69,101.684,162.44799999999998,172.905,58.352,139.231,183.433,116.992,138.704,52.858000000000004,157.39,72.01100000000001,158.127,163.64700000000002,161.816,133.233,68.533,80.543,174.704,65.467,172.395,153.928,158.63299999999998,151.878,97.04,168.821,168.817,98.211,191.269,280.094,145.349,168.688,85.79799999999999,219.168,97.68299999999999,119.679,163.548,289.904,114.04,121.678,147.89700000000002,285.985,177.467,141.185,132.343,130.889,154.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.75,1851.0,,152.286,147.137,121.85600000000001,170.33599999999998,110.648,172.865,141.35299999999998,190.328,92.618,182.507,144.998,175.831,101.28399999999999,179.21099999999998,118.719,178.956,114.89200000000001,93.52799999999999,101.105,143.658,165.959,127.376,92.691,197.15599999999998,119.64299999999999,199.477,113.031,198.52599999999998,269.454,191.905,135.828,159.626,285.249,165.678,112.311,190.57299999999998,253.523,168.77200000000002,140.358,33.741,260.205,184.172,105.071,76.082,250.665,156.48,108.166,186.666,101.666,162.44299999999998,172.946,58.332,139.184,183.387,116.882,138.695,53.005,157.44899999999998,71.998,158.101,163.58700000000002,161.738,133.264,68.544,80.605,174.805,65.458,172.362,153.842,158.549,151.887,96.852,168.699,168.75400000000002,98.204,191.285,280.132,145.263,168.665,85.90799999999999,219.142,97.641,119.762,163.55100000000002,289.89599999999996,114.007,121.62700000000001,147.81799999999998,286.14099999999996,177.41099999999997,141.093,132.352,130.738,154.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.0,1852.0,,152.285,147.067,121.85600000000001,170.322,110.65899999999999,172.861,141.349,190.335,92.635,182.482,144.995,175.775,101.3,179.22400000000002,118.71799999999999,178.953,114.84200000000001,93.48,101.068,143.655,165.95,127.38600000000001,92.649,197.197,119.601,199.47400000000002,112.995,198.48,269.462,191.899,135.806,159.60399999999998,285.19599999999997,165.942,112.303,190.55900000000003,253.558,168.65599999999998,140.26,33.731,260.2,184.081,105.04,76.044,250.71599999999998,156.516,108.15100000000001,186.69,101.721,162.421,172.858,58.351000000000006,139.134,183.175,116.804,138.722,52.95399999999999,157.454,71.96300000000001,158.083,163.564,161.722,133.275,68.71300000000001,80.512,174.80900000000003,65.46300000000001,172.41,153.81799999999998,158.611,151.989,97.007,168.643,168.817,98.178,191.18,280.119,145.217,168.68099999999998,85.816,219.167,97.54799999999999,119.736,163.548,289.945,113.971,121.655,147.701,286.067,177.391,141.067,132.308,130.709,154.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.25,1853.0,,152.306,147.065,121.846,170.328,110.67200000000001,172.88,141.344,190.321,92.646,182.46400000000003,145.02700000000002,175.77599999999998,101.311,179.19299999999998,118.71,178.91299999999998,114.829,93.37799999999999,101.037,143.651,165.917,127.42,92.73100000000001,197.107,119.679,199.53400000000002,113.038,198.49,269.421,191.86599999999999,135.882,159.623,285.337,165.62400000000002,112.24,190.65099999999998,253.583,168.465,140.259,33.721,260.177,183.99200000000002,104.936,76.115,250.61700000000002,156.341,108.15799999999999,186.642,101.594,162.515,172.955,58.238,139.122,183.024,116.815,138.74200000000002,52.913999999999994,157.494,71.965,158.06,163.577,161.667,133.131,68.58800000000001,80.617,174.88099999999997,65.431,172.36900000000003,153.72799999999998,158.459,152.22899999999998,96.98299999999999,168.703,168.953,98.156,191.16400000000002,280.131,145.153,168.74200000000002,85.83200000000001,219.168,97.573,119.684,163.542,289.947,113.94,121.494,147.69,286.039,177.389,141.092,132.21200000000002,130.615,155.08,234.0,175.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.5,1854.0,,152.299,147.03,121.835,170.31599999999997,110.695,172.854,141.35399999999998,190.30599999999998,92.645,182.46200000000002,145.055,175.78099999999998,101.31299999999999,179.196,118.681,178.87099999999998,114.719,93.302,101.046,143.675,165.984,127.478,92.61,197.18599999999998,119.624,199.484,113.036,198.451,269.47,191.854,135.797,159.621,285.524,165.274,112.229,190.65,253.63400000000001,168.391,140.311,33.726,260.181,183.93,105.038,76.01100000000001,250.58900000000003,156.358,108.103,186.618,101.734,162.429,172.923,58.318000000000005,139.13299999999998,182.977,116.837,138.718,52.847,157.41,71.955,158.08,163.578,161.639,132.841,68.279,80.59100000000001,174.92700000000002,65.268,172.192,153.741,158.41,152.321,97.325,168.771,168.921,98.09200000000001,191.16099999999997,280.142,145.05100000000002,168.82,85.84899999999999,219.08599999999998,97.527,119.62200000000001,163.55200000000002,289.938,113.87200000000001,121.425,147.606,286.124,177.407,141.157,132.181,130.679,154.954,233.793,176.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
