TimesH,Frame,NoMissing,6,6,12,12,22,22,28,28,40,40,65,65,85,85,90,90,95,95,102,102,117,117,130,130,137,137,169,169,188,188,190,190,205,205,210,210,234,234,236,236,282,282,290,290,294,294,317,317,352,352,370,370,371,371,467,467,485,485,486,486,501,501,511,511,526,526,550,550,585,585,597,597,604,604,644,644,645,645,660,660,667,667,1574,1574
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
225.25,901.0,,242.68599999999998,156.661,292.098,155.708,115.18700000000001,156.482,141.086,158.88,129.954,144.642,229.921,169.142,115.4,172.97799999999998,132.16299999999998,163.52100000000002,311.07099999999997,163.989,107.45200000000001,162.126,281.24,167.827,116.027,188.834,167.518,185.97400000000002,147.792,189.702,68.597,179.048,339.74699999999996,184.679,50.971000000000004,182.37599999999998,247.19799999999998,181.79,255.65200000000002,204.274,138.594,203.935,261.427,194.938,242.99400000000003,194.58599999999998,285.749,199.793,110.698,201.313,288.216,60.286,370.517,222.832,173.335,68.87899999999999,113.479,88.62899999999999,117.853,97.376,272.371,101.039,255.457,98.96600000000001,118.561,78.016,289.634,72.749,158.9,87.025,246.19099999999997,116.236,175.646,119.734,125.25,122.37899999999999,152.41,134.964,257.124,134.667,106.682,143.05200000000002,269.983,140.36,137.868,152.618
225.5,902.0,,242.71,156.48,291.976,155.805,115.113,156.44299999999998,141.085,158.85299999999998,129.955,144.515,229.90099999999998,169.05599999999998,115.412,172.93200000000002,132.05700000000002,163.464,311.108,164.028,107.44,162.069,281.216,167.857,116.039,188.773,167.541,185.88,147.769,189.68,68.65100000000001,179.02700000000002,339.725,184.666,51.059,182.388,247.24599999999998,181.81799999999998,255.665,204.253,138.589,203.953,261.41700000000003,194.97,242.989,194.53799999999998,285.75,199.78799999999998,110.73100000000001,201.28400000000002,288.29400000000004,60.299,370.26599999999996,222.94799999999998,173.334,68.76899999999999,113.40299999999999,88.65899999999999,117.89,97.36,272.39099999999996,101.087,255.42,99.027,118.398,77.84899999999999,289.58099999999996,72.777,158.944,87.001,246.202,116.24700000000001,175.726,119.67200000000001,125.21,122.352,152.375,134.99200000000002,257.125,134.605,106.77,143.233,270.027,140.414,137.852,152.64
225.75,903.0,,242.65599999999998,156.4,291.945,155.877,115.015,156.39600000000002,141.067,158.813,129.901,144.488,229.845,169.042,115.465,172.878,132.06,163.454,311.133,164.035,107.45200000000001,162.09,281.252,167.829,116.11399999999999,188.736,167.47799999999998,185.976,147.757,189.671,68.625,178.915,339.671,184.605,51.045,182.65200000000002,247.25400000000002,181.845,255.662,204.24900000000002,138.56799999999998,203.952,261.508,194.918,242.93900000000002,194.481,285.76,199.87900000000002,110.73899999999999,201.232,288.186,60.36600000000001,370.365,222.97299999999998,173.382,68.836,113.427,88.56700000000001,117.87200000000001,97.443,272.416,101.113,255.40900000000002,98.986,118.397,77.857,289.595,72.775,158.891,87.029,246.245,116.199,175.476,119.811,125.204,122.354,152.347,135.03,257.163,134.594,106.779,143.276,270.018,140.404,137.741,152.424
226.0,904.0,,242.627,156.37,291.914,155.906,114.977,156.39,141.063,158.779,129.85299999999998,144.459,229.905,168.859,115.45,172.863,132.054,163.418,311.079,164.083,107.412,162.112,281.225,167.812,116.12100000000001,188.649,167.479,185.94,147.74,189.65900000000002,68.57600000000001,178.896,339.673,184.625,51.013000000000005,182.558,247.21900000000002,181.778,255.69,204.24099999999999,138.569,203.967,261.55400000000003,194.745,242.915,194.43900000000002,285.772,199.9,110.632,201.351,288.259,60.375,370.38699999999994,222.859,173.21099999999998,68.998,113.414,88.56299999999999,117.88799999999999,97.471,272.433,101.1,255.408,99.01299999999999,118.45700000000001,77.809,289.564,72.73100000000001,158.84799999999998,86.927,246.196,116.148,175.239,119.725,125.20100000000001,122.291,152.227,134.986,257.197,134.666,106.655,143.213,270.117,140.577,137.72899999999998,152.387
226.25,905.0,,242.662,156.412,291.88599999999997,155.99200000000002,114.96700000000001,156.365,141.05200000000002,158.793,129.888,144.358,229.828,168.729,115.417,172.905,132.084,163.41,311.09,164.071,107.382,162.14600000000002,281.248,167.64,116.09299999999999,188.62900000000002,167.40900000000002,185.942,147.69299999999998,189.675,68.582,178.88099999999997,339.691,184.493,50.973,182.595,247.232,181.755,255.669,204.257,138.585,203.94799999999998,261.428,194.804,242.888,194.453,285.741,199.945,110.663,201.34799999999998,288.277,60.309,370.32199999999995,222.89700000000002,173.24599999999998,69.185,113.368,88.588,117.863,97.46700000000001,272.425,100.963,255.373,98.979,118.4,77.77600000000001,289.634,72.74600000000001,159.002,86.935,246.14700000000002,116.16,175.03,119.881,125.17299999999999,122.334,152.266,135.012,257.036,134.594,106.631,143.377,270.02,140.332,137.75799999999998,152.52700000000002
226.5,906.0,,242.66,156.42700000000002,291.825,156.004,114.971,156.334,141.053,158.737,129.849,144.405,229.769,168.507,115.542,172.762,132.097,163.386,311.10400000000004,164.082,107.32,162.096,281.103,167.71099999999998,116.118,188.671,167.433,185.945,147.66899999999998,189.706,68.613,178.774,339.699,184.412,51.08,182.762,247.271,181.72,255.701,204.247,138.60399999999998,203.94099999999997,261.185,194.808,242.87,194.426,285.705,199.877,110.712,201.31099999999998,288.778,60.703,370.31800000000004,222.6,173.322,69.142,113.385,88.566,117.89399999999999,97.475,272.41700000000003,100.927,255.36,98.949,118.431,77.85600000000001,289.617,72.763,159.088,86.99,246.112,116.205,175.239,119.787,125.22,122.39200000000001,152.261,134.982,257.12,134.543,106.446,142.815,268.177,138.707,137.694,152.394
226.75,907.0,,242.675,156.444,291.858,156.07399999999998,114.969,156.303,141.042,158.696,129.838,144.547,229.73,168.47799999999998,115.505,172.718,132.09799999999998,163.42600000000002,311.078,164.037,107.31700000000001,162.05700000000002,281.089,167.545,115.99799999999999,188.65,167.53599999999997,185.873,147.636,189.732,68.707,178.785,339.73699999999997,184.417,51.032,182.826,247.34,181.709,255.718,204.245,138.621,203.915,261.032,194.77,242.878,194.429,285.65,199.90900000000002,110.676,201.266,288.96,60.805,370.17800000000005,222.52,173.421,69.14699999999999,113.291,88.589,117.899,97.47200000000001,272.411,100.954,255.33900000000003,98.917,118.31700000000001,77.865,289.6,72.73,159.014,86.92299999999999,246.078,116.19,175.49,119.654,125.219,122.417,152.243,135.156,257.22900000000004,134.498,106.28299999999999,142.425,269.926,140.064,137.602,152.421
227.0,908.0,,242.657,156.38,291.874,156.127,114.928,156.255,141.023,158.738,129.838,144.489,229.748,168.453,115.523,172.673,132.092,163.409,311.092,164.005,107.31700000000001,162.039,281.019,167.572,115.999,188.668,167.363,185.851,147.632,189.68599999999998,68.775,178.83599999999998,339.711,184.438,50.993,182.71099999999998,247.338,181.639,255.706,204.225,138.68200000000002,203.827,261.038,194.81400000000002,242.864,194.43,285.63599999999997,199.894,110.706,201.235,288.952,60.818000000000005,370.29,222.551,173.301,69.146,113.24799999999999,88.575,117.921,97.465,272.404,100.96799999999999,255.34799999999998,98.78399999999999,118.319,77.855,289.6,72.673,159.005,86.926,246.03099999999998,116.163,175.394,119.75200000000001,125.219,122.398,152.282,135.13299999999998,257.24,134.621,106.304,142.5,268.436,138.725,137.638,152.423
227.25,909.0,,242.635,156.32399999999998,291.907,156.145,114.92200000000001,156.266,141.035,158.713,129.82399999999998,144.542,229.78400000000002,168.27700000000002,115.499,172.78099999999998,132.07,163.42,311.008,163.963,107.324,161.998,281.074,167.453,116.155,188.671,167.351,185.77200000000002,147.66899999999998,189.65099999999998,68.753,178.85299999999998,339.67199999999997,184.37,51.00899999999999,182.715,247.36900000000003,181.67700000000002,255.69799999999998,204.207,138.725,203.796,261.149,194.89700000000002,242.859,194.38400000000001,285.64599999999996,199.896,110.654,201.25400000000002,288.855,60.67100000000001,370.296,222.555,173.408,69.126,113.335,88.491,117.913,97.431,272.37,100.976,255.30599999999998,98.765,118.42299999999999,77.878,289.598,72.718,158.879,86.916,246.045,115.85799999999999,175.28400000000002,119.906,125.185,122.40299999999999,152.26,135.204,257.272,134.565,106.0,142.0,268.778,138.916,137.726,152.461
227.5,910.0,,242.653,156.352,291.888,156.168,114.87700000000001,156.231,141.05,158.785,129.852,144.483,229.826,168.21,115.462,172.785,132.056,163.425,311.01599999999996,164.01,107.351,161.959,280.973,167.53,116.169,188.63,167.365,185.763,147.643,189.639,68.727,178.74900000000002,339.671,184.407,51.08,182.579,247.38400000000001,181.725,255.66299999999998,204.205,138.727,203.762,261.154,194.82299999999998,242.875,194.356,285.626,199.919,110.571,201.296,288.572,60.512,369.934,222.685,173.34400000000002,69.14399999999999,113.34100000000001,88.478,117.898,97.428,272.361,100.936,255.325,98.764,118.411,77.89399999999999,289.566,72.67699999999999,158.842,86.85700000000001,246.033,115.854,174.988,119.98700000000001,125.131,122.34200000000001,152.13,135.19,257.356,134.649,106.26100000000001,142.451,268.753,138.881,137.668,152.404
227.75,911.0,,242.64,156.392,291.92900000000003,156.166,114.963,156.217,141.069,158.822,129.77100000000002,144.555,229.889,168.07,115.539,172.668,132.078,163.405,311.031,164.07,107.288,161.923,280.84,167.58,115.934,188.623,167.389,185.821,147.613,189.65099999999998,68.61399999999999,178.877,339.69300000000004,184.34,51.063,182.44400000000002,247.335,181.696,255.643,204.197,138.753,203.74200000000002,261.108,194.93400000000003,242.865,194.31,285.599,199.702,110.693,201.236,288.55400000000003,60.228,369.80699999999996,222.65099999999998,173.37,69.131,113.31299999999999,88.48700000000001,117.884,97.42,272.369,100.96600000000001,255.30700000000002,98.75299999999999,118.473,77.937,289.592,72.727,158.836,86.90799999999999,246.04,115.83,175.021,120.103,125.119,122.26299999999999,152.119,135.215,257.336,134.874,106.197,142.436,270.157,140.175,137.643,152.20600000000002
228.0,912.0,,242.62099999999998,156.33,291.931,156.27100000000002,115.021,156.204,141.049,158.829,129.745,144.567,229.91400000000002,168.049,115.53200000000001,172.623,132.09,163.385,311.138,164.203,107.275,161.94899999999998,280.966,167.53099999999998,115.803,188.669,167.399,185.77900000000002,147.534,189.644,68.508,178.856,339.69800000000004,184.393,51.003,182.40599999999998,247.34900000000002,181.623,255.63099999999997,204.18900000000002,138.753,203.69799999999998,260.97,194.862,242.87900000000002,194.268,285.575,199.66299999999998,110.65,201.247,288.497,60.00899999999999,369.94599999999997,222.488,173.465,69.09100000000001,113.38600000000001,88.43799999999999,117.868,97.39,272.355,100.96600000000001,255.312,98.725,118.583,77.878,289.568,72.694,158.843,86.895,246.09799999999998,115.89200000000001,174.87,120.117,125.06299999999999,122.274,152.151,135.16899999999998,257.335,134.843,106.274,142.60399999999998,270.278,140.18200000000002,137.661,152.18200000000002
228.25,913.0,,242.579,156.336,291.858,156.388,114.99600000000001,156.14600000000002,141.006,158.968,129.8,144.44,230.00799999999998,167.983,115.4,172.74200000000002,132.11700000000002,163.428,311.034,164.207,107.30799999999999,161.929,280.872,167.612,115.63600000000001,188.74099999999999,167.412,185.688,147.53799999999998,189.64700000000002,68.556,178.94,339.685,184.449,51.007,182.396,247.36,181.541,255.644,204.176,138.77200000000002,203.66400000000002,,,242.888,194.25,285.597,199.775,110.60799999999999,201.203,288.449,59.986999999999995,370.006,222.454,173.32299999999998,69.04,113.35700000000001,88.47,117.834,97.42,272.346,100.87100000000001,255.294,98.71700000000001,118.72,78.001,289.595,72.708,158.875,86.954,246.058,115.83,174.83,120.163,125.016,122.26,152.14700000000002,135.29399999999998,257.4,134.862,106.137,142.412,270.476,140.77200000000002,137.72899999999998,152.36
228.5,914.0,,242.58,156.28799999999998,291.916,156.335,114.948,156.114,141.019,158.829,129.815,144.454,230.015,167.834,115.338,172.77,132.116,163.43,310.927,164.22799999999998,107.29799999999999,161.937,280.823,167.635,115.486,188.695,167.419,185.717,147.562,189.62099999999998,68.494,178.891,339.656,184.42,50.951,182.283,247.407,181.56,255.678,204.139,138.798,203.593,261.145,195.05599999999998,242.872,194.243,285.595,199.666,110.58,201.262,288.64799999999997,60.398999999999994,370.07099999999997,222.317,173.332,69.124,113.32700000000001,88.477,117.78399999999999,97.48,272.384,100.789,255.22299999999998,98.765,118.794,78.01899999999999,289.573,72.668,158.866,87.006,246.037,115.78,174.71900000000002,120.15,125.039,122.257,152.089,135.326,257.42900000000003,134.905,106.111,142.251,270.355,140.107,137.645,152.365
228.75,915.0,,242.604,156.345,291.865,156.452,114.915,156.12,141.07399999999998,158.692,129.833,144.39700000000002,230.043,167.72099999999998,115.346,172.794,132.141,163.42700000000002,310.895,164.27700000000002,107.319,161.856,280.808,167.575,115.09299999999999,188.727,167.482,185.65099999999998,147.543,189.658,68.49,178.635,339.657,184.48,50.992,182.19,247.39,181.58700000000002,255.692,204.12,138.776,203.551,261.41700000000003,195.265,242.868,194.19799999999998,285.612,199.90599999999998,110.51899999999999,201.27599999999998,288.28700000000003,59.961000000000006,370.023,222.377,173.372,69.054,113.285,88.508,117.81299999999999,97.492,272.395,100.79,255.235,98.84,118.72200000000001,77.987,289.543,72.657,158.743,86.931,246.03,115.796,174.959,119.829,125.046,122.264,152.173,135.461,257.413,134.916,106.242,142.612,270.473,140.251,137.623,152.401
229.0,916.0,,242.56599999999997,156.32,291.847,156.442,114.845,156.123,141.111,158.631,129.808,144.41899999999998,230.07,167.608,115.32799999999999,172.804,132.11,163.421,310.869,164.264,107.325,161.878,280.968,167.612,115.0,188.672,167.497,185.645,147.542,189.679,68.60600000000001,178.618,339.635,184.377,51.018,182.128,247.41,181.645,255.668,204.08599999999998,138.764,203.50799999999998,261.316,195.15900000000002,242.877,194.215,285.63,200.125,110.515,201.235,288.42,59.958999999999996,370.05,222.30599999999998,173.416,69.056,113.368,88.473,117.696,97.49700000000001,272.383,100.73200000000001,255.28400000000002,98.811,118.734,77.969,289.513,72.63,158.798,86.89,246.013,115.73100000000001,174.81,119.76,125.10600000000001,122.235,152.24200000000002,135.474,257.508,135.002,106.119,142.468,270.514,140.19,137.61700000000002,152.405
229.25,917.0,,242.645,156.244,291.812,156.42600000000002,114.84100000000001,156.10399999999998,141.136,158.565,129.749,144.545,229.92700000000002,167.43900000000002,115.4,172.715,132.1,163.418,310.906,164.27200000000002,107.29799999999999,161.874,281.028,167.575,114.959,188.606,167.454,185.64,147.531,189.731,68.59899999999999,178.53599999999997,339.63599999999997,184.424,50.971000000000004,181.99900000000002,247.428,181.68599999999998,255.62900000000002,204.054,138.71,203.53799999999998,261.33299999999997,195.35,242.86599999999999,194.197,285.61,200.142,110.505,201.195,288.625,59.868,369.98900000000003,222.452,173.282,69.148,113.368,88.441,117.713,97.522,272.392,100.67200000000001,255.231,98.792,118.705,77.82600000000001,289.507,72.625,158.869,86.93700000000001,246.007,115.682,174.81,119.895,125.085,122.182,152.2,135.59,257.524,135.007,106.209,142.654,270.368,140.032,137.584,152.312
229.5,918.0,,242.62400000000002,156.211,291.92,156.446,114.83,156.002,141.12,158.721,129.815,144.42600000000002,230.003,167.34900000000002,115.443,172.635,132.035,163.311,310.89799999999997,164.34799999999998,107.311,161.865,281.137,167.546,114.978,188.65099999999998,167.49400000000003,185.66400000000002,147.495,189.748,68.668,178.50900000000001,339.584,184.399,50.945,181.94400000000002,247.476,181.696,255.637,204.03900000000002,138.726,203.513,261.43,195.364,242.899,194.188,285.555,200.187,110.405,201.36900000000003,288.158,59.641999999999996,369.851,222.405,173.174,69.067,113.42299999999999,88.494,117.691,97.50299999999999,272.371,100.655,255.169,98.807,118.708,77.801,289.543,72.666,158.993,86.851,245.928,115.604,174.937,120.024,125.029,122.205,152.336,135.529,257.57,134.965,106.182,142.77700000000002,270.235,139.838,137.641,152.306
229.75,919.0,,242.678,156.227,291.866,156.48,114.86399999999999,155.97799999999998,141.099,158.783,129.825,144.444,230.04,167.28,115.48200000000001,172.56099999999998,132.04399999999998,163.3,310.828,164.34099999999998,107.338,161.862,281.11400000000003,167.558,115.083,188.577,167.623,185.576,147.486,189.763,68.56,178.55900000000003,339.491,184.40400000000002,50.938,181.977,247.449,181.733,255.65099999999998,204.028,138.674,203.47400000000002,261.203,195.222,242.873,194.153,285.559,200.046,110.34100000000001,201.27,288.591,59.687,369.845,222.37099999999998,173.25799999999998,69.031,113.29799999999999,88.499,117.762,97.49600000000001,272.347,100.654,255.157,98.79299999999999,118.76,77.789,289.55400000000003,72.643,159.209,86.72399999999999,245.91400000000002,115.571,174.887,119.775,125.006,122.165,152.13,135.662,257.587,134.874,106.212,142.679,270.2,139.798,137.556,152.387
230.0,920.0,,242.735,156.265,291.885,156.403,114.811,155.96,141.08,158.92600000000002,129.781,144.565,230.062,167.237,115.509,172.53900000000002,132.018,163.292,310.855,164.292,107.31700000000001,161.862,281.175,167.36900000000003,115.134,188.551,167.614,185.595,147.498,189.761,68.455,178.618,339.483,184.38400000000001,50.841,181.88299999999998,247.382,181.803,255.65599999999998,204.007,138.681,203.449,261.013,194.993,242.892,194.157,285.573,200.065,110.354,201.25,288.61400000000003,59.698,369.95599999999996,222.257,173.229,69.044,113.32799999999999,88.54299999999999,117.77,97.5,272.35200000000003,100.62899999999999,255.167,98.74700000000001,118.743,77.705,289.563,72.635,159.126,86.626,245.9,115.61,175.16,119.47200000000001,125.04700000000001,122.141,152.33,135.50799999999998,257.61400000000003,134.921,106.26799999999999,142.53799999999998,270.1,139.817,137.471,152.249
230.25,921.0,,242.813,156.285,291.966,156.358,114.70299999999999,155.93,141.049,159.02200000000002,129.741,144.624,230.112,167.26,115.529,172.456,132.05,163.279,310.70599999999996,164.27,107.387,161.858,281.077,167.481,114.912,188.545,167.667,185.57,147.528,189.782,68.244,178.607,339.475,184.36599999999999,50.786,181.78599999999997,247.44799999999998,181.847,255.646,203.99,138.68200000000002,203.386,261.312,195.458,242.88400000000001,194.176,285.574,200.24400000000003,110.376,201.26,288.69599999999997,59.783,369.913,222.082,173.196,68.944,113.333,88.564,117.762,97.459,272.378,100.594,255.16099999999997,98.72,118.79700000000001,77.807,289.562,72.568,159.321,86.61,245.935,115.686,174.59400000000002,119.443,125.031,122.149,152.276,135.546,257.606,135.025,106.314,142.578,270.04200000000003,139.65200000000002,137.519,152.389
230.5,922.0,,242.766,156.441,291.95799999999997,156.421,114.65,155.876,141.08,158.942,129.654,144.671,230.07299999999998,167.237,115.604,172.423,132.093,163.274,310.428,164.197,107.40299999999999,161.836,280.964,167.49200000000002,114.881,188.533,167.579,185.53799999999998,147.52200000000002,189.75900000000001,68.27199999999999,178.612,339.593,184.372,50.783,181.797,247.43099999999998,181.861,255.65,203.957,138.708,203.266,261.334,195.775,242.903,194.18599999999998,285.51599999999996,200.09400000000002,110.383,201.213,288.52299999999997,59.699,369.89599999999996,222.144,173.264,68.93,113.35700000000001,88.49700000000001,117.771,97.507,272.349,100.587,255.17,98.77799999999999,118.875,77.75,289.54200000000003,72.586,159.245,86.35799999999999,245.905,115.696,174.525,119.40299999999999,125.01,122.22399999999999,152.181,135.525,257.595,135.054,106.256,142.564,270.066,139.704,137.523,152.452
230.75,923.0,,242.71400000000003,156.487,291.936,156.436,114.635,155.832,141.023,159.083,129.763,144.453,230.053,167.208,115.751,172.301,132.083,163.252,310.44,164.208,107.47200000000001,161.82299999999998,280.768,167.458,114.995,188.52900000000002,167.567,185.52900000000002,147.543,189.77599999999998,68.045,178.679,339.555,184.38299999999998,50.76,181.65200000000002,247.46200000000002,181.804,255.608,203.946,138.704,203.226,261.379,195.94299999999998,242.903,194.14,285.51,199.766,110.37100000000001,201.213,288.426,59.869,369.88300000000004,222.202,173.30599999999998,68.942,113.354,88.523,117.81700000000001,97.491,272.319,100.652,255.202,98.781,118.891,77.777,289.558,72.582,159.48,86.569,245.808,115.65,174.935,119.274,124.96,122.2,152.259,135.507,257.624,135.011,106.274,142.497,269.98,139.49200000000002,137.543,152.49
231.0,924.0,,242.78799999999998,156.498,291.916,156.489,114.54299999999999,155.825,141.01,159.134,129.727,144.42700000000002,230.016,167.16,115.706,172.39700000000002,132.048,163.213,310.681,164.21,107.49700000000001,161.785,280.783,167.547,115.051,188.55,167.55,185.505,147.566,189.773,68.127,178.637,339.54,184.34,50.847,181.74099999999999,247.428,181.808,255.62599999999998,203.894,138.694,203.17700000000002,261.509,196.237,242.90099999999998,194.128,285.507,200.017,110.33200000000001,201.188,288.334,59.875,369.885,222.292,173.37400000000002,68.906,113.34,88.515,117.744,97.49700000000001,272.33299999999997,100.63600000000001,255.243,98.734,118.789,77.681,289.547,72.584,159.86,86.81700000000001,245.863,115.594,175.042,119.26100000000001,124.98200000000001,122.185,152.151,135.483,257.649,134.885,106.244,142.567,269.823,139.40200000000002,137.55,152.534
231.25,925.0,,242.743,156.489,291.853,156.45,114.51299999999999,155.80200000000002,141.001,159.18,129.653,144.42,229.94299999999998,167.16,115.762,172.426,132.017,163.197,310.631,164.253,107.514,161.743,280.784,167.544,115.175,188.424,167.551,185.554,147.583,189.771,67.986,178.554,339.52,184.393,50.801,181.822,247.489,181.84400000000002,255.66099999999997,203.84599999999998,138.68,203.118,261.579,196.391,242.903,194.101,285.55400000000003,200.173,110.414,201.265,288.177,59.93600000000001,369.961,222.40400000000002,173.243,68.89399999999999,113.29700000000001,88.53299999999999,117.759,97.50299999999999,272.35400000000004,100.635,255.187,98.719,118.771,77.554,289.531,72.548,159.72299999999998,86.79299999999999,245.845,115.661,175.024,119.281,124.958,122.09200000000001,152.334,135.44,257.695,134.901,106.26700000000001,142.58700000000002,270.03700000000003,139.614,137.517,152.511
231.5,926.0,,242.78,156.45,291.79,156.495,114.51,155.814,140.96200000000002,159.093,129.638,144.392,229.892,167.14700000000002,115.85799999999999,172.36599999999999,132.061,163.19899999999998,310.592,164.301,107.45100000000001,161.77,280.874,167.49599999999998,115.23,188.396,167.44799999999998,185.518,147.63,189.679,67.699,178.658,339.528,184.363,50.857,181.891,247.49,181.86700000000002,255.69099999999997,203.80599999999998,138.737,203.06799999999998,261.27299999999997,197.28,242.908,194.055,285.599,200.105,110.42200000000001,201.30700000000002,288.418,59.865,369.98900000000003,222.21200000000002,173.15099999999998,68.828,113.294,88.546,117.777,97.51,272.365,100.613,255.188,98.70299999999999,118.755,77.596,289.529,72.578,160.024,87.18,245.89,115.694,175.02700000000002,119.244,124.986,122.109,152.217,135.41299999999998,257.676,134.92600000000002,106.28299999999999,142.654,269.663,139.22,137.614,152.546
231.75,927.0,,242.77,156.253,291.857,156.42600000000002,114.53299999999999,155.856,140.972,159.065,129.624,144.414,229.889,167.136,115.825,172.34799999999998,132.04399999999998,163.17700000000002,310.378,164.239,107.45,161.761,281.029,167.304,115.191,188.34900000000002,167.45,185.47400000000002,147.667,189.65200000000002,67.65899999999999,178.705,339.522,184.34900000000002,50.842,181.829,247.543,181.87900000000002,255.69299999999998,203.80599999999998,138.773,203.00900000000001,261.098,196.9,242.90900000000002,194.011,285.567,200.088,110.389,201.271,288.427,59.854,370.161,222.222,173.28,68.684,113.36399999999999,88.565,117.73299999999999,97.542,272.36,100.62700000000001,255.158,98.64200000000001,118.79899999999999,77.509,289.515,72.53699999999999,159.994,87.124,245.886,115.68299999999999,174.858,119.27799999999999,125.005,122.08,152.207,135.555,257.719,134.894,106.33200000000001,142.705,269.726,139.216,137.601,152.546
232.0,928.0,,242.852,156.185,291.843,156.418,114.51899999999999,155.77200000000002,141.007,159.007,129.639,144.347,229.877,167.183,115.803,172.41099999999997,132.065,163.167,310.508,164.226,107.56700000000001,161.726,281.084,167.247,115.11200000000001,188.31900000000002,167.40400000000002,185.535,147.687,189.63099999999997,67.74,178.608,339.535,184.38099999999997,50.778,181.793,247.58900000000003,181.821,255.722,203.764,138.778,202.96900000000002,261.061,197.15200000000002,242.898,194.012,285.561,200.139,110.43799999999999,201.298,288.556,59.707,369.889,222.423,173.39,68.653,113.387,88.51899999999999,117.705,97.59,272.382,100.691,255.175,98.59,119.10799999999999,77.563,289.515,72.55199999999999,159.825,86.866,245.877,115.65700000000001,174.87599999999998,119.21600000000001,125.01299999999999,122.0,152.23,135.497,257.749,135.058,106.34,142.717,269.709,139.187,137.753,152.67700000000002
232.25,929.0,,242.903,156.078,291.741,156.403,114.488,155.79399999999998,141.009,158.915,129.69799999999998,144.379,229.918,167.165,115.863,172.36599999999999,132.063,163.197,310.535,164.222,107.62,161.661,281.024,167.30200000000002,115.095,188.275,167.40599999999998,185.533,147.681,189.623,67.66,178.593,339.58099999999996,184.44,50.71,181.74400000000003,247.627,181.857,255.69799999999998,203.74,138.8,202.959,261.061,197.012,242.89700000000002,194.03099999999998,285.56,200.00900000000001,110.55799999999999,201.22299999999998,288.344,59.504,369.92400000000004,222.085,173.14700000000002,68.726,113.419,88.51799999999999,117.68799999999999,97.491,272.421,100.61,255.201,98.59299999999999,119.125,77.548,289.495,72.51,159.812,86.79899999999999,245.87599999999998,115.624,175.019,119.04,125.02600000000001,121.93,152.335,135.428,257.78700000000003,135.023,106.309,142.724,269.615,139.13,137.717,152.648
232.5,930.0,,242.96900000000002,155.959,291.76599999999996,156.30100000000002,114.50200000000001,155.806,140.952,159.113,129.683,144.391,229.96900000000002,167.188,115.805,172.517,132.096,163.194,310.415,164.192,107.625,161.58700000000002,281.289,167.197,115.116,188.30200000000002,167.363,185.515,147.641,189.653,67.398,178.845,339.60699999999997,184.50599999999997,50.623000000000005,181.826,247.666,181.87900000000002,255.69,203.709,138.83,202.878,261.143,196.99200000000002,242.852,194.03599999999997,285.589,200.015,110.53399999999999,201.28900000000002,288.128,59.46,369.923,222.02700000000002,173.158,68.709,113.46,88.426,117.76899999999999,97.43,272.421,100.545,255.24200000000002,98.661,119.133,77.641,289.529,72.505,160.19299999999998,87.061,245.916,115.712,175.047,119.08200000000001,125.089,121.96700000000001,152.27,135.249,257.815,135.04399999999998,106.321,142.705,,,137.719,152.748
232.75,931.0,,242.89700000000002,155.83700000000002,291.851,156.208,114.54799999999999,155.856,140.976,159.015,129.672,144.38299999999998,229.955,167.25400000000002,115.79299999999999,172.55599999999998,132.106,163.172,310.122,164.16299999999998,107.671,161.567,281.259,167.183,115.29799999999999,188.362,167.394,185.503,147.659,189.61900000000003,67.391,178.81599999999997,339.583,184.59400000000002,50.586000000000006,181.955,247.657,181.873,255.685,203.68900000000002,138.842,202.864,261.097,197.016,242.838,194.023,285.546,200.025,110.4,201.24200000000002,287.992,59.25899999999999,370.025,221.93900000000002,173.13299999999998,68.678,113.571,88.514,117.766,97.412,272.449,100.559,255.243,98.72200000000001,119.13600000000001,77.735,289.547,72.533,159.852,86.805,245.928,115.708,175.06900000000002,118.93700000000001,125.059,121.816,152.292,135.213,257.813,134.984,106.40899999999999,142.734,,,137.812,152.799
233.0,932.0,,242.83,155.741,291.88,156.253,114.46700000000001,155.855,140.93200000000002,159.195,129.658,144.361,229.972,167.199,115.88600000000001,172.49599999999998,132.088,163.162,310.44599999999997,164.051,107.647,161.575,281.592,167.204,115.32,188.398,167.38099999999997,185.507,147.66299999999998,189.639,67.512,178.78599999999997,339.60699999999997,184.65900000000002,50.629,181.955,247.605,181.905,255.675,203.674,138.839,202.803,261.122,196.899,242.843,194.02700000000002,285.53,200.045,110.43799999999999,201.27,288.353,59.316,370.023,222.041,173.175,68.782,113.546,88.507,117.785,97.363,272.397,100.62200000000001,255.29,98.853,119.111,77.70100000000001,289.543,72.528,160.09799999999998,87.05,245.88400000000001,115.59299999999999,175.178,118.81,125.046,121.87200000000001,152.243,135.224,257.861,135.05100000000002,106.414,142.725,,,137.762,152.812
