TimesH,Frame,NoMissing,7,7,13,13,15,15,17,17,24,24,27,27,50,50,65,65,66,66,67,67,69,69,70,70,74,74,75,75,76,76,79,79,81,81,82,82,88,88,89,89,91,91,93,93,94,94,95,95,99,99,103,103,104,104,105,105,107,107,111,111,113,113,115,115,116,116,117,117,118,118,119,119,126,126,136,136,141,141,142,142,143,143,146,146,148,148,150,150,152,152,153,153,158,158,160,160,165,165,166,166,168,168,169,169,177,177,181,181,183,183,184,184,185,185,186,186,188,188,189,189,192,192,193,193,196,196,197,197,200,200,204,204,205,205,209,209,210,210,214,214,249,249,250,250,262,262,266,266,269,269,270,270,271,271,272,272,489,489,830,830,959,959,1087,1087,1118,1118,1123,1123,1157,1157,1175,1175
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
403.75,1615.0,,111.07700000000001,56.843999999999994,211.02,60.201,180.72,71.324,195.74099999999999,71.843,200.892,65.669,167.39700000000002,66.015,221.78900000000002,54.005,256.382,103.876,177.356,96.28399999999999,191.392,100.50399999999999,112.29799999999999,99.55,61.417,100.934,102.363,102.109,181.863,104.552,244.919,103.381,77.07600000000001,95.87200000000001,90.99799999999999,97.765,200.893,95.209,103.557,114.177,86.477,114.73100000000001,168.57299999999998,100.859,76.219,106.325,107.42399999999999,106.04,124.646,100.391,182.521,79.399,71.08,85.704,80.747,86.96700000000001,102.167,87.163,103.303,76.77,115.244,75.62899999999999,195.511,79.392,92.07,80.432,184.785,90.20100000000001,213.75400000000002,91.73,55.743,93.024,131.834,86.637,193.50099999999998,88.493,229.90200000000002,132.064,280.98400000000004,134.13299999999998,105.477,131.615,72.498,135.782,268.506,135.937,31.421999999999997,138.208,84.75200000000001,130.423,223.56599999999997,128.215,249.854,131.281,114.04299999999999,145.05,219.912,146.644,253.96099999999998,149.975,210.489,147.52200000000002,266.269,149.481,36.381,152.054,256.371,138.069,266.748,141.942,100.006,142.339,276.461,141.593,54.563,145.821,74.926,144.415,214.375,117.681,228.502,117.62899999999999,48.565,120.95,74.642,119.55799999999999,198.34099999999998,115.529,92.065,117.819,114.771,124.939,95.822,126.251,188.655,127.266,161.55100000000002,115.76899999999999,203.995,121.78200000000001,101.993,122.609,46.816,170.505,23.993000000000002,171.325,23.404,153.656,85.051,154.695,76.05199999999999,158.22899999999998,34.705,162.24200000000002,64.064,161.216,22.831999999999997,163.648,121.867,63.403999999999996,167.875,111.307,162.50799999999998,73.542,156.311,71.98100000000001,183.24599999999998,99.251,234.919,125.641,53.957,170.86700000000002,124.4,77.482
404.0,1616.0,,111.119,56.856,211.08700000000002,60.25899999999999,180.769,71.305,195.74200000000002,71.876,200.908,65.633,167.403,65.97800000000001,221.799,54.003,256.308,103.64399999999999,177.342,96.289,191.377,100.491,112.29799999999999,99.552,61.443999999999996,100.87700000000001,102.385,102.126,181.868,104.552,244.945,103.42200000000001,77.075,95.86200000000001,90.93799999999999,97.8,200.892,95.20299999999999,103.52,114.196,86.57600000000001,114.71799999999999,168.56900000000002,100.855,76.11,106.24799999999999,107.43299999999999,106.04299999999999,124.64399999999999,100.289,182.519,79.35300000000001,71.047,85.71799999999999,80.778,86.958,102.171,87.215,103.23700000000001,76.765,115.366,75.548,195.503,79.428,92.081,80.454,184.74099999999999,90.175,213.74900000000002,91.698,55.714,93.02799999999999,131.86700000000002,86.596,193.517,88.516,229.83599999999998,132.088,281.085,134.189,105.448,131.614,72.539,135.759,268.52099999999996,135.969,31.475,138.2,84.734,130.44299999999998,223.71599999999998,128.244,249.36599999999999,131.424,114.081,145.096,219.895,146.592,253.94400000000002,149.97,210.50099999999998,147.513,266.27299999999997,149.463,36.384,152.05700000000002,256.384,138.13,266.742,141.917,100.01899999999999,142.352,276.45599999999996,141.622,54.553999999999995,145.821,74.938,144.407,214.27,117.745,228.48,117.60600000000001,48.558,120.969,74.842,119.42299999999999,198.326,115.53,92.113,117.829,114.787,124.97200000000001,95.79899999999999,126.20299999999999,188.66099999999997,127.259,161.555,115.823,203.99,121.786,102.00399999999999,122.601,46.821000000000005,170.53400000000002,24.005,171.287,23.401999999999997,153.58100000000002,85.00200000000001,154.745,76.078,158.22899999999998,34.728,162.27200000000002,64.152,161.167,22.831999999999997,163.648,121.905,63.4,167.861,111.288,162.55,73.497,156.309,71.847,183.271,99.22399999999999,234.757,125.64399999999999,54.068000000000005,170.804,124.44200000000001,77.305
404.25,1617.0,,111.145,56.858000000000004,211.141,60.321999999999996,180.75900000000001,71.294,195.757,71.819,200.91400000000002,65.618,167.356,65.97,221.791,53.997,255.957,103.579,177.33900000000003,96.286,191.375,100.427,112.291,99.54700000000001,61.44,100.90299999999999,102.37700000000001,102.12799999999999,181.86700000000002,104.546,244.915,103.37299999999999,77.07300000000001,95.86,90.84100000000001,97.851,200.889,95.215,103.509,114.19,86.585,114.726,168.575,100.861,76.096,106.27,107.44200000000001,106.053,124.625,100.274,182.49900000000002,79.295,71.04899999999999,85.713,80.75,86.96,102.14,87.26,103.26100000000001,76.782,115.213,75.66,195.503,79.433,91.839,80.804,184.734,90.15899999999999,213.74,91.566,55.736999999999995,93.01299999999999,131.845,86.60700000000001,193.47299999999998,88.50299999999999,229.847,132.125,281.08799999999997,134.39,105.479,131.629,72.52600000000001,135.763,268.513,136.003,31.441,138.17,84.706,130.446,223.666,128.291,249.791,131.502,114.081,145.109,219.93200000000002,146.62,253.988,149.968,210.512,147.516,266.255,149.451,36.379,152.061,256.347,138.113,266.70599999999996,141.872,99.98100000000001,142.328,276.475,141.68,54.55,145.869,74.94,144.385,214.275,117.74700000000001,228.484,117.6,48.544,120.945,74.865,119.429,198.33700000000002,115.53,92.15899999999999,117.834,114.82799999999999,124.961,95.796,126.23299999999999,188.665,127.23299999999999,161.503,115.87200000000001,204.002,121.786,102.00399999999999,122.602,46.825,170.53799999999998,23.995,171.25099999999998,23.296,153.634,85.169,154.487,76.124,158.263,34.922,162.263,64.207,161.186,22.843000000000004,163.64700000000002,121.906,63.361000000000004,167.821,111.13,162.484,73.516,156.298,71.87,183.27599999999998,99.17,234.706,125.809,54.148999999999994,170.75799999999998,124.76700000000001,77.30199999999999
404.5,1618.0,,111.13600000000001,56.882,211.139,60.317,180.767,71.267,195.74599999999998,71.846,200.917,65.598,167.313,65.953,221.798,53.965,255.44799999999998,103.48200000000001,177.364,96.303,191.398,100.478,112.28399999999999,99.542,61.419,100.815,102.40100000000001,102.06,181.84799999999998,104.537,244.903,103.412,77.067,95.863,90.833,97.743,200.859,95.26299999999999,103.538,114.161,87.0,115.0,168.562,100.84100000000001,76.03,106.23,107.43,106.05799999999999,124.613,100.226,182.49900000000002,79.255,71.027,85.721,80.748,86.911,102.20200000000001,87.28,103.39299999999999,76.884,115.07,75.736,195.512,79.406,92.273,80.385,184.722,90.149,213.77599999999998,91.555,55.746,93.016,131.83100000000002,86.584,193.50900000000001,88.48899999999999,229.86,132.101,281.052,134.313,105.48200000000001,131.63299999999998,72.482,135.757,268.525,136.001,31.373,138.112,84.706,130.453,223.71099999999998,128.293,249.753,131.45600000000002,114.037,145.16299999999998,219.94299999999998,146.564,253.97799999999998,149.958,210.49900000000002,147.52,266.289,149.44799999999998,36.379,152.045,256.407,138.141,266.7,141.842,99.978,142.319,276.473,141.634,54.577,145.862,74.954,144.38299999999998,214.391,117.70200000000001,228.482,117.544,48.588,120.936,74.816,119.35799999999999,198.32,115.565,92.14299999999999,117.836,114.84299999999999,124.98299999999999,95.83,126.24700000000001,188.687,127.23,161.559,115.854,204.016,121.749,102.008,122.59,46.728,170.613,23.991999999999997,171.28,23.255,153.553,85.199,154.399,76.13600000000001,158.279,34.879,162.27700000000002,64.223,161.151,22.839000000000002,163.656,121.883,63.343999999999994,167.87099999999998,111.196,162.47899999999998,73.503,156.29399999999998,71.83,183.31599999999997,99.13600000000001,234.58900000000003,125.839,54.273999999999994,170.549,124.506,77.327
404.75,1619.0,,111.145,56.856,211.171,60.327,180.845,71.223,195.75599999999997,71.806,200.91400000000002,65.57600000000001,167.335,65.987,221.796,53.952,256.335,103.61399999999999,177.38,96.391,191.40400000000002,100.47399999999999,112.274,99.546,61.441,100.835,102.427,102.09100000000001,181.81799999999998,104.51100000000001,244.928,103.416,77.05199999999999,95.84700000000001,90.824,97.779,200.85299999999998,95.288,103.54,114.152,86.552,114.71799999999999,168.558,100.819,75.983,106.22,107.41,106.044,124.62700000000001,100.156,182.446,79.232,71.02600000000001,85.73700000000001,80.773,86.88799999999999,102.20700000000001,87.277,103.375,76.847,115.094,75.712,195.512,79.408,92.273,80.42399999999999,184.706,90.139,213.739,91.53,55.766999999999996,93.02,131.817,86.613,193.445,88.459,229.827,132.101,281.165,134.392,105.45200000000001,131.636,72.482,135.77100000000002,268.531,136.004,31.443,138.159,84.698,130.44899999999998,223.872,128.249,249.662,131.438,113.975,145.15,219.894,146.477,253.99599999999998,149.952,210.52,147.52200000000002,266.272,149.425,36.361999999999995,152.049,256.35900000000004,138.09799999999998,266.699,141.819,99.96,142.31799999999998,276.39599999999996,141.406,54.571000000000005,145.858,74.944,144.37,214.354,117.70100000000001,228.515,117.55799999999999,48.582,120.932,74.80199999999999,119.39399999999999,198.31900000000002,115.617,92.109,117.829,114.881,125.036,95.819,126.319,188.71200000000002,127.23299999999999,161.562,115.81299999999999,204.023,121.73700000000001,101.993,122.573,46.782,170.55,24.018,171.245,23.259,153.519,85.118,154.44899999999998,76.11,158.261,34.927,162.285,64.258,161.166,22.845,163.653,121.773,63.243,167.888,111.164,162.469,73.531,156.284,71.682,183.45,99.041,234.47299999999998,125.896,54.122,170.673,124.485,77.295
405.0,1620.0,,111.154,56.825,211.196,60.341,180.842,71.208,195.753,71.819,200.905,65.557,167.267,65.982,221.793,53.958999999999996,256.567,103.618,177.357,96.411,191.408,100.477,112.24600000000001,99.535,61.437,100.786,102.427,102.126,181.813,104.531,244.921,103.475,77.043,95.851,90.863,97.77,200.854,95.296,103.54700000000001,114.11200000000001,86.524,114.709,168.545,100.802,75.87100000000001,106.20200000000001,107.42299999999999,106.052,124.61399999999999,100.15299999999999,182.449,79.215,71.01899999999999,85.73700000000001,80.74600000000001,86.902,102.182,87.264,103.413,76.848,115.04299999999999,75.715,195.49599999999998,79.378,92.277,80.639,184.673,90.12100000000001,213.68,91.54700000000001,55.75899999999999,93.015,131.83700000000002,86.595,193.56900000000002,88.41799999999999,229.791,132.17700000000002,281.199,134.455,105.42,131.653,72.524,135.822,268.546,136.047,31.447,138.181,84.698,130.498,223.99200000000002,128.134,249.66299999999998,131.431,114.044,145.207,219.91400000000002,146.444,253.97099999999998,149.944,210.50900000000001,147.51,266.298,149.399,36.353,152.069,256.238,138.06,266.732,141.814,99.971,142.317,276.475,141.338,54.568000000000005,145.838,74.939,144.347,214.611,117.413,228.513,117.57,48.599,120.945,74.72399999999999,119.36399999999999,198.31400000000002,115.65299999999999,92.06299999999999,117.82,114.905,125.04299999999999,95.772,126.33,188.704,127.235,161.595,115.854,204.013,121.723,101.98100000000001,122.59299999999999,46.81399999999999,170.68599999999998,24.015,171.237,23.211,153.33100000000002,85.161,154.4,76.116,158.263,34.829,162.239,64.277,161.129,22.857,163.654,121.835,63.333,167.83700000000002,111.06,162.412,73.55199999999999,156.217,71.73899999999999,183.49099999999999,99.01100000000001,234.394,125.947,54.353,170.658,124.335,77.244
405.25,1621.0,,111.125,56.81100000000001,211.21,60.378,180.831,71.195,195.747,71.78399999999999,200.90400000000002,65.533,167.285,65.961,221.80900000000003,53.951,255.987,103.777,177.39,96.441,191.399,100.473,112.251,99.539,61.373000000000005,100.884,102.42,102.11,181.833,104.55799999999999,244.929,103.51100000000001,77.03399999999999,95.854,90.64,97.77600000000001,200.852,95.28,103.551,114.118,86.509,114.67200000000001,168.53900000000002,100.76100000000001,75.83,106.20700000000001,107.429,106.037,124.62200000000001,100.15100000000001,182.468,79.16199999999999,71.006,85.749,80.73,86.89,102.281,87.229,103.385,76.873,114.98,75.771,195.482,79.343,92.415,80.469,184.611,90.101,213.58700000000002,91.45200000000001,55.744,92.995,131.80700000000002,86.61399999999999,193.56,88.40799999999999,229.701,132.19,281.10900000000004,134.171,105.40100000000001,131.671,72.593,135.844,268.566,136.042,31.436999999999998,138.167,84.70100000000001,130.506,224.102,128.084,249.28,131.47799999999998,114.02799999999999,145.19299999999998,219.965,146.528,253.94799999999998,149.92600000000002,210.50900000000001,147.505,266.26,149.4,36.356,152.071,256.224,138.06,266.717,141.836,99.93700000000001,142.30700000000002,276.572,141.358,54.588,145.817,74.937,144.338,214.463,117.579,228.49900000000002,117.57600000000001,48.622,120.97,74.691,119.40799999999999,198.303,115.60600000000001,92.006,117.803,114.88,125.00299999999999,95.875,126.33,188.701,127.25299999999999,161.57299999999998,115.848,204.05,121.68299999999999,101.979,122.59,46.835,170.734,24.03,171.21400000000003,23.193,153.377,85.189,154.351,76.11399999999999,158.268,34.813,162.231,64.309,161.08,22.862,163.653,121.81200000000001,63.308,167.739,110.84700000000001,162.487,73.50399999999999,156.173,71.751,183.541,98.95299999999999,234.454,126.024,54.132,170.68400000000003,124.56700000000001,77.22399999999999
405.5,1622.0,,111.15899999999999,56.772,211.18900000000002,60.333,180.82299999999998,71.175,195.74400000000003,71.785,200.921,65.559,167.268,65.943,221.797,53.971000000000004,256.305,103.71600000000001,177.442,96.529,191.377,100.48899999999999,112.23200000000001,99.525,61.41,100.95,102.383,102.10600000000001,181.80700000000002,104.57600000000001,244.907,103.52,77.031,95.85799999999999,90.631,97.77,200.857,95.238,103.57700000000001,114.118,86.48299999999999,114.64200000000001,168.532,100.744,75.843,106.25299999999999,107.419,106.012,124.624,100.052,182.456,79.132,70.994,85.741,80.758,86.885,102.33200000000001,87.303,103.325,76.926,115.006,75.733,195.49200000000002,79.345,92.22399999999999,80.398,184.62,90.083,213.593,91.42399999999999,55.722,92.979,131.80200000000002,86.652,193.44400000000002,88.411,229.71099999999998,132.18,281.117,134.269,105.384,131.681,72.60600000000001,135.832,268.608,136.03799999999998,31.381,138.145,84.726,130.513,224.393,128.041,249.67700000000002,131.525,114.03299999999999,145.154,219.96900000000002,146.549,253.918,149.924,210.515,147.493,266.262,149.378,36.361,152.076,256.199,138.017,266.67400000000004,141.884,99.931,142.309,276.499,141.313,54.588,145.826,74.929,144.33100000000002,214.59599999999998,117.41,228.497,117.564,48.656000000000006,120.994,74.738,119.345,198.31099999999998,115.55,91.95100000000001,117.81,114.911,125.029,95.92,126.29799999999999,188.713,127.243,161.588,115.845,204.05700000000002,121.65700000000001,101.978,122.56700000000001,46.855,170.73,24.041999999999998,171.176,23.162,153.408,85.148,154.312,76.104,158.281,34.92,162.275,64.352,161.067,22.857,163.64700000000002,121.67399999999999,63.309,167.798,110.86200000000001,162.48,73.521,156.13,71.681,183.58,98.929,234.38400000000001,126.016,54.082,170.832,124.51899999999999,77.25
405.75,1623.0,,111.185,56.81100000000001,211.174,60.287,180.847,71.145,195.743,71.78399999999999,200.92,65.535,167.21599999999998,65.914,221.792,53.958999999999996,256.509,103.633,177.393,96.42200000000001,191.393,100.49,112.227,99.522,61.467,100.751,102.38600000000001,102.105,181.78599999999997,104.57600000000001,244.88400000000001,103.56200000000001,77.035,95.86,90.57700000000001,97.84299999999999,200.832,95.314,103.55799999999999,114.119,86.554,114.67399999999999,168.493,100.695,75.705,106.17,107.44,106.024,124.62100000000001,100.03399999999999,182.442,79.116,71.001,85.73899999999999,80.744,86.889,102.315,87.321,103.288,76.87,114.984,75.765,195.50400000000002,79.343,92.17399999999999,80.24,184.56799999999998,90.084,213.695,91.509,55.723,92.98299999999999,131.795,86.678,193.449,88.43299999999999,229.72099999999998,132.178,281.073,134.079,105.385,131.678,72.63,135.839,268.565,136.028,31.434,138.191,84.73200000000001,130.53,224.56599999999997,128.03,249.66,131.6,114.02600000000001,145.15200000000002,219.982,146.526,253.915,149.942,210.532,147.517,266.246,149.372,36.356,152.089,256.24,137.935,266.69599999999997,141.836,99.92399999999999,142.311,276.57099999999997,141.392,54.586000000000006,145.828,74.917,144.325,214.56599999999997,117.428,228.502,117.56,48.629,121.01299999999999,74.676,119.32700000000001,198.28599999999997,115.568,91.99,117.823,114.92,125.014,95.90100000000001,126.287,188.733,127.244,161.57299999999998,115.77799999999999,204.05599999999998,121.64,101.999,122.553,46.894,170.672,24.055,171.171,23.141,153.43,85.12799999999999,154.287,76.138,158.325,34.859,162.252,64.411,161.016,22.846,163.651,121.666,63.263000000000005,167.87599999999998,110.977,162.405,73.46,156.185,71.768,183.548,98.934,234.34900000000002,125.999,54.023999999999994,170.635,124.486,76.774
406.0,1624.0,,111.17,56.836000000000006,211.238,60.379,180.81099999999998,71.096,195.769,71.741,200.926,65.509,167.183,65.903,221.831,53.956,256.491,103.65799999999999,177.46599999999998,96.52799999999999,191.391,100.446,112.219,99.52600000000001,61.586000000000006,100.72200000000001,102.389,102.115,181.84599999999998,104.596,244.924,103.56299999999999,77.04,95.87100000000001,90.65,97.845,200.85299999999998,95.30799999999999,103.524,114.102,86.51799999999999,114.671,168.517,100.677,75.657,106.209,107.432,106.031,124.62700000000001,100.10799999999999,182.362,79.117,70.975,85.755,80.812,86.90700000000001,102.288,87.323,103.31700000000001,76.911,115.015,75.727,195.503,79.317,92.184,80.232,184.53599999999997,90.075,213.707,91.444,55.743,92.986,131.797,86.699,193.493,88.4,229.725,132.114,281.086,134.16899999999998,105.37,131.708,72.609,135.851,268.507,135.983,31.325,138.12,84.708,130.516,224.63400000000001,127.912,249.53900000000002,131.55100000000002,114.014,145.188,219.925,146.467,253.86900000000003,149.945,210.53900000000002,147.541,266.246,149.4,36.353,152.092,256.293,137.971,266.673,141.83700000000002,99.928,142.30200000000002,276.512,141.276,54.56399999999999,145.89700000000002,74.905,144.312,214.618,117.486,228.50099999999998,117.55799999999999,48.607,121.02600000000001,74.648,119.32799999999999,198.268,115.605,92.021,117.807,114.887,124.976,95.852,126.29799999999999,188.75900000000001,127.262,161.56799999999998,115.865,204.072,121.615,102.007,122.535,46.833,170.512,24.038,171.16299999999998,23.162,153.428,85.15899999999999,154.256,76.167,158.382,34.868,162.237,64.414,160.98,22.838,163.651,121.77,63.203,167.81900000000002,110.836,162.405,73.443,156.144,71.837,183.56099999999998,98.89200000000001,234.44299999999998,125.95,53.75,170.825,124.501,76.775
406.25,1625.0,,111.171,56.853,211.426,60.643,180.84400000000002,71.066,195.763,71.75,200.925,65.486,167.245,65.898,221.83700000000002,53.958,256.184,103.62700000000001,177.458,96.541,191.419,100.411,112.215,99.516,61.54,100.695,102.348,102.104,181.86599999999999,104.588,244.923,103.535,77.04,95.867,90.69,97.859,200.854,95.3,103.53399999999999,114.085,86.516,114.66,168.49099999999999,100.63,75.658,106.21,107.429,106.031,124.617,100.073,182.386,79.08,70.96300000000001,85.77,80.825,86.93,102.34200000000001,87.27600000000001,103.243,76.905,115.053,75.794,195.51,79.303,92.152,80.244,184.528,90.083,213.718,91.584,55.739,92.99799999999999,131.805,86.70299999999999,193.52200000000002,88.34700000000001,229.672,132.145,281.115,134.164,105.363,131.705,72.613,135.838,268.509,135.99,31.342,138.137,84.704,130.509,224.66299999999998,127.90799999999999,249.59,131.55100000000002,113.98299999999999,145.18200000000002,219.945,146.60299999999998,253.847,149.95,210.555,147.534,266.236,149.433,36.365,152.096,256.308,137.987,266.677,141.809,99.899,142.279,276.54200000000003,141.188,54.56100000000001,145.874,74.892,144.315,214.683,117.383,228.49900000000002,117.544,48.596000000000004,121.05,74.414,119.396,198.28400000000002,115.57600000000001,92.01799999999999,117.81700000000001,114.87700000000001,124.976,95.838,126.302,188.766,127.255,161.50799999999998,115.70200000000001,204.11900000000003,121.587,102.00200000000001,122.541,46.778999999999996,170.358,24.031999999999996,171.143,23.145,153.401,85.10700000000001,154.216,76.142,158.373,34.893,162.246,64.454,161.016,22.825,163.659,121.73700000000001,63.137,167.83900000000003,110.87200000000001,162.395,73.384,156.166,71.795,183.667,98.854,234.58900000000003,125.955,53.87,170.80200000000002,124.514,76.67
406.5,1626.0,,111.185,56.893,211.377,60.621,180.862,71.04899999999999,195.767,71.665,200.919,65.458,167.237,65.869,221.835,53.948,257.203,103.806,177.502,96.507,191.40200000000002,100.43299999999999,112.211,99.516,61.49,100.631,102.398,102.094,181.85299999999998,104.58,244.94400000000002,103.54700000000001,77.047,95.869,90.6,97.869,200.86599999999999,95.275,103.523,114.113,86.434,114.62299999999999,168.486,100.617,75.705,106.226,107.441,106.045,124.568,100.09299999999999,182.33900000000003,79.10300000000001,70.959,85.791,80.773,86.941,102.257,87.37200000000001,103.244,76.923,114.935,75.812,195.50099999999998,79.286,92.307,80.257,184.497,90.05799999999999,213.71900000000002,91.60600000000001,55.728,93.001,131.81799999999998,86.728,193.505,88.355,229.71200000000002,132.236,281.215,134.347,105.355,131.686,72.627,135.863,268.532,135.996,31.384,138.16299999999998,84.684,130.507,224.739,127.96700000000001,249.63099999999997,131.571,113.973,145.217,219.92,146.546,253.842,149.94799999999998,210.57,147.514,266.269,149.404,36.354,152.102,256.327,137.977,266.672,141.815,99.9,142.257,276.565,141.043,54.581,145.871,74.882,144.30200000000002,214.67700000000002,117.33200000000001,228.493,117.573,48.586000000000006,121.072,74.26,119.348,198.296,115.581,91.985,117.818,114.84299999999999,124.921,95.844,126.29700000000001,188.767,127.2,161.491,115.557,204.12,121.589,102.01799999999999,122.53299999999999,46.723,170.37900000000002,24.004,171.122,23.226,153.274,85.145,154.23,76.105,158.338,34.95,162.186,64.53,160.964,22.815,163.658,121.757,63.147,167.87400000000002,110.95200000000001,162.362,73.358,156.221,71.744,183.696,98.839,234.774,125.801,53.788999999999994,170.915,124.765,76.67
406.75,1627.0,,111.2,56.888000000000005,211.38400000000001,60.673,180.861,71.03399999999999,195.764,71.676,200.918,65.429,167.248,65.84899999999999,221.824,53.981,257.181,103.859,177.524,96.542,191.403,100.391,112.17399999999999,99.49600000000001,61.534,100.646,102.4,102.083,181.85299999999998,104.56,244.938,103.59,77.044,95.87200000000001,90.669,97.926,200.84400000000002,95.296,103.524,114.09899999999999,86.459,114.63799999999999,168.507,100.601,75.624,106.208,107.434,106.031,124.53,100.086,182.3,79.124,70.939,85.785,80.752,86.948,102.23899999999999,87.25399999999999,103.24600000000001,76.922,114.82799999999999,75.83,195.513,79.259,92.29799999999999,80.297,184.43200000000002,90.03399999999999,213.729,91.615,55.727,93.008,131.852,86.744,193.442,88.375,229.59599999999998,132.273,281.209,134.148,105.382,131.685,72.632,135.83700000000002,268.509,136.006,31.445999999999998,138.19,84.631,130.513,224.84599999999998,127.859,249.645,131.502,113.96,145.191,219.979,146.661,253.84599999999998,149.965,210.585,147.514,266.254,149.408,36.357,152.096,256.362,138.047,266.632,141.784,99.914,142.252,276.573,140.915,54.565,145.886,74.895,144.312,214.605,117.382,228.489,117.579,48.586999999999996,121.086,74.304,119.264,198.304,115.52799999999999,91.978,117.816,114.881,124.969,95.84200000000001,126.294,188.792,127.17399999999999,161.501,115.561,204.127,121.561,102.044,122.537,46.687,170.388,24.0,171.138,23.268,153.19799999999998,85.273,154.227,76.07300000000001,158.276,34.953,162.196,64.483,160.995,22.808000000000003,163.659,121.62200000000001,63.032,167.83599999999998,110.935,162.33700000000002,73.274,156.253,71.69,183.731,98.78299999999999,234.607,125.911,53.919,170.907,124.815,76.501
407.0,1628.0,,111.221,56.875,211.43599999999998,60.676,180.889,71.016,195.774,71.64699999999999,200.933,65.39699999999999,167.21,65.817,221.831,53.964,257.38,103.839,177.525,96.531,191.416,100.419,112.17200000000001,99.46700000000001,61.483999999999995,100.713,102.39399999999999,102.06700000000001,181.861,104.554,244.915,103.594,77.033,95.87700000000001,90.596,97.95299999999999,200.813,95.16,103.539,114.08200000000001,86.459,114.63799999999999,168.511,100.541,75.654,106.294,107.441,106.02799999999999,124.52799999999999,100.02600000000001,182.326,79.154,70.93,85.79,80.767,86.956,102.12899999999999,87.19,103.241,76.86,114.83,75.839,195.511,79.251,92.54899999999999,80.181,184.44099999999997,89.995,213.77599999999998,91.661,55.751000000000005,93.01700000000001,131.9,86.72399999999999,193.548,88.32,229.535,132.316,281.215,134.245,105.354,131.692,72.628,135.813,268.52099999999996,136.002,31.506999999999998,138.279,84.619,130.506,224.97,127.851,249.62400000000002,131.49200000000002,113.95100000000001,145.201,219.99099999999999,146.664,253.822,149.968,210.597,147.514,266.264,149.447,36.368,152.069,256.358,138.00799999999998,266.64,141.798,99.946,142.25,276.54900000000004,141.08100000000002,54.602,145.88299999999998,74.877,144.299,214.53799999999998,117.344,228.49200000000002,117.573,48.6,121.088,74.359,119.257,198.296,115.49,91.90799999999999,117.816,114.85799999999999,124.962,95.84200000000001,126.31700000000001,188.793,127.178,161.525,115.54700000000001,204.155,121.538,102.054,122.55,46.619,170.35299999999998,23.994,171.135,23.311,153.15200000000002,85.296,154.213,76.002,158.191,34.921,162.145,64.499,160.998,22.789,163.656,121.539,63.005,167.833,110.92200000000001,162.445,73.288,156.333,71.529,183.77200000000002,98.759,234.393,125.87299999999999,53.99,170.86599999999999,124.744,76.487
407.25,1629.0,,111.21600000000001,56.888000000000005,211.395,60.683,180.903,71.002,195.77700000000002,71.63600000000001,200.92700000000002,65.377,167.27,65.793,221.828,53.979,257.357,103.741,177.523,96.565,191.40900000000002,100.432,112.15799999999999,99.45100000000001,61.475,100.662,102.38600000000001,102.056,181.817,104.56,244.94400000000002,103.566,77.039,95.88600000000001,90.661,97.992,200.821,95.12200000000001,103.542,114.056,86.39200000000001,114.634,168.52,100.50200000000001,75.587,106.24,107.444,106.016,124.53399999999999,99.98299999999999,182.359,79.09,70.921,85.77600000000001,80.736,86.948,102.04299999999999,87.152,103.285,76.85600000000001,114.66799999999999,75.941,195.53099999999998,79.215,92.54,80.161,184.387,89.99,213.81099999999998,91.665,55.732,93.009,131.884,86.713,193.46400000000003,88.31200000000001,229.477,132.385,281.187,134.285,105.354,131.675,72.64,135.816,268.517,136.02,31.394000000000002,138.188,84.65100000000001,130.515,225.041,127.86200000000001,249.582,131.483,113.977,145.248,220.011,146.696,253.80900000000003,149.965,210.59900000000002,147.509,266.297,149.446,36.38,152.066,256.314,137.989,266.64099999999996,141.804,99.976,142.256,276.504,141.1,54.57899999999999,145.91,74.88600000000001,144.3,214.607,117.387,228.49,117.54,48.614,121.05799999999999,74.538,119.11,198.27200000000002,115.471,91.869,117.814,114.85600000000001,124.95299999999999,95.921,126.29899999999999,188.80599999999998,127.18299999999999,161.519,115.52600000000001,204.166,121.522,102.069,122.54299999999999,46.596000000000004,170.347,23.994,171.114,23.366999999999997,153.108,85.28,154.252,75.959,158.14700000000002,34.982,162.164,64.54,160.895,22.776999999999997,163.658,121.544,62.996,167.88,110.911,162.399,73.207,156.374,71.473,183.785,98.721,234.357,125.963,53.963,170.729,124.861,76.453
