TimesH,Frame,3,4,8,14,15,18,22,29,32,33,35,42,47,48,55,57,58,63,67,68,71,74,76,79,82,89,94,95,98,99,101,108,110,111,118,126,130,133,143,151,167,190,194,197,198,199,213,215,216,217,218,222,226,229,230,235,241,244,246,317,318,320,322,343,346,350,357,358,360,362,370,388,389,390,396,397,403,415,421,423,429,485,486,589,609,617,648,720,840,870,960,1030,1172,1272
344.0,1376.0,627.099,624.944,621.766,618.582,619.661,619.261,620.1759999999999,621.82,616.316,625.254,622.673,626.765,625.141,621.697,616.938,621.214,625.96,627.053,628.743,620.654,622.602,623.05,624.7090000000001,622.62,626.591,624.202,620.967,612.396,624.5269999999999,617.573,625.857,624.275,620.241,618.6469999999999,623.725,618.206,615.819,618.72,615.794,614.509,616.081,622.715,621.887,624.261,619.0169999999999,626.064,620.443,622.597,621.59,622.187,616.813,619.181,613.8480000000001,621.644,620.618,617.877,617.979,614.795,616.888,620.331,625.279,622.72,624.1,622.977,626.571,625.896,621.957,627.024,625.401,622.225,619.868,615.234,613.474,613.284,615.266,615.8009999999999,615.754,616.639,617.737,615.878,621.073,,,,,,,,,,,,,
344.25,1377.0,630.262,626.525,622.435,618.945,621.221,620.7130000000001,622.09,624.59,616.631,626.479,624.682,631.258,627.842,623.729,616.672,623.019,627.89,629.7919999999999,633.4830000000001,623.269,623.849,625.055,627.321,624.245,630.177,628.0740000000001,622.185,613.263,626.526,617.28,628.745,625.9580000000001,620.281,620.764,625.644,618.755,617.846,619.388,617.444,614.5,615.971,624.276,624.896,626.802,620.8240000000001,628.506,622.354,626.29,623.115,624.76,616.326,619.4730000000001,614.055,624.396,623.029,620.656,618.886,615.2230000000001,618.516,621.386,628.2040000000001,624.977,625.512,624.357,630.5830000000001,628.369,623.866,630.5509999999999,628.0409999999999,624.637,619.285,615.294,613.202,612.795,616.528,615.732,616.5419999999999,616.544,618.984,616.972,621.937,,,,,,,,,,,,,
344.5,1378.0,633.224,628.658,622.515,619.484,621.8009999999999,620.8480000000001,623.783,625.887,616.903,627.976,626.3480000000001,633.15,630.554,624.023,617.562,623.78,629.344,630.998,632.117,624.117,624.072,627.243,627.241,624.5830000000001,631.36,628.758,623.3340000000001,613.087,628.049,617.817,631.018,628.582,621.293,621.472,625.198,619.76,618.331,619.869,617.2130000000001,614.929,616.865,625.466,626.618,628.283,620.85,629.234,622.867,627.2819999999999,623.711,624.942,617.895,620.632,614.376,625.286,624.6569999999999,620.341,620.067,614.985,618.44,622.0369999999999,629.082,625.341,626.809,624.94,631.999,630.5840000000001,624.611,630.7280000000001,628.866,624.823,619.898,615.533,612.981,613.4119999999999,615.982,615.753,617.398,617.086,618.808,617.654,622.74,,,,,,,,,,,,,
344.75,1379.0,634.073,629.928,622.778,620.17,621.86,621.467,624.6669999999999,627.276,616.915,626.571,626.4580000000001,632.987,628.945,625.803,618.191,624.4830000000001,629.461,631.638,633.238,625.151,625.067,626.822,628.243,624.174,633.548,627.161,622.92,613.183,627.98,619.7040000000001,630.511,628.312,621.467,621.623,626.8530000000001,619.4630000000001,618.404,620.701,617.877,615.751,615.778,626.6,627.357,628.799,621.783,631.367,623.118,628.261,623.695,625.203,617.8480000000001,620.999,614.975,624.966,625.35,621.149,620.2,616.187,619.382,622.401,629.254,626.155,627.557,624.6519999999999,631.057,630.055,624.3290000000001,632.802,630.118,626.381,619.202,615.283,613.215,612.99,617.269,616.442,617.62,617.641,619.624,617.497,623.139,,,,,,,,,,,,,
345.0,1380.0,635.067,630.404,623.187,621.249,623.281,622.322,624.74,628.4830000000001,616.869,628.656,627.701,634.2869999999999,630.979,627.44,618.106,625.408,630.636,,633.513,625.7909999999999,625.232,627.813,627.456,625.202,634.055,629.231,623.885,613.389,628.774,618.734,630.825,629.121,622.628,621.173,628.0980000000001,619.743,619.302,620.6709999999999,617.988,615.504,616.0169999999999,628.252,627.739,629.645,622.995,631.066,623.988,630.023,624.696,625.5219999999999,618.205,621.278,614.991,625.559,625.189,621.37,621.326,616.234,620.4830000000001,622.375,629.717,626.513,626.97,625.599,632.856,630.553,625.451,633.1469999999999,630.305,627.375,620.818,615.904,612.8240000000001,612.585,616.941,616.734,618.1469999999999,618.111,619.511,618.513,622.785,,,,,,,,,,,,,
345.25,1381.0,636.559,631.315,623.81,622.059,623.621,623.183,624.7819999999999,630.316,617.318,629.868,629.61,636.019,632.489,628.047,618.415,626.5980000000001,631.441,634.2669999999999,635.159,625.948,626.378,627.674,629.025,626.4540000000001,635.251,629.633,625.867,612.9630000000001,630.5930000000001,619.189,632.712,631.294,622.6030000000001,622.515,629.114,620.893,620.513,621.535,618.758,615.488,616.771,628.335,628.992,631.521,622.722,631.692,624.1990000000001,630.064,626.015,627.379,619.216,621.769,615.614,626.156,626.242,622.461,621.663,617.455,621.04,624.538,631.58,627.112,627.785,627.515,632.5319999999999,633.425,625.4580000000001,633.619,632.31,627.594,620.33,617.503,613.6759999999999,612.62,618.536,616.881,618.776,617.5419999999999,620.882,620.106,622.944,,,,,,,,,,,,,
345.5,1382.0,637.631,632.637,625.977,622.406,624.197,624.376,624.511,631.863,618.34,630.599,630.805,638.504,633.565,630.028,618.888,628.6659999999999,633.115,635.857,636.067,627.163,625.7,630.061,630.307,627.156,637.4,631.3340000000001,626.962,613.626,632.831,620.071,632.944,631.432,623.175,622.4259999999999,630.984,620.243,620.745,621.8330000000001,619.49,615.863,616.862,629.88,629.036,634.377,623.634,631.447,624.5830000000001,631.658,627.372,628.732,619.345,622.1669999999999,615.832,626.502,626.048,622.0319999999999,621.43,618.342,622.543,625.236,631.72,627.567,629.565,627.726,634.382,634.063,627.028,636.936,631.055,629.235,620.41,617.6990000000001,613.737,612.924,618.414,616.693,619.632,618.759,621.234,619.395,624.587,,,,,,,,,,,,,
345.75,1383.0,639.87,633.823,626.196,623.2819999999999,623.436,624.2040000000001,625.83,634.453,619.014,633.695,632.625,637.222,634.822,632.341,619.0219999999999,630.511,634.966,636.5269999999999,637.304,628.183,625.714,630.379,630.053,628.281,637.6990000000001,633.154,627.762,613.719,633.534,620.806,633.8340000000001,634.202,623.818,623.5459999999999,633.129,620.456,621.424,622.331,620.319,616.227,617.399,630.089,628.92,635.369,624.447,631.618,625.86,632.797,628.488,629.7180000000001,620.4780000000001,623.269,616.725,626.55,628.182,623.202,624.436,618.6030000000001,623.65,626.028,633.6,627.504,631.7,628.923,635.294,636.274,626.211,637.335,633.456,630.629,621.7080000000001,617.852,613.692,613.735,619.378,617.491,620.956,620.54,622.306,621.445,626.069,,,,,,,,,,,,,
346.0,1384.0,641.314,635.793,626.525,623.654,624.815,624.851,625.5790000000001,635.25,619.9590000000001,634.138,634.538,637.095,634.6659999999999,633.937,620.42,631.969,636.105,637.068,638.305,629.047,627.1030000000001,631.007,631.192,629.393,640.628,634.524,629.128,613.832,634.6469999999999,620.943,634.346,635.099,624.058,624.679,632.453,621.038,620.948,623.89,620.609,616.335,618.29,631.266,629.061,637.578,625.98,631.938,625.953,632.317,629.225,630.02,620.8009999999999,623.998,616.6569999999999,626.409,628.932,623.327,624.814,619.294,624.361,628.044,635.178,629.094,633.683,630.875,636.6569999999999,638.4580000000001,627.631,638.006,635.216,630.553,621.885,618.84,613.683,614.016,619.9780000000001,617.861,620.8,620.493,623.476,620.962,626.159,,629.807,,,,,,,,,,,
