TimesH,Frame,4,6,22,39,44,51,73,74,78,85,88,90,92,96,98,101,106,107,113,114,119,121,125,129,134,137,142,145,147,152,155,157,167,168,169,170,175,176,183,185,195,197,218,223,227,233,234,245,249,261,275,281,293,296,300,310,320,326,327,342,347,348,350,355,358,362,372,375,377,397,409,415,419,423,426,431,448,476,487,514,522,525,527,529,535,537,545,567,602,610,611,615,620,627,652,675,690,699,708,711,714,745,747,756,757,758,759,844,850,857,868,890,981,1044,1075,1086
0.0,0.0,632.514,630.946,641.081,660.216,657.243,705.73,724.757,701.622,733.243,796.1619999999999,742.0269999999999,644.6759999999999,690.0269999999999,774.297,656.919,660.27,707.4860000000001,786.676,700.595,850.189,734.216,815.1619999999999,824.919,861.3510000000001,820.054,690.0269999999999,872.8380000000001,822.784,860.1619999999999,772.8919999999999,783.946,850.432,846.568,833.4860000000001,808.865,787.5139999999999,824.541,809.405,829.135,737.4860000000001,745.568,683.27,827.216,829.189,813.73,816.1619999999999,748.703,777.459,749.189,813.189,799.3510000000001,654.703,772.459,737.865,726.5139999999999,756.3510000000001,746.865,685.378,783.8919999999999,690.054,671.6489999999999,782.73,771.243,734.243,688.946,797.0,709.676,733.0269999999999,662.703,710.811,698.3510000000001,672.9730000000001,690.3510000000001,685.1619999999999,715.784,707.784,650.189,625.3240000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,1.0,623.865,622.054,628.865,636.946,636.351,666.216,662.919,661.865,672.784,721.189,680.378,633.811,655.676,696.081,639.243,642.216,661.216,707.081,654.811,752.27,691.378,712.0,738.568,768.811,737.0269999999999,663.27,765.8380000000001,759.432,764.8380000000001,726.297,712.054,765.405,761.135,759.6489999999999,747.0,711.378,741.432,740.622,769.8919999999999,686.378,695.865,656.676,753.081,760.9730000000001,749.297,761.5139999999999,708.054,712.784,697.324,756.6489999999999,748.5139999999999,638.297,723.0269999999999,700.757,694.081,710.811,706.135,662.5139999999999,729.405,674.405,644.568,727.8919999999999,723.919,698.595,654.703,738.054,684.784,699.378,653.8919999999999,673.946,676.3510000000001,660.3510000000001,659.622,665.6489999999999,690.054,683.324,642.189,620.1619999999999,713.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,2.0,620.0,618.135,621.0,628.135,627.8380000000001,643.378,642.568,643.595,649.514,682.189,655.919,626.5409999999999,640.054,662.541,627.757,630.1619999999999,642.865,670.324,637.865,710.1619999999999,660.946,670.0269999999999,692.189,723.3510000000001,686.865,643.703,702.324,712.5139999999999,693.5139999999999,684.459,679.324,709.054,701.216,719.135,705.405,668.378,699.919,697.4860000000001,,664.811,665.054,644.378,710.459,714.1080000000001,715.459,728.459,673.946,687.703,675.216,706.6489999999999,705.568,629.432,687.595,681.9730000000001,665.757,674.757,676.568,646.216,704.459,657.9730000000001,637.0269999999999,702.784,691.0,678.081,647.0,711.27,662.1619999999999,673.432,640.8919999999999,,658.8919999999999,648.703,648.514,650.946,669.432,664.73,633.73,617.0,687.243,,692.8380000000001,,,650.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,3.0,617.135,616.054,618.1080000000001,624.5409999999999,623.3240000000001,636.27,636.378,635.0269999999999,641.811,666.676,647.8380000000001,622.5409999999999,633.757,650.946,624.054,625.784,633.486,654.649,634.0269999999999,682.27,647.405,658.081,669.27,698.297,668.216,636.4590000000001,682.27,693.1080000000001,675.243,665.811,668.622,692.8380000000001,685.676,700.4860000000001,684.9730000000001,658.541,684.8919999999999,679.8919999999999,,656.135,654.243,636.135,697.676,695.784,701.757,714.1080000000001,662.189,682.27,671.811,689.243,687.189,625.757,673.541,676.216,659.1619999999999,664.081,665.216,642.865,698.865,653.378,635.243,698.703,680.432,677.135,645.8380000000001,705.324,656.405,666.216,637.649,656.216,654.865,645.0269999999999,643.784,648.486,663.297,660.459,631.054,616.622,683.568,,685.919,686.1619999999999,670.6489999999999,640.081,,,652.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,4.0,614.865,614.568,616.3240000000001,620.73,620.73,631.811,629.514,629.919,633.595,654.4590000000001,640.5409999999999,618.6759999999999,628.216,639.1080000000001,620.6759999999999,624.081,630.784,646.8380000000001,628.8919999999999,668.757,638.703,650.73,656.811,684.5139999999999,657.865,632.081,674.8380000000001,673.811,664.1619999999999,654.135,658.135,679.243,677.73,684.432,675.8919999999999,652.243,671.703,670.378,685.378,647.919,650.351,631.784,684.324,685.324,690.541,700.189,657.3510000000001,672.405,663.135,683.0269999999999,679.459,625.27,669.243,670.568,657.3510000000001,663.541,663.0269999999999,644.351,689.865,656.1619999999999,631.1619999999999,693.568,679.0,674.4860000000001,641.1619999999999,696.865,653.6759999999999,666.459,636.865,651.0269999999999,657.757,647.1619999999999,637.649,650.0,664.3510000000001,660.1080000000001,634.0,619.514,682.865,675.811,678.189,683.1619999999999,670.541,634.0,646.6759999999999,638.5409999999999,642.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25,5.0,614.5409999999999,613.9730000000001,615.0,619.432,619.216,627.081,625.703,625.432,630.486,648.811,637.8380000000001,618.297,625.297,634.1080000000001,619.054,622.703,627.649,640.405,625.6759999999999,661.8919999999999,633.784,643.351,649.0,673.8380000000001,650.595,628.135,667.73,667.0269999999999,656.946,647.1080000000001,651.73,669.243,668.324,675.405,666.216,648.1080000000001,665.0269999999999,662.919,675.541,645.135,641.757,629.243,674.378,676.081,681.784,690.703,652.4590000000001,664.9730000000001,657.676,673.541,670.081,623.378,661.865,663.378,652.622,655.784,657.811,641.486,680.5139999999999,652.8919999999999,630.1080000000001,684.811,672.541,669.8919999999999,634.9730000000001,684.9730000000001,650.243,660.595,633.8919999999999,646.865,654.054,644.351,634.405,645.054,657.8380000000001,656.4860000000001,632.0269999999999,619.486,676.811,667.405,669.432,675.595,666.216,631.1080000000001,641.1080000000001,634.378,639.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,6.0,614.1080000000001,613.135,614.9730000000001,618.703,618.054,626.649,624.432,624.8919999999999,628.649,644.649,635.081,618.054,623.514,631.0269999999999,617.784,621.486,624.8380000000001,636.405,625.405,656.324,630.919,639.27,643.0269999999999,666.676,644.73,624.649,658.541,660.811,650.649,643.946,647.811,664.27,662.703,669.865,659.1619999999999,643.9730000000001,658.459,656.5139999999999,667.054,643.1619999999999,638.27,627.622,669.541,668.676,675.568,683.946,647.919,662.189,654.0269999999999,665.4860000000001,662.0269999999999,622.8380000000001,654.946,659.811,648.568,651.865,653.216,638.568,672.135,648.865,627.1080000000001,678.216,663.73,667.0269999999999,632.919,678.0269999999999,646.3240000000001,654.1080000000001,630.486,643.6759999999999,648.8380000000001,641.432,632.784,640.297,652.784,650.919,628.486,616.649,670.3510000000001,664.595,666.622,670.459,659.459,628.649,636.405,629.865,634.811,660.5139999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75,7.0,613.27,613.378,614.6759999999999,617.054,617.865,624.811,624.919,623.649,627.595,643.811,633.8380000000001,617.486,622.081,628.6759999999999,617.514,620.595,624.3240000000001,634.568,623.432,652.8919999999999,628.703,635.946,639.73,663.703,643.189,623.351,654.3240000000001,,648.1619999999999,640.5409999999999,646.189,661.297,656.5139999999999,665.9730000000001,655.243,639.8919999999999,658.8380000000001,653.054,662.432,641.189,634.054,625.405,666.297,659.946,670.757,678.946,643.243,658.1080000000001,652.649,659.378,654.054,621.054,648.243,655.8380000000001,642.486,644.5409999999999,644.27,632.649,667.9730000000001,641.865,624.73,672.541,656.865,660.541,631.081,672.1619999999999,638.622,646.622,627.486,640.9730000000001,642.0269999999999,635.811,629.297,636.243,645.946,643.297,624.514,613.946,,660.784,661.459,661.757,653.4590000000001,626.622,632.811,627.865,633.6759999999999,653.4590000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,8.0,613.946,613.649,614.297,616.595,617.432,624.0269999999999,623.3240000000001,624.514,626.703,644.297,634.27,616.486,620.27,627.297,616.865,621.514,623.27,634.135,623.216,647.4590000000001,627.946,634.514,639.486,660.27,639.784,622.622,651.3240000000001,,645.297,638.4590000000001,646.486,660.757,655.8919999999999,663.189,653.6759999999999,638.1619999999999,654.784,648.514,658.3510000000001,640.9730000000001,634.1080000000001,624.27,663.757,658.757,667.757,674.054,643.351,654.5409999999999,647.919,658.081,653.757,620.081,646.6759999999999,652.865,641.297,643.811,643.1619999999999,631.486,662.3510000000001,641.811,625.378,667.297,653.919,657.1619999999999,630.405,667.73,638.27,645.1080000000001,627.351,639.243,640.8380000000001,635.243,627.811,634.243,643.811,641.622,624.0269999999999,613.8380000000001,,658.703,657.541,659.541,650.865,625.8919999999999,631.811,626.946,633.1619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
