TimesH,Frame,1,10,19,21,24,53,54,57,67,70,71,72,79,80,89,92,93,101,102,104,105,110,115,116,119,122,126,152,154,160,166,168,170,174,178,183,185,186,189,191,205,216,225,228,241,246,247,253,258,259,263,274,276,285,292,300,319,321,325,328,339,351,354,408,411,451,505,506,519,557,595,634,651,931
170.75,683.0,613.485,612.034,613.823,615.66,613.864,620.138,612.364,623.2909999999999,618.617,615.962,619.03,628.672,620.703,614.653,616.1030000000001,623.494,622.306,621.803,618.068,614.374,618.5930000000001,631.4209999999999,619.933,622.072,638.6759999999999,628.674,635.4540000000001,627.285,634.823,635.695,628.115,636.146,632.484,635.161,636.474,629.169,635.211,635.711,630.3240000000001,634.447,621.851,621.02,633.89,635.146,628.309,628.008,632.982,636.135,628.367,633.1669999999999,629.578,626.114,635.013,625.033,636.0790000000001,626.999,622.2330000000001,624.001,618.665,628.852,626.938,628.053,626.111,613.5880000000001,614.906,,,,,,,,,
171.0,684.0,613.304,611.452,614.363,616.107,613.59,623.424,612.429,626.661,620.826,617.273,619.863,633.071,623.024,614.9780000000001,615.189,625.568,622.482,623.484,618.785,615.66,620.013,638.9630000000001,620.8530000000001,624.206,645.879,634.427,642.2919999999999,632.979,638.2130000000001,643.678,632.187,641.0459999999999,640.5,641.145,642.44,633.126,641.6080000000001,638.701,635.798,640.744,622.3380000000001,623.528,640.979,640.384,631.413,632.706,640.867,639.7180000000001,634.95,639.511,634.569,629.811,640.846,626.7669999999999,642.749,630.497,623.172,626.719,620.045,630.481,630.881,631.087,630.08,614.0880000000001,615.276,,,,,,,,,
171.25,685.0,613.573,611.719,613.904,616.286,614.585,623.309,612.586,625.5269999999999,620.981,617.445,619.479,632.91,623.184,615.217,616.165,624.83,623.132,623.242,618.418,615.764,618.564,638.015,620.936,623.6659999999999,646.535,635.425,642.775,634.41,638.87,645.009,633.0930000000001,640.444,640.873,642.075,643.92,632.554,642.304,638.805,636.339,641.092,621.746,622.435,640.6990000000001,640.599,632.453,631.715,641.021,638.76,636.0369999999999,639.094,634.749,629.4590000000001,639.474,626.689,641.996,631.913,624.012,625.742,619.952,630.501,631.768,632.205,628.799,612.925,614.715,,,,,,,,,
171.5,686.0,612.626,611.396,614.173,615.856,614.026,623.509,612.467,624.4630000000001,620.658,617.5880000000001,618.5880000000001,633.075,622.4490000000001,614.035,614.773,624.857,623.193,623.063,619.305,616.629,618.306,637.151,620.178,624.299,645.977,634.826,642.409,632.535,638.071,644.433,632.146,640.688,640.8,641.7180000000001,643.305,633.066,642.55,638.727,637.122,641.7869999999999,623.354,622.2280000000001,640.925,642.905,631.655,631.7330000000001,641.85,639.84,635.812,640.191,634.761,628.947,641.141,628.082,640.932,631.274,623.135,626.237,620.023,630.7230000000001,633.187,631.531,629.464,613.78,615.284,,,,,,,,,
171.75,687.0,612.2869999999999,611.487,614.736,616.743,614.4490000000001,623.336,612.495,624.685,620.669,618.43,618.832,634.203,623.071,614.852,616.408,624.942,623.7130000000001,623.4580000000001,619.403,616.1030000000001,618.7909999999999,636.8380000000001,620.621,624.626,646.744,635.225,642.747,631.7909999999999,638.925,644.922,632.842,640.703,643.163,644.054,644.9069999999999,632.972,642.681,638.589,636.852,642.515,623.6759999999999,622.466,640.513,643.655,632.2919999999999,634.273,642.538,641.697,637.9169999999999,640.505,635.731,629.201,640.953,627.068,642.842,633.408,623.376,625.387,619.423,630.988,632.61,633.59,628.977,613.695,615.5409999999999,,,,,,,,,
172.0,688.0,613.649,611.025,613.943,615.876,614.182,623.004,613.104,625.5790000000001,621.6469999999999,618.469,618.7280000000001,634.191,624.729,614.328,616.307,626.099,623.617,624.375,618.5840000000001,615.651,618.406,638.571,620.263,625.8480000000001,648.1659999999999,636.374,643.748,631.953,640.06,645.141,632.813,643.288,643.852,643.985,645.435,633.771,645.489,640.356,638.66,645.295,624.618,622.591,641.188,645.956,633.206,634.883,643.039,640.365,639.2040000000001,641.39,636.717,629.856,643.486,627.48,645.508,633.845,624.1519999999999,625.771,620.0509999999999,631.198,634.425,634.795,630.096,613.786,614.878,,,,,,,,,
172.25,689.0,613.661,611.381,614.294,617.0319999999999,614.224,624.487,612.852,626.202,622.571,618.3969999999999,619.0269999999999,635.374,624.031,614.8,616.529,626.255,625.047,623.8919999999999,619.808,616.315,618.5790000000001,638.3,620.88,626.052,649.865,638.828,645.613,632.39,641.02,645.85,634.367,645.257,646.788,647.406,647.79,634.859,649.535,641.299,641.554,647.381,625.241,623.539,642.9590000000001,647.378,635.441,635.57,645.726,641.456,641.586,643.0459999999999,639.851,632.377,645.659,629.317,648.0369999999999,634.6990000000001,625.519,625.823,620.93,632.461,635.817,636.186,630.636,614.694,615.43,647.361,,,,,,,,
172.5,690.0,613.452,612.0169999999999,613.896,617.29,614.876,623.816,613.495,625.862,620.7090000000001,618.7230000000001,619.506,635.855,623.2090000000001,614.981,615.94,625.393,624.355,625.976,618.6469999999999,616.23,618.86,639.071,620.675,626.141,649.488,638.906,646.893,631.143,641.298,648.309,633.85,644.993,648.893,649.753,650.015,636.564,649.308,643.784,642.212,648.61,626.2330000000001,624.004,645.236,648.446,636.308,637.485,648.429,644.5509999999999,642.115,646.19,640.707,632.0269999999999,647.4209999999999,630.4580000000001,648.764,636.525,626.028,627.001,620.8969999999999,633.712,638.115,636.444,630.7230000000001,614.097,614.986,648.498,,,,,,,,
172.75,691.0,614.033,612.261,614.04,617.752,614.96,624.961,613.436,626.75,622.127,619.077,619.38,634.639,624.784,615.485,616.4490000000001,625.758,623.936,625.182,619.83,616.302,618.544,639.849,620.969,627.3530000000001,650.048,639.214,647.7769999999999,630.88,641.091,649.435,634.8340000000001,644.747,650.254,648.472,649.638,636.65,651.081,645.898,644.528,651.034,625.6080000000001,623.628,644.817,650.719,637.1569999999999,639.975,649.555,643.484,644.023,647.616,642.985,632.935,648.315,630.261,651.736,638.364,626.089,627.244,620.989,635.756,638.445,639.493,632.513,615.1569999999999,615.316,650.69,,,,,,,,
173.0,692.0,613.775,611.81,615.114,617.5930000000001,615.113,626.001,613.012,626.96,621.617,619.303,619.102,634.133,623.298,615.745,616.411,627.2330000000001,623.359,625.765,618.6759999999999,615.2230000000001,619.197,640.021,620.315,626.314,648.951,639.673,648.217,632.3240000000001,639.2230000000001,648.345,634.047,645.067,650.9019999999999,649.823,651.005,638.05,652.363,645.339,645.5740000000001,652.12,625.8969999999999,623.9680000000001,645.4,651.573,637.819,640.004,650.378,644.786,645.253,649.405,643.9019999999999,632.994,650.4209999999999,630.625,652.097,638.438,626.5,627.023,620.78,634.991,638.745,639.374,631.432,614.634,615.7919999999999,649.998,,,,,,,,
173.25,693.0,613.549,612.182,614.78,617.918,614.632,625.192,612.472,625.595,621.497,620.135,618.9159999999999,634.114,625.065,614.804,615.7909999999999,626.0790000000001,623.513,625.6419999999999,619.976,615.9169999999999,619.293,637.389,619.679,625.225,647.8290000000001,639.126,648.432,630.967,637.757,647.881,633.739,644.1080000000001,651.309,649.879,649.692,637.35,651.643,645.879,645.494,652.6759999999999,626.547,623.286,646.5,652.7230000000001,638.325,639.635,651.168,645.5219999999999,644.105,649.432,643.307,633.38,648.518,630.24,652.4209999999999,639.04,625.974,627.242,622.107,635.075,638.607,638.127,631.8969999999999,615.77,615.388,650.364,,,,,,,,
