TimesH,Frame,7,13,15,17,24,27,50,65,66,67,69,70,74,75,76,79,81,82,88,89,91,93,94,95,99,103,104,105,107,111,113,115,116,117,118,119,126,136,141,142,143,146,148,150,152,153,158,160,165,166,168,169,177,181,183,184,185,186,188,189,192,193,196,197,200,204,205,209,210,214,249,250,262,266,269,270,271,272,489,830,959,1087,1118,1123,1157,1175
344.0,1376.0,616.703,614.607,619.5,618.891,614.864,619.775,614.285,,616.4169999999999,615.05,625.127,615.309,619.252,615.567,614.049,615.441,615.447,618.811,621.3240000000001,618.68,616.0409999999999,613.7330000000001,620.605,618.61,619.1759999999999,617.211,615.687,619.597,620.822,621.456,619.316,618.0790000000001,616.095,613.991,615.788,618.475,617.136,615.125,616.8530000000001,618.252,617.575,615.687,616.9490000000001,613.195,617.058,612.711,618.221,613.3580000000001,613.3,613.006,613.638,616.962,614.002,615.422,614.048,615.261,612.408,615.969,613.814,616.761,614.26,614.224,616.471,615.947,616.12,616.1,615.384,614.986,617.577,618.405,613.096,613.711,614.919,614.129,616.007,617.847,613.684,620.9119999999999,,,,,,,,
344.25,1377.0,615.151,613.841,618.784,618.0930000000001,614.418,619.276,613.643,,615.141,613.951,625.131,614.774,619.012,614.5,612.874,614.13,614.6419999999999,617.435,620.876,618.286,616.4119999999999,613.446,620.9680000000001,616.406,618.33,615.5740000000001,614.569,618.159,620.719,620.852,619.658,617.366,615.2330000000001,612.67,616.492,618.464,616.148,614.46,615.263,618.011,618.585,615.63,617.293,612.69,615.75,612.942,617.663,612.173,613.509,611.563,613.067,615.5,612.569,614.618,613.969,613.539,611.941,615.738,613.322,615.071,613.375,613.54,615.4780000000001,614.2330000000001,614.1569999999999,614.327,615.21,613.948,616.5269999999999,618.003,612.119,613.154,614.619,613.377,615.484,618.462,611.156,621.999,,,,,,,,
344.5,1378.0,615.369,614.043,619.139,617.4,614.3290000000001,619.036,613.92,,615.403,614.409,624.806,613.82,618.774,614.0509999999999,612.864,614.255,614.346,617.985,620.842,619.114,615.747,612.536,621.379,616.6469999999999,617.925,616.312,615.25,618.336,620.768,621.243,618.254,617.1569999999999,614.659,612.691,615.445,618.4259999999999,616.279,614.371,615.168,616.977,617.516,615.263,616.381,612.467,616.049,612.9630000000001,617.531,612.259,612.986,611.123,613.138,615.253,612.447,615.487,614.036,613.6669999999999,611.435,615.712,613.951,615.122,612.7180000000001,613.565,615.614,614.736,614.278,615.149,615.227,613.523,618.132,618.802,611.571,612.382,614.349,613.1709999999999,615.102,617.433,611.9630000000001,621.9680000000001,,,,,,,,
344.75,1379.0,614.815,613.609,618.592,617.036,614.645,619.4490000000001,614.127,611.811,614.7959999999999,614.632,624.745,613.933,619.405,614.425,611.7919999999999,613.947,615.175,617.024,620.7909999999999,619.141,615.082,612.283,620.3969999999999,615.832,617.658,615.78,614.342,618.937,620.248,621.382,618.906,616.93,615.385,612.46,615.133,617.8430000000001,615.67,614.85,615.0319999999999,616.445,617.168,614.7909999999999,616.008,611.6669999999999,616.621,612.25,617.484,612.123,613.126,611.106,612.623,616.337,612.695,613.866,613.752,613.735,612.487,615.73,612.776,615.159,612.811,613.8009999999999,615.57,614.279,613.804,614.306,614.94,614.138,617.411,618.87,612.2769999999999,612.345,614.46,612.3290000000001,614.894,617.295,612.5409999999999,621.684,,,,,,,,
345.0,1380.0,615.0840000000001,613.998,619.148,617.36,614.5880000000001,619.703,614.2669999999999,611.554,615.8969999999999,613.906,625.035,614.569,618.846,614.672,612.206,613.714,615.134,617.457,621.6030000000001,619.119,615.612,612.303,620.7909999999999,616.776,617.154,615.808,613.863,619.0409999999999,621.246,621.922,618.311,616.577,615.4259999999999,611.476,615.158,618.554,615.38,614.7230000000001,614.979,618.034,617.909,616.339,616.457,612.405,616.195,612.2819999999999,616.224,611.903,612.004,611.054,612.96,615.786,612.75,614.703,614.203,613.85,611.868,616.725,613.998,614.935,613.143,613.717,614.595,614.98,614.5409999999999,615.234,614.894,613.589,618.356,619.408,611.761,612.981,613.446,612.567,614.313,616.885,611.3330000000001,620.856,,,,,,,,
345.25,1381.0,616.207,613.0840000000001,618.82,617.3290000000001,614.235,620.7180000000001,614.179,612.28,615.428,613.508,623.819,614.873,617.861,613.872,613.112,613.865,614.7180000000001,617.809,622.021,620.45,614.946,612.989,620.443,616.469,618.2280000000001,616.489,613.61,618.857,620.6,621.681,619.7330000000001,616.413,615.004,612.702,615.9,618.419,615.774,615.1569999999999,615.207,617.414,617.428,616.174,617.0509999999999,612.633,616.764,612.173,617.385,611.8,612.227,611.22,612.368,615.423,612.56,614.153,613.493,614.383,611.952,617.684,614.254,615.396,612.076,613.53,615.014,614.278,614.227,614.64,615.013,614.237,618.175,619.821,612.754,611.923,614.185,612.4780000000001,614.868,616.813,612.373,620.366,,,,,,,,
345.5,1382.0,615.785,614.774,619.509,617.3340000000001,614.513,620.944,615.557,612.38,615.952,614.434,623.9,614.408,618.935,614.529,612.371,613.409,614.77,617.576,621.548,619.518,615.23,612.1669999999999,620.922,616.658,617.3009999999999,615.42,613.7280000000001,617.91,620.181,621.933,619.765,616.924,614.75,611.5980000000001,615.7130000000001,617.8290000000001,615.114,615.049,615.9540000000001,616.87,616.391,616.613,615.928,613.538,617.3009999999999,612.119,616.632,612.215,612.2090000000001,611.5840000000001,612.173,615.422,612.674,614.225,614.009,614.872,611.825,616.925,613.743,615.221,612.572,614.052,615.4830000000001,614.198,614.644,615.044,615.597,613.692,618.08,619.0169999999999,611.71,612.452,614.831,612.605,615.2330000000001,616.842,612.003,620.763,,,,,,,,
345.75,1383.0,615.341,613.944,619.359,617.222,614.617,621.1469999999999,615.621,611.347,616.434,613.81,624.038,614.326,617.942,613.72,612.414,613.511,615.178,618.763,621.191,620.314,615.703,613.278,620.317,616.4630000000001,617.556,615.764,615.508,618.73,620.69,621.408,619.5219999999999,616.887,615.632,612.27,616.434,618.899,615.2819999999999,615.614,615.318,617.656,617.721,617.595,616.512,613.8009999999999,618.395,612.571,616.823,611.405,612.696,610.354,612.3380000000001,616.127,613.321,614.7080000000001,613.941,614.453,611.273,617.638,614.299,615.261,613.071,613.116,615.8530000000001,615.352,614.878,614.961,617.01,612.94,618.077,620.7180000000001,612.756,611.695,614.467,612.927,614.988,617.034,611.498,620.317,,,,,,,,
346.0,1384.0,615.9580000000001,615.276,620.1469999999999,618.137,614.552,620.925,615.668,611.71,616.383,613.806,624.694,614.5169999999999,617.776,614.5,612.112,614.222,614.979,617.43,622.097,619.866,616.2719999999999,613.545,620.1,616.4259999999999,616.342,616.435,614.047,618.575,621.638,622.056,620.278,616.648,616.615,612.535,615.904,618.361,615.638,616.6569999999999,615.913,617.665,617.555,618.007,616.056,613.529,617.646,613.505,616.202,612.569,612.984,611.252,612.236,616.006,613.948,615.701,613.8380000000001,614.81,612.115,617.356,615.01,615.443,613.164,613.428,615.739,615.758,615.067,615.012,616.191,613.491,619.029,620.617,611.985,611.9580000000001,614.2280000000001,612.226,615.9,616.175,612.099,620.747,,,,,,,,
