TimesH,Frame,NoMissing,15,15,21,21,22,22,24,24,25,25,27,27,33,33,34,34,36,36,39,39,40,40,42,42,49,49,56,56,68,68,73,73,85,85,89,89,102,102,103,103,106,106,119,119,132,132,142,142,233,233,237,237,240,240,357,357,412,412,418,418,425,425,429,429,477,477,515,515,542,542,561,561,594,594,597,597,598,598,599,599,609,609,633,633,650,650,652,652,655,655,681,681,688,688,696,696,712,712,713,713,714,714,717,717,721,721,735,735,743,743,745,745,755,755,756,756,760,760,761,761,767,767,770,770,822,822,891,891,894,894,979,979,1001,1001,1259,1259
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
175.0,700.0,,201.88,181.12900000000002,308.08,174.048,253.19099999999997,172.843,70.16,175.85,269.96,175.12400000000002,96.416,176.203,92.309,169.334,267.704,168.763,247.82299999999998,170.283,52.148999999999994,170.72799999999998,229.05,172.261,191.303,172.968,98.191,165.90900000000002,314.368,166.791,230.085,195.014,34.952,197.69400000000002,296.528,192.112,56.371,194.428,328.165,188.52900000000002,90.709,188.28400000000002,49.43600000000001,190.263,303.677,183.704,289.486,212.80200000000002,250.892,209.03400000000002,295.626,216.47,283.568,218.081,65.812,218.231,244.293,51.298,121.999,71.093,104.09100000000001,73.608,96.999,63.248999999999995,209.521,63.773999999999994,287.33,91.177,258.981,85.072,161.78799999999998,110.86200000000001,252.22,106.804,300.89099999999996,125.64,112.2,126.927,87.948,128.01,71.355,127.708,80.73,122.20700000000001,244.158,118.4,98.26899999999999,116.92299999999999,116.66,117.47,255.002,143.485,126.759,141.151,70.998,136.251,92.509,137.34799999999998,100.959,132.721,79.396,132.68,292.491,132.589,314.506,133.095,196.09,160.627,300.07,154.655,,,34.054,159.211,266.941,152.93,129.197,154.158,275.913,153.567,248.582,154.109,124.334,148.352,325.145,147.58700000000002,47.178999999999995,44.718,284.488,173.778,88.711,207.62900000000002,,,,,,
175.25,701.0,,201.926,181.08900000000003,308.066,174.003,253.188,172.453,70.12,175.715,269.957,175.075,96.365,176.209,92.229,169.37,267.65,168.80200000000002,247.762,170.285,52.168,170.597,229.045,172.27,191.28400000000002,172.937,98.194,166.032,314.381,166.697,230.122,195.07,34.698,197.78599999999997,296.54400000000004,192.215,56.45399999999999,194.51,328.29400000000004,188.56,90.681,188.217,49.486000000000004,190.196,303.642,183.615,289.598,212.84900000000002,250.954,208.979,295.488,216.75099999999998,283.57099999999997,218.11599999999999,65.806,218.227,244.27200000000002,51.306000000000004,122.087,71.137,104.12299999999999,73.649,97.219,63.191,209.463,63.721000000000004,287.39,91.182,258.961,85.01799999999999,161.52,110.741,252.16,106.728,300.861,125.682,112.26700000000001,127.258,88.039,127.928,71.42399999999999,127.68299999999999,80.689,122.196,244.165,118.375,98.417,116.899,116.72,117.45700000000001,255.097,143.60299999999998,126.75200000000001,141.055,70.88600000000001,136.279,92.59700000000001,137.356,101.01299999999999,132.773,79.396,132.69299999999998,292.408,132.468,314.551,132.941,196.125,160.666,300.075,154.564,,,34.0,159.265,266.815,152.986,129.22299999999998,154.091,275.874,153.58700000000002,248.393,154.048,124.374,148.315,325.108,147.631,47.603,44.683,284.933,173.579,,,,,,,,
175.5,702.0,,201.912,181.09400000000002,308.039,174.012,253.21200000000002,172.169,70.082,175.676,269.895,175.077,96.353,176.22799999999998,92.204,169.322,267.55400000000003,168.757,247.797,170.18099999999998,52.239,170.49400000000003,229.074,172.275,191.274,172.97799999999998,98.215,166.16299999999998,314.4,166.642,230.197,194.919,34.89,197.78,296.551,192.213,56.461999999999996,194.52,328.225,188.581,90.69200000000001,188.278,49.464,190.234,303.524,183.503,289.63,212.94,250.94299999999998,208.967,295.461,216.665,283.605,218.24900000000002,65.795,218.25799999999998,244.205,51.31,122.126,71.145,104.266,73.682,97.74799999999999,63.191,209.513,63.835,287.427,91.175,258.932,85.059,161.52,110.81,252.183,106.721,300.879,125.663,,,87.986,128.002,71.365,127.656,80.783,122.18799999999999,244.165,118.419,98.64399999999999,116.861,116.744,117.443,255.12400000000002,143.577,126.76100000000001,141.043,70.779,136.18,92.488,137.3,100.973,132.7,79.345,132.629,292.45,132.525,314.39,132.988,196.11900000000003,160.559,300.073,154.57399999999998,110.884,154.585,33.81,159.365,266.79400000000004,153.02700000000002,129.207,154.0,276.6,153.765,248.34799999999998,154.02100000000002,124.37899999999999,148.27,325.118,147.624,47.776,44.86,284.82599999999996,173.487,88.62700000000001,207.637,,,,,,
175.75,703.0,,201.981,180.91299999999998,307.976,173.98,253.49900000000002,172.185,70.07600000000001,175.61900000000003,269.878,175.085,96.391,176.19099999999997,92.2,169.28099999999998,267.58099999999996,168.773,247.805,170.21599999999998,52.196999999999996,170.416,229.137,172.28400000000002,191.18400000000003,172.989,98.243,166.235,314.36,166.625,230.235,194.89700000000002,36.725,197.345,296.524,192.13400000000001,56.46,194.46400000000003,328.223,188.628,90.705,188.252,49.446000000000005,190.273,303.543,183.498,289.601,212.90400000000002,250.946,208.967,295.42900000000003,216.609,283.487,218.078,65.767,218.273,244.19799999999998,51.309,122.204,71.28399999999999,104.37899999999999,73.581,97.76299999999999,63.11600000000001,209.44299999999998,63.818999999999996,287.77,91.52,258.972,85.046,161.80100000000002,110.73700000000001,252.062,106.664,300.897,125.581,,,87.94,128.06799999999998,71.387,127.678,80.765,122.164,244.03599999999997,118.396,98.76799999999999,116.764,116.745,117.434,255.225,143.623,126.80799999999999,141.037,70.717,136.305,92.441,137.209,100.995,132.731,79.308,132.65,292.495,132.468,314.365,133.013,196.148,160.561,300.059,154.49,110.419,152.41299999999998,33.671,159.412,266.813,153.114,129.12,153.998,276.992,153.90200000000002,248.282,153.981,124.36399999999999,148.308,325.128,147.519,47.797,44.918,284.888,173.44400000000002,88.90700000000001,207.699,,,,,,
176.0,704.0,,202.067,181.07299999999998,307.952,174.046,253.47,172.294,69.94800000000001,175.525,269.86,174.99,96.385,176.173,92.21,169.31900000000002,267.66700000000003,168.734,247.795,170.183,52.181999999999995,170.3,229.078,172.27200000000002,191.157,172.96200000000002,98.277,166.26,314.345,166.544,230.315,194.986,36.563,197.358,296.551,192.168,56.423,194.43599999999998,328.269,188.612,90.624,188.299,49.455,190.255,303.678,183.572,289.627,212.917,250.886,208.96099999999998,295.574,216.34,283.467,218.165,65.767,218.229,244.168,51.354,122.193,71.288,104.389,73.433,97.921,63.177,209.39,63.831,287.797,91.566,259.08,85.05,161.773,110.581,252.046,106.634,300.848,125.51100000000001,,,87.95,127.913,71.47800000000001,127.646,80.75,122.083,244.0,118.411,98.995,116.691,116.76100000000001,117.39200000000001,255.395,143.73,126.806,140.85,70.66199999999999,136.453,92.49700000000001,137.233,100.96,132.702,79.324,132.55700000000002,292.368,132.374,314.32099999999997,133.119,196.19099999999997,160.489,300.05,154.485,110.369,152.44,33.741,159.322,266.644,153.30100000000002,129.078,153.98,277.135,153.97299999999998,248.31599999999997,153.95600000000002,124.384,148.292,325.183,147.499,,,285.134,173.417,89.209,207.75900000000001,,,,,,
176.25,705.0,,201.986,181.202,307.92900000000003,174.03900000000002,253.498,172.12,69.846,175.50099999999998,269.836,175.024,96.323,176.144,92.169,169.238,267.625,168.673,247.748,170.239,52.166000000000004,170.291,229.085,172.31,191.075,172.91400000000002,98.256,166.252,314.32599999999996,166.52700000000002,230.185,195.062,36.742,197.364,296.497,192.16099999999997,56.37,194.386,328.445,188.583,90.652,188.245,49.43,190.19,303.629,183.56900000000002,289.608,212.893,250.868,208.99,295.506,216.405,283.647,218.395,65.737,218.146,244.229,51.426,122.229,71.29899999999999,104.454,73.407,97.851,63.143,209.38299999999998,63.846000000000004,287.81,91.554,259.045,85.07799999999999,161.797,109.755,251.917,106.613,300.83299999999997,125.45299999999999,,,88.07,127.65799999999999,71.512,127.62,80.803,122.105,244.00599999999997,118.43299999999999,99.12899999999999,116.805,116.67299999999999,117.40899999999999,255.46400000000003,143.713,126.822,140.834,70.616,136.512,92.488,137.368,100.899,132.61700000000002,79.31,132.458,292.302,132.298,314.312,133.122,196.188,160.39,300.04,154.407,110.285,152.35,33.592,159.417,266.599,153.305,128.947,154.039,277.342,153.952,248.32,154.001,124.44,148.213,325.23400000000004,147.575,47.308,45.036,285.765,173.34400000000002,89.30799999999999,207.753,,,,,,
176.5,706.0,,202.16299999999998,181.571,307.91,173.986,253.57,172.016,69.816,175.40099999999998,269.73900000000003,174.903,96.3,176.09400000000002,92.14299999999999,169.22099999999998,267.736,168.72,247.766,170.273,52.118,170.22799999999998,229.04,172.385,191.06799999999998,172.907,98.336,166.168,314.278,166.488,230.41299999999998,195.109,36.558,197.416,296.496,192.157,56.357,194.36700000000002,328.381,188.713,90.705,188.125,49.476000000000006,190.13400000000001,303.659,183.545,289.741,212.963,250.877,208.929,295.382,216.635,283.666,218.362,65.69800000000001,218.06099999999998,244.158,51.42100000000001,122.23200000000001,71.281,104.412,73.32,98.023,63.166000000000004,209.43200000000002,64.003,287.795,91.53299999999999,259.035,85.05,161.54,110.053,251.928,106.595,300.763,125.478,,,88.37200000000001,127.242,71.461,127.458,80.904,122.02600000000001,243.997,118.459,99.18299999999999,116.84700000000001,116.788,117.34,255.579,143.786,126.83,140.734,70.615,136.505,92.479,137.463,100.887,132.582,79.334,132.414,292.309,132.399,314.297,133.17700000000002,196.264,160.388,300.002,154.393,110.323,152.433,33.479,159.498,266.49,153.496,128.945,154.114,277.389,153.994,248.25099999999998,153.99200000000002,124.486,148.21,325.115,147.649,47.36,45.273999999999994,285.678,173.32,89.387,207.695,,,,,,
176.75,707.0,,202.18099999999998,181.597,307.894,173.997,253.59799999999998,171.878,69.854,175.385,269.676,174.84599999999998,96.345,175.99599999999998,92.09299999999999,169.208,267.85,168.71400000000003,247.761,170.243,52.106,170.175,229.06,172.27900000000002,191.092,172.829,98.36200000000001,166.071,314.202,166.47400000000002,230.503,195.054,36.975,197.332,296.438,192.05599999999998,56.38399999999999,194.312,328.43300000000005,188.752,90.772,188.09900000000002,49.477,190.157,303.504,183.523,289.789,212.96200000000002,250.933,208.90099999999998,295.363,216.63299999999998,283.651,218.328,65.714,218.012,244.236,51.407,122.337,71.352,104.399,73.308,98.325,63.243,209.332,63.865,287.76099999999997,91.425,259.093,85.074,161.69799999999998,110.11399999999999,251.852,106.57,300.675,125.48299999999999,,,88.23200000000001,127.21600000000001,71.60600000000001,127.37700000000001,80.84899999999999,122.04299999999999,243.868,118.54299999999999,99.23899999999999,116.926,116.70700000000001,117.412,255.55900000000003,143.76,126.84100000000001,140.747,70.62899999999999,136.65200000000002,92.492,137.487,100.90299999999999,132.606,79.295,132.386,292.367,132.374,314.27,133.22299999999998,196.295,160.305,299.953,154.295,110.22200000000001,152.393,33.558,159.585,266.26099999999997,153.694,128.922,154.16299999999998,277.455,153.961,248.30200000000002,154.04399999999998,124.523,148.122,325.25,147.6,47.711999999999996,45.163000000000004,285.574,173.283,89.434,207.79,298.274,176.085,,,,
177.0,708.0,,202.137,181.497,307.91200000000003,174.095,253.57,171.955,69.933,175.342,269.678,174.817,96.333,175.93599999999998,91.98700000000001,169.24099999999999,267.988,168.782,247.69099999999997,170.268,52.145,170.12900000000002,229.12099999999998,172.243,191.11,172.704,98.425,166.205,314.168,166.44,230.889,195.05599999999998,36.711,197.44299999999998,296.367,192.14,56.321999999999996,194.37400000000002,328.624,188.984,90.76,188.09599999999998,49.446999999999996,190.155,303.462,183.395,289.8,212.88299999999998,250.918,208.929,295.34,216.672,283.74,218.46400000000003,65.683,218.00799999999998,244.148,51.428000000000004,122.32700000000001,71.311,104.464,73.33800000000001,98.544,63.383,209.29,63.832,287.759,91.399,259.16900000000004,85.119,161.81799999999998,109.94,251.923,106.583,300.519,125.522,,,88.495,127.353,71.676,127.39399999999999,80.876,122.055,243.825,118.575,99.37299999999999,116.84899999999999,116.704,117.413,255.635,143.763,126.745,140.576,70.69,136.627,92.485,137.379,100.90899999999999,132.595,79.32600000000001,132.35399999999998,292.277,132.35399999999998,314.393,133.171,196.298,160.351,299.92400000000004,154.374,110.15799999999999,152.388,33.501999999999995,159.69299999999998,266.332,153.657,128.97799999999998,154.06,277.449,154.036,248.238,154.025,124.64,147.999,325.093,147.688,47.985,45.099,285.54900000000004,173.312,89.594,207.792,297.887,176.22400000000002,,,,
177.25,709.0,,201.959,180.451,307.927,174.13400000000001,253.588,172.06,69.941,175.274,269.591,174.78900000000002,96.285,175.90200000000002,91.991,169.27200000000002,268.105,168.854,247.672,170.24,52.14,170.11,229.158,172.203,191.06799999999998,172.567,98.45,166.095,314.153,166.435,231.107,195.149,37.431,197.097,296.375,192.142,56.251000000000005,194.365,328.52,188.86900000000003,90.88600000000001,188.128,49.408,190.137,303.46,183.34900000000002,289.633,212.697,250.907,208.903,295.244,216.72799999999998,283.682,218.405,65.634,217.954,244.014,51.533,122.34299999999999,71.342,104.396,73.29899999999999,98.62,63.453,209.308,63.809,287.789,91.395,259.27099999999996,85.15899999999999,161.429,110.22399999999999,251.87099999999998,106.52799999999999,300.506,125.48700000000001,113.398,130.955,88.679,127.368,71.66199999999999,127.346,80.791,122.0,243.81799999999998,118.552,99.322,116.802,116.601,117.47399999999999,255.615,143.76,126.765,140.53,70.711,136.60299999999998,92.399,137.207,100.904,132.597,79.405,132.269,292.226,132.359,314.41200000000003,133.15200000000002,196.31799999999998,160.254,299.882,154.298,110.075,152.299,33.586999999999996,159.636,266.038,153.79,129.0,154.16299999999998,277.46299999999997,154.019,248.27599999999998,154.056,124.81,147.872,325.132,147.609,47.809,45.043,285.70099999999996,173.35,89.664,207.745,297.678,176.303,108.73200000000001,99.902,,
