TimesH,Frame,4,16,18,21,25,28,29,41,44,45,50,55,88,101,102,103,108,111,116,130,137,139,142,143,146,150,151,156,159,160,163,167,180,181,182,184,192,193,199,202,203,205,208,213,214,219,220,225,230,231,234,235,240,241,248,257,258,260,261,265,266,268,273,275,277,282,283,284,285,286,287,288,293,296,297,298,299,304,306,310,311,312,314,319,323,326,338,339,340,346,348,383,384,391,394,397,398,399,405,619,707,753
333.75,1335.0,611.764,612.0419999999999,611.1080000000001,613.933,613.413,612.756,611.092,613.315,612.644,610.72,613.925,613.036,610.742,611.309,612.018,612.559,610.42,611.38,610.621,610.9730000000001,610.931,612.1080000000001,610.591,610.7080000000001,611.04,612.207,611.253,610.576,610.745,611.132,611.784,612.422,611.866,610.445,611.174,611.076,611.487,611.1709999999999,611.991,611.471,612.0980000000001,612.76,613.311,612.53,613.039,611.275,611.322,610.7909999999999,613.201,609.679,612.73,610.7090000000001,611.4169999999999,610.457,612.789,611.952,612.621,610.38,612.587,611.6759999999999,613.641,610.678,610.942,612.113,612.7869999999999,613.236,610.601,611.87,611.557,610.138,612.0740000000001,610.047,610.684,610.406,614.15,612.299,612.269,611.701,613.472,610.479,611.327,611.04,612.71,611.516,611.007,611.0509999999999,610.8480000000001,610.866,611.761,610.5369999999999,611.238,610.502,610.206,611.479,612.563,610.696,611.419,611.678,611.378,,,
334.0,1336.0,610.866,611.678,611.116,613.391,613.52,611.9630000000001,610.695,613.255,612.472,609.536,612.698,612.447,609.203,610.8480000000001,612.019,611.88,609.681,610.691,609.46,609.5509999999999,610.389,611.643,610.413,610.385,610.3530000000001,610.192,609.971,609.82,610.633,610.119,611.786,610.877,611.189,609.942,610.028,610.087,611.6569999999999,610.241,611.275,610.545,611.092,611.567,613.062,610.462,612.716,611.212,610.474,610.0790000000001,612.418,610.068,612.0269999999999,609.945,610.761,609.7080000000001,611.049,611.259,611.036,610.414,611.3340000000001,611.54,612.236,610.446,610.677,611.557,613.3480000000001,611.745,610.4540000000001,610.378,610.894,609.419,610.364,609.881,609.8430000000001,609.499,614.548,612.273,611.995,610.375,612.604,609.906,610.349,611.195,611.071,610.269,610.626,610.1619999999999,610.93,609.562,610.95,609.674,610.126,610.589,609.852,610.114,611.159,610.634,610.29,611.729,610.835,,,
334.25,1337.0,611.251,611.918,611.205,614.6709999999999,612.827,612.181,610.665,612.788,612.73,610.0,612.553,611.825,609.4730000000001,610.534,611.148,612.018,610.398,610.851,610.059,610.543,610.0419999999999,611.7090000000001,609.788,610.052,610.013,610.685,610.967,609.8430000000001,610.956,610.808,610.894,611.54,611.645,609.497,610.2919999999999,610.643,611.597,610.241,610.63,610.615,610.507,611.8530000000001,612.097,610.874,612.362,609.98,611.007,609.864,612.8340000000001,610.129,612.452,609.938,610.911,609.93,611.611,611.408,611.346,609.492,611.035,610.732,611.6469999999999,609.595,610.934,610.939,613.294,611.567,609.131,610.525,610.63,609.927,610.194,609.879,609.3919999999999,609.556,614.606,611.878,612.81,610.246,614.012,610.081,610.653,610.37,612.058,609.86,610.456,610.173,610.252,609.53,610.465,609.7909999999999,610.248,609.998,609.011,610.508,610.8340000000001,610.4209999999999,610.206,611.278,610.5169999999999,,,
334.5,1338.0,611.12,611.993,610.36,614.627,613.118,611.57,610.752,611.996,613.186,610.004,612.118,612.491,609.625,610.2040000000001,611.278,611.153,609.63,609.78,610.831,609.566,610.363,611.804,610.0980000000001,609.621,610.55,610.67,610.831,609.894,610.372,610.015,610.922,610.235,611.184,609.896,610.6569999999999,610.004,611.357,609.911,611.122,610.124,611.2669999999999,612.252,612.817,610.971,612.511,610.4590000000001,610.8009999999999,610.874,612.895,609.592,612.776,610.952,610.124,610.274,611.49,611.367,612.172,609.656,611.706,610.9209999999999,612.029,610.052,610.635,611.404,613.5219999999999,612.164,609.469,610.913,610.289,609.788,610.643,609.376,609.526,609.845,614.972,611.19,611.819,610.808,613.979,610.6,610.394,610.369,611.002,609.969,610.0840000000001,610.61,610.956,610.038,610.396,609.6080000000001,611.485,609.374,609.276,610.143,611.118,609.9580000000001,610.27,611.112,610.779,,,
334.75,1339.0,611.471,612.475,611.221,614.269,613.255,611.061,610.524,612.849,612.534,610.557,612.447,612.2280000000001,609.7719999999999,610.8340000000001,611.117,611.019,610.466,610.8380000000001,609.999,610.312,610.609,612.033,610.05,610.36,611.424,611.004,610.678,609.7,611.174,609.746,611.214,610.158,611.455,610.401,610.4259999999999,610.596,610.5830000000001,610.7769999999999,611.559,610.68,611.1469999999999,612.332,611.975,610.717,613.043,610.484,611.122,610.09,613.087,610.179,612.035,609.856,610.89,609.129,612.135,611.698,611.663,609.823,610.687,611.158,612.236,610.714,610.736,610.974,612.813,611.455,609.979,611.16,610.268,609.726,610.88,609.685,610.2080000000001,609.821,617.56,611.757,612.186,610.563,612.803,610.189,610.087,610.933,611.132,610.0419999999999,609.552,610.516,610.145,610.005,611.214,609.974,611.497,610.286,610.415,610.544,610.387,610.381,610.985,610.807,610.1659999999999,,,
335.0,1340.0,611.148,612.059,610.696,614.911,613.243,611.379,610.4069999999999,612.246,612.799,611.097,611.695,612.6669999999999,609.859,611.411,612.726,612.475,609.4159999999999,611.146,610.393,610.129,610.6990000000001,611.99,610.302,610.39,610.565,610.962,610.32,610.681,610.606,610.5740000000001,611.707,612.215,611.0269999999999,609.655,610.903,610.5509999999999,611.556,609.7769999999999,611.643,610.365,610.2869999999999,611.548,612.477,611.457,612.941,611.158,611.375,609.8340000000001,613.482,609.698,611.945,610.066,610.659,609.87,611.3340000000001,611.69,611.091,610.419,612.285,611.005,612.47,610.5419999999999,611.627,611.2040000000001,613.065,612.306,609.5740000000001,611.243,609.89,609.929,611.225,610.089,609.896,609.705,615.254,611.965,612.481,611.165,613.948,610.624,610.466,611.123,611.811,611.004,609.6080000000001,610.936,610.969,609.39,610.5369999999999,610.026,611.99,610.651,609.7090000000001,610.1659999999999,610.91,609.8290000000001,610.577,609.955,610.205,,,
335.25,1341.0,610.9169999999999,612.3,611.1990000000001,615.799,613.058,612.288,611.246,612.953,612.8240000000001,610.4630000000001,612.3380000000001,612.323,609.187,611.4069999999999,612.7869999999999,612.984,611.086,611.516,611.043,610.105,611.591,613.9590000000001,610.18,610.764,611.547,611.504,610.807,609.825,610.828,610.602,612.281,611.633,613.0169999999999,611.169,611.5840000000001,610.714,611.789,610.7080000000001,612.335,611.441,611.043,612.826,613.415,611.956,613.488,611.7669999999999,611.5369999999999,610.654,612.891,610.6669999999999,612.219,610.592,611.198,610.011,611.366,611.6759999999999,612.745,610.271,612.306,611.465,612.525,611.356,611.236,611.3380000000001,613.2769999999999,611.1759999999999,610.123,611.1569999999999,609.263,610.487,611.576,610.177,610.095,610.003,616.183,612.8380000000001,612.654,611.705,613.321,610.748,611.251,610.625,611.184,610.737,610.29,611.81,610.878,610.06,611.438,610.243,612.0790000000001,610.367,609.931,610.736,610.825,610.453,610.654,610.656,610.239,,,
335.5,1342.0,611.804,612.508,611.0269999999999,616.681,612.821,612.189,610.933,612.054,612.623,610.597,612.698,612.494,609.129,612.669,613.835,614.536,610.4209999999999,610.898,610.962,610.501,611.828,614.436,610.285,612.31,612.89,611.571,612.138,609.91,610.989,610.909,612.595,612.9490000000001,612.7769999999999,610.877,611.741,612.139,612.7819999999999,610.998,612.3,612.377,611.885,612.939,613.3430000000001,611.9,614.028,612.492,612.3480000000001,610.981,613.257,609.59,612.804,610.533,611.705,610.451,612.0980000000001,611.957,612.155,610.059,612.729,611.7040000000001,612.621,612.275,610.763,611.3969999999999,613.316,611.865,609.839,611.337,610.523,609.816,612.3380000000001,610.911,611.362,610.196,615.896,613.153,613.5369999999999,612.117,614.821,611.238,612.056,610.191,611.56,611.241,610.207,612.502,611.984,609.744,612.405,610.765,611.716,610.078,610.942,610.5,610.003,610.512,611.3530000000001,610.84,610.011,,,
335.75,1343.0,611.273,612.594,611.7,617.808,613.448,612.2090000000001,611.033,612.6080000000001,612.94,611.655,612.644,611.927,610.128,613.616,615.0830000000001,615.4169999999999,611.254,611.751,611.302,610.497,612.618,614.851,610.944,612.2280000000001,612.878,612.016,613.371,610.269,611.9780000000001,611.222,613.847,613.2669999999999,613.795,612.043,613.054,612.635,612.2180000000001,610.7719999999999,614.004,612.638,612.61,612.511,614.98,612.1659999999999,614.008,612.813,612.988,610.995,614.0369999999999,610.295,612.063,611.533,611.089,610.259,611.572,612.15,612.161,611.2130000000001,612.938,611.899,612.8,611.935,612.3580000000001,612.28,613.687,612.46,611.447,611.308,610.901,610.029,612.947,610.585,610.658,610.237,617.063,613.66,612.9780000000001,612.613,614.543,611.641,611.7330000000001,612.173,611.143,612.88,610.19,613.0509999999999,611.448,609.966,613.0790000000001,610.726,613.4540000000001,610.264,611.398,610.695,610.3919999999999,609.877,611.035,610.7280000000001,611.374,,,
