TimesH,Frame,0,15,21,25,28,34,39,40,43,47,48,50,53,57,58,63,65,66,67,70,76,78,85,89,95,96,97,101,107,110,114,116,121,126,133,134,137,144,151,152,154,157,159,167,173,185,186,323,334,348,358,360,361,373,383,391,399,407,413,414,418,427,432,440,444,447,452,463,464,477,493,507,509,512,520,524,528,531,532,533,545,554,562,564,565,568,584,593,599,601,606,607,609,610,614,615,658,665,696,708,714,716,740,754,758,809,811,815,819,834,837,850,874,875,897,953,996,1004,1010
0.0,0.0,681.942,731.4730000000001,,747.295,672.164,701.023,757.7489999999999,694.192,645.562,678.0210000000001,685.529,662.552,,738.862,750.687,,744.045,,640.089,755.6289999999999,657.587,742.293,730.541,685.9110000000001,695.837,695.939,749.545,648.658,661.005,752.666,742.674,728.1469999999999,675.717,642.611,653.742,741.779,694.573,721.09,664.7589999999999,,716.845,728.8489999999999,694.5219999999999,642.729,717.2769999999999,645.316,638.341,628.455,665.96,667.64,629.509,694.56,667.143,688.682,673.03,704.168,697.9,652.507,671.7539999999999,704.008,720.582,,705.865,723.3910000000001,692.3839999999999,727.049,702.071,706.2919999999999,726.816,725.5169999999999,732.4169999999999,730.35,735.1460000000001,701.7769999999999,745.438,759.311,740.7639999999999,733.2280000000001,730.293,,639.998,739.159,693.166,,721.512,678.295,751.4060000000001,723.654,748.515,714.5039999999999,746.0139999999999,708.462,762.826,689.9889999999999,742.2660000000001,659.1469999999999,,,,,,,,,,,,,,,,,,,,,,,
0.25,1.0,670.6360000000001,703.6289999999999,,703.758,662.539,670.3989999999999,731.328,678.7330000000001,631.83,668.059,665.633,656.007,,712.2739999999999,719.0,,703.3760000000001,,636.472,726.1439999999999,646.706,716.988,694.3539999999999,674.678,682.044,674.2280000000001,719.7769999999999,639.9540000000001,653.55,724.425,716.693,695.237,662.547,635.999,645.555,715.306,671.46,693.312,647.139,,707.914,694.65,681.8610000000001,624.686,688.8660000000001,636.78,629.238,625.2869999999999,655.006,648.891,627.7040000000001,677.9939999999999,665.654,682.955,669.568,683.638,683.627,632.706,662.815,672.194,688.6439999999999,,674.922,694.595,660.324,693.113,680.62,704.057,693.6260000000001,700.658,700.3430000000001,713.992,707.8960000000001,664.9,707.498,716.7360000000001,711.779,699.184,701.557,,630.645,705.9010000000001,664.355,,689.898,667.7339999999999,722.575,689.3689999999999,708.337,694.255,700.432,706.775,715.883,663.206,707.4739999999999,646.883,,,,,,,,,,,,,,,,,,,,,,,
0.5,2.0,658.492,693.299,700.262,688.595,654.295,661.2810000000001,715.954,667.398,624.2330000000001,654.955,654.83,645.117,,699.698,703.96,,690.456,655.7389999999999,627.773,706.705,638.79,700.025,681.96,663.21,670.206,664.3919999999999,704.196,631.567,643.919,710.215,698.57,681.987,652.639,625.409,639.2040000000001,701.666,663.1,680.6519999999999,641.92,,692.0260000000001,681.125,671.377,622.106,678.2769999999999,633.114,624.506,618.023,642.0930000000001,637.232,619.341,657.695,650.607,,654.768,662.784,658.8610000000001,622.5319999999999,641.545,660.035,671.615,686.7560000000001,665.0319999999999,671.8530000000001,642.905,677.8910000000001,659.818,691.308,680.597,681.9060000000001,686.245,702.211,698.802,657.064,692.5419999999999,705.095,700.3510000000001,687.334,687.49,,624.595,693.88,650.7719999999999,,680.327,653.1709999999999,705.779,676.888,693.309,679.71,688.297,694.265,699.1010000000001,650.649,692.9639999999999,636.96,696.115,684.765,,,,,,,,,,,,,,,,,,,,,
0.75,3.0,654.547,690.4169999999999,698.815,689.687,648.611,656.939,711.9830000000001,661.7389999999999,622.425,649.419,650.922,640.279,,695.03,700.5830000000001,,688.508,650.935,623.202,704.904,634.6569999999999,695.5160000000001,677.4060000000001,660.14,666.8480000000001,661.4780000000001,699.541,626.924,639.309,705.2389999999999,692.0110000000001,678.7360000000001,648.62,620.739,634.12,696.143,659.18,679.882,639.819,,690.757,676.3889999999999,666.555,622.2040000000001,672.332,631.8430000000001,622.807,615.7959999999999,631.9630000000001,631.961,615.651,647.019,640.966,,646.544,651.68,649.33,619.7719999999999,632.886,654.884,659.378,672.545,659.117,659.145,638.612,670.117,649.752,684.807,674.4169999999999,672.4730000000001,682.153,697.9839999999999,689.153,655.444,688.34,704.5880000000001,698.702,685.2280000000001,679.8580000000001,,622.423,691.275,645.3969999999999,,673.835,647.479,706.75,673.346,694.575,675.058,686.784,692.816,701.567,,692.915,631.472,693.4019999999999,681.99,,,,,,,,,,,,,,,,,,,,,
1.0,4.0,653.26,687.247,697.7280000000001,688.1619999999999,645.0930000000001,656.329,709.831,659.435,621.802,646.281,650.464,639.366,,691.041,697.08,,689.2919999999999,649.413,622.855,702.862,634.453,692.299,677.045,660.492,665.628,659.279,695.559,625.8290000000001,637.081,699.4780000000001,690.623,677.403,647.226,620.84,633.168,692.8810000000001,658.1030000000001,675.14,637.55,,686.215,672.927,662.013,621.678,671.413,630.6469999999999,621.881,614.185,629.736,630.0740000000001,616.139,642.86,636.305,,642.219,649.49,646.419,622.594,630.2180000000001,652.4830000000001,654.001,668.597,655.555,656.887,639.434,666.1360000000001,646.206,679.9760000000001,669.445,669.431,676.8910000000001,693.211,682.181,653.5980000000001,685.9860000000001,700.821,691.4760000000001,681.013,675.553,,622.491,687.317,645.553,664.817,672.087,645.876,702.605,675.11,691.977,672.6469999999999,684.586,689.5319999999999,698.993,643.8969999999999,688.28,629.086,692.245,679.2230000000001,,,,,,,,,,,,,,,,,,,,,
1.25,5.0,654.2959999999999,684.577,692.837,688.153,645.145,655.7539999999999,706.695,659.336,622.922,645.7130000000001,648.97,640.0,,688.0089999999999,693.797,,689.482,647.427,622.965,700.3919999999999,634.712,690.9019999999999,674.7710000000001,659.29,663.98,656.8560000000001,693.539,625.493,637.0790000000001,694.502,688.4989999999999,674.952,645.614,621.234,632.8340000000001,690.822,657.273,672.704,637.807,,684.145,669.5830000000001,661.674,622.837,669.985,630.516,621.38,613.279,628.293,628.851,615.952,644.047,633.889,,640.914,648.929,644.813,622.422,630.684,651.172,654.207,668.04,653.24,655.035,638.363,663.742,646.627,676.3589999999999,668.041,664.936,675.295,689.4789999999999,678.808,654.1569999999999,683.566,698.278,689.477,678.2560000000001,673.334,683.837,623.284,685.054,645.3330000000001,662.456,668.092,645.597,699.301,673.165,691.063,669.209,681.8889999999999,684.936,698.04,643.873,686.743,631.951,,,627.914,,,,,,,,,,,,,,,,,,,,
1.5,6.0,654.4169999999999,684.65,693.687,688.61,643.903,656.3739999999999,709.655,657.8969999999999,623.304,646.651,648.727,639.956,,685.595,696.1360000000001,,688.0980000000001,646.482,621.628,700.799,633.76,693.21,675.806,659.4010000000001,665.569,658.15,690.02,625.8430000000001,638.842,694.198,688.1080000000001,676.453,645.4490000000001,621.69,632.717,689.195,656.5210000000001,672.674,638.8240000000001,,682.176,670.612,661.107,623.002,669.24,630.695,621.995,614.235,627.76,629.471,616.857,643.326,633.562,645.864,640.075,646.46,644.377,621.702,629.195,648.784,654.623,665.9110000000001,651.215,655.408,639.7719999999999,663.554,645.866,675.8810000000001,667.148,665.2869999999999,673.345,686.315,675.717,651.059,684.834,697.6669999999999,688.9060000000001,675.467,672.816,685.0319999999999,623.144,684.467,645.429,660.216,667.4110000000001,645.479,700.15,673.878,691.8480000000001,671.2139999999999,682.7139999999999,683.23,697.4960000000001,,685.174,629.2909999999999,,,627.295,,,,,,,,,,,,,,,,,,,,
1.75,7.0,657.1439999999999,684.447,695.632,690.835,645.509,659.5260000000001,709.8660000000001,659.655,624.091,647.203,651.437,641.12,708.7919999999999,686.4680000000001,696.382,640.299,691.633,649.1669999999999,623.464,703.6139999999999,634.575,692.8939999999999,680.6469999999999,658.757,668.94,659.571,692.518,626.123,638.856,694.1560000000001,692.4689999999999,678.888,646.823,621.533,633.567,692.7669999999999,658.7260000000001,674.5419999999999,638.802,682.717,684.51,672.825,662.8,624.2959999999999,671.9810000000001,630.625,620.955,613.665,627.871,630.12,617.423,643.576,634.972,646.5219999999999,639.395,646.443,643.4780000000001,623.698,628.314,651.457,654.131,666.98,651.944,655.737,640.669,662.325,645.6759999999999,677.582,667.586,666.816,673.922,686.9939999999999,674.9910000000001,652.914,684.73,698.538,688.08,678.204,672.7489999999999,683.6410000000001,623.885,685.403,645.379,661.172,669.03,647.077,702.03,676.268,694.012,670.4960000000001,686.087,683.605,700.158,645.321,686.6560000000001,631.266,,,628.864,,,,,,,,,,,,,,,,,,,,
2.0,8.0,658.317,686.336,697.4169999999999,693.238,646.444,661.779,712.699,662.5210000000001,625.192,648.053,651.06,642.64,712.2339999999999,685.846,697.937,639.486,694.992,649.376,623.763,705.204,635.81,695.915,685.303,660.605,669.413,661.174,693.434,627.136,637.932,696.622,693.653,682.3960000000001,649.309,622.456,633.345,692.5039999999999,660.69,676.193,640.565,686.202,686.204,674.232,663.61,624.874,673.27,632.7819999999999,622.158,613.786,627.888,631.4,617.91,643.905,635.937,646.3,642.714,646.714,643.45,624.5740000000001,628.985,656.632,656.067,667.97,653.9730000000001,657.217,642.951,664.477,646.503,676.602,666.706,667.883,675.545,685.721,677.079,657.2330000000001,687.125,700.283,689.329,676.441,674.395,685.7080000000001,625.44,685.143,647.646,662.8889999999999,670.735,648.278,704.699,679.9839999999999,698.47,672.125,690.689,684.1160000000001,704.184,648.7280000000001,690.985,631.875,689.377,,,657.421,,,,,,,,,,,,,,,,,,,
