TimesH,Frame,60,81,82,84,86,87,88,89,93,101,102,104,113,116,119,120,121,129,130,131,133,134,135,143,144,147,152,155,156,157,163,164,165,172,175,177,178,179,180,182,185,187,189,193,199,205,208,212,213,220,222,227,232,233,234,238,242,244,251,252,261,267,270,283,285,310,494,523,577,591,662
48.0,192.0,611.929,617.214,613.39,611.398,612.898,613.344,612.461,,614.2719999999999,611.177,614.256,613.112,616.48,616.795,613.408,613.5790000000001,615.109,614.68,617.281,615.104,614.023,616.5419999999999,618.095,617.0369999999999,612.9730000000001,612.243,627.572,622.081,614.905,621.635,626.4830000000001,621.396,618.131,616.298,624.607,618.741,614.623,621.944,622.034,617.738,623.0219999999999,615.341,619.7,622.274,625.177,612.6419999999999,630.391,621.368,615.309,619.5269999999999,616.317,618.406,613.489,617.683,629.259,626.575,622.1990000000001,631.225,619.4830000000001,621.095,624.377,621.4630000000001,614.437,616.6659999999999,617.545,614.318,,,,,
48.25,193.0,610.648,617.43,611.976,610.273,611.622,611.294,611.839,,613.996,609.903,613.232,611.151,613.773,615.7130000000001,613.15,611.628,613.748,613.102,616.677,613.326,614.461,614.599,616.067,615.929,612.769,611.126,626.0830000000001,618.14,612.1,619.7230000000001,624.506,619.9830000000001,615.569,615.722,621.615,616.6519999999999,613.609,619.567,618.9590000000001,615.076,621.89,614.732,618.09,619.547,622.763,610.9580000000001,626.873,617.909,613.86,617.145,615.0790000000001,616.177,613.201,616.116,625.888,624.143,620.428,627.146,617.379,619.639,619.384,619.123,613.075,614.605,616.66,611.993,,,,,
48.5,194.0,610.945,616.7909999999999,611.932,611.321,611.498,611.523,611.819,610.922,613.092,609.966,615.067,611.9169999999999,614.795,617.893,613.3580000000001,612.0509999999999,614.638,613.61,616.341,613.734,614.217,614.013,616.741,615.797,612.785,610.686,625.703,620.144,613.505,621.222,625.2130000000001,622.146,616.682,616.411,622.649,617.786,612.96,619.7719999999999,621.692,617.241,622.572,615.32,620.133,619.612,622.748,611.095,628.241,618.4830000000001,615.101,617.509,616.262,618.04,614.09,616.946,626.908,623.9540000000001,621.107,628.288,617.194,619.1419999999999,620.623,619.432,614.031,616.028,616.485,613.284,,,,,
48.75,195.0,612.034,617.237,613.4590000000001,610.243,611.985,613.206,612.816,611.196,614.6709999999999,609.818,615.308,612.909,617.253,618.785,612.779,612.036,614.654,615.352,618.193,615.099,614.337,616.477,618.781,617.813,613.382,610.781,628.5219999999999,623.405,615.177,624.273,625.724,626.754,619.431,617.495,624.399,620.826,614.42,620.477,623.4730000000001,619.049,624.491,616.885,622.554,620.0219999999999,622.7,611.9490000000001,629.721,619.072,617.759,617.511,617.198,618.934,614.6030000000001,617.1619999999999,630.932,624.775,622.565,630.437,618.145,619.211,622.206,620.322,614.135,615.987,617.3009999999999,614.498,,,,,
49.0,196.0,611.908,617.003,613.31,610.5,613.825,613.269,612.256,611.691,615.165,610.307,614.89,611.524,618.212,619.999,613.161,612.219,614.475,616.419,618.644,617.485,615.259,617.026,621.198,619.1659999999999,613.999,611.653,629.345,625.172,615.745,627.236,625.679,628.585,621.254,618.121,626.456,623.364,613.685,621.141,624.8240000000001,619.941,626.41,617.611,625.556,620.981,623.645,611.428,631.345,619.538,618.1,619.258,617.2,619.363,613.881,618.2090000000001,633.442,625.433,623.307,631.465,618.543,620.35,623.575,621.192,615.243,616.56,617.749,,,,,,
49.25,197.0,611.786,617.594,613.745,609.823,613.257,613.56,611.118,,615.794,610.646,614.205,612.534,618.847,620.611,613.987,612.682,614.7130000000001,616.443,618.638,617.941,614.612,618.143,621.342,619.2230000000001,614.788,611.257,631.302,626.099,617.971,627.668,627.434,630.134,622.008,618.539,626.356,623.491,613.944,619.86,624.422,619.505,626.474,617.488,624.8580000000001,619.607,623.616,612.444,631.864,619.62,617.571,619.174,618.841,619.362,614.409,619.076,634.661,625.562,624.879,632.925,618.33,621.557,624.266,621.504,614.768,617.386,618.557,615.93,,,,,
49.5,198.0,611.78,616.992,612.711,611.0219999999999,613.816,613.384,612.097,,615.28,611.373,614.702,612.521,618.193,619.946,613.928,612.225,614.58,616.58,618.263,616.774,615.5790000000001,618.207,621.445,619.9830000000001,614.712,610.991,631.395,626.386,617.336,627.0459999999999,627.38,629.11,621.735,619.401,627.7330000000001,624.143,614.83,620.2130000000001,625.5880000000001,620.74,626.435,617.174,626.327,621.7090000000001,623.16,611.901,631.438,619.601,618.061,619.78,618.818,620.3580000000001,614.6709999999999,618.604,633.844,625.34,624.3,633.364,619.511,620.656,624.34,621.519,615.477,617.794,618.438,616.41,,,,,
49.75,199.0,611.5409999999999,616.151,613.76,611.008,613.303,613.011,612.1419999999999,612.1990000000001,615.394,609.67,613.065,612.115,618.414,620.568,613.677,612.8919999999999,615.405,616.328,619.016,617.029,615.63,618.8919999999999,621.178,619.073,614.383,611.06,630.8380000000001,625.799,617.545,626.924,626.814,629.691,620.753,618.746,627.123,624.4680000000001,614.826,620.842,625.25,620.4,626.861,616.697,625.388,621.247,624.705,612.143,632.85,619.263,617.977,619.763,619.234,620.4259999999999,614.55,618.276,635.4019999999999,625.648,625.1759999999999,634.153,619.099,621.243,624.697,620.818,615.2909999999999,617.294,618.678,616.061,,,,,
50.0,200.0,612.384,616.749,613.521,610.946,613.3919999999999,613.37,612.302,612.097,615.134,610.604,613.183,612.55,618.341,620.477,614.078,612.563,615.278,617.111,619.275,617.214,615.023,618.9540000000001,622.197,619.567,614.562,611.065,631.0840000000001,626.825,617.413,628.006,627.539,629.444,621.4630000000001,619.107,627.158,623.982,614.558,620.6469999999999,624.7669999999999,620.187,626.578,618.144,624.497,620.36,624.054,612.0509999999999,632.31,619.58,618.323,620.2959999999999,618.462,621.134,614.62,619.085,635.391,625.637,625.255,634.349,620.225,621.0740000000001,625.062,621.481,614.909,617.232,619.116,616.158,,,,,
50.25,201.0,611.651,616.806,613.7180000000001,610.599,612.35,613.533,612.236,612.41,615.771,610.41,613.3340000000001,612.306,617.998,620.75,613.839,612.508,615.951,616.59,618.46,616.765,616.062,618.918,621.281,619.1,615.056,611.298,632.547,626.8380000000001,617.629,627.5419999999999,626.57,628.766,620.727,619.624,626.367,624.831,614.587,620.669,625.269,620.059,626.188,616.695,624.638,621.336,624.939,611.745,633.278,619.42,618.215,620.789,617.654,621.2959999999999,614.9019999999999,618.872,634.6709999999999,626.2090000000001,625.2080000000001,634.446,619.188,621.196,624.52,621.5169999999999,614.712,617.361,618.4159999999999,616.154,,,,,
50.5,202.0,612.18,616.764,613.765,609.962,613.067,614.125,612.808,612.021,614.768,609.844,612.632,612.562,618.394,620.533,613.721,612.186,615.028,616.943,619.383,616.607,614.882,619.7080000000001,621.514,618.936,614.789,611.45,632.305,626.556,617.194,627.743,626.4019999999999,628.987,620.893,618.188,626.88,624.135,614.8,621.591,624.562,619.553,626.886,616.8330000000001,624.384,620.868,623.9680000000001,612.058,632.401,619.698,618.778,619.737,618.99,621.183,615.237,618.99,634.744,626.381,624.62,633.795,620.261,621.629,624.529,621.475,614.565,617.002,619.479,615.382,,,,,
50.75,203.0,611.63,616.5459999999999,613.643,611.1709999999999,613.269,613.7959999999999,612.9540000000001,612.249,615.538,610.375,614.138,612.679,618.196,621.914,614.8580000000001,612.889,615.1030000000001,616.769,618.385,616.4019999999999,615.911,617.626,621.366,619.395,614.878,611.045,632.109,626.873,617.531,628.169,626.596,629.351,620.813,619.72,627.389,625.012,614.925,621.1619999999999,625.846,620.249,627.3380000000001,617.115,624.507,621.467,625.149,612.274,632.092,619.251,618.6659999999999,620.712,618.877,621.241,615.55,618.645,634.885,625.056,624.735,634.1469999999999,619.132,621.531,624.566,620.436,615.2130000000001,616.826,620.073,615.866,,,,,
51.0,204.0,611.753,616.539,612.83,611.477,613.632,612.789,612.059,611.969,615.154,610.401,614.464,612.7819999999999,618.087,621.913,614.7869999999999,612.385,615.746,617.486,618.286,616.328,615.594,617.255,622.1419999999999,619.264,614.906,611.154,632.6080000000001,626.639,618.076,629.11,627.201,628.991,619.859,618.619,627.831,625.422,615.507,620.7,626.2230000000001,619.898,628.045,617.165,625.521,621.9630000000001,625.6990000000001,612.112,633.712,620.101,618.531,621.13,619.8580000000001,621.873,615.414,619.0930000000001,635.137,626.075,625.029,635.732,619.435,621.5409999999999,624.871,621.281,615.616,617.632,618.619,615.5219999999999,,,,,
