TimesH,Frame,NoMissing,60,60,81,81,82,82,84,84,86,86,87,87,88,88,89,89,93,93,101,101,102,102,104,104,113,113,116,116,119,119,120,120,121,121,129,129,130,130,131,131,133,133,134,134,135,135,143,143,144,144,147,147,152,152,155,155,156,156,157,157,163,163,164,164,165,165,172,172,175,175,177,177,178,178,179,179,180,180,182,182,185,185,187,187,189,189,193,193,199,199,205,205,208,208,212,212,213,213,220,220,222,222,227,227,232,232,233,233,234,234,238,238,242,242,244,244,251,251,252,252,261,261,267,267,270,270,283,283,285,285,310,310,494,494,523,523,577,577,591,591,662,662
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
76.0,304.0,,111.86200000000001,90.01799999999999,190.248,113.647,122.62200000000001,112.85700000000001,31.201,115.48899999999999,218.407,114.333,,,255.013,118.235,232.903,118.353,199.83700000000002,117.613,249.37,100.25399999999999,86.68700000000001,98.477,206.702,105.495,108.89,128.058,207.894,132.048,183.15900000000002,119.663,167.30200000000002,120.63799999999999,136.85399999999998,121.337,210.642,126.101,121.54799999999999,127.301,80.74600000000001,129.365,258.747,128.858,217.75,127.839,204.668,138.02,85.15,134.457,65.717,134.72899999999998,39.299,135.545,114.431,147.05100000000002,223.076,142.601,254.269,149.61,92.993,146.981,127.03200000000001,142.923,102.348,144.721,233.00099999999998,141.109,63.208,154.394,224.985,154.541,236.025,149.243,170.493,150.72799999999998,138.444,150.009,211.11700000000002,150.843,74.094,151.961,206.03,158.35,267.212,159.477,81.479,158.812,196.824,154.549,132.606,158.537,292.06,165.794,115.309,166.359,190.68900000000002,162.861,259.14,159.882,186.106,171.274,252.085,171.31099999999998,244.90400000000002,174.863,278.26099999999997,169.097,267.685,168.521,102.75200000000001,170.43099999999998,127.073,178.25,220.541,180.923,107.072,176.132,197.787,186.35299999999998,120.334,186.801,103.632,182.982,92.836,184.77599999999998,253.28599999999997,184.84400000000002,95.51899999999999,192.437,111.579,194.67,251.076,141.372,126.977,166.607,108.944,119.719,82.64299999999999,164.01,233.551,132.18,260.165,179.042
76.25,305.0,,111.839,90.01,190.21400000000003,113.579,122.47399999999999,112.911,31.221,115.508,218.718,114.365,,,255.00400000000002,118.245,232.985,118.318,199.80900000000003,117.619,249.365,100.234,86.682,98.48299999999999,206.69400000000002,105.486,108.90700000000001,128.066,207.918,132.048,183.157,119.602,167.324,120.573,136.808,121.36399999999999,210.658,126.056,121.54,127.28299999999999,80.755,129.32,258.733,128.849,217.765,127.835,204.697,137.99200000000002,85.13,134.414,65.77,134.697,39.255,135.474,114.40100000000001,147.02200000000002,223.054,142.582,254.28599999999997,149.517,93.009,146.921,127.006,142.921,102.34299999999999,144.721,232.99200000000002,141.1,63.199,154.361,224.91400000000002,154.53,236.02900000000002,149.23,170.493,150.673,138.434,149.983,211.07299999999998,150.835,74.15,151.941,206.041,158.372,267.14099999999996,159.409,81.47800000000001,158.787,196.804,154.534,132.67700000000002,158.506,292.06,165.787,115.296,166.333,190.61,162.843,259.097,159.908,186.065,171.235,252.097,171.331,244.90900000000002,174.78,278.262,169.06900000000002,267.631,168.49900000000002,102.756,170.426,127.311,178.011,220.507,180.872,107.053,176.09400000000002,197.81799999999998,186.308,120.265,186.851,103.617,182.97400000000002,92.865,184.707,253.31599999999997,184.803,95.501,192.437,111.676,194.653,250.982,141.35,126.947,166.606,108.962,119.734,82.791,163.91099999999997,233.549,132.179,260.115,179.071
76.5,306.0,,111.865,89.975,190.237,113.579,122.52799999999999,112.84,31.206999999999997,115.553,218.762,114.396,,,255.014,118.23299999999999,232.916,118.35,199.856,117.539,249.308,100.25200000000001,86.669,98.495,206.703,105.47,108.943,128.08,207.92700000000002,132.054,183.158,119.60700000000001,167.354,120.551,136.868,121.322,210.662,126.01799999999999,121.522,127.266,80.801,129.281,258.742,128.841,217.785,127.833,204.68099999999998,137.97899999999998,85.132,134.386,65.806,134.714,39.225,135.53,114.361,147.028,223.043,142.553,254.22799999999998,149.547,93.02600000000001,146.891,127.00399999999999,142.92,102.34299999999999,144.714,232.99900000000002,141.093,63.196999999999996,154.329,224.93,154.501,236.024,149.21,170.532,150.547,138.436,149.991,211.02700000000002,150.833,74.086,151.915,206.02900000000002,158.387,267.134,159.34,81.49600000000001,158.775,196.855,154.498,132.64700000000002,158.52,291.98,165.81599999999997,115.292,166.295,190.601,162.81799999999998,259.115,159.903,186.078,171.21599999999998,252.10299999999998,171.315,244.945,174.736,278.224,169.037,267.61,168.519,102.738,170.435,127.155,178.058,220.53,180.832,107.04299999999999,176.05900000000003,197.80599999999998,186.329,120.251,186.852,103.589,182.97299999999998,92.851,184.55200000000002,253.327,184.845,95.471,192.40200000000002,111.876,194.576,250.922,141.289,126.869,166.548,108.899,119.735,82.749,163.93200000000002,233.53,132.188,260.185,179.172
76.75,307.0,,111.86200000000001,90.01700000000001,190.217,113.58200000000001,122.571,112.95100000000001,31.2,115.54899999999999,218.97,114.54,207.81400000000002,113.031,255.02900000000002,118.262,232.87599999999998,118.354,199.912,117.459,249.29,100.15100000000001,86.699,98.49600000000001,206.69400000000002,105.46799999999999,108.965,128.101,207.93900000000002,132.053,183.16099999999997,119.573,167.378,120.57,136.744,121.421,210.665,126.03,121.508,127.258,80.84899999999999,129.22799999999998,258.741,128.833,217.778,127.824,204.71400000000003,137.986,85.134,134.363,65.79,134.684,39.179,135.542,114.37,147.019,223.03799999999998,142.523,254.22799999999998,149.503,93.06,146.793,127.0,142.903,102.34700000000001,144.707,232.99400000000003,141.09,63.18,154.30700000000002,224.995,154.466,236.014,149.172,170.553,150.708,138.42700000000002,149.983,210.95,150.828,74.08,151.906,205.99400000000003,158.369,267.181,159.335,81.495,158.725,196.84900000000002,154.47299999999998,132.654,158.497,291.965,165.774,115.287,166.25599999999997,190.567,162.804,259.099,159.901,186.067,171.235,252.135,171.287,244.958,174.895,278.207,169.062,267.525,168.50900000000001,102.725,170.416,126.865,178.19,220.467,180.68200000000002,107.015,176.03599999999997,197.864,186.31900000000002,120.331,186.805,103.678,182.967,92.836,184.533,253.25400000000002,184.79,95.495,192.328,111.84,194.593,250.88,141.237,126.834,166.574,108.868,119.749,82.818,163.93,233.43,132.155,260.29900000000004,179.016
77.0,308.0,,111.78200000000001,89.98899999999999,190.208,113.56200000000001,122.624,112.866,31.226,115.61,219.136,114.555,207.863,112.994,255.019,118.27600000000001,232.81599999999997,118.359,199.89700000000002,117.454,249.27900000000002,100.24,86.706,98.49799999999999,206.697,105.47,108.994,128.08700000000002,207.956,132.049,183.13,119.57600000000001,167.395,120.58,136.793,121.384,210.66,126.045,121.47200000000001,127.19,80.893,129.252,258.72700000000003,128.829,217.78099999999998,127.814,204.649,137.931,85.14200000000001,134.349,65.77,134.64,39.205,135.56799999999998,114.39200000000001,147.00799999999998,223.03099999999998,142.516,254.173,149.494,93.04,146.816,126.969,142.899,102.344,144.72,232.986,141.075,63.216,154.321,225.083,154.435,236.023,149.15200000000002,170.553,150.56,138.42700000000002,149.968,210.915,150.812,74.098,151.856,206.042,158.336,267.152,159.233,81.444,158.751,196.865,154.452,132.632,158.497,291.99,165.799,115.285,166.226,190.581,162.766,259.079,159.92600000000002,186.06400000000002,171.208,252.076,171.207,244.928,174.873,278.173,169.03900000000002,267.552,168.515,102.713,170.39700000000002,126.75399999999999,178.321,220.50599999999997,180.796,107.008,176.053,197.782,186.352,120.34299999999999,186.78400000000002,103.67200000000001,182.96400000000003,92.853,184.53400000000002,253.3,184.79,95.405,192.27599999999998,111.848,194.543,250.842,141.191,126.882,166.53799999999998,108.915,119.76100000000001,82.78299999999999,163.722,233.428,132.165,260.35200000000003,179.025
77.25,309.0,,111.814,90.007,190.257,113.601,122.54299999999999,112.89299999999999,31.253,115.589,219.0,114.53399999999999,207.854,112.912,255.02,118.274,232.796,118.36,199.861,117.495,249.253,100.301,86.686,98.507,206.71099999999998,105.456,109.015,128.05200000000002,207.965,132.041,183.113,119.63,167.52700000000002,120.59100000000001,136.787,121.355,210.655,126.042,121.449,127.16799999999999,80.925,129.25,258.72,128.814,217.787,127.816,204.58900000000003,137.911,85.15700000000001,134.309,65.711,134.588,39.298,135.60399999999998,114.385,146.989,223.035,142.47299999999998,254.078,149.475,93.035,146.871,126.95299999999999,142.861,102.325,144.704,232.97799999999998,141.05200000000002,63.239,154.295,225.021,154.394,236.02,149.114,170.547,150.465,138.422,149.951,210.90099999999998,150.797,74.109,151.83700000000002,206.007,158.359,267.137,159.187,81.47,158.719,196.903,154.43,132.539,158.499,291.993,165.815,115.277,166.217,190.582,162.814,259.063,159.955,186.048,171.122,251.982,171.149,244.928,174.858,278.147,169.014,267.593,168.49599999999998,102.706,170.396,126.82799999999999,178.092,220.49099999999999,180.695,107.005,176.014,197.764,186.34099999999998,120.32700000000001,186.77,103.709,182.979,92.88600000000001,184.457,253.229,184.732,95.416,192.266,111.751,194.55700000000002,250.827,141.174,126.79299999999999,166.453,108.975,119.76700000000001,82.77,163.66,233.37099999999998,132.15,260.028,178.889
77.5,310.0,,111.8,89.984,190.30200000000002,113.64399999999999,122.734,112.76700000000001,31.215,115.53299999999999,218.68400000000003,114.456,207.977,112.911,255.03599999999997,118.28200000000001,232.773,118.37,199.783,117.51299999999999,249.255,100.323,86.708,98.51299999999999,206.709,105.45200000000001,109.006,128.01,207.97099999999998,132.028,183.12900000000002,119.59,167.59799999999998,120.62700000000001,136.78799999999998,121.34299999999999,210.658,126.03200000000001,121.42,127.13600000000001,80.953,129.298,258.71299999999997,128.793,217.796,127.805,204.583,137.868,85.16799999999999,134.28,65.611,134.554,39.443000000000005,135.632,114.324,146.986,223.044,142.457,254.065,149.464,93.04299999999999,146.815,126.93799999999999,142.858,102.31700000000001,144.727,232.987,141.058,63.245,154.297,225.04,154.389,236.017,149.083,170.618,150.47899999999998,138.418,149.922,210.917,150.80100000000002,74.04,151.817,205.97099999999998,158.378,267.132,159.11,81.47,158.69799999999998,196.926,154.37,132.628,158.494,291.982,165.77700000000002,115.27,166.187,190.588,162.804,259.013,159.961,186.07299999999998,171.145,251.93099999999998,171.153,244.88099999999997,174.828,278.043,168.984,267.569,168.481,102.689,170.40200000000002,126.96,178.033,220.513,180.78099999999998,106.986,176.018,197.72,186.3,120.26799999999999,186.822,103.686,182.987,92.928,184.38099999999997,253.11,184.713,95.398,192.16,111.92299999999999,194.453,250.687,141.079,126.57600000000001,166.416,108.88799999999999,119.713,82.84100000000001,163.759,233.313,132.142,259.8,178.67
77.75,311.0,,111.795,89.975,190.34400000000002,113.68700000000001,122.63799999999999,112.788,31.191999999999997,115.492,218.327,114.34700000000001,207.84900000000002,112.897,255.03799999999998,118.273,232.722,118.36200000000001,199.896,117.45100000000001,249.315,100.338,86.681,98.506,206.71200000000002,105.456,109.01100000000001,128.013,207.958,132.025,183.137,119.596,167.544,120.59100000000001,136.8,121.325,210.65,126.044,121.42399999999999,127.139,80.95100000000001,129.309,258.73,128.779,217.78799999999998,127.792,204.582,137.889,85.17200000000001,134.254,65.612,134.583,39.519,135.526,114.333,146.988,223.04,142.439,253.956,149.44799999999998,93.023,146.79399999999998,126.928,142.827,102.333,144.755,233.013,141.065,63.317,154.29399999999998,225.041,154.387,236.00900000000001,149.069,170.666,150.445,138.406,149.924,210.93099999999998,150.787,74.063,151.838,205.937,158.373,267.053,159.086,81.49,158.651,196.933,154.309,132.63299999999998,158.434,292.009,165.74599999999998,115.277,166.142,190.63099999999997,162.773,259.046,159.947,186.101,171.142,251.923,171.15400000000002,244.862,174.769,278.036,168.94299999999998,267.54,168.49900000000002,102.726,170.391,126.913,178.204,220.463,180.71200000000002,106.961,175.998,197.72299999999998,186.245,120.26100000000001,186.817,103.655,183.03,92.928,184.377,253.084,184.63,95.421,192.088,111.87,194.40599999999998,250.558,140.99200000000002,126.48,166.419,108.945,119.725,,,233.308,132.145,260.046,178.646
78.0,312.0,,111.84,89.961,190.27700000000002,113.61,122.667,112.736,31.223000000000003,115.575,218.016,114.338,207.90200000000002,112.98,255.016,118.271,232.66400000000002,118.365,199.90200000000002,117.412,249.257,100.352,86.68,98.521,206.764,105.494,108.999,128.033,207.97099999999998,132.037,183.125,119.57799999999999,167.625,120.56200000000001,136.77,121.338,210.67,126.053,121.40799999999999,127.125,80.98100000000001,129.248,258.738,128.76,217.791,127.796,204.623,137.88299999999998,85.177,134.24,65.5,134.547,39.577,135.529,114.32600000000001,146.982,223.02900000000002,142.398,253.91,149.417,93.02600000000001,146.785,126.91,142.768,102.325,144.746,233.023,141.072,63.315,154.311,224.933,154.342,235.99900000000002,149.036,170.699,150.444,138.401,149.91,210.91099999999997,150.78,74.063,151.888,205.923,158.352,266.949,159.02200000000002,81.468,158.44899999999998,196.929,154.279,132.709,158.34799999999998,291.947,165.753,115.262,166.097,190.646,162.77100000000002,259.057,159.906,186.1,171.079,251.955,171.142,244.855,174.734,277.997,168.9,267.561,168.46599999999998,102.70700000000001,170.392,126.95,178.24400000000003,220.49099999999999,180.71,106.932,176.002,197.74,186.217,120.37799999999999,186.717,103.62899999999999,183.02599999999998,92.92299999999999,184.355,253.08900000000003,184.63099999999997,95.421,191.94,112.006,194.352,250.43900000000002,140.86,126.40799999999999,166.416,108.98899999999999,119.745,,,233.233,132.107,,
78.25,313.0,,111.819,89.96600000000001,190.225,113.542,122.824,112.665,31.191999999999997,115.557,218.305,114.448,207.967,112.90100000000001,255.00900000000001,118.27,232.65900000000002,118.335,199.87400000000002,117.405,249.248,100.369,86.689,98.531,206.75599999999997,105.494,109.006,128.05200000000002,207.988,132.024,183.11900000000003,119.586,167.636,120.501,136.749,121.3,210.658,126.061,121.41799999999999,127.095,80.993,129.23,258.719,128.756,217.785,127.76899999999999,204.628,137.869,85.18700000000001,134.235,65.47800000000001,134.545,39.529,135.423,114.304,146.987,223.015,142.38,253.854,149.415,93.024,146.81,126.891,142.757,102.316,144.77200000000002,233.02599999999998,141.056,63.331,154.282,224.949,154.303,235.97099999999998,149.006,170.62,150.423,138.39,149.916,210.858,150.775,74.007,151.798,205.91299999999998,158.38,266.921,159.018,81.508,158.636,196.90200000000002,154.265,132.63,158.31,291.981,165.757,115.28399999999999,166.079,190.67,162.75,259.018,159.93,186.08599999999998,171.06400000000002,251.959,171.112,244.877,174.739,277.988,168.865,267.536,168.451,102.686,170.351,126.87799999999999,178.218,220.503,180.655,106.925,175.975,197.658,186.264,120.35,186.69299999999998,103.60799999999999,183.041,92.887,184.457,253.155,184.67700000000002,95.39,191.835,111.81700000000001,194.35299999999998,250.46,140.872,126.23200000000001,166.382,108.98100000000001,119.553,,,233.27700000000002,132.143,259.83799999999997,178.34599999999998
78.5,314.0,,111.831,89.96700000000001,190.268,113.581,122.766,112.62,31.259,115.556,218.28099999999998,114.334,207.93099999999998,112.94,255.02,118.255,232.601,118.31299999999999,199.894,117.39200000000001,249.21200000000002,100.26700000000001,86.68799999999999,98.53200000000001,206.75400000000002,105.516,109.01299999999999,128.02200000000002,207.99200000000002,131.991,183.10299999999998,119.527,167.455,120.461,136.687,121.265,210.671,126.045,121.417,127.09200000000001,81.042,129.19,258.711,128.755,217.798,127.774,204.643,137.849,85.18,134.224,65.483,134.545,39.643,135.454,114.31,146.964,223.028,142.365,253.917,149.357,93.045,146.752,126.89399999999999,142.737,102.307,144.748,233.03599999999997,141.05200000000002,63.358999999999995,154.249,224.91299999999998,154.285,235.956,148.987,170.483,150.222,138.385,149.88,210.84099999999998,150.769,73.987,151.80100000000002,205.885,158.435,266.88,159.017,81.421,158.627,196.955,154.211,132.514,158.30700000000002,291.973,165.748,115.285,166.03799999999998,190.67700000000002,162.725,259.038,159.905,186.123,171.093,251.94799999999998,171.101,244.84599999999998,174.732,277.999,168.891,267.561,168.422,102.676,170.328,126.852,178.217,220.515,180.705,106.916,175.96200000000002,197.71599999999998,186.24400000000003,120.291,186.66400000000002,103.61399999999999,183.047,92.902,184.32299999999998,253.15900000000002,184.669,95.38,191.643,111.99,194.359,250.565,141.0,126.23299999999999,166.385,108.992,119.446,,,233.233,132.15200000000002,259.834,178.298
78.75,315.0,,111.79899999999999,89.993,190.248,113.552,122.633,112.699,31.265,115.564,218.278,114.391,207.91400000000002,112.836,255.02599999999998,118.24,232.58599999999998,118.32799999999999,199.859,117.40299999999999,249.173,100.25299999999999,86.65,98.535,206.767,105.554,109.031,128.018,207.982,131.964,183.111,119.494,167.505,120.491,136.665,121.305,210.68099999999998,126.064,121.443,127.088,81.07,129.151,258.722,128.735,217.81099999999998,127.77600000000001,204.593,137.841,85.195,134.20600000000002,65.395,134.55200000000002,39.675,135.463,114.309,146.958,223.025,142.352,253.916,149.244,93.042,146.75,126.895,142.70600000000002,102.309,144.747,233.03900000000002,141.03799999999998,63.36,154.226,224.87099999999998,154.28799999999998,235.94299999999998,148.99200000000002,170.497,150.236,138.371,149.87,210.827,150.762,73.999,151.755,205.87,158.458,266.89599999999996,158.969,81.402,158.628,196.988,154.219,132.644,158.21,291.971,165.736,115.238,166.013,190.68099999999998,162.707,259.069,159.907,186.142,171.12099999999998,251.892,171.047,244.83700000000002,174.704,277.961,168.90099999999998,267.584,168.332,102.663,170.3,127.02600000000001,178.12099999999998,220.5,180.675,106.90700000000001,175.937,197.727,186.23,120.303,186.683,103.734,183.053,92.932,184.36,253.235,184.74099999999999,95.47399999999999,191.50799999999998,112.06299999999999,194.24599999999998,250.64,141.093,126.125,166.317,108.949,119.48100000000001,,,233.25,132.151,259.803,178.317
79.0,316.0,,111.809,89.975,190.25799999999998,113.55,122.62899999999999,112.663,31.291999999999998,115.555,218.28900000000002,114.4,207.90400000000002,112.87799999999999,255.0,118.23700000000001,232.52200000000002,118.324,199.87,117.41,249.12400000000002,100.25200000000001,86.62700000000001,98.522,206.765,105.542,109.038,128.05100000000002,207.998,131.939,183.11900000000003,119.436,167.49,120.417,136.695,121.26,210.66,126.061,121.40100000000001,127.064,81.078,129.153,258.70599999999996,128.738,217.822,127.77,204.61,137.813,85.214,134.178,65.413,134.515,39.693000000000005,135.483,114.311,146.954,223.024,142.352,253.87,149.25,93.061,146.726,126.887,142.679,102.306,144.77200000000002,233.047,141.023,63.391999999999996,154.208,224.833,154.269,235.91099999999997,148.955,170.41,150.253,138.369,149.832,210.792,150.765,73.984,151.78,205.595,158.658,266.902,158.97299999999998,81.368,158.58100000000002,196.99200000000002,154.185,132.582,158.233,291.962,165.75,115.209,165.99599999999998,190.625,162.71200000000002,259.129,159.871,186.13299999999998,171.028,251.857,171.018,244.835,174.65400000000002,277.98,168.945,267.607,168.31099999999998,102.654,170.264,126.939,178.12099999999998,220.49099999999999,180.614,106.876,175.922,197.71400000000003,186.19099999999997,120.36,186.65200000000002,103.62200000000001,183.02599999999998,92.899,184.34900000000002,253.218,184.769,95.50399999999999,191.575,111.75299999999999,194.168,250.59900000000002,141.03799999999998,126.037,166.296,108.90100000000001,119.51,82.71,163.64,233.176,132.14700000000002,,
79.25,317.0,,111.866,89.971,190.31,113.57700000000001,122.649,112.65100000000001,31.348000000000003,115.564,218.447,114.444,207.94400000000002,112.868,255.0,118.249,232.46099999999998,118.304,199.87900000000002,117.353,249.144,100.27,86.598,98.52799999999999,206.77,105.509,109.054,128.05100000000002,208.012,131.92600000000002,183.102,119.383,167.537,120.382,136.731,121.26299999999999,210.68900000000002,126.06,121.43299999999999,127.045,81.1,129.13299999999998,258.693,128.721,217.82299999999998,127.749,204.655,137.8,85.191,134.175,65.498,134.483,39.744,135.393,114.316,146.947,223.02900000000002,142.355,253.86,149.19899999999998,93.085,146.691,126.845,142.631,102.318,144.756,233.06400000000002,141.028,63.402,154.181,224.94099999999997,154.275,235.903,148.941,170.357,150.355,138.325,149.8,210.753,150.753,74.006,151.759,205.583,158.653,266.904,158.917,81.391,158.536,197.00900000000001,154.145,132.686,158.22799999999998,292.012,165.735,115.191,165.97400000000002,190.604,162.701,259.07599999999996,159.915,186.13099999999997,170.975,251.86700000000002,170.986,244.824,174.66400000000002,277.911,168.894,267.608,168.303,102.626,170.21900000000002,127.05799999999999,178.104,220.53599999999997,180.648,106.87100000000001,175.887,197.727,186.15099999999998,120.363,186.592,103.57700000000001,183.023,92.914,184.28799999999998,253.144,184.64700000000002,95.49,191.399,111.861,194.15099999999998,250.43599999999998,140.871,126.07700000000001,166.333,108.885,119.36,82.679,163.656,233.179,132.15200000000002,258.448,178.252
79.5,318.0,,111.811,89.959,190.29,113.594,122.461,112.92299999999999,31.366,115.585,218.59599999999998,114.5,207.747,112.883,255.00099999999998,118.256,232.386,118.295,199.878,117.316,249.15200000000002,100.273,86.60700000000001,98.51,206.78,105.54,109.054,128.095,208.019,131.91899999999998,183.072,119.227,167.47299999999998,120.426,136.64700000000002,121.311,210.657,126.07,121.477,127.02799999999999,81.093,129.132,258.684,128.718,217.815,127.76,204.68099999999998,137.826,85.22,134.175,65.417,134.494,39.79,135.381,114.29700000000001,146.955,223.03400000000002,142.33700000000002,253.865,149.124,93.098,146.638,126.796,142.563,102.33,144.768,233.067,141.047,63.403,154.125,224.953,154.27700000000002,235.882,148.906,170.435,150.244,138.317,149.789,210.737,150.735,73.98100000000001,151.673,205.396,159.03,266.939,158.861,81.324,158.564,197.00099999999998,154.151,132.79399999999998,158.15,291.98400000000004,165.72299999999998,115.15,165.937,190.55,162.683,259.067,159.895,186.125,170.97,251.925,170.90599999999998,244.795,174.628,277.889,168.87900000000002,267.645,168.252,102.613,170.2,127.054,178.03900000000002,220.55700000000002,180.63299999999998,106.865,175.861,197.641,186.179,120.37200000000001,186.547,103.415,182.983,92.913,184.31099999999998,253.19400000000002,184.638,95.51100000000001,191.19799999999998,111.86399999999999,194.16299999999998,250.429,140.88,126.163,166.325,108.822,119.455,82.62700000000001,163.856,233.215,132.143,258.284,178.11599999999999
79.75,319.0,,111.801,89.93700000000001,190.282,113.585,122.561,112.861,31.348000000000003,115.602,218.482,114.49700000000001,207.752,112.774,254.989,118.265,232.297,118.291,199.84900000000002,117.35799999999999,249.13,100.25299999999999,86.616,98.521,206.782,105.539,109.09299999999999,128.15200000000002,208.02599999999998,131.90200000000002,183.08,119.21700000000001,167.445,120.3,136.645,121.322,210.649,126.07600000000001,121.512,127.065,81.094,129.113,258.676,128.69799999999998,217.81099999999998,127.76299999999999,204.668,137.792,85.206,134.158,65.45100000000001,134.496,39.895,135.41,114.257,146.953,223.02900000000002,142.343,253.84900000000002,149.066,93.141,146.533,126.77600000000001,142.532,102.336,144.767,233.095,141.105,63.443000000000005,154.113,224.99900000000002,154.27,235.878,148.884,170.433,150.16,138.309,149.749,210.715,150.745,73.942,151.607,205.79,158.468,266.95099999999996,158.838,81.289,158.529,197.013,154.111,132.733,158.096,291.907,165.71,115.146,165.915,190.55200000000002,162.651,259.053,159.894,186.095,171.048,251.923,170.86599999999999,244.775,174.62,277.86,168.81099999999998,267.63,168.226,102.60600000000001,170.173,127.163,178.05700000000002,220.57,180.644,106.863,175.833,197.572,186.21599999999998,120.473,186.486,103.50200000000001,182.96900000000002,92.94,184.34400000000002,253.043,184.46099999999998,95.573,191.25400000000002,112.035,194.14,250.355,140.833,126.079,166.239,108.87100000000001,119.458,82.781,163.732,233.17,132.161,258.003,178.101
80.0,320.0,,111.785,89.97200000000001,190.34400000000002,113.587,122.58200000000001,112.867,31.301,115.559,218.50400000000002,114.494,207.74400000000003,112.819,254.99400000000003,118.25299999999999,232.31599999999997,118.303,199.864,117.361,249.155,100.321,86.617,98.53399999999999,206.78099999999998,105.555,109.072,128.127,208.042,131.886,183.06099999999998,119.209,167.482,120.322,136.589,121.361,210.637,126.084,121.48899999999999,127.03399999999999,81.11399999999999,129.11,258.653,128.674,217.81799999999998,127.751,204.72799999999998,137.74,85.20299999999999,134.16299999999998,65.471,134.484,39.909,135.388,114.238,146.951,223.03099999999998,142.343,253.824,149.069,93.205,146.441,126.757,142.516,102.344,144.765,233.109,141.129,63.472,154.091,224.898,154.216,235.873,148.861,170.487,150.155,138.306,149.761,210.683,150.719,74.00399999999999,151.615,205.78,158.482,266.985,158.809,81.266,158.582,197.011,154.134,132.8,158.059,291.871,165.701,115.109,165.859,190.628,162.651,259.036,159.885,186.14,171.042,251.89,170.84400000000002,244.796,174.608,277.78,168.748,267.64799999999997,168.21200000000002,102.602,170.185,127.223,177.956,220.53599999999997,180.657,106.867,175.812,197.49099999999999,186.225,120.475,186.472,103.406,182.916,92.995,184.308,253.03400000000002,184.523,95.588,191.31599999999997,112.10799999999999,194.017,250.38400000000001,140.85,126.04299999999999,166.24900000000002,108.9,119.5,82.822,163.826,233.155,132.162,257.925,178.097
80.25,321.0,,111.764,90.00299999999999,190.36,113.54,122.589,112.83200000000001,31.296,115.554,218.447,114.527,207.747,112.83,254.987,118.256,232.27700000000002,118.307,199.868,117.329,249.11900000000003,100.34,86.615,98.51799999999999,206.765,105.53200000000001,109.06299999999999,128.108,208.033,131.866,183.03,119.14299999999999,167.437,120.324,136.49200000000002,121.441,210.611,126.118,121.45299999999999,127.025,81.123,129.072,258.645,128.659,217.824,127.72399999999999,204.753,137.713,85.21,134.17,65.468,134.47799999999998,39.891999999999996,135.31799999999998,114.21799999999999,146.94899999999998,223.042,142.34,253.855,149.002,93.21600000000001,146.437,126.734,142.48,102.346,144.78,233.11599999999999,141.127,63.538000000000004,154.099,224.905,154.19,235.864,148.857,170.489,150.07,138.29,149.741,210.705,150.705,73.987,151.707,205.74900000000002,158.47799999999998,266.978,158.799,81.29,158.517,197.021,154.09799999999998,132.749,158.02,291.85400000000004,165.729,115.098,165.863,190.637,162.62,258.97900000000004,159.865,186.167,171.023,251.96,170.828,244.75599999999997,174.635,277.805,168.77,267.615,168.229,102.6,170.155,127.19200000000001,178.075,220.59599999999998,180.632,106.852,175.80599999999998,197.519,186.123,120.495,186.44099999999997,103.4,182.938,93.006,184.243,253.171,184.56599999999997,95.663,191.33700000000002,111.98100000000001,194.017,250.30200000000002,140.745,126.006,166.225,108.948,119.48200000000001,82.791,163.975,233.188,132.17700000000002,258.215,177.986
