TimesH,Frame,0,3,8,10,11,13,19,23,24,34,36,45,47,49,50,54,55,60,61,63,64,65,68,69,71,76,77,78,79,80,82,84,85,88,89,92,100,101,102,103,108,110,115,116,118,121,122,123,213,214,217,229,230,234,235,237,238,239,240,241,242,243,245,248,252,255,256,257,258,259,260,261,262,263,266,267,268,269,271,272,276,278,279,282,283,285,288,292,294,296,297,298,300,304,305,306,308,312,313,317,320,321,324,325,326,327,328,330,331,332,334,335,336,337,342,346,349,351,352,353,356,360,364,365,367,368,369,370,371,372,373,375,376,378,381,382,383,384,385,386,466,541,642,763
383.75,1535.0,613.4780000000001,612.658,615.44,613.3919999999999,612.701,613.461,617.156,615.8580000000001,616.636,612.5880000000001,612.347,614.619,611.265,613.845,615.2959999999999,615.856,613.503,612.524,617.058,612.905,616.751,616.839,620.737,618.845,617.367,620.0269999999999,613.446,620.003,620.261,617.6519999999999,615.722,616.553,615.023,615.553,615.211,615.198,614.508,617.45,612.602,615.815,620.555,614.045,614.71,615.259,617.854,616.149,615.126,611.2819999999999,614.8009999999999,613.0980000000001,614.024,614.058,614.385,615.377,614.869,616.067,612.535,613.425,614.936,613.753,616.592,616.776,613.019,612.283,613.552,614.987,614.045,616.868,614.16,613.883,615.874,623.116,616.661,611.4680000000001,615.028,612.144,617.597,621.846,617.376,614.1030000000001,614.336,615.052,615.091,618.0219999999999,616.69,613.221,620.0369999999999,619.377,624.6990000000001,619.987,614.06,615.818,615.555,619.328,614.432,620.227,617.884,611.561,616.385,617.193,615.4169999999999,619.35,614.12,616.347,614.559,617.625,615.549,617.8969999999999,612.905,613.045,613.687,615.623,619.809,615.013,618.821,613.742,616.868,613.188,615.02,613.549,616.803,612.835,613.0930000000001,613.559,614.387,616.06,615.994,616.396,613.7330000000001,617.081,615.961,614.387,613.92,618.75,612.4169999999999,615.351,616.613,617.946,614.505,616.763,,,,
384.0,1536.0,611.484,612.564,615.495,613.391,612.594,612.757,616.706,614.746,614.6469999999999,611.863,611.866,614.215,610.689,613.035,615.756,614.875,612.899,611.294,616.099,612.418,617.061,616.444,621.172,619.158,619.705,618.2819999999999,612.119,620.081,621.078,617.298,614.281,615.52,614.384,615.443,614.9590000000001,615.078,613.556,617.485,611.7669999999999,614.903,620.32,613.4580000000001,614.534,614.686,616.433,615.388,613.586,610.399,613.237,610.825,613.163,612.63,613.678,613.194,614.097,614.771,612.4069999999999,611.8380000000001,615.141,612.115,615.9169999999999,614.774,611.798,611.36,612.415,614.502,611.663,616.725,612.194,612.758,615.0,625.962,615.656,611.8330000000001,614.368,611.283,616.994,622.6759999999999,615.151,613.624,613.195,614.253,614.217,617.816,616.621,611.675,621.2669999999999,620.232,625.357,619.67,613.933,615.0169999999999,615.6709999999999,618.263,613.274,621.047,616.462,610.065,616.365,617.516,616.457,619.4259999999999,612.726,615.3290000000001,613.179,617.078,614.175,616.9730000000001,611.844,611.852,612.382,614.452,618.631,614.7130000000001,617.936,612.275,616.131,611.724,614.0740000000001,612.957,615.536,612.105,612.048,613.384,612.748,614.7669999999999,616.239,615.072,612.572,615.428,613.9630000000001,614.201,613.6419999999999,618.058,611.469,614.8009999999999,615.71,617.446,613.873,616.1990000000001,,,,
384.25,1537.0,611.457,612.651,614.431,612.769,612.17,612.7230000000001,616.3340000000001,615.28,615.388,612.56,610.924,613.717,610.623,613.044,616.052,614.9490000000001,612.061,610.93,616.293,612.779,616.999,616.116,620.393,617.637,619.299,618.115,610.873,620.0830000000001,620.0369999999999,617.115,614.794,615.225,614.8480000000001,615.07,614.2769999999999,614.719,613.0269999999999,616.411,612.189,615.1030000000001,619.052,612.6669999999999,614.484,614.413,616.31,614.9,613.481,610.288,612.371,610.99,612.742,612.7919999999999,612.674,612.9069999999999,614.317,614.5169999999999,611.643,611.727,614.684,611.559,614.839,615.388,611.7040000000001,610.874,612.189,613.9069999999999,611.586,615.909,611.314,611.816,614.965,624.326,615.514,611.23,613.499,611.091,616.053,621.578,615.977,613.326,614.1519999999999,614.2040000000001,614.54,617.884,616.553,611.388,619.5840000000001,619.773,623.888,619.322,613.753,615.057,614.9119999999999,619.151,612.2909999999999,621.195,616.925,610.229,615.933,616.817,615.878,618.23,612.614,615.632,612.077,616.191,615.05,616.354,610.825,611.388,612.6519999999999,614.148,617.5509999999999,614.553,616.523,612.347,615.976,611.561,613.465,612.0169999999999,614.4680000000001,611.8969999999999,612.216,612.91,613.184,614.155,616.11,614.491,612.337,616.545,613.7669999999999,613.9590000000001,613.119,617.355,611.891,614.751,614.604,617.191,614.215,615.262,,,,
384.5,1538.0,612.354,611.69,614.373,612.95,612.77,611.351,616.11,615.186,615.472,612.399,611.024,612.735,610.523,611.596,615.415,614.568,612.8240000000001,610.526,614.835,611.868,616.2869999999999,616.379,619.585,617.408,618.8480000000001,618.658,611.725,618.9,619.711,615.969,614.4169999999999,613.881,614.513,615.01,613.749,614.687,612.957,615.3530000000001,612.13,615.158,617.977,613.396,614.029,614.604,615.923,614.675,613.045,610.594,612.576,611.32,612.411,611.764,613.29,613.087,613.385,614.256,611.067,612.3480000000001,614.0169999999999,611.9069999999999,614.462,613.467,611.51,610.569,612.015,614.596,611.8330000000001,614.976,611.681,611.605,613.515,624.23,615.076,612.091,614.553,610.95,615.626,621.563,614.972,613.465,613.137,613.414,614.271,616.827,616.205,610.5930000000001,619.286,619.503,623.363,619.621,612.6030000000001,614.0930000000001,614.623,618.328,612.274,620.857,615.899,610.257,616.243,616.615,614.785,617.9680000000001,612.364,615.322,611.812,615.773,614.498,616.067,611.3380000000001,610.725,612.3530000000001,613.643,617.681,613.766,616.508,612.632,615.678,611.18,613.256,612.5830000000001,613.841,611.464,611.955,612.929,613.188,615.281,615.284,614.229,611.686,614.768,613.396,613.471,613.124,617.4780000000001,611.117,614.127,614.638,616.38,613.144,614.251,,,,
384.75,1539.0,611.933,612.082,614.816,613.266,611.55,611.456,615.776,614.279,615.494,612.038,610.744,613.492,610.538,613.268,615.242,613.578,612.879,609.849,615.055,611.273,615.726,615.5930000000001,619.549,617.624,617.9169999999999,617.966,611.0319999999999,617.985,618.9259999999999,615.936,613.7869999999999,615.156,614.374,614.925,613.578,614.765,611.6080000000001,615.545,611.789,613.38,618.319,613.311,614.28,614.111,614.944,614.568,613.383,609.888,612.44,610.549,611.7819999999999,611.635,611.899,613.3919999999999,613.2330000000001,613.02,611.304,612.071,613.742,611.3969999999999,613.9259999999999,613.798,610.263,610.254,612.36,612.807,611.565,614.86,611.028,611.503,613.0169999999999,624.628,614.621,610.915,613.122,611.053,615.288,621.2719999999999,615.159,613.323,611.85,612.731,613.711,616.6080000000001,615.756,610.8380000000001,619.095,618.395,622.118,619.253,613.249,614.656,613.9780000000001,617.851,612.183,619.565,615.669,610.98,614.986,616.011,615.644,616.605,612.271,615.705,612.641,615.6519999999999,614.0840000000001,615.636,611.068,611.524,611.8969999999999,613.738,617.489,613.814,615.573,612.677,614.761,611.895,612.72,611.94,614.692,611.229,611.882,613.066,612.991,614.578,614.856,614.0880000000001,611.789,613.722,613.528,612.927,613.391,616.036,610.67,616.686,614.761,616.619,613.462,614.491,,,,
385.0,1540.0,611.389,611.077,613.69,613.0409999999999,612.3919999999999,611.487,614.734,614.501,614.4259999999999,611.48,611.038,612.9169999999999,610.656,612.939,615.7959999999999,613.5880000000001,612.288,610.731,615.7180000000001,611.773,615.818,614.495,619.436,618.679,617.5,616.8919999999999,610.929,618.312,619.686,615.815,614.6080000000001,612.783,613.831,615.18,613.4630000000001,614.721,612.1,614.901,611.484,613.84,617.992,612.52,614.183,613.4159999999999,615.071,614.2230000000001,612.321,610.673,612.302,610.655,612.073,611.6709999999999,612.631,613.239,612.745,612.44,611.0509999999999,610.894,613.455,611.556,613.847,613.586,611.115,610.806,611.969,612.793,611.452,614.617,610.716,611.337,612.2959999999999,622.89,615.191,611.271,613.193,611.518,616.067,619.9830000000001,614.693,613.299,612.674,613.295,613.705,616.494,615.206,610.906,619.0459999999999,618.205,622.008,618.881,612.293,614.8580000000001,613.528,616.81,611.867,619.789,615.617,610.031,615.363,614.49,615.13,618.355,611.873,615.528,611.91,615.0169999999999,614.18,616.039,610.995,610.884,611.6569999999999,614.268,616.914,612.76,615.586,611.544,613.561,611.071,611.813,611.928,613.617,611.639,611.875,612.609,612.2,612.883,615.49,613.986,612.286,614.506,612.439,613.2080000000001,612.702,617.087,610.814,613.937,614.4590000000001,616.565,612.964,614.386,,,,
385.25,1541.0,610.822,611.957,614.219,612.399,612.289,611.414,615.435,614.191,614.766,611.807,610.4540000000001,613.362,610.075,612.881,615.747,613.847,612.811,610.0409999999999,615.309,612.2130000000001,615.914,614.956,619.682,617.5790000000001,617.776,617.4730000000001,611.41,618.573,618.817,615.84,614.493,613.757,613.644,614.394,613.7080000000001,613.898,612.019,614.835,612.1080000000001,613.639,617.2909999999999,612.617,613.549,614.005,615.034,614.02,612.135,610.423,612.293,610.143,610.993,611.569,612.4169999999999,613.107,613.415,613.714,611.378,611.5790000000001,613.253,610.9580000000001,613.436,614.172,611.297,610.3480000000001,612.222,612.653,612.0269999999999,614.63,611.055,612.082,612.4490000000001,622.95,614.1709999999999,610.615,613.477,611.385,615.4159999999999,621.2,613.7919999999999,613.18,612.627,612.757,613.552,616.825,615.011,611.124,619.192,619.518,622.11,618.078,612.785,614.053,614.531,616.563,612.462,618.91,614.664,609.849,615.104,615.2669999999999,614.925,617.444,612.215,615.659,612.363,614.47,614.1519999999999,616.224,611.578,611.318,611.278,613.674,617.275,613.432,615.783,612.261,615.5880000000001,610.674,612.535,612.62,614.024,611.344,612.172,611.7130000000001,613.493,613.572,615.179,613.928,612.05,613.492,612.422,613.77,612.901,617.211,611.368,614.195,614.2669999999999,616.4169999999999,612.269,613.929,,,,
385.5,1542.0,610.8430000000001,611.355,613.6419999999999,613.4119999999999,612.524,611.113,615.3340000000001,614.382,614.752,611.42,610.555,612.513,610.002,611.878,614.9159999999999,613.082,612.664,610.2819999999999,614.8380000000001,611.58,615.965,613.951,619.533,617.2669999999999,618.5840000000001,617.384,611.683,617.776,617.962,614.845,613.198,613.841,613.543,613.154,613.785,614.13,611.87,614.8009999999999,611.9730000000001,613.695,616.56,612.571,613.707,613.8340000000001,614.901,613.2669999999999,613.776,610.55,612.117,610.323,611.515,611.941,612.634,612.96,612.488,613.094,611.419,611.33,612.862,612.288,613.6519999999999,612.935,610.695,610.996,612.031,613.207,611.5930000000001,612.883,610.923,610.918,612.359,622.876,614.851,611.508,612.378,611.045,614.545,620.6569999999999,613.7230000000001,614.352,612.826,613.489,613.751,616.193,614.893,610.6619999999999,618.759,618.736,621.005,618.212,612.688,614.5,614.186,616.684,611.806,619.382,615.011,610.479,614.862,615.366,615.78,616.675,612.034,615.887,612.011,614.16,613.998,616.028,610.928,611.569,612.034,613.21,617.43,613.665,614.362,612.505,614.258,611.148,612.263,611.606,613.2040000000001,610.7719999999999,611.982,612.41,612.875,612.78,615.259,613.998,611.305,614.129,613.015,613.948,612.222,616.677,611.716,615.288,614.049,616.234,612.161,614.571,612.235,,,
385.75,1543.0,611.3480000000001,611.831,614.4169999999999,612.797,613.115,611.7040000000001,615.048,614.498,614.3290000000001,612.189,610.101,613.299,609.612,612.44,614.933,612.721,613.055,609.893,614.283,611.789,615.349,615.316,619.298,616.79,618.136,616.274,610.879,618.101,617.957,614.805,614.46,613.0369999999999,613.571,613.769,613.482,613.967,612.1469999999999,614.2,611.444,613.942,616.681,613.371,612.872,614.1469999999999,614.7,613.746,613.375,609.609,611.196,610.135,611.506,610.7819999999999,612.996,612.457,612.525,611.807,610.511,610.82,612.746,611.114,612.4209999999999,613.0219999999999,610.819,610.76,611.634,613.127,611.65,613.684,610.695,610.883,612.161,622.5740000000001,614.212,611.493,613.089,611.119,615.819,620.455,614.096,613.656,612.394,612.3969999999999,612.715,616.759,613.81,611.14,619.14,619.6519999999999,622.5409999999999,617.868,611.804,614.409,614.254,616.293,611.265,618.754,615.307,610.759,615.258,615.049,615.5790000000001,616.943,611.724,614.961,612.132,614.822,614.4680000000001,615.0169999999999,610.5840000000001,611.47,611.513,613.54,617.327,613.371,614.867,612.2919999999999,614.2080000000001,611.1709999999999,611.681,611.998,614.0459999999999,610.991,612.306,612.2090000000001,612.591,613.302,615.293,613.97,610.981,614.594,612.789,612.956,612.354,616.6659999999999,611.754,613.278,615.095,615.739,612.918,614.3240000000001,612.506,,,
