TimesH,Frame,22,36,61,70,97,99,100,109,110,128,129,133,137,150,155,163,170,173,176,179,187,192,193,194,204,208,211,212,220,225,230,234,235,238,241,245,246,262,263,269,271,272,273,277,282,284,287,292,307,308,309,310,315,319,324,330,333,336,338,351,354,355,360,368,373,383,385,387,390,396,403,405,406,414,415,422,426,430,439,451,454,458,463,465,470,480,485,491,493,494,495,510,511,519,525,537,544,682,727,770,799,842,892,915,951,965,983,1011,1030,1032,1077
48.0,192.0,624.174,618.453,620.903,629.236,631.153,632.244,632.712,633.649,635.884,633.1030000000001,627.513,637.852,641.3340000000001,650.21,655.549,643.878,633.49,656.2639999999999,659.362,656.929,659.8560000000001,663.3960000000001,661.5930000000001,624.408,643.925,651.987,638.744,653.586,656.373,678.4060000000001,,675.439,631.356,651.153,672.817,632.692,636.585,651.819,654.613,673.1339999999999,663.171,681.263,662.123,639.577,654.179,679.485,680.512,625.664,645.663,653.732,657.924,655.44,627.946,634.607,651.521,673.2289999999999,670.961,650.8480000000001,656.441,656.046,651.105,657.56,659.778,652.784,660.441,636.705,649.577,639.996,623.276,651.908,649.113,666.755,649.064,636.9259999999999,643.788,651.78,643.419,630.146,642.95,643.422,653.3919999999999,642.395,621.314,639.965,643.2869999999999,636.607,636.851,646.53,625.242,631.121,632.212,624.97,643.64,626.911,636.474,639.169,630.73,,,,,,,,,,,,,,
48.25,193.0,623.236,617.837,621.406,629.196,631.535,633.547,633.505,634.575,636.119,634.453,627.746,639.465,642.404,654.357,658.6439999999999,647.216,635.976,659.607,663.773,657.668,664.1010000000001,667.8330000000001,666.085,625.72,646.217,653.905,639.184,656.186,661.9730000000001,683.133,,679.2769999999999,632.702,654.028,675.797,633.304,637.319,654.706,656.257,678.658,664.571,683.2610000000001,667.3919999999999,641.059,657.693,683.7669999999999,680.8589999999999,628.062,648.014,654.8009999999999,660.563,656.502,629.46,638.591,653.581,673.7760000000001,670.56,652.369,658.143,657.69,654.069,661.1289999999999,659.6489999999999,652.0509999999999,659.55,636.803,647.646,642.752,623.938,653.5930000000001,648.5880000000001,667.845,650.952,639.375,644.161,654.891,643.9780000000001,631.88,644.909,644.799,651.882,646.321,622.004,639.525,641.4580000000001,638.21,637.57,645.054,625.487,631.189,633.714,624.851,642.768,625.936,637.795,638.747,630.785,,,,,,,,,,,,,,
48.5,194.0,622.896,618.1990000000001,620.351,629.668,632.322,632.4259999999999,632.025,633.7090000000001,635.158,634.122,628.816,638.339,641.846,654.885,658.699,646.711,635.029,658.7239999999999,661.4,655.987,660.74,665.947,667.2330000000001,624.555,644.987,654.21,639.849,652.762,662.127,681.556,,679.06,633.114,653.764,674.438,632.8919999999999,638.264,654.194,657.419,675.3919999999999,663.8810000000001,681.048,668.567,641.899,657.012,678.309,678.8380000000001,627.385,649.395,654.437,659.289,656.102,629.492,636.581,651.7669999999999,668.987,664.712,651.93,654.59,656.944,652.951,659.941,656.712,653.901,656.299,637.585,649.903,641.984,624.7719999999999,654.451,649.719,667.582,652.429,638.908,645.523,655.362,645.972,631.932,643.762,644.52,649.576,646.09,621.68,640.557,641.073,638.181,636.783,643.995,624.599,632.216,632.698,624.77,640.019,626.212,635.143,637.1759999999999,629.293,,,,,,,,,,,,,,
48.75,195.0,622.576,618.378,620.614,629.101,631.3330000000001,632.318,632.748,632.813,633.179,632.932,626.744,636.294,641.828,653.4019999999999,658.3969999999999,645.878,635.321,657.1339999999999,660.3739999999999,657.2280000000001,658.302,663.528,665.975,624.948,645.013,653.628,640.865,649.252,660.938,677.691,665.618,675.44,632.434,653.807,673.38,632.785,637.31,653.335,658.173,672.492,663.7610000000001,677.345,667.922,641.5790000000001,657.23,674.65,676.242,626.609,647.342,655.4630000000001,658.3530000000001,658.868,629.4,636.139,656.0039999999999,669.584,660.4960000000001,654.306,651.181,658.7230000000001,655.011,660.041,655.447,655.5060000000001,657.698,637.42,653.955,639.742,624.365,653.919,652.238,668.439,655.3009999999999,637.78,645.849,655.9839999999999,649.5319999999999,631.683,643.808,645.654,647.987,646.637,621.502,642.1,641.633,635.423,638.368,641.4780000000001,625.104,633.1569999999999,632.3,623.203,639.734,625.899,634.68,637.047,629.237,,,,,,,,,,,,,,
49.0,196.0,621.755,618.553,620.005,628.887,631.0219999999999,631.196,631.74,633.062,633.509,632.4680000000001,626.6080000000001,636.632,641.68,652.863,657.674,644.429,634.604,655.831,659.47,656.76,658.08,662.88,663.66,624.88,644.336,655.212,638.328,650.61,661.845,677.6510000000001,664.4760000000001,674.706,632.0219999999999,652.812,673.525,633.776,636.738,652.672,659.05,670.2769999999999,664.418,677.3860000000001,670.645,640.0790000000001,657.571,669.949,674.607,626.846,647.536,653.332,658.306,658.5930000000001,628.685,634.987,658.562,668.666,659.5989999999999,655.7330000000001,649.597,662.028,657.7330000000001,659.7260000000001,653.78,658.875,657.3380000000001,637.724,656.6560000000001,640.738,623.8,656.373,654.3480000000001,666.64,659.3530000000001,637.613,646.202,656.194,650.85,631.43,644.2909999999999,647.77,648.189,645.743,621.686,643.307,641.702,636.396,638.496,641.871,625.477,631.4209999999999,631.639,624.58,638.365,625.279,634.9169999999999,636.746,629.183,,,,,,,,,,,,,,
49.25,197.0,622.649,618.002,619.924,628.106,631.2869999999999,630.719,631.191,632.646,633.665,632.1990000000001,627.835,637.66,639.211,654.298,657.946,646.023,634.943,656.6419999999999,660.365,656.865,657.311,662.2869999999999,663.3530000000001,625.258,643.56,655.416,637.694,650.619,662.336,677.29,666.818,674.543,632.6659999999999,651.153,672.316,632.05,638.156,650.706,658.4680000000001,668.194,663.6139999999999,677.6439999999999,668.7589999999999,639.432,656.7869999999999,670.1410000000001,673.176,625.956,647.6,653.525,658.296,659.059,628.895,635.5419999999999,659.39,668.0160000000001,659.4989999999999,655.738,649.325,663.673,656.96,658.73,654.184,658.262,656.977,636.814,658.2860000000001,639.684,624.02,657.153,654.477,666.174,659.227,638.2959999999999,646.41,656.878,650.799,631.698,645.927,648.887,646.997,645.621,621.275,641.964,642.45,636.471,638.082,641.2819999999999,624.524,632.7919999999999,629.908,623.731,638.523,625.7130000000001,635.034,635.442,628.966,656.525,,,,,,,,,,,,,
49.5,198.0,621.325,617.481,621.1759999999999,627.982,630.837,630.5,631.069,632.975,634.96,632.51,626.79,637.052,640.695,652.2869999999999,658.27,645.197,635.644,656.37,659.5989999999999,656.502,657.541,660.7610000000001,664.51,626.211,644.184,655.454,638.533,649.623,660.949,677.37,666.448,674.863,632.221,651.757,672.492,632.896,637.842,651.659,659.46,668.398,664.796,676.812,669.557,640.466,659.347,668.669,673.32,625.396,645.464,653.609,657.954,659.0319999999999,629.536,635.0509999999999,657.704,668.0989999999999,659.442,657.066,649.1569999999999,663.415,658.3810000000001,656.779,652.285,659.085,658.158,636.724,657.16,641.124,625.251,658.058,654.913,665.367,659.3530000000001,638.7080000000001,646.346,655.58,648.689,631.281,644.4169999999999,648.565,646.2669999999999,645.482,621.25,641.759,641.01,636.345,637.845,640.72,624.308,631.312,631.4630000000001,624.035,638.979,625.207,634.8380000000001,636.846,629.904,656.541,,,,,,,,,,,,,
49.75,199.0,622.502,619.05,621.052,627.905,631.279,631.58,631.554,632.939,634.71,633.0509999999999,627.705,638.25,640.5830000000001,653.87,658.242,645.286,636.039,656.6489999999999,661.1039999999999,655.831,658.028,662.454,665.515,625.614,643.1709999999999,655.177,638.745,650.262,661.84,678.498,668.6089999999999,676.133,632.762,653.545,673.556,633.882,637.955,652.751,660.3960000000001,671.31,666.924,678.5419999999999,668.705,641.389,658.913,668.6160000000001,674.679,626.054,647.41,653.201,659.835,660.086,629.283,636.703,658.1210000000001,669.7510000000001,661.65,656.393,649.4259999999999,663.327,657.612,658.4830000000001,653.947,660.31,658.091,637.871,656.872,640.489,624.399,657.799,654.6669999999999,667.528,658.926,638.512,645.8530000000001,656.711,650.2080000000001,632.518,644.346,647.626,645.3290000000001,646.759,621.224,643.809,641.316,638.65,639.507,640.612,624.648,633.58,630.956,625.072,639.188,625.408,634.571,636.726,629.052,658.67,,,,,,,,,,,,,
50.0,200.0,622.762,618.441,621.2769999999999,629.499,632.794,631.456,631.8530000000001,633.632,634.893,633.665,628.581,637.94,641.487,653.082,659.7739999999999,645.128,637.245,658.503,661.653,658.283,659.13,662.453,667.307,626.51,644.118,655.442,640.22,652.2230000000001,662.8530000000001,679.3839999999999,669.1439999999999,678.437,632.554,653.033,675.2139999999999,634.928,639.423,651.446,661.7230000000001,674.182,667.51,680.174,670.063,641.849,660.7189999999999,668.363,675.189,626.757,645.991,654.31,660.8610000000001,661.2289999999999,629.722,637.203,659.663,670.796,663.08,656.09,652.232,662.709,660.89,659.193,652.742,660.3439999999999,657.698,638.556,656.7689999999999,641.7230000000001,625.386,659.012,656.4860000000001,668.1,659.2330000000001,639.788,646.7130000000001,656.992,648.893,633.203,645.3919999999999,647.919,646.641,647.1990000000001,621.547,643.915,642.504,639.484,638.727,641.675,625.371,632.9,631.621,624.484,640.55,626.745,635.174,637.629,628.929,659.375,,,,,,,,,,,,,
