TimesH,Frame,NoMissing,0,0,2,2,4,4,6,6,14,14,15,15,17,17,21,21,26,26,27,27,29,29,30,30,32,32,37,37,38,38,39,39,41,41,42,42,44,44,47,47,48,48,52,52,55,55,56,56,58,58,65,65,66,66,67,67,70,70,74,74,83,83,85,85,86,86,87,87,88,88,93,93,104,104,259,259,284,284,285,285,288,288,289,289,291,291,295,295,296,296,298,298,300,300,303,303,304,304,311,311,316,316,317,317,318,318,319,319,320,320,321,321,322,322,325,325,329,329,333,333,339,339,342,342,344,344,347,347,349,349,350,350,354,354,356,356,359,359,360,360,375,375,517,517,694,694,717,717,946,946
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
63.25,253.0,,189.90400000000002,150.75799999999998,102.859,148.246,158.585,146.5,30.438000000000002,148.281,176.24200000000002,146.572,64.473,145.345,36.64,158.923,90.67200000000001,155.873,201.983,154.061,162.924,154.32299999999998,184.796,154.6,64.633,154.827,148.09,163.444,109.199,163.80100000000002,209.61,163.001,66.652,163.615,198.489,163.59,177.99599999999998,162.42700000000002,82.28,160.123,58.583999999999996,160.78,168.05599999999998,173.045,193.213,171.833,218.423,170.18,156.726,170.602,95.512,169.047,100.44200000000001,179.797,40.816,181.89700000000002,195.137,178.87900000000002,152.122,180.608,176.34799999999998,176.75799999999998,163.267,189.26,49.617,188.66099999999997,85.95700000000001,186.65900000000002,119.42299999999999,186.72,206.15400000000002,183.899,131.38299999999998,184.515,197.528,193.243,82.027,90.02600000000001,66.67399999999999,108.016,73.241,107.164,58.398,105.802,82.22399999999999,104.23200000000001,213.253,102.51,91.588,100.134,102.65899999999999,100.73299999999999,52.117,116.564,157.22799999999998,117.49,200.72400000000002,113.303,81.896,114.209,160.486,108.992,70.0,128.403,190.423,123.735,82.949,124.01299999999999,77.306,124.17399999999999,156.05200000000002,124.824,72.328,118.719,37.378,121.946,206.415,118.833,152.739,136.071,84.86200000000001,133.047,185.08,130.01,165.894,128.735,48.044,127.32700000000001,186.92,144.639,40.501,141.942,90.654,142.111,158.915,137.689,45.425,139.127,210.243,135.86700000000002,58.378,136.882,54.865,169.18,43.315,161.584,179.293,192.30700000000002,97.65799999999999,122.191,171.238,167.41299999999998
63.5,254.0,,189.899,150.737,102.884,148.165,158.621,146.454,30.609,148.109,176.283,146.612,64.444,145.34,36.614000000000004,159.00799999999998,90.67399999999999,155.872,201.981,154.034,162.915,154.315,184.82299999999998,154.601,64.737,154.81799999999998,148.282,163.71,109.208,163.842,209.72,162.938,66.634,163.637,198.437,163.67700000000002,177.986,162.442,82.28,160.141,58.58,160.804,168.06099999999998,172.96,193.18,171.829,218.49099999999999,170.255,156.71,170.551,95.484,169.05700000000002,100.54700000000001,179.75,40.894,181.875,195.149,178.87900000000002,152.153,180.65,176.315,176.882,163.253,189.28,49.63,188.67,85.87799999999999,186.65,119.40299999999999,186.755,206.18599999999998,183.893,131.39600000000002,184.49200000000002,197.483,193.21200000000002,82.08,90.00399999999999,66.702,108.03200000000001,73.191,107.10700000000001,58.397,105.76899999999999,82.212,104.23899999999999,213.213,102.529,91.62200000000001,100.134,102.646,100.774,52.113,116.60700000000001,157.202,117.594,200.74,113.29700000000001,81.881,114.08200000000001,160.49,109.11200000000001,70.083,128.525,190.43400000000003,123.70100000000001,82.899,124.10700000000001,77.343,124.12799999999999,155.967,124.7,72.337,118.604,37.417,121.865,206.28,118.71600000000001,152.716,136.018,84.855,133.05200000000002,185.079,130.002,165.90900000000002,128.678,48.078,127.30799999999999,186.896,144.648,40.482,141.95,90.65899999999999,142.126,158.925,137.714,45.494,139.128,210.36700000000002,136.048,58.376999999999995,136.88,54.794,169.13099999999997,43.291000000000004,161.649,179.33,192.234,97.62799999999999,122.185,171.28400000000002,167.43200000000002
63.75,255.0,,189.907,150.72799999999998,102.926,148.093,158.62,146.39600000000002,30.659000000000002,148.09799999999998,176.238,146.59799999999998,64.425,145.335,36.614000000000004,159.043,90.652,155.869,201.985,154.02700000000002,162.953,154.256,184.828,154.619,64.957,154.77200000000002,148.129,163.48,109.287,163.976,209.646,162.996,66.639,163.623,198.386,163.76,177.987,162.452,82.271,160.107,58.586999999999996,160.811,168.043,173.06400000000002,193.188,171.855,218.533,170.394,156.709,170.551,95.47200000000001,169.06900000000002,100.446,179.78099999999998,40.935,181.847,195.108,178.89700000000002,152.179,180.688,176.25900000000001,176.877,163.225,189.269,49.618,188.55,85.89200000000001,186.678,119.39299999999999,186.775,206.22,183.903,131.355,184.514,197.47099999999998,193.213,81.908,90.06200000000001,66.67699999999999,108.045,73.182,107.06200000000001,58.43899999999999,105.78200000000001,82.199,104.20100000000001,213.19299999999998,102.545,91.719,100.22,102.65299999999999,100.756,52.102,116.646,157.187,117.561,200.785,113.241,81.833,113.90899999999999,160.494,109.068,70.141,128.566,190.47099999999998,123.65899999999999,82.94,124.04700000000001,77.352,124.12299999999999,155.966,124.634,72.293,118.70100000000001,37.49,121.819,206.114,118.581,152.666,135.846,84.84700000000001,133.067,185.054,130.011,165.956,128.732,48.137,127.29299999999999,186.91,144.659,40.441,141.849,90.665,142.149,158.944,137.696,45.299,139.10399999999998,210.291,136.055,58.372,136.871,54.845,169.16099999999997,43.257,161.695,179.31900000000002,192.21099999999998,97.58200000000001,122.139,171.328,167.453
64.0,256.0,,189.88,150.761,102.925,148.07299999999998,158.665,146.33,30.538,148.031,176.24400000000003,146.583,64.423,145.33700000000002,36.558,159.061,90.66,155.857,202.00799999999998,154.042,162.939,154.322,184.828,154.634,64.804,154.804,148.086,163.447,109.279,164.007,209.65099999999998,163.023,66.61399999999999,163.628,198.416,164.067,177.97799999999998,162.466,82.285,160.07,58.574,160.811,168.063,173.135,193.18,171.845,218.606,170.429,156.727,170.55200000000002,95.421,169.088,100.47,179.79,40.922,181.83599999999998,195.123,178.93200000000002,152.178,180.678,176.273,176.852,163.24200000000002,189.293,49.673,188.584,85.875,186.649,119.40700000000001,186.768,206.179,183.889,131.41,184.493,197.47,193.227,81.869,90.024,66.718,108.039,73.178,106.936,58.443999999999996,105.76799999999999,82.20200000000001,104.185,213.171,102.51299999999999,91.68,100.074,102.646,100.727,52.036,116.555,157.224,117.613,200.77599999999998,113.133,81.798,113.96,160.53,109.08200000000001,70.07,128.512,190.512,123.695,82.62,124.39200000000001,77.351,124.095,156.045,124.726,72.301,118.757,37.510999999999996,121.789,206.122,118.527,152.77,135.995,84.837,133.08,185.067,129.99,165.952,128.714,48.17100000000001,127.26700000000001,186.875,144.671,40.438,141.88299999999998,90.648,142.144,158.931,137.683,45.288999999999994,139.05,210.25799999999998,135.969,58.391999999999996,136.88,54.863,169.187,43.203,161.726,179.347,192.148,97.62100000000001,122.14399999999999,171.264,167.45
64.25,257.0,,189.795,150.762,102.876,148.0,158.697,146.334,30.546999999999997,147.965,176.252,146.613,64.406,145.329,36.521,159.05,90.661,155.884,202.01,154.02100000000002,162.939,154.259,184.85,154.645,64.78,154.884,148.067,163.39,109.304,164.03,209.636,163.05700000000002,66.604,163.651,198.452,163.88299999999998,177.976,162.439,82.309,160.076,58.606,160.8,168.046,173.07299999999998,193.158,171.85,218.639,170.445,156.72799999999998,170.55200000000002,95.48100000000001,169.08,100.49700000000001,179.799,40.976000000000006,181.82299999999998,195.118,178.90400000000002,152.196,180.68099999999998,176.274,176.793,163.226,189.267,49.549,188.52900000000002,86.139,186.835,119.40100000000001,186.71400000000003,206.176,183.887,131.356,184.502,197.485,193.22,81.845,90.057,66.726,108.06200000000001,73.187,106.92200000000001,58.478,105.79,82.198,104.214,213.218,102.512,91.48299999999999,100.15100000000001,102.69,100.75200000000001,52.073,116.56200000000001,157.214,117.65799999999999,200.75099999999998,113.015,81.844,114.009,160.579,109.084,70.137,128.626,190.476,123.689,82.4,124.588,77.33,124.038,155.917,124.69200000000001,72.32,118.775,37.51,121.796,206.03799999999998,118.395,152.72899999999998,135.92,84.823,133.084,185.067,129.994,165.998,128.796,48.229,127.238,186.86700000000002,144.67,40.444,141.808,90.654,142.171,158.89,137.656,45.284,139.024,210.35299999999998,136.05200000000002,58.393,136.884,54.792,169.12900000000002,43.272,161.674,179.27599999999998,192.135,97.58,122.14,171.28099999999998,167.451
64.5,258.0,,189.792,150.766,102.93799999999999,148.017,158.69299999999998,146.313,30.6,147.97299999999998,176.265,146.61700000000002,64.416,145.313,36.501999999999995,159.07399999999998,90.666,155.89700000000002,202.011,154.001,162.939,154.262,184.825,154.637,64.673,154.95,148.066,163.342,109.25,163.97099999999998,209.703,163.009,66.64399999999999,163.648,198.365,163.69,177.97099999999998,162.433,82.325,160.046,58.608999999999995,160.806,168.051,173.075,193.142,171.85,218.66400000000002,170.453,156.713,170.641,95.508,169.046,100.47399999999999,179.782,41.051,181.78099999999998,195.108,178.885,152.15,180.666,176.263,176.86599999999999,163.232,189.32299999999998,49.438,188.42,86.24799999999999,186.955,119.385,186.68099999999998,206.18099999999998,183.899,131.375,184.486,197.47799999999998,193.25,81.779,90.137,66.706,108.055,73.158,106.833,58.428999999999995,105.77,82.175,104.204,213.215,102.542,91.48200000000001,100.119,102.71799999999999,100.79299999999999,52.126999999999995,116.59700000000001,157.218,117.66799999999999,200.696,113.20100000000001,81.755,113.98,160.495,109.05,70.089,128.512,190.463,123.652,82.426,124.539,77.359,124.069,155.833,124.803,72.305,118.833,37.394,121.809,206.153,118.443,152.749,135.906,84.815,133.07399999999998,185.043,129.985,165.963,128.749,48.256,127.24799999999999,186.90400000000002,144.674,40.433,141.84,90.646,142.192,158.89700000000002,137.659,45.286,139.079,210.245,135.843,58.397,136.866,54.773,169.13,43.213,161.75,179.30900000000003,192.204,97.53299999999999,122.069,171.243,167.40200000000002
64.75,259.0,,189.805,150.748,102.956,147.971,158.727,146.284,30.358,148.13,176.269,146.594,64.446,145.35299999999998,36.472,159.128,90.62100000000001,155.907,202.025,154.0,162.97299999999998,154.27,184.81799999999998,154.662,64.568,154.986,148.138,163.4,109.27799999999999,164.019,209.678,163.084,66.62100000000001,163.688,198.37599999999998,163.737,177.96900000000002,162.439,82.272,160.043,58.611999999999995,160.798,168.013,173.058,193.157,171.81400000000002,218.745,170.547,156.691,170.628,95.49700000000001,169.005,100.45100000000001,179.797,41.123999999999995,181.785,195.12,178.92700000000002,152.164,180.608,176.18599999999998,176.90099999999998,163.274,189.304,49.328,188.385,86.43299999999999,187.078,119.397,186.644,206.18900000000002,183.912,131.375,184.524,197.49,193.24400000000003,81.702,90.069,66.69800000000001,108.079,73.189,106.76899999999999,58.388000000000005,105.792,82.179,104.226,213.18400000000003,102.50200000000001,91.397,99.98100000000001,102.68299999999999,100.756,52.123000000000005,116.662,157.308,117.67399999999999,200.707,113.26100000000001,81.678,113.848,160.64,109.056,70.094,128.572,190.46900000000002,123.59700000000001,82.416,124.51799999999999,77.402,124.09299999999999,155.82,125.081,72.297,118.814,37.325,121.863,206.275,118.62700000000001,152.743,135.834,84.801,133.086,185.025,129.97,165.938,128.584,48.262,127.205,186.92700000000002,144.69299999999998,40.4,141.862,90.634,142.16299999999998,158.934,137.702,45.244,139.071,210.197,135.768,58.4,136.839,54.85,169.139,43.315,161.732,179.292,192.24099999999999,97.484,122.039,171.328,167.437
65.0,260.0,,189.80599999999998,150.752,102.945,147.997,158.705,146.285,30.291999999999998,148.239,176.252,146.566,64.4,145.343,36.436,159.172,90.62200000000001,155.915,202.028,153.997,162.972,154.273,184.857,154.666,64.63,154.947,148.144,163.414,109.205,163.93,209.67700000000002,163.093,66.617,163.69899999999998,198.38099999999997,163.711,177.957,162.457,82.26100000000001,160.05100000000002,58.604,160.799,168.03099999999998,173.017,193.179,171.821,218.71,170.58900000000003,156.692,170.63299999999998,95.48,168.986,100.43799999999999,179.763,41.213,181.76,195.079,178.935,152.135,180.63299999999998,176.139,176.976,163.263,189.27700000000002,49.425,188.375,86.62799999999999,187.273,119.34,186.541,206.145,183.896,131.35399999999998,184.498,197.484,193.19400000000002,81.717,89.96600000000001,66.675,108.081,73.118,106.678,58.383,105.777,82.17,104.204,213.16299999999998,102.536,91.322,99.939,102.665,100.796,52.177,116.635,157.296,117.704,200.77200000000002,113.111,81.652,113.84,160.673,109.101,70.115,128.556,190.56799999999998,123.581,82.286,124.52,77.39,124.071,155.80700000000002,125.28200000000001,72.322,118.84200000000001,37.361,121.82600000000001,206.227,118.618,152.873,135.941,84.792,133.093,185.037,129.96,165.888,128.55700000000002,48.247,127.16,186.96400000000003,144.69,40.417,141.821,90.639,142.179,158.95600000000002,137.72,45.297,139.106,210.12,135.586,58.417,136.819,54.8,169.12099999999998,43.253,161.738,179.248,192.25,97.475,122.04299999999999,171.332,167.405
65.25,261.0,,189.80900000000003,150.779,102.91,147.998,158.707,146.27,30.326,148.3,176.25400000000002,146.535,64.355,145.333,36.397,159.17,90.61200000000001,155.892,201.959,153.975,162.966,154.25,184.831,154.65200000000002,64.563,155.046,148.151,163.41899999999998,109.177,163.888,209.605,163.13299999999998,66.577,163.7,198.327,163.745,177.96400000000003,162.471,82.245,160.033,58.601000000000006,160.793,168.05900000000003,172.935,193.173,171.825,218.625,170.52700000000002,156.689,170.665,95.458,168.982,100.414,179.83700000000002,41.18,181.774,195.06,178.97,152.17,180.63,176.30700000000002,176.987,163.239,189.25400000000002,49.501000000000005,188.37099999999998,86.381,187.09,119.36399999999999,186.55,206.142,183.886,131.375,184.487,197.497,193.217,81.596,89.882,66.694,108.075,73.155,106.67299999999999,58.363,105.76799999999999,82.195,104.236,213.162,102.573,91.32799999999999,99.926,102.601,100.772,52.163999999999994,116.637,157.338,117.73100000000001,200.838,113.194,81.616,113.696,160.703,109.12799999999999,70.185,128.625,190.53599999999997,123.682,82.275,124.661,77.369,124.10799999999999,155.817,125.046,72.295,118.90100000000001,37.34,121.86200000000001,206.238,118.37899999999999,152.829,135.999,84.79899999999999,133.102,185.048,129.94799999999998,165.915,128.63,48.276,127.15,186.94099999999997,144.624,40.383,141.862,90.686,142.19799999999998,158.97299999999998,137.735,45.391000000000005,139.145,209.972,135.58700000000002,58.425,136.797,54.813,169.075,43.225,161.754,179.255,192.24599999999998,97.47200000000001,122.075,171.343,167.4
65.5,262.0,,189.891,150.74200000000002,102.959,148.054,158.7,146.244,30.342,148.267,176.263,146.559,64.331,145.32,36.42,159.162,90.61399999999999,155.868,201.895,154.004,163.003,154.221,184.801,154.665,64.48,155.16,148.124,163.374,109.206,163.919,209.50400000000002,163.247,66.469,163.688,198.363,163.85299999999998,177.96200000000002,162.497,82.257,160.063,58.591,160.79399999999998,168.046,172.812,193.22,171.797,218.685,170.62,156.694,170.65900000000002,95.413,168.985,100.355,179.872,41.233000000000004,181.743,195.019,179.024,152.204,180.627,176.278,176.90900000000002,163.23,189.25400000000002,49.468999999999994,188.372,86.478,187.125,119.315,186.581,206.165,183.899,131.371,184.44299999999998,197.51,193.28900000000002,81.48,89.87899999999999,66.70100000000001,108.07600000000001,73.207,106.64299999999999,58.372,105.712,82.196,104.273,213.11700000000002,102.565,91.34100000000001,99.964,102.714,100.875,52.146,116.664,157.314,117.735,200.893,113.02,81.65100000000001,113.645,160.762,109.14299999999999,70.158,128.591,190.485,123.686,82.215,124.647,77.373,124.072,155.796,125.31,72.27600000000001,118.859,37.444,121.80799999999999,206.31099999999998,118.413,152.80200000000002,135.916,84.775,133.11,185.063,129.951,165.917,128.529,48.3,127.167,186.93200000000002,144.602,40.345,141.86700000000002,90.65299999999999,142.201,158.953,137.724,45.6,139.183,210.107,135.734,58.409,136.752,54.839,169.025,43.178000000000004,161.77,179.248,192.25099999999998,97.49600000000001,122.101,171.364,167.45
65.75,263.0,,189.916,150.72299999999998,102.90899999999999,148.03799999999998,158.691,146.27,30.409000000000002,148.328,176.248,146.569,64.312,145.298,36.427,159.17600000000002,90.566,155.873,201.9,153.993,163.00799999999998,154.208,184.77,154.648,64.55,155.157,148.111,163.417,109.215,163.94299999999998,209.554,163.141,66.453,163.71200000000002,198.419,163.912,177.94799999999998,162.511,82.285,160.063,58.567,160.791,168.05599999999998,172.838,193.233,171.78900000000002,218.578,170.554,156.68,170.605,95.405,168.985,100.21799999999999,179.94400000000002,41.214,181.767,195.019,178.979,152.21,180.59400000000002,176.294,176.889,163.246,189.268,49.461999999999996,188.33900000000003,86.708,187.355,119.31299999999999,186.61,206.188,183.88,131.386,184.463,197.512,193.28,81.51,89.85600000000001,66.67399999999999,108.065,73.17,106.696,58.358999999999995,105.697,82.214,104.277,213.142,102.572,91.42,99.927,102.69200000000001,100.875,52.082,116.69,157.30100000000002,117.81,200.917,113.03200000000001,81.633,113.635,160.83,109.119,70.219,128.549,190.405,123.57799999999999,83.0,124.0,77.283,124.064,155.804,125.26899999999999,72.22399999999999,118.956,37.431999999999995,121.87799999999999,206.30599999999998,118.415,152.775,135.97299999999998,84.78399999999999,133.093,185.053,129.977,165.882,128.55,48.233000000000004,127.139,187.0,144.627,40.35,141.874,90.666,142.218,158.928,137.72299999999998,45.606,139.125,210.10299999999998,135.751,58.424,136.724,54.911,169.025,43.159,161.774,179.28,192.27599999999998,97.494,122.156,171.294,167.40599999999998
66.0,264.0,,189.919,150.707,102.955,148.025,158.709,146.259,30.354,148.365,176.278,146.575,64.332,145.284,36.396,159.167,90.57600000000001,155.865,201.90900000000002,153.975,163.046,154.247,184.761,154.628,64.57600000000001,155.2,148.126,163.41,109.227,163.958,209.582,163.167,66.438,163.719,198.47099999999998,163.776,177.958,162.504,82.285,160.064,58.589,160.757,168.05599999999998,172.709,193.235,171.799,218.542,170.618,156.67600000000002,170.55599999999998,95.415,168.982,100.169,179.97400000000002,41.163000000000004,181.791,195.02200000000002,178.96200000000002,152.19299999999998,180.604,176.304,176.942,163.24200000000002,189.25900000000001,49.507,188.351,86.456,187.139,119.35799999999999,186.607,206.185,183.91299999999998,131.36,184.43900000000002,197.493,193.255,81.443,89.853,66.632,108.07700000000001,73.208,106.725,58.338,105.714,82.22200000000001,104.314,213.11900000000003,102.49600000000001,91.148,99.875,102.695,100.891,52.088,116.626,157.252,117.81700000000001,200.91099999999997,113.05,81.6,113.65700000000001,160.899,109.037,70.209,128.425,190.438,123.541,82.072,124.667,77.258,124.056,155.82,125.21700000000001,72.234,118.954,37.445,121.919,206.30900000000003,118.463,152.809,135.97,84.774,133.126,185.05200000000002,129.98,165.84900000000002,128.584,48.221000000000004,127.176,187.015,144.607,40.385,141.87,90.63799999999999,142.246,158.93,137.74,45.573,139.089,210.104,135.72,58.413000000000004,136.732,54.876000000000005,169.01,43.211999999999996,161.762,179.226,192.245,97.46799999999999,122.027,171.375,167.433
66.25,265.0,,189.924,150.697,102.96,148.058,158.674,146.252,30.296999999999997,148.403,176.25400000000002,146.582,64.316,145.293,36.375,159.19,90.603,155.845,201.94799999999998,154.019,163.054,154.28799999999998,184.815,154.655,64.475,155.313,148.113,163.389,109.181,163.873,209.56400000000002,163.155,66.425,163.738,198.43400000000003,163.754,177.945,162.519,82.335,160.091,58.606,160.778,168.02900000000002,172.72,193.237,171.78799999999998,218.60299999999998,170.613,156.697,170.57,95.346,168.96200000000002,100.095,180.00099999999998,41.262,181.739,194.997,178.98,152.244,180.592,176.078,176.956,163.267,189.271,49.547,188.31599999999997,86.60799999999999,187.292,119.415,186.606,206.207,183.896,131.315,184.418,197.53400000000002,193.294,81.533,89.82700000000001,66.64399999999999,108.044,73.128,106.641,58.308,105.72,82.219,104.376,213.141,102.512,91.191,99.874,102.682,100.96600000000001,52.121,116.7,157.219,117.887,200.905,113.05,81.582,113.471,161.004,108.911,70.16199999999999,128.244,190.46200000000002,123.603,82.113,124.705,77.25399999999999,124.081,155.92700000000002,125.56200000000001,72.281,118.934,37.501999999999995,121.98100000000001,206.22299999999998,118.204,152.866,136.016,84.762,133.132,185.078,129.985,165.84900000000002,128.512,48.238,127.226,187.02900000000002,144.631,40.364000000000004,141.875,90.67,142.251,158.97,137.826,45.523,138.998,210.035,135.77700000000002,58.397,136.74,54.885,168.99400000000003,43.228,161.77,179.226,192.173,97.524,122.05,171.40200000000002,167.457
66.5,266.0,,189.892,150.672,102.973,148.037,158.645,146.27,30.232,148.43200000000002,176.252,146.606,64.32600000000001,145.276,36.39,159.201,90.601,155.875,201.93,154.011,163.035,154.312,184.815,154.619,64.456,155.29399999999998,148.129,163.452,109.171,163.834,209.486,163.295,66.39699999999999,163.744,198.34,163.976,177.952,162.52,82.346,160.1,58.61600000000001,160.774,168.007,172.696,193.231,171.763,218.584,170.662,156.736,170.55599999999998,95.39,168.951,99.995,180.024,41.376000000000005,181.72299999999998,194.94299999999998,179.025,152.26,180.608,176.076,176.935,163.245,189.248,49.498999999999995,188.299,86.475,187.165,119.359,186.623,206.204,183.89700000000002,131.267,184.41,197.53799999999998,193.27,81.468,89.897,66.601,108.103,73.055,106.529,58.305,105.679,82.22,104.353,213.109,102.53,91.15799999999999,99.959,102.727,100.96,52.175,116.663,157.267,117.835,200.88,112.991,81.672,113.654,160.898,108.809,70.126,128.055,190.459,123.70700000000001,82.15700000000001,124.71700000000001,77.252,124.087,155.792,125.37100000000001,72.28,118.935,37.444,121.97,206.27599999999998,118.29,152.832,135.912,84.73899999999999,133.142,185.05900000000003,130.005,165.66099999999997,128.372,48.238,127.23200000000001,186.95,144.63299999999998,40.388000000000005,141.875,90.697,142.236,158.991,137.828,45.556999999999995,139.007,210.04,135.762,58.393,136.716,54.891999999999996,168.9,43.117,161.851,179.24099999999999,192.11900000000003,97.553,122.03299999999999,171.343,167.43400000000003
66.75,267.0,,189.96200000000002,150.68,102.93299999999999,147.95600000000002,158.632,146.226,30.156999999999996,148.42600000000002,176.231,146.595,64.357,145.27100000000002,36.385999999999996,159.205,90.613,155.845,201.882,154.024,163.006,154.286,184.794,154.615,64.486,155.306,148.095,163.378,109.161,163.829,209.585,163.232,66.411,163.804,198.41400000000002,164.125,177.959,162.56,82.35799999999999,160.14700000000002,58.604,160.81,168.05900000000003,172.605,193.261,171.75900000000001,218.579,170.648,156.72,170.597,95.37299999999999,168.94,99.93799999999999,180.041,41.239,181.706,194.951,179.02,152.231,180.638,176.138,176.937,163.215,189.234,49.443000000000005,188.27,86.594,187.334,119.383,186.673,206.197,183.889,131.275,184.394,197.54,193.24599999999998,81.587,89.756,66.544,108.098,73.08,106.65799999999999,58.272,105.66799999999999,82.21,104.38,213.072,102.49700000000001,91.194,99.87100000000001,102.686,100.935,52.123000000000005,116.711,157.256,117.911,200.87,113.085,81.641,113.615,160.847,108.77600000000001,70.164,128.186,190.446,123.68,82.09899999999999,124.811,77.271,124.08,155.759,125.45299999999999,72.286,118.90899999999999,37.374,122.056,206.35,118.46799999999999,152.792,135.882,84.727,133.139,185.032,130.012,165.672,128.425,48.191,127.228,186.923,144.572,40.385,141.863,90.689,142.215,159.002,137.85299999999998,45.461999999999996,139.007,209.895,135.58700000000002,58.397,136.711,54.893,168.91099999999997,43.193000000000005,161.808,179.32,192.109,97.635,122.046,171.262,167.412
67.0,268.0,,189.926,150.686,102.959,148.009,158.601,146.269,30.241,148.461,176.19400000000002,146.577,64.357,145.25799999999998,36.378,159.187,90.62899999999999,155.822,201.87400000000002,154.031,163.043,154.317,184.805,154.615,64.502,155.27700000000002,148.07299999999998,163.371,109.14,163.839,209.549,163.278,66.407,163.821,198.468,164.31,177.956,162.578,82.411,160.19299999999998,58.598,160.816,168.097,172.56799999999998,193.28099999999998,171.74200000000002,218.653,170.668,156.719,170.6,95.325,168.93,99.91,180.08,41.245,181.71200000000002,194.93599999999998,179.045,152.186,180.636,176.149,177.00799999999998,163.22799999999998,189.23,49.395,188.236,86.456,187.135,119.391,186.65,206.24,183.87599999999998,131.249,184.394,197.495,193.227,81.622,89.75200000000001,66.551,108.116,73.064,106.62299999999999,58.345,105.65100000000001,82.186,104.37100000000001,213.07,102.49799999999999,91.338,99.86200000000001,102.64200000000001,100.934,52.095,116.725,157.287,117.945,200.873,113.081,81.61399999999999,113.637,160.85299999999998,108.76299999999999,70.191,128.006,190.44,123.624,82.024,124.883,77.27199999999999,124.074,155.595,125.664,72.258,118.948,37.397,122.04700000000001,206.31900000000002,118.491,152.755,135.782,84.735,133.129,184.977,129.997,165.52900000000002,128.175,48.153999999999996,127.23899999999999,186.945,144.583,40.403,141.89700000000002,90.699,142.196,159.009,137.889,45.526,138.988,210.01,135.732,58.378,136.716,54.919,168.895,43.361000000000004,161.756,179.285,192.08,97.586,121.99600000000001,171.208,167.396
67.25,269.0,,189.925,150.711,102.964,148.015,158.563,146.221,30.212,148.513,176.21200000000002,146.567,64.346,145.25799999999998,36.359,159.224,90.625,155.776,201.935,154.01,163.079,154.349,184.829,154.636,64.502,155.251,148.094,163.437,109.10700000000001,163.809,209.57299999999998,163.21200000000002,66.391,163.808,198.4,164.47099999999998,177.93900000000002,162.57,82.40899999999999,160.18200000000002,58.586999999999996,160.847,168.072,172.55700000000002,193.26,171.734,218.65900000000002,170.66299999999998,156.685,170.618,95.292,168.951,99.818,180.122,41.25,181.75799999999998,194.953,179.05700000000002,152.167,180.672,176.135,177.072,163.245,189.237,49.452,188.239,86.62899999999999,187.285,119.435,186.605,206.25400000000002,183.88299999999998,131.282,184.407,197.472,193.205,81.655,89.93700000000001,66.553,108.109,72.952,106.449,58.343,105.565,82.176,104.324,213.13,102.51899999999999,91.295,99.801,102.573,100.90899999999999,52.038999999999994,116.75200000000001,157.283,117.904,200.813,113.149,81.561,113.488,160.852,108.76700000000001,70.237,128.321,190.44299999999998,123.635,81.939,124.899,77.286,124.074,155.571,125.389,72.256,118.89299999999999,37.395,122.094,206.332,118.387,152.665,135.623,84.74,133.124,184.977,129.997,165.585,128.34,48.146,127.22200000000001,186.959,144.57399999999998,40.376999999999995,141.873,90.723,142.204,159.024,137.925,45.523,138.935,209.83,135.61700000000002,58.352,136.727,54.964,168.90400000000002,43.424,161.717,179.21099999999998,192.115,97.61200000000001,121.99,171.268,167.40099999999998
