TimesH,Frame,NoMissing,0,0,2,2,4,4,6,6,14,14,15,15,17,17,21,21,26,26,27,27,29,29,30,30,32,32,37,37,38,38,39,39,41,41,42,42,44,44,47,47,48,48,52,52,55,55,56,56,58,58,65,65,66,66,67,67,70,70,74,74,83,83,85,85,86,86,87,87,88,88,93,93,104,104,259,259,284,284,285,285,288,288,289,289,291,291,295,295,296,296,298,298,300,300,303,303,304,304,311,311,316,316,317,317,318,318,319,319,320,320,321,321,322,322,325,325,329,329,333,333,339,339,342,342,344,344,347,347,349,349,350,350,354,354,356,356,359,359,360,360,375,375,517,517,694,694,717,717,946,946
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
26.5,106.0,,192.56900000000002,150.159,102.07799999999999,148.165,156.497,149.319,29.636999999999997,148.126,176.354,146.644,63.905,147.202,36.649,159.496,90.81700000000001,157.33,202.138,154.364,161.93,155.909,184.933,155.309,64.959,155.091,149.269,165.275,110.148,164.75799999999998,209.903,163.687,66.708,164.467,198.32,163.593,178.173,163.026,82.807,160.914,58.643,160.963,167.56900000000002,173.528,193.555,171.548,219.368,170.275,157.379,169.546,96.22,169.236,99.396,180.798,41.907,182.31400000000002,194.525,179.21,152.306,180.49599999999998,174.021,177.24599999999998,163.017,189.648,47.604,188.993,88.17399999999999,187.96,119.37,187.579,206.24099999999999,184.146,131.385,184.49099999999999,197.81599999999997,193.747,82.93,91.12100000000001,66.02600000000001,108.697,72.94,107.057,59.246,107.22399999999999,83.40899999999999,105.818,213.925,103.839,91.823,101.555,103.679,100.64,52.81100000000001,119.04,157.67600000000002,118.427,201.31599999999997,113.02600000000001,81.918,114.60700000000001,160.631,110.29700000000001,70.257,127.118,190.666,124.427,85.04700000000001,123.36200000000001,77.715,124.91799999999999,156.25,124.48700000000001,72.382,119.43,36.96,122.97399999999999,206.00799999999998,119.2,154.063,135.425,86.667,133.343,185.27200000000002,131.124,166.08599999999998,129.507,46.757,129.30100000000002,186.179,143.548,41.31100000000001,142.93,91.449,142.929,160.362,140.141,45.406000000000006,141.126,210.37599999999998,138.014,59.497,138.594,54.876000000000005,168.484,42.643,163.46,178.675,193.3,98.04899999999999,124.16799999999999,170.845,168.03799999999998
26.75,107.0,,192.53900000000002,150.16,102.11200000000001,148.153,156.483,149.33700000000002,29.593000000000004,148.299,176.365,146.623,63.903,147.231,36.736,159.387,90.84100000000001,157.35299999999998,202.13400000000001,154.374,161.921,155.888,184.916,155.292,64.91199999999999,155.072,149.298,165.331,110.116,164.729,209.86599999999999,163.591,66.714,164.495,198.334,163.625,178.17,162.994,82.76700000000001,160.884,58.678999999999995,160.963,167.579,173.525,193.618,171.498,219.38299999999998,170.097,157.775,169.56900000000002,96.214,169.27599999999998,99.435,180.813,41.861000000000004,182.365,194.601,179.15200000000002,152.289,180.50900000000001,173.928,177.26,163.007,189.65900000000002,47.626999999999995,188.953,88.21700000000001,187.977,119.309,187.43,206.21200000000002,184.141,131.392,184.505,197.785,193.71099999999998,82.95299999999999,91.07,66.015,108.72,72.932,107.045,59.31399999999999,107.23700000000001,83.40799999999999,105.787,213.97099999999998,103.83200000000001,91.823,101.523,103.65,100.679,52.754,118.93299999999999,157.671,118.465,201.30700000000002,113.007,81.898,114.56,160.553,110.31299999999999,70.311,127.135,190.69,124.40700000000001,85.105,123.133,77.736,124.913,156.309,124.501,72.327,119.42399999999999,36.894,122.95299999999999,205.987,119.193,153.994,135.457,86.65700000000001,133.358,185.24900000000002,131.168,166.00799999999998,129.526,46.648999999999994,129.315,186.13299999999998,143.531,41.32899999999999,142.942,91.385,142.976,160.297,140.071,45.396,141.11700000000002,210.47099999999998,137.942,59.467,138.514,54.809,168.37900000000002,42.611000000000004,163.439,178.737,193.28400000000002,98.134,124.288,170.88099999999997,168.063
27.0,108.0,,192.49599999999998,150.178,101.988,148.089,156.388,149.303,29.665,148.145,176.375,146.593,63.968999999999994,147.22799999999998,36.687,159.464,90.836,157.341,202.13400000000001,154.381,161.936,155.859,184.926,155.276,64.877,155.058,149.334,165.403,110.175,164.75900000000001,209.91299999999998,163.658,66.73100000000001,164.505,198.322,163.69799999999998,178.201,162.964,82.708,160.858,58.722,160.955,167.581,173.465,193.61599999999999,171.517,219.365,170.113,157.665,169.71400000000003,96.319,169.229,99.441,180.792,41.87,182.364,194.701,179.095,152.31799999999998,180.519,174.011,177.234,163.016,189.66,47.625,188.912,88.18700000000001,187.985,119.40299999999999,187.477,206.208,184.16,131.38,184.468,197.774,193.685,82.944,91.084,66.009,108.711,72.935,107.04799999999999,59.306000000000004,107.196,83.462,105.743,213.888,103.806,91.84200000000001,101.64200000000001,103.63600000000001,100.64,52.776,118.90899999999999,157.592,118.574,201.294,113.04,81.993,114.589,160.572,110.132,70.288,127.098,190.731,124.471,84.976,123.274,77.743,124.905,156.306,124.58200000000001,72.304,119.39399999999999,36.857,122.921,205.982,119.17,154.003,135.365,86.654,133.401,185.24,131.138,165.956,129.539,46.551,129.27200000000002,186.231,143.596,41.316,142.937,91.34700000000001,142.97899999999998,160.355,140.121,45.523999999999994,141.123,210.475,138.016,59.458,138.507,54.841,168.412,42.667,163.517,178.732,193.274,98.10799999999999,124.22399999999999,170.96200000000002,168.03400000000002
27.25,109.0,,192.535,150.127,101.975,148.092,156.299,149.359,29.644000000000002,148.22899999999998,176.328,146.635,64.104,147.145,36.711,159.468,90.854,157.333,202.101,154.366,161.79,155.954,184.919,155.249,64.783,155.058,149.273,165.392,110.149,164.75400000000002,209.864,163.733,66.753,164.46400000000003,198.428,163.797,178.21599999999998,162.922,82.696,160.862,58.761,160.945,167.608,173.50400000000002,193.62400000000002,171.51,219.44,170.108,157.7,169.549,96.291,169.213,99.471,180.761,41.852,182.37599999999998,194.71,179.07,152.284,180.52599999999998,173.963,177.24900000000002,162.997,189.641,47.619,188.87599999999998,88.189,187.972,119.443,187.535,206.236,184.132,131.326,184.485,197.765,193.72099999999998,82.87200000000001,90.999,66.036,108.706,72.957,107.07799999999999,59.299,107.195,83.41799999999999,105.68,213.97400000000002,103.811,91.865,101.59,103.584,100.682,52.74100000000001,118.93700000000001,157.591,118.527,201.255,113.085,81.985,114.537,160.595,110.167,70.307,127.08,190.63099999999997,124.389,84.92,123.48299999999999,77.752,124.89399999999999,156.297,124.604,72.432,119.291,36.914,122.88799999999999,205.96,119.185,153.91,135.47,86.61399999999999,133.418,185.174,131.12,165.903,129.572,46.541000000000004,129.217,186.203,143.601,41.305,142.928,91.321,142.983,160.304,140.1,45.507,141.112,210.55599999999998,138.039,59.468,138.452,54.842,168.421,42.483000000000004,163.634,178.782,193.18,98.09899999999999,124.116,170.96900000000002,167.981
27.5,110.0,,192.507,150.132,101.959,148.137,156.311,149.381,29.64,148.181,176.331,146.668,64.184,147.145,36.711999999999996,159.425,90.87799999999999,157.281,202.109,154.384,161.653,156.045,184.917,155.249,64.777,155.099,149.319,165.386,110.13600000000001,164.766,209.826,163.687,66.74600000000001,164.481,198.44799999999998,163.795,178.21099999999998,162.911,82.645,160.80200000000002,58.761,160.93,167.638,173.46200000000002,193.665,171.497,219.39,170.16,157.691,169.574,96.29299999999999,169.257,99.476,180.753,41.838,182.43200000000002,194.72,179.002,152.32299999999998,180.523,173.90099999999998,177.261,163.05100000000002,189.622,47.595,188.87,88.214,187.99400000000003,119.402,187.483,206.308,184.13299999999998,131.31799999999998,184.50099999999998,197.769,193.725,82.779,90.93799999999999,66.03399999999999,108.684,72.977,107.071,59.486999999999995,107.18700000000001,83.458,105.663,213.985,103.811,91.899,101.72,103.633,100.61,52.739,118.913,157.60299999999998,118.49600000000001,201.295,113.117,81.984,114.455,160.57,110.06200000000001,70.328,127.088,190.64700000000002,124.383,84.947,123.39,77.744,124.899,156.268,124.62299999999999,72.429,119.41,37.015,122.88,205.976,119.17299999999999,153.90200000000002,135.459,86.617,133.437,185.222,131.06,165.88299999999998,129.483,46.711000000000006,129.125,186.21400000000003,143.627,41.315,142.909,91.368,142.951,160.22299999999998,140.05100000000002,45.543,141.105,210.609,137.77700000000002,59.457,138.41899999999998,54.861000000000004,168.42,42.481,163.626,178.68400000000003,193.22400000000002,98.132,124.11200000000001,171.019,167.942
27.75,111.0,,192.493,150.194,101.919,148.125,156.358,149.336,29.625,148.28799999999998,176.373,146.64,64.26899999999999,147.095,36.687,159.446,90.834,157.281,202.11700000000002,154.391,161.67700000000002,155.971,184.915,155.241,64.825,155.083,149.319,165.412,110.115,164.769,209.875,163.614,66.71600000000001,164.43200000000002,198.40900000000002,163.805,178.239,162.944,82.609,160.779,58.77,160.935,167.63400000000001,173.5,193.722,171.518,219.418,170.14,157.746,169.554,96.17299999999999,169.238,99.486,180.706,41.826,182.485,194.715,178.96400000000003,152.321,180.571,173.912,177.296,163.042,189.605,47.646,188.893,88.24600000000001,188.06,119.41799999999999,187.59400000000002,206.273,184.137,131.297,184.49200000000002,197.768,193.702,82.796,90.95,66.054,108.695,72.959,107.04799999999999,59.42,107.19,83.516,105.682,213.96,103.788,91.90700000000001,101.73,103.62799999999999,100.587,52.808,118.869,157.618,118.479,201.295,113.12299999999999,81.94,114.462,160.57,110.027,70.325,127.057,190.65200000000002,124.338,85.01700000000001,123.399,77.74,124.89299999999999,156.297,124.57700000000001,72.43,119.46799999999999,36.867,122.865,206.048,119.164,153.843,135.36,86.595,133.453,185.34,131.015,165.93200000000002,129.333,46.562,129.1,186.269,143.783,41.327,142.881,91.345,142.963,160.217,140.072,45.527,141.095,210.6,137.873,59.486000000000004,138.356,54.797,168.425,42.48,163.607,178.838,193.083,98.085,124.08,171.051,167.895
28.0,112.0,,192.483,150.195,102.025,148.215,156.332,149.316,29.648000000000003,147.982,176.37599999999998,146.624,64.382,147.05100000000002,36.702,159.385,90.866,157.255,202.162,154.416,161.662,156.017,184.90599999999998,155.204,64.774,155.078,149.30100000000002,165.407,110.083,164.75599999999997,209.88099999999997,163.561,66.741,164.43,198.454,163.78799999999998,178.255,162.93,82.54799999999999,160.747,58.725,160.963,167.61900000000003,173.55200000000002,193.61900000000003,171.483,219.421,170.11700000000002,157.584,169.41400000000002,96.14299999999999,169.231,99.55799999999999,180.708,41.783,182.49900000000002,194.773,178.975,152.329,180.57299999999998,173.829,177.27700000000002,163.023,189.572,47.6,188.90200000000002,88.204,188.042,119.456,187.585,206.32,184.144,131.279,184.455,197.78900000000002,193.697,82.815,90.93700000000001,66.09899999999999,108.64399999999999,72.96300000000001,107.055,59.52,107.186,83.524,105.70299999999999,214.023,103.791,91.884,101.69,103.59700000000001,100.524,52.833999999999996,118.834,157.57,118.53,201.303,113.15899999999999,81.935,114.485,160.493,110.068,70.33,126.959,190.65,124.348,85.04799999999999,123.146,77.743,124.88,156.263,124.539,72.458,119.40299999999999,36.742,122.946,206.072,119.133,153.849,135.36,86.571,133.47,185.296,130.995,165.843,129.33100000000002,46.448,129.155,186.30200000000002,143.873,41.333,142.887,91.353,142.963,160.23,140.054,45.553000000000004,141.024,210.668,137.94899999999998,59.504,138.326,54.693999999999996,168.608,42.497,163.64,178.80900000000003,193.105,98.084,124.05,171.082,167.80599999999998
28.25,113.0,,192.422,150.185,102.1,148.27200000000002,156.341,149.284,29.576,148.106,176.368,146.654,64.452,147.00799999999998,36.686,159.398,90.867,157.241,202.14,154.393,161.63,155.991,184.90200000000002,155.181,64.688,155.07299999999998,149.27700000000002,165.421,110.105,164.74200000000002,209.975,163.514,66.74,164.45,198.40099999999998,163.77100000000002,178.247,162.891,82.529,160.763,58.674,160.951,167.615,173.484,193.52900000000002,171.472,219.44400000000002,170.101,157.447,169.313,96.15,169.17700000000002,99.484,180.623,41.766999999999996,182.537,194.75,178.99099999999999,152.334,180.588,173.93099999999998,177.21,163.005,189.535,47.618,188.893,88.10700000000001,187.94299999999998,119.53,187.50900000000001,206.36599999999999,184.075,131.289,184.447,197.75900000000001,193.665,82.851,90.978,66.131,108.69,72.955,107.04,59.581,107.28299999999999,83.49799999999999,105.79,213.945,103.742,91.765,101.71600000000001,103.59899999999999,100.46600000000001,52.836000000000006,118.83,157.576,118.49600000000001,201.28900000000002,113.156,81.92299999999999,114.568,160.47,110.055,70.36399999999999,126.977,190.615,124.25399999999999,84.96600000000001,123.37799999999999,77.743,124.86,156.243,124.54,72.416,119.47,36.736,122.947,206.024,119.12799999999999,153.829,135.369,86.572,133.42,185.30700000000002,130.98,165.81,129.416,46.49100000000001,129.144,186.261,143.94299999999998,41.338,142.861,91.34899999999999,142.95,160.186,140.03799999999998,45.503,141.013,210.726,137.775,59.488,138.27100000000002,54.62,168.519,42.556000000000004,163.506,178.817,193.11700000000002,98.07600000000001,123.98299999999999,171.097,167.769
28.5,114.0,,192.39700000000002,150.184,102.154,148.279,156.415,149.279,29.693,148.11,176.36700000000002,146.634,64.485,146.964,36.621,159.35299999999998,90.845,157.197,202.12900000000002,154.341,161.638,155.954,184.87099999999998,155.19799999999998,64.741,155.099,149.292,165.41,110.09100000000001,164.72099999999998,210.218,163.44,66.757,164.425,198.472,163.718,178.248,162.875,82.50299999999999,160.73,58.724,160.959,167.62400000000002,173.49099999999999,193.60299999999998,171.514,219.49200000000002,170.085,157.64600000000002,169.25400000000002,96.145,169.203,99.455,180.58700000000002,41.732,182.642,194.769,178.989,152.313,180.65900000000002,173.938,177.22799999999998,163.062,189.52599999999998,47.628,188.87,88.15,187.976,119.507,187.667,206.403,184.093,131.30700000000002,184.46400000000003,197.78099999999998,193.673,82.87299999999999,90.876,66.085,108.7,72.956,107.069,59.636,107.223,83.542,105.84,214.016,103.75,91.781,101.52799999999999,103.584,100.48200000000001,52.895,118.891,157.533,118.523,201.27,113.17399999999999,81.946,114.509,160.43,109.988,70.407,126.95100000000001,190.637,124.275,84.855,123.477,77.729,124.869,156.274,124.53299999999999,72.332,119.40299999999999,36.631,122.85700000000001,205.99400000000003,119.12,153.732,135.433,86.555,133.436,185.196,130.99,165.82,129.379,46.494,129.15200000000002,186.247,143.876,41.347,142.841,91.354,142.97,160.18200000000002,140.031,45.516999999999996,141.016,210.725,137.648,59.481,138.196,54.595,168.407,42.602,163.46200000000002,178.775,193.148,98.139,123.92299999999999,171.092,167.864
28.75,115.0,,192.39700000000002,150.191,102.301,148.237,156.375,149.265,29.581999999999997,148.18200000000002,176.419,146.607,64.625,146.842,36.659,159.329,90.90100000000001,157.232,202.178,154.378,161.92,155.796,184.87599999999998,155.17600000000002,64.64699999999999,155.08100000000002,149.299,165.415,110.09200000000001,164.699,210.268,163.359,66.792,164.416,198.47299999999998,163.811,178.248,162.91299999999998,82.461,160.727,58.74100000000001,160.965,167.63099999999997,173.547,193.653,171.493,219.50400000000002,170.104,157.81799999999998,169.267,96.125,169.265,99.43299999999999,180.62099999999998,41.70399999999999,182.549,194.769,178.959,152.257,180.735,174.127,177.21599999999998,163.053,189.498,47.641000000000005,188.85,88.16,187.977,119.524,187.734,206.394,184.095,131.28799999999998,184.446,197.773,193.632,82.883,90.84200000000001,66.13,108.73299999999999,72.97,107.021,59.515,107.165,83.53399999999999,105.84700000000001,213.97799999999998,103.743,91.814,101.555,103.601,100.41799999999999,52.961999999999996,118.926,157.503,118.525,201.205,113.164,81.98899999999999,114.52799999999999,160.422,110.102,70.283,126.89,190.669,124.33200000000001,84.71700000000001,123.62,77.72399999999999,124.869,156.352,124.49700000000001,72.37100000000001,119.398,36.441,122.934,206.08,119.029,153.72799999999998,135.274,86.56200000000001,133.42,185.269,130.918,165.78400000000002,129.328,46.556999999999995,129.09,186.199,143.84,41.358000000000004,142.839,91.335,142.954,160.185,140.034,45.406000000000006,140.915,210.676,137.762,59.515,138.16299999999998,54.586999999999996,168.46599999999998,42.618,163.444,178.783,193.09599999999998,98.322,124.044,171.07,167.88
29.0,116.0,,192.365,150.202,102.26299999999999,148.27,156.436,149.28799999999998,29.178,148.519,176.455,146.6,64.77,146.787,36.66,159.332,90.85600000000001,157.203,202.15599999999998,154.377,162.096,155.637,184.858,155.167,64.626,155.102,149.295,165.412,110.09200000000001,164.702,210.16400000000002,163.502,66.78699999999999,164.41299999999998,198.53900000000002,163.865,178.236,162.936,82.48700000000001,160.738,58.777,160.968,167.642,173.562,193.665,171.47299999999998,219.5,170.093,158.316,169.239,96.198,169.304,99.476,180.57299999999998,41.663999999999994,182.65900000000002,194.81400000000002,178.925,152.245,180.795,174.18200000000002,177.26,163.07399999999998,189.477,47.677,188.86900000000003,88.209,188.016,119.48899999999999,187.71,206.44799999999998,184.101,131.295,184.435,197.771,193.622,82.87100000000001,90.84,66.146,108.804,72.969,107.0,59.446000000000005,107.194,83.488,105.758,214.00900000000001,103.73299999999999,91.81700000000001,101.506,103.587,100.462,52.998999999999995,118.97200000000001,157.487,118.565,201.158,113.21600000000001,82.008,114.54299999999999,160.351,110.044,70.344,126.866,190.675,124.30799999999999,84.71600000000001,123.60799999999999,77.747,124.876,156.28,124.50200000000001,72.232,119.51700000000001,36.41,122.791,206.05200000000002,118.993,153.733,135.393,86.557,133.41,185.354,130.904,165.773,129.30100000000002,46.538000000000004,129.082,186.21099999999998,143.84799999999998,41.352,142.85399999999998,91.335,142.964,160.188,140.066,45.478,140.917,210.662,137.648,59.477,138.172,54.692,168.485,42.574,163.46,178.797,193.077,98.31,124.02,171.043,167.83700000000002
29.25,117.0,,192.377,150.197,102.23700000000001,148.322,156.429,149.279,29.214000000000002,148.445,176.45,146.623,64.876,146.738,36.685,159.357,90.833,157.194,202.18,154.378,161.9,155.82,184.87900000000002,155.184,64.585,155.10299999999998,149.292,165.43900000000002,110.04799999999999,164.703,210.15,163.631,66.813,164.419,198.438,163.81799999999998,178.248,162.90200000000002,82.48899999999999,160.749,58.846000000000004,160.975,168.0,173.0,193.69400000000002,171.505,219.453,170.09900000000002,158.566,169.273,96.243,169.266,99.5,180.549,41.745,182.56,194.861,178.923,152.27100000000002,180.81400000000002,174.57299999999998,177.19099999999997,163.076,189.498,47.723,188.859,88.256,188.042,119.586,187.85,206.47,184.08599999999998,131.303,184.425,197.753,193.62400000000002,82.99,90.855,66.15100000000001,108.80799999999999,72.954,107.039,59.622,107.193,83.525,105.664,214.042,103.741,91.87799999999999,101.506,103.586,100.575,53.008,118.84,157.482,118.60700000000001,201.138,113.21600000000001,82.015,114.522,160.39,110.01899999999999,70.339,126.831,190.68099999999998,124.28,84.648,123.57600000000001,77.734,124.851,156.28799999999998,124.569,72.22,119.542,36.564,122.833,206.05599999999998,119.005,153.667,135.4,86.51,133.416,185.363,130.856,165.8,129.274,46.648,129.02,186.226,143.731,41.37,142.85,91.32700000000001,142.983,160.15,140.06,45.434,140.886,210.59400000000002,137.687,59.458,138.106,54.735,168.489,42.51,163.438,178.80900000000003,193.12,98.31200000000001,123.98100000000001,171.021,167.797
29.5,118.0,,192.33900000000003,150.208,102.295,148.241,156.453,149.293,29.232,148.486,176.437,146.622,64.797,146.717,36.673,159.347,90.835,157.183,202.265,154.355,162.072,155.684,184.86700000000002,155.151,64.541,155.055,149.275,165.408,110.064,164.737,210.153,163.644,66.818,164.41099999999997,198.47,163.898,178.255,162.924,82.446,160.761,58.816,160.953,167.704,173.482,193.669,171.52200000000002,219.387,170.072,158.921,169.107,96.24,169.245,99.51,180.551,41.736000000000004,182.535,194.87900000000002,178.88,152.311,180.78599999999997,174.59,177.255,163.09,189.49099999999999,47.715,188.861,88.24799999999999,188.017,119.665,187.83700000000002,206.53,184.115,131.299,184.44400000000002,197.732,193.588,83.04299999999999,90.76799999999999,66.20100000000001,108.74600000000001,72.943,107.06700000000001,59.57899999999999,107.18700000000001,83.49799999999999,105.73299999999999,214.037,103.741,91.77600000000001,101.39299999999999,103.57700000000001,100.49,52.952,118.895,157.47299999999998,118.634,201.174,113.238,81.948,114.521,160.375,110.08200000000001,70.357,126.81200000000001,190.63400000000001,124.257,84.65799999999999,123.505,77.72399999999999,124.85700000000001,156.291,124.514,72.184,119.539,36.496,122.77799999999999,206.037,119.045,153.654,135.384,86.507,133.343,185.425,130.82299999999998,165.803,129.38299999999998,46.744,129.004,186.278,143.887,41.372,142.86,91.28299999999999,142.968,160.16299999999998,140.065,45.48,140.84799999999998,210.58599999999998,137.657,59.424,138.08100000000002,54.795,168.488,42.48,163.424,178.899,193.072,98.238,123.911,171.072,167.743
29.75,119.0,,192.34099999999998,150.188,102.307,148.26,156.418,149.274,29.074,148.594,176.43599999999998,146.607,64.884,146.656,36.575,159.423,90.823,157.172,202.268,154.241,162.014,155.691,184.872,155.07299999999998,64.60600000000001,155.072,149.282,165.40400000000002,110.079,164.74,210.09900000000002,163.66299999999998,66.82600000000001,164.41,198.483,163.84799999999998,178.252,162.93,82.427,160.701,58.803999999999995,160.95,167.69799999999998,173.50599999999997,193.78099999999998,171.498,219.37900000000002,170.111,158.636,169.09099999999998,96.18799999999999,169.21400000000003,99.53,180.607,41.732,182.622,194.93900000000002,178.863,152.339,180.782,174.59900000000002,177.192,163.072,189.519,47.747,188.832,88.236,187.995,119.66799999999999,187.877,206.486,184.074,131.30100000000002,184.43900000000002,197.705,193.581,83.083,90.76,66.242,108.775,72.933,107.039,59.458,107.20299999999999,83.624,105.785,214.09900000000002,103.755,91.786,101.055,103.556,100.46600000000001,53.001000000000005,118.897,157.495,118.583,201.15900000000002,113.195,81.958,114.54799999999999,160.372,110.074,70.374,126.76299999999999,190.622,124.236,84.62899999999999,123.55,77.725,124.84100000000001,156.276,124.494,72.182,119.616,36.689,122.54899999999999,206.05200000000002,119.056,153.586,135.376,86.478,133.33100000000002,185.47799999999998,130.881,165.805,129.375,46.714,128.987,186.29,143.832,41.385,142.861,91.24799999999999,142.99200000000002,160.175,140.095,45.457,140.852,210.78799999999998,137.523,59.391999999999996,138.1,54.785,168.428,42.506,163.433,178.84599999999998,193.041,98.351,123.86200000000001,171.08700000000002,167.738
30.0,120.0,,192.333,150.186,102.32,148.255,156.401,149.309,29.108,148.70600000000002,176.438,146.61700000000002,65.009,146.584,36.497,159.428,90.804,157.164,202.261,154.24,162.532,155.151,184.84,155.084,64.53699999999999,155.124,149.315,165.419,110.07600000000001,164.69799999999998,210.106,163.594,66.816,164.422,198.408,163.851,178.25099999999998,162.901,82.417,160.69799999999998,58.833,160.952,167.703,173.56400000000002,193.805,171.49200000000002,219.382,170.084,158.622,169.112,96.206,169.22,99.539,180.649,41.681000000000004,182.644,194.95,178.896,152.346,180.78599999999997,174.679,177.239,163.09,189.519,47.763000000000005,188.828,88.196,187.96200000000002,119.704,188.00900000000001,206.455,184.078,131.306,184.425,197.707,193.58700000000002,83.19,90.738,66.309,108.697,72.964,107.036,59.626999999999995,107.182,83.624,105.742,214.06099999999998,103.757,91.697,101.176,103.57799999999999,100.473,52.998000000000005,118.881,157.511,118.52799999999999,201.085,113.101,81.964,114.59700000000001,160.286,110.06,70.347,126.805,190.578,124.205,84.566,123.559,77.735,124.844,156.27100000000002,124.501,72.19800000000001,119.75,36.954,122.552,206.06400000000002,119.059,153.553,135.502,86.46700000000001,133.312,185.44099999999997,130.889,165.791,129.412,46.711999999999996,128.936,186.326,143.924,41.382,142.856,91.226,143.019,160.167,140.10299999999998,45.46,140.849,210.713,137.562,59.402,138.088,54.836999999999996,168.433,42.358000000000004,163.514,178.87400000000002,193.017,98.43,123.929,171.111,167.774
30.25,121.0,,192.292,150.192,102.369,148.304,156.431,149.287,29.272,148.511,176.453,146.605,64.99,146.612,36.412,159.575,90.77,157.143,202.267,154.202,162.373,155.379,184.835,155.08100000000002,64.521,155.126,149.347,165.46400000000003,110.06299999999999,164.697,210.13099999999997,163.657,66.834,164.412,198.485,163.886,178.261,162.869,82.41,160.674,58.842,160.94299999999998,167.72400000000002,173.581,193.81900000000002,171.481,219.407,170.08700000000002,158.405,169.243,96.161,169.215,99.568,180.66,41.748999999999995,182.692,194.916,178.916,152.344,180.81,174.135,177.333,163.135,189.519,47.843,188.863,88.137,187.958,119.574,188.062,206.525,184.179,131.326,184.422,197.727,193.588,83.175,90.735,66.396,108.676,72.98100000000001,107.054,59.592,107.15,83.626,105.715,213.99099999999999,103.68299999999999,91.689,100.991,103.57700000000001,100.46600000000001,52.99100000000001,118.859,157.411,118.624,201.085,113.125,81.964,114.603,160.333,110.145,70.381,126.803,190.623,124.241,84.49600000000001,123.676,77.733,124.855,156.281,124.521,72.154,119.705,36.734,122.54899999999999,206.114,119.03399999999999,153.60399999999998,135.455,86.456,133.317,185.317,130.92600000000002,165.835,129.316,46.685,128.905,186.271,143.976,41.379,142.855,91.23899999999999,143.024,160.162,140.037,45.449,140.865,210.67700000000002,137.59,59.41,138.043,54.831,168.502,42.35,163.43,178.864,193.011,98.40100000000001,123.961,171.102,167.705
30.5,122.0,,192.25599999999997,150.162,102.24600000000001,148.26,156.469,149.27700000000002,29.189,148.702,176.419,146.625,65.001,146.59799999999998,36.475,159.451,90.772,157.14600000000002,202.325,154.174,162.231,155.405,184.865,155.054,64.46600000000001,155.216,149.368,165.485,110.06700000000001,164.704,210.261,163.576,66.831,164.428,198.438,163.886,178.26,162.873,82.4,160.65,58.858000000000004,160.967,167.726,173.55200000000002,193.84799999999998,171.523,219.415,170.11700000000002,158.332,169.3,96.195,169.21400000000003,99.553,180.69400000000002,41.773999999999994,182.618,194.875,178.923,152.371,180.826,174.041,177.31,163.112,189.498,47.8,188.85,88.189,188.03599999999997,119.552,188.075,206.562,184.24400000000003,131.29399999999998,184.435,197.743,193.59400000000002,83.135,90.648,66.36,108.691,72.982,107.03,59.646,107.18,83.538,105.66,214.028,103.697,91.68799999999999,100.913,103.61399999999999,100.525,53.00899999999999,118.889,157.428,118.556,201.105,113.038,81.9,114.536,160.309,110.256,70.365,126.744,190.65400000000002,124.245,84.475,123.664,77.723,124.855,156.216,124.564,72.132,119.711,36.856,122.569,206.12,119.044,153.565,135.507,86.45299999999999,133.281,185.396,130.893,165.862,129.333,46.771,128.87,186.31,144.08700000000002,41.353,142.868,91.197,143.019,160.092,139.93200000000002,45.488,140.833,210.74400000000003,137.541,59.419,138.00799999999998,54.878,168.832,42.4,163.424,178.91400000000002,193.00099999999998,98.319,123.95299999999999,171.074,167.666
