TimesH,Frame,69,115,119,121,128,130,131,132,140,141,164,168,170,174,177,195,197,206,212,215,221,224,225,226,227,228,230,233,234,235,236,241,264,268,270,271,276,279,281,283,284,286,287,316,337,353,403,416,418,477,529,535,732,861,948
167.0,668.0,603.255,604.2719999999999,604.887,607.143,612.602,605.499,607.703,610.16,607.036,603.651,605.405,608.706,612.2,604.95,609.68,608.724,606.139,606.101,616.8580000000001,606.881,609.168,604.489,607.105,609.14,611.947,615.101,608.778,610.076,609.747,607.882,606.133,609.725,609.145,611.665,610.637,609.45,608.11,606.485,609.64,612.487,607.918,609.257,609.196,609.106,,,,,,,,,,,
167.25,669.0,602.242,603.237,604.386,606.065,613.058,605.89,607.295,609.621,606.499,604.0369999999999,604.765,608.243,611.423,604.76,608.702,609.251,605.632,606.22,617.569,606.626,609.015,604.264,604.656,609.377,611.419,615.056,608.9780000000001,609.67,608.9259999999999,607.384,605.976,609.0369999999999,608.328,611.06,611.252,609.096,608.986,606.8240000000001,609.789,612.186,608.239,608.1709999999999,608.743,609.7280000000001,,,,,,,,,,,
167.5,670.0,602.3340000000001,603.62,604.591,605.739,612.6519999999999,605.681,607.165,610.831,607.4169999999999,603.327,605.02,609.451,611.549,604.637,609.396,608.845,605.506,605.915,618.469,606.681,608.814,603.374,604.909,609.731,612.112,616.0509999999999,610.345,609.841,610.281,607.934,605.393,610.75,609.475,611.751,611.284,608.928,608.774,606.293,609.7090000000001,612.715,608.658,608.568,609.174,609.515,,,,,,,,,,,
167.75,671.0,602.519,603.8240000000001,604.621,607.003,613.874,605.874,607.031,611.7669999999999,607.0409999999999,603.377,604.627,609.375,612.697,605.694,609.519,610.315,606.368,606.631,619.462,606.928,609.5419999999999,603.544,605.93,610.139,612.506,614.126,609.895,610.937,610.507,608.433,605.506,610.122,610.186,612.644,612.313,609.891,608.623,606.609,609.6,614.263,609.389,608.275,609.757,609.6419999999999,,,,,,,,,,,
168.0,672.0,602.099,603.56,604.214,605.994,613.444,606.536,607.467,612.1669999999999,606.484,604.623,604.711,609.3580000000001,613.249,605.751,611.082,610.624,606.367,606.985,619.48,606.956,608.4540000000001,604.252,605.448,610.089,612.881,616.383,609.255,610.924,610.3480000000001,608.586,605.953,611.373,609.495,612.9159999999999,613.0459999999999,610.953,609.5169999999999,607.295,609.798,614.1419999999999,609.372,608.5830000000001,610.464,,,,,,,,,,,,
168.25,673.0,603.163,603.6030000000001,604.7669999999999,606.84,614.737,606.901,606.991,611.3009999999999,606.668,603.884,605.252,609.251,613.997,605.506,610.705,610.844,607.309,606.981,618.899,607.276,609.731,603.872,606.6419999999999,610.841,613.474,615.562,611.1519999999999,610.872,611.547,608.804,605.714,611.2919999999999,610.124,613.028,613.355,610.3240000000001,610.656,607.616,610.974,615.106,610.508,608.972,610.455,,,,,,,,,,,,
168.5,674.0,602.03,603.842,604.488,607.21,613.73,606.369,607.925,612.585,606.737,603.6990000000001,605.111,609.5930000000001,614.344,605.307,610.908,610.878,606.738,606.967,619.33,607.724,610.1669999999999,603.3969999999999,606.999,610.8580000000001,614.369,617.448,611.474,610.992,611.964,609.146,606.77,611.75,611.047,614.245,613.808,611.026,610.837,606.5840000000001,611.3240000000001,615.923,610.216,608.212,610.4159999999999,,605.202,,,,,,,,,,
168.75,675.0,602.4730000000001,604.49,605.1990000000001,607.577,613.869,607.172,607.242,612.298,607.293,605.6469999999999,604.92,609.989,614.19,605.654,611.557,611.557,607.7959999999999,608.248,620.211,607.398,609.384,604.1519999999999,606.381,611.53,613.6419999999999,,610.979,611.28,612.27,609.168,607.404,611.56,610.828,614.698,614.481,611.097,611.3009999999999,607.774,611.464,616.279,610.83,609.434,611.7909999999999,,606.076,615.755,,,,,,,,,
169.0,676.0,602.482,603.7040000000001,605.389,607.275,613.634,607.71,608.187,613.038,607.554,603.982,605.4069999999999,609.414,614.377,606.695,611.406,612.401,608.183,608.192,619.425,607.067,609.8,604.188,607.317,611.351,614.336,,612.075,612.168,612.249,609.05,606.279,611.961,611.349,614.505,614.768,611.115,611.985,608.319,610.928,615.276,610.827,608.893,611.714,613.631,605.7919999999999,613.16,,,,,,,,,
