TimesH,Frame,6,17,19,50,55,57,58,62,70,97,99,112,114,115,116,128,132,137,138,143,146,148,149,155,161,162,164,165,167,178,210,219,229,237,244,245,254,256,257,263,264,268,269,272,276,277,279,281,285,291,302,304,306,316,331,334,338,341,342,343,346,350,353,355,356,381,390,392,394,401,414,423,453,496,541,612,665,689,722,802,886,890,955,961,982,1006,1010,1012,1072,1239
336.75,1347.0,604.95,605.981,604.55,606.859,608.519,607.529,606.2819999999999,608.06,603.631,602.305,603.585,608.002,605.977,611.388,607.2040000000001,612.214,615.5319999999999,615.385,612.006,610.538,612.986,608.779,612.547,612.771,615.237,614.341,606.543,614.2330000000001,606.274,609.0369999999999,611.062,613.335,613.47,607.771,608.745,610.811,603.799,611.367,604.121,606.771,605.786,608.941,604.788,607.481,604.446,607.289,606.518,607.7040000000001,607.001,605.8530000000001,611.988,614.5219999999999,609.379,611.39,612.437,604.005,611.948,611.28,603.591,609.082,604.049,608.906,604.631,609.745,607.336,606.856,606.131,602.692,606.934,606.569,604.437,602.514,,,,,,,,,,,,,,,,,,
337.0,1348.0,605.336,605.822,604.763,606.837,609.651,608.474,606.943,610.339,603.942,602.925,604.214,608.7280000000001,605.396,612.761,607.356,614.089,616.89,616.614,613.715,611.356,614.388,609.019,613.788,614.295,617.342,615.844,607.265,615.491,607.663,611.4490000000001,612.34,615.08,616.7769999999999,609.163,609.559,613.616,603.72,612.245,603.377,607.235,606.183,609.442,604.6,607.4259999999999,604.322,608.029,607.053,606.16,607.695,607.232,612.375,615.2869999999999,609.362,611.434,613.869,605.3530000000001,613.6619999999999,612.4780000000001,603.6419999999999,609.87,603.599,609.934,604.539,610.621,608.0740000000001,607.345,605.668,603.768,606.69,606.599,604.0269999999999,601.8,,,,,,,,,,,,,,,,,,
337.25,1349.0,605.935,606.2819999999999,606.177,606.9540000000001,610.717,607.933,606.8430000000001,610.895,603.425,602.736,604.113,609.827,605.797,614.5,607.6080000000001,615.087,616.645,618.493,614.158,610.825,613.602,608.922,615.512,614.422,616.401,615.163,607.0740000000001,615.38,607.298,611.861,613.018,616.49,615.747,608.432,610.121,613.33,604.719,612.78,604.2959999999999,607.936,606.5169999999999,610.203,605.207,608.605,604.3969999999999,608.033,606.582,608.409,606.154,606.922,612.889,616.673,610.509,613.191,613.8919999999999,605.061,614.58,612.331,603.534,609.952,605.081,610.004,604.863,610.252,607.64,606.944,607.145,604.12,606.341,606.629,604.058,602.597,,,,,,,,,,,,,,,,,,
337.5,1350.0,605.935,606.604,605.548,607.466,610.648,608.1990000000001,607.711,611.764,603.674,602.08,604.607,609.506,605.9,614.6030000000001,608.069,613.997,618.4730000000001,619.6030000000001,614.194,611.911,613.865,607.769,615.381,615.484,617.124,616.828,607.03,615.664,606.903,612.297,613.644,616.352,617.727,608.387,609.575,612.2769999999999,604.244,613.538,604.795,608.32,605.97,609.545,605.303,608.511,604.024,609.465,607.452,607.578,607.4019999999999,606.821,613.452,616.889,609.633,612.9259999999999,614.808,605.044,615.73,612.651,603.95,610.575,604.7130000000001,608.855,604.9259999999999,610.299,607.7769999999999,607.845,606.432,603.615,607.5169999999999,607.521,605.198,602.725,612.738,,,,,,,,,,,,,,,,,
337.75,1351.0,605.813,606.615,606.136,606.925,610.982,608.635,606.839,611.606,604.48,602.73,604.531,608.9069999999999,605.747,615.146,607.631,615.561,617.381,619.9730000000001,613.547,610.6759999999999,613.0830000000001,609.3340000000001,615.768,615.719,617.246,617.253,607.9780000000001,616.867,607.765,613.174,613.716,617.067,618.029,607.429,610.869,612.4730000000001,604.148,613.476,604.151,608.076,607.379,611.136,605.187,607.0790000000001,603.99,608.567,607.5369999999999,607.571,607.57,606.7230000000001,615.536,617.515,611.0319999999999,612.443,614.936,604.837,614.115,612.661,603.83,609.757,604.5509999999999,610.6659999999999,604.01,610.5980000000001,607.7719999999999,607.753,606.622,603.5319999999999,606.099,607.1030000000001,604.616,602.749,613.589,,,,,,,,,,,,,,,,,
338.0,1352.0,606.015,606.615,607.444,607.687,610.476,608.264,607.109,612.811,604.276,602.365,604.205,610.056,606.056,615.163,606.964,615.441,617.8919999999999,620.462,614.976,611.976,613.856,609.811,615.847,615.544,618.826,617.547,607.84,616.97,608.1,613.513,613.731,617.461,617.633,608.789,611.504,613.577,604.711,613.427,604.158,608.322,606.702,611.094,604.84,608.914,604.401,609.165,607.862,608.065,607.336,606.852,614.001,618.121,610.859,612.894,615.384,605.809,615.755,612.827,603.371,612.052,605.311,610.391,605.001,611.309,608.582,608.105,606.65,604.431,607.656,607.406,604.203,602.476,613.131,,,,,,,,,,,,,,,,,
338.25,1353.0,606.173,607.681,605.901,607.81,612.145,608.633,608.572,614.622,605.112,602.409,604.702,610.616,606.802,617.0930000000001,608.155,619.033,618.747,622.4490000000001,615.987,613.0219999999999,615.601,609.68,618.822,616.069,619.361,620.326,608.8330000000001,619.814,608.387,614.73,614.198,618.7819999999999,619.7769999999999,609.187,611.886,614.739,605.507,613.851,604.685,608.265,607.803,610.937,605.76,609.822,604.466,609.94,608.047,607.946,608.571,607.8580000000001,617.245,620.128,611.653,614.84,617.0169999999999,605.736,617.975,614.761,604.339,612.621,605.405,611.742,605.0269999999999,611.3430000000001,609.094,609.111,607.206,604.266,607.844,607.431,604.491,602.944,613.909,,,,,,,,,,,,,,,,,
338.5,1354.0,607.2090000000001,607.953,607.547,609.489,613.499,609.633,609.2180000000001,615.168,605.1669999999999,603.028,605.9159999999999,612.356,607.586,618.982,608.841,621.064,620.83,623.678,619.033,614.11,616.987,610.97,619.979,617.756,620.687,623.826,609.558,622.066,607.9159999999999,614.899,615.552,622.795,622.085,609.225,613.352,615.934,605.451,615.409,605.7919999999999,609.675,608.249,612.795,605.332,610.298,604.364,611.53,609.817,608.7959999999999,608.865,609.004,618.62,621.744,612.3530000000001,615.53,619.572,605.6659999999999,619.297,616.414,603.905,614.222,605.842,612.876,605.365,613.552,609.784,610.06,607.762,604.314,608.367,608.768,605.685,602.893,614.577,,,,,,,,,,,,,,,,,
338.75,1355.0,607.435,607.9730000000001,608.1759999999999,608.3380000000001,614.332,610.205,609.029,616.5369999999999,605.184,603.4780000000001,605.735,613.429,607.911,620.7090000000001,608.47,622.941,621.991,625.8530000000001,620.591,615.4540000000001,619.0,612.0269999999999,623.89,619.932,623.563,626.971,611.0509999999999,624.596,608.813,617.408,616.289,625.399,624.628,610.216,615.653,617.446,605.441,617.118,605.471,610.149,608.64,613.556,605.508,612.161,604.868,612.59,611.288,609.96,610.003,610.2330000000001,622.313,624.422,614.268,617.229,621.678,605.239,621.716,617.779,604.544,617.435,605.814,613.71,605.073,615.181,610.686,609.744,608.665,604.864,608.314,608.1990000000001,605.462,603.543,616.226,,,,,,,,,,,,,,,,,
