TimesH,Frame,0,3,6,14,15,17,19,20,22,27,30,34,35,52,53,56,60,64,72,75,77,135,158,165,174,176,178,185,187,188,191,193,205,208,215,218,220,221,223,225,240,244,247,256,257,259,263,264,267,269,273,275,278,279,282,284,285,287,288,292,293,295,302,310,320,321,324,326,329,331,336,338,341,345,347,360,362,364,366,367,370,373,374,375,379,383,384,386,387,388,390,391,392,395,399,400,410,416,417,420,422,423,425,426,429,436,440,443,444,447,448,449,450,451,453,454,455,460,462,463,464,466,468,469,471,474,477,484,487,491,537,542,597,661,690,713,806
0.0,0.0,664.27,671.622,669.865,653.514,668.757,672.946,611.9730000000001,624.432,631.243,,652.5409999999999,653.3240000000001,610.378,631.0269999999999,625.811,640.486,614.9730000000001,637.568,632.73,620.243,621.946,611.27,618.378,615.784,609.216,622.4590000000001,613.595,622.514,616.432,628.919,613.649,610.0269999999999,619.73,636.405,633.919,642.9730000000001,640.946,,645.595,631.6759999999999,613.189,632.189,631.514,670.676,640.432,631.568,672.946,621.9730000000001,628.919,640.811,654.0269999999999,616.946,655.1619999999999,628.189,640.8380000000001,628.8380000000001,624.216,645.811,626.0,678.541,693.622,644.757,615.054,644.946,643.784,660.297,634.514,622.1080000000001,634.73,678.324,656.054,614.0,638.8919999999999,677.459,718.432,667.784,661.1080000000001,618.432,674.946,709.8919999999999,626.73,618.432,646.081,626.081,663.568,689.541,702.8380000000001,668.5139999999999,660.189,715.432,630.054,716.757,719.324,689.054,616.1619999999999,660.1619999999999,645.405,667.784,688.622,699.595,698.4860000000001,696.919,678.73,617.27,719.8380000000001,695.865,658.4860000000001,683.189,691.595,617.081,650.8919999999999,693.405,671.1619999999999,623.5409999999999,614.054,705.4860000000001,701.459,688.8919999999999,661.541,683.8380000000001,639.4590000000001,705.8380000000001,689.703,694.135,693.568,689.9730000000001,659.703,689.4860000000001,630.568,639.757,,,,,,,
0.25,1.0,664.405,670.135,669.622,654.0269999999999,671.784,671.3510000000001,611.054,625.135,631.297,,653.703,652.0269999999999,611.1619999999999,630.649,626.378,644.73,614.703,636.622,632.8380000000001,620.378,623.054,610.919,618.189,615.081,610.378,622.649,612.73,622.919,618.0269999999999,626.757,614.1619999999999,608.595,620.351,635.432,633.622,642.4590000000001,640.486,,642.8380000000001,630.703,613.0269999999999,633.351,632.919,666.703,639.595,631.405,669.73,622.649,629.3240000000001,640.054,653.135,616.405,656.4860000000001,628.27,640.189,626.622,624.946,644.568,626.243,676.568,688.081,643.946,615.6759999999999,642.784,644.9730000000001,660.405,633.703,622.0269999999999,633.946,677.946,653.297,614.243,640.189,676.459,715.946,667.865,660.054,617.946,674.946,710.324,628.1080000000001,618.73,645.946,624.9730000000001,662.1619999999999,687.0269999999999,702.0269999999999,666.8380000000001,657.4860000000001,714.946,630.081,715.135,717.0269999999999,687.919,616.216,656.703,645.757,668.568,688.405,697.6489999999999,697.4860000000001,696.432,677.0269999999999,617.8919999999999,717.0,693.216,656.1080000000001,681.6489999999999,689.4860000000001,619.8380000000001,648.1619999999999,691.541,671.405,623.622,613.378,701.73,700.0,689.784,660.0,681.757,638.081,702.676,689.757,690.541,691.1080000000001,687.73,658.081,687.405,630.811,640.1619999999999,,,,,,,
0.5,2.0,665.5139999999999,670.568,667.919,653.595,673.243,672.1080000000001,612.081,625.216,631.1619999999999,653.405,653.081,652.514,611.703,631.0,626.351,644.703,614.216,638.622,634.081,619.4590000000001,621.514,612.784,618.351,615.622,610.189,622.378,612.865,622.5409999999999,617.514,627.405,613.919,609.649,620.595,635.8919999999999,633.135,642.919,640.351,,642.649,633.216,614.0269999999999,634.297,632.297,666.703,639.757,632.378,669.27,622.946,628.811,639.297,652.8380000000001,617.8919999999999,653.8919999999999,628.946,640.4590000000001,628.243,625.189,646.5409999999999,627.378,677.1080000000001,687.1619999999999,644.946,615.73,642.081,646.189,660.081,635.405,621.865,633.6759999999999,676.1619999999999,652.8380000000001,613.135,639.9730000000001,676.081,712.811,668.216,660.054,619.486,674.568,707.784,625.1619999999999,619.243,646.135,625.405,660.405,686.595,700.0,666.1080000000001,658.676,714.324,629.703,713.189,717.27,684.676,616.784,657.919,646.0269999999999,669.054,686.568,695.865,697.757,696.6489999999999,674.865,618.135,718.27,692.1619999999999,655.811,682.216,688.919,617.595,649.351,691.324,671.297,622.1080000000001,613.514,701.459,698.4860000000001,685.622,660.3510000000001,680.757,639.649,701.622,687.676,688.784,690.73,686.811,657.622,686.432,630.9730000000001,639.081,,,,,,,
0.75,3.0,663.405,669.595,667.5139999999999,651.8919999999999,671.865,669.946,612.297,625.946,631.757,653.1619999999999,653.865,652.811,611.0,631.784,627.081,643.5409999999999,615.865,637.297,634.73,621.054,622.297,612.0,617.6759999999999,616.432,609.8380000000001,622.216,613.4590000000001,622.73,619.081,627.189,613.243,610.081,620.784,634.432,634.378,641.946,639.514,,642.8380000000001,632.622,613.189,633.3240000000001,633.946,666.243,641.189,632.0,668.595,621.5409999999999,629.27,639.595,653.919,617.297,653.432,628.5409999999999,641.514,629.0269999999999,624.8919999999999,645.811,626.432,676.703,685.919,645.0,614.405,641.4590000000001,644.351,659.3510000000001,632.432,623.1080000000001,634.243,676.432,652.8380000000001,614.351,640.946,675.622,713.1619999999999,669.622,659.676,618.784,674.378,708.1080000000001,627.622,617.432,644.946,624.757,661.865,685.405,699.919,664.811,658.378,712.1080000000001,630.0,716.0269999999999,715.054,686.0269999999999,617.297,656.432,647.135,666.568,685.865,692.297,696.865,694.6489999999999,675.568,617.243,718.27,691.595,655.676,681.405,687.811,618.3240000000001,649.4590000000001,689.595,669.27,622.703,613.9730000000001,702.297,696.676,687.0,658.568,680.432,637.189,700.1619999999999,686.432,687.784,688.595,686.676,658.243,686.054,630.595,637.703,,,,,,,
1.0,4.0,664.378,670.919,666.1619999999999,652.73,671.3510000000001,669.054,611.73,627.6759999999999,631.297,652.8919999999999,655.73,652.351,610.9730000000001,629.784,626.514,642.514,616.135,637.622,633.3240000000001,621.595,622.919,611.811,618.514,617.297,610.1080000000001,621.9730000000001,614.054,623.73,618.595,626.811,613.486,608.8919999999999,621.3240000000001,635.6759999999999,633.757,642.6759999999999,638.5409999999999,634.189,642.486,631.8380000000001,613.216,634.784,634.811,665.703,641.054,633.865,668.595,621.73,629.9730000000001,638.9730000000001,653.378,617.73,655.541,629.243,643.27,626.9730000000001,625.784,646.703,627.378,675.676,685.811,644.73,614.378,641.757,644.649,659.135,631.595,623.351,634.351,677.919,652.946,614.189,639.8919999999999,674.676,712.189,666.9730000000001,660.324,618.6759999999999,673.946,706.703,628.622,618.216,645.757,624.919,660.919,685.784,699.081,663.432,658.541,712.189,630.3240000000001,714.5139999999999,713.811,683.8919999999999,616.514,657.054,646.622,668.054,683.757,689.8380000000001,696.73,692.081,674.73,617.622,718.189,689.1080000000001,656.4860000000001,680.3510000000001,684.946,618.297,651.3240000000001,688.757,668.757,622.216,614.405,698.9730000000001,696.432,686.676,658.27,678.405,637.514,700.865,684.757,686.432,686.9730000000001,684.811,655.27,686.216,630.73,637.5409999999999,,,,,,,
1.25,5.0,662.757,670.081,666.324,652.1080000000001,667.6489999999999,668.946,612.081,626.378,630.784,653.757,654.946,653.054,611.595,631.0269999999999,627.135,644.6759999999999,615.27,636.595,635.811,621.514,621.514,612.568,618.8919999999999,615.1619999999999,609.8380000000001,622.1619999999999,615.486,623.297,617.649,626.622,613.5409999999999,611.4590000000001,621.8380000000001,633.0,632.703,640.919,640.081,633.486,642.432,631.351,613.5409999999999,635.351,635.243,664.0269999999999,637.811,632.73,668.703,622.0,628.378,637.757,652.919,617.595,652.0,629.865,642.73,626.4590000000001,626.351,645.405,627.8380000000001,674.811,683.4860000000001,643.919,615.1619999999999,641.0,644.649,660.811,631.568,620.784,633.8919999999999,676.757,651.6759999999999,613.757,640.946,675.9730000000001,708.243,666.0,659.27,618.6759999999999,673.297,706.405,628.8380000000001,618.216,645.4590000000001,624.1619999999999,659.135,685.622,699.8919999999999,664.865,658.243,708.8380000000001,628.568,712.4860000000001,712.865,682.622,617.3240000000001,655.541,646.568,666.1619999999999,683.946,690.459,696.243,694.054,673.811,617.568,717.189,689.1619999999999,658.081,681.243,685.541,618.27,649.703,686.243,667.432,622.514,615.4590000000001,697.784,693.459,686.9730000000001,657.459,676.135,637.811,698.703,681.811,685.919,685.1619999999999,684.054,655.8919999999999,684.676,630.135,638.405,648.5409999999999,643.757,,,,,
1.5,6.0,662.568,667.1080000000001,666.811,652.0,667.676,666.135,611.649,625.784,630.9730000000001,651.568,653.919,651.703,611.216,630.784,626.8380000000001,644.8919999999999,615.73,637.6759999999999,634.703,622.054,620.568,612.595,618.297,616.649,609.9730000000001,621.703,615.486,622.135,618.622,625.757,614.784,610.514,620.9730000000001,632.622,633.405,641.378,639.189,632.757,641.054,631.0,613.595,633.4590000000001,634.0,664.541,638.0,633.595,666.946,621.568,627.378,638.1619999999999,651.811,617.9730000000001,653.946,629.649,640.784,628.595,626.568,646.189,626.486,673.919,681.5139999999999,644.0269999999999,615.243,640.8380000000001,643.919,658.297,631.757,621.0269999999999,635.514,671.757,651.081,614.0269999999999,639.919,674.054,706.5139999999999,667.9730000000001,658.541,619.081,671.405,706.0269999999999,627.1080000000001,619.216,645.135,624.189,658.784,684.946,695.378,664.73,657.405,710.73,628.595,709.703,713.405,682.324,617.189,653.405,646.054,665.811,683.405,688.324,692.865,691.1080000000001,672.73,617.432,716.216,688.27,657.216,680.757,684.297,618.4590000000001,647.9730000000001,685.919,668.216,622.8380000000001,614.27,696.8380000000001,694.73,685.405,659.622,674.8380000000001,637.8380000000001,698.784,682.324,684.324,687.595,683.703,654.27,682.784,631.1080000000001,638.6759999999999,646.486,645.189,,,,,
1.75,7.0,660.703,666.0269999999999,664.595,650.378,669.9730000000001,663.135,611.784,627.135,630.243,653.1080000000001,653.568,651.351,611.8380000000001,630.1080000000001,626.8919999999999,643.73,615.703,637.1619999999999,635.432,622.486,621.8919999999999,611.8380000000001,616.8380000000001,615.1080000000001,610.919,620.757,615.216,622.3240000000001,617.054,625.811,614.378,610.216,621.432,632.243,632.865,640.703,638.919,633.216,640.8380000000001,630.595,613.9730000000001,631.297,633.595,663.622,638.784,632.432,665.8380000000001,621.1080000000001,627.9730000000001,637.811,648.486,617.054,652.189,629.3240000000001,641.351,626.378,626.135,644.865,627.054,672.216,681.27,644.0269999999999,615.4590000000001,640.27,643.622,657.081,630.9730000000001,620.784,635.5409999999999,671.3510000000001,649.9730000000001,614.946,640.3240000000001,673.243,707.459,666.135,657.081,619.1619999999999,670.0269999999999,703.9730000000001,627.6759999999999,617.486,644.568,622.3240000000001,654.378,684.324,691.27,662.081,655.5139999999999,706.757,628.1619999999999,709.6489999999999,709.703,679.216,616.216,653.189,645.1619999999999,663.946,680.568,685.216,691.459,687.081,670.27,616.811,714.081,685.811,657.919,680.189,682.5139999999999,618.73,648.189,684.216,666.405,623.514,613.649,696.135,689.081,682.189,656.703,674.8380000000001,637.622,693.297,680.189,682.216,683.865,680.811,652.4590000000001,680.865,629.4590000000001,638.27,645.622,643.865,,,,,
2.0,8.0,658.4860000000001,665.568,662.865,650.135,667.541,664.243,611.757,626.73,628.1080000000001,650.297,650.73,650.405,611.568,630.622,626.5409999999999,642.811,615.8919999999999,637.3240000000001,634.622,621.486,620.8919999999999,612.5409999999999,616.811,615.811,609.865,620.784,615.649,621.0269999999999,616.081,625.081,613.514,610.73,621.243,632.946,631.1619999999999,640.243,636.865,632.865,638.865,629.757,613.243,632.216,633.3240000000001,660.243,637.216,630.784,664.4860000000001,621.649,627.486,636.054,648.622,616.622,651.189,627.595,639.811,626.189,625.703,644.0,627.0269999999999,672.081,678.919,642.27,614.8380000000001,639.0269999999999,642.486,655.676,630.0,620.1619999999999,632.757,667.946,648.3240000000001,614.189,638.8919999999999,671.6489999999999,703.757,663.054,652.703,618.919,668.054,702.054,626.784,617.946,644.649,622.054,654.27,681.865,689.622,660.216,654.757,705.135,629.486,705.919,,676.757,617.0,651.6759999999999,644.703,664.541,680.568,682.378,688.703,686.378,669.27,616.9730000000001,708.811,681.5139999999999,655.0269999999999,675.865,679.946,618.351,648.9730000000001,684.1080000000001,665.919,622.405,614.1619999999999,692.432,688.135,680.946,656.216,674.405,637.297,692.054,676.757,679.5139999999999,679.6489999999999,679.0,653.0,678.919,630.946,636.9730000000001,646.703,644.486,,,,,
