TimesH,Frame,0,2,4,6,14,15,17,21,26,27,29,30,32,37,38,39,41,42,44,47,48,52,55,56,58,65,66,67,70,74,83,85,86,87,88,93,104,259,284,285,288,289,291,295,296,298,300,303,304,311,316,317,318,319,320,321,322,325,329,333,339,342,344,347,349,350,354,356,359,360,375,517,694,717,946
0.0,0.0,624.351,614.9730000000001,615.9730000000001,609.054,625.378,644.351,615.757,628.243,617.1080000000001,618.9730000000001,623.243,644.757,619.757,614.1619999999999,615.784,645.865,623.243,626.784,632.8919999999999,638.73,624.946,633.811,607.865,621.243,626.432,628.6759999999999,620.595,625.351,621.081,621.243,627.946,623.081,631.865,613.1080000000001,621.135,612.054,625.0,606.8380000000001,615.946,612.946,612.0269999999999,609.73,606.216,608.649,608.0269999999999,614.243,608.8380000000001,607.1619999999999,616.405,608.0269999999999,630.0,610.622,625.486,628.4590000000001,608.946,623.73,612.3240000000001,607.514,611.243,626.514,618.73,613.946,628.054,620.216,,625.73,614.189,625.486,611.054,632.405,641.3240000000001,,,,
0.25,1.0,624.784,615.297,617.1619999999999,608.243,625.4590000000001,646.432,616.081,629.135,617.919,619.73,624.135,644.432,620.1619999999999,614.1619999999999,616.297,646.8919999999999,623.8380000000001,626.4590000000001,632.5409999999999,638.3240000000001,625.73,634.135,608.1080000000001,622.5409999999999,625.405,628.243,620.568,626.0269999999999,622.0269999999999,622.297,629.216,624.432,632.216,612.5409999999999,620.649,611.243,624.216,606.081,615.297,612.081,611.1080000000001,611.595,606.3240000000001,609.0269999999999,608.622,613.811,609.5409999999999,606.8919999999999,616.135,608.27,629.4590000000001,610.568,626.081,629.405,608.649,623.757,610.6759999999999,608.378,610.649,627.73,619.0,614.649,628.3240000000001,621.135,622.486,624.919,613.757,626.189,611.514,633.0269999999999,643.3240000000001,,,,
0.5,2.0,623.946,615.757,616.568,608.9730000000001,625.6759999999999,647.0,616.703,628.784,618.514,619.135,623.3240000000001,646.135,619.595,615.0269999999999,614.1080000000001,647.622,625.243,627.351,634.054,638.811,625.054,633.4590000000001,608.622,622.946,627.73,627.6759999999999,621.189,624.919,622.378,621.432,629.1080000000001,623.4590000000001,632.8380000000001,613.5409999999999,621.378,611.5409999999999,625.0269999999999,607.216,615.6759999999999,613.405,611.703,611.1619999999999,605.784,608.946,607.514,614.5409999999999,608.378,606.784,615.811,607.703,629.649,610.27,625.1080000000001,630.0,609.9730000000001,,612.054,608.5409999999999,610.8380000000001,627.351,618.919,614.0,628.351,619.595,622.4590000000001,625.432,613.9730000000001,626.703,610.784,632.514,643.784,,,,
0.75,3.0,624.514,616.432,616.6759999999999,609.865,626.135,647.568,616.351,629.514,618.351,620.73,624.378,647.595,620.189,613.568,616.3240000000001,647.486,624.568,626.216,635.568,640.3240000000001,626.189,634.1619999999999,608.27,623.784,627.5409999999999,630.189,621.6759999999999,626.5409999999999,621.757,622.486,628.8380000000001,624.568,633.3240000000001,612.486,622.6759999999999,611.216,625.27,606.1619999999999,615.73,614.0269999999999,612.0,610.378,606.297,608.6759999999999,608.703,614.189,609.3240000000001,607.216,615.243,607.649,630.3240000000001,611.1080000000001,625.297,629.486,608.8919999999999,,611.514,608.8919999999999,610.73,627.784,619.378,614.1619999999999,629.351,620.8919999999999,619.081,624.946,614.919,626.243,612.1080000000001,633.8380000000001,643.135,,,,
1.0,4.0,626.0269999999999,615.9730000000001,617.216,609.216,625.811,646.9730000000001,616.811,630.8919999999999,617.9730000000001,620.135,623.1619999999999,648.757,618.811,613.5409999999999,616.081,649.432,624.622,627.432,634.5409999999999,638.865,625.351,633.27,608.243,622.811,626.784,628.486,621.595,626.1619999999999,621.4590000000001,622.378,628.784,625.73,633.919,612.4590000000001,619.622,610.865,626.1080000000001,606.054,615.568,613.081,611.4590000000001,610.378,605.703,609.486,609.351,614.1619999999999,609.351,606.0,615.351,608.0269999999999,631.8380000000001,611.378,625.649,629.811,608.9730000000001,,612.405,608.486,610.811,626.5409999999999,618.568,613.946,628.4590000000001,620.622,619.432,625.8380000000001,614.486,626.0,610.514,634.216,643.216,,,,
1.25,5.0,625.27,616.0,617.595,608.6759999999999,626.135,647.4590000000001,615.8380000000001,629.649,617.8380000000001,619.703,624.081,647.0269999999999,619.514,613.946,615.0269999999999,648.486,625.0269999999999,627.1619999999999,634.865,641.0,625.865,634.514,608.135,623.216,626.649,628.568,621.3240000000001,626.919,622.1080000000001,621.4590000000001,629.432,625.568,633.757,612.378,618.919,610.703,626.0,607.0269999999999,615.297,613.595,611.27,610.0269999999999,606.351,610.0,608.0269999999999,614.514,609.1080000000001,606.189,616.297,607.919,631.946,611.081,625.811,631.135,609.351,626.514,611.243,608.081,610.5409999999999,628.811,619.568,613.6759999999999,629.243,621.0269999999999,619.351,625.432,614.1080000000001,623.8919999999999,610.0269999999999,632.757,643.0,,,,
1.5,6.0,624.0269999999999,615.486,616.054,609.649,623.5409999999999,646.405,616.297,629.946,618.189,619.216,623.9730000000001,647.405,619.919,614.054,615.243,648.351,624.405,626.3240000000001,635.73,638.9730000000001,625.054,633.865,606.8380000000001,623.189,626.73,630.0,622.73,627.486,622.189,623.5409999999999,629.405,625.811,633.054,613.135,619.486,610.4590000000001,625.703,607.297,615.73,613.8380000000001,611.27,610.297,606.73,608.946,608.919,614.5409999999999,608.703,607.378,616.054,608.378,631.351,611.297,625.8919999999999,629.3240000000001,608.622,625.135,612.135,607.568,610.27,628.0,620.0269999999999,613.6759999999999,629.784,620.486,618.3240000000001,623.757,615.297,624.081,611.0,633.27,643.595,,,,
1.75,7.0,624.919,614.6759999999999,615.622,609.73,625.946,645.595,616.1080000000001,630.27,617.568,619.622,623.811,646.243,618.73,613.3240000000001,613.757,647.0,623.8919999999999,626.919,633.595,638.189,624.1619999999999,633.1619999999999,606.703,622.351,626.405,629.081,621.243,627.568,622.135,621.919,629.1619999999999,624.784,633.081,612.405,620.757,611.568,626.568,605.649,614.4590000000001,614.0269999999999,611.946,610.243,605.649,608.865,608.4590000000001,613.8380000000001,609.0,605.8919999999999,615.703,607.757,630.703,610.649,625.514,630.1619999999999,608.703,624.378,611.595,608.649,609.865,627.378,618.514,614.865,627.514,621.432,618.514,625.351,615.054,624.514,610.135,633.405,642.135,,,,
2.0,8.0,624.486,615.135,615.703,608.189,623.514,645.568,615.189,629.378,617.243,620.378,624.432,645.4590000000001,618.568,613.946,613.8919999999999,647.27,623.595,626.8380000000001,634.189,637.1619999999999,623.946,632.6759999999999,607.784,621.9730000000001,626.297,628.4590000000001,619.5409999999999,626.3240000000001,622.3240000000001,622.189,627.622,623.9730000000001,631.865,612.189,618.8380000000001,611.3240000000001,624.486,606.135,615.568,613.351,611.703,610.568,605.9730000000001,609.297,608.703,614.189,608.811,606.351,614.8380000000001,608.243,629.432,610.405,624.865,628.946,608.622,625.351,612.0269999999999,608.216,609.135,625.865,620.0,612.73,629.946,620.8380000000001,618.1619999999999,624.135,613.865,623.595,610.0,630.649,,,,,
