TimesH,Frame,1,3,5,7,8,11,12,13,19,24,34,38,39,42,47,51,52,53,54,55,60,61,62,66,70,72,74,76,77,78,79,82,83,86,87,90,92,93,96,99,100,101,102,107,108,110,111,112,116,118,123,124,132,136,137,138,143,145,146,148,149,150,152,156,256,258,403,413,507,610
23.75,95.0,620.024,615.832,617.884,620.724,620.2130000000001,617.327,629.2,619.815,612.9730000000001,,620.5830000000001,634.067,623.372,647.765,620.67,620.472,622.567,628.45,624.6709999999999,631.346,626.6759999999999,626.049,642.727,632.298,667.4989999999999,663.4639999999999,627.529,636.212,648.672,635.261,644.91,635.818,633.116,618.4830000000001,633.9259999999999,639.779,648.195,636.904,660.428,640.371,661.5269999999999,647.624,637.957,636.081,629.9,624.634,662.5889999999999,629.408,638.835,639.03,654.686,639.27,634.52,640.104,641.859,629.383,644.194,650.58,617.7330000000001,,635.763,634.619,630.106,626.253,613.724,617.535,,,,
24.0,96.0,621.003,614.472,619.185,620.415,621.018,617.622,629.24,619.0169999999999,612.447,,621.414,635.868,623.248,649.008,622.021,621.898,622.795,629.0840000000001,624.633,634.069,626.623,626.246,644.336,633.946,670.554,665.012,628.57,636.238,651.482,637.5980000000001,646.538,636.432,635.614,618.376,634.748,641.639,647.508,637.669,663.5889999999999,642.964,665.1010000000001,650.0419999999999,638.821,637.279,629.909,625.07,665.681,628.9780000000001,640.8330000000001,640.547,657.32,640.445,634.837,643.034,642.876,629.5830000000001,645.261,653.1759999999999,619.46,,634.945,635.349,632.887,626.8580000000001,613.165,616.2869999999999,,,,
24.25,97.0,621.595,615.462,618.591,620.238,620.553,618.69,629.695,618.884,612.258,,621.382,636.628,622.849,649.69,621.364,622.563,622.965,629.857,624.85,634.994,628.432,627.363,646.339,633.878,673.1489999999999,668.2560000000001,628.821,636.675,652.197,637.922,649.069,637.8240000000001,635.388,617.966,634.993,642.653,650.2230000000001,637.8430000000001,666.293,643.851,666.1339999999999,650.65,639.372,638.113,631.48,625.297,665.9730000000001,630.518,642.443,640.435,658.0239999999999,642.0219999999999,634.45,641.059,644.265,629.972,644.446,654.285,619.078,655.804,636.326,637.168,633.275,626.837,612.4580000000001,617.5930000000001,,,,
24.5,98.0,621.193,614.826,618.758,621.222,621.825,618.846,630.455,618.905,612.024,,622.127,637.656,623.697,650.7909999999999,621.617,622.4,623.663,629.795,625.675,634.643,628.1619999999999,627.293,646.504,633.54,673.3939999999999,668.352,628.484,637.2769999999999,653.422,638.383,649.13,638.6619999999999,637.16,618.841,635.398,643.631,649.04,637.965,665.1569999999999,643.784,667.845,650.746,639.883,639.1669999999999,631.1469999999999,625.656,667.5880000000001,630.942,642.933,640.914,658.5930000000001,642.6469999999999,634.914,641.665,644.602,630.7080000000001,645.306,655.953,618.064,653.687,636.001,636.8330000000001,632.9830000000001,627.97,612.771,617.555,,,,
24.75,99.0,621.726,616.422,619.195,620.807,621.639,617.989,631.3240000000001,619.438,612.444,613.987,621.778,637.489,623.905,650.344,622.0840000000001,622.8580000000001,623.526,630.16,625.03,635.175,627.553,627.984,646.722,634.688,674.6519999999999,667.8919999999999,628.967,639.62,652.6419999999999,639.216,649.539,639.394,636.439,618.1030000000001,635.514,643.4209999999999,649.121,638.582,665.905,644.732,667.48,652.352,639.035,637.877,630.382,625.014,666.571,631.403,642.493,641.328,659.225,643.624,635.0740000000001,642.6759999999999,646.891,631.645,646.4169999999999,655.005,618.8530000000001,655.202,636.33,636.599,633.075,627.813,613.071,616.923,,,,
25.0,100.0,621.729,615.596,620.613,621.613,622.188,619.771,631.73,619.116,613.186,615.621,623.061,638.5840000000001,624.565,652.015,621.687,622.633,623.201,629.785,624.549,635.871,628.256,628.64,647.595,634.946,673.6139999999999,668.618,630.058,638.827,653.653,640.16,649.0930000000001,639.1419999999999,637.4590000000001,618.474,636.531,643.141,649.076,638.132,666.471,645.132,667.8889999999999,652.3290000000001,638.637,639.4730000000001,631.428,625.552,668.423,629.534,642.8380000000001,643.2330000000001,660.034,643.413,635.105,643.002,645.35,631.536,645.96,656.846,620.222,656.831,636.474,638.014,633.077,626.474,612.979,617.914,,,,
25.25,101.0,622.785,616.477,620.253,621.936,622.404,618.9730000000001,631.335,619.795,612.861,,623.059,639.835,625.215,653.467,622.365,623.909,624.7280000000001,631.078,625.245,636.245,627.852,627.674,647.865,634.765,674.403,669.0219999999999,629.355,638.107,655.323,640.891,650.803,639.495,639.1659999999999,618.548,636.497,644.997,649.884,638.633,665.597,645.198,667.828,653.082,639.39,638.693,631.762,624.429,667.341,630.311,642.524,642.743,659.319,643.646,635.565,641.98,646.025,630.355,645.9630000000001,657.2130000000001,618.724,655.91,637.281,638.11,632.102,627.701,613.672,618.309,,,,
25.5,102.0,621.398,615.811,619.882,622.122,622.899,619.809,631.876,619.341,613.34,614.752,623.621,639.299,624.214,653.371,623.336,623.738,624.425,630.24,626.467,637.2280000000001,629.508,629.087,648.352,635.8430000000001,675.8739999999999,668.795,630.273,639.115,656.427,640.361,651.427,640.307,639.439,619.465,636.649,644.533,649.438,639.241,667.842,645.0219999999999,669.66,653.849,639.4490000000001,638.823,631.299,625.548,668.795,630.561,643.18,643.132,661.039,644.373,636.502,643.385,646.761,631.047,647.73,657.432,618.289,657.575,636.996,638.5509999999999,633.754,628.16,614.181,618.778,,,,
25.75,103.0,622.315,616.875,620.386,622.27,622.263,618.9780000000001,631.3009999999999,620.137,613.413,616.06,623.8009999999999,638.88,624.953,654.665,622.689,624.1759999999999,624.295,631.493,625.7719999999999,637.326,629.192,628.315,647.819,635.906,675.949,668.0219999999999,630.479,639.472,656.842,641.0459999999999,651.873,640.943,638.466,619.148,636.311,644.944,649.965,639.868,667.7280000000001,644.764,671.38,652.763,639.466,639.194,631.6669999999999,625.732,669.079,630.1619999999999,643.83,642.783,660.939,644.052,635.239,643.5169999999999,646.045,631.3240000000001,646.57,657.4730000000001,618.879,658.299,637.221,638.813,633.64,627.5409999999999,614.1709999999999,618.443,,,,
26.0,104.0,622.1419999999999,615.7230000000001,620.424,622.569,622.281,619.2280000000001,631.446,620.626,612.516,616.314,623.59,639.929,624.814,654.184,623.148,625.008,624.474,630.602,626.805,638.656,629.775,628.836,648.751,636.976,676.4,671.0369999999999,629.654,639.4540000000001,658.436,642.815,650.548,641.091,638.139,619.08,638.398,644.94,650.49,640.431,667.909,645.328,671.097,652.997,641.012,639.859,632.298,626.273,669.554,631.033,644.444,643.681,661.7719999999999,644.646,635.714,643.2230000000001,646.856,631.226,646.445,659.174,619.385,657.7739999999999,637.581,638.643,633.114,627.002,613.747,618.414,,,,
26.25,105.0,622.185,616.003,619.685,621.636,621.982,619.18,631.613,620.659,613.4680000000001,614.4540000000001,624.124,638.849,626.441,655.6260000000001,621.619,624.178,624.5319999999999,631.884,626.434,636.89,629.45,628.609,648.688,635.6519999999999,675.382,670.8439999999999,629.924,638.509,658.44,641.356,651.46,641.911,637.93,619.883,636.612,645.934,651.009,640.0409999999999,668.4839999999999,645.22,672.122,653.561,638.823,639.768,632.778,625.229,669.953,630.816,644.409,643.677,663.102,644.476,635.487,643.908,647.623,632.289,647.645,657.5089999999999,619.724,658.052,637.5880000000001,640.087,632.577,627.39,614.009,618.774,,,,
26.5,106.0,622.933,616.549,621.281,623.099,622.382,620.393,632.095,619.918,612.422,615.211,624.383,639.492,625.244,654.774,623.214,623.815,625.431,632.085,626.5880000000001,638.187,629.711,627.881,649.29,635.966,676.9630000000001,671.32,628.491,639.471,657.916,642.033,653.0269999999999,640.87,639.7909999999999,619.226,637.599,644.962,652.734,639.862,668.669,644.925,671.825,654.689,640.549,638.75,632.331,624.866,670.199,630.549,644.036,642.931,663.067,645.138,636.548,643.184,647.67,631.467,647.4540000000001,658.562,619.888,657.279,636.245,639.034,633.297,628.441,613.599,618.612,,,,
26.75,107.0,623.127,615.905,620.6519999999999,623.18,622.148,619.951,632.6569999999999,620.561,613.117,615.4730000000001,624.002,638.814,625.913,656.045,623.128,624.628,625.1080000000001,632.072,625.773,637.495,630.028,629.155,648.766,636.672,675.9060000000001,671.47,629.827,639.7909999999999,659.265,641.52,652.317,641.925,638.414,619.415,638.026,645.607,652.369,639.646,668.1260000000001,644.4490000000001,672.3919999999999,655.1990000000001,639.9119999999999,641.302,631.996,625.048,671.137,631.063,645.178,644.656,662.7710000000001,644.235,634.793,644.241,647.93,631.512,648.285,659.2410000000001,620.278,658.429,636.743,638.387,633.977,628.795,613.832,619.242,,,,
27.0,108.0,623.553,616.529,621.237,623.314,622.716,620.009,632.8430000000001,620.345,613.1709999999999,615.5509999999999,624.3480000000001,639.802,626.925,656.1339999999999,623.185,624.261,625.04,632.444,626.837,637.127,629.705,628.323,648.186,635.547,674.308,671.959,629.773,639.549,659.1060000000001,643.04,651.52,641.1419999999999,638.7719999999999,620.181,637.6619999999999,647.143,653.299,639.841,667.914,644.122,673.245,655.42,640.396,638.876,632.597,625.609,669.712,632.0,644.868,644.528,663.0269999999999,645.383,635.628,642.503,647.607,631.727,646.606,659.138,620.835,657.949,637.592,638.009,633.749,628.567,613.692,619.165,,,,
27.25,109.0,622.883,616.284,620.38,623.533,623.763,619.561,632.4159999999999,619.7919999999999,613.393,614.889,623.631,639.8480000000001,627.0369999999999,656.8480000000001,622.994,625.135,626.059,631.514,626.418,639.0509999999999,629.96,628.8,648.996,637.019,674.9739999999999,671.444,630.655,640.1080000000001,659.067,642.931,652.076,642.391,640.021,619.326,637.682,647.068,652.126,640.092,668.425,644.476,674.0830000000001,653.477,639.944,640.681,632.011,625.375,669.539,631.742,644.802,643.515,661.862,645.048,635.92,643.5219999999999,647.889,632.945,647.003,659.563,620.419,658.663,637.178,639.701,634.08,628.64,614.386,619.077,622.1469999999999,,,
27.5,110.0,623.424,616.4259999999999,620.802,623.638,622.725,619.776,632.234,621.186,613.265,616.274,624.359,642.109,626.264,656.778,623.404,625.336,624.653,632.504,625.969,637.905,629.269,628.881,649.053,635.675,678.7080000000001,672.6210000000001,630.803,641.131,659.952,644.661,652.221,642.371,639.406,619.467,637.434,648.595,652.484,640.693,667.8810000000001,644.649,674.7130000000001,653.4780000000001,641.2040000000001,638.794,633.299,625.18,670.81,632.485,644.485,644.045,663.922,645.922,635.315,644.024,648.03,631.4630000000001,647.0369999999999,660.81,620.8580000000001,658.252,636.747,638.323,634.59,628.4159999999999,613.205,619.587,623.064,659.51,,
27.75,111.0,623.044,616.715,621.566,623.54,623.56,619.604,631.585,619.8530000000001,613.256,616.3340000000001,624.281,641.072,625.867,656.8660000000001,622.939,625.7769999999999,625.12,633.413,626.874,637.295,629.677,629.398,649.997,636.237,675.8439999999999,671.25,629.374,640.2819999999999,659.081,643.18,652.64,641.441,639.53,619.318,637.006,648.9069999999999,653.435,638.987,667.365,644.945,673.597,653.7330000000001,640.364,638.618,631.599,624.794,669.605,632.992,643.63,643.967,663.5060000000001,646.1569999999999,634.059,643.754,645.762,631.295,646.495,659.529,621.239,658.789,637.231,639.597,633.35,627.648,614.7919999999999,620.004,,659.9,,
