TimesH,Frame,NoMissing,1,1,3,3,5,5,7,7,8,8,11,11,12,12,13,13,19,19,24,24,34,34,38,38,39,39,42,42,47,47,51,51,52,52,53,53,54,54,55,55,60,60,61,61,62,62,66,66,70,70,72,72,74,74,76,76,77,77,78,78,79,79,82,82,83,83,86,86,87,87,90,90,92,92,93,93,96,96,99,99,100,100,101,101,102,102,107,107,108,108,110,110,111,111,112,112,116,116,118,118,123,123,124,124,132,132,136,136,137,137,138,138,143,143,145,145,146,146,148,148,149,149,150,150,152,152,156,156,256,256,258,258,403,403,413,413,507,507,610,610
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
112.5,450.0,,197.96200000000002,112.14299999999999,136.642,114.146,82.928,116.1,76.64399999999999,118.235,89.43799999999999,119.133,239.86900000000003,120.609,213.114,118.105,130.822,122.51899999999999,78.377,104.839,91.132,111.62100000000001,131.49200000000002,134.859,192.34799999999998,137.153,59.696000000000005,138.966,206.982,137.15200000000002,229.94799999999998,124.228,84.742,127.419,123.961,128.917,69.482,127.60600000000001,106.76799999999999,128.234,210.19299999999998,129.938,223.81799999999998,130.641,100.155,134.005,104.89200000000001,149.466,73.90899999999999,149.741,222.125,151.89,213.93599999999998,150.006,58.986999999999995,152.885,115.19,154.041,96.464,153.447,240.218,138.214,220.68099999999998,141.797,95.838,140.72,78.585,143.088,267.863,143.253,188.475,144.474,242.18900000000002,145.859,232.166,146.06799999999998,119.84700000000001,147.276,222.433,161.773,60.062,167.012,87.057,167.172,193.09099999999998,165.46200000000002,251.51,165.44,130.71200000000002,162.707,137.30100000000002,168.43900000000002,48.446000000000005,158.648,207.143,155.488,140.704,157.511,245.179,158.44299999999998,71.836,159.245,93.318,161.614,77.067,162.015,237.03599999999997,177.643,200.84799999999998,171.75400000000002,112.335,180.266,64.85300000000001,182.59599999999998,239.387,170.28400000000002,78.342,169.34900000000002,52.09,170.764,98.15700000000001,171.393,244.993,174.533,123.963,176.33700000000002,65.337,174.699,253.792,174.373,122.568,94.978,195.071,98.96799999999999,173.082,134.336,196.393,155.84799999999998,113.31299999999999,171.058,207.104,117.45
112.75,451.0,,198.042,112.12299999999999,136.697,114.19200000000001,82.92200000000001,116.103,76.706,118.25,89.45,119.12899999999999,239.912,120.595,213.097,118.089,130.829,122.54700000000001,78.476,104.822,91.09100000000001,111.62899999999999,131.495,134.849,192.57299999999998,136.983,59.69,138.958,206.997,137.14700000000002,229.94099999999997,124.24600000000001,84.73700000000001,127.435,123.961,128.89700000000002,69.48899999999999,127.598,106.8,128.264,210.19799999999998,129.94,223.834,130.61,100.156,134.003,104.89,149.489,73.899,149.749,222.13400000000001,151.861,213.917,149.985,58.998000000000005,152.89,115.211,154.029,96.492,153.45600000000002,240.215,138.221,220.68599999999998,141.783,95.848,140.72,78.63,143.112,267.85200000000003,143.257,188.481,144.48,242.18900000000002,145.858,232.149,146.069,119.838,147.254,222.453,161.765,60.063,167.03,87.06,167.16,193.16400000000002,165.542,251.55,165.438,130.72299999999998,162.77200000000002,137.244,168.472,48.45,158.632,207.16,155.477,140.615,157.482,245.19400000000002,158.441,71.837,159.235,93.319,161.61,77.081,162.00799999999998,237.02900000000002,177.644,200.894,171.775,112.338,180.275,64.824,182.554,239.40599999999998,170.29,78.358,169.357,52.02,170.69299999999998,98.16799999999999,171.375,244.99599999999998,174.52700000000002,124.0,176.33,65.348,174.72799999999998,253.768,174.36900000000003,122.589,94.944,195.085,98.927,173.12,134.321,196.363,155.856,113.29899999999999,171.046,207.12900000000002,117.48
113.0,452.0,,198.05200000000002,112.12,136.63299999999998,114.12100000000001,82.929,116.115,76.721,118.249,89.45100000000001,119.14399999999999,239.889,120.54899999999999,213.128,118.094,130.81,122.561,78.5,104.85799999999999,91.12200000000001,111.617,131.49200000000002,134.84799999999998,192.38,137.178,59.707,138.95,207.013,137.127,229.97400000000002,124.259,84.738,127.42299999999999,123.975,128.89600000000002,69.495,127.59899999999999,106.792,128.261,210.197,129.929,223.824,130.607,100.162,133.998,104.884,149.497,73.91199999999999,149.74,222.148,151.87,213.92,149.97299999999998,58.992,152.89,115.223,154.02700000000002,96.49,153.452,240.21,138.213,220.687,141.776,95.88,140.714,78.652,143.116,267.839,143.244,188.545,144.43200000000002,242.19400000000002,145.844,232.135,146.076,119.823,147.218,222.47400000000002,161.762,60.059,167.037,87.06200000000001,167.14700000000002,193.16299999999998,165.53400000000002,251.56900000000002,165.435,130.675,162.681,137.244,168.47299999999998,48.456,158.614,207.14700000000002,155.469,140.662,157.509,245.204,158.43200000000002,71.839,159.231,93.32,161.592,77.079,161.997,237.00599999999997,177.673,200.873,171.77700000000002,112.314,180.285,64.891,182.49900000000002,239.4,170.295,78.35600000000001,169.363,52.082,170.701,98.171,171.37599999999998,244.99200000000002,174.53599999999997,124.03200000000001,176.247,65.347,174.72799999999998,253.773,174.378,122.645,94.914,195.06900000000002,98.94,173.09400000000002,134.316,196.33900000000003,155.872,113.291,171.044,207.09,117.429
113.25,453.0,,198.007,112.101,136.674,114.176,82.94,116.12299999999999,76.763,118.23899999999999,89.447,119.134,239.9,120.589,213.09900000000002,118.09200000000001,130.82399999999998,122.57,78.531,104.87799999999999,91.137,111.615,131.485,134.843,192.399,137.173,59.718999999999994,138.939,207.011,137.114,230.00599999999997,124.27600000000001,84.77,127.446,123.96700000000001,128.88299999999998,69.493,127.59100000000001,106.801,128.314,210.208,129.917,223.81799999999998,130.608,100.163,134.00799999999998,104.84,149.517,73.929,149.74,222.148,151.866,213.917,149.94899999999998,58.998000000000005,152.895,115.223,154.019,96.47200000000001,153.446,240.21900000000002,138.218,220.68,141.775,95.88600000000001,140.71200000000002,78.654,143.094,267.847,143.24,188.627,144.389,242.204,145.835,232.141,146.08100000000002,119.811,147.205,222.49599999999998,161.754,60.063,167.03799999999998,87.069,167.137,193.14700000000002,165.55200000000002,251.579,165.43099999999998,130.659,162.69799999999998,137.244,168.437,48.456,158.608,207.14,155.451,140.657,157.511,245.19299999999998,158.431,71.855,159.217,93.323,161.586,77.062,161.988,236.99900000000002,177.68200000000002,200.891,171.783,112.322,180.28099999999998,65.007,182.43,239.429,170.264,78.361,169.361,52.136,170.702,98.164,171.388,244.988,174.533,123.96,176.26,65.34,174.722,253.765,174.382,122.661,94.90700000000001,195.075,98.931,173.081,134.326,196.31599999999997,155.882,113.29700000000001,171.032,207.077,117.45
113.5,454.0,,198.02599999999998,112.094,136.666,114.171,82.976,116.13799999999999,76.794,118.243,89.45200000000001,119.12100000000001,239.88099999999997,120.569,213.115,118.09700000000001,130.861,122.575,78.46300000000001,104.809,91.12799999999999,111.619,131.483,134.864,192.635,136.972,59.723,138.923,207.035,137.10399999999998,230.041,124.265,84.78,127.43,123.964,128.861,69.495,127.595,106.80799999999999,128.361,210.209,129.92700000000002,223.782,130.556,100.166,134.011,104.825,149.526,73.933,149.715,222.148,151.85299999999998,213.90400000000002,149.937,58.99,152.89,115.211,154.017,96.46,153.43200000000002,240.213,138.211,220.676,141.774,95.899,140.72,78.694,143.08,267.85,143.239,188.668,144.33700000000002,242.199,145.822,232.128,146.07299999999998,119.801,147.191,222.502,161.734,60.068999999999996,167.021,87.07600000000001,167.13299999999998,193.16,165.555,251.614,165.44799999999998,130.67600000000002,162.709,137.209,168.423,48.465,158.601,207.14700000000002,155.468,140.563,157.499,245.192,158.431,71.859,159.203,93.311,161.566,77.05199999999999,161.969,237.00099999999998,177.63299999999998,200.873,171.75799999999998,112.3,180.25599999999997,65.065,182.421,239.445,170.24,78.362,169.37099999999998,52.095,170.737,98.17399999999999,171.382,244.97799999999998,174.541,123.90799999999999,176.342,65.344,174.72,253.748,174.36599999999999,122.684,94.898,195.062,98.93,173.097,134.279,196.32,155.843,113.26700000000001,171.007,207.135,117.477
113.75,455.0,,197.988,112.094,136.709,114.12299999999999,82.991,116.145,76.82300000000001,118.271,89.45700000000001,119.118,239.88099999999997,120.56200000000001,213.09099999999998,118.09100000000001,130.829,122.575,78.454,104.80799999999999,91.14399999999999,111.634,131.49200000000002,134.86700000000002,192.34900000000002,137.20600000000002,59.731,138.91,207.018,137.12,230.035,124.27,84.764,127.43700000000001,123.971,128.845,69.5,127.604,106.82700000000001,128.305,210.21900000000002,129.93,223.812,130.615,100.15799999999999,134.037,104.82,149.524,73.933,149.716,222.15200000000002,151.849,213.91099999999997,149.952,58.997,152.884,115.225,154.009,96.471,153.437,240.21200000000002,138.233,220.666,141.762,95.90799999999999,140.724,78.663,143.048,267.849,143.246,188.59799999999998,144.317,242.18400000000003,145.81799999999998,232.135,146.071,119.8,147.17600000000002,222.537,161.737,60.06,167.018,87.08200000000001,167.125,193.125,165.56,251.648,165.44799999999998,130.629,162.759,137.194,168.425,48.468,158.57399999999998,207.138,155.447,140.595,157.44299999999998,245.17700000000002,158.416,71.858,159.2,93.32,161.556,77.041,161.945,237.012,177.65,200.83,171.733,112.289,180.273,65.071,182.37,239.44,170.23,78.385,169.38400000000001,52.021,170.671,98.199,171.375,244.979,174.533,123.848,176.44299999999998,65.373,174.704,253.75799999999998,174.361,122.69200000000001,94.87799999999999,195.054,98.941,173.11900000000003,134.253,196.321,155.872,113.24600000000001,171.01,207.192,117.48100000000001
114.0,456.0,,197.912,112.066,136.717,114.084,83.01,116.166,76.842,118.315,89.463,119.116,239.882,120.617,213.11,118.094,130.784,122.569,78.475,104.85700000000001,91.19200000000001,111.62899999999999,131.529,134.82,192.37099999999998,137.191,59.728,138.91299999999998,207.02599999999998,137.093,230.074,124.291,84.792,127.428,123.959,128.835,69.50399999999999,127.60600000000001,106.835,128.3,210.21400000000003,129.91899999999998,223.812,130.65,100.155,134.036,104.86200000000001,149.5,73.913,149.73,222.146,151.85299999999998,213.886,149.916,59.006,152.869,115.244,153.997,96.43700000000001,153.463,240.208,138.234,220.679,141.763,95.91,140.726,78.668,143.049,267.845,143.24200000000002,188.618,144.358,242.188,145.81799999999998,232.142,146.082,119.795,147.168,222.54,161.727,60.041000000000004,167.005,87.071,167.11900000000003,193.171,165.56799999999998,251.66400000000002,165.438,130.618,162.724,137.189,168.43400000000003,48.468999999999994,158.562,207.143,155.431,140.571,157.425,245.15200000000002,158.41899999999998,71.858,159.191,93.319,161.545,77.042,161.929,237.028,177.63099999999997,200.795,171.745,112.273,180.285,65.086,182.385,239.458,170.19400000000002,78.392,169.391,52.036,170.713,98.189,171.362,244.984,174.52,123.85600000000001,176.38099999999997,65.372,174.69400000000002,253.78099999999998,174.36700000000002,122.71600000000001,94.889,195.037,98.936,173.09799999999998,134.225,196.267,155.869,113.279,171.012,,
114.25,457.0,,197.86,112.06200000000001,136.759,114.14,83.005,116.15700000000001,76.83800000000001,118.325,89.465,119.12,239.888,120.62100000000001,213.144,118.07600000000001,130.791,122.56,78.495,104.845,91.215,111.618,131.528,134.832,192.395,137.21200000000002,59.733999999999995,138.915,207.015,137.092,230.104,124.288,84.84,127.38,123.95200000000001,128.832,69.51,127.603,106.861,128.287,210.218,129.916,223.835,130.705,100.155,134.028,104.804,149.52100000000002,73.943,149.705,222.148,151.834,213.887,149.901,59.007,152.88299999999998,115.235,153.983,96.426,153.451,240.21599999999998,138.217,220.692,141.773,95.943,140.739,78.689,143.029,267.836,143.22799999999998,188.483,144.382,242.201,145.819,232.13299999999998,146.067,119.81700000000001,147.181,222.518,161.719,60.037,167.002,87.085,167.122,193.215,165.546,251.676,165.43400000000003,130.612,162.703,137.192,168.438,48.474,158.555,207.15,155.445,140.623,157.438,245.16400000000002,158.406,71.86,159.19299999999998,93.325,161.525,77.038,161.90200000000002,237.048,177.613,200.782,171.761,112.262,180.283,65.09100000000001,182.359,239.468,170.19299999999998,78.403,169.403,51.998000000000005,170.662,98.19,171.36599999999999,245.002,174.52200000000002,123.759,176.548,65.381,174.668,253.78900000000002,174.364,122.711,94.891,195.05200000000002,98.919,173.11900000000003,134.208,196.283,155.921,113.29899999999999,170.99400000000003,,
114.5,458.0,,197.893,112.036,136.67600000000002,114.15899999999999,83.0,116.161,76.861,118.35600000000001,89.48,119.131,239.863,120.626,213.18400000000003,118.071,130.79,122.569,78.515,104.87700000000001,91.12700000000001,111.637,131.532,134.83100000000002,192.38099999999997,137.22899999999998,59.744,138.91899999999998,207.028,137.09799999999998,230.102,124.26899999999999,84.859,127.42,123.941,128.806,69.514,127.602,106.866,128.248,210.21200000000002,129.92,223.851,130.67700000000002,100.154,134.013,104.811,149.548,73.971,149.69,222.15599999999998,151.817,213.88,149.886,59.016000000000005,152.88,115.262,153.985,96.398,153.472,240.22,138.216,220.695,141.762,95.962,140.743,78.661,143.028,267.83,143.225,188.42700000000002,144.357,242.19099999999997,145.82,232.14700000000002,146.078,119.819,147.17700000000002,222.498,161.716,60.026,167.01,87.103,167.109,193.22099999999998,165.53900000000002,251.722,165.42700000000002,130.579,162.724,137.202,168.40400000000002,48.483000000000004,158.533,207.178,155.469,140.607,157.455,245.17,158.393,71.857,159.187,93.34100000000001,161.50799999999998,77.041,161.892,237.03,177.62099999999998,200.821,171.75599999999997,112.265,180.253,65.10300000000001,182.356,239.46900000000002,170.202,78.41,169.405,52.071000000000005,170.657,98.184,171.362,244.99400000000003,174.546,123.9,176.32299999999998,65.418,174.66299999999998,253.778,174.364,122.708,94.86,195.054,98.906,173.09799999999998,134.15200000000002,196.261,155.915,113.324,171.0,207.31,117.499
114.75,459.0,,197.885,112.029,136.666,114.25399999999999,82.99799999999999,116.146,76.873,118.384,89.494,119.137,239.795,120.646,213.197,118.061,130.769,122.54899999999999,78.559,104.90299999999999,91.15100000000001,111.62100000000001,131.53,134.835,192.342,137.27200000000002,59.743,138.93200000000002,207.02900000000002,137.097,230.115,124.273,84.914,127.416,123.959,128.81,69.517,127.598,106.88799999999999,128.238,210.204,129.907,223.82299999999998,130.65,100.156,133.998,104.787,149.555,73.959,149.68200000000002,222.15200000000002,151.803,213.87,149.874,59.023999999999994,152.881,115.274,153.987,96.391,153.44799999999998,240.208,138.214,220.68599999999998,141.735,95.963,140.745,78.704,143.043,267.83,143.226,188.497,144.35,242.19099999999997,145.815,232.17700000000002,146.084,119.80799999999999,147.168,222.507,161.704,60.028,167.02200000000002,87.105,167.09799999999998,193.227,165.55700000000002,251.79,165.442,130.668,162.671,137.216,168.423,48.479,158.533,207.16,155.44799999999998,140.59799999999998,157.47,245.168,158.381,71.857,159.181,93.33200000000001,161.503,77.05,161.866,237.011,177.627,200.813,171.75,112.286,180.232,65.058,182.387,239.47,170.19099999999997,78.41199999999999,169.43,52.048,170.581,98.182,171.35299999999998,244.984,174.576,123.95700000000001,176.24599999999998,65.402,174.68599999999998,253.77700000000002,174.36900000000003,122.755,94.861,195.06099999999998,98.904,173.084,134.116,196.299,155.829,113.34899999999999,170.995,207.412,117.515
115.0,460.0,,197.892,112.01299999999999,136.775,114.17,83.012,116.17,76.872,118.38600000000001,89.49600000000001,119.156,239.81400000000002,120.65,213.179,118.051,130.804,122.586,78.532,104.895,91.11,111.64,131.486,134.88299999999998,192.274,137.314,59.747,138.934,207.03099999999998,137.12,230.09900000000002,124.234,84.89,127.42200000000001,123.963,128.809,69.509,127.59700000000001,106.902,128.24200000000002,210.204,129.92,223.851,130.62,100.16,133.99200000000002,104.764,149.567,73.972,149.664,222.141,151.828,213.858,149.86,59.03,152.909,115.29799999999999,153.982,96.398,153.409,240.19400000000002,138.216,220.68,141.715,95.98,140.741,78.726,143.043,267.828,143.22899999999998,188.488,144.292,242.197,145.815,232.17700000000002,146.097,119.806,147.17700000000002,222.525,161.691,60.032,167.032,87.104,167.08900000000003,193.197,165.563,251.813,165.419,130.666,162.714,137.221,168.44299999999998,48.49100000000001,158.52200000000002,207.16400000000002,155.466,140.608,157.48,245.144,158.38,71.859,159.175,93.33,161.493,77.04,161.86,237.024,177.62599999999998,200.785,171.72,112.24700000000001,180.26,64.954,182.447,239.533,170.06599999999997,78.42399999999999,169.423,52.111999999999995,170.683,98.17399999999999,171.34,244.97799999999998,174.575,124.001,176.19299999999998,65.35,174.675,253.755,174.38,122.738,94.86200000000001,195.04,98.89200000000001,173.101,134.085,196.275,155.851,113.325,170.985,207.24400000000003,117.475
115.25,461.0,,197.895,111.98899999999999,136.84799999999998,114.16799999999999,83.01700000000001,116.16,76.905,118.37299999999999,89.49600000000001,119.166,239.81099999999998,120.615,213.165,118.04799999999999,130.779,122.59700000000001,78.561,104.905,91.14200000000001,111.647,131.475,134.879,192.266,137.336,59.748999999999995,138.93200000000002,207.06,137.108,230.09400000000002,124.212,84.861,127.427,123.95700000000001,128.803,69.52199999999999,127.595,106.92,128.209,210.21,129.89700000000002,223.888,130.678,100.15799999999999,133.993,104.785,149.545,74.0,149.64600000000002,222.138,151.851,213.842,149.812,59.04600000000001,152.92600000000002,115.322,153.981,96.40299999999999,153.431,240.19099999999997,138.211,220.687,141.715,95.97399999999999,140.746,78.765,143.072,267.824,143.233,188.421,144.39700000000002,242.19799999999998,145.813,232.176,146.107,119.801,147.185,222.56799999999998,161.695,60.038000000000004,167.02700000000002,87.11200000000001,167.081,193.187,165.548,251.822,165.42,130.736,162.72,137.204,168.44400000000002,48.486999999999995,158.523,207.16299999999998,155.486,140.659,157.506,245.137,158.352,71.862,159.162,93.338,161.486,77.039,161.856,236.997,177.628,200.753,171.69799999999998,112.21700000000001,180.28599999999997,64.90100000000001,182.48,239.521,170.05,78.416,169.415,52.173,170.605,98.155,171.325,244.977,174.548,124.02799999999999,176.084,65.367,174.669,253.748,174.37400000000002,122.71,94.84299999999999,195.046,98.87,173.102,134.08,196.298,155.839,113.348,170.97400000000002,207.21099999999998,117.45700000000001
115.5,462.0,,197.87099999999998,111.98899999999999,136.875,114.12299999999999,83.00299999999999,116.148,76.941,118.396,89.51100000000001,119.17,239.78,120.609,213.16,118.06,130.78,122.587,78.546,104.90299999999999,91.15100000000001,111.671,131.486,134.865,192.21400000000003,137.358,59.76,138.938,207.065,137.109,230.11599999999999,124.215,84.87299999999999,127.432,123.955,128.796,69.508,127.6,106.913,128.245,210.19099999999997,129.905,223.87599999999998,130.673,100.155,133.988,104.772,149.534,74.027,149.63,222.137,151.847,213.85,149.816,59.05,152.94,115.329,153.982,96.397,153.41299999999998,240.203,138.209,220.672,141.709,95.994,140.739,78.743,143.031,267.82099999999997,143.238,189.0,144.0,242.205,145.813,232.183,146.101,119.801,147.185,222.59799999999998,161.704,60.041000000000004,167.018,87.116,167.079,193.196,165.571,251.85,165.426,130.684,162.707,137.241,168.453,48.486999999999995,158.524,207.15400000000002,155.481,140.571,157.476,245.125,158.355,71.868,159.166,93.335,161.48,77.033,161.835,237.013,177.61,200.71,171.683,112.23200000000001,180.27900000000002,64.896,182.46400000000003,239.535,170.05599999999998,78.411,169.422,52.185,170.609,98.163,171.31900000000002,244.99099999999999,174.537,124.09200000000001,175.933,65.375,174.657,253.752,174.38099999999997,122.713,94.831,195.023,98.86,173.132,134.091,196.324,155.827,113.337,170.967,207.21099999999998,117.429
115.75,463.0,,197.886,111.979,136.887,114.19200000000001,83.007,116.135,76.957,118.39299999999999,89.54899999999999,119.177,239.773,120.637,213.172,118.071,130.776,122.56,78.567,104.90799999999999,91.109,111.656,131.48,134.856,192.21200000000002,137.358,59.75899999999999,138.933,207.074,137.112,230.106,124.199,84.859,127.42399999999999,123.947,128.778,69.507,127.598,106.89399999999999,128.194,210.199,129.903,223.88099999999997,130.72799999999998,100.148,133.991,104.79,149.529,74.021,149.634,222.123,151.849,213.85299999999998,149.841,59.049,152.936,115.359,153.975,96.37200000000001,153.41899999999998,240.21400000000003,138.19899999999998,220.671,141.697,95.98700000000001,140.73,78.76,143.02700000000002,267.815,143.227,188.435,144.317,242.2,145.8,232.185,146.08700000000002,119.81200000000001,147.19299999999998,222.642,161.705,60.044,167.042,87.11399999999999,167.07299999999998,193.19,165.555,251.856,165.40200000000002,130.627,162.635,137.21200000000002,168.445,48.493,158.50799999999998,207.16299999999998,155.455,140.556,157.48,245.15099999999998,158.32299999999998,71.874,159.172,93.339,161.516,77.047,161.84799999999998,236.987,177.61,200.7,171.687,112.245,180.278,64.87899999999999,182.457,239.55200000000002,170.063,78.425,169.43400000000003,52.166000000000004,170.44299999999998,98.17,171.303,244.983,174.548,124.045,176.1,65.41199999999999,174.62400000000002,253.738,174.37400000000002,122.709,94.834,195.03900000000002,98.824,173.12099999999998,134.058,196.34900000000002,155.826,113.32700000000001,170.968,207.265,117.415
116.0,464.0,,197.81799999999998,111.97,136.843,114.206,83.03200000000001,116.131,76.96,118.348,89.564,119.17399999999999,239.796,120.671,213.146,118.073,130.77,122.57600000000001,78.58,104.905,91.13600000000001,111.62700000000001,131.481,134.868,192.192,137.376,59.773,138.93,207.081,137.086,230.106,124.221,84.899,127.39,123.94,128.778,69.51899999999999,127.594,106.89399999999999,128.19799999999998,210.2,129.894,223.87599999999998,130.705,100.155,133.977,104.796,149.513,74.01100000000001,149.629,222.12400000000002,151.825,213.86,149.844,59.04600000000001,152.938,115.387,153.969,96.385,153.395,240.22299999999998,138.19799999999998,220.657,141.685,95.995,140.70600000000002,78.758,143.025,267.813,143.235,188.38,144.28799999999998,242.185,145.78799999999998,232.196,146.095,119.811,147.19299999999998,222.65599999999998,161.707,60.042,167.028,87.11,167.072,193.2,165.58599999999998,251.86,165.40900000000002,130.569,162.667,137.18200000000002,168.40200000000002,48.497,158.507,207.18,155.469,140.634,157.523,245.12599999999998,158.339,71.877,159.178,93.346,161.501,77.066,161.852,236.976,177.618,200.646,171.648,112.26899999999999,180.278,64.96,182.416,239.56,170.054,78.408,169.44099999999997,52.221000000000004,170.479,98.18700000000001,171.298,244.97799999999998,174.515,124.01100000000001,176.173,65.39399999999999,174.59400000000002,253.76,174.38299999999998,122.712,94.811,195.05200000000002,98.848,173.08900000000003,134.054,196.331,155.82399999999998,113.294,170.951,207.287,117.40899999999999
116.25,465.0,,197.801,111.975,136.845,114.305,83.031,116.132,76.973,118.322,89.557,119.175,239.821,120.697,213.13400000000001,118.061,130.798,122.57,78.645,104.934,91.189,111.605,131.528,134.842,192.175,137.41,59.769,138.938,207.092,137.05700000000002,230.09799999999998,124.238,84.932,127.375,123.93700000000001,128.764,69.53,127.59299999999999,106.891,128.164,210.22,129.884,223.896,130.737,100.15700000000001,133.987,104.756,149.518,74.028,149.602,222.128,151.829,213.87,149.857,59.047,152.944,115.431,153.967,96.40899999999999,153.387,240.21900000000002,138.22799999999998,220.66099999999997,141.67600000000002,96.00399999999999,140.702,78.763,143.012,267.80400000000003,143.236,188.455,144.355,242.19099999999997,145.784,232.204,146.088,119.83,147.213,222.66099999999997,161.70600000000002,60.038000000000004,167.024,87.124,167.05900000000003,193.167,165.61,251.875,165.396,130.60299999999998,162.668,137.184,168.412,48.501999999999995,158.494,207.195,155.452,140.554,157.501,245.13400000000001,158.333,71.881,159.168,93.352,161.485,77.066,161.852,236.97799999999998,177.639,200.623,171.641,112.27600000000001,180.275,65.013,182.398,239.593,170.051,78.414,169.44,52.227,170.425,98.184,171.28900000000002,244.997,174.52700000000002,123.944,176.325,65.38600000000001,174.59400000000002,253.757,174.38,122.734,94.81700000000001,195.012,98.84100000000001,173.07,134.036,196.33,155.815,113.303,170.93599999999998,207.231,117.38600000000001
116.5,466.0,,197.80900000000003,111.96799999999999,136.876,114.368,83.03399999999999,116.13,76.99600000000001,118.355,89.559,119.166,239.82,120.727,213.137,118.053,130.812,122.587,78.675,104.926,91.18299999999999,111.603,131.518,134.85399999999998,192.15,137.429,59.776,138.92600000000002,207.102,137.053,230.137,124.259,84.916,127.32600000000001,123.95200000000001,128.76,69.532,127.589,106.87799999999999,128.17600000000002,210.225,129.886,223.888,130.703,100.15899999999999,133.974,104.822,149.493,74.04,149.60299999999998,222.118,151.832,213.878,149.864,59.052,152.95600000000002,115.449,153.959,96.439,153.374,240.24200000000002,138.236,220.673,141.667,96.00200000000001,140.673,78.78699999999999,143.006,267.811,143.231,188.549,144.334,242.192,145.789,232.209,146.112,119.82700000000001,147.204,222.706,161.69899999999998,60.05,167.017,87.12700000000001,167.054,193.11599999999999,165.554,251.916,165.392,130.51,162.639,137.22,168.455,48.504,158.482,207.203,155.468,140.614,157.483,245.142,158.336,71.889,159.175,93.35,161.469,77.075,161.851,236.972,177.64700000000002,200.61,171.602,112.235,180.335,65.033,182.392,239.61,170.03599999999997,78.418,169.43200000000002,52.3,170.575,98.212,171.293,244.99900000000002,174.52599999999998,123.984,176.362,65.41,174.583,253.757,174.387,122.74,94.819,195.016,98.809,173.058,134.085,196.31,155.841,113.27600000000001,170.922,207.1,117.31299999999999
116.75,467.0,,197.762,111.95299999999999,136.851,114.47399999999999,83.045,116.14299999999999,76.99,118.345,89.552,119.15799999999999,239.81,120.73200000000001,213.122,118.036,130.83,122.59200000000001,78.737,104.973,91.14200000000001,111.634,131.519,134.878,192.11599999999999,137.422,59.777,138.93200000000002,207.09900000000002,137.009,230.153,124.26799999999999,84.905,127.338,123.95100000000001,128.762,69.536,127.59200000000001,106.882,128.125,210.22299999999998,129.876,223.88099999999997,130.713,100.15700000000001,133.955,104.855,149.49200000000002,74.035,149.591,222.11,151.856,213.887,149.864,59.06399999999999,152.959,115.464,153.953,96.421,153.362,240.245,138.227,220.68400000000003,141.683,95.999,140.656,78.788,143.014,267.808,143.226,188.39700000000002,144.32299999999998,242.178,145.773,232.204,146.112,119.829,147.208,222.7,161.678,60.055,167.02,87.13799999999999,167.042,193.07,165.545,251.93200000000002,165.398,130.596,162.667,137.235,168.455,48.512,158.457,207.21,155.451,140.57299999999998,157.44,245.166,158.32399999999998,71.892,159.17,93.345,161.44799999999998,77.079,161.841,236.997,177.61900000000003,200.625,171.576,112.24600000000001,180.34099999999998,65.03699999999999,182.394,239.639,170.03400000000002,78.431,169.43099999999998,52.22,170.56900000000002,98.196,171.27200000000002,245.00099999999998,174.517,124.029,176.05900000000003,65.391,174.58700000000002,253.769,174.392,122.751,94.807,195.016,98.829,172.998,134.016,196.354,155.842,113.26899999999999,170.91099999999997,207.075,117.29799999999999
