TimesH,Frame,NoMissing,1,1,3,3,5,5,7,7,8,8,11,11,12,12,13,13,19,19,24,24,34,34,38,38,39,39,42,42,47,47,51,51,52,52,53,53,54,54,55,55,60,60,61,61,62,62,66,66,70,70,72,72,74,74,76,76,77,77,78,78,79,79,82,82,83,83,86,86,87,87,90,90,92,92,93,93,96,96,99,99,100,100,101,101,102,102,107,107,108,108,110,110,111,111,112,112,116,116,118,118,123,123,124,124,132,132,136,136,137,137,138,138,143,143,145,145,146,146,148,148,149,149,150,150,152,152,156,156,256,256,258,258,403,403,413,413,507,507,610,610
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
58.5,234.0,,199.537,113.186,137.878,115.27799999999999,83.06,116.49,76.421,118.41799999999999,89.488,119.52,239.975,120.741,212.864,119.163,131.459,123.15,78.513,105.805,90.98700000000001,112.309,132.591,136.596,194.05900000000003,136.063,58.665,138.436,207.359,138.863,230.043,123.87,85.04,127.12799999999999,123.647,128.35299999999998,69.363,128.58,106.771,130.017,210.6,130.069,224.97400000000002,132.81,100.509,133.45,108.007,149.257,73.509,150.457,222.765,151.898,214.99200000000002,151.80700000000002,58.89,153.474,116.139,154.99,95.846,155.265,239.468,140.468,221.002,141.882,95.191,142.767,78.207,143.58,268.63,143.961,186.02599999999998,144.264,242.56900000000002,146.417,231.535,148.333,120.175,148.24,222.227,163.662,62.181999999999995,164.78900000000002,88.02600000000001,167.30700000000002,194.252,166.437,251.489,166.296,130.686,166.273,138.016,169.05700000000002,49.049,158.393,207.09,155.672,141.38299999999998,158.105,245.84599999999998,159.02700000000002,71.915,159.428,94.13799999999999,161.786,76.946,161.672,237.92,179.32,202.233,183.4,112.772,180.908,66.26899999999999,182.067,240.017,170.945,78.59100000000001,169.703,52.483999999999995,171.222,98.86200000000001,171.81099999999998,246.185,174.72400000000002,123.66799999999999,176.91099999999997,65.71300000000001,174.794,255.59900000000002,175.356,123.559,95.354,196.203,100.417,173.73,135.47899999999998,195.482,159.439,112.74,171.583,207.327,117.569
58.75,235.0,,199.519,113.19200000000001,137.892,115.25299999999999,83.05,116.50399999999999,76.411,118.413,89.499,119.50399999999999,239.965,120.736,212.863,119.16799999999999,131.434,123.12200000000001,78.492,105.802,90.96,112.37100000000001,132.58100000000002,136.613,194.045,136.042,58.676,138.439,207.368,138.811,230.03400000000002,123.84299999999999,85.029,127.115,123.45299999999999,128.317,69.363,128.562,106.741,130.108,210.59799999999998,130.07299999999998,224.965,132.79399999999998,100.49600000000001,133.537,108.00399999999999,149.255,73.46,150.451,222.78400000000002,151.92,214.986,151.836,58.88,153.46200000000002,116.103,154.98,95.846,155.248,239.50799999999998,140.488,220.99900000000002,141.884,95.208,142.716,78.222,143.59799999999998,268.628,143.965,186.058,144.29399999999998,242.584,146.408,231.546,148.278,120.176,148.244,222.253,163.648,62.176,164.77700000000002,88.01799999999999,167.301,194.265,166.46599999999998,251.482,166.296,130.672,166.253,138.032,169.071,49.049,158.403,207.09099999999998,155.65200000000002,141.38299999999998,158.113,245.852,159.015,71.92,159.418,94.12200000000001,161.783,76.95,161.684,237.868,179.28900000000002,202.12599999999998,183.361,112.785,180.91099999999997,66.209,182.08,240.02700000000002,170.91400000000002,78.582,169.692,52.50899999999999,171.24200000000002,98.853,171.81599999999997,246.204,174.792,123.68,176.93200000000002,65.66,174.77200000000002,255.56400000000002,175.35,123.575,95.35600000000001,196.19400000000002,100.432,173.736,135.452,195.50400000000002,159.529,112.734,171.582,207.273,117.553
59.0,236.0,,199.49400000000003,113.20200000000001,137.9,115.311,83.036,116.50200000000001,76.405,118.42299999999999,89.49700000000001,119.509,239.952,120.721,212.854,119.165,131.428,123.116,78.473,105.804,90.965,112.365,132.56,136.605,194.028,136.041,58.663999999999994,138.442,207.34599999999998,138.80200000000002,230.02200000000002,123.836,85.015,127.119,123.435,128.293,69.363,128.54399999999998,106.71,130.184,210.602,130.077,224.997,132.829,100.48700000000001,133.52200000000002,107.991,149.252,73.454,150.464,222.796,151.939,214.987,151.87,58.878,153.44899999999998,116.101,154.983,95.853,155.253,239.388,140.625,221.003,141.889,95.196,142.691,78.207,143.605,268.626,143.94899999999998,186.076,144.311,242.581,146.399,231.549,148.22899999999998,120.163,148.233,222.27200000000002,163.639,62.183,164.783,88.01700000000001,167.301,194.268,166.46900000000002,251.484,166.3,130.67700000000002,166.233,138.055,169.058,49.044,158.409,207.09400000000002,155.642,141.366,158.095,245.84599999999998,159.012,71.905,159.407,94.119,161.791,76.937,161.687,237.887,179.27200000000002,202.063,183.412,112.76100000000001,180.90900000000002,66.291,182.088,240.021,170.90400000000002,78.559,169.673,52.431000000000004,171.171,98.835,171.826,246.233,174.882,123.67399999999999,176.93599999999998,65.694,174.812,255.524,175.31900000000002,123.62,95.37200000000001,196.172,100.412,173.72299999999998,135.455,195.493,159.534,112.772,171.59400000000002,207.27700000000002,117.569
59.25,237.0,,199.47299999999998,113.211,137.906,115.28399999999999,83.01899999999999,116.507,76.39399999999999,118.412,89.48200000000001,119.51,239.96900000000002,120.73200000000001,212.822,119.161,131.418,123.124,78.47,105.81299999999999,91.06,112.33200000000001,132.53799999999998,136.601,194.023,136.03799999999998,58.653999999999996,138.447,207.30900000000003,138.773,230.02,123.82700000000001,85.0,127.146,123.40700000000001,128.273,69.368,128.539,106.685,130.314,210.604,130.075,224.947,132.884,100.484,133.531,107.98,149.252,73.439,150.439,222.81099999999998,151.963,214.99400000000003,151.874,58.876999999999995,153.467,116.115,154.97899999999998,95.845,155.254,239.388,140.638,221.00900000000001,141.903,95.189,142.636,78.19800000000001,143.6,268.616,143.939,185.99400000000003,144.3,242.58700000000002,146.39700000000002,231.543,148.211,120.152,148.208,222.296,163.62,62.198,164.78,88.01799999999999,167.30599999999998,194.245,166.451,251.47400000000002,166.297,130.688,166.187,138.039,169.075,49.045,158.403,207.092,155.623,141.355,158.091,245.847,159.015,71.908,159.399,94.119,161.80100000000002,76.934,161.68200000000002,237.90900000000002,179.25599999999997,202.048,183.40599999999998,112.78,180.88299999999998,66.279,182.13299999999998,240.015,170.895,78.545,169.65599999999998,52.511,171.204,98.825,171.83599999999998,246.21900000000002,174.862,123.655,176.947,65.74600000000001,174.827,255.46900000000002,175.278,123.579,95.376,196.173,100.40899999999999,173.733,135.49200000000002,195.41299999999998,159.57299999999998,112.82600000000001,171.61700000000002,207.25400000000002,117.57600000000001
59.5,238.0,,199.44,113.221,137.89700000000002,115.318,83.02,116.477,76.385,118.404,89.508,119.53,239.956,120.729,212.826,119.15899999999999,131.37,123.104,78.497,105.814,91.072,112.277,132.524,136.579,194.044,136.017,58.641000000000005,138.452,207.3,138.759,229.975,123.83,84.999,127.155,123.37899999999999,128.282,69.352,128.528,106.65299999999999,130.451,210.59900000000002,130.096,224.96099999999998,132.90200000000002,100.48700000000001,133.52,107.96799999999999,149.254,73.377,150.444,222.808,151.974,214.97099999999998,151.869,58.867,153.452,116.10600000000001,154.97799999999998,95.865,155.243,239.385,140.648,221.02,141.90200000000002,95.186,142.62,78.19,143.594,268.596,143.957,185.99,144.292,242.571,146.401,231.57299999999998,148.134,120.149,148.195,222.34099999999998,163.60299999999998,62.18600000000001,164.782,88.007,167.308,194.232,166.446,251.46599999999998,166.294,130.74,166.09400000000002,138.012,169.083,49.043,158.41299999999998,207.092,155.64,141.365,158.076,245.83700000000002,159.009,71.903,159.394,94.094,161.817,76.928,161.686,237.873,179.261,202.11700000000002,183.24,112.772,180.872,66.263,182.138,240.00799999999998,170.92,78.539,169.653,52.54,171.21400000000003,98.82,171.832,246.218,174.857,123.67200000000001,176.94299999999998,65.76100000000001,174.85299999999998,255.422,175.222,123.545,95.40799999999999,196.15599999999998,100.39399999999999,173.708,135.475,195.396,159.607,112.844,171.608,207.158,117.539
59.75,239.0,,199.418,113.23100000000001,137.994,115.241,83.015,116.469,76.39399999999999,118.412,89.49700000000001,119.53,239.965,120.736,212.83900000000003,119.154,131.35,123.06299999999999,78.48,105.819,91.075,112.28,132.489,136.554,194.048,135.991,58.647,138.46,207.296,138.707,229.99900000000002,123.82,84.995,127.155,123.37100000000001,128.275,69.344,128.505,106.652,130.43200000000002,210.59,130.09799999999998,224.99099999999999,132.922,100.479,133.512,107.95100000000001,149.255,73.376,150.431,222.808,151.987,214.96599999999998,151.872,58.868,153.457,116.11,154.984,95.853,155.25799999999998,239.38299999999998,140.643,221.013,141.914,95.166,142.577,78.184,143.588,268.579,143.95,187.747,144.82299999999998,242.58,146.39700000000002,231.581,148.09,120.12799999999999,148.187,222.39,163.605,62.198,164.791,87.995,167.312,194.26,166.446,251.46,166.28900000000002,130.703,166.173,137.993,169.09099999999998,49.037,158.421,207.081,155.63299999999998,141.343,158.079,245.81900000000002,159.007,71.89399999999999,159.405,94.09200000000001,161.822,76.908,161.668,237.889,179.25400000000002,202.065,183.28400000000002,112.79700000000001,180.84400000000002,66.274,182.101,239.997,170.917,78.532,169.648,52.467,171.178,98.815,171.829,246.24200000000002,174.924,123.67200000000001,176.949,65.79,174.87099999999998,255.43400000000003,175.28400000000002,123.544,95.43,196.157,100.398,173.72,135.459,195.40599999999998,159.567,112.85799999999999,171.59,207.145,117.54899999999999
60.0,240.0,,199.40200000000002,113.23200000000001,138.013,115.264,83.008,116.476,76.399,118.40100000000001,89.49,119.524,239.977,120.74600000000001,212.787,119.15100000000001,131.341,123.051,78.473,105.822,91.06200000000001,112.27,132.482,136.559,194.046,135.977,58.643,138.46,207.265,138.67700000000002,229.972,123.76700000000001,84.98200000000001,127.155,123.374,128.253,69.3,128.498,106.62700000000001,130.476,210.581,130.095,224.97099999999998,132.91299999999998,100.47399999999999,133.50799999999998,107.939,149.25799999999998,73.385,150.44,222.81099999999998,151.99,214.959,151.863,58.86,153.457,116.084,154.974,95.881,155.246,239.394,140.649,221.012,141.92600000000002,95.154,142.547,78.183,143.58700000000002,268.575,143.944,188.0,145.0,242.572,146.398,231.579,148.082,120.12200000000001,148.186,222.43900000000002,163.60299999999998,62.18899999999999,164.8,87.99799999999999,167.31099999999998,194.261,166.458,251.455,166.28900000000002,130.639,166.21,137.981,169.08,49.028,158.438,207.078,155.62,141.38299999999998,158.079,245.815,159.002,71.88600000000001,159.4,94.071,161.832,76.89699999999999,161.681,237.861,179.257,201.986,183.295,112.764,180.81799999999998,66.332,182.06099999999998,240.002,170.90200000000002,78.533,169.643,52.387,171.243,98.80799999999999,171.83,246.248,174.951,123.656,176.959,65.804,174.87599999999998,255.484,175.30900000000003,123.53299999999999,95.42399999999999,196.15200000000002,100.402,173.743,135.44799999999998,195.398,159.537,112.863,171.56599999999997,207.062,117.476
60.25,241.0,,199.386,113.256,138.004,115.22399999999999,82.99600000000001,116.49,76.387,118.398,89.49799999999999,119.505,239.976,120.762,212.74400000000003,119.14299999999999,131.336,123.03299999999999,78.457,105.825,90.965,112.249,132.515,136.569,194.02599999999998,135.972,58.641000000000005,138.474,207.243,138.661,229.975,123.777,84.97,127.171,123.36200000000001,128.216,69.295,128.486,107.0,130.0,210.576,130.091,225.00099999999998,132.916,100.476,133.507,107.927,149.256,73.391,150.45600000000002,222.805,152.006,214.954,151.852,58.841,153.454,116.04,154.96,95.84899999999999,155.253,239.38400000000001,140.658,221.003,141.933,95.14,142.516,78.172,143.58100000000002,268.57099999999997,143.945,188.0,145.0,242.574,146.401,231.55,148.096,120.134,148.189,222.44799999999998,163.583,62.18899999999999,164.808,87.99,167.315,194.264,166.47,251.455,166.28900000000002,130.58700000000002,166.22099999999998,137.977,169.101,49.023,158.453,207.079,155.625,141.365,158.07399999999998,245.797,159.001,71.868,159.381,94.04799999999999,161.84799999999998,76.89699999999999,161.691,237.84900000000002,179.238,202.082,183.291,112.775,180.80900000000003,66.267,182.071,240.003,170.889,78.52600000000001,169.63299999999998,52.335,171.188,98.807,171.83900000000003,246.24200000000002,174.93900000000002,123.669,176.981,65.795,174.84799999999998,255.43900000000002,175.30599999999998,123.51700000000001,95.42,196.148,100.413,173.722,135.445,195.438,159.524,112.814,171.548,207.00799999999998,117.44
60.5,242.0,,199.358,113.266,137.965,115.2,82.994,116.475,76.375,118.416,89.51100000000001,119.494,239.963,120.744,212.72799999999998,119.13799999999999,131.33,123.024,78.419,105.83200000000001,91.036,112.266,132.504,136.567,194.019,135.968,58.641999999999996,138.472,207.21900000000002,138.667,229.956,123.78399999999999,84.962,127.169,123.366,128.16299999999998,69.301,128.481,107.0,130.0,210.575,130.088,224.99,132.94,100.527,133.471,107.917,149.249,73.362,150.47799999999998,222.794,152.05700000000002,214.953,151.871,58.848,153.45,115.991,154.953,95.829,155.27700000000002,239.385,140.673,221.00400000000002,141.954,95.149,142.453,78.17699999999999,143.586,268.55400000000003,143.929,186.149,144.392,242.592,146.398,231.576,148.041,120.12299999999999,148.183,222.482,163.555,62.18,164.80599999999998,87.984,167.31799999999998,194.41099999999997,166.517,251.453,166.283,130.606,166.157,137.969,169.114,49.018,158.467,207.079,155.626,141.373,158.059,245.787,159.009,71.868,159.376,94.03399999999999,161.855,76.862,161.67,237.82299999999998,179.207,202.017,183.168,112.79,180.785,66.283,182.09,239.997,170.895,78.528,169.63299999999998,52.353,171.172,98.796,171.842,246.232,174.88,123.679,176.97,65.75399999999999,174.851,255.442,175.317,123.50399999999999,95.42299999999999,196.15900000000002,100.436,173.735,135.454,195.412,159.536,112.806,171.518,207.02,117.464
60.75,243.0,,199.357,113.273,137.936,115.26899999999999,83.001,116.486,76.36,118.40299999999999,89.512,119.51100000000001,239.954,120.743,212.733,119.126,131.313,123.01700000000001,78.37899999999999,105.81200000000001,91.01799999999999,112.286,132.491,136.566,194.00900000000001,135.946,58.66,138.465,207.21,138.67,229.977,123.818,84.965,127.154,123.36,128.16299999999998,69.30199999999999,128.47799999999998,106.55,130.421,210.56799999999998,130.08700000000002,225.02700000000002,132.97299999999998,100.505,133.45600000000002,107.90899999999999,149.253,73.358,150.48,222.803,152.05200000000002,214.93400000000003,151.875,58.836999999999996,153.455,115.986,154.94799999999998,95.84100000000001,155.279,239.37599999999998,140.675,221.01,141.964,95.134,142.39700000000002,78.17399999999999,143.572,268.55,143.933,186.252,144.41299999999998,242.59099999999998,146.405,231.58599999999998,148.02700000000002,120.125,148.179,222.5,163.536,62.18600000000001,164.81,87.98200000000001,167.324,194.37900000000002,166.533,251.44,166.278,130.611,166.176,137.96200000000002,169.077,49.006,158.475,207.072,155.636,141.368,158.061,245.768,159.019,71.86399999999999,159.369,94.00200000000001,161.866,76.83800000000001,161.684,237.812,179.19,202.082,183.239,112.838,180.755,66.256,182.101,239.96900000000002,170.928,78.513,169.632,52.38399999999999,171.17,98.795,171.83900000000003,246.208,174.86900000000003,123.693,176.995,65.71300000000001,174.84,255.38099999999997,175.245,123.493,95.399,196.144,100.415,173.69299999999998,135.425,195.454,159.38299999999998,112.795,171.524,207.032,117.51700000000001
61.0,244.0,,199.333,113.29,137.974,115.324,82.995,116.493,76.36,118.40299999999999,89.494,119.523,239.956,120.76100000000001,212.72299999999998,119.125,131.281,123.006,78.324,105.837,91.015,112.289,132.486,136.576,194.028,135.944,58.663000000000004,138.47799999999998,207.21900000000002,138.667,229.983,123.87200000000001,84.947,127.13799999999999,123.376,128.165,69.298,128.471,106.507,130.417,210.56799999999998,130.083,225.07299999999998,133.004,100.494,133.45,107.89200000000001,149.252,73.33800000000001,150.47299999999998,222.80200000000002,152.078,214.928,151.882,58.82899999999999,153.46200000000002,115.963,154.938,95.865,155.256,239.36900000000003,140.683,221.00099999999998,141.96200000000002,95.131,142.366,78.172,143.569,268.54900000000004,143.934,186.278,144.42600000000002,242.59599999999998,146.403,231.579,148.029,120.09899999999999,148.172,222.521,163.519,62.181999999999995,164.81400000000002,87.98,167.31799999999998,194.385,166.528,251.44,166.273,130.649,166.172,137.963,169.06900000000002,49.005,158.488,207.06799999999998,155.638,141.31,158.042,245.796,159.006,71.851,159.357,93.975,161.868,76.829,161.692,237.75799999999998,179.204,202.09799999999998,183.24400000000003,112.825,180.787,66.259,182.143,239.97299999999998,170.919,78.515,169.636,52.388000000000005,171.199,98.785,171.84799999999998,246.19,174.78400000000002,123.704,177.007,65.74,174.863,255.387,175.253,123.514,95.43,196.15,100.454,173.683,135.442,195.442,159.351,112.78299999999999,171.52200000000002,207.02599999999998,117.551
61.25,245.0,,199.31799999999998,113.303,137.951,115.412,82.984,116.516,76.34899999999999,118.40299999999999,89.49700000000001,119.523,239.93200000000002,120.76100000000001,212.69400000000002,119.12100000000001,131.283,123.016,78.29899999999999,105.85700000000001,90.99600000000001,112.29799999999999,132.464,136.572,194.002,135.947,58.648999999999994,138.472,207.235,138.634,229.987,123.859,84.941,127.12100000000001,123.34,128.168,69.309,128.463,106.509,130.446,210.548,130.08,225.049,132.988,100.47399999999999,133.461,107.882,149.25799999999998,73.348,150.488,222.801,152.06799999999998,214.916,151.852,58.818999999999996,153.467,115.944,154.917,95.869,155.27,239.37099999999998,140.686,221.002,141.97,95.12700000000001,142.32299999999998,78.175,143.571,268.536,143.937,186.24599999999998,144.44899999999998,242.602,146.401,231.58900000000003,147.968,120.08,148.149,222.554,163.517,62.161,164.833,87.976,167.321,194.197,166.429,251.43,166.269,130.715,166.078,137.989,169.05599999999998,48.985,158.503,207.067,155.65200000000002,141.306,158.046,245.771,159.007,71.844,159.364,93.963,161.875,76.829,161.694,237.77900000000002,179.208,202.097,183.25599999999997,112.81299999999999,180.767,66.241,182.118,239.94799999999998,170.933,78.512,169.63,52.34,171.19,98.772,171.859,246.165,174.704,123.709,177.014,65.734,174.832,255.332,175.24200000000002,123.49,95.46600000000001,196.138,100.42299999999999,173.671,135.44899999999998,195.476,159.254,112.844,171.52,207.081,117.56200000000001
61.5,246.0,,199.301,113.30799999999999,137.872,115.367,82.971,116.512,76.305,118.38,89.51700000000001,119.50399999999999,239.929,120.764,212.669,119.132,131.29399999999998,123.00200000000001,78.278,105.85,90.93700000000001,112.272,132.446,136.56799999999998,193.983,135.93200000000002,58.655,138.469,207.238,138.591,229.94,123.836,84.935,127.15700000000001,123.395,128.142,69.297,128.446,106.505,130.526,210.549,130.078,225.03799999999998,132.97899999999998,100.45100000000001,133.465,107.87200000000001,149.256,73.311,150.487,222.81099999999998,152.08700000000002,214.91099999999997,151.855,58.813,153.472,115.896,154.908,95.868,155.276,239.361,140.71,220.998,141.975,95.126,142.31799999999998,78.186,143.55700000000002,268.518,143.94,186.215,144.49,242.604,146.407,231.6,147.951,120.07600000000001,148.141,222.56900000000002,163.501,62.168,164.83900000000003,87.96600000000001,167.332,194.187,166.455,251.43200000000002,166.264,130.709,166.05,137.975,169.015,48.98,158.506,207.067,155.653,141.289,158.046,245.778,158.984,71.84899999999999,159.36700000000002,93.956,161.877,76.833,161.71,237.79,179.204,202.05900000000003,183.34099999999998,112.853,180.72,66.202,182.149,239.935,170.949,78.49600000000001,169.622,52.298,171.236,98.755,171.862,246.15599999999998,174.73,123.738,177.075,65.74600000000001,174.845,255.37099999999998,175.233,123.493,95.449,196.132,100.397,173.649,135.447,195.433,159.327,112.905,171.516,207.003,117.477
61.75,247.0,,199.28900000000002,113.311,137.862,115.40100000000001,82.963,116.509,76.286,118.38799999999999,89.492,119.508,239.91099999999997,120.757,212.678,119.12200000000001,131.278,122.988,78.25399999999999,105.86200000000001,90.94,112.27,132.435,136.565,193.984,135.92600000000002,58.663999999999994,138.464,207.215,138.584,229.921,123.82600000000001,84.93700000000001,127.15100000000001,123.381,128.15200000000002,69.288,128.43,106.51100000000001,130.569,210.53799999999998,130.066,225.09900000000002,132.963,100.44,133.466,107.86200000000001,149.259,73.316,150.483,222.821,152.08700000000002,214.90599999999998,151.845,58.818000000000005,153.47299999999998,115.875,154.898,95.89200000000001,155.252,239.362,140.708,220.99599999999998,141.982,95.12700000000001,142.27700000000002,78.173,143.566,268.494,143.939,186.05599999999998,144.436,242.606,146.404,231.59099999999998,147.95600000000002,120.065,148.11700000000002,222.53799999999998,163.52200000000002,62.145,164.861,87.95700000000001,167.33700000000002,194.179,166.477,251.42700000000002,166.25799999999998,130.791,166.042,137.96200000000002,169.018,48.977,158.513,207.06900000000002,155.65,141.30200000000002,158.04,245.774,158.975,71.85300000000001,159.369,93.94,161.875,76.851,161.731,237.78400000000002,179.217,201.90099999999998,183.329,112.887,180.732,66.12100000000001,182.16099999999997,239.92700000000002,170.96900000000002,78.48899999999999,169.615,52.357,171.222,98.749,171.864,246.15,174.65400000000002,123.728,177.11700000000002,65.704,174.847,255.352,175.231,123.491,95.455,196.106,100.39200000000001,173.657,135.445,195.424,159.281,112.969,171.523,207.028,117.507
62.0,248.0,,199.25900000000001,113.315,137.86700000000002,115.45299999999999,82.95100000000001,116.515,76.291,118.40299999999999,89.48700000000001,119.51799999999999,239.908,120.74700000000001,212.674,119.124,131.275,122.988,78.251,105.88,90.91,112.275,132.42,136.556,193.975,135.914,58.665,138.472,207.206,138.55700000000002,229.90099999999998,123.794,84.941,127.14299999999999,123.387,128.149,69.291,128.429,106.50299999999999,130.601,210.544,130.072,225.058,132.951,100.435,133.474,107.852,149.267,73.282,150.47899999999998,222.81400000000002,152.092,214.90400000000002,151.855,58.818999999999996,153.469,115.868,154.898,95.90899999999999,155.234,239.36599999999999,140.691,220.99200000000002,141.994,95.125,142.21,78.184,143.56,268.462,143.929,185.91299999999998,144.416,242.618,146.401,231.602,147.923,120.06700000000001,148.111,222.59099999999998,163.515,62.141999999999996,164.863,87.948,167.331,194.187,166.49900000000002,251.416,166.25900000000001,130.783,166.02,137.95,169.025,48.971000000000004,158.52,207.067,155.66,141.278,158.012,245.77200000000002,158.953,71.847,159.363,93.939,161.877,76.874,161.743,237.791,179.213,201.892,183.4,112.851,180.74200000000002,66.14699999999999,182.165,239.928,170.986,78.48,169.613,52.317,171.24099999999999,98.744,171.86700000000002,246.165,174.62099999999998,123.727,177.15599999999998,65.71300000000001,174.842,255.315,175.22099999999998,123.51700000000001,95.473,196.118,100.398,173.643,135.422,195.437,159.257,113.001,171.51,206.94099999999997,117.45200000000001
62.25,249.0,,199.25799999999998,113.31700000000001,137.84799999999998,115.478,82.941,116.501,76.274,118.39399999999999,89.475,119.50399999999999,239.919,120.774,212.69299999999998,119.10700000000001,131.268,122.99,78.245,105.887,90.889,112.279,132.412,136.564,193.984,135.90200000000002,58.661,138.476,207.185,138.548,229.903,123.756,84.93299999999999,127.15799999999999,123.37,128.144,69.311,128.421,106.509,130.619,210.543,130.063,225.06099999999998,132.914,100.431,133.458,107.852,149.259,73.296,150.497,222.80900000000003,152.106,214.886,151.83700000000002,58.815,153.458,115.815,154.89,95.943,155.21200000000002,239.36,140.697,220.985,141.995,95.118,142.188,78.191,143.554,268.44599999999997,143.911,185.743,144.393,242.628,146.416,231.60299999999998,147.882,120.053,148.086,222.628,163.504,62.128,164.87400000000002,87.94200000000001,167.33700000000002,194.19,166.497,251.41,166.25900000000001,130.797,166.0,137.945,169.019,48.965,158.526,207.07,155.643,141.245,158.011,245.75900000000001,158.941,71.844,159.362,93.921,161.86700000000002,76.852,161.74200000000002,237.78900000000002,179.208,201.84799999999998,183.378,112.87,180.74200000000002,66.15899999999999,182.13099999999997,239.928,170.984,78.491,169.61900000000003,52.301,171.15099999999998,98.72200000000001,171.86900000000003,246.187,174.62,123.723,177.149,65.737,174.84099999999998,255.333,175.21599999999998,123.54899999999999,95.459,196.115,100.37299999999999,173.628,135.424,195.44799999999998,159.205,112.947,171.502,206.92,117.39299999999999
62.5,250.0,,199.24,113.314,137.835,115.447,82.928,116.508,76.259,118.384,89.45200000000001,119.501,239.915,120.791,212.704,119.103,131.244,122.973,78.251,105.896,90.911,112.25299999999999,132.403,136.566,193.983,135.903,58.661,138.491,207.167,138.55200000000002,229.922,123.78,84.926,127.15299999999999,123.35,128.172,69.292,128.416,106.50299999999999,130.662,210.541,130.06,225.127,132.938,100.427,133.469,107.84299999999999,149.257,73.297,150.498,222.817,152.11,214.882,151.812,58.821000000000005,153.447,115.807,154.89,95.958,155.203,239.34599999999998,140.739,220.97099999999998,141.99200000000002,95.119,142.17,78.212,143.582,268.431,143.915,185.825,144.418,242.64700000000002,146.42700000000002,231.604,147.88,120.05,148.082,222.69799999999998,163.472,62.111000000000004,164.88099999999997,87.944,167.33700000000002,194.28599999999997,166.53799999999998,251.412,166.26,130.843,165.946,137.925,169.017,48.963,158.535,207.055,155.64600000000002,141.248,158.04,245.75400000000002,158.928,71.851,159.377,93.90700000000001,161.866,76.865,161.748,237.736,179.23,201.87599999999998,183.49599999999998,112.891,180.753,66.225,182.149,239.889,170.998,78.473,169.605,52.326,171.15900000000002,98.719,171.87900000000002,246.15900000000002,174.58599999999998,123.74,177.138,65.75399999999999,174.86599999999999,255.301,175.188,123.54899999999999,95.49,196.1,100.40899999999999,173.62099999999998,135.41,195.49200000000002,159.091,112.98100000000001,171.49200000000002,206.93900000000002,117.391
62.75,251.0,,199.236,113.311,137.701,115.48700000000001,82.92200000000001,116.51,76.252,118.38,89.45,119.50299999999999,239.905,120.796,212.671,119.09100000000001,131.247,122.97,78.243,105.87200000000001,90.913,112.251,132.395,136.55,193.983,135.9,58.663999999999994,138.487,207.16,138.505,229.90400000000002,123.75200000000001,84.92,127.171,123.335,128.178,69.297,128.4,106.53,130.688,210.52900000000002,130.054,225.106,132.982,100.428,133.455,107.82799999999999,149.25799999999998,73.167,150.504,222.83,152.15200000000002,214.87400000000002,151.81799999999998,58.81100000000001,153.45,115.79799999999999,154.88299999999998,95.991,155.197,239.338,140.764,220.954,141.994,95.11,142.143,78.21,143.572,268.411,143.9,185.93599999999998,144.434,242.65599999999998,146.428,231.59099999999998,147.874,120.053,148.071,222.748,163.45600000000002,62.114,164.887,87.94,167.34099999999998,194.326,166.53599999999997,251.398,166.26,130.855,165.923,137.916,169.014,48.957,158.54399999999998,207.046,155.637,141.27200000000002,158.06,245.74599999999998,158.946,71.859,159.378,93.9,161.86,76.804,161.725,237.68099999999998,179.24400000000003,202.019,183.459,112.853,180.75599999999997,66.223,182.16299999999998,239.87400000000002,170.987,78.467,169.59400000000002,52.31399999999999,171.157,98.712,171.885,246.16400000000002,174.575,123.75399999999999,177.15200000000002,65.741,174.87599999999998,255.252,175.205,123.587,95.49,196.10299999999998,100.41,173.614,135.446,195.576,158.965,113.036,171.49200000000002,206.968,117.426
