TimesH,Frame,16,21,52,94,98,103,117,118,139,141,146,154,156,162,164,167,168,173,182,186,189,191,207,209,218,219,222,227,230,231,246,251,254,262,263,269,272,273,278,302,307,310,311,316,319,329,336,340,344,353,363,386,396,398,408,417,430,435,440,482,504,658,801,843,973,1034,1206,1216,1288,1315,1365,2016
191.5,766.0,611.04,609.42,614.84,620.659,616.137,625.555,625.411,622.3,617.678,620.3480000000001,625.814,616.886,617.673,633.326,636.115,636.693,625.634,627.495,632.825,639.149,625.945,613.021,626.741,618.756,623.986,614.455,617.757,618.401,624.381,616.219,632.092,620.886,619.851,625.148,621.056,619.419,612.868,617.2669999999999,632.239,620.69,618.859,619.107,619.143,623.008,619.45,635.196,617.7769999999999,626.591,635.451,629.45,620.136,631.664,610.295,613.552,618.46,615.457,612.427,615.9,618.664,610.21,612.964,,,,,,,,,,,
191.75,767.0,612.231,611.078,616.74,625.1659999999999,619.488,630.55,631.56,626.325,622.073,623.534,629.969,618.9069999999999,621.123,638.516,643.359,642.35,633.597,634.984,638.744,647.326,630.312,615.0980000000001,633.34,623.908,629.813,617.707,618.936,622.61,631.484,618.013,637.572,627.35,621.759,632.914,626.924,624.1469999999999,613.952,619.435,636.939,622.0840000000001,621.88,621.794,620.731,629.854,623.44,639.61,619.5790000000001,632.84,641.4019999999999,633.249,623.6,639.383,612.827,615.006,620.933,616.446,614.072,618.371,621.726,610.663,615.9490000000001,,,,,,,,,,,
192.0,768.0,613.332,611.539,617.132,626.8,621.306,632.648,634.004,628.235,623.694,624.248,630.393,620.033,621.654,640.059,646.351,643.61,635.54,636.738,640.639,649.283,631.8009999999999,615.3530000000001,633.563,624.898,632.7,616.6569999999999,620.7,623.131,634.131,618.5409999999999,637.57,629.03,623.696,635.106,629.564,624.558,614.452,619.393,637.5319999999999,622.559,621.679,623.0409999999999,622.428,631.194,623.38,638.056,618.785,633.496,640.705,632.229,624.529,638.144,612.5930000000001,614.756,622.5,616.059,614.254,618.441,621.6709999999999,611.306,616.4259999999999,,,,,,,,,,,
192.25,769.0,613.1990000000001,611.172,616.2669999999999,627.78,622.489,632.244,633.436,628.6659999999999,623.331,625.148,632.462,620.864,622.739,640.436,646.3330000000001,644.206,636.305,636.104,641.128,650.49,632.825,615.5419999999999,634.654,625.878,632.129,616.049,621.068,623.639,635.514,618.4830000000001,636.622,628.932,622.945,636.384,627.818,625.435,614.396,620.605,637.113,623.116,621.069,623.475,622.355,631.256,623.515,636.8009999999999,619.982,633.825,639.629,631.06,625.72,639.206,613.326,615.925,623.2040000000001,615.611,614.43,620.4490000000001,621.331,611.194,616.464,,,,,,,,,,,
192.5,770.0,614.181,611.55,618.13,628.472,622.743,634.065,635.89,630.29,625.445,625.98,633.694,622.243,623.8919999999999,641.644,648.68,644.438,638.832,637.355,641.992,652.851,633.919,615.28,635.47,627.51,632.514,617.2719999999999,622.059,625.399,638.195,618.43,638.034,630.102,623.839,637.362,629.148,625.2769999999999,615.2769999999999,620.315,636.431,624.726,622.7669999999999,624.702,624.0369999999999,631.943,624.1030000000001,636.952,620.821,633.266,639.465,632.809,625.9,637.9259999999999,614.191,616.581,623.232,616.441,615.057,619.731,621.768,610.6469999999999,617.4590000000001,,,,,,,,,,,
192.75,771.0,614.045,612.207,618.524,630.283,623.0930000000001,636.6080000000001,637.785,630.631,627.807,626.766,635.008,623.408,623.864,643.246,650.7,647.107,640.5,639.799,646.13,655.937,635.202,616.822,637.981,628.52,633.9259999999999,617.736,623.8240000000001,627.386,641.295,619.909,639.828,630.817,624.903,640.029,630.186,626.679,616.03,621.6080000000001,639.4730000000001,626.164,625.261,626.972,624.461,633.876,624.637,639.901,621.126,637.047,642.283,634.405,627.357,640.797,614.486,618.34,625.07,616.764,614.86,622.09,623.488,611.581,617.618,,,,,,,,,,,
193.0,772.0,614.203,612.299,619.495,631.48,624.327,638.226,638.945,633.769,628.839,628.504,636.823,624.706,623.948,645.006,654.269,650.225,643.5459999999999,641.332,647.276,659.36,636.678,617.052,639.628,631.354,636.76,618.95,626.089,629.327,643.174,620.75,640.49,632.941,626.4580000000001,644.242,632.0419999999999,628.114,616.082,622.2130000000001,642.127,626.656,626.129,628.4209999999999,627.072,635.5269999999999,627.4159999999999,640.005,623.6080000000001,639.802,645.952,636.757,629.081,644.253,616.227,618.32,626.802,617.938,615.562,623.984,625.067,612.264,619.039,,,,,,,,,,,
193.25,773.0,614.531,612.793,621.244,633.508,625.48,639.283,639.501,634.389,629.087,630.035,638.716,626.097,626.261,648.059,656.842,653.891,646.726,645.312,651.0880000000001,662.7389999999999,637.669,618.455,642.365,634.266,638.736,620.23,628.189,631.197,647.675,621.0319999999999,643.648,633.453,626.842,648.215,634.344,629.739,616.2130000000001,623.25,643.245,627.41,628.197,630.865,628.225,637.232,628.058,644.6709999999999,624.214,641.6619999999999,649.933,639.316,630.556,646.557,617.68,619.655,627.565,618.317,615.91,626.187,626.597,613.2769999999999,621.094,,,,,,,,,,,
193.5,774.0,615.129,613.232,621.864,633.345,627.389,642.024,643.019,636.431,632.219,631.47,640.758,628.442,628.196,650.4159999999999,661.575,655.82,647.585,647.516,654.872,666.671,640.868,619.557,643.898,636.381,640.621,620.78,628.9830000000001,632.4730000000001,651.12,622.445,645.609,636.1469999999999,629.646,653.677,635.808,631.683,617.9069999999999,623.536,645.8430000000001,629.618,629.201,632.721,630.675,639.953,630.471,645.795,625.341,643.053,654.131,641.17,632.8330000000001,648.033,618.003,621.821,628.465,619.3240000000001,616.852,628.08,627.831,614.03,621.5740000000001,,,,,,,,,,,
